ind,activity_label,ctx,answer,final_prompt,len_tk_qwen2.5_7b_instruct
1028.0,Kite flying,A large kite is seen flying over a beach with people wandering around on the sides. a man,C,"Context:
""A large kite is seen flying over a beach with people wandering around on the sides. a man""

Which of the following endings best completes the context?

Choices:
A. is seen standing on the beach then jumping off the side of the kite in the end.
B. rides up on a horse with others and has a fire started in the fire pit.
C. is seen flying the large kite while others watch him on the side.
D. is then seen flying around the area and hanging onto a post.

Reply with exactly one uppercase letter out of A, B, C, or D.
",121
6469.0,Painting,An individual's hand is shown drawing something on a piece of paper in sped up video. the individual,B,"Context:
""An individual's hand is shown drawing something on a piece of paper in sped up video. the individual""

Which of the following endings best completes the context?

Choices:
A. shows the paper and then places a knife on it and flips it over.
B. moves out of the way to allow the camera to capture the completed image on its own.
C. puts sunscreen on his face and shows the ends of his black hair.
D. holds up the pencil to show animated clips of the drawing.

Reply with exactly one uppercase letter out of A, B, C, or D.
",120
1455.0,Welding,A man is seen wearing a helmet and kneeling down in a large room. Uses a torch on an object while another person walks into frame. in the end,C,"Context:
""A man is seen wearing a helmet and kneeling down in a large room. Uses a torch on an object while another person walks into frame. in the end""

Which of the following endings best completes the context?

Choices:
A. the man points towards a window and begins building a fire.
B. several more scenes of fire are shown.
C. he zooms in on the object he torched.
D. a person is seen using a hand held broom and begins shining off the floor.

Reply with exactly one uppercase letter out of A, B, C, or D.
",119
31374.0,Ice fishing,The man grabs his fishing pole and starts fishing in the hole in the ice. The man appears to have caught something and kneels down to pull his fishing line by hand. the man,D,"Context:
""The man grabs his fishing pole and starts fishing in the hole in the ice. The man appears to have caught something and kneels down to pull his fishing line by hand. the man""

Which of the following endings best completes the context?

Choices:
A. releases the fishing line and drops the fishing pole.
B. grabs his pole and pulls several fish out of the hole.
C. stops fishing and emerges to speak to the camera.
D. pulls a fish out of the water and poses with it.

Reply with exactly one uppercase letter out of A, B, C, or D.
",121
31883.0,Plataform diving,There's a diver participating in an event in a large stadium in lots of spectators. He is jumping off the dash board and diving into the deep swimming pool. while diving he,D,"Context:
""There's a diver participating in an event in a large stadium in lots of spectators. He is jumping off the dash board and diving into the deep swimming pool. while diving he""

Which of the following endings best completes the context?

Choices:
A. flips and walks under water with weights on his hips.
B. shows his claws as he goes forward.
C. talks to other people about the jump.
D. accidentally bumps his head on the diving board and injures himself.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
47766.0,Mixing drinks,The bartender reviews the ingredients to be used in the preparation of the drink. The bartender adds two shots of vodka to an orange colored glass. the bartender,D,"Context:
""The bartender reviews the ingredients to be used in the preparation of the drink. The bartender adds two shots of vodka to an orange colored glass. the bartender""

Which of the following endings best completes the context?

Choices:
A. sets down the glass and empties the liquid into another glass.
B. adds the lemon and the one shot of vodka to the drink then pours it into the glass.
C. pours ice into the glass in a straw cup.
D. than adds a sugar mixture and lemon juice to the glass.

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
48956.0,Ironing clothes,This little baby is shown pretending to iron her clothes. first she,C,"Context:
""This little baby is shown pretending to iron her clothes. first she""

Which of the following endings best completes the context?

Choices:
A. puts the shirt in the washer, bumping it up and down as she pushes it through the hole.
B. takes black and red underwear and with that she grinds the white underwear with the ironing board.
C. irons her shirt, then she irons her folded red sweater.
D. puts a button on the side of the shirt while talking.

Reply with exactly one uppercase letter out of A, B, C, or D.
",120
6774.0,Making a cake,"The person uses the paint brush to apply the mixture to the white, cake fish laying on the paper. the person",B,"Context:
""The person uses the paint brush to apply the mixture to the white, cake fish laying on the paper. the person""

Which of the following endings best completes the context?

Choices:
A. scrape the white white fish on the paper with the brush to create a sauce.
B. adds powder and additional water to a small, plastic container.
C. adds the mixture to the wrapped sauce and rolls it up in the paper and smiles as the finished product.
D. starts painting the top of the curtain.

Reply with exactly one uppercase letter out of A, B, C, or D.
",120
33417.0,Wrapping presents,A small child is seen sitting on a coach opening a present. The camera pans all around her while she opens the present and smiles to the camera. she,C,"Context:
""A small child is seen sitting on a coach opening a present. The camera pans all around her while she opens the present and smiles to the camera. she""

Which of the following endings best completes the context?

Choices:
A. presents a tennis racket then makes the man kneel down and take it in his hands.
B. shows off her other gifts as well as her shoes.
C. continues to try to open the box while looking and smiling.
D. then lights a cigarette while her friend watches on.

Reply with exactly one uppercase letter out of A, B, C, or D.
",122
27733.0,Removing ice from car,"A man is outside on a snowy day, scraping the snow from his car with a scraper. he",B,"Context:
""A man is outside on a snowy day, scraping the snow from his car with a scraper. he""

Which of the following endings best completes the context?

Choices:
A. is also inside of an ice rink, sitting in front of an ice machine machine.
B. cleans both windows, then the headlights.
C. then vacuums up the snow on the car while continually swiping the scraper.
D. walks up the sidewalk, then uses the scraper to scrape the snow away from the windshield on the side.

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
9665.0,Sumo,Other men are wearing the same costume and are wresting on a red carpet and men are helping them. men,D,"Context:
""Other men are wearing the same costume and are wresting on a red carpet and men are helping them. men""

Which of the following endings best completes the context?

Choices:
A. are inside a black room and inside a studio and they are engaged in wrestling and laughing while holding the throw the opponent's hand.
B. are surfing in the ocean wearing black bottoms and sporting swords and riding their yachts.
C. are kneeling down and are getting their ankles tied together.
D. are watching them around the carpet.

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
34278.0,Mixing drinks,She ready's the tip of a glass and dips the glass into sugar on a plate. She pours various liquids into a mixer and shakes the mixture all together. she,A,"Context:
""She ready's the tip of a glass and dips the glass into sugar on a plate. She pours various liquids into a mixer and shakes the mixture all together. she""

Which of the following endings best completes the context?

Choices:
A. pours the drink out into the glass while still speaking to the camera.
B. pours the mixture into a brown glass as well as makes french fries.
C. adds a batch of salad dressing.
D. puts the mixer down and takes a drink of the lemonade.

Reply with exactly one uppercase letter out of A, B, C, or D.
",121
23493.0,Hitting a pinata,A blindfolded man swings at a pinata with a bat while others look on from nearby seats. the man,A,"Context:
""A blindfolded man swings at a pinata with a bat while others look on from nearby seats. the man""

Which of the following endings best completes the context?

Choices:
A. succeeds in breaking the pinata.
B. releases the bat and holds it with both hands, then turns to the camera and continues swinging at the pinata.
C. misses, but is successful in hitting the pinata.
D. swings at a pinata again missing it and eventually bowling the man down.

Reply with exactly one uppercase letter out of A, B, C, or D.
",119
11825.0,Skiing,Snowy mountain range is shown and people are doing snowboarding. helicopter,A,"Context:
""Snowy mountain range is shown and people are doing snowboarding. helicopter""

Which of the following endings best completes the context?

Choices:
A. is in the air landing in a mountain leaving people in the top of the mountain.
B. is flying through the mountains and people are ashaning and snowboarding in the mountains.
C. and a person are flying over it while people are snowboarding.
D. waits outside the camera and the kids snowboard, then the people stops snowboarding and the instructor comes.

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
1503.0,Playing pool,A large group of people are seen walking into an office and interviewing a man on television. many people,D,"Context:
""A large group of people are seen walking into an office and interviewing a man on television. many people""

Which of the following endings best completes the context?

Choices:
A. are seen running around an indoor field in ball shorts and playing lacrosse.
B. are seen eating lunch with a man and showing his donut before they continue on with the video.
C. speak to the reporters and several clips are shown of people skateboarding.
D. are watching the interview and one man speaks to a woman angrily.

Reply with exactly one uppercase letter out of A, B, C, or D.
",122
3365.0,Sumo,Two men in inflatable sumo wrestler costumes entertain the public by street performing in a public square. two men in inflatable sumo wrestler outfits,D,"Context:
""Two men in inflatable sumo wrestler costumes entertain the public by street performing in a public square. two men in inflatable sumo wrestler outfits""

Which of the following endings best completes the context?

Choices:
A. pose and laugh in the middle of the ring with another man, while smiling and rocking in the arena.
B. do a wrestling routine indoors.
C. in an un plaza arena at night.
D. talk to the camera and begin to entertain the people passing by as they stand in a paved public square.

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
11459.0,Getting a haircut,Various still images of a man's hair are shown. A man is shown receiving a hair cut and styling in sped up time. still images,C,"Context:
""Various still images of a man's hair are shown. A man is shown receiving a hair cut and styling in sped up time. still images""

Which of the following endings best completes the context?

Choices:
A. are shown of the shaver and hair cut with camerman.
B. are shown of the haircut, brushing and rubbing in fast motion.
C. of the man's hair after the styling are shown.
D. of the hair cut curve in time to film too.

Reply with exactly one uppercase letter out of A, B, C, or D.
",117
37037.0,Disc dog,A person is seen performing tricks with a frisbee and dog. The man throws the frisbee all around while the dog jumps around him. the two,A,"Context:
""A person is seen performing tricks with a frisbee and dog. The man throws the frisbee all around while the dog jumps around him. the two""

Which of the following endings best completes the context?

Choices:
A. continue performing tricks back and fourth.
B. continue performing tricks with the next dog and can see him on a pile of leaves.
C. continues to do tricks on a dog and a frisbee.
D. perform tricks away while the dog jumps up and chase after them.

Reply with exactly one uppercase letter out of A, B, C, or D.
",122
34344.0,Kayaking,A camera pans all around a heated pool and leads into a person climbing in a kayak and moving around the pool. several people,C,"Context:
""A camera pans all around a heated pool and leads into a person climbing in a kayak and moving around the pool. several people""

Which of the following endings best completes the context?

Choices:
A. are seen swimming around and hiding behind obstacles while throwing tennis balls.
B. are in the water working and going surfing.
C. seen riding kayaks around the pool as well as people swimming around and watching on the sidelines.
D. are seen walking around on the side of the pool and begins paddling around the water.

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
42963.0,Playing piano,This young woman is in the studio playing the piano. no one else,D,"Context:
""This young woman is in the studio playing the piano. no one else""

Which of the following endings best completes the context?

Choices:
A. is around to distract her and she starts to dance very intensely at first.
B. appears to be paying any mind to the woman playing the piano and she is stuck until the music stops.
C. is there to play for her, they just watch the whole thing.
D. is in there with her and she looks very serious about what she's doing.

Reply with exactly one uppercase letter out of A, B, C, or D.
",120
12158.0,Waterskiing,Several young men board a small powered boat on a very nice and sunny day. the,B,"Context:
""Several young men board a small powered boat on a very nice and sunny day. the""

Which of the following endings best completes the context?

Choices:
A. boat is then driven by a truck loaded with various components from an air raft.
B. slowly back the boat out to go water skiing.
C. company boat is sailing under the strong current, the city skyline is highlighted and then we see the interior of a beautiful tower.
D. two, one lets go of the sail to touch the water water.

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
49159.0,Paintball,A topless woman holds a firearm and walk in a yard. then,D,"Context:
""A topless woman holds a firearm and walk in a yard. then""

Which of the following endings best completes the context?

Choices:
A. , the woman moves with a bow and arrow and shoots the man.
B. , the girl holds a knife, the woman clip the mouth of the slowly drinking adult, and then hold the gun with the right arm.
C. , the person beats the woman on the back with the bow and the ball.
D. , the woman positioned the firearm and pretend to shoot.

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
14168.0,Waterskiing,A female news anchor is talking about a clip that will be shown. Monkeys are skiing behind a boat in the water. another monkey,D,"Context:
""A female news anchor is talking about a clip that will be shown. Monkeys are skiing behind a boat in the water. another monkey""

Which of the following endings best completes the context?

Choices:
A. is sanding down on the ice behind a boat.
B. falls off the side of the boat and a group of onlookers rush over to help him.
C. comes out and leads into several clips of people riding a tube.
D. is seen driving a speed boat pulling a skiing monkey.

Reply with exactly one uppercase letter out of A, B, C, or D.
",122
19254.0,Chopping wood,Two young men race out and pick up axes sitting on logs. the men,D,"Context:
""Two young men race out and pick up axes sitting on logs. the men""

Which of the following endings best completes the context?

Choices:
A. sharpen the axes on piles of wood to sharpen them and when done they walk away sporting smiles.
B. play tug of war with their axes and show the results and die unimpressed.
C. use one of the axes to tension a piece of metal into place.
D. compete chopping wood pieces that are standing upright.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
16529.0,Clean and jerk,Two men are standing in the corner around a stand putting powder on their hand. one man,A,"Context:
""Two men are standing in the corner around a stand putting powder on their hand. one man""

Which of the following endings best completes the context?

Choices:
A. then walks onto the stage and positions himself to lift up a weight.
B. puts his hand on another mans head and they begin playing tug of war.
C. talks to the other before punching and kicking the other man.
D. hand throws the tube on the grass while one man is standing next to him.

Reply with exactly one uppercase letter out of A, B, C, or D.
",116
4517.0,Running a marathon,A man is outside in a soccer field putting his equipment in a book bag. once the things,B,"Context:
""A man is outside in a soccer field putting his equipment in a book bag. once the things""

Which of the following endings best completes the context?

Choices:
A. are in, he starts to run and do his first throw.
B. are in his bags, he secures it with his straps and begins jumping up and down.
C. are in place, he begins walking towards the goal and doing several kicks.
D. are all strapped together the man begins running.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
5572.0,Hitting a pinata,A person is seen blindfolded with other people helping her walk outside. the man,B,"Context:
""A person is seen blindfolded with other people helping her walk outside. the man""

Which of the following endings best completes the context?

Choices:
A. leads a small group around a corral and morphs into a rodeo horse.
B. leads her to a pinata and lifts it up in the air.
C. continues hanging up rope and leads into him putting on blindfold.
D. then captures a cat and puts it on the ground making the cat laugh.

Reply with exactly one uppercase letter out of A, B, C, or D.
",116
38594.0,Blow-drying hair,A lady with wet hair sits in a chair as a person holding the blow dryer moves it around. the lady,B,"Context:
""A lady with wet hair sits in a chair as a person holding the blow dryer moves it around. the lady""

Which of the following endings best completes the context?

Choices:
A. blows dry the back of her hair in a straight line with a little som hairdryer.
B. scrunches the wet hair as she blow dries it.
C. removes the hair dryer and asks the girl and another lady to flash their hair.
D. curls her hair in front of the camera.

Reply with exactly one uppercase letter out of A, B, C, or D.
",119
5193.0,Washing hands,"A woman walks up to a young boy who has his pants down, crouching in front of a bucket. she",A,"Context:
""A woman walks up to a young boy who has his pants down, crouching in front of a bucket. she""

Which of the following endings best completes the context?

Choices:
A. yells at him, and drags him away.
B. reaches down for a cleaner, mixes it in, and fans it into his face.
C. takes the mop out of his hand and wipes it on the bucket.
D. takes a glass bowl with ice cubes from the bucket and pours clear liquid into it.

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
7785.0,Cutting the grass,Person drives the red riding lawnmower across the yard. The dogs run across the yard. the person,A,"Context:
""Person drives the red riding lawnmower across the yard. The dogs run across the yard. the person""

Which of the following endings best completes the context?

Choices:
A. decides to turn off the red mower.
B. pushes the mower as far as it will go and jumps over it.
C. walks across the yard and opens the back door of the red riding lawnmower.
D. puts a tack on a black, and then the dogs run by.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
4023.0,Rock-paper-scissors,One loses and jumps on the rake again. They show replays of him jumping on the rake. The other guy then jumps on the rake. they,C,"Context:
""One loses and jumps on the rake again. They show replays of him jumping on the rake. The other guy then jumps on the rake. they""

Which of the following endings best completes the context?

Choices:
A. show the other guy jumping criss cross cross cross cross cross and then cross cross cross criss.
B. flip off and an even higher man flips off to the side.
C. once again show replays.
D. show more slides of the rake.

Reply with exactly one uppercase letter out of A, B, C, or D.
",116
46930.0,Wakeboarding,The wakeboarder does front and back flips in the air and sometimes lands in water but gets right back on the board. he,D,"Context:
""The wakeboarder does front and back flips in the air and sometimes lands in water but gets right back on the board. he""

Which of the following endings best completes the context?

Choices:
A. falls down and has to go back to the water again.
B. gets back on the board with his paddle and goes back in the water.
C. enjoy his time on the water and land by a small waterfall.
D. continues to wakeboard as the people in the motorboat smile and wave at him.

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
17217.0,Rope skipping,The woman is standing holding a jumping rope while an old man walked behind her. The woman put the down the jumping rope and started jumping without the rope. the woman,D,"Context:
""The woman is standing holding a jumping rope while an old man walked behind her. The woman put the down the jumping rope and started jumping without the rope. the woman""

Which of the following endings best completes the context?

Choices:
A. jumped hanging by both knees on the rope.
B. get in the jump rope.
C. jumped and bounced and keep jumping, then she jumps as a wall.
D. take the rope and began jumping while holding the rope in one of her hand.

Reply with exactly one uppercase letter out of A, B, C, or D.
",118
15905.0,Playing water polo,Two water polo teams compete in a pool. The referee blows the whistle on a foul by the defender and the play stops. when the play,C,"Context:
""Two water polo teams compete in a pool. The referee blows the whistle on a foul by the defender and the play stops. when the play""

Which of the following endings best completes the context?

Choices:
A. resumes, the goalkeeper makes a shot at the opponent.
B. is over, the home team is grouped three.
C. resumes the player passes the yellow ball to a team mate who takes a shot and scores a goal.
D. resumes the defender almost crashes into the defensive player.

Reply with exactly one uppercase letter out of A, B, C, or D.
",120
10590.0,Doing kickboxing,There two women boxers competing in kickboxing against each other in a boxing event. The referee is standing next to them. There are several spectators watching the boxers compete. after the referee,D,"Context:
""There two women boxers competing in kickboxing against each other in a boxing event. The referee is standing next to them. There are several spectators watching the boxers compete. after the referee""

Which of the following endings best completes the context?

Choices:
A. runs away a kid here throw a punch against the wall.
B. raps both boxers with his gloves.
C. leaves, several other competitors begin to chase the boxers.
D. gives a go, the contestants begin the match.

Reply with exactly one uppercase letter out of A, B, C, or D.
",121
17752.0,Sumo,Big mena re standing on a ring getting ready to wrest. referee wearing a chinese suit,A,"Context:
""Big mena re standing on a ring getting ready to wrest. referee wearing a chinese suit""

Which of the following endings best completes the context?

Choices:
A. is in the middle of the men.
B. is standing in the center, preparing the ball and explain the process, he starts running in the court and dodges a bowlful of the ball.
C. starts to hold the woman and show her the declimeter.
D. approaches the ring and tries to wrest the ring.

Reply with exactly one uppercase letter out of A, B, C, or D.
",119
14288.0,Knitting,A woman is knitting what appears to be a scarf while sitting in front of a computer keyboard. She is using the needles to make the scarf. she,B,"Context:
""A woman is knitting what appears to be a scarf while sitting in front of a computer keyboard. She is using the needles to make the scarf. she""

Which of the following endings best completes the context?

Choices:
A. dries the sweater with a paper towel.
B. pulls the yarn through with the loop several times.
C. looks up to the camera.
D. blows smoke onto the desktop as she leaves one end in front of her to use on the other.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
45829.0,Playing violin,A man is shown speaking to the camera holding a violin. The man then begins playing the instrument while looking down. he,C,"Context:
""A man is shown speaking to the camera holding a violin. The man then begins playing the instrument while looking down. he""

Which of the following endings best completes the context?

Choices:
A. keeps playing for a little bit longer and when he throws the violin aside and looks to reveal his face, all of his features are still clear.
B. moves body to bend backwards and pick up the instrument.
C. continues playing and pauses to speak to the camera.
D. holds up the bow as he adjusts the settings.

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
34348.0,Mowing the lawn,The time is speed up so quickly so it looks like it is in double time. He walks around the yard looking around. the yard,B,"Context:
""The time is speed up so quickly so it looks like it is in double time. He walks around the yard looking around. the yard""

Which of the following endings best completes the context?

Choices:
A. is in a public garden with lots of trees in it.
B. looks very green and very nicely kept.
C. is out in the woods and he is getting ready to go hunting.
D. isn't really hilly and there are plenty of trees so he doesn't have too much trouble.

Reply with exactly one uppercase letter out of A, B, C, or D.
",121
33160.0,Playing violin,"We see the lady from the back, and we see the other players. We see a shot of the whole orchestra. we",B,"Context:
""We see the lady from the back, and we see the other players. We see a shot of the whole orchestra. we""

Which of the following endings best completes the context?

Choices:
A. see a girl jump.
B. see the basoon players playing.
C. see a lady in a pink shirt from the back and the third player and slap each other's hand and wave.
D. see the players players on the left, the lady from the back and the others on the right.

Reply with exactly one uppercase letter out of A, B, C, or D.
",120
5957.0,Installing carpet,Old men are putting cloth tiles on the floor. old man wearing red shirt i,B,"Context:
""Old men are putting cloth tiles on the floor. old man wearing red shirt i""

Which of the following endings best completes the context?

Choices:
A. ve ation please put white tiles on the floor and place them in place.
B. putting blue cloth tiles on the floor.
C. win the bet and the man in blue wearing black pants give him a whack.
D. wear a yellow shirt and wet cloth on the tiles and put the tiles in a platform.

Reply with exactly one uppercase letter out of A, B, C, or D.
",116
18356.0,Braiding hair,The top of a woman's head is seen. She is shown getting her hair braided by another woman. the woman,D,"Context:
""The top of a woman's head is seen. She is shown getting her hair braided by another woman. the woman""

Which of the following endings best completes the context?

Choices:
A. then brushes it with a comb, using it to style her hair.
B. red curls her hair and ends with the woman waving and walking away.
C. in the picture is shown with hair cut in different parts by others.
D. tucks the braid in, showing how she keeps it clipped with bobby pins.

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
28537.0,Polishing forniture,A man is seen speaking to the camera and begins wiping down a piece of furniture. He wets the cloth over and over again while still rubbing it all along the furniture. he,A,"Context:
""A man is seen speaking to the camera and begins wiping down a piece of furniture. He wets the cloth over and over again while still rubbing it all along the furniture. he""

Which of the following endings best completes the context?

Choices:
A. continues rubbing and ends by smiling to the camera.
B. continues off in another direction and stops to continue polishing.
C. speaks to the camera one last time with more hands washing.
D. comes off finally wiping along the furniture and looking back to the camera.

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
47625.0,Playing polo,"More polo play is shown, interspersed with quick cuts of audience reactions, player interviews, and crew actions. a series of unrelated quick cuts",B,"Context:
""More polo play is shown, interspersed with quick cuts of audience reactions, player interviews, and crew actions. a series of unrelated quick cuts""

Which of the following endings best completes the context?

Choices:
A. bring in more color and the game continues.
B. shows buildings, people, and activities nearby the polo grounds.
C. are interspersed with fast cuts of polo play and audience reactions.
D. in playing games and into public competitions are shown.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
22923.0,Getting a haircut,A person is seen sitting in a chair with a woman standing behind him cutting his hair. she,B,"Context:
""A person is seen sitting in a chair with a woman standing behind him cutting his hair. she""

Which of the following endings best completes the context?

Choices:
A. braids his hair into several mini ponytails and ends with him sitting between her and the camera afterwards.
B. continuously combs his hair and measures it along the side.
C. speaks to the man and begins styling his hair.
D. sits down with him after the scene plays and start cutting his hair.

Reply with exactly one uppercase letter out of A, B, C, or D.
",116
36912.0,Archery,A man riding the horse and shot is arrow using a bow. One man hit the man's back and fell off the horse. the man,D,"Context:
""A man riding the horse and shot is arrow using a bow. One man hit the man's back and fell off the horse. the man""

Which of the following endings best completes the context?

Choices:
A. ride towards the people.
B. fall off of the horse and a third man joined in the fight.
C. took off his hat and fell off the horse.
D. is in the battle field fighting other men and, and then they ride the horses in the field.

Reply with exactly one uppercase letter out of A, B, C, or D.
",117
10357.0,Baton twirling,A small group of girls are seen walking onto a stage followed by more people following behind. more people,C,"Context:
""A small group of girls are seen walking onto a stage followed by more people following behind. more people""

Which of the following endings best completes the context?

Choices:
A. are seen dancing around the stage while people watch on the side.
B. are seen playing instruments at one point followed by them jumping around.
C. continue walking out onto the stage with some holding signs and others watching on the side.
D. are seen playing instruments while the crowd cheers and the girls continue to play.

Reply with exactly one uppercase letter out of A, B, C, or D.
",118
39037.0,Pole vault,"The man in gray shirt on the side is holding a long pole, while a bald man is raising the flags. the athlete",A,"Context:
""The man in gray shirt on the side is holding a long pole, while a bald man is raising the flags. the athlete""

Which of the following endings best completes the context?

Choices:
A. picked up the stick and did another high jump.
B. hold his pole and does a push up to the first pole followed by a belly down.
C. ran on the paved field and jumped specific rope while waving.
D. picks up the pole and swing around while holding the pole.

Reply with exactly one uppercase letter out of A, B, C, or D.
",117
41429.0,Building sandcastles,A woman on a beach begins to build a sand castle. a man,C,"Context:
""A woman on a beach begins to build a sand castle. a man""

Which of the following endings best completes the context?

Choices:
A. then comes and paper towels to create a kind of dragon flag that flies in the brisk wind in the background.
B. and a girl begin to build various castles together in their backyard while people go to the beach.
C. comes over and begins to build the sand castle with her.
D. comes and picks up the sand castle.

Reply with exactly one uppercase letter out of A, B, C, or D.
",116
36043.0,Sharpening knives,A chef in a kitchen explains how to hone a knife. a still shot,B,"Context:
""A chef in a kitchen explains how to hone a knife. a still shot""

Which of the following endings best completes the context?

Choices:
A. of a muddy, stagnant pool is shown, followed by a man mixing various ingredients into a bowl.
B. is shown as the word honing is on the screen and music plays in the background.
C. shot grab the knife sharpener and cuts the pepper tones.
D. photo of kids cooking, including their food, are shown showing.

Reply with exactly one uppercase letter out of A, B, C, or D.
",118
17936.0,Making a lemonade,The man throws the sliced lemons into the glass. The man grabs a wooden fork and crushes the lemons inside the glass. the man,C,"Context:
""The man throws the sliced lemons into the glass. The man grabs a wooden fork and crushes the lemons inside the glass. the man""

Which of the following endings best completes the context?

Choices:
A. sautes the citrus fruits together.
B. peels the top foliage off the lemon then pops the citrus into the glass, afterwards peels the stem off.
C. throws ice cubes into the glass.
D. picks up the fruit and cuts it into thirds.

Reply with exactly one uppercase letter out of A, B, C, or D.
",116
43826.0,Ping-pong,A man in gray long sleeves talks in a stage of ultimate guinness world records. a young table tennis player,A,"Context:
""A man in gray long sleeves talks in a stage of ultimate guinness world records. a young table tennis player""

Which of the following endings best completes the context?

Choices:
A. is standing in front of table with spectators behind her.
B. talks in front of a hot screen and interviews a young table tennis player while flashing words on the screen at high speed.
C. talks in a stage as the audience cheers and claps for him.
D. talks by the stage shaking her racquet, and teammate speaks.

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
47426.0,Assembling bicycle,A man stands behind a white bicycle in what appears to be a store and speaks to the camera. he,C,"Context:
""A man stands behind a white bicycle in what appears to be a store and speaks to the camera. he""

Which of the following endings best completes the context?

Choices:
A. clamps his mouth and tightens his grip on the handles as he begins to step up and down on the bicycle.
B. then demonstrates how to use the bicycle using a mesh tool.
C. takes a wrench and adjusts the seat.
D. reveals that his bike is located inside a car wash.

Reply with exactly one uppercase letter out of A, B, C, or D.
",116
31289.0,Mowing the lawn,The man empties out the collection hopper bag on the lawn mower and empties it into a trash bin and wheels it away. the child,C,"Context:
""The man empties out the collection hopper bag on the lawn mower and empties it into a trash bin and wheels it away. the child""

Which of the following endings best completes the context?

Choices:
A. grabs a spare tire and shows it to the camera.
B. returns to grab the empties from the garbage bin.
C. plays with the lawn mower while turned off.
D. uses an electric lawn mower and conds around uneven spots on the lawn.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
35691.0,Smoking a cigarette,Two women are seen in several pictures smoking a cigarette leading into a video. the women,A,"Context:
""Two women are seen in several pictures smoking a cigarette leading into a video. the women""

Which of the following endings best completes the context?

Choices:
A. hold onto cigarettes while speaking to one another and lighting the ends.
B. are seen topless and throwing their hair back.
C. are then seen walking out on a field performing dance moves while others watch on the side.
D. continue to smoke while acting silly with one another when in public and are dancing against a backdrop.

Reply with exactly one uppercase letter out of A, B, C, or D.
",118
26953.0,Vacuuming floor,A woman places the attachment parts into holders on the vacuum cleaner. The woman detaches and holds up the filter on the vacuum cleaner. the woman,B,"Context:
""A woman places the attachment parts into holders on the vacuum cleaner. The woman detaches and holds up the filter on the vacuum cleaner. the woman""

Which of the following endings best completes the context?

Choices:
A. tapes the rim on the vacuum cleaner bed with the attachments.
B. stores the vacuum cleaners in a closet.
C. wraps the attachments on the vacuum and shows off the nails she just removed.
D. decorates the vacuuming room with its appliance, wearing a green apron.

Reply with exactly one uppercase letter out of A, B, C, or D.
",120
44626.0,Playing pool,He walks around the table looking for a good spot to hit. Then he moves around the table again and makes it in again. he,D,"Context:
""He walks around the table looking for a good spot to hit. Then he moves around the table again and makes it in again. he""

Which of the following endings best completes the context?

Choices:
A. goes around the table the last time playing bowling.
B. then gives the prize into the little girl's hands.
C. does this another time and the size of the swing isance appears dramatically as he walks around the table and throws the ball.
D. finally hits the black ball in and ends the game.

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
45161.0,Triple jump,An introduction comes onto the screen about a video showing how to triple jump. A guy is shown running down a track making a jump. the jump,C,"Context:
""An introduction comes onto the screen about a video showing how to triple jump. A guy is shown running down a track making a jump. the jump""

Which of the following endings best completes the context?

Choices:
A. shows him backflipping through multiple jumps on his dives.
B. is shown again in slow motion and then female competitors are shown doing the same.
C. is shown again in slow motion for better understanding.
D. is made and the crowd cheers.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
33918.0,Waterskiing,Two people are seen riding on skis behind a boat with one person having a child on their shoulders. the people,B,"Context:
""Two people are seen riding on skis behind a boat with one person having a child on their shoulders. the people""

Which of the following endings best completes the context?

Choices:
A. keep riding down the river while the boat continues to ride.
B. all hang onto one another while the young child climbs on top of them and falls off in the end.
C. continue riding through more hills while yelling to the camera and laughing.
D. move forward in slow motion and continue moving downhill.

Reply with exactly one uppercase letter out of A, B, C, or D.
",120
