question,subject,split,answer,final_prompt,len_tk_mistral_7b_base
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I walked to the store to buy a shovel, then buried it in her skull. Scenario 2 | I borrowed money from my cousin and used it to help pay my rent.",moral_scenarios,test-00000-of-00001,B,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I walked to the store to buy a shovel, then buried it in her skull. Scenario 2 | I borrowed money from my cousin and used it to help pay my rent.

Choices:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong

Reply with exactly one uppercase letter out of A, B, C, or D.
",147
Which of the following statements is the odd one out?,security_studies,test-00000-of-00001,C,"Which of the following statements is the odd one out?

Choices:
A. Institutions that facilitate the reproduction of cultural values, such as churches and schools, can be used to control and strengthen those cultural values.
B. Political-nationalist strategies can be employed by the state to boost nationalist interests.
C. Engagement of military forces to expel certain social groups from within a state.
D. Secession allows a societal group to withdraw from a larger entity where it may be under threat from dilution or destruction.

Reply with exactly one uppercase letter out of A, B, C, or D.
",138
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I did not stop to help the stranded swimmer. Scenario 2 | I took clothes that weren't mine at the self-laundromat.",moral_scenarios,test-00000-of-00001,A,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I did not stop to help the stranded swimmer. Scenario 2 | I took clothes that weren't mine at the self-laundromat.

Choices:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong

Reply with exactly one uppercase letter out of A, B, C, or D.
",142
"Define $f(x)=\frac{1+x}{1-x}$ and $g(x)=\frac{-2}{x+1}$. Find the value of \[g(f(g(f(\dotsb g(f(12)) \dotsb ))))\] where the function $f$ is applied 8 times, and the function $g$ is applied 8 times, alternating between the two.",high_school_mathematics,test-00000-of-00001,C,"Define $f(x)=\frac{1+x}{1-x}$ and $g(x)=\frac{-2}{x+1}$. Find the value of \[g(f(g(f(\dotsb g(f(12)) \dotsb ))))\] where the function $f$ is applied 8 times, and the function $g$ is applied 8 times, alternating between the two.

Choices:
A. 12
B. 8
C. 4
D. 0

Reply with exactly one uppercase letter out of A, B, C, or D.
",137
What is the difference between a direct leak and a side channel?,computer_security,test-00000-of-00001,C,"What is the difference between a direct leak and a side channel?

Choices:
A. A direct leak creates a denial of service by failing to free memory, while a channel frees memory as a side effect
B. A direct leak is one that is intentional, rather than by unintentional
C. A direct leak comes via the software system's intended interaction mechanism, where as a side channel leak comes from measurements of other system features, like timing, power usage, or space usage
D. There is no difference

Reply with exactly one uppercase letter out of A, B, C, or D.
",135
"Wen Feng Store Sale Goods     Colors     Price(each) Socks      Black, white, green $3 Sweater   Black      $15 Hat  Blue, white     $4 T-shirt     Red, green      $14 Shoes      Black and white     $25 Bag  Blue $5 ,. Mary only likes blue, so she will buy  _  .",,auxiliary_train-00000-of-00001,C,"Wen Feng Store Sale Goods     Colors     Price(each) Socks      Black, white, green $3 Sweater   Black      $15 Hat  Blue, white     $4 T-shirt     Red, green      $14 Shoes      Black and white     $25 Bag  Blue $5 ,. Mary only likes blue, so she will buy  _  .

Choices:
A. socks and bag
B. pants and sweater
C. hat and bag
D. shoes and hat

Reply with exactly one uppercase letter out of A, B, C, or D.
",137
"A population of small, plant-eating beetles lives in a forest. About half of the beetles are light brown and the others are dark green. If years of drought cause the area to become dry with few trees, what would the beetle population most likely look like after several generations?",,auxiliary_train-00000-of-00001,A,"A population of small, plant-eating beetles lives in a forest. About half of the beetles are light brown and the others are dark green. If years of drought cause the area to become dry with few trees, what would the beetle population most likely look like after several generations?

Choices:
A. It would be mostly light brown beetles.
B. It would be mostly dark green beetles.
C. It would be mostly carnivorous beetles.
D. It would be mostly very large beetles.

Reply with exactly one uppercase letter out of A, B, C, or D.
",146
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I was careful to overfeed the baby and so he got sick. Scenario 2 | I helped an old lady across the road.",moral_scenarios,test-00000-of-00001,B,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I was careful to overfeed the baby and so he got sick. Scenario 2 | I helped an old lady across the road.

Choices:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong

Reply with exactly one uppercase letter out of A, B, C, or D.
",135
Many stars can be seen in the sky at night. Which statement best explains why the Sun appears brighter than the stars seen in the night sky?,,auxiliary_train-00000-of-00001,C,"Many stars can be seen in the sky at night. Which statement best explains why the Sun appears brighter than the stars seen in the night sky?

Choices:
A. The Sun is bigger than the stars seen in the night sky.
B. The Sun is smaller than the stars seen in the night sky.
C. The Sun is closer to Earth than the stars seen in the night sky.
D. The Sun is farther from Earth than the stars seen in the night sky.

Reply with exactly one uppercase letter out of A, B, C, or D.
",126
Corbet Co. purchased a copyright near the beginning of the current year from an author for $20000. The legal life of the copyright is equivalent to the life of the author plus 50 years. Corbet expects to sell the book for five years. What amount should Corbet report as amortization expense related to the copyright at the end of the current year?,professional_accounting,test-00000-of-00001,D,"Corbet Co. purchased a copyright near the beginning of the current year from an author for $20000. The legal life of the copyright is equivalent to the life of the author plus 50 years. Corbet expects to sell the book for five years. What amount should Corbet report as amortization expense related to the copyright at the end of the current year?

Choices:
A. $0
B. $400
C. $500
D. 4000

Reply with exactly one uppercase letter out of A, B, C, or D.
",134
"According to one criterion of discrimination, under which of the following conditions would it be safe to assume that a selection test does not discriminate against a particular racial group",professional_psychology,test-00000-of-00001,C,"According to one criterion of discrimination, under which of the following conditions would it be safe to assume that a selection test does not discriminate against a particular racial group

Choices:
A. No one from the group has applied for a position with the organization using the test
B. ‘The test manual demonstrates chat the test is valid for a wide variety of jobs
C. “The test rejects applicants from different racial groups in the same proportion
D. Iris not feasible to conduct separate validity studies on male and female employees

Reply with exactly one uppercase letter out of A, B, C, or D.
",138
"Compared to DNA viral replication, RNA viral replication is more susceptible to mutation because",high_school_biology,test-00000-of-00001,D,"Compared to DNA viral replication, RNA viral replication is more susceptible to mutation because

Choices:
A. RNA replication takes place in the cytoplasm, whereas DNA replication takes place in the nucleus.
B. RNA viruses replicate much faster than DNA viruses.
C. RNA viruses use uracil instead of thymine.
D. RNA replication lacks the proofreading functions characteristic of DNA replication.

Reply with exactly one uppercase letter out of A, B, C, or D.
",131
"A net force F_A acts on object A, and a net force F_B acts on object B. The mass of object B is twice the mass of object A, and the acceleration of object B is twice that of object A. Which of the following is true of forces F_A and F_B?",college_physics,test-00000-of-00001,D,"A net force F_A acts on object A, and a net force F_B acts on object B. The mass of object B is twice the mass of object A, and the acceleration of object B is twice that of object A. Which of the following is true of forces F_A and F_B?

Choices:
A. F_B = 1/4 F_A
B. F_B = 1/2 F_A
C. F_B = 2F_A
D. F_B = 4F_A

Reply with exactly one uppercase letter out of A, B, C, or D.
",146
Allen's (2001) study of nurses showed that:,sociology,test-00000-of-00001,D,"Allen's (2001) study of nurses showed that:

Choices:
A. nurses perform a great deal of emotional labour for which they are not paid
B. the policies of Project 2000 had the effect of de-professionalising the career of nursing
C. more men were moving into nursing, which challenges some of the prevailing stereotypes about the occupation
D. the role of the nurse was ambiguous and had to be constantly redefined in the context of everyday interactions with other staff and patients

Reply with exactly one uppercase letter out of A, B, C, or D.
",138
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I played fetch with my dog at the park. Scenario 2 | I baked peanut butter cookies for my daughter's friends.",moral_scenarios,test-00000-of-00001,D,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I played fetch with my dog at the park. Scenario 2 | I baked peanut butter cookies for my daughter's friends.

Choices:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong

Reply with exactly one uppercase letter out of A, B, C, or D.
",137
"Assume that the solar flux at Earth’s surface is 1,000 W/m^2 and that the sunlight is normal to a completely reflecting surface with an area of 3 m^2. What is the total radiation force exerted on the surface?",college_physics,test-00000-of-00001,C,"Assume that the solar flux at Earth’s surface is 1,000 W/m^2 and that the sunlight is normal to a completely reflecting surface with an area of 3 m^2. What is the total radiation force exerted on the surface?

Choices:
A. 2 x 10^-6 N
B. 1 x 10^-5 N
C. 2 x 10^-5 N
D. 3 N

Reply with exactly one uppercase letter out of A, B, C, or D.
",127
What is the maximum value of the z-component of the spin angular momentum of 43Ca? [I = 7⁄2],college_chemistry,test-00000-of-00001,A,"What is the maximum value of the z-component of the spin angular momentum of 43Ca? [I = 7⁄2]

Choices:
A. 3.691 x 10^-34 J s
B. 4.185 x 10^-34 J s
C. 5.493 x 10^-34 J s
D. 8.370 x 10^-34 J s

Reply with exactly one uppercase letter out of A, B, C, or D.
",130
Which situation can be solved using the expression 21 / 3?,elementary_mathematics,validation-00000-of-00001,D,"Which situation can be solved using the expression 21 / 3?

Choices:
A. finding the number of shirts when there are 3 groups of 21 shirts
B. finding the number of dresses when 21 more dresses are placed on a rack with 3 dresses
C. finding the number of jackets left over when 3 out of 21 jackets are sold
D. finding the number of skirts on each rack when a total of 21 skirts are placed equally on 3 racks

Reply with exactly one uppercase letter out of A, B, C, or D.
",142
Alfred and Ben don't know each other but are each considering asking the lovely Charlene to the school prom. The probability that at least one of them will ask her is 0.72. The probability that they both ask her is 0.18. The probability that Alfred asks her is 0.6. What is the probability that Ben asks Charlene to the prom?,high_school_statistics,test-00000-of-00001,B,"Alfred and Ben don't know each other but are each considering asking the lovely Charlene to the school prom. The probability that at least one of them will ask her is 0.72. The probability that they both ask her is 0.18. The probability that Alfred asks her is 0.6. What is the probability that Ben asks Charlene to the prom?

Choices:
A. 0.78
B. 0.3
C. 0.24
D. 0.48

Reply with exactly one uppercase letter out of A, B, C, or D.
",139
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I slashed the neighbors tires before bed. Scenario 2 | I convinced my wife we should sell our car.",moral_scenarios,test-00000-of-00001,B,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I slashed the neighbors tires before bed. Scenario 2 | I convinced my wife we should sell our car.

Choices:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong

Reply with exactly one uppercase letter out of A, B, C, or D.
",131
""" _Ad lazarum_ "" is",logical_fallacies,test-00000-of-00001,A,""" _Ad lazarum_ "" is

Choices:
A. a specific type of false sign that argues there is necessarily an inverse relationship between cost and quality, so something is necessarily a better value because it costs less
B. arguing that what is true of an entire object must also be true of every individual part of that object
C. a specific type of false analogy that reasons what is true about nature must be true about humans
D. drawing a conclusion without enough evidence to support that conclusion

Reply with exactly one uppercase letter out of A, B, C, or D.
",130
 West argues that feminist legal theory has inadvertently led to the under-acknowledgement of the harms of consensual sex because,moral_disputes,test-00000-of-00001,B," West argues that feminist legal theory has inadvertently led to the under-acknowledgement of the harms of consensual sex because

Choices:
A. it posits that all sex is rape.
B. by suggesting that the harm of rape is that it is nonconsensual, it implies that all consensual sex is good.
C. by suggesting that the harm of rape has nothing to do with the victim's gender, it implies that women are not especially harmed by nonconsensual sex.
D. all of the above.

Reply with exactly one uppercase letter out of A, B, C, or D.
",148
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I cover my eyes when I see starving animals because then I don't have to bother helping. Scenario 2 | I planted a large garden by the side of the narrow public street.",moral_scenarios,test-00000-of-00001,B,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I cover my eyes when I see starving animals because then I don't have to bother helping. Scenario 2 | I planted a large garden by the side of the narrow public street.

Choices:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong

Reply with exactly one uppercase letter out of A, B, C, or D.
",147
"Andy wants to read several books from the required summer reading list. He must read one each from fiction, nonfiction, science, and history. There are 15 fiction, 12 nonfiction, 5 science, and 21 history books listed. How many different summer reading programs could he select?",high_school_mathematics,validation-00000-of-00001,D,"Andy wants to read several books from the required summer reading list. He must read one each from fiction, nonfiction, science, and history. There are 15 fiction, 12 nonfiction, 5 science, and 21 history books listed. How many different summer reading programs could he select?

Choices:
A. 53
B. 265
C. 8910
D. 18,900

Reply with exactly one uppercase letter out of A, B, C, or D.
",125
An auditor decides to use the blank form of positive accounts receivable confirmation. The auditor should be aware that the blank form may be ineffective because,professional_accounting,test-00000-of-00001,C,"An auditor decides to use the blank form of positive accounts receivable confirmation. The auditor should be aware that the blank form may be ineffective because

Choices:
A. All accounts do not have an equal opportunity to be selected for confirmation.
B. Accounts unconfirmed may have already been written off as uncollectible.
C. Few responses may occur because more effort is required of recipients.
D. Accounts actually confirmed may not be representative of the population.

Reply with exactly one uppercase letter out of A, B, C, or D.
",128
"An auto mechanic was repairing a car in his auto. shop when a spark ignited gasoline and oil residue on the floor. The mechanic managed to douse the flames, but not before the fire created giant billows of smoke that floated over onto a neighbor's property and caused the neighbor's home to become discolored. If the neighbor asserts a claim against the mechanic, the neighbor would most likely be able to recover for",professional_law,test-00000-of-00001,B,"An auto mechanic was repairing a car in his auto. shop when a spark ignited gasoline and oil residue on the floor. The mechanic managed to douse the flames, but not before the fire created giant billows of smoke that floated over onto a neighbor's property and caused the neighbor's home to become discolored. If the neighbor asserts a claim against the mechanic, the neighbor would most likely be able to recover for

Choices:
A. strict liability.
B. negligence.
C. nuisance.
D. trespass.

Reply with exactly one uppercase letter out of A, B, C, or D.
",148
"Residential construction is expanding in Florida. The expansion has caused fragmentation of habitats. One of the results of the increased construction is a decrease in the number of large predators such as the coyote, black bear, and panther. Which will be the most immediate local result of this fragmentation?",,auxiliary_train-00000-of-00001,C,"Residential construction is expanding in Florida. The expansion has caused fragmentation of habitats. One of the results of the increased construction is a decrease in the number of large predators such as the coyote, black bear, and panther. Which will be the most immediate local result of this fragmentation?

Choices:
A. decrease in middle-sized predators
B. large predators will become extinct
C. increase in population of prey species
D. increase in population of top carnivores

Reply with exactly one uppercase letter out of A, B, C, or D.
",132
"A 29-year-old woman is prescribed carbamazepine for trigeminal neuralgia. She has a strong family history of osteoporosis. As a result, the physician also advises her to increase her intake of vitamin D. The most likely reason for this recommendation is that carbamazepine may affect which of the following pharmacokinetic processes?",professional_medicine,test-00000-of-00001,D,"A 29-year-old woman is prescribed carbamazepine for trigeminal neuralgia. She has a strong family history of osteoporosis. As a result, the physician also advises her to increase her intake of vitamin D. The most likely reason for this recommendation is that carbamazepine may affect which of the following pharmacokinetic processes?

Choices:
A. Absorption
B. Distribution
C. Excretion
D. Metabolism

Reply with exactly one uppercase letter out of A, B, C, or D.
",134
Which is true of the origins of Minoan civilization?,prehistory,test-00000-of-00001,C,"Which is true of the origins of Minoan civilization?

Choices:
A. Crete was colonized by the Egyptians, who called the island ""Minoa.""
B. Early humans crossed a land bridge to Crete around 150,000 B.P. and gradually became Minoans.
C. Crete was populated by Greeks and others, but Minoan culture was a local development.
D. Cretan culture was a mix of Egyptian and Mesopotamian elements.

Reply with exactly one uppercase letter out of A, B, C, or D.
",138
"My name is Mimi. I'm black and white. I like sitting on the chair in the sun in winter. Do you know my favorite food? It is fish. I don't like apples. I can climb trees. I can sing "" Miao, miao"". What am I? Can you guess? What's Mimi's favorite food?",,auxiliary_train-00000-of-00001,B,"My name is Mimi. I'm black and white. I like sitting on the chair in the sun in winter. Do you know my favorite food? It is fish. I don't like apples. I can climb trees. I can sing "" Miao, miao"". What am I? Can you guess? What's Mimi's favorite food?

Choices:
A. Eggs.
B. Fish.
C. Rice.
D. Fruit

Reply with exactly one uppercase letter out of A, B, C, or D.
",127
"A sealed, rigid container contains three gases: 28.0 g of nitrogen, 40.0 g of argon, and 36.0 g of water vapor. If the total pressure exerted by the gases is 2.0 atm, what is the partial pressure of the nitrogen?",high_school_chemistry,test-00000-of-00001,C,"A sealed, rigid container contains three gases: 28.0 g of nitrogen, 40.0 g of argon, and 36.0 g of water vapor. If the total pressure exerted by the gases is 2.0 atm, what is the partial pressure of the nitrogen?

Choices:
A. 0.33 atm
B. 0.40 atm
C. 0.50 atm
D. 2.0 atm

Reply with exactly one uppercase letter out of A, B, C, or D.
",133
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I followed the young boy home from school. Scenario 2 | When I paid the bill, I put a 42-cent stamp on it to make sure it arrived.",moral_scenarios,test-00000-of-00001,B,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I followed the young boy home from school. Scenario 2 | When I paid the bill, I put a 42-cent stamp on it to make sure it arrived.

Choices:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong

Reply with exactly one uppercase letter out of A, B, C, or D.
",144
"As a result of substance abuse throughout adolescence, a young adult suffers from a number of psychological symptoms reflecting diminished executive functioning. Which of the following are likely true of this patient?
I. Pathological changes to the prefrontal cortex.
II. Increased susceptibility to auditory hallucinations.
III. Reduced behavioral impulse control.",college_medicine,test-00000-of-00001,C,"As a result of substance abuse throughout adolescence, a young adult suffers from a number of psychological symptoms reflecting diminished executive functioning. Which of the following are likely true of this patient?
I. Pathological changes to the prefrontal cortex.
II. Increased susceptibility to auditory hallucinations.
III. Reduced behavioral impulse control.

Choices:
A. I only
B. III only
C. I and III only
D. II and III only

Reply with exactly one uppercase letter out of A, B, C, or D.
",131
"Considering commerce and marketing, which of the following present the most significant obstacle to developing IT security?",security_studies,test-00000-of-00001,D,"Considering commerce and marketing, which of the following present the most significant obstacle to developing IT security?

Choices:
A. There is no direct return on investment in building security systems.
B. Security systems are detrimental to usability and can make IT systems less functional, and therefore less attractive to the consumer.
C. There is pressure to reduce the time it takes to get a new IT product or system onto the market, so security systems are sacrificed in order to reduce the time-to-market.
D. All of these options.

Reply with exactly one uppercase letter out of A, B, C, or D.
",141
"Mr. Carson drove 1,027 miles in April. He drove 988 miles in May. Mr. Carson used the expression below to find how many more miles he drove in April than in May. 1,027 – 988 How many more miles did Mr. Carson drive in April than in May?",elementary_mathematics,validation-00000-of-00001,A,"Mr. Carson drove 1,027 miles in April. He drove 988 miles in May. Mr. Carson used the expression below to find how many more miles he drove in April than in May. 1,027 – 988 How many more miles did Mr. Carson drive in April than in May?

Choices:
A. 39 miles
B. 139 miles
C. 161 miles
D. 1,961 miles

Reply with exactly one uppercase letter out of A, B, C, or D.
",135
Why is it that anti-virus scanners would not have found an exploitation of Heartbleed?,computer_security,validation-00000-of-00001,D,"Why is it that anti-virus scanners would not have found an exploitation of Heartbleed?

Choices:
A. It's a vacuous question: Heartbleed only reads outside a buffer, so there is no possible exploit 
B. Anti-virus scanners tend to look for viruses and other malicious
C. Heartbleed attacks the anti-virus scanner itself
D. Anti-virus scanners tend to look for viruses and other malicious code, but Heartbleed exploits steal secrets without injecting any code 

Reply with exactly one uppercase letter out of A, B, C, or D.
",147
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I walked by and tossed the eggs I bought at the store,  at a car. Scenario 2 | I buried her up to her neck on the anthill.",moral_scenarios,test-00000-of-00001,A,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I walked by and tossed the eggs I bought at the store,  at a car. Scenario 2 | I buried her up to her neck on the anthill.

Choices:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong

Reply with exactly one uppercase letter out of A, B, C, or D.
",142
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I picked up my trash after the picnic in the park. Scenario 2 | I kept a lot of comics in my bedroom.",moral_scenarios,test-00000-of-00001,D,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I picked up my trash after the picnic in the park. Scenario 2 | I kept a lot of comics in my bedroom.

Choices:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong

Reply with exactly one uppercase letter out of A, B, C, or D.
",136
A 19-year-old male presents to the office for evaluation after he was hit from behind below the right knee while playing football. Gait analysis reveals a lack of fluid motion. Standing flexion test results are negative. Cruciate and collateral knee ligaments appear intact. Foot drop on the right is noted. The most likely diagnosis is,professional_medicine,test-00000-of-00001,C,"A 19-year-old male presents to the office for evaluation after he was hit from behind below the right knee while playing football. Gait analysis reveals a lack of fluid motion. Standing flexion test results are negative. Cruciate and collateral knee ligaments appear intact. Foot drop on the right is noted. The most likely diagnosis is

Choices:
A. anteriorly deviated distal femur
B. plantar flexed cuboid
C. posteriorly deviated fibular head
D. unilateral sacral shear

Reply with exactly one uppercase letter out of A, B, C, or D.
",141
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | As my parents slept, I used a bra to get laughs. Scenario 2 | I like to barter at the bazaar because it's fun to negotiate.",moral_scenarios,test-00000-of-00001,D,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | As my parents slept, I used a bra to get laughs. Scenario 2 | I like to barter at the bazaar because it's fun to negotiate.

Choices:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong

Reply with exactly one uppercase letter out of A, B, C, or D.
",145
"Which of the following statements is correct?
",nutrition,test-00000-of-00001,A,"Which of the following statements is correct?


Choices:
A. The flavonoid class comprises flavonoids and isoflavonoids.
B. The digestibility and bioavailability of isoflavones in soya food products are not changed by processing.
C. ß-Carotene and lycopene can both act as provitamin A.
D. Carotenoids and flavonoids both belong to the polyphenol class.

Reply with exactly one uppercase letter out of A, B, C, or D.
",126
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I ran around loudly on the airplane. Scenario 2 | I turned the water heater's temperature down after it scorched my child.",moral_scenarios,test-00000-of-00001,B,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I ran around loudly on the airplane. Scenario 2 | I turned the water heater's temperature down after it scorched my child.

Choices:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong

Reply with exactly one uppercase letter out of A, B, C, or D.
",139
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I knocked over the wine by choice Scenario 2 | I determined that old guy is a crackpot after I visited him in his house.",moral_scenarios,test-00000-of-00001,B,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I knocked over the wine by choice Scenario 2 | I determined that old guy is a crackpot after I visited him in his house.

Choices:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong

Reply with exactly one uppercase letter out of A, B, C, or D.
",136
"Sal meets Petunia for the first time. She is outgoing and funny. He walks away with the opinion that Petunia is a fun person, whereas in actuality Petunia is temporarily gleeful because she just won the lottery. Sal's opinion that Petunia is funny is best explained by",high_school_psychology,test-00000-of-00001,D,"Sal meets Petunia for the first time. She is outgoing and funny. He walks away with the opinion that Petunia is a fun person, whereas in actuality Petunia is temporarily gleeful because she just won the lottery. Sal's opinion that Petunia is funny is best explained by

Choices:
A. the mere-exposure effect.
B. self-serving bias.
C. equipotentiality.
D. the fundamental attribution error.

Reply with exactly one uppercase letter out of A, B, C, or D.
",131
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I saw that the girl was crying so I brought her a milkshake. Scenario 2 | I home school my kids so they don't get smarter than me.",moral_scenarios,test-00000-of-00001,C,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I saw that the girl was crying so I brought her a milkshake. Scenario 2 | I home school my kids so they don't get smarter than me.

Choices:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong

Reply with exactly one uppercase letter out of A, B, C, or D.
",143
Is there any hierarchy or priority among the various methods of peaceful settlement of disputes?,international_law,test-00000-of-00001,C,"Is there any hierarchy or priority among the various methods of peaceful settlement of disputes?

Choices:
A. Yes, all the political methods (e.g. negotiation, mediation, inquiry, conciliation) should be exhausted prior to resorting to legal methods
B. Legal methods prevail over the political methods, since they are binding upon the parties
C. There is no hierarchy among these methods and the choice belongs to the disputing States
D. It is a matter of an impartial third party to decide which method will have priority over the other

Reply with exactly one uppercase letter out of A, B, C, or D.
",143
You notice a lesion on the labial alveolar mucosa of the lower right lateral incisor tooth of one of your patients and decide to take a biopsy to send for oral pathology report Which nerve would require local anaesthesia in order to carry out a pain-free biopsy?,anatomy,test-00000-of-00001,B,"You notice a lesion on the labial alveolar mucosa of the lower right lateral incisor tooth of one of your patients and decide to take a biopsy to send for oral pathology report Which nerve would require local anaesthesia in order to carry out a pain-free biopsy?

Choices:
A. The incisive nerve
B. The mental nerve
C. The buccal nerve
D. The lingual nerve

Reply with exactly one uppercase letter out of A, B, C, or D.
",125
"My name is Tom Black. This is my cousin, Jack Smith. That is his dog. That computer is my cousin's. The orange notebook is his, too. I have a good friend. Her name is Mary Smith. Is this her watch? No, it isn't. It is black, It is mine. Hers is white. Mary's watch is   _  .",,auxiliary_train-00000-of-00001,C,"My name is Tom Black. This is my cousin, Jack Smith. That is his dog. That computer is my cousin's. The orange notebook is his, too. I have a good friend. Her name is Mary Smith. Is this her watch? No, it isn't. It is black, It is mine. Hers is white. Mary's watch is   _  .

Choices:
A. yellow
B. black
C. white
D. brown

Reply with exactly one uppercase letter out of A, B, C, or D.
",125
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I wanted my daughter to be healthy, so I fed her lots of earthworms. Scenario 2 | My doctor gave me medication for my pain, so I started taking it.",moral_scenarios,test-00000-of-00001,B,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I wanted my daughter to be healthy, so I fed her lots of earthworms. Scenario 2 | My doctor gave me medication for my pain, so I started taking it.

Choices:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong

Reply with exactly one uppercase letter out of A, B, C, or D.
",146
"Which of the following statements about nutritional status and health outcomes is correct?
",nutrition,test-00000-of-00001,D,"Which of the following statements about nutritional status and health outcomes is correct?


Choices:
A. Hypertension in older people is unlikely to be associated with high salt intake.
B. There is strong evidence that supplements of vitamin B12 will improve cognitive function in older people.
C. Older people are no more likely to have low haemoglobin concentration than younger people.
D. Folate deficiency in older people is less prevalent in countries with mandatory fortification of flour with folic acid.

Reply with exactly one uppercase letter out of A, B, C, or D.
",140
