ind,activity_label,ctx,answer,final_prompt,len_tk_qwen2.5_7b_base
43470.0,Arm wrestling,Hulk hogan is seen speaking to the camera while holding up his arms and another man stands in the background. the man,B,"Context:
""Hulk hogan is seen speaking to the camera while holding up his arms and another man stands in the background. the man""

Which of the following endings best completes the context?

Choices:
A. then throws a stick followed by a fair throw and a host talking out in front.
B. continues speaking to the camera and leads into clips of a boy arm wrestling and another man holding up his arm.
C. pulls on a ball attached to a pole and quickly throws it and it is seen again on the table next to him.
D. hands the giant a melon and the man then puts drops of juice in the melon.

Reply with exactly one uppercase letter out of A, B, C, or D.
",147
33151.0,Blow-drying hair,"The stylist uses a brush and a blow dryer to add volume, texture and curl to the client's hair. The stylist sprays the clients hair. the stylist",C,"Context:
""The stylist uses a brush and a blow dryer to add volume, texture and curl to the client's hair. The stylist sprays the clients hair. the stylist""

Which of the following endings best completes the context?

Choices:
A. positions the client's head in front of a mirror and speaks.
B. uses a razor to trim the lower sections of the client's hair.
C. uses his hand to position the bangs.
D. secures a loose braid and a pair of combs to the client's hair.

Reply with exactly one uppercase letter out of A, B, C, or D.
",126
30777.0,Getting a haircut,A pair of scissors and a comb is then seen close up and leads into a person cutting the man's hair. he,B,"Context:
""A pair of scissors and a comb is then seen close up and leads into a person cutting the man's hair. he""

Which of the following endings best completes the context?

Choices:
A. then moves the mans hair back and starts cutting his face and talking about what he just did.
B. finally blow dries the man's hair and is shown once again smiling and laughing to the camera.
C. shows off other people having their hair cut, and still opening and closing his eyes.
D. stands there talking to the camera as he continues to cut off his hair with wet objects under the faucet and next to him.

Reply with exactly one uppercase letter out of A, B, C, or D.
",145
42355.0,Playing lacrosse,Several mascots are seen holing sticks on a field walking around one another and leads into them chasing a ball. the group,D,"Context:
""Several mascots are seen holing sticks on a field walking around one another and leads into them chasing a ball. the group""

Which of the following endings best completes the context?

Choices:
A. continues playing with one another and leads into another man raking in the sand as well as others.
B. continues to run around while another straitens onto the field behind them others stand around and watch.
C. moves up and down the field chasing the ball as well as playing a game of fetch.
D. continues running around the field as the mascots continue to chase the ball one after the other.

Reply with exactly one uppercase letter out of A, B, C, or D.
",143
16235.0,Pole vault,"The lady then takes off running while holding a pole in her hand. When ready, the lady starts to pole vault and clears the height and lands on the mat. once",D,"Context:
""The lady then takes off running while holding a pole in her hand. When ready, the lady starts to pole vault and clears the height and lands on the mat. once""

Which of the following endings best completes the context?

Choices:
A. made complete, two more women appear and the lady falls to the ground, grabbing at her stomach and bowing to the crowd.
B. she is free, she rushes to the pole vault dive and performs a high jump into the blue mat.
C. completed, the girl stands up and bullfighters hug each other.
D. complete, she jumps up and down, happy that her jump was successful as the crowd begins to cheer for her.

Reply with exactly one uppercase letter out of A, B, C, or D.
",157
13592.0,Wakeboarding,A man in ski jacket on a snowboard holds onto a rope attached to a truck. The truck starts driving and the man is pulled behind on the tow rope. the man,A,"Context:
""A man in ski jacket on a snowboard holds onto a rope attached to a truck. The truck starts driving and the man is pulled behind on the tow rope. the man""

Which of the following endings best completes the context?

Choices:
A. maneuvers to pull up parallel with the truck and alternates going back and forth behind the truck.
B. 's hand is buried in snow and he begins sliding down.
C. gets to the top of a slope and steadies himself.
D. squeezes on the rope and ends the race.

Reply with exactly one uppercase letter out of A, B, C, or D.
",129
4946.0,Baking cookies,The person rolls the dough and cuts it into little pieces and flattens the tiny balls out using their hands. The person uses a fork to put lines in the dough. then the person,D,"Context:
""The person rolls the dough and cuts it into little pieces and flattens the tiny balls out using their hands. The person uses a fork to put lines in the dough. then the person""

Which of the following endings best completes the context?

Choices:
A. decorates the upper corners of the up front piece of the dough using a different tool to flatten the balls out.
B. cut streamers of paper and wrap them around the little balls.
C. uses scissors to cut the tiny balls out.
D. puts the cookies on a baking sheet in a pan and bakes them for 15 minutes.

Reply with exactly one uppercase letter out of A, B, C, or D.
",142
33874.0,Baking cookies,A person is seen beating eggs and mixing them into a bowl while separating the shells from the eggs. they,B,"Context:
""A person is seen beating eggs and mixing them into a bowl while separating the shells from the eggs. they""

Which of the following endings best completes the context?

Choices:
A. put the mixture back together and the camera zooms in on an egg waiting to be cooked.
B. mix the eggs around a bowl and place butter and milk into another bowl and mix them all together.
C. then mix the food up with a container of milk and put it on a plate.
D. put the egg into oil and cook it as well as adding ice and mixing until they're done.

Reply with exactly one uppercase letter out of A, B, C, or D.
",137
38425.0,Ice fishing,"A woman is interviewing a man inside a tent. They drill a hole in the ice, and use their gear to fish. she",B,"Context:
""A woman is interviewing a man inside a tent. They drill a hole in the ice, and use their gear to fish. she""

Which of the following endings best completes the context?

Choices:
A. harps and sings along, and looks to the camera.
B. continues interviewing the people onsite.
C. marks what she is doing with the fishing pole, while holding the fishing pole.
D. swims in a hole towards the camera, grabbing a fish, poking it in the hole, then kissing the catch and fishing in the ice.

Reply with exactly one uppercase letter out of A, B, C, or D.
",128
44405.0,Laying tile,He starts on the wall and begins to explain what he is doing and why he is doing. once the grout,D,"Context:
""He starts on the wall and begins to explain what he is doing and why he is doing. once the grout""

Which of the following endings best completes the context?

Choices:
A. is in the wall he pushes the bar down and begins to move the whole wall.
B. becomes clear, he begins to incorporate more paint and places it in a box that is in the corner of the room.
C. is gone, he shows off the river spray he has made and then starts spraying a hole through the wall creating a cave like area.
D. begins to dry he informs you that you should wipe it down with a sponge various times.

Reply with exactly one uppercase letter out of A, B, C, or D.
",149
43913.0,Cutting the grass,The left man uses a sickle and takes the lead over the man with the weed wacker. The man with the sickle finishes. The crowd claps for the man. The shirtless man walks away. the,D,"Context:
""The left man uses a sickle and takes the lead over the man with the weed wacker. The man with the sickle finishes. The crowd claps for the man. The shirtless man walks away. the""

Which of the following endings best completes the context?

Choices:
A. man returns a paintbrush and paints the buttocks and the butt of the drugger with less paint.
B. men arm wrestle and the camera pans back to the bench.
C. man walks away waving a neon green flag.
D. camera pans right to show the other man working on the grass.

Reply with exactly one uppercase letter out of A, B, C, or D.
",140
30557.0,Slacklining,"There is man wearing a blue shirt and another man in black seated on a rock, talking about rock climbing. they",C,"Context:
""There is man wearing a blue shirt and another man in black seated on a rock, talking about rock climbing. they""

Which of the following endings best completes the context?

Choices:
A. are at a rock climbing clip, one man talks about the climber experience.
B. set up, put on their chutes, and then start climbing.
C. are seated at a very high altitude in the mountains.
D. begin to arm wrestle on the rock, one of the men that is wearing a white shirt gets in the middle.

Reply with exactly one uppercase letter out of A, B, C, or D.
",128
38756.0,Getting a tattoo,Various clips are shown of people tattooing others that leads into two men speaking to the camera. more shots,C,"Context:
""Various clips are shown of people tattooing others that leads into two men speaking to the camera. more shots""

Which of the following endings best completes the context?

Choices:
A. are shown of more people tattooing at different levels unhindered and shown above all scenes of people as they apply black ink.
B. are shown of the products that the man is using while getting a tattoo and a view of the tattoo time.
C. are shown of a website as well as the outside of the shop while the men continue to speak.
D. are shown of several men and one taking his shirt off and dipping a needle in his shoulder.

Reply with exactly one uppercase letter out of A, B, C, or D.
",148
40236.0,Getting a piercing,Various shots of a tattoo shop are shown followed by a woman sitting in a chair and a man getting items ready. she,A,"Context:
""Various shots of a tattoo shop are shown followed by a woman sitting in a chair and a man getting items ready. she""

Which of the following endings best completes the context?

Choices:
A. takes a sip of water and the man then pierces her lip with a needle.
B. then goes out to the back and is seen tattooing and sliding around a man's headrest.
C. continues tattooing her arm and ends with credits shown on the screen.
D. has several tattoos and the man ffing her arm with a tool.

Reply with exactly one uppercase letter out of A, B, C, or D.
",130
11577.0,Plataform diving,There's an outdoor swimming pool with a very high diving board. There's a woman in a green swim suit who dives down into the pool. she,B,"Context:
""There's an outdoor swimming pool with a very high diving board. There's a woman in a green swim suit who dives down into the pool. she""

Which of the following endings best completes the context?

Choices:
A. swims against the watch city and then swims apart once more.
B. is doing various diving moves such as backward, forward and pike.
C. is walking on a large rope with her legs out straight.
D. swims through several groups of people, making sure they're all all tailing her.

Reply with exactly one uppercase letter out of A, B, C, or D.
",125
44009.0,Cleaning shoes,The blond woman walks back into the room and shows all the various pairs of sneakers the man has laying all over the hotel room. the blond woman,C,"Context:
""The blond woman walks back into the room and shows all the various pairs of sneakers the man has laying all over the hotel room. the blond woman""

Which of the following endings best completes the context?

Choices:
A. gets her bag and sits it on the bed and walks back towards the camera.
B. walks to the bed and grabs a lady coat and points to the outside before beginning to lift weights.
C. walks back into the bathroom and video tapes the man holding the white sneakers.
D. returns with a brush and begins brushing the boots of the man sitting in the room.

Reply with exactly one uppercase letter out of A, B, C, or D.
",137
15221.0,Snow tubing,A person is seen riding down a snowy hill close up as well as another person and child riding down the mountain. several more clips,D,"Context:
""A person is seen riding down a snowy hill close up as well as another person and child riding down the mountain. several more clips""

Which of the following endings best completes the context?

Choices:
A. are shown of people skating along the mountain and climbing back down.
B. are shown of people riding up hills as well as down as all falling down in the end.
C. are shown of people riding down the mountain as well as flying in the air and enjoying the mountain scenery.
D. are shown of people riding down the mountain from various angles with people yelling and cheering.

Reply with exactly one uppercase letter out of A, B, C, or D.
",136
25317.0,Braiding hair,First the woman shows us how she looks with her afro before she makes a bug bun. First she sprays her hair with water from a spray bottle. then she,C,"Context:
""First the woman shows us how she looks with her afro before she makes a bug bun. First she sprays her hair with water from a spray bottle. then she""

Which of the following endings best completes the context?

Choices:
A. licks the insides of her mouth to taste the hair.
B. takes her hair down to cut it into a pony tail.
C. adds moisturizer to her hair and ties a ponytail holder onto her hair.
D. goes to the sink to show us the sink cleaner clip and how it works.

Reply with exactly one uppercase letter out of A, B, C, or D.
",132
40045.0,Tumbling,Other men are outside talking and laughing and then man with the red hair is gathered with friend and has a chip in his nose. he,C,"Context:
""Other men are outside talking and laughing and then man with the red hair is gathered with friend and has a chip in his nose. he""

Which of the following endings best completes the context?

Choices:
A. has a small tornado in his hand and another man decorates his spit with water, smells it and lights it on fire and the celebrates by throwing it in their backyard and walking away.
B. is then shown curling on the ice while other contestants are still on the ice talking and taking photographs.
C. and his friend next to him slap the guy in front of him.
D. gets into paddle board and is riding down the river rapids.

Reply with exactly one uppercase letter out of A, B, C, or D.
",153
9778.0,High jump,"A student athlete appears, dressed in casual shorts and a red t-shirt, and he proceeds to do practice jumps. the first jump",C,"Context:
""A student athlete appears, dressed in casual shorts and a red t-shirt, and he proceeds to do practice jumps. the first jump""

Which of the following endings best completes the context?

Choices:
A. occurred but only able to land on his head multiple times.
B. is repeated in slow motion in front of him in a cardio room filled with exercise equipment.
C. is poor, and he knocks off the bar during the jump.
D. is in a particular static configuration bordering the mat for a moment, he jumps then quickly swings, and successfully bounces the bar.

Reply with exactly one uppercase letter out of A, B, C, or D.
",136
2587.0,Trimming branches or hedges,An outdoor garden is seen and a man in tshirt stands in it holding a pair of sheers. Mellons are seen throughout the garden. the man,C,"Context:
""An outdoor garden is seen and a man in tshirt stands in it holding a pair of sheers. Mellons are seen throughout the garden. the man""

Which of the following endings best completes the context?

Choices:
A. lights them and feeds them to two small dogs shoveling in the front yard.
B. begins cutting the sheers and shaving them.
C. points to the melons up against the wall and begins trimming them with his sheers throwing them to the side.
D. cuts the sheers with a board and holds pair of blades using both hands.

Reply with exactly one uppercase letter out of A, B, C, or D.
",137
35556.0,Mixing drinks,The camera focuses on an alcoholic beverage and a bottle then cuts to a female bartender. She begins mixing a drink together in a glass and covers it with a metal cover. she,B,"Context:
""The camera focuses on an alcoholic beverage and a bottle then cuts to a female bartender. She begins mixing a drink together in a glass and covers it with a metal cover. she""

Which of the following endings best completes the context?

Choices:
A. pours a small straw filled with ice into the drink and shakes it up.
B. demonstrates how the glass is to be secured and begins to mix the contents properly.
C. pours beer, lemon juice, and a little liquid into the glass and adds it all together in an alcoholic drink.
D. takes a drink and licks the rim, then puts it down.

Reply with exactly one uppercase letter out of A, B, C, or D.
",143
21912.0,Skateboarding,He kicks to build up some speed and does some cool tricks . He gets off and then jumps back on the board and does more tricks all around. he,B,"Context:
""He kicks to build up some speed and does some cool tricks . He gets off and then jumps back on the board and does more tricks all around. he""

Which of the following endings best completes the context?

Choices:
A. slams and then gets off on the next one doing a flip.
B. jumps up on a rail and then gets back down and sits on the board and waves.
C. addresses the crowd again and interviews some more people.
D. has a few tricks with computers, fettubers, or whatever he has going on.

Reply with exactly one uppercase letter out of A, B, C, or D.
",132
1805.0,Hand washing clothes,The women soak the clothes in the soap water and rinse them out to clean them. Then she put the clothes in a large metal drum that spins rapidly to drain off excess water. they,D,"Context:
""The women soak the clothes in the soap water and rinse them out to clean them. Then she put the clothes in a large metal drum that spins rapidly to drain off excess water. they""

Which of the following endings best completes the context?

Choices:
A. are then performed by a machine.
B. pull out their clothes from the drums and spray foam on top.
C. look in the mirror to see the water dripping from their clothing.
D. then go on top of their building in an open terrace where ropes are tied across the walls.

Reply with exactly one uppercase letter out of A, B, C, or D.
",129
47869.0,Baking cookies,A woman and a child are in a kitchen rolling dough to make cookies to bake. the older woman,B,"Context:
""A woman and a child are in a kitchen rolling dough to make cookies to bake. the older woman""

Which of the following endings best completes the context?

Choices:
A. gives a cookie to the child and foars away in delight, while the boy flies in the air to play with them.
B. shows the child how to roll the dough he tries it himself.
C. nextfighn a larr dough and a wooden spoon to mix it.
D. helps her daughter cook and put the cookies underneath the cookie sheet.

Reply with exactly one uppercase letter out of A, B, C, or D.
",126
34319.0,Installing carpet,"A different woman appears near a wall and she's demonstrating how to cut tiles once a wall is reached and uses a long ruler to measure, cut, and break apart the carpet tile and places it back onto the floor. the outro",B,"Context:
""A different woman appears near a wall and she's demonstrating how to cut tiles once a wall is reached and uses a long ruler to measure, cut, and break apart the carpet tile and places it back onto the floor. the outro""

Which of the following endings best completes the context?

Choices:
A. is an address, office and website.
B. is a white screen with the logos, company names, and website.
C. screen roller comes up and the same woman with the green roller is shown wilting on the floor ending her tutorial.
D. is print on a black screen and she calls it all off because of the damage it has done.

Reply with exactly one uppercase letter out of A, B, C, or D.
",151
44145.0,Raking leaves,A young girl is seen talking to the camera and leads into her browsing the internet then raking up leads in a yard. the girl,A,"Context:
""A young girl is seen talking to the camera and leads into her browsing the internet then raking up leads in a yard. the girl""

Which of the following endings best completes the context?

Choices:
A. is then seen sitting in the leaves and transitions into speaking with her mother in the kitchen.
B. continues digging up leads to another girl giving clips on grass in front of a house and speaking to the camera.
C. cleanses herself with the soap and leads into her sitting at a tea party with several cookies that lead into her licking a spoon.
D. shows various tools to the camera and demonstrates how to use them and walking around.

Reply with exactly one uppercase letter out of A, B, C, or D.
",149
19864.0,Snatch,"Many large men lift a heavy barbell in the competition, one after the other. They hold the barbell over their head, and then receive a score on their efforts. when they",B,"Context:
""Many large men lift a heavy barbell in the competition, one after the other. They hold the barbell over their head, and then receive a score on their efforts. when they""

Which of the following endings best completes the context?

Choices:
A. are done with their high jumps, they stand, see their score and clap.
B. are done and the victor has been declared, the top three men pose with their medals.
C. are finished, one by one, they shake hands and salute.
D. are done, they walk away and bow before it goes onto their shoulders.

Reply with exactly one uppercase letter out of A, B, C, or D.
",141
30998.0,Getting a piercing,The woman holds piercing pliers up against a woman's nose. She pierces a needle through the nose and holds the pliers in place. she,B,"Context:
""The woman holds piercing pliers up against a woman's nose. She pierces a needle through the nose and holds the pliers in place. she""

Which of the following endings best completes the context?

Choices:
A. then pulls out the piercing and places the pliers back into her nose indenting it as she pierces her lip.
B. removes the pliers from the woman's nose.
C. pulls out a tube of stellated pliers.
D. walks away holding the pliers on her back and walks to a table with tools.

Reply with exactly one uppercase letter out of A, B, C, or D.
",132
31845.0,Tumbling,Now he is standing on the side line getting ready to do flips. He is doing some more flips and landing on the red mat. now he,A,"Context:
""Now he is standing on the side line getting ready to do flips. He is doing some more flips and landing on the red mat. now he""

Which of the following endings best completes the context?

Choices:
A. is flipping again and reverses and starts flipping the other way.
B. is on the edge of the ring and he is jumping as hard as he can.
C. is doing more flips and landing on the pink mat in the middle of the ring.
D. is jumping and landing on the line and landing on top of a hanging bag.

Reply with exactly one uppercase letter out of A, B, C, or D.
",132
49413.0,Hitting a pinata,A group of kids are gathered outside of a garage watching a the boy in the middle. the boy in the middle,A,"Context:
""A group of kids are gathered outside of a garage watching a the boy in the middle. the boy in the middle""

Which of the following endings best completes the context?

Choices:
A. is standing in front of a woman who is tying the bandanna around his eyes so he can't see the pinata.
B. walks down the middle of the empty street looking at the cars that are passing by.
C. begins interviewing a juvenile while the boy in the middle walks away.
D. hits the pinata and throws a white ball back and forth at it and a girl grabs the ball out of the air.

Reply with exactly one uppercase letter out of A, B, C, or D.
",143
6438.0,Playing saxophone,A man is standing on top of a white table playing the saxophone with one of his arms behind his back. after a few notes,D,"Context:
""A man is standing on top of a white table playing the saxophone with one of his arms behind his back. after a few notes""

Which of the following endings best completes the context?

Choices:
A. , a baby appears sitting on the table and he begins to play more deeply, warming himself with his hands.
B. , the man does something and he stops playing and shows his arms and making gestures, then stands up.
C. , he stands up and walks away.
D. , he touches someone in the crowd, moves his hand and begins playing the correct way.

Reply with exactly one uppercase letter out of A, B, C, or D.
",136
25094.0,Hopscotch,A father and daughter are playing hop scotch on their tiled porch. the girl,D,"Context:
""A father and daughter are playing hop scotch on their tiled porch. the girl""

Which of the following endings best completes the context?

Choices:
A. lets go of the machine and let it fall back in the foot as the father proceeds to curl the treats into balls, as the daughter watches him.
B. stops her jump scotch and hops to the ground.
C. gets the high jump next to the dad.
D. is wearing a blue sleeveless shirt and shorts and the father is wearing a gray shirt and shorts.

Reply with exactly one uppercase letter out of A, B, C, or D.
",126
1325.0,Washing hands,A young lady with a grey jacket on is standing in front of a sink lathering her hands. she,A,"Context:
""A young lady with a grey jacket on is standing in front of a sink lathering her hands. she""

Which of the following endings best completes the context?

Choices:
A. then turns the water on and begins to rinse her hands and flex her fingers to make sure all of the soap is off.
B. places the sponge into a yellow bowl on top of the sink and continues to start scrubbing the sink.
C. then turns on the water and scrubs with a small green soap.
D. bubbles the soap in the water and drops it into a bowl.

Reply with exactly one uppercase letter out of A, B, C, or D.
",134
45000.0,Vacuuming floor,"A woman cleans the carpet and the floor with a vacuum, after the vacuum picks up dirt from the carpet. then",B,"Context:
""A woman cleans the carpet and the floor with a vacuum, after the vacuum picks up dirt from the carpet. then""

Which of the following endings best completes the context?

Choices:
A. , the woman pulls a rug up and cut and fold between shiny drapes.
B. , the woman takes out the canister of the vacuum and continues cleaning the floor, the wall, the sofa and the floor.
C. , the woman apply cement cover with black rag, after she lay cement cover.
D. , the woman vacuum part of the carpet and clean inserted foot.

Reply with exactly one uppercase letter out of A, B, C, or D.
",134
29640.0,Doing motocross,On a giant dome of dirt there are many bikers at the top and a very big crowd watching. they,A,"Context:
""On a giant dome of dirt there are many bikers at the top and a very big crowd watching. they""

Which of the following endings best completes the context?

Choices:
A. start to take off into the air doing flips and really cool professional tricks.
B. begin peddling their bikes as they do a scissor' sh' on the dirt as a sign of victory.
C. compete at full speed to get over the rudders and have some fun.
D. race and kick the sand trying to get it into people circle like corners to go after a beetle.

Reply with exactly one uppercase letter out of A, B, C, or D.
",136
48211.0,Rope skipping,Michelle obama is sitting in a white chair talking to a male dressed in a black suit and purple tie. They then get up with jump ropes and the two begin doing various types of jumps. after,D,"Context:
""Michelle obama is sitting in a white chair talking to a male dressed in a black suit and purple tie. They then get up with jump ropes and the two begin doing various types of jumps. after""

Which of the following endings best completes the context?

Choices:
A. they begin they begin doing one stand and then the routine very casually jumping and skip.
B. , the man begins to jump alone and he doesn't make much of a front flip like he was forced to.
C. they finish, their jumps are shown with trophies on the screen.
D. , the host hugs michelle and begins smiling at the camera.

Reply with exactly one uppercase letter out of A, B, C, or D.
",147
42426.0,Doing crunches,The young man lifts himself up and places his feet in the gap between the bar and the top of the door frame. the young man,D,"Context:
""The young man lifts himself up and places his feet in the gap between the bar and the top of the door frame. the young man""

Which of the following endings best completes the context?

Choices:
A. then closes the metal door and throws his feet in the air and begins to spin himself.
B. grabs the window controls and is confident that he can lift the bar and is confident about his step.
C. then clamps his legs together, lifts his knees and does a split in the middle while holding on to the bar bar.
D. lowers his body, extending himself the full length of the doorway, hands behind his head, elbows out.

Reply with exactly one uppercase letter out of A, B, C, or D.
",151
5635.0,Spinning,A woman is seen speaking to the camera while pointing to an exercise bike. Sh adjusts the settings on the bike and climbs on top to begin riding. she,A,"Context:
""A woman is seen speaking to the camera while pointing to an exercise bike. Sh adjusts the settings on the bike and climbs on top to begin riding. she""

Which of the following endings best completes the context?

Choices:
A. continues riding on the bike and stopping to adjust settings.
B. moves her hands around the machine as well as using her legs and steering the machine.
C. moves the tire all along the bike while speaking to the camera and pointing to the bike.
D. reaches into a case and pulls out a canvas.

Reply with exactly one uppercase letter out of A, B, C, or D.
",127
3694.0,Rock-paper-scissors,A young girl is standing in the room in a black cami and black and white legs preparing talking. she,A,"Context:
""A young girl is standing in the room in a black cami and black and white legs preparing talking. she""

Which of the following endings best completes the context?

Choices:
A. is then shown talking to a young girl with a pink sweater and black skirt and multiple games of rock paper scissors are being played between her and two other girls.
B. takes a deep breath and begins by grabbing a curling icicle off of a table in front of her.
C. then demonstrates how to properly exercise using exercise capoeira and has all her legs rolled up to her side and parallel to the floor and using a gift to help her exercise perfectly.
D. is sitting on a black beat up piece putting on black shoes.

Reply with exactly one uppercase letter out of A, B, C, or D.
",165
13884.0,Tai chi,The scene begins with a bare green patch of cut grass surrounded by tall trees and a building in the background beyond the foliage. the man,B,"Context:
""The scene begins with a bare green patch of cut grass surrounded by tall trees and a building in the background beyond the foliage. the man""

Which of the following endings best completes the context?

Choices:
A. is seen spreading peanut butter in an egg and peels a piece of bread while talking to the camera.
B. runs into the frame into the center of the grass, centers himself and does a leg lift followed by several slow hand movements up and down and around.
C. then begins clearing an area with a broom while wearing a beanie and bending to cut the lawn with the broom.
D. then begins cutting the wooden stumps with a razor or something to sharpen it and talks about it.

Reply with exactly one uppercase letter out of A, B, C, or D.
",163
31807.0,Surfing,A person is seen riding waves on the water as well as people partying at a house. A dj is shown playing music as well as people dancing around and surfers surfing. more shots,B,"Context:
""A person is seen riding waves on the water as well as people partying at a house. A dj is shown playing music as well as people dancing around and surfers surfing. more shots""

Which of the following endings best completes the context?

Choices:
A. are shown of people surfing waves as well as socializing and partying around drinks.
B. are shown of people surfing and having fun at the house.
C. are shown of people partying and singing while one person scores goals on a wave.
D. are shown of people riding waves and being made happy.

Reply with exactly one uppercase letter out of A, B, C, or D.
",135
48712.0,Powerbocking,A man spins around while walking on a pair a of stilts. A young man jogs down a basketball court on a pair of stilts. the man,C,"Context:
""A man spins around while walking on a pair a of stilts. A young man jogs down a basketball court on a pair of stilts. the man""

Which of the following endings best completes the context?

Choices:
A. continuously walks while carrying a violin with him.
B. jumps the line and almost hits the chalk in the air.
C. runs up to his friend who is also wearing stilts and gives him a high five.
D. takes off and runs out of the court and jumps into another set of stilts.

Reply with exactly one uppercase letter out of A, B, C, or D.
",128
19072.0,Clean and jerk,"A woman raise a weight until her shoulders, then she steps out a foot and raise the weight above her hear. then",C,"Context:
""A woman raise a weight until her shoulders, then she steps out a foot and raise the weight above her hear. then""

Which of the following endings best completes the context?

Choices:
A. , woman raises the weight seen from above until the shoulders.
B. , woman lift a weight, placed it on the ground and walk, then the woman drop the weight on the ground and bow by bending her hip.
C. , the woman drops the weight to the floor.
D. , the woman raises the weight to her chest.

Reply with exactly one uppercase letter out of A, B, C, or D.
",126
44288.0,Hand car wash,The man in blue shirt is holding a white spray bottle with green and black lid on it. He started spraying the contents of the bottle on the white car's hood. he,A,"Context:
""The man in blue shirt is holding a white spray bottle with green and black lid on it. He started spraying the contents of the bottle on the white car's hood. he""

Which of the following endings best completes the context?

Choices:
A. wiped the hood and the back of the white car with a yellow cloth.
B. put the yellow bottle down, spray paint his pants and throw on his shirt again, his help gets some spray down the front.
C. his spraying the car on the road on white and yellow wheels.
D. jumped with the bottle up going over the hood of the car with the colored nozzle.

Reply with exactly one uppercase letter out of A, B, C, or D.
",146
36791.0,Kite flying,The man in gray shirt is standing at the beach. the man,D,"Context:
""The man in gray shirt is standing at the beach. the man""

Which of the following endings best completes the context?

Choices:
A. and other man up near the crane took a board and lift it up and barrel barrel out onto the water where the boat ns several private people wakeboard, by the time the people jet-ski the sailboats quickly up a snowy hill to the landing point where academy is located.
B. threw the balls on the sand squares.
C. in gray shirt is gesturing to the man in black shirt on a blue mat swinging.
D. is pulling the threads of the kite with his both hands.

Reply with exactly one uppercase letter out of A, B, C, or D.
",147
6924.0,Blowing leaves,"A man videotapes himself and a group of workers blowing leaves in the front yard of an apartment complex. a man, in a black t - shirt ,",A,"Context:
""A man videotapes himself and a group of workers blowing leaves in the front yard of an apartment complex. a man, in a black t - shirt ,""

Which of the following endings best completes the context?

Choices:
A. talks to himself while walking and recording himself with a camera.
B. ice skates down the street and up the stairs after the others.
C. is doing karate moves, while another man does boxing punches.
D. is smoking a hookah pipe while also filming himself while the camera is turned off.

Reply with exactly one uppercase letter out of A, B, C, or D.
",127
320.0,Hanging wallpaper,There's a home improvement specialist demonstrating how to remove wallpaper from walls. he,A,"Context:
""There's a home improvement specialist demonstrating how to remove wallpaper from walls. he""

Which of the following endings best completes the context?

Choices:
A. starts of by preparing the space by moving furniture away from the walls and covering the furniture with plastic sheets for protection.
B. uses a broom and dustpan to clean off the wallpaper.
C. is sitting on a sofa talking and adding plaster to a flat screen tv that has a person standing behind him explaining how to remove plaster.
D. is talking about how to smooth out the wallpaper very slowly with clippers.

Reply with exactly one uppercase letter out of A, B, C, or D.
",133
9139.0,Making a cake,Baker artist then mixes a liquid and another powder mixture together and gets a different color texture. The artist then paints on the liquid onto the entire fish cake. the artist,B,"Context:
""Baker artist then mixes a liquid and another powder mixture together and gets a different color texture. The artist then paints on the liquid onto the entire fish cake. the artist""

Which of the following endings best completes the context?

Choices:
A. then cuts the fish's tail as close to the head as he can.
B. shows a bottle of blue color liquid which he uses to paint stripes on to the fish cake.
C. rinses the orange colored cake and puts it in a bucket, on the table.
D. then takes a bowl of chopped candies and leaves it there to work as he is session in the end.

Reply with exactly one uppercase letter out of A, B, C, or D.
",146
47898.0,Playing pool,A woman is alone at a bar by a pool table playing some pool. She bends over very seductively and intentionally while she is going for her next shot. then she,D,"Context:
""A woman is alone at a bar by a pool table playing some pool. She bends over very seductively and intentionally while she is going for her next shot. then she""

Which of the following endings best completes the context?

Choices:
A. gets ready to make her shot and knocks into the table, knocking all the balls onto the ground.
B. dives into the pool, returns a few times, and waits for her next shot and bats it on the table.
C. shoots a ball and makes it out of the pool table backwards onto the bar.
D. looks over at a few men who are sitting down drinking beer.

Reply with exactly one uppercase letter out of A, B, C, or D.
",147
31572.0,Drinking coffee,"Then, the teen takes the glass shaking his hand and drinks the water while the laugh. After, the youth takes the glass, then holds a cup while the teen fold his right hand. next",D,"Context:
""Then, the teen takes the glass shaking his hand and drinks the water while the laugh. After, the youth takes the glass, then holds a cup while the teen fold his right hand. next""

Which of the following endings best completes the context?

Choices:
A. , the teen follow to do tai chi, with a shirt on hand he does tai chi holding in the right hand.
B. , the teen take the cup and they both laugh.
C. , the boy make a digital square and opens it with his finger, then he put more liquid, drink the whole glass, and talk the camera.
D. , the teen takes a cup and pretend to drink while making gestures of pain.

Reply with exactly one uppercase letter out of A, B, C, or D.
",161
42252.0,Bullfighting,A demonstration of bullfighting is performed by a man with a pink cape and a man moving a fake bull object with a wheel. The bullfighter then demonstrates how to use his sword on the bull. then the students,C,"Context:
""A demonstration of bullfighting is performed by a man with a pink cape and a man moving a fake bull object with a wheel. The bullfighter then demonstrates how to use his sword on the bull. then the students""

Which of the following endings best completes the context?

Choices:
A. practice standing behind the bullfighter, including coach richardson.
B. are shown demonstrating headshake as the body parts are shown.
C. wants to give it a try.
D. and trophy winners of the bull fight are introduced to the man.

Reply with exactly one uppercase letter out of A, B, C, or D.
",129
