question,subject,split,answer,final_prompt,len_tk_gemma2_9b_it
I'm a boy. My name is Zhao Ming. I am in No. 34 Middle School. I am in Class 1. My English teacher  is Mr Wang. My Chinese  teacher is Miss Wu. They are good teachers. I love them. I have  a good friend. His name is Tom. He is an English boy. Tom is a(n)   _   boy.,,auxiliary_train-00000-of-00001,D,"I'm a boy. My name is Zhao Ming. I am in No. 34 Middle School. I am in Class 1. My English teacher  is Mr Wang. My Chinese  teacher is Miss Wu. They are good teachers. I love them. I have  a good friend. His name is Tom. He is an English boy. Tom is a(n)   _   boy.

Choices:
A. Chinese
B. Japanese
C. American
D. English

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
Ms. Gutierrez needs to order rope for her gym class of 32 students. Each student will receive a piece of rope that is 5 feet 8 inches long. What is the total length of rope Ms. Gutierrez needs to order for her class?,elementary_mathematics,test-00000-of-00001,D,"Ms. Gutierrez needs to order rope for her gym class of 32 students. Each student will receive a piece of rope that is 5 feet 8 inches long. What is the total length of rope Ms. Gutierrez needs to order for her class?

Choices:
A. 106 feet 8 inches
B. 154 feet 8 inches
C. 160 feet 8 inches
D. 181 feet 4 inches

Reply with exactly one uppercase letter out of A, B, C, or D.
",119
The term 'emotion work' (Hochschild 1983) refers to:,sociology,test-00000-of-00001,A,"The term 'emotion work' (Hochschild 1983) refers to:

Choices:
A. the techniques used to consciously manage and present emotions that are deemed appropriate for public settings of interaction
B. the work done by psychologists, counselors and therapists to help clients with mental and emotional problems
C. experiences such as grieving and falling in love, which demand a lot of emotional energy from a person
D. the way in which increasing levels of risk and anxiety have made us think more reflexively about our self-identities

Reply with exactly one uppercase letter out of A, B, C, or D.
",132
The bond length between any two nonmetal atoms is achieved under which of the following conditions?,high_school_chemistry,test-00000-of-00001,A,"The bond length between any two nonmetal atoms is achieved under which of the following conditions?

Choices:
A. Where the energy of interaction between the atoms is at its minimum value
B. Where the nuclei of each atom exhibits the strongest attraction to the electrons of the other atom
C. The point at which the attractive and repulsive forces between the two atoms are equal
D. The closest point at which a valence electron from one atom can transfer to the other atom

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I gave the thirsty 13 year old a glass of milk. Scenario 2 | I used dishwashing liquid to clean the dishes.",moral_scenarios,test-00000-of-00001,D,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I gave the thirsty 13 year old a glass of milk. Scenario 2 | I used dishwashing liquid to clean the dishes.

Choices:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
Which of the following is the best lens through which to investigate the role of child soldiers?,security_studies,dev-00000-of-00001,D,"Which of the following is the best lens through which to investigate the role of child soldiers?

Choices:
A. Child soldiers are victims of combat that need re-education and rehabilitation.
B. Children and their mothers are not active subjects in warfare and are best considered as subjects in the private sphere.
C. Children are most often innocent bystanders in war and are best used as signifiers of peace.
D. Children have political subjecthood that is missed when they are considered as passive victims of warfare.

Reply with exactly one uppercase letter out of A, B, C, or D.
",125
"This is a room in Kate's house. There is a big bed, a table, a computer and some chairs in it. There's a glass and some books on the table. There is a picture on the wall. Kate is in the room. She is looking at the picture. Her father and mother are in the school. They work hard. Who is at home?",,auxiliary_train-00000-of-00001,D,"This is a room in Kate's house. There is a big bed, a table, a computer and some chairs in it. There's a glass and some books on the table. There is a picture on the wall. Kate is in the room. She is looking at the picture. Her father and mother are in the school. They work hard. Who is at home?

Choices:
A. Kate's father.
B. Kate's mother.
C. Kate s brother.
D. Kate.

Reply with exactly one uppercase letter out of A, B, C, or D.
",129
"An investor sued a corporation for stock fraud. In presenting his case-in-chief, the investor sought to introduce an issue of a newspaper to show the corporation's stock price on that given day. Upon objection by the corporation's attorney, this evidence should be",professional_law,test-00000-of-00001,B,"An investor sued a corporation for stock fraud. In presenting his case-in-chief, the investor sought to introduce an issue of a newspaper to show the corporation's stock price on that given day. Upon objection by the corporation's attorney, this evidence should be

Choices:
A. admitted, under the business records exception.
B. admitted, under the market reports exception.
C. excluded, because the newspaper copy does not fit within any established exception to the hearsay rule.
D. excluded, because it violates the best evidence rule.

Reply with exactly one uppercase letter out of A, B, C, or D.
",133
"A horizontal spring-block oscillator is in motion when a second block of equal mass falls on top of the oscillating block. If the two blocks stick together, what effect will this have on the amplitude of the oscillations?",high_school_physics,test-00000-of-00001,D,"A horizontal spring-block oscillator is in motion when a second block of equal mass falls on top of the oscillating block. If the two blocks stick together, what effect will this have on the amplitude of the oscillations?

Choices:
A. It will increase the amplitude.
B. It will decrease the amplitude.
C. It will have no effect.
D. It would depend on where the original block was in its cycle when the second block fell.

Reply with exactly one uppercase letter out of A, B, C, or D.
",114
"Dawn brought a chocolate bar for lunch, but the chocolate melted in her backpack. Dawn wants to perform a scientific investigation to determine the reason her chocolate bar melted in her backpack. Which hypothesis should Dawn use for her investigation?",,auxiliary_train-00000-of-00001,D,"Dawn brought a chocolate bar for lunch, but the chocolate melted in her backpack. Dawn wants to perform a scientific investigation to determine the reason her chocolate bar melted in her backpack. Which hypothesis should Dawn use for her investigation?

Choices:
A. Chocolate will taste better when melted.
B. Chocolate will taste the same even when melted.
C. If the chocolate is broken then the chocolate will melt.
D. If heat is added to chocolate then the chocolate will melt.

Reply with exactly one uppercase letter out of A, B, C, or D.
",118
"A client's insurance company pays 75% of a client’s therapy fee, while the client is required to pay the remaining 25%. The client asks you to bill the insurance company at a higher hourly rate so that he will not have to pay his 25% co-payment.  If you do so, you will be acting:",professional_psychology,validation-00000-of-00001,A,"A client's insurance company pays 75% of a client’s therapy fee, while the client is required to pay the remaining 25%. The client asks you to bill the insurance company at a higher hourly rate so that he will not have to pay his 25% co-payment.  If you do so, you will be acting:

Choices:
A. illegally and unethically.
B. illegally but ethically.
C. legally but unethically.
D. legally and ethically.

Reply with exactly one uppercase letter out of A, B, C, or D.
",129
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I took down the sign offering a big reward for the lost dog because I want the reward. Scenario 2 | I threw the ball to my friend, and she didn't catch it.",moral_scenarios,test-00000-of-00001,B,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I took down the sign offering a big reward for the lost dog because I want the reward. Scenario 2 | I threw the ball to my friend, and she didn't catch it.

Choices:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong

Reply with exactly one uppercase letter out of A, B, C, or D.
",135
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | Everyday I gave her 2 slaps before school. Scenario 2 | I peed in the public urinal.",moral_scenarios,test-00000-of-00001,B,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | Everyday I gave her 2 slaps before school. Scenario 2 | I peed in the public urinal.

Choices:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong

Reply with exactly one uppercase letter out of A, B, C, or D.
",119
Travel Voucher  : Please download Travel Voucher from this website.For every confirmed booking  you will be required to print a voucher which is presented at the destination.You will receive a link to your voucher by email once your booking is confirmed. Why should tourists bring a towel or a rug?,,auxiliary_train-00000-of-00001,A,"Travel Voucher  : Please download Travel Voucher from this website.For every confirmed booking  you will be required to print a voucher which is presented at the destination.You will receive a link to your voucher by email once your booking is confirmed. Why should tourists bring a towel or a rug?

Choices:
A. Because they may want to sit on the platform.
B. Because they will swim during the tour.
C. Because it makes them warm.
D. Because they will take a spa.

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
"A fruit fly population has a gene with two alleles, A1 and A2. Tests show that 70% of the gametes produced in the population contain the A1 allele. If the population is in Hardy-Weinberg equilibrium, what proportion of the flies carry both A1 and A2?",high_school_biology,validation-00000-of-00001,D,"A fruit fly population has a gene with two alleles, A1 and A2. Tests show that 70% of the gametes produced in the population contain the A1 allele. If the population is in Hardy-Weinberg equilibrium, what proportion of the flies carry both A1 and A2?

Choices:
A. 0.7
B. 0.49
C. 0.21
D. 0.42

Reply with exactly one uppercase letter out of A, B, C, or D.
",116
For which of these is a binomial probability model most reasonable?,high_school_statistics,validation-00000-of-00001,A,"For which of these is a binomial probability model most reasonable?

Choices:
A. The number of times, out of 10 attempts, that a particular child can throw a ball into a basket from six feet away
B. The colors of the cars in the parking lot of a particular grocery store on a randomly selected Sunday
C. The number of times that a randomly selected resident of California has visited a museum in the last 12 months
D. The number of cards drawn from a well-shuffled deck until all four aces are found

Reply with exactly one uppercase letter out of A, B, C, or D.
",133
"A point in space $(x,y,z)$ is randomly selected so that $-1\le x \le 1$,$-1\le y \le 1$,$-1\le z \le 1$. What is the probability that $x^2+y^2+z^2\le 1$?",high_school_mathematics,test-00000-of-00001,C,"A point in space $(x,y,z)$ is randomly selected so that $-1\le x \le 1$,$-1\le y \le 1$,$-1\le z \le 1$. What is the probability that $x^2+y^2+z^2\le 1$?

Choices:
A. \frac{\pi}{24}
B. \frac{\pi}{12}
C. \frac{\pi}{6}
D. \frac{\pi}{3}

Reply with exactly one uppercase letter out of A, B, C, or D.
",133
Research on the effectiveness of grouping children in separate classes according to their academic performance suggests chat,professional_psychology,validation-00000-of-00001,D,"Research on the effectiveness of grouping children in separate classes according to their academic performance suggests chat

Choices:
A. classes with a high degree of homogeneity are more effective than classes with a high degree of heterogeneity
B. low-achieving students particularly benefit from homogeneous grouping in social studies
C. low-achieving students do better academically in all subjects in classes with high homogeneity
D. homogeneous class grouping produces a negative effect on achievement and self-esteem for low achieving children

Reply with exactly one uppercase letter out of A, B, C, or D.
",116
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | To finish my thesis quicker I took drugs all night. Scenario 2 | I vandalized her car after our interactions at home.",moral_scenarios,test-00000-of-00001,A,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | To finish my thesis quicker I took drugs all night. Scenario 2 | I vandalized her car after our interactions at home.

Choices:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong

Reply with exactly one uppercase letter out of A, B, C, or D.
",122
The greatest population growth rate has taken place,global_facts,test-00000-of-00001,C,"The greatest population growth rate has taken place

Choices:
A. in Africa, which is the poorest region of the world with the lowest overall economic growth.
B. in Asia, which is the poorest region of the world with a steady overall economic growth.
C. in Asia, which is the poorest region of the world with the lowest overall economic growth.
D. in Africa, which is the poorest region of the world with a steady overall economic growth.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
"What is the due date of a federal estate tax return (Form 706), for a taxpayer who died on May 15, year 2, assuming that a request for an extension of time is not filed?",professional_accounting,test-00000-of-00001,D,"What is the due date of a federal estate tax return (Form 706), for a taxpayer who died on May 15, year 2, assuming that a request for an extension of time is not filed?

Choices:
A. September 15, year 2.
B. December 31, year 2.
C. January 31, year 3.
D. February 15, year 3.

Reply with exactly one uppercase letter out of A, B, C, or D.
",117
How would fiscal and monetary policymakers combine spending tax and monetary policy to fight a recessionary gap while avoiding large budget deficits? SPENDING POLICY     TAX POLICY     MONETARY POLICY,high_school_macroeconomics,test-00000-of-00001,D,"How would fiscal and monetary policymakers combine spending tax and monetary policy to fight a recessionary gap while avoiding large budget deficits? SPENDING POLICY     TAX POLICY     MONETARY POLICY

Choices:
A. Higher spending     Lower taxes     Sell Treasury securities
B. Lower spending     Higher taxes     Buy Treasury securities
C. Lower spending     Lower taxes     Increasing the reserve ratio
D. Higher spending     Higher taxes     Lowering the discount rate

Reply with exactly one uppercase letter out of A, B, C, or D.
",129
Which of the following statements concerning a sarcomere of a striated muscle (such as skeletal muscle) is correct?,college_biology,test-00000-of-00001,B,"Which of the following statements concerning a sarcomere of a striated muscle (such as skeletal muscle) is correct?

Choices:
A. During contraction H zones become elongated.
B. In the relaxed position tropomyosin impedes myosin's access to the binding site of actin.
C. Each myosin helical tail contains an actinbinding site and an ATP-hydrolyzing site.
D. The proteins troponin and tropomyosin constitute the thick and thin filaments, respectively.

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
"A driver drove his car into the full-service area ofa gas station. He told the attendant, ""Ten gallons,please. "" The attendant went ahead and pumped10 gallons of gas into the driver's tank. When theattendant approached the driver for payment, thedriver drove off without paying. The driver is guilty of",professional_law,test-00000-of-00001,B,"A driver drove his car into the full-service area ofa gas station. He told the attendant, ""Ten gallons,please. "" The attendant went ahead and pumped10 gallons of gas into the driver's tank. When theattendant approached the driver for payment, thedriver drove off without paying. The driver is guilty of

Choices:
A. larceny.
B. larceny by trick.
C. false pretenses.
D. embezzlement.

Reply with exactly one uppercase letter out of A, B, C, or D.
",116
If the Japanese economy suffers a deep prolonged recession in what ways would U.S. net exports and the values of the dollar and yen change? U.S. NET EXPORTS     VALUE OF DOLLAR     VALUE OF YEN,high_school_macroeconomics,test-00000-of-00001,C,"If the Japanese economy suffers a deep prolonged recession in what ways would U.S. net exports and the values of the dollar and yen change? U.S. NET EXPORTS     VALUE OF DOLLAR     VALUE OF YEN

Choices:
A. Decreases     Increases     Increases
B. Decreases     Decreases     Decreases
C. Decreases     Decreases     Increases
D. Increases     Decreases     Increases

Reply with exactly one uppercase letter out of A, B, C, or D.
",128
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I broke the glass ceiling on stockholder expectations. Scenario 2 | I called the cops on the man who hit my child",moral_scenarios,test-00000-of-00001,D,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I broke the glass ceiling on stockholder expectations. Scenario 2 | I called the cops on the man who hit my child

Choices:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong

Reply with exactly one uppercase letter out of A, B, C, or D.
",120
"The dissociation energy for a hydrogen-bromine bond is defined as the change in enthalpy, DH, for which of the following reactions?",college_chemistry,test-00000-of-00001,D,"The dissociation energy for a hydrogen-bromine bond is defined as the change in enthalpy, DH, for which of the following reactions?

Choices:
A. 2 HBr(g) → H2(g) + Br2(l)
B. HBr(g) → H+(g) + Br−(g)
C. H(g) + Br(g) → HBr(g)
D. HBr(g) → H(g) + Br(g)

Reply with exactly one uppercase letter out of A, B, C, or D.
",127
"Third-year student is studying contracts. He has learned that generally all contractual rights may be assigned, but there are some exceptions. Which of the following is not an exception?",professional_law,test-00000-of-00001,A,"Third-year student is studying contracts. He has learned that generally all contractual rights may be assigned, but there are some exceptions. Which of the following is not an exception?

Choices:
A. An assignment that continues the obligor's duty or risk.
B. An assignment not allowed by law.
C. An assignment of future rights from future contracts.
D. An assignment that substantially changes obligor's duty or risk.

Reply with exactly one uppercase letter out of A, B, C, or D.
",112
" One objection to care ethics is thatit seems to imply that we areresponsible for our attitudes, even though they seem not to be under our voluntary control. Collins responds by arguing that",moral_disputes,test-00000-of-00001,B," One objection to care ethics is thatit seems to imply that we areresponsible for our attitudes, even though they seem not to be under our voluntary control. Collins responds by arguing that

Choices:
A. caring attitudes are not moral attitudes at all.
B. we can often bring ourselves to have attitudes of care indirectly
C. when we fail to have attitudes of care this means that no caring attitudes were required of us towards some person
D. Collins agrees with the objection.

Reply with exactly one uppercase letter out of A, B, C, or D.
",120
"Which of the following describe/s the central limit theorem? I. The mean of the sampling distribution of x-is the same as the mean of the population. II. The standard deviation of the sampling distribution of x-is the same as the standard deviation of x- divided by the square root of the sample size. III. If the sample size is large, the shape of the sampling distribution of x- is approximately normal.",high_school_statistics,test-00000-of-00001,D,"Which of the following describe/s the central limit theorem? I. The mean of the sampling distribution of x-is the same as the mean of the population. II. The standard deviation of the sampling distribution of x-is the same as the standard deviation of x- divided by the square root of the sample size. III. If the sample size is large, the shape of the sampling distribution of x- is approximately normal.

Choices:
A. I only
B. I & II only
C. II only
D. III only

Reply with exactly one uppercase letter out of A, B, C, or D.
",132
Miss Liu is an English teacher. She is very young. She works very well and the students all like her. There are twenty-six boys and twenty-four girls in her class. Now some of them are playing on the playground. Jim and Bill are jumping. Sam and Mike are running. Lucy and Simon are singing. The other girls are playing games with their teacher. They're happy. Miss Liu is  _  .,,auxiliary_train-00000-of-00001,C,"Miss Liu is an English teacher. She is very young. She works very well and the students all like her. There are twenty-six boys and twenty-four girls in her class. Now some of them are playing on the playground. Jim and Bill are jumping. Sam and Mike are running. Lucy and Simon are singing. The other girls are playing games with their teacher. They're happy. Miss Liu is  _  .

Choices:
A. a Chinese teacher
B. very old
C. an English teacher
D. not good

Reply with exactly one uppercase letter out of A, B, C, or D.
",133
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I picked up a purse in the parking lot today and kept it. Scenario 2 | When the neighbor complained of noise, I turned my music up.",moral_scenarios,test-00000-of-00001,A,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I picked up a purse in the parking lot today and kept it. Scenario 2 | When the neighbor complained of noise, I turned my music up.

Choices:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong

Reply with exactly one uppercase letter out of A, B, C, or D.
",127
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I set off dynamite during my work at the mine. Scenario 2 | Hank said he could help me with my essay so I told him to help me think of a title.",moral_scenarios,test-00000-of-00001,D,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I set off dynamite during my work at the mine. Scenario 2 | Hank said he could help me with my essay so I told him to help me think of a title.

Choices:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong

Reply with exactly one uppercase letter out of A, B, C, or D.
",132
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I deforested in the rainforest. Scenario 2 | I felt like vomiting so I reached for my host's fur coat.",moral_scenarios,test-00000-of-00001,A,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I deforested in the rainforest. Scenario 2 | I felt like vomiting so I reached for my host's fur coat.

Choices:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
"The STATISTICS are a method of measuring variables and organizing and analyzing data statistical method can be descriptive or inferential and have a scale of measurement. From your knowledge about statistics measurement, what is the RATIO DATA?",professional_psychology,test-00000-of-00001,C,"The STATISTICS are a method of measuring variables and organizing and analyzing data statistical method can be descriptive or inferential and have a scale of measurement. From your knowledge about statistics measurement, what is the RATIO DATA?

Choices:
A. Ratio Data is scaled and at equal distances but no absolute zero
B. Ratio Data orders the amount of variable, but no info about how much
C. Ratio Data is an interval data with an absolute zero
D. Ratio Data divides variables into unordered categories

Reply with exactly one uppercase letter out of A, B, C, or D.
",120
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I had sex at home. Scenario 2 | As my grandparents slept, I egged their laundry.",moral_scenarios,test-00000-of-00001,C,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I had sex at home. Scenario 2 | As my grandparents slept, I egged their laundry.

Choices:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong

Reply with exactly one uppercase letter out of A, B, C, or D.
",117
"Mary likes English very much. She works hard. She reads English every morning. She likes speaking English. She often listens to the radio. She watches TV only on Saturday evening. Does she like dancing? No, she doesn't. But she likes drawing and singing. Her parents like her very much. And all the teachers and her friends like her, too. In the morning Mary  _  .",,auxiliary_train-00000-of-00001,B,"Mary likes English very much. She works hard. She reads English every morning. She likes speaking English. She often listens to the radio. She watches TV only on Saturday evening. Does she like dancing? No, she doesn't. But she likes drawing and singing. Her parents like her very much. And all the teachers and her friends like her, too. In the morning Mary  _  .

Choices:
A. writes English
B. reads English
C. draws
D. sings

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
The Space Shuttle orbits 300 km above the Earth’s surface; the Earth’s radius is 6400 km. What is the acceleration due to Earth’s gravity experienced by the Space Shuttle?,high_school_physics,test-00000-of-00001,B,"The Space Shuttle orbits 300 km above the Earth’s surface; the Earth’s radius is 6400 km. What is the acceleration due to Earth’s gravity experienced by the Space Shuttle?

Choices:
A. 4.9 m/s^2
B. 8.9 m/s^2
C. 9.8 m/s^2
D. 10.8 m/s^2

Reply with exactly one uppercase letter out of A, B, C, or D.
",117
What is the general relationship between temperature and entropy for diatomic gases?,high_school_chemistry,test-00000-of-00001,B,"What is the general relationship between temperature and entropy for diatomic gases?

Choices:
A. They are completely independent of each other; temperature has no effect on entropy.
B. There is a direct relationship, because at higher temperatures there is an increase in energy dispersal.
C. There is an inverse relationship, because at higher temperatures substances are more likely to be in a gaseous state.
D. It depends on the specific gas and the strength of the intermolecular forces between individual molecules.

Reply with exactly one uppercase letter out of A, B, C, or D.
",121
What are the mean and standard deviation of a binomial experiment that occurs with probability of success 0.76 and is repeated 150 times?,high_school_statistics,validation-00000-of-00001,D,"What are the mean and standard deviation of a binomial experiment that occurs with probability of success 0.76 and is repeated 150 times?

Choices:
A. 114, 27.35
B. 100.5, 5.23
C. 114, 5.23
D. The mean is 114, but there is not enough information given to determine the standard deviation.

Reply with exactly one uppercase letter out of A, B, C, or D.
",120
A student is conducting a research project and has learned of a website that may have useful information. The domain extension for the site is .org. Which of the following assumptions about the website is correct?,miscellaneous,test-00000-of-00001,C,"A student is conducting a research project and has learned of a website that may have useful information. The domain extension for the site is .org. Which of the following assumptions about the website is correct?

Choices:
A. All of the information on the site is current.
B. The site has been evaluated for bias.
C. The site might belong to a nonprofit agency.
D. The author of the site is well respected in his or her field.

Reply with exactly one uppercase letter out of A, B, C, or D.
",116
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I trained my dog to beg for food. Scenario 2 | I paid someone to proofread my paper for college.",moral_scenarios,test-00000-of-00001,D,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I trained my dog to beg for food. Scenario 2 | I paid someone to proofread my paper for college.

Choices:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong

Reply with exactly one uppercase letter out of A, B, C, or D.
",120
"Hello! I'm Jane. I'm thirteen . I have a sister, but  I don't have a brother. I like games. I often   play soccer with her. I have 2 volleyballs. I like ping-pong, too. I play ping-pong with my friends after school. Do you like games ? Do you play sports every day ? How old  is Jane ?",,auxiliary_train-00000-of-00001,C,"Hello! I'm Jane. I'm thirteen . I have a sister, but  I don't have a brother. I like games. I often   play soccer with her. I have 2 volleyballs. I like ping-pong, too. I play ping-pong with my friends after school. Do you like games ? Do you play sports every day ? How old  is Jane ?

Choices:
A. Eleven .
B. Twelve.
C. Thirteen.
D. Fourteen.

Reply with exactly one uppercase letter out of A, B, C, or D.
",126
Would a reservation to the definition of torture in the ICCPR be acceptable in contemporary practice?,international_law,dev-00000-of-00001,B,"Would a reservation to the definition of torture in the ICCPR be acceptable in contemporary practice?

Choices:
A. This is an acceptable reservation if the reserving country's legislation employs a different definition
B. This is an unacceptable reservation because it contravenes the object and purpose of the ICCPR
C. This is an unacceptable reservation because the definition of torture in the ICCPR is consistent with customary international law
D. This is an acceptable reservation because under general international law States have the right to enter reservations to treaties

Reply with exactly one uppercase letter out of A, B, C, or D.
",125
You and three friends go to a concert. The total cost for four tickets is $112. Write and solve an equation to find the cost of one ticket t.,elementary_mathematics,test-00000-of-00001,B,"You and three friends go to a concert. The total cost for four tickets is $112. Write and solve an equation to find the cost of one ticket t.

Choices:
A. 4t = 112; $448
B. 4t = 112; $28
C. t over 4 = 112; $448
D. t over 4 = 112; $28

Reply with exactly one uppercase letter out of A, B, C, or D.
",122
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | As my grandparents slept, I hung their laundry. Scenario 2 | I touched the boy after Sunday school.",moral_scenarios,test-00000-of-00001,C,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | As my grandparents slept, I hung their laundry. Scenario 2 | I touched the boy after Sunday school.

Choices:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong

Reply with exactly one uppercase letter out of A, B, C, or D.
",118
"Stem cells are cells that can differentiate into many different kinds of cells. Scientists have discovered that the environment supporting the cells influences stem-cell differentiation. For example, stem cells grown on strong, flexible surfaces became muscle cells. What most likely happened to stem cells grown on a hard, rigid surface?",,auxiliary_train-00000-of-00001,C,"Stem cells are cells that can differentiate into many different kinds of cells. Scientists have discovered that the environment supporting the cells influences stem-cell differentiation. For example, stem cells grown on strong, flexible surfaces became muscle cells. What most likely happened to stem cells grown on a hard, rigid surface?

Choices:
A. They became nerve cells.
B. They became red blood cells.
C. They became bone cells.
D. They became skin cells.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
"The endangered Florida manatee is a large, aquatic mammal that feeds on sea grasses in brackish water. Due to where they like to feed, manatees are vulnerable to injuries from boat propellers. If speed zones requiring boats to maintain a low speed are placed in areas where manatees are known to congregate, which will most likely occur?",,auxiliary_train-00000-of-00001,D,"The endangered Florida manatee is a large, aquatic mammal that feeds on sea grasses in brackish water. Due to where they like to feed, manatees are vulnerable to injuries from boat propellers. If speed zones requiring boats to maintain a low speed are placed in areas where manatees are known to congregate, which will most likely occur?

Choices:
A. less water pollution in manatee habitats will occur
B. manatees will seek alternate food sources
C. new manatee predators will surface
D. manatee populations will increase

Reply with exactly one uppercase letter out of A, B, C, or D.
",133
" Use indirect truth tables to determine whether each set of propositions is consistent. If the set is consistent, choose an option with a consistent valuation. (There may be other consistent valuations.)
(G ≡ H) ⊃ H
~H ∨ I
G · ~I",formal_logic,validation-00000-of-00001,D," Use indirect truth tables to determine whether each set of propositions is consistent. If the set is consistent, choose an option with a consistent valuation. (There may be other consistent valuations.)
(G ≡ H) ⊃ H
~H ∨ I
G · ~I

Choices:
A. Inconsistent
B. Consistent. Consistent valuation when G, H, and I are true
C. Consistent. Consistent valuation when G and H are true and I is false
D. Consistent. Consistent valuation when G is true and H and I are false

Reply with exactly one uppercase letter out of A, B, C, or D.
",135
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I kept all knives in the house in the bottom cabinet so my preschooler could reach them. Scenario 2 | I rushed to the store and got fingerprints on the window.",moral_scenarios,validation-00000-of-00001,B,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I kept all knives in the house in the bottom cabinet so my preschooler could reach them. Scenario 2 | I rushed to the store and got fingerprints on the window.

Choices:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong

Reply with exactly one uppercase letter out of A, B, C, or D.
",131
