ind,activity_label,ctx,answer,final_prompt,len_tk_llama3.1_8b_base
28191.0,Paintball,He hides behind it and demonstrates how he would move it he was in a real game. He talks and talk and shoes hoe he would move his feet during a paintball game. he,D,"Context:
""He hides behind it and demonstrates how he would move it he was in a real game. He talks and talk and shoes hoe he would move his feet during a paintball game. he""

Which of the following endings best completes the context?

Choices:
A. pulls out an iphone and attaches it to the strap of a suit.
B. is also shown walking with a.
C. is happy about it, bored away about it.
D. is a paintball instructor that enjoys the game very much.

Reply with exactly one uppercase letter out of A, B, C, or D.
",121
43142.0,Baking cookies,"Two cookies are shown on a plate. The ingredients are mixed into a bowl one at a time, adding eggs, sugar, and butter. the cookies",A,"Context:
""Two cookies are shown on a plate. The ingredients are mixed into a bowl one at a time, adding eggs, sugar, and butter. the cookies""

Which of the following endings best completes the context?

Choices:
A. are cut out of the dough.
B. are then laid out on a white plate, put into a refrigerator, and stirred, followed by the cookie batter, or the cookies being removed.
C. is then put in the oven for added heat.
D. are then popped in the oven.

Reply with exactly one uppercase letter out of A, B, C, or D.
",125
43954.0,Putting on shoes,A close up of a chair is seen followed by a woman walking into frame. The woman sits in the chair and begins putting a pair of shoes on. she,C,"Context:
""A close up of a chair is seen followed by a woman walking into frame. The woman sits in the chair and begins putting a pair of shoes on. she""

Which of the following endings best completes the context?

Choices:
A. continues putting shoes on while still removing them and looks up.
B. puts on the shoes while walking out onto a patio.
C. puts both on and stands up to move her feet around.
D. shoes another shoe on and laces it up and walks out of frame.

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
17777.0,Braiding hair,A close up of a girl's hair is seen that leads into her in a room braiding her hair. the girl,A,"Context:
""A close up of a girl's hair is seen that leads into her in a room braiding her hair. the girl""

Which of the following endings best completes the context?

Choices:
A. continues to braid her hair while the camera captures her hand movements.
B. holds hair up and starts braiding another everyone else's hair while others watch.
C. braids her hair from the side down and holds up a suitcase to show.
D. then uses a brush continuously and leads into her speaking into the camera.

Reply with exactly one uppercase letter out of A, B, C, or D.
",125
5204.0,Hitting a pinata,"A girls has a pole and she is blindfolded. She swings at a pinata and misses. She steps closer and tries again, hitting it this time. she",C,"Context:
""A girls has a pole and she is blindfolded. She swings at a pinata and misses. She steps closer and tries again, hitting it this time. she""

Which of the following endings best completes the context?

Choices:
A. then gets down on her knees.
B. then jumps and does a flip onto her feet and they continue talking.
C. backs up as a dog comes into the picture.
D. walks over and lands on the ground next to her.

Reply with exactly one uppercase letter out of A, B, C, or D.
",117
18738.0,Kayaking,They manage to break away from each other and continue kayaking. The rough waters push the man into rocks. he,B,"Context:
""They manage to break away from each other and continue kayaking. The rough waters push the man into rocks. he""

Which of the following endings best completes the context?

Choices:
A. makes sure to stay upright on the ground.
B. manages to break away but is pushed by the rough waters into the opposite side of the river, again into some rocks.
C. falls off further than normal.
D. stops paddling and looks up at the sky before continuing sailing.

Reply with exactly one uppercase letter out of A, B, C, or D.
",116
10357.0,Baton twirling,A small group of girls are seen walking onto a stage followed by more people following behind. more people,C,"Context:
""A small group of girls are seen walking onto a stage followed by more people following behind. more people""

Which of the following endings best completes the context?

Choices:
A. are seen dancing around the stage while people watch on the side.
B. are seen playing instruments at one point followed by them jumping around.
C. continue walking out onto the stage with some holding signs and others watching on the side.
D. are seen playing instruments while the crowd cheers and the girls continue to play.

Reply with exactly one uppercase letter out of A, B, C, or D.
",119
1503.0,Playing pool,A large group of people are seen walking into an office and interviewing a man on television. many people,D,"Context:
""A large group of people are seen walking into an office and interviewing a man on television. many people""

Which of the following endings best completes the context?

Choices:
A. are seen running around an indoor field in ball shorts and playing lacrosse.
B. are seen eating lunch with a man and showing his donut before they continue on with the video.
C. speak to the reporters and several clips are shown of people skateboarding.
D. are watching the interview and one man speaks to a woman angrily.

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
12274.0,Sumo,Two sumos wrestle fiercely while a judge watch them. then,B,"Context:
""Two sumos wrestle fiercely while a judge watch them. then""

Which of the following endings best completes the context?

Choices:
A. , the sumo wins and pats the top of the wrestler and shake the fist.
B. , the sumo wearing black slip pushed out of the ring the other sumo.
C. , the sumo kick the other sumo, but they end up kissing each other.
D. , a sumo gets beat in the cu dive by two sumo wrestlers.

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
37004.0,Mixing drinks,A man wearing a tie is talking to the camera. He shows off several bottles of liquor as he talks. he,C,"Context:
""A man wearing a tie is talking to the camera. He shows off several bottles of liquor as he talks. he""

Which of the following endings best completes the context?

Choices:
A. then pretends to put product into his hair.
B. also says he would like you to know what he has in store for your drinking.
C. pours them into shakers, then mixes them and pours for serving.
D. watches someone drink a bottle of water as he holds up a glass.

Reply with exactly one uppercase letter out of A, B, C, or D.
",119
45831.0,Braiding hair,Image and clips of a blond hair stylist braiding her hair. The hairstylist then places her braided hair into a bun. the hairstylist,D,"Context:
""Image and clips of a blond hair stylist braiding her hair. The hairstylist then places her braided hair into a bun. the hairstylist""

Which of the following endings best completes the context?

Choices:
A. begins to cut the hair that came previously.
B. places rollers under the hair extensions to remove them.
C. braides her hair in sections with her hands, faces and hair with the brush.
D. uses hair pins to secure the braided hair bun.

Reply with exactly one uppercase letter out of A, B, C, or D.
",120
34276.0,Mixing drinks,A woman is seen talking to the camera and presenting various liquids to the camera. she,B,"Context:
""A woman is seen talking to the camera and presenting various liquids to the camera. she""

Which of the following endings best completes the context?

Choices:
A. sprays down a hose and shows some close ups while speaking to the camera.
B. ready's the tip of a glass and dips the glass into sugar on a plate.
C. takes out a sponge, mixing all the liquids and pouring it into a glass.
D. mixes the drinks together and spices into a glass.

Reply with exactly one uppercase letter out of A, B, C, or D.
",117
31306.0,Cheerleading,"A group of cheerleaders perform doing a tower, then the cheerleaders jump down. after",A,"Context:
""A group of cheerleaders perform doing a tower, then the cheerleaders jump down. after""

Which of the following endings best completes the context?

Choices:
A. , the cheerleaders jump, flip and does cartwheels.
B. , the cheerleaders climb the stairs and check each place.
C. , the girls jump on the shoulders of other cheerleaders, and then they run.
D. , the girls wearing ruffled polka dots perform and cheer for gray team.

Reply with exactly one uppercase letter out of A, B, C, or D.
",117
17507.0,Playing drums,The boy begins playing the drums. The boy continues playing the drums as smoke effects begin to appear. the boy,A,"Context:
""The boy begins playing the drums. The boy continues playing the drums as smoke effects begin to appear. the boy""

Which of the following endings best completes the context?

Choices:
A. then drops the drumsticks, poses, then walks off of the stage.
B. stops playing and finds himself on a long floor.
C. tries hard to keep the smoke inside but ends up coughing.
D. continues to play the drums with the rest of his hands as smoke begins to enter on his face.

Reply with exactly one uppercase letter out of A, B, C, or D.
",121
4602.0,Arm wrestling,"A large group of people are in an area walking, talking and hanging out. two men with a referee in the middle",D,"Context:
""A large group of people are in an area walking, talking and hanging out. two men with a referee in the middle""

Which of the following endings best completes the context?

Choices:
A. of them comes trotting up to the line, with a scoreboard shown on it.
B. begin a match with someone, then another man appears.
C. join them and they begin the dance routine.
D. appear on a stage and they are in an intense arm wrestling match.

Reply with exactly one uppercase letter out of A, B, C, or D.
",116
41380.0,Spread mulch,They continue to bring over loads of the mulch and a man dumps over a little tractor of dirt. he,B,"Context:
""They continue to bring over loads of the mulch and a man dumps over a little tractor of dirt. he""

Which of the following endings best completes the context?

Choices:
A. turns off the camera and the video ends.
B. rides off on the little deer john tractor while the others continue raking.
C. sprays it down alongside the hillside and takes parts of the hill down with a chainsaw in the end.
D. wrings the mulch out and washes it off.

Reply with exactly one uppercase letter out of A, B, C, or D.
",122
14257.0,Hopscotch,She jumps around on the colorful squares as she has fun. Then she goes around a small water fountain that is next to the hop scotch squares. she,B,"Context:
""She jumps around on the colorful squares as she has fun. Then she goes around a small water fountain that is next to the hop scotch squares. she""

Which of the following endings best completes the context?

Choices:
A. jumps up onto the small elephant like squares and jumps off of it.
B. is enjoying herself running around in the playground.
C. kicks a hopping kangaroo in the air on the squares.
D. goes up a blue slide and loops around some rocks.

Reply with exactly one uppercase letter out of A, B, C, or D.
",118
44875.0,Fun sliding down,"The boy likes playing with a large wheel on the playground. Once again he goes down the slide, but with dad right behind him. he",D,"Context:
""The boy likes playing with a large wheel on the playground. Once again he goes down the slide, but with dad right behind him. he""

Which of the following endings best completes the context?

Choices:
A. scores a goal shooting the ball up into the air.
B. goes higher and higher on the playground and people watch him too.
C. loses his balance once more and starts moving around.
D. goes down the slide a 4th time but with another little boy.

Reply with exactly one uppercase letter out of A, B, C, or D.
",118
12184.0,Laying tile,The video shows a tutorial on how to install ceramic tiles using concrete. a person wearing an orange vest and black pants,B,"Context:
""The video shows a tutorial on how to install ceramic tiles using concrete. a person wearing an orange vest and black pants""

Which of the following endings best completes the context?

Choices:
A. lancing tiles on concrete tiles uses a scraper to work the tiles.
B. is working on tiling a room in a house.
C. is helping as they extend tiles to the end of a roof.
D. stands on top of tiles with a large properly placed tile for installs.

Reply with exactly one uppercase letter out of A, B, C, or D.
",116
47864.0,Playing congas,A man in a white t-shirt accompanies the conga player on the drums behind the boy. a man wearing a hat,D,"Context:
""A man in a white t-shirt accompanies the conga player on the drums behind the boy. a man wearing a hat""

Which of the following endings best completes the context?

Choices:
A. sits in a auditorium near a large drum set.
B. speaking and before he has to start the drums are playing one drum, followed by others making more.
C. sits a microphone filled with young men and join a game of beer pong.
D. picks up a percussion instrument and accompanies the young conga player.

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
17689.0,Doing motocross,A man is seen climbing on a dirt bike and shown speaking to the camera with others. several clips,B,"Context:
""A man is seen climbing on a dirt bike and shown speaking to the camera with others. several clips""

Which of the following endings best completes the context?

Choices:
A. are then shown of the outdoors and is shown once again with other people riding along in the background.
B. are shown of people riding around on dirt bikes.
C. are shown of people riding the bumpy bike around a track and running.
D. are then shown of the man riding around on the bike around and showing off his line.

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
37691.0,Skiing,"A car is seen driving down the road, and the people arrive at a restaurant for breakfast. They then go to the snowy mountains to ski. they",C,"Context:
""A car is seen driving down the road, and the people arrive at a restaurant for breakfast. They then go to the snowy mountains to ski. they""

Which of the following endings best completes the context?

Choices:
A. gather power from a power line and ski down a snowy mountain.
B. arrive at a beach, and go skiing.
C. are seen skiing down the slopes together.
D. ride in an elevator, driving down in the car handling their skis first.

Reply with exactly one uppercase letter out of A, B, C, or D.
",117
39168.0,Walking the dog,Two animals are seen on the ground followed by a cat and dog. a cat,B,"Context:
""Two animals are seen on the ground followed by a cat and dog. a cat""

Which of the following endings best completes the context?

Choices:
A. is seen laying down down and a dog using a cat's medicine to treat his burns.
B. is shown carrying a leash in it's mouth with a dog following close behind.
C. drops there paw and gets back up to pace and rides away.
D. is holding onto a string and a dog in a basket.

Reply with exactly one uppercase letter out of A, B, C, or D.
",117
21807.0,Baking cookies,We see the title go across the screen. We see baking supplies and ingredients. Someone stirs cookie dough and puts cookies on a sheet. the cookies,C,"Context:
""We see the title go across the screen. We see baking supplies and ingredients. Someone stirs cookie dough and puts cookies on a sheet. the cookies""

Which of the following endings best completes the context?

Choices:
A. are frosted and are raw.
B. are divided in half on the baking sheets.
C. go into the oven and bake for 9 minutes, and a new batch is put in the oven.
D. are baked and served to the camera.

Reply with exactly one uppercase letter out of A, B, C, or D.
",116
39903.0,Running a marathon,A montage of people excercising is shown with titles. A woman and man take turns talking to the camera while they are in the gym. helpful hints,D,"Context:
""A montage of people excercising is shown with titles. A woman and man take turns talking to the camera while they are in the gym. helpful hints""

Which of the following endings best completes the context?

Choices:
A. are shown to explore the list of tai chi movements.
B. are given in the various activities the man is involved with in the gym.
C. are shown as to what to do with the tools located inside the corals.
D. are shown on the side of the screen.

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
33179.0,Paintball,The two teams walk in a line together entering the course to play. The men fill their gun hoppers with ammo. the teammates,C,"Context:
""The two teams walk in a line together entering the course to play. The men fill their gun hoppers with ammo. the teammates""

Which of the following endings best completes the context?

Choices:
A. take a one dive into the pool where they do various tricks and twirls.
B. hold their guns outside while the women walk to the line.
C. navigate through a course with inflatable obstacles aiming for opponents.
D. take turns killing targets and friendly figls.

Reply with exactly one uppercase letter out of A, B, C, or D.
",116
32480.0,Paintball,Woman is in studio talking in the news holding a paintball gun and shot a wall. A man and a woman are in a field doing shots and playing with the small pain balls. they,C,"Context:
""Woman is in studio talking in the news holding a paintball gun and shot a wall. A man and a woman are in a field doing shots and playing with the small pain balls. they""

Which of the following endings best completes the context?

Choices:
A. chase the ball and hit the wall.
B. are standing in a sidewalk of the shopping center.
C. recharge the guns and are playing in a green backyard paintball practicing shots and wearing masks.
D. are fighting a group and laughing.

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
28386.0,Capoeira,A shirtless man is seen standing in an empty lot moving his arms and legs back and fourth. he,B,"Context:
""A shirtless man is seen standing in an empty lot moving his arms and legs back and fourth. he""

Which of the following endings best completes the context?

Choices:
A. swings around in circles on a playground with other children in the background.
B. continuously spins around doing flips and tricks on his hands and knees followed by several shots of his movements in slow motion.
C. continues moving and ends by throwing a ball down the street.
D. then jumps up onto two bars the rest of the way.

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
43713.0,BMX,People rides bikes very fast in the road and giving high jumps when passing the bumpy part of the road. the shadows of a biker,B,"Context:
""People rides bikes very fast in the road and giving high jumps when passing the bumpy part of the road. the shadows of a biker""

Which of the following endings best completes the context?

Choices:
A. dressed in camouflage pose in the road with an ax making a set of jumps.
B. cast on the bumpy road.
C. of different ages, form the bikers who from the start try to stay upright.
D. going all on a short bridge are shown with some people skiing on the path.

Reply with exactly one uppercase letter out of A, B, C, or D.
",125
44534.0,Playing water polo,"There are a few spectators looking on from the sides of the pool, while a referee is following the actions to stay in control of the match. it",D,"Context:
""There are a few spectators looking on from the sides of the pool, while a referee is following the actions to stay in control of the match. it""

Which of the following endings best completes the context?

Choices:
A. appears that the bassett team are winning beautiful points for their roping and back dance all together.
B. 's a three for two match technique.
C. was an unfortunate event for the spectator.
D. is quiet other than the young kids that are involved in the game.

Reply with exactly one uppercase letter out of A, B, C, or D.
",122
15885.0,Playing polo,There are scenes from the rajasthan polo club shown where jockeys are riding horses in a large open field with spectators watching them. The commissioner of australia is being interviewed about the event. the princess of jaipur,A,"Context:
""There are scenes from the rajasthan polo club shown where jockeys are riding horses in a large open field with spectators watching them. The commissioner of australia is being interviewed about the event. the princess of jaipur""

Which of the following endings best completes the context?

Choices:
A. is also talking about the polo event.
B. stands near a green field with a monitor to record her stats.
C. is interviewed using a microphone.
D. walks and dances across the field.

Reply with exactly one uppercase letter out of A, B, C, or D.
",119
35523.0,Cricket,A naked man runs onto the field and is chased by several officials. The playing teams pause as they watch the streaker. a replay,C,"Context:
""A naked man runs onto the field and is chased by several officials. The playing teams pause as they watch the streaker. a replay""

Which of the following endings best completes the context?

Choices:
A. is shown and the frightened men run to show their concern.
B. is shown of the skier.
C. is showed as the streaker is overtaken and forced to the ground by a player with a cricket bat.
D. is shown on the screen of the parade.

Reply with exactly one uppercase letter out of A, B, C, or D.
",118
34333.0,Skiing,"People are skiing down a snowy slope very slowly and gracefully. A little boy is bending down trying to catch more speed, he is pretty good at skiing. they",D,"Context:
""People are skiing down a snowy slope very slowly and gracefully. A little boy is bending down trying to catch more speed, he is pretty good at skiing. they""

Which of the following endings best completes the context?

Choices:
A. pass stucco buildings that are empty and need siding.
B. travel down the mountain very quickly.
C. stop and the person with the camera is pointing at a hill.
D. continue forward very slowly taking their time and enjoying the experience.

Reply with exactly one uppercase letter out of A, B, C, or D.
",117
2356.0,Removing curlers,An ad for vidal sassoon appears. We then see their curling iron and hot roller set. a demonstration,D,"Context:
""An ad for vidal sassoon appears. We then see their curling iron and hot roller set. a demonstration""

Which of the following endings best completes the context?

Choices:
A. of the braking techniques of hitler's first razor.
B. shows how to plan with the round rollers, an which is demonstrated slowly.
C. , they again add iron to hot roller.
D. is shown for how to set and use the hot rollers and iron on a woman's hair.

Reply with exactly one uppercase letter out of A, B, C, or D.
",119
4199.0,Snatch,A man kneels to grab a weight while a man watch him. A topless fat man practice weight lift behind the man. A person lift a weight on back. then,B,"Context:
""A man kneels to grab a weight while a man watch him. A topless fat man practice weight lift behind the man. A person lift a weight on back. then""

Which of the following endings best completes the context?

Choices:
A. holds the weight way out and stretches their arms and legs.
B. , the man lifts the weight, after he drops the weight to the floor.
C. , other woman lift weight on front her and shake hands.
D. , people lift weights alone.

Reply with exactly one uppercase letter out of A, B, C, or D.
",122
18474.0,Preparing salad,A cesar salad is eady and its served in a bowl. Croutons are in a bowl and chopped ingredients are separated. theman,D,"Context:
""A cesar salad is eady and its served in a bowl. Croutons are in a bowl and chopped ingredients are separated. theman""

Which of the following endings best completes the context?

Choices:
A. speaks to the chef everyone's attention.
B. keeps adding the massive amounts of croutons into a bowl.
C. trims off a pumpkin and cuts out from the top of a pumpkin.
D. mix all the ingredients in a bowl to make the dressing, put plastic wrap as a lid.

Reply with exactly one uppercase letter out of A, B, C, or D.
",125
29526.0,Running a marathon,Men are running in a field then on a city street. We see a lady and a man interviewed and see a store window. we,B,"Context:
""Men are running in a field then on a city street. We see a lady and a man interviewed and see a store window. we""

Which of the following endings best completes the context?

Choices:
A. see the other man on a green couch with scissors.
B. see people running and another lady is interviewed and we return to the runners.
C. see shots of restaurants as well as a map.
D. see a mustache mmers and a lady use an electric razor.

Reply with exactly one uppercase letter out of A, B, C, or D.
",119
9639.0,Skiing,This man is skiing in the snow while holding a selfie stick recording himself. first he,A,"Context:
""This man is skiing in the snow while holding a selfie stick recording himself. first he""

Which of the following endings best completes the context?

Choices:
A. starts at the start line where racers are who participate in skiing competitions.
B. uses the selfie stick to paint himself and a couple of other people around him.
C. pulls several flags one at a time and then es rolls them through the tube.
D. takes his glasses off, then he puts his contacts in to solve the puzzle.

Reply with exactly one uppercase letter out of A, B, C, or D.
",121
3229.0,Shaving,A black man caresses his beard and face in a loving way. the black man,D,"Context:
""A black man caresses his beard and face in a loving way. the black man""

Which of the following endings best completes the context?

Choices:
A. puts out an oil man's beard, but the non around mans finger touches his bottom lip.
B. begins to shave the beard with a razor attachment that creates shaving falls.
C. reaches a shipboard from the water to touches one of the crew members walk away form the ship.
D. uses a clipper trimmer to trim his beard and face.

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
21412.0,Hitting a pinata,A guy stands in a court holding a colorful stick and touches a pinata. a guy,B,"Context:
""A guy stands in a court holding a colorful stick and touches a pinata. a guy""

Which of the following endings best completes the context?

Choices:
A. fiddles with his mound of hair as a man kneels behind him recording all the elements.
B. swings a stick at a pinata.
C. comes up to the front of the pinata to try and make an archery throw and pass over the stick.
D. shake hands with a pink lady.

Reply with exactly one uppercase letter out of A, B, C, or D.
",116
49088.0,Carving jack-o-lanterns,We see a lady sitting a table drilling holes in a pumpkin as kids watch. A girl walks over then leaves. The little boy then leaves. we,C,"Context:
""We see a lady sitting a table drilling holes in a pumpkin as kids watch. A girl walks over then leaves. The little boy then leaves. we""

Which of the following endings best completes the context?

Choices:
A. see a tiger and a little girl sitting a table.
B. see a lady talking to the man and see a room filled with kids.
C. see inside the pumpkin when the top is lifted.
D. see the girl placing the pumpkin on back storage in the black box.

Reply with exactly one uppercase letter out of A, B, C, or D.
",121
45052.0,Futsal,A drawing of a court is shown on the screen. We see a game of soccer in progress on an outdoor field. the men,A,"Context:
""A drawing of a court is shown on the screen. We see a game of soccer in progress on an outdoor field. the men""

Which of the following endings best completes the context?

Choices:
A. are kicking the ball away from each other.
B. kick the ball, selflessly speaking the concepts shown.
C. hit a ball back and forth with a goalie's stick while other players help.
D. batter, then kick at each other, looking forward to scoring.

Reply with exactly one uppercase letter out of A, B, C, or D.
",116
9393.0,Hand washing clothes,A man is seen kneeling over a bucket dipping clothes inside and washing. another man,A,"Context:
""A man is seen kneeling over a bucket dipping clothes inside and washing. another man""

Which of the following endings best completes the context?

Choices:
A. is seen standing in front of a hose and dipping clothes underneath as well.
B. yells something to the camera while she continues to scrub the clothing down.
C. steps in and washes that bucket while still looking up and washing the bucket on his own and ends by speaking into a microphone.
D. is seen cleaning the bucket and laying it on a table.

Reply with exactly one uppercase letter out of A, B, C, or D.
",125
2625.0,Disc dog,We see the title introducing us to jesse. Jesse the dog runs and catches frisbee. We see jesse close up in the camera. jesse,B,"Context:
""We see the title introducing us to jesse. Jesse the dog runs and catches frisbee. We see jesse close up in the camera. jesse""

Which of the following endings best completes the context?

Choices:
A. gives instructions on how to clean a window in a home.
B. is running around catching the frisbee the lady throws.
C. throws the frisbee and a dog catches it.
D. gives us the dog and we see the ending title screen.

Reply with exactly one uppercase letter out of A, B, C, or D.
",120
49886.0,Cleaning sink,She is demonstrating how to clean the faucet and bowl of the sink by pouring fluid around all the edges. She uses a scraper to spread the fluid evenly. the woman,A,"Context:
""She is demonstrating how to clean the faucet and bowl of the sink by pouring fluid around all the edges. She uses a scraper to spread the fluid evenly. the woman""

Which of the following endings best completes the context?

Choices:
A. wipes down the sink to make it clean.
B. continues banging down the faucet and laughing to the camera.
C. is standing at the sink measuring and separating buckets of liquid.
D. uses a dryer to dry the floor using a folded towel to wipe off any dirty water.

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
27593.0,Clipping cat claws,A woman is seen holding on a cat on a coach and holding up a pair of nail clippers. she,C,"Context:
""A woman is seen holding on a cat on a coach and holding up a pair of nail clippers. she""

Which of the following endings best completes the context?

Choices:
A. cuts the nails and holding onto the woman continuing to cut the cats nails.
B. clips the cat nails one by one as well as other cats and pets them.
C. begins cutting the cat's claws while the cat squirms around a bit.
D. then begins painting the nails while moving away and speaking to the camera.

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
31292.0,Using parallel bars,"An infographic appears, showing his name to be danell leyva from the usa. He steps up to a parallel bars and waves. he",D,"Context:
""An infographic appears, showing his name to be danell leyva from the usa. He steps up to a parallel bars and waves. he""

Which of the following endings best completes the context?

Choices:
A. then begins to do ab exercises on the bars.
B. joins some other men, two at a time.
C. opens his hands wide, then begins his routine with jumping three self parallel bars.
D. performs his routine, executing many flips and handstands.

Reply with exactly one uppercase letter out of A, B, C, or D.
",117
48046.0,Clean and jerk,"A man is lifting weights in a weight room, pulling a large barbell up to his chest. He stands shaking before lifting it above his head, trying to hold it in place. he",B,"Context:
""A man is lifting weights in a weight room, pulling a large barbell up to his chest. He stands shaking before lifting it above his head, trying to hold it in place. he""

Which of the following endings best completes the context?

Choices:
A. stands and lets it fall slowly to the ground.
B. drops the barbell hard onto the ground.
C. drops the barbell and lowers it down messily.
D. then lifts it over his head to let it land on the floor.

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
32413.0,Using parallel bars,A gymnasts wipes chalk on his hands while getting ready. The gymnast stands on a platforms and swings himself onto a set of double bars. the gymnast,C,"Context:
""A gymnasts wipes chalk on his hands while getting ready. The gymnast stands on a platforms and swings himself onto a set of double bars. the gymnast""

Which of the following endings best completes the context?

Choices:
A. releases first his hands then his feet to grab the bars.
B. hops to the end of the set and takes her bow and bows.
C. does a double bar routine during a competition.
D. flips off of the platform down the center.

Reply with exactly one uppercase letter out of A, B, C, or D.
",117
14251.0,Tennis serve with ball bouncing,They are both holding tennis rackets. The person in black is giving a tutorial on how to return a serve in tennis. there,D,"Context:
""They are both holding tennis rackets. The person in black is giving a tutorial on how to return a serve in tennis. there""

Which of the following endings best completes the context?

Choices:
A. is a blue board behind the blaez net.
B. are several players holding tennis rackets using the tennis racket to return a serve from the other team.
C. are occasional camera flashes as the man in black is keeping score.
D. is a player demonstrating the serve as the coach explains.

Reply with exactly one uppercase letter out of A, B, C, or D.
",122
32408.0,Getting a piercing,A larger woman is seen sitting on a chair while a man wipes down her lip and puts a mark onto it. the woman,B,"Context:
""A larger woman is seen sitting on a chair while a man wipes down her lip and puts a mark onto it. the woman""

Which of the following endings best completes the context?

Choices:
A. laughs while he continues and brushes her teeth with the brush.
B. lies down and the man puts a needle into her lip creating a piercing.
C. points to a man pulling a tie and presenting the nail clipper to her.
D. then reappears wearing a whistle and standing in a room.

Reply with exactly one uppercase letter out of A, B, C, or D.
",122
3632.0,Hurling,The players are showing all the steps in the tutorial where the one of the player shoots the ball bravely for a point. there,C,"Context:
""The players are showing all the steps in the tutorial where the one of the player shoots the ball bravely for a point. there""

Which of the following endings best completes the context?

Choices:
A. is a picture shown on the image of bnp stadium giving an illustration.
B. is color also shown on the white screen.
C. 's a player in a blue and white uniform shooting the ball for a point and scoring a goal.
D. are a lot of people watching from the open loop stadium.

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
38279.0,Playing drums,Alternate angles of him giving instructions are shown with him counting down and playing a very basic beat. an overhead shot in color,C,"Context:
""Alternate angles of him giving instructions are shown with him counting down and playing a very basic beat. an overhead shot in color""

Which of the following endings best completes the context?

Choices:
A. with different text text as background is shown on top.
B. shows him playing while he's talking to the camera.
C. is shown of his playing before he stops to give more instruction to the viewer.
D. is shown as the man walks around with his hands down by his sides.

Reply with exactly one uppercase letter out of A, B, C, or D.
",119
21191.0,Wrapping presents,Several different close up shots are shows of wrapped gifts and gift wrapping supplies. A person comes onto the screen and begins to wrap a gift. she,A,"Context:
""Several different close up shots are shows of wrapped gifts and gift wrapping supplies. A person comes onto the screen and begins to wrap a gift. she""

Which of the following endings best completes the context?

Choices:
A. decorates the gift with ribbons and attachments to embellish it.
B. does a belly dancing routine on the stage.
C. finally pulls out the box and cuts out the bows.
D. uses a roller to get the paper and finishes by opening the bag.

Reply with exactly one uppercase letter out of A, B, C, or D.
",119
40439.0,Putting on shoes,There's another person wearing brown leather shoes on black socks. He ties the laces tightly to secure them. then another scene,C,"Context:
""There's another person wearing brown leather shoes on black socks. He ties the laces tightly to secure them. then another scene""

Which of the following endings best completes the context?

Choices:
A. shows his climbing on the strainer.
B. is shown of the bouncing kid on a bmx dirt bike.
C. shows a person wearing leather slip on shoes over black socks.
D. is shown of another young man and a man taking turns putting the socks on his feet.

Reply with exactly one uppercase letter out of A, B, C, or D.
",117
4742.0,Getting a tattoo,A person is seen sitting in a chair with his arm out getting a tattoo from a male artist. the men,D,"Context:
""A person is seen sitting in a chair with his arm out getting a tattoo from a male artist. the men""

Which of the following endings best completes the context?

Choices:
A. put the tattoo on his leg and tighten the ring while another woman watches.
B. move all around the shop tattooing his arm.
C. hold up a piece of paper while the man then is seen again in a black shirt.
D. speak back and fourth to one another and the camera zooms in on the arm being done.

Reply with exactly one uppercase letter out of A, B, C, or D.
",125
3365.0,Sumo,Two men in inflatable sumo wrestler costumes entertain the public by street performing in a public square. two men in inflatable sumo wrestler outfits,D,"Context:
""Two men in inflatable sumo wrestler costumes entertain the public by street performing in a public square. two men in inflatable sumo wrestler outfits""

Which of the following endings best completes the context?

Choices:
A. pose and laugh in the middle of the ring with another man, while smiling and rocking in the arena.
B. do a wrestling routine indoors.
C. in an un plaza arena at night.
D. talk to the camera and begin to entertain the people passing by as they stand in a paved public square.

Reply with exactly one uppercase letter out of A, B, C, or D.
",125
15701.0,Raking leaves,A boy is using a large rake to move leaves across the yard. he,C,"Context:
""A boy is using a large rake to move leaves across the yard. he""

Which of the following endings best completes the context?

Choices:
A. picks up a handful of leaves, handing them to the dog.
B. stretches out the rake into a pile and moves it to another part of the yard.
C. continues raking, then moves them into a pile at the base of a tree.
D. rakes in a large circle, using a wooden ladder to push the leaves.

Reply with exactly one uppercase letter out of A, B, C, or D.
",119
22142.0,Plataform diving,An athlete is seen walking forward while shaking her arms and legs around and adjusting her swim suit. the girl,B,"Context:
""An athlete is seen walking forward while shaking her arms and legs around and adjusting her swim suit. the girl""

Which of the following endings best completes the context?

Choices:
A. continues speaking to the camera while having trouble fitting into the suit.
B. bends forward and performs a dive into the pool while the camera pans back to a scoreboard.
C. continues turning herself all around while chasing a ball to hit another ball.
D. swims around the beach in front of houses and people.

Reply with exactly one uppercase letter out of A, B, C, or D.
",119
