question,subject,split,answer,final_prompt,len_tk_mistral_7b_instruct
"A student decides that, having already spent three hours studying for an exam, she should spend one more hour studying for the same exam. Which of the following is most likely true?",high_school_microeconomics,test-00000-of-00001,B,"A student decides that, having already spent three hours studying for an exam, she should spend one more hour studying for the same exam. Which of the following is most likely true?

Choices:
A. The marginal benefit of the fourth hour is certainly less than the marginal cost of the fourth hour.
B. The marginal benefit of the fourth hour is at least as great as the marginal cost of the fourth hour.
C. Without knowing the student’s opportunity cost of studying, we have no way of knowing whether or not her marginal benefits outweigh her marginal costs.
D. The marginal cost of the third hour was likely greater than the marginal cost of the fourth hour.

Reply with exactly one uppercase letter out of A, B, C, or D.
",165
"Hello! My name is Bill. I am twelve years old. I am from America. Now I am in a junior high school in Xiamen. We have 20 boys and 25 girls in our class. My favorite teacher is Miss White. She is from Canada. She is 27 years old. She is tall. She has long brown hair. Her face is round and she has big eyes. She is a good teacher. She can speak English and Chinese. I have a good friend here. His name is Mike. He is an English boy. We have the same age. My classmates are kind to me. We often help each other. ,A, B, C, D. (5) Miss White has   _  .",,auxiliary_train-00000-of-00001,B,"Hello! My name is Bill. I am twelve years old. I am from America. Now I am in a junior high school in Xiamen. We have 20 boys and 25 girls in our class. My favorite teacher is Miss White. She is from Canada. She is 27 years old. She is tall. She has long brown hair. Her face is round and she has big eyes. She is a good teacher. She can speak English and Chinese. I have a good friend here. His name is Mike. He is an English boy. We have the same age. My classmates are kind to me. We often help each other. ,A, B, C, D. (5) Miss White has   _  .

Choices:
A. a long face with big eyes
B. a round face with big eyes
C. a long face with small eyes
D. a round face with small eyes

Reply with exactly one uppercase letter out of A, B, C, or D.
",220
"Jack likes eggs, bananas and apples. So every day, he has two eggs, one apple, a cup of milk and some bread for breakfast. For lunch, he has bananas, some chicken and vegetables. And for dinner, he has tomatoes, French fries and ice cream. His sister likes dessert, oranges and apples. But she often has some hamburgers, one apple and bread for her breakfast. She likes tomatoes, salad and some fish for lunch. For dinner, she likes strawberries and some chicken. Jack has some chicken  _  , but his sister has some chicken  _  .",,auxiliary_train-00000-of-00001,B,"Jack likes eggs, bananas and apples. So every day, he has two eggs, one apple, a cup of milk and some bread for breakfast. For lunch, he has bananas, some chicken and vegetables. And for dinner, he has tomatoes, French fries and ice cream. His sister likes dessert, oranges and apples. But she often has some hamburgers, one apple and bread for her breakfast. She likes tomatoes, salad and some fish for lunch. For dinner, she likes strawberries and some chicken. Jack has some chicken  _  , but his sister has some chicken  _  .

Choices:
A. for breakfast; for dinner
B. for lunch; for dinner
C. for dinner; for lunch
D. for dinner; for dinner

Reply with exactly one uppercase letter out of A, B, C, or D.
",192
"Plaintiff sued Defendant under an age discrimination statute, alleging that Defendant refused to hire Plaintiff because she was over age 65. Defendant's defense was that he refused to employ Plaintiff because he reasonably believed that she would be unable to perform the job. Defendant seeks to testify that Employer, Plaintiff's former employer, advised him not to hire Plaintiff because she was unable to perform productively for more than four hours a day. The testimony of Defendant is ",,auxiliary_train-00000-of-00001,D,"Plaintiff sued Defendant under an age discrimination statute, alleging that Defendant refused to hire Plaintiff because she was over age 65. Defendant's defense was that he refused to employ Plaintiff because he reasonably believed that she would be unable to perform the job. Defendant seeks to testify that Employer, Plaintiff's former employer, advised him not to hire Plaintiff because she was unable to perform productively for more than four hours a day. The testimony of Defendant is 

Choices:
A. inadmissible, because Defendant's opinion of Plaintiff's abilities is not based on personal knowledge. 
B. inadmissible, because Employer's statement is hearsay not within any exception. 
C. admissible as evidence that Plaintiff would be unable to work longer than four hours per day.
D. admissible as evidence of Defendant's reason for refusing to hire Plaintiff.

Reply with exactly one uppercase letter out of A, B, C, or D.
",241
"Last weekend three students went to London, and they visited many places. Did they enjoy the trip?Let's listen to them. ""It was a fine day. I went to London with my friends Emily and James. We visited many places. The guide was very kind and funny. I really had a great time in London!""David said. ""The train was so fast. It only took us half an hour. I read many books about London. When I saw it with my eyes today, I felt so excited!I took many photos. And I also bought some gifts for my sister. ""Emily said. ""We went to the science museum. All kinds of model robots are my favourites. I learned a lot about robots. The food in London was kind of expensive, but very delicious. All in all, it was a great trip."" James said. What does David think of the guide?",,auxiliary_train-00000-of-00001,B,"Last weekend three students went to London, and they visited many places. Did they enjoy the trip?Let's listen to them. ""It was a fine day. I went to London with my friends Emily and James. We visited many places. The guide was very kind and funny. I really had a great time in London!""David said. ""The train was so fast. It only took us half an hour. I read many books about London. When I saw it with my eyes today, I felt so excited!I took many photos. And I also bought some gifts for my sister. ""Emily said. ""We went to the science museum. All kinds of model robots are my favourites. I learned a lot about robots. The food in London was kind of expensive, but very delicious. All in all, it was a great trip."" James said. What does David think of the guide?

Choices:
A. Smart.
B. Kind.
C. Unfriendly.
D. Strange.

Reply with exactly one uppercase letter out of A, B, C, or D.
",237
"This is Bruce's Noodle House. We have different kinds of noodles. A large bowl of noodles with mutton  is only 4 dollars, and 3 dollars for a medium  bowl. Each bowl of beef noodles is just 3.5 dollars. And a large bowl of chicken noodles is 2 dollars. Each bowl of pork noodles is just 3.5 dollars. One dollar is for a large bowl of vegetable noodles. Come and enjoy the delicious noodles here! If you order any meat noodles, fruit is free . If you are too busy to come. Please call us at 2888998, and you will get the food in half an hour. Our Noodle House is open for 24 hours a day, from Monday afternoon to Sunday. Bruce's Noodle House sells  _   different kinds of noodles.",,auxiliary_train-00000-of-00001,A,"This is Bruce's Noodle House. We have different kinds of noodles. A large bowl of noodles with mutton  is only 4 dollars, and 3 dollars for a medium  bowl. Each bowl of beef noodles is just 3.5 dollars. And a large bowl of chicken noodles is 2 dollars. Each bowl of pork noodles is just 3.5 dollars. One dollar is for a large bowl of vegetable noodles. Come and enjoy the delicious noodles here! If you order any meat noodles, fruit is free . If you are too busy to come. Please call us at 2888998, and you will get the food in half an hour. Our Noodle House is open for 24 hours a day, from Monday afternoon to Sunday. Bruce's Noodle House sells  _   different kinds of noodles.

Choices:
A. five
B. eight
C. seven
D. Four

Reply with exactly one uppercase letter out of A, B, C, or D.
",244
"Pablo Picasso was born in Spain in 1881.His father was a painter and art teacher who gave his son the first lesson in drawing.He won a prize--""Science and Charity"" for his first important painting when he was only fifteen.He studied in several cities in Spain.But there was no one to teach him all that he wanted to know.When he was nineteen,he visited Paris. Paris was then the center of the world for artists.Everything that was new and exciting in the world of paintings seemed to happen there.When he was twenty-three,Picasso moved there to live and lived in France for the rest of his life. When he was over ninety,this great painter still lived his life like a young man.He was still looking for new ideas and new ways to use his artistic materials. When he died in 1973,he was ninety-one years old. ,. What prize did he win when he was fifteen?",,auxiliary_train-00000-of-00001,A,"Pablo Picasso was born in Spain in 1881.His father was a painter and art teacher who gave his son the first lesson in drawing.He won a prize--""Science and Charity"" for his first important painting when he was only fifteen.He studied in several cities in Spain.But there was no one to teach him all that he wanted to know.When he was nineteen,he visited Paris. Paris was then the center of the world for artists.Everything that was new and exciting in the world of paintings seemed to happen there.When he was twenty-three,Picasso moved there to live and lived in France for the rest of his life. When he was over ninety,this great painter still lived his life like a young man.He was still looking for new ideas and new ways to use his artistic materials. When he died in 1973,he was ninety-one years old. ,. What prize did he win when he was fifteen?

Choices:
A. Science and Charity.
B. Science and Art.
C. Science and Painting.
D. Painting and Charity.

Reply with exactly one uppercase letter out of A, B, C, or D.
",269
"What will the weather be like? Some people say they can know the weather from animals. Some people look at seabirds. When they see seabirds fly high out to sea, they say it will be a nice day. When the weather is bad, the seabirds will stay on the shore  . They don't like to fly and they sit in trees when rain is on the way. Other people look at different animals on a farm. Chickens make a big noise   and run here and there when rain is on the way. Frogs   can tell the weather, too. When rain is coming, they stay in water and make a lot of noise. But on a nice day they are quiet and will jump out of water. When rain is coming, frogs may   _  .",,auxiliary_train-00000-of-00001,D,"What will the weather be like? Some people say they can know the weather from animals. Some people look at seabirds. When they see seabirds fly high out to sea, they say it will be a nice day. When the weather is bad, the seabirds will stay on the shore  . They don't like to fly and they sit in trees when rain is on the way. Other people look at different animals on a farm. Chickens make a big noise   and run here and there when rain is on the way. Frogs   can tell the weather, too. When rain is coming, they stay in water and make a lot of noise. But on a nice day they are quiet and will jump out of water. When rain is coming, frogs may   _  .

Choices:
A. eat a lot
B. not make a lot of noise
C. sit in trees
D. not jump out of water

Reply with exactly one uppercase letter out of A, B, C, or D.
",226
"In the world today, all of the people need recreation  . We cannot work all the time if we are going to keep healthy and enjoy life. Everyone has his own way of relaxing. Perhaps the most popular form is to take part in sports. There are team sports, such as basketball and football; There are also individual   sports, such as swimming and running. Skating and mountain climbing are the most popular recreation for people who like to be outdoor. Not everyone who enjoys sports likes to take part in them. Many people like watching them on TV or listening to them on the radio. So many people like some forms of indoor recreation, such as watching TV, singing and dancing. It doesn't matter whether we like indoor recreation or take part in outdoor sports. It is important for everyone to relax from time to time, and enjoy some forms of recreation. The passage mainly tells us that   _  .",,auxiliary_train-00000-of-00001,C,"In the world today, all of the people need recreation  . We cannot work all the time if we are going to keep healthy and enjoy life. Everyone has his own way of relaxing. Perhaps the most popular form is to take part in sports. There are team sports, such as basketball and football; There are also individual   sports, such as swimming and running. Skating and mountain climbing are the most popular recreation for people who like to be outdoor. Not everyone who enjoys sports likes to take part in them. Many people like watching them on TV or listening to them on the radio. So many people like some forms of indoor recreation, such as watching TV, singing and dancing. It doesn't matter whether we like indoor recreation or take part in outdoor sports. It is important for everyone to relax from time to time, and enjoy some forms of recreation. The passage mainly tells us that   _  .

Choices:
A. basketball is a kind of team sport
B. everyone who enjoys sports should take part in them
C. different people have different ways of relaxing
D. indoor recreation is not as important as outdoor sports

Reply with exactly one uppercase letter out of A, B, C, or D.
",264
"Forget about Super Junior. We now have TFBOYS. TFBOYS is a popular Chinese boy band made up of three members. They are Wang Junkai, 14, Wang Yuan, 13, and Yi Yangqianxi, 13. The boys are all junior middle school students. The band name TFBOYS means The Fighting Boys. TFBOYS started in 2013, but has become popular in just one year. Fans love their sweet looks and cute voices. Their songs are full of positive energy. In their latest single Magic Castle(<>), they call on teenagers to not be afraid of dreaming big. The three boys are all top students in school. Wang Junkai, the eldest, has recently taken the senior middle entrance exam . We hope he's done well. The band was founded in   _  ?",,auxiliary_train-00000-of-00001,C,"Forget about Super Junior. We now have TFBOYS. TFBOYS is a popular Chinese boy band made up of three members. They are Wang Junkai, 14, Wang Yuan, 13, and Yi Yangqianxi, 13. The boys are all junior middle school students. The band name TFBOYS means The Fighting Boys. TFBOYS started in 2013, but has become popular in just one year. Fans love their sweet looks and cute voices. Their songs are full of positive energy. In their latest single Magic Castle(<>), they call on teenagers to not be afraid of dreaming big. The three boys are all top students in school. Wang Junkai, the eldest, has recently taken the senior middle entrance exam . We hope he's done well. The band was founded in   _  ?

Choices:
A. 2015
B. 2014
C. 2013
D. 2012

Reply with exactly one uppercase letter out of A, B, C, or D.
",250
"A bus stops at a small bus stop. A man is hungry and he wants to buy some cakes. It's raining  hard, he doesn't want to go out in the rain. He sees a boy. ""Come here, boy!"" he cries. ""Do you know how much the cakes are?"" The boy says yes. The man gives the boy four dollars  and asks him to buy two cakes. ""One is for you and one is for me."" Three minutes later, the boy comes back. He's eating a cake. He gives the man two dollars and says: ""Sorry, there is only one cake left."" How many cakes does the boy get?",,auxiliary_train-00000-of-00001,A,"A bus stops at a small bus stop. A man is hungry and he wants to buy some cakes. It's raining  hard, he doesn't want to go out in the rain. He sees a boy. ""Come here, boy!"" he cries. ""Do you know how much the cakes are?"" The boy says yes. The man gives the boy four dollars  and asks him to buy two cakes. ""One is for you and one is for me."" Three minutes later, the boy comes back. He's eating a cake. He gives the man two dollars and says: ""Sorry, there is only one cake left."" How many cakes does the boy get?

Choices:
A. One
B. Two
C. Three
D. Four

Reply with exactly one uppercase letter out of A, B, C, or D.
",189
"A watch manufacturer has an agreement with a watch wholesaler in which the wholesaler agrees to purchase all of the watches made each month by the manufacturer, within an estimated number of 1000 to 1500 watches per month. Although the agreement worked well at 1,000 watches per month, the manufacturer expanded its plant capacity and produced 2500 watches per month. The wholesaler could no longer pay for that volume of watches. The manufacturer sued the wholesaler to compel it to buy its full output each month as required by the contract. will the court likely grant the manufacturer's request?",professional_law,test-00000-of-00001,A,"A watch manufacturer has an agreement with a watch wholesaler in which the wholesaler agrees to purchase all of the watches made each month by the manufacturer, within an estimated number of 1000 to 1500 watches per month. Although the agreement worked well at 1,000 watches per month, the manufacturer expanded its plant capacity and produced 2500 watches per month. The wholesaler could no longer pay for that volume of watches. The manufacturer sued the wholesaler to compel it to buy its full output each month as required by the contract. will the court likely grant the manufacturer's request?

Choices:
A. No, because the expansion is a disproportionate increase in product that exceeds contractual estimates and cannot be handled by the buyer.
B. Yes, because doubling the size of the output contract is not unreasonable and is only 500 more the top estimated limit.
C. Yes, a doubling of the output contract in these circumstances meets a good faith standard and is reasonable.
D. No, because a change of more than 10% is considered to be unreasonable and the basis for a breach of contract.

Reply with exactly one uppercase letter out of A, B, C, or D.
",279
"The upper forelimbs of humans and bats have fairly similar skeletal structures, whereas the corresponding bones in whales have very different shapes and proportions. However, genetic data suggest that all three kinds of organisms diverged from a common ancestor at about the same time. Which of the following is the most likely explanation for these data?",high_school_biology,validation-00000-of-00001,C,"The upper forelimbs of humans and bats have fairly similar skeletal structures, whereas the corresponding bones in whales have very different shapes and proportions. However, genetic data suggest that all three kinds of organisms diverged from a common ancestor at about the same time. Which of the following is the most likely explanation for these data?

Choices:
A. Humans and bats evolved by natural selection, and whales evolved by Lamarckian mechanisms.
B. Forelimb evolution was adaptive in people and bats, but not in whales.
C. Natural selection in an aquatic environment resulted in significant changes to whale forelimb anatomy.
D. Genes mutate faster in whales than in humans or bats.

Reply with exactly one uppercase letter out of A, B, C, or D.
",187
"Report Card Name: James Stuart                                   Time: January 24th, 2012 Subjects  Grades  Comments   English B+: Your reading and writing are good. But you have a strong accent  , so you are not good at speaking. And you do not put much effort   into this subject. If you work hard, you can get a better grade in this subject. Physics A+:You are good at this subject. You are hard-working. I am glad that you do best in this subject Math C:You like this subject. But you are not good at this subject because you are a little bit lazy. It is disappointing. You can do better if you try your best. Music B:It is a happy thing to hear you play the piano. You are crazy about the music. Although you like this subject best, your accent has a bad influence on your singing. James's favorite subject is   _  .",,auxiliary_train-00000-of-00001,D,"Report Card Name: James Stuart                                   Time: January 24th, 2012 Subjects  Grades  Comments   English B+: Your reading and writing are good. But you have a strong accent  , so you are not good at speaking. And you do not put much effort   into this subject. If you work hard, you can get a better grade in this subject. Physics A+:You are good at this subject. You are hard-working. I am glad that you do best in this subject Math C:You like this subject. But you are not good at this subject because you are a little bit lazy. It is disappointing. You can do better if you try your best. Music B:It is a happy thing to hear you play the piano. You are crazy about the music. Although you like this subject best, your accent has a bad influence on your singing. James's favorite subject is   _  .

Choices:
A. English
B. physics
C. math
D. music

Reply with exactly one uppercase letter out of A, B, C, or D.
",244
"Beijing Half -Day Tour Languag We have more than 20 guides and they can speak English and Chinese. Time and place Our bus will wait for you at your hotel at 9:00 a.m.or2:00 p.m. And we'll drine you bdck to your hotel at about 1:00 p. m. or6:00 p. m. Itinerary  First, visit the Drum tower dating from 1420 . you can climb up the big Drum Tower and look at the old Beijing buildings - hutong and siheyuan. Then drive to Mr. Kang's courtyard   for a cup of tea. After the tea break, ride a bicycle to Dajinsi Hutong, the most famous hutong in the Shichahai area . Then walk to the prince Gong's Mansion   . After that, you can go back to the hotel. ,. We may read this pasage from",,auxiliary_train-00000-of-00001,B,"Beijing Half -Day Tour Languag We have more than 20 guides and they can speak English and Chinese. Time and place Our bus will wait for you at your hotel at 9:00 a.m.or2:00 p.m. And we'll drine you bdck to your hotel at about 1:00 p. m. or6:00 p. m. Itinerary  First, visit the Drum tower dating from 1420 . you can climb up the big Drum Tower and look at the old Beijing buildings - hutong and siheyuan. Then drive to Mr. Kang's courtyard   for a cup of tea. After the tea break, ride a bicycle to Dajinsi Hutong, the most famous hutong in the Shichahai area . Then walk to the prince Gong's Mansion   . After that, you can go back to the hotel. ,. We may read this pasage from

Choices:
A. a stotybook
B. a newspaper
C. a menu
D. a movie ticket

Reply with exactly one uppercase letter out of A, B, C, or D.
",267
Sussman Co. prepared cash-basis financial statements for the month ended January 31. A summary of Sussman's January activities follows: Credit sales of $5600. Collections of $1900 relating to January credit sales. Accrued salaries of $1200. By what amount will Sussman's cash-basis income for the month ended January 31 increase as a result of restating these activities to the accrual basis of accounting?,professional_accounting,test-00000-of-00001,A,"Sussman Co. prepared cash-basis financial statements for the month ended January 31. A summary of Sussman's January activities follows: Credit sales of $5600. Collections of $1900 relating to January credit sales. Accrued salaries of $1200. By what amount will Sussman's cash-basis income for the month ended January 31 increase as a result of restating these activities to the accrual basis of accounting?

Choices:
A. $2,500
B. $3,700
C. $4,400
D. 4900

Reply with exactly one uppercase letter out of A, B, C, or D.
",170
"Mr. White is an American. He is 38. He teaches science in a school now. He is always busy. Every day he gets up early and gets home late. He is strict in his work. His favorite sport is soccer. He often plays soccer with his students on Fridays. He wants to be a newspaper reporter because he likes writing stories. He hopes he can come to China next year. ,(10) Does Mr. White have a daughter?",,auxiliary_train-00000-of-00001,D,"Mr. White is an American. He is 38. He teaches science in a school now. He is always busy. Every day he gets up early and gets home late. He is strict in his work. His favorite sport is soccer. He often plays soccer with his students on Fridays. He wants to be a newspaper reporter because he likes writing stories. He hopes he can come to China next year. ,(10) Does Mr. White have a daughter?

Choices:
A. Yes, he does.
B. No, he doesn`t.
C. Yes, he is.
D. I don`t know.

Reply with exactly one uppercase letter out of A, B, C, or D.
",160
Assume for the purposes of these questions that you are counsel to the state legislative committee that is responsible for real estate laws in your state.The committee wants you to draft legislation to make all restrictions on land use imposed by deeds (now or hereafter recorded) unenforceable in the future so that public land-use planning through zoning will have exclusive control in matters of land use. Which of the following is LEAST likely to be a consideration in the drafting of such legislation?,,auxiliary_train-00000-of-00001,C,"Assume for the purposes of these questions that you are counsel to the state legislative committee that is responsible for real estate laws in your state.The committee wants you to draft legislation to make all restrictions on land use imposed by deeds (now or hereafter recorded) unenforceable in the future so that public land-use planning through zoning will have exclusive control in matters of land use. Which of the following is LEAST likely to be a consideration in the drafting of such legislation?

Choices:
A. Compensation for property rights taken by public authority.
B. Impairment of contract.
C. Sovereign immunity.
D. Police power.

Reply with exactly one uppercase letter out of A, B, C, or D.
",167
"Tibet is in the southwest of China. It is the home to many natural wonders, such as valleys, mountains, lakes and even deserts. Tibet is very large, so it is perfect for traveling, especially the bike tour . You can start the wonderful bike tour in Tibet's capital, Lhasa. It is 3600 metres above the sea level. It's very high, isn't it? So it is important to spend a few days there to get used to  the thin air there, or you may feel sick and get hurt. The bike tour will pass rivers, large open grassland and high mountains, including the world's famous Mount Everest . After finishing the bike tour, people will feel quite successful. They will also have hundreds of photos of the wonderful places. Why do people have to stay in Lhasa for a few days?",,auxiliary_train-00000-of-00001,B,"Tibet is in the southwest of China. It is the home to many natural wonders, such as valleys, mountains, lakes and even deserts. Tibet is very large, so it is perfect for traveling, especially the bike tour . You can start the wonderful bike tour in Tibet's capital, Lhasa. It is 3600 metres above the sea level. It's very high, isn't it? So it is important to spend a few days there to get used to  the thin air there, or you may feel sick and get hurt. The bike tour will pass rivers, large open grassland and high mountains, including the world's famous Mount Everest . After finishing the bike tour, people will feel quite successful. They will also have hundreds of photos of the wonderful places. Why do people have to stay in Lhasa for a few days?

Choices:
A. To meet friends there.
B. To get used to the thin air there.
C. To go home in the first week.
D. To wait until it rains.

Reply with exactly one uppercase letter out of A, B, C, or D.
",254
"Do you get enough sleep? With so much homework, it's often difficult to get the rest you need. But you need to try, because sleep keeps you healthy and it stops you getting fat. Recently, a group of US scientists did a study of kids aged between 8 and 13. The studt found that if kids sleep for just one extra hour each day, the chance of their getting fat is cut by about 30%. Why? When people don't get enough sleep, they become tired. When they are tired, they don't exercise enough. Also, kids like snacks. If they are awake an extra hour or two each day, they have more time to eat snacks or other unhealthy foods. So, how much sleep should you get? Scientists suggest 10 to 11 hours a night for kids aged 5 to 12. For older kids, eight to nine hours will do. Where was the study done by the scientists?",,auxiliary_train-00000-of-00001,D,"Do you get enough sleep? With so much homework, it's often difficult to get the rest you need. But you need to try, because sleep keeps you healthy and it stops you getting fat. Recently, a group of US scientists did a study of kids aged between 8 and 13. The studt found that if kids sleep for just one extra hour each day, the chance of their getting fat is cut by about 30%. Why? When people don't get enough sleep, they become tired. When they are tired, they don't exercise enough. Also, kids like snacks. If they are awake an extra hour or two each day, they have more time to eat snacks or other unhealthy foods. So, how much sleep should you get? Scientists suggest 10 to 11 hours a night for kids aged 5 to 12. For older kids, eight to nine hours will do. Where was the study done by the scientists?

Choices:
A. In China.
B. In Britain.
C. In Canada.
D. In America.

Reply with exactly one uppercase letter out of A, B, C, or D.
",257
"This is my first day at our new school. In the morning, I help my new teacher Mr Hu put some new English textbooks into a big box. And then I carry it to the classroom. The box is very heavy. I walk very slowly  with the big heavy box in my arms. A boy runs very fast to me. He can't stop. Oh, dear! My box drops on the floor and there are books everywhere on the floor. ""I'm very sorry,"" the boy says again and again. He helps me to pick up all the books. He then helps me to carry the books to our classroom. Who is he? He is my classmate. His name is Jim. He comes to China with his father. He is from England. Later ,  _   carry the box of books to our classroom.",,auxiliary_train-00000-of-00001,A,"This is my first day at our new school. In the morning, I help my new teacher Mr Hu put some new English textbooks into a big box. And then I carry it to the classroom. The box is very heavy. I walk very slowly  with the big heavy box in my arms. A boy runs very fast to me. He can't stop. Oh, dear! My box drops on the floor and there are books everywhere on the floor. ""I'm very sorry,"" the boy says again and again. He helps me to pick up all the books. He then helps me to carry the books to our classroom. Who is he? He is my classmate. His name is Jim. He comes to China with his father. He is from England. Later ,  _   carry the box of books to our classroom.

Choices:
A. Jim and I
B. Jim, Mr Hu and I
C. Mr Hu and Jim
D. my classmates and I

Reply with exactly one uppercase letter out of A, B, C, or D.
",230
"Last summer, Mark became a middle school student. He took an English test in the first month. Mark was a good student and he worked hard. He finished the questions easily until he read the last one: ""Everyone sees our school's cleaner every day. What's her first name?"" Of course, this question is a little special. Mark saw the woman some times. She was tall and her hair was dark. But Mark didn't talk with her and didn't know her first name. The test was over. Then one student asked the teacher, ""Is the last question very important in this test?"" ""Yes,"" said the teacher. ""In our life, we meet many hard-working people. They are important. You should care about them. You should smile at them or say 'hello' to them."" Mark never forgot that question. He also learned that woman's first name. It was Kathy. What did Mark's teacher think of the last question?",,auxiliary_train-00000-of-00001,D,"Last summer, Mark became a middle school student. He took an English test in the first month. Mark was a good student and he worked hard. He finished the questions easily until he read the last one: ""Everyone sees our school's cleaner every day. What's her first name?"" Of course, this question is a little special. Mark saw the woman some times. She was tall and her hair was dark. But Mark didn't talk with her and didn't know her first name. The test was over. Then one student asked the teacher, ""Is the last question very important in this test?"" ""Yes,"" said the teacher. ""In our life, we meet many hard-working people. They are important. You should care about them. You should smile at them or say 'hello' to them."" Mark never forgot that question. He also learned that woman's first name. It was Kathy. What did Mark's teacher think of the last question?

Choices:
A. It was fun.
B. It was interesting.
C. It was boring.
D. It was important.

Reply with exactly one uppercase letter out of A, B, C, or D.
",260
"""That's right."" said the old man. ""Ninety-nine years old, and I haven't an enemy in the world. They're all dead.""   ""Well, sir."" said the interviewer , ""I hope very much to have the honour  of interviewing you on your hundredth birthday.""   The old man looked at the young man closely, and said, ""I can't see why you shouldn't. you look fit and healthy to me!"" What kind of man would you say the old man was?",,auxiliary_train-00000-of-00001,C,"""That's right."" said the old man. ""Ninety-nine years old, and I haven't an enemy in the world. They're all dead.""   ""Well, sir."" said the interviewer , ""I hope very much to have the honour  of interviewing you on your hundredth birthday.""   The old man looked at the young man closely, and said, ""I can't see why you shouldn't. you look fit and healthy to me!"" What kind of man would you say the old man was?

Choices:
A. He was silly.
B. He was unpleasant
C. He was very proud and sure of his health.
D. He was very impolite to young people.

Reply with exactly one uppercase letter out of A, B, C, or D.
",183
"Do you often talk with your parents? Here is some advice on how to talk with them. Try to start your talk with something fun. This will make talking easier. For example, ask them questions about their day. How is work? They love this. Make it clear what you want to tell your parents. If they have an opinion, let them finish and don't stop their talking. Ask them to do the same for you. Show them respect by listening to them carefully. Look at them in the eye. Be honest. Honesty builds trust. Life is good when your parents trust you. If your parents don't understand, that's OK. It doesn't mean that they don't love you. Sometimes you have to explain the things to them again. When you finish the talk, thank them for listening. Say something like ""Thanks, that helps."" It will let them know that is important to you and make them want to do it more often. If you want to start the talk easily, you should say something   _   at the beginning.",,auxiliary_train-00000-of-00001,A,"Do you often talk with your parents? Here is some advice on how to talk with them. Try to start your talk with something fun. This will make talking easier. For example, ask them questions about their day. How is work? They love this. Make it clear what you want to tell your parents. If they have an opinion, let them finish and don't stop their talking. Ask them to do the same for you. Show them respect by listening to them carefully. Look at them in the eye. Be honest. Honesty builds trust. Life is good when your parents trust you. If your parents don't understand, that's OK. It doesn't mean that they don't love you. Sometimes you have to explain the things to them again. When you finish the talk, thank them for listening. Say something like ""Thanks, that helps."" It will let them know that is important to you and make them want to do it more often. If you want to start the talk easily, you should say something   _   at the beginning.

Choices:
A. interesting
B. dishonest
C. serious
D. unhappy

Reply with exactly one uppercase letter out of A, B, C, or D.
",265
"Li Lei, Beijing I found the summer vacation was not so interesting as I imagined . It was very hot, so I had to spend most of the time staying at home, watching TV, listening to the radio and playing with my dog. Sometimes, I went to visit my relatives . Gina, New York I went to the countryside with my family and stayed there for about two weeks. The air there was nice and clean. Every day, we fed the chickens, milked the cows, played with the dogs and went fishing. We enjoyed ourselves very much. We wished to go there again. Alice, London My summer vacation was great. I went to Switzerland  with my friends and stayed there for a week. It wasn't very hot there. We went to a climb the Alps . We felt very tired but excited. We also saw some beautiful lakes, went boating and took many photos. Alice spent her summer vacation with   _  .",,auxiliary_train-00000-of-00001,A,"Li Lei, Beijing I found the summer vacation was not so interesting as I imagined . It was very hot, so I had to spend most of the time staying at home, watching TV, listening to the radio and playing with my dog. Sometimes, I went to visit my relatives . Gina, New York I went to the countryside with my family and stayed there for about two weeks. The air there was nice and clean. Every day, we fed the chickens, milked the cows, played with the dogs and went fishing. We enjoyed ourselves very much. We wished to go there again. Alice, London My summer vacation was great. I went to Switzerland  with my friends and stayed there for a week. It wasn't very hot there. We went to a climb the Alps . We felt very tired but excited. We also saw some beautiful lakes, went boating and took many photos. Alice spent her summer vacation with   _  .

Choices:
A. her friends
B. her family
C. her relatives
D. her teachers

Reply with exactly one uppercase letter out of A, B, C, or D.
",245
"Bats are the only flying mammal  in the world. They can't see very well. It is long believed, in many places, that all bats are blind . ""Blind as a bat"" is often heard. Yet they have no trouble flying in the darkest nights and finding their way around. How can bats fly and see at night? They fly by radar  . The bat's radar system works the same way as the one that ships and planes use. When a bat flies through the air, it makes sounds that people can't hear. If the sounds hit things, they will come back. The bat's ears can receive the messages. In this way it can know where the things are. Bats go out to look for food at night. In the daytime they stay in some dark places. Some people think bats are bad animals. In fact, they are useful animals. Which of the following is True?",,auxiliary_train-00000-of-00001,B,"Bats are the only flying mammal  in the world. They can't see very well. It is long believed, in many places, that all bats are blind . ""Blind as a bat"" is often heard. Yet they have no trouble flying in the darkest nights and finding their way around. How can bats fly and see at night? They fly by radar  . The bat's radar system works the same way as the one that ships and planes use. When a bat flies through the air, it makes sounds that people can't hear. If the sounds hit things, they will come back. The bat's ears can receive the messages. In this way it can know where the things are. Bats go out to look for food at night. In the daytime they stay in some dark places. Some people think bats are bad animals. In fact, they are useful animals. Which of the following is True?

Choices:
A. The bat is the only flying animal in the world.
B. The bat has poor eyesight, but it can ""see"" its food.
C. Not all bats are afraid of flying in the sun.
D. The bat often comes out in the daytime.

Reply with exactly one uppercase letter out of A, B, C, or D.
",285
