question,question_concept,_split,answer,final_prompt,len_tk_glm4_9b_base
What can eating lunch cause that is painful?,eating lunch,validation-00000-of-00001,C,"Question:
What can eating lunch cause that is painful?

Which of the following is the best response to the question?

Choices:
A. headache
B. bad breath
C. heartburn
D. gain weight
E. farts

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
What must a master do with all skills for a trade?,master,train-00000-of-00001,B,"Question:
What must a master do with all skills for a trade?

Which of the following is the best response to the question?

Choices:
A. require obedience
B. understand
C. learn
D. drill
E. teach

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
"Some do not enjoy getting drunk, it gives them what?",getting drunk,train-00000-of-00001,D,"Question:
Some do not enjoy getting drunk, it gives them what?

Which of the following is the best response to the question?

Choices:
A. intoxication
B. relaxation
C. fights
D. nausea
E. death

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
Where would you look for lasagna after it has been cooked?,lasagna,train-00000-of-00001,D,"Question:
Where would you look for lasagna after it has been cooked?

Which of the following is the best response to the question?

Choices:
A. plate
B. market
C. freezer
D. plate
E. store

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
Where could you find a toilet that only friends can use?,toilet,validation-00000-of-00001,D,"Question:
Where could you find a toilet that only friends can use?

Which of the following is the best response to the question?

Choices:
A. rest area
B. school
C. stadium
D. apartment
E. hospital

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
What does breathing do for living things?,breathing,train-00000-of-00001,C,"Question:
What does breathing do for living things?

Which of the following is the best response to the question?

Choices:
A. asthma attacks
B. satisfies hunger
C. sustaining life
D. warm air
E. giving life

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
Where might a small dog spend a nice day?,small dog,train-00000-of-00001,A,"Question:
Where might a small dog spend a nice day?

Which of the following is the best response to the question?

Choices:
A. backyard
B. own home
C. basket
D. bed room
E. dog show

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
What the positive consequences of drinking alcohol?,drinking alcohol,train-00000-of-00001,A,"Question:
What the positive consequences of drinking alcohol?

Which of the following is the best response to the question?

Choices:
A. have fun
B. death
C. frequent urination
D. slurring words
E. sickness

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
Why might someone decide to having a checkup for followup?,having checkup,train-00000-of-00001,A,"Question:
Why might someone decide to having a checkup for followup?

Which of the following is the best response to the question?

Choices:
A. uncertainty
B. anxiety
C. stress
D. anxious
E. pain

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
Where on land would you likely find a cannon?,cannon,train-00000-of-00001,A,"Question:
Where on land would you likely find a cannon?

Which of the following is the best response to the question?

Choices:
A. fort
B. pay debts
C. pirate ship
D. battle
E. war museum

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
What could someone who give assistance help someone else to be?,give assistance,train-00000-of-00001,A,"Question:
What could someone who give assistance help someone else to be?

Which of the following is the best response to the question?

Choices:
A. prepared
B. assistant
C. helpful
D. listen
E. help one

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
Where would you put a rubber stamp after using it?,rubber stamp,train-00000-of-00001,A,"Question:
Where would you put a rubber stamp after using it?

Which of the following is the best response to the question?

Choices:
A. desk
B. art class
C. office
D. table
E. indiana

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
Where do you store a salad bowl when not in use?,salad bowl,train-00000-of-00001,D,"Question:
Where do you store a salad bowl when not in use?

Which of the following is the best response to the question?

Choices:
A. french restaurant
B. lettuce
C. dishwasher
D. cupboard
E. buffet

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
What caused my shirt to get soaked after going jogging?,going jogging,train-00000-of-00001,C,"Question:
What caused my shirt to get soaked after going jogging?

Which of the following is the best response to the question?

Choices:
A. arthritis
B. lose weight
C. sweating
D. exercise
E. feel better

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
Where is a man likely to keep his sunglasses?,sunglasses,train-00000-of-00001,B,"Question:
Where is a man likely to keep his sunglasses?

Which of the following is the best response to the question?

Choices:
A. drugstore
B. shirt pocket
C. purse
D. jeans pocket
E. bag

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
What can you do in your house during the winter?,winter,train-00000-of-00001,E,"Question:
What can you do in your house during the winter?

Which of the following is the best response to the question?

Choices:
A. ski
B. skate
C. play hockey
D. blaze it
E. knit

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
What happens often when traveling to a new time zone?,traveling,train-00000-of-00001,B,"Question:
What happens often when traveling to a new time zone?

Which of the following is the best response to the question?

Choices:
A. motion sickness
B. jet lag
C. relocation
D. fatigue
E. anxious

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
What will happen if you are successful when committing suicide?,committing suicide,train-00000-of-00001,E,"Question:
What will happen if you are successful when committing suicide?

Which of the following is the best response to the question?

Choices:
A. scars
B. being born
C. sorrow
D. misery
E. kill yourself

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
What animal has quills all over it?,quill,validation-00000-of-00001,E,"Question:
What animal has quills all over it?

Which of the following is the best response to the question?

Choices:
A. feather
B. chicken
C. calligraphy
D. porcupine
E. hedgehog

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
James was contemplating the research results.  What was James doing?,contemplating,train-00000-of-00001,A,"Question:
James was contemplating the research results.  What was James doing?

Which of the following is the best response to the question?

Choices:
A. thinking
B. discovery
C. buzzing
D. understanding
E. reflection

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
What could be used to write with a steel pen?,steel pen,train-00000-of-00001,C,"Question:
What could be used to write with a steel pen?

Which of the following is the best response to the question?

Choices:
A. warehouse
B. arm
C. hand
D. desk drawer
E. veterinary office

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
Why would you like to listen to someone playing violin?,playing violin,train-00000-of-00001,D,"Question:
Why would you like to listen to someone playing violin?

Which of the following is the best response to the question?

Choices:
A. magic
B. sadness
C. loud noises
D. relaxation
E. making music

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
The ability to remember things is a sign of what?,remembering,train-00000-of-00001,C,"Question:
The ability to remember things is a sign of what?

Which of the following is the best response to the question?

Choices:
A. neuronal network
B. memories
C. intelligence
D. recall
E. learning about

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
Where can I go to eat and be treated like a gentleman?,gentleman,train-00000-of-00001,A,"Question:
Where can I go to eat and be treated like a gentleman?

Which of the following is the best response to the question?

Choices:
A. restaurant
B. church
C. throne
D. club
E. university

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
What do people do with the old song about twisting?,twist,train-00000-of-00001,C,"Question:
What do people do with the old song about twisting?

Which of the following is the best response to the question?

Choices:
A. flat
B. bend
C. and shout
D. straighten
E. unravel

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
Where could you find some airplanes that are not being used?,airplanes,train-00000-of-00001,B,"Question:
Where could you find some airplanes that are not being used?

Which of the following is the best response to the question?

Choices:
A. war
B. aircraft carrier
C. sky
D. graveyard
E. crash

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
What is required to be good at driving cars?,driving car,train-00000-of-00001,B,"Question:
What is required to be good at driving cars?

Which of the following is the best response to the question?

Choices:
A. have fun
B. concentrate
C. park
D. listen to radio
E. speeding

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
What would be a dream vacation for some children?,children,train-00000-of-00001,C,"Question:
What would be a dream vacation for some children?

Which of the following is the best response to the question?

Choices:
A. zoo
B. museum
C. disneyland
D. school
E. toy store

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
Where can I drink beer or any other alcoholic beverage?,beer,train-00000-of-00001,A,"Question:
Where can I drink beer or any other alcoholic beverage?

Which of the following is the best response to the question?

Choices:
A. bar
B. vending machine
C. bottle
D. refrigerator
E. hockey game

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
Where are plants likely to be handled by a city employee?,plants,train-00000-of-00001,A,"Question:
Where are plants likely to be handled by a city employee?

Which of the following is the best response to the question?

Choices:
A. park
B. windowsill
C. ground
D. office
E. garden

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
Where do people compete to see who is quicker?,people,train-00000-of-00001,D,"Question:
Where do people compete to see who is quicker?

Which of the following is the best response to the question?

Choices:
A. populated areas
B. supermarket
C. busy supermarket
D. race track
E. classroom

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
What is a group of bungalows in a small area?,bungalow,train-00000-of-00001,D,"Question:
What is a group of bungalows in a small area?

Which of the following is the best response to the question?

Choices:
A. park
B. woods
C. bed
D. neighborhood
E. suburbs

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
What might be felt by a crowd during an intense competition?,competing,train-00000-of-00001,A,"Question:
What might be felt by a crowd during an intense competition?

Which of the following is the best response to the question?

Choices:
A. tension
B. argument
C. sore muscles
D. stress
E. enemies

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
Where is likely a safe place to keep money?,money,train-00000-of-00001,E,"Question:
Where is likely a safe place to keep money?

Which of the following is the best response to the question?

Choices:
A. pocket
B. casino
C. supermarket
D. on the ground
E. cash register

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
"Despite the large crowds, how did the depressed man feel?",crowd,validation-00000-of-00001,C,"Question:
Despite the large crowds, how did the depressed man feel?

Which of the following is the best response to the question?

Choices:
A. small group
B. alone
C. solitary
D. solitude
E. panic

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
Who do you give money to at a ticket booth?,ticket booth,train-00000-of-00001,E,"Question:
Who do you give money to at a ticket booth?

Which of the following is the best response to the question?

Choices:
A. venue
B. movie theater
C. museum
D. train station
E. clerk

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
where do you go to see most statues?,statue,train-00000-of-00001,E,"Question:
where do you go to see most statues?

Which of the following is the best response to the question?

Choices:
A. large city
B. church
C. amusement park
D. new york city
E. museum

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
What might someone do who is having fun?,having fun,train-00000-of-00001,E,"Question:
What might someone do who is having fun?

Which of the following is the best response to the question?

Choices:
A. being happy
B. glee
C. smoke
D. stress relief
E. may laugh

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
Why would someone be likely to avoid kissing?,kissing,train-00000-of-00001,C,"Question:
Why would someone be likely to avoid kissing?

Which of the following is the best response to the question?

Choices:
A. arousal
B. shortness of breath
C. herpes
D. strong feelings
E. confusion

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
Where in town could you find most banks?,bank,train-00000-of-00001,A,"Question:
Where in town could you find most banks?

Which of the following is the best response to the question?

Choices:
A. main street
B. city
C. financial center
D. subway station
E. grocery store

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
Where would you put things in a paper bag?,paper,train-00000-of-00001,C,"Question:
Where would you put things in a paper bag?

Which of the following is the best response to the question?

Choices:
A. synagogue
B. classroom
C. grocery store
D. lunchbox
E. front porch

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
Where would you store a stack of paper when not immediately needed?,paper,train-00000-of-00001,B,"Question:
Where would you store a stack of paper when not immediately needed?

Which of the following is the best response to the question?

Choices:
A. notebook
B. cabinet
C. classroom
D. suitcase
E. portfolio

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
Where can you find the most authentic Japanese restaurant?,japanese restaurant,train-00000-of-00001,E,"Question:
Where can you find the most authentic Japanese restaurant?

Which of the following is the best response to the question?

Choices:
A. downtown
B. major city
C. california
D. stripmall
E. tokio

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
What does a kindergarten teacher do before nap time?,teacher,validation-00000-of-00001,E,"Question:
What does a kindergarten teacher do before nap time?

Which of the following is the best response to the question?

Choices:
A. lower expectations
B. encourage
C. fear
D. time test
E. tell story

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
What could hydrogen be added to to cause it to explode?,hydrogen,train-00000-of-00001,E,"Question:
What could hydrogen be added to to cause it to explode?

Which of the following is the best response to the question?

Choices:
A. universe
B. chemistry lab
C. ocean
D. texas
E. air

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
Where would a cat like to relieve himself?,cat,train-00000-of-00001,B,"Question:
Where would a cat like to relieve himself?

Which of the following is the best response to the question?

Choices:
A. ground
B. sand box
C. michigan
D. warm bed
E. warm place

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
What would people feel if they are agreeing with each other?,agreeing with,train-00000-of-00001,D,"Question:
What would people feel if they are agreeing with each other?

Which of the following is the best response to the question?

Choices:
A. band together
B. harmony
C. smiles
D. rapport
E. belonging

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
Where would a corpse be covered by a blanket?,blanket,validation-00000-of-00001,C,"Question:
Where would a corpse be covered by a blanket?

Which of the following is the best response to the question?

Choices:
A. bath store
B. bedroom
C. hospital
D. flower garden
E. michigan

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
Where is a marmot likely to live?,marmot,train-00000-of-00001,D,"Question:
Where is a marmot likely to live?

Which of the following is the best response to the question?

Choices:
A. outdoors
B. american forest
C. jungle
D. northern climates
E. switzerland

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
Where is a good place to keep many a pencil?,pencil,train-00000-of-00001,B,"Question:
Where is a good place to keep many a pencil?

Which of the following is the best response to the question?

Choices:
A. office depot
B. cup
C. pencil shop
D. shelf
E. classroom

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
Usually people that sneeze will also do what?,sneeze,train-00000-of-00001,D,"Question:
Usually people that sneeze will also do what?

Which of the following is the best response to the question?

Choices:
A. close eyes
B. park
C. bless you
D. cough
E. yawn

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
What does a town make up a small part of?,town,train-00000-of-00001,E,"Question:
What does a town make up a small part of?

Which of the following is the best response to the question?

Choices:
A. rural areas
B. city
C. countryside
D. train station
E. state

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
What type of environment does a lemur call home?,lemur,train-00000-of-00001,E,"Question:
What type of environment does a lemur call home?

Which of the following is the best response to the question?

Choices:
A. australia
B. india
C. cage
D. rain forest
E. forrest

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
Where can you buy opera glasses that are old?,opera glasses,train-00000-of-00001,D,"Question:
Where can you buy opera glasses that are old?

Which of the following is the best response to the question?

Choices:
A. museum
B. woman's purse
C. supermarket
D. antique store
E. theater

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
What might someone be trying to achieve by getting wet?,getting wet,train-00000-of-00001,D,"Question:
What might someone be trying to achieve by getting wet?

Which of the following is the best response to the question?

Choices:
A. could
B. get cold
C. shrinking
D. cool off
E. shower

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
what is a characteristic of one who want to give assistance?,give assistance,train-00000-of-00001,B,"Question:
what is a characteristic of one who want to give assistance?

Which of the following is the best response to the question?

Choices:
A. help one
B. helpful
C. listen
D. prepared
E. humanity

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
The person preferred what in life rather than a hectic mess?,person,train-00000-of-00001,D,"Question:
The person preferred what in life rather than a hectic mess?

Which of the following is the best response to the question?

Choices:
A. celebrated
B. ownhouse
C. fulfilled
D. simplicity
E. headache

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
Why would someone bring suit against a total stranger?,bringing suit,train-00000-of-00001,B,"Question:
Why would someone bring suit against a total stranger?

Which of the following is the best response to the question?

Choices:
A. aggravation
B. randomness
C. going to court
D. tensions
E. anger

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
What do you give people when they meet people?,meet people,train-00000-of-00001,B,"Question:
What do you give people when they meet people?

Which of the following is the best response to the question?

Choices:
A. introduce yourself
B. greeting
C. look over
D. friendly
E. high five

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
Where can humans have a cup of coffee or a sandwich?,humans,train-00000-of-00001,D,"Question:
Where can humans have a cup of coffee or a sandwich?

Which of the following is the best response to the question?

Choices:
A. movies
B. idaho
C. university
D. cafe
E. universe

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
Where might someone keep  moistener?,moistener,train-00000-of-00001,A,"Question:
Where might someone keep  moistener?

Which of the following is the best response to the question?

Choices:
A. bathroom
B. towelette
C. hand lotion
D. drug store
E. desk drawer

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
Where do soldiers not deployed eat their food?,food,train-00000-of-00001,C,"Question:
Where do soldiers not deployed eat their food?

Which of the following is the best response to the question?

Choices:
A. neighbor's house
B. at home
C. military base
D. shelf
E. kitchen

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
Name a location where you would not want to find mice.,mice,validation-00000-of-00001,B,"Question:
Name a location where you would not want to find mice.

Which of the following is the best response to the question?

Choices:
A. loft
B. attic
C. bell cat
D. countryside
E. laboratory

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
Where does a city cat live?,cat,train-00000-of-00001,B,"Question:
Where does a city cat live?

Which of the following is the best response to the question?

Choices:
A. compost pile
B. back alley
C. garbage can
D. milky way galaxy
E. backyard

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
If competing with others what emotion is useful for getting an advantage?,competing,train-00000-of-00001,E,"Question:
If competing with others what emotion is useful for getting an advantage?

Which of the following is the best response to the question?

Choices:
A. stress
B. anger
C. pumped
D. defeat
E. aggression

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
Where is a famous basketball court?,basketball court,train-00000-of-00001,E,"Question:
Where is a famous basketball court?

Which of the following is the best response to the question?

Choices:
A. high school gymnasium
B. use
C. stadium
D. city
E. los angeles

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
Why would a company be going public?,going public,train-00000-of-00001,D,"Question:
Why would a company be going public?

Which of the following is the best response to the question?

Choices:
A. revealing information
B. being ridiculed
C. problems
D. more funding
E. telling all

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
What does a bus station have to be near?,bus station,train-00000-of-00001,E,"Question:
What does a bus station have to be near?

Which of the following is the best response to the question?

Choices:
A. eat cake
B. maps
C. enter bus
D. city centre
E. street

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
Why might someone avoid getting a new car?,car,train-00000-of-00001,C,"Question:
Why might someone avoid getting a new car?

Which of the following is the best response to the question?

Choices:
A. move quickly
B. go fast
C. cost money
D. crash
E. slow down

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
What city will likely have many parking structures?,parking structure,validation-00000-of-00001,A,"Question:
What city will likely have many parking structures?

Which of the following is the best response to the question?

Choices:
A. chicago
B. big city
C. large city building
D. environment
E. college campus

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
"I want my wine stored in darkness, where should it go?",darkness,validation-00000-of-00001,E,"Question:
I want my wine stored in darkness, where should it go?

Which of the following is the best response to the question?

Choices:
A. movies
B. bed
C. moon
D. vault
E. cellar

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
Where can you get chicken without leaving your car?,chicken,train-00000-of-00001,C,"Question:
Where can you get chicken without leaving your car?

Which of the following is the best response to the question?

Choices:
A. eaten
B. bbq
C. fast food restaurant
D. plate
E. pizza

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
What are plants made out of?,plants,train-00000-of-00001,A,"Question:
What are plants made out of?

Which of the following is the best response to the question?

Choices:
A. millions of cells
B. flowers on
C. leaves to gather light
D. roots
E. stems

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
Where is an inexpensive place to have a reception?,reception,train-00000-of-00001,D,"Question:
Where is an inexpensive place to have a reception?

Which of the following is the best response to the question?

Choices:
A. outside
B. wedding party
C. restaurant
D. church basement
E. country club

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
What are beans typically used to make in a drink?,bean,train-00000-of-00001,B,"Question:
What are beans typically used to make in a drink?

Which of the following is the best response to the question?

Choices:
A. cooking
B. coffee
C. food store
D. cooking pot
E. boiling

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
Where do you change lanes while in a car?,lane,train-00000-of-00001,C,"Question:
Where do you change lanes while in a car?

Which of the following is the best response to the question?

Choices:
A. bowling alley
B. street
C. highway
D. grocery store
E. rural countryside

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
What causes someone to stop driving immediately?,driving,train-00000-of-00001,C,"Question:
What causes someone to stop driving immediately?

Which of the following is the best response to the question?

Choices:
A. traffic jams
B. wheels turning
C. lack of fuel
D. illness
E. tire wear

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
A lack of belongings means you aren't what material items?,lack,train-00000-of-00001,E,"Question:
A lack of belongings means you aren't what material items?

Which of the following is the best response to the question?

Choices:
A. sufficient
B. plethora
C. lackbrain
D. enough
E. possessing

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
Where is a good place for a window in a house?,window,train-00000-of-00001,C,"Question:
Where is a good place for a window in a house?

Which of the following is the best response to the question?

Choices:
A. restroom
B. building
C. wall
D. classroom
E. space shuttle

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
Where is a fireplace likely to be a heat source?,fireplace,train-00000-of-00001,E,"Question:
Where is a fireplace likely to be a heat source?

Which of the following is the best response to the question?

Choices:
A. desert
B. home
C. family room
D. living room
E. cabin

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
Ballet dancing is a form of artistic what?,dancing,train-00000-of-00001,C,"Question:
Ballet dancing is a form of artistic what?

Which of the following is the best response to the question?

Choices:
A. swan lake
B. intercourse
C. expression
D. become tired
E. fatigue

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
Where would you put tin after you buy it?,tin,train-00000-of-00001,C,"Question:
Where would you put tin after you buy it?

Which of the following is the best response to the question?

Choices:
A. hardware store
B. antique store
C. shopping bag
D. shed
E. landfill

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
Where would you display a picture on a vertical surface?,picture,train-00000-of-00001,D,"Question:
Where would you display a picture on a vertical surface?

Which of the following is the best response to the question?

Choices:
A. shelf
B. desktop
C. editer
D. wall
E. art show

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
What happens when someone trips when going for run?,going for run,train-00000-of-00001,A,"Question:
What happens when someone trips when going for run?

Which of the following is the best response to the question?

Choices:
A. falling down
B. sweating
C. get tired
D. flying
E. working out

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
"Everybody is their own, all people are what?",all people,train-00000-of-00001,D,"Question:
Everybody is their own, all people are what?

Which of the following is the best response to the question?

Choices:
A. hurt
B. human
C. innocent until proven guilty
D. different
E. smile

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
Where do you typically use a tourniquet?,tourniquet,train-00000-of-00001,A,"Question:
Where do you typically use a tourniquet?

Which of the following is the best response to the question?

Choices:
A. hospital
B. ghetto
C. emergency kit
D. controlling bleeding
E. ambulance

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
What does running after balls lead to?,running after ball,train-00000-of-00001,B,"Question:
What does running after balls lead to?

Which of the following is the best response to the question?

Choices:
A. sweating
B. physical exertion
C. fitness
D. catching up with
E. sprinting

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
Why might someone decide on going to bed?,going to bed,train-00000-of-00001,A,"Question:
Why might someone decide on going to bed?

Which of the following is the best response to the question?

Choices:
A. drowsiness
B. rest
C. making love
D. pregnancy
E. sleeping in

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
Where would you put a vase on your wall?,vase,train-00000-of-00001,E,"Question:
Where would you put a vase on your wall?

Which of the following is the best response to the question?

Choices:
A. cabinet
B. windowsill
C. table
D. fall off shelf
E. shelf

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
Where in your pants would you keep a kleenex?,kleenex,train-00000-of-00001,A,"Question:
Where in your pants would you keep a kleenex?

Which of the following is the best response to the question?

Choices:
A. pocket
B. box
C. blow nose
D. purse
E. bag

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
What is water rapids that are choppy considered?,water,train-00000-of-00001,B,"Question:
What is water rapids that are choppy considered?

Which of the following is the best response to the question?

Choices:
A. blue
B. dangerous
C. surface of earth
D. shaky
E. important

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
If you answering questions you only get credit if you're what?,answering questions,train-00000-of-00001,B,"Question:
If you answering questions you only get credit if you're what?

Which of the following is the best response to the question?

Choices:
A. teaching
B. correct
C. satisfaction
D. clear
E. discussion

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
Where are you likely to find more than one parking lot?,parking lot,train-00000-of-00001,E,"Question:
Where are you likely to find more than one parking lot?

Which of the following is the best response to the question?

Choices:
A. shopping center
B. airport
C. circus
D. town
E. city

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
What kind of place could have thousands of statue?,statue,train-00000-of-00001,C,"Question:
What kind of place could have thousands of statue?

Which of the following is the best response to the question?

Choices:
A. church
B. theatre
C. large city
D. water fountain
E. central park

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
What can be used to carry a small dog?,small dog,train-00000-of-00001,B,"Question:
What can be used to carry a small dog?

Which of the following is the best response to the question?

Choices:
A. swimming pool
B. basket
C. dog show
D. backyard
E. own home

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
What does answering questions correctly lead to?,answering questions,train-00000-of-00001,C,"Question:
What does answering questions correctly lead to?

Which of the following is the best response to the question?

Choices:
A. embarassment
B. children will learn
C. better grade
D. failure
E. discussion

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
What are most people trying to do when going on vacation?,going on vacation,train-00000-of-00001,C,"Question:
What are most people trying to do when going on vacation?

Which of the following is the best response to the question?

Choices:
A. panic
B. debate
C. having fun
D. debt
E. peace

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
Where is likely to have an open air market?,market,train-00000-of-00001,B,"Question:
Where is likely to have an open air market?

Which of the following is the best response to the question?

Choices:
A. city
B. village
C. field
D. rural area
E. buy fresh vegetables

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
Who is likely to use too much salt?,salt,train-00000-of-00001,B,"Question:
Who is likely to use too much salt?

Which of the following is the best response to the question?

Choices:
A. shaker
B. fast food restaurant
C. kitchen cupboard
D. people
E. table

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
Justin couldn't dance long because he experienced what?,dancing,train-00000-of-00001,C,"Question:
Justin couldn't dance long because he experienced what?

Which of the following is the best response to the question?

Choices:
A. meeting people
B. having fun
C. fatigue
D. manual
E. become tired

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
"Immediately after peeing, a person's bladder is what?",bladder,validation-00000-of-00001,B,"Question:
Immediately after peeing, a person's bladder is what?

Which of the following is the best response to the question?

Choices:
A. collapsed
B. empty
C. full
D. filled
E. stretchable

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
Where do bees spend time traveling?,bee,train-00000-of-00001,D,"Question:
Where do bees spend time traveling?

Which of the following is the best response to the question?

Choices:
A. in flower fields
B. orchard
C. field of flowers
D. sky
E. united states

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
Where can you buy a hairbrush along with bandages?,hairbrush,train-00000-of-00001,A,"Question:
Where can you buy a hairbrush along with bandages?

Which of the following is the best response to the question?

Choices:
A. drugstore
B. hospital
C. bedroom
D. car
E. house

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
What method of transportation uses air to float?,air,train-00000-of-00001,E,"Question:
What method of transportation uses air to float?

Which of the following is the best response to the question?

Choices:
A. surface of earth
B. supermarket
C. train station
D. space shuttle
E. balloon

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
Where are you likely to find an injured soldier?,soldier,train-00000-of-00001,B,"Question:
Where are you likely to find an injured soldier?

Which of the following is the best response to the question?

Choices:
A. helicopter
B. war zone
C. armored car
D. white house
E. battlefield

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
