question,question_concept,_split,answer,final_prompt,len_tk_qwen3_8b_instruct
"Susan was an ordinatry person, but her skills were not ordinary, they were what?",ordinary,train-00000-of-00001,A,"Question:
Susan was an ordinatry person, but her skills were not ordinary, they were what?

Which of the following is the best response to the question?

Choices:
A. exceptional
B. strange
C. spectacular
D. unusual
E. special

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
"I was at the swimming pool with other people focused on exercise, where was I?",swimming pool,train-00000-of-00001,B,"Question:
I was at the swimming pool with other people focused on exercise, where was I?

Which of the following is the best response to the question?

Choices:
A. resort hotel
B. ymca
C. california
D. school
E. kitchen

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
If you're pouring water over grounds what type of drink are you making?,water,train-00000-of-00001,A,"Question:
If you're pouring water over grounds what type of drink are you making?

Which of the following is the best response to the question?

Choices:
A. cup of coffee
B. brook
C. synagogue
D. tea
E. sink

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
"John was a servant, but he was paid for his work.  What was he?",servant,train-00000-of-00001,C,"Question:
John was a servant, but he was paid for his work.  What was he?

Which of the following is the best response to the question?

Choices:
A. in charge
B. boss
C. free person
D. queen
E. lord

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
What is a train-related expression for exhaustion?,exhaustion,train-00000-of-00001,B,"Question:
What is a train-related expression for exhaustion?

Which of the following is the best response to the question?

Choices:
A. have rest
B. run out of steam
C. go to sleep
D. tuckered out
E. stay in bed

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
"The merchant wanted to open in a high-traffic space, where did he rent space?",merchant,validation-00000-of-00001,A,"Question:
The merchant wanted to open in a high-traffic space, where did he rent space?

Which of the following is the best response to the question?

Choices:
A. mall
B. business
C. store
D. sale
E. sell goods

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
Where would you get an eyeglasses case if you do not have one?,eyeglasses case,train-00000-of-00001,C,"Question:
Where would you get an eyeglasses case if you do not have one?

Which of the following is the best response to the question?

Choices:
A. factory
B. bag
C. store
D. purse
E. shirt pocket

Reply with exactly one uppercase letter out of A, B, C, D or E.
",71
"The person deposited a check, what was she looking to do?",person,train-00000-of-00001,C,"Question:
The person deposited a check, what was she looking to do?

Which of the following is the best response to the question?

Choices:
A. go to bank
B. smell smoke
C. bank savings
D. promise to do
E. look angry

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
Frankie found a bone in her good.  It probably belonged to what?,bone,train-00000-of-00001,C,"Question:
Frankie found a bone in her good.  It probably belonged to what?

Which of the following is the best response to the question?

Choices:
A. father
B. arm
C. cow
D. museum
E. human body

Reply with exactly one uppercase letter out of A, B, C, D or E.
",71
Sex is often referred to being part of what for everyone?,sex,train-00000-of-00001,A,"Question:
Sex is often referred to being part of what for everyone?

Which of the following is the best response to the question?

Choices:
A. human experience
B. reproductive cycle
C. procreation
D. gaining strength
E. effect of insemination

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
What could happen after driving car that does not involve pain?,driving car,train-00000-of-00001,D,"Question:
What could happen after driving car that does not involve pain?

Which of the following is the best response to the question?

Choices:
A. automobile accidents
B. backache
C. eye strain
D. getting tired
E. car crash

Reply with exactly one uppercase letter out of A, B, C, D or E.
",71
"The man was sick of secular consumerism, what life did he seek instead?",secular,train-00000-of-00001,D,"Question:
The man was sick of secular consumerism, what life did he seek instead?

Which of the following is the best response to the question?

Choices:
A. eternal
B. married life
C. religious
D. monastic
E. unpredictable

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
What time period did mammoth's live in?,mammoth,train-00000-of-00001,D,"Question:
What time period did mammoth's live in?

Which of the following is the best response to the question?

Choices:
A. ancient times
B. museum exhibit
C. museum of natural history
D. prehistoric times
E. prehistory

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
If your resting and your eyes close what may you be doing?,resting,train-00000-of-00001,E,"Question:
If your resting and your eyes close what may you be doing?

Which of the following is the best response to the question?

Choices:
A. laziness
B. feel better
C. laying down
D. relaxation
E. falling asleep

Reply with exactly one uppercase letter out of A, B, C, D or E.
",71
If you tend to fiddle with your shoes they are likely what?,fiddle,train-00000-of-00001,D,"Question:
If you tend to fiddle with your shoes they are likely what?

Which of the following is the best response to the question?

Choices:
A. you're bored
B. stolen from the store
C. like music
D. uncomfortable
E. were bored

Reply with exactly one uppercase letter out of A, B, C, D or E.
",75
"The people began thanking each other, and they sealed the deal by doing what?",thanking,train-00000-of-00001,D,"Question:
The people began thanking each other, and they sealed the deal by doing what?

Which of the following is the best response to the question?

Choices:
A. feel good
B. appreciation
C. kissing
D. shake hands
E. smile

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
What can you use to get a jellyfish?,jellyfish,validation-00000-of-00001,C,"Question:
What can you use to get a jellyfish?

Which of the following is the best response to the question?

Choices:
A. adriatic sea
B. mediterranean sea
C. hand
D. see
E. atlantic ocean

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
What happens when you take a shower after going for a run?,going for run,train-00000-of-00001,A,"Question:
What happens when you take a shower after going for a run?

Which of the following is the best response to the question?

Choices:
A. feeling refreshed
B. becoming tired
C. restlessness
D. leg cramps
E. sweating

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
Where does a small farmer keep a potato after it's done growing?,potato,train-00000-of-00001,B,"Question:
Where does a small farmer keep a potato after it's done growing?

Which of the following is the best response to the question?

Choices:
A. root cellar
B. own kitchen
C. clam chowder
D. desk drawer
E. kitchen cabinet

Reply with exactly one uppercase letter out of A, B, C, D or E.
",75
What is the best way to learn new things from someoen else?,learn new,train-00000-of-00001,E,"Question:
What is the best way to learn new things from someoen else?

Which of the following is the best response to the question?

Choices:
A. go to school
B. be tutored
C. study
D. fun
E. ask questions

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
If you're lighting a candle to see what are you in?,candle,train-00000-of-00001,A,"Question:
If you're lighting a candle to see what are you in?

Which of the following is the best response to the question?

Choices:
A. dimly lit room
B. synagogue
C. sunlight
D. birthday cake
E. bedroom

Reply with exactly one uppercase letter out of A, B, C, D or E.
",71
Where would you look up what an anemone is?,anemone,train-00000-of-00001,D,"Question:
Where would you look up what an anemone is?

Which of the following is the best response to the question?

Choices:
A. oceanography
B. tide pool
C. south pacific
D. dictionary
E. sea water

Reply with exactly one uppercase letter out of A, B, C, D or E.
",71
"Where can you get on a highway in San Diego, Omaha, and Atlanta?",highway,train-00000-of-00001,D,"Question:
Where can you get on a highway in San Diego, Omaha, and Atlanta?

Which of the following is the best response to the question?

Choices:
A. repairs
B. desert
C. atlas
D. united states
E. countryside

Reply with exactly one uppercase letter out of A, B, C, D or E.
",71
"When helping soldiers in the middle of fighting, where do medics practice practice their craft?",death,train-00000-of-00001,B,"Question:
When helping soldiers in the middle of fighting, where do medics practice practice their craft?

Which of the following is the best response to the question?

Choices:
A. funeral
B. battlefield
C. hospital
D. war
E. safety tent

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
"Animals can be very primal, sometimes to prove themselves they what?",animals,train-00000-of-00001,A,"Question:
Animals can be very primal, sometimes to prove themselves they what?

Which of the following is the best response to the question?

Choices:
A. fight each other
B. need to eat
C. are territorial
D. feel pain
E. live lives

Reply with exactly one uppercase letter out of A, B, C, D or E.
",75
Joe hated taking phone calls during lunch.  He found anything that interrupted his meal to be a what?,taking phone call,train-00000-of-00001,E,"Question:
Joe hated taking phone calls during lunch.  He found anything that interrupted his meal to be a what?

Which of the following is the best response to the question?

Choices:
A. decisions
B. delight
C. communication
D. regret
E. irritation

Reply with exactly one uppercase letter out of A, B, C, D or E.
",75
Where did the compassionate farmer allow the heifer to reside during her last days?,heifer,train-00000-of-00001,B,"Question:
Where did the compassionate farmer allow the heifer to reside during her last days?

Which of the following is the best response to the question?

Choices:
A. cattle ranch
B. countryside
C. grocery store
D. slaughterhouse
E. dairy farm

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
"If I wanted to work a crossword puzzle, where might I find one?",puzzle,train-00000-of-00001,B,"Question:
If I wanted to work a crossword puzzle, where might I find one?

Which of the following is the best response to the question?

Choices:
A. playground
B. newspaper
C. kindergarten class
D. toy store
E. toy shop

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
"Sarah had a sharp mind, but she wasn't social. She was very what?",sharp,train-00000-of-00001,C,"Question:
Sarah had a sharp mind, but she wasn't social. She was very what?

Which of the following is the best response to the question?

Choices:
A. inaccurate
B. dull
C. inelegant
D. complimentary
E. boring

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
"The car hit the curb at high speed, what happened as a result?",car,train-00000-of-00001,D,"Question:
The car hit the curb at high speed, what happened as a result?

Which of the following is the best response to the question?

Choices:
A. go downtown
B. roll over
C. appear suddenly
D. bottom out
E. dissappeared

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
"The power went out, so why did the family use a candle?",candle,train-00000-of-00001,A,"Question:
The power went out, so why did the family use a candle?

Which of the following is the best response to the question?

Choices:
A. emit light
B. burn brightly
C. warmth
D. light house
E. fire hazard

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
If you break someone's nose while wrestling what will come out of it?,wrestling,train-00000-of-00001,E,"Question:
If you break someone's nose while wrestling what will come out of it?

Which of the following is the best response to the question?

Choices:
A. erections
B. wins
C. bruises
D. aches and pains
E. blood

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
"She considered a wig, her hair had begun to what up top?",hair,train-00000-of-00001,B,"Question:
She considered a wig, her hair had begun to what up top?

Which of the following is the best response to the question?

Choices:
A. composted
B. thin out
C. curl
D. worn free
E. fall out

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
"She wanted to get in shape, but she couldn't stay focused on the hour long what?",get in shape,validation-00000-of-00001,C,"Question:
She wanted to get in shape, but she couldn't stay focused on the hour long what?

Which of the following is the best response to the question?

Choices:
A. sweating
B. excercise
C. work out
D. video
E. swim

Reply with exactly one uppercase letter out of A, B, C, D or E.
",75
James saw a Koala while driving to work. Where might James live?,koala,train-00000-of-00001,B,"Question:
James saw a Koala while driving to work. Where might James live?

Which of the following is the best response to the question?

Choices:
A. wilderness
B. queensland
C. great outdoors
D. jungle
E. austrailia

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
What is it called when you slowly cook using a grill?,grill,train-00000-of-00001,E,"Question:
What is it called when you slowly cook using a grill?

Which of the following is the best response to the question?

Choices:
A. backyard
B. restaurant
C. crockpot
D. neighbor's house
E. barbeque

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
The horse was decorated because it was taking part in something. What was it in?,horse,train-00000-of-00001,B,"Question:
The horse was decorated because it was taking part in something. What was it in?

Which of the following is the best response to the question?

Choices:
A. countryside
B. parade
C. western movie
D. movies
E. rodeo

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
"If somebody is working at a reception desk, they are located at the front entrance of the what?",reception desk,validation-00000-of-00001,C,"Question:
If somebody is working at a reception desk, they are located at the front entrance of the what?

Which of the following is the best response to the question?

Choices:
A. motel
B. hostel
C. building
D. lobby
E. office park

Reply with exactly one uppercase letter out of A, B, C, D or E.
",75
After being stuck indoors all day breathing fresh air would lead to what?,breathing fresh air,train-00000-of-00001,E,"Question:
After being stuck indoors all day breathing fresh air would lead to what?

Which of the following is the best response to the question?

Choices:
A. feeling better
B. oxygen intake
C. think more clearly
D. happiness
E. feeling refreshed

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
"If someone is aloof and self-important, what is their experience when meeting people?",meeting people,train-00000-of-00001,D,"Question:
If someone is aloof and self-important, what is their experience when meeting people?

Which of the following is the best response to the question?

Choices:
A. stress
B. nervousness
C. smile
D. being bored
E. making new friends

Reply with exactly one uppercase letter out of A, B, C, D or E.
",75
Why would a band be performing when there are no people nearby?,band,validation-00000-of-00001,A,"Question:
Why would a band be performing when there are no people nearby?

Which of the following is the best response to the question?

Choices:
A. record album
B. play music
C. hold concert
D. blaring
E. practice

Reply with exactly one uppercase letter out of A, B, C, D or E.
",71
"When someone is watching a film like Saw, what are they likely experiencing?",watching film,train-00000-of-00001,B,"Question:
When someone is watching a film like Saw, what are they likely experiencing?

Which of the following is the best response to the question?

Choices:
A. they want to close their eyes
B. fear
C. like
D. being entertained
E. insight

Reply with exactly one uppercase letter out of A, B, C, D or E.
",75
Where can you get a bugle to take home with you?,bugle,train-00000-of-00001,B,"Question:
Where can you get a bugle to take home with you?

Which of the following is the best response to the question?

Choices:
A. farmer's wife
B. music store
C. military base
D. military band
E. american army

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
What do people fear when they speak of crossing over?,people,train-00000-of-00001,B,"Question:
What do people fear when they speak of crossing over?

Which of the following is the best response to the question?

Choices:
A. making cake
B. fear death
C. fight each other
D. talk to each other
E. race cars

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
If you are losing when competing how may you feel while admiring the opponents score?,competing,train-00000-of-00001,C,"Question:
If you are losing when competing how may you feel while admiring the opponents score?

Which of the following is the best response to the question?

Choices:
A. anger
B. wins
C. jealousy
D. see work
E. hatred

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
"The man closed his eyes as the music played, what effect did the music have?",music,validation-00000-of-00001,C,"Question:
The man closed his eyes as the music played, what effect did the music have?

Which of the following is the best response to the question?

Choices:
A. coma
B. enjoyable
C. soothing
D. universal
E. good or bad

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
"What room, that doesn't normally have a side chair, helps you work from home?",side chair,train-00000-of-00001,E,"Question:
What room, that doesn't normally have a side chair, helps you work from home?

Which of the following is the best response to the question?

Choices:
A. bedroom
B. bathroom
C. building
D. table
E. office

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
If you're known to buy presents for others often you would be called what?,buy presents for others,train-00000-of-00001,B,"Question:
If you're known to buy presents for others often you would be called what?

Which of the following is the best response to the question?

Choices:
A. go shopping
B. generous
C. earn money
D. have money
E. gift buyer

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
"He was good at traditional science but excelled at social science, his favorite subject was what?",science,train-00000-of-00001,B,"Question:
He was good at traditional science but excelled at social science, his favorite subject was what?

Which of the following is the best response to the question?

Choices:
A. geography
B. history studies
C. math
D. religion
E. dancing

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
What is a person going for a long walk in need of?,person,train-00000-of-00001,C,"Question:
What is a person going for a long walk in need of?

Which of the following is the best response to the question?

Choices:
A. roads
B. headache
C. comfortable shoes
D. slim waist
E. best things in life

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
"The pitcher stepped on the mound ready to throw, where was he located specifically?",mound,validation-00000-of-00001,E,"Question:
The pitcher stepped on the mound ready to throw, where was he located specifically?

Which of the following is the best response to the question?

Choices:
A. hell
B. baseball stadium
C. golf course
D. africa
E. baseball diamond

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
"The advertisement came in the form of a pop-up, where did it appear?",advertisement,validation-00000-of-00001,A,"Question:
The advertisement came in the form of a pop-up, where did it appear?

Which of the following is the best response to the question?

Choices:
A. web page
B. store
C. la ville
D. bus
E. email

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
Why might you be found grooming yourself in the mirror on the way out the door?,grooming,train-00000-of-00001,E,"Question:
Why might you be found grooming yourself in the mirror on the way out the door?

Which of the following is the best response to the question?

Choices:
A. cleanliness
B. mistakes
C. anxiety
D. beauty
E. neatness

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
"The child ran to fast and hit his foot on a rock, what happened next?",child,train-00000-of-00001,B,"Question:
The child ran to fast and hit his foot on a rock, what happened next?

Which of the following is the best response to the question?

Choices:
A. play tag
B. fall down
C. flying rock
D. breathe
E. become adult

Reply with exactly one uppercase letter out of A, B, C, D or E.
",75
"A cat can't talk, but a cat can what?",cat,train-00000-of-00001,B,"Question:
A cat can't talk, but a cat can what?

Which of the following is the best response to the question?

Choices:
A. sleep all day
B. meow
C. shed fur
D. see king
E. live many years

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
"The child had learned music by ear, he had never even seen it what?",music,train-00000-of-00001,B,"Question:
The child had learned music by ear, he had never even seen it what?

Which of the following is the best response to the question?

Choices:
A. opera
B. written on paper
C. composed
D. teacher
E. stolen

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
The water in clouds turn in to what when it gets cold?,water,validation-00000-of-00001,B,"Question:
The water in clouds turn in to what when it gets cold?

Which of the following is the best response to the question?

Choices:
A. typhoon
B. snowflake
C. laddle
D. teardrops
E. sink

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
"She used her connections to get an interview, where did she want to work?",connection,train-00000-of-00001,D,"Question:
She used her connections to get an interview, where did she want to work?

Which of the following is the best response to the question?

Choices:
A. wall
B. store
C. computer network
D. company
E. airport

Reply with exactly one uppercase letter out of A, B, C, D or E.
",71
"The difficulty of life was killing him, so what did he decide to do?",killing,train-00000-of-00001,A,"Question:
The difficulty of life was killing him, so what did he decide to do?

Which of the following is the best response to the question?

Choices:
A. suicide
B. grief
C. going to jail
D. not living
E. wrote his congressman

Reply with exactly one uppercase letter out of A, B, C, D or E.
",75
What do people who want to unwind by listening to music find music to be?,listening to music,train-00000-of-00001,E,"Question:
What do people who want to unwind by listening to music find music to be?

Which of the following is the best response to the question?

Choices:
A. enjoyable
B. fun
C. pleasurable
D. entertainment
E. relaxing

Reply with exactly one uppercase letter out of A, B, C, D or E.
",71
What city would you find a temple containing men with shaved heads?,temple,train-00000-of-00001,B,"Question:
What city would you find a temple containing men with shaved heads?

Which of the following is the best response to the question?

Choices:
A. jewish community
B. nepal
C. middle east
D. timbuktu
E. india

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
"Climbing is quite a talent, it requires the use of very particular whats?",climbing,train-00000-of-00001,E,"Question:
Climbing is quite a talent, it requires the use of very particular whats?

Which of the following is the best response to the question?

Choices:
A. strength
B. skill
C. experience
D. dexterity
E. muscles

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
"If changing society happens, what could be an outcome?",changing society,train-00000-of-00001,C,"Question:
If changing society happens, what could be an outcome?

Which of the following is the best response to the question?

Choices:
A. sometimes bad
B. acceptance
C. confusion and chaos
D. better standard of living
E. falling down

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
"The movie had many a song and dance, it was a what?",song,train-00000-of-00001,C,"Question:
The movie had many a song and dance, it was a what?

Which of the following is the best response to the question?

Choices:
A. bollywood
B. record
C. musical
D. jukebox
E. napster

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
Where can I find a steakhouse with a view of corn fields?,steak house,train-00000-of-00001,A,"Question:
Where can I find a steakhouse with a view of corn fields?

Which of the following is the best response to the question?

Choices:
A. nebraska
B. new york
C. mexico
D. home
E. utah

Reply with exactly one uppercase letter out of A, B, C, D or E.
",71
"If I am forgiving, what hidden force may be activated in my life?",forgiving,train-00000-of-00001,B,"Question:
If I am forgiving, what hidden force may be activated in my life?

Which of the following is the best response to the question?

Choices:
A. nice feeling
B. good karma
C. respect
D. new freedom
E. good heart

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
During what could you hear a viola along with many other types of instruments?,viola,train-00000-of-00001,D,"Question:
During what could you hear a viola along with many other types of instruments?

Which of the following is the best response to the question?

Choices:
A. viola case
B. concert
C. orchestra
D. symphony
E. string quartet

Reply with exactly one uppercase letter out of A, B, C, D or E.
",75
When you fight inflation you expect to see what at stores?,fight inflation,train-00000-of-00001,A,"Question:
When you fight inflation you expect to see what at stores?

Which of the following is the best response to the question?

Choices:
A. lower prices
B. raise interest rates
C. more demand
D. more money
E. have money

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
Where would acrobats sometimes use a launching platform when they perform?,launching platform,train-00000-of-00001,E,"Question:
Where would acrobats sometimes use a launching platform when they perform?

Which of the following is the best response to the question?

Choices:
A. lunch room
B. cape canaveral florida
C. space station
D. aircraft carrier
E. circus

Reply with exactly one uppercase letter out of A, B, C, D or E.
",75
Why do almost all people that take dance classes do it?,dance,train-00000-of-00001,C,"Question:
Why do almost all people that take dance classes do it?

Which of the following is the best response to the question?

Choices:
A. express yourself
B. am happy
C. like dancing
D. have fun
E. deepen relationship

Reply with exactly one uppercase letter out of A, B, C, D or E.
",71
"I'm having some food at my party, what will I need to serve it?",food,validation-00000-of-00001,E,"Question:
I'm having some food at my party, what will I need to serve it?

Which of the following is the best response to the question?

Choices:
A. zoo
B. pan
C. bowl
D. kitchen
E. spoon

Reply with exactly one uppercase letter out of A, B, C, D or E.
",71
"If you are chewing food, what broader activity would you be participating in?",chewing food,train-00000-of-00001,C,"Question:
If you are chewing food, what broader activity would you be participating in?

Which of the following is the best response to the question?

Choices:
A. grinding food
B. avoiding choking
C. eating
D. good digestion
E. sore mouth

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
On a hot day what can you do to enjoy something cool and sweet?,hot day,validation-00000-of-00001,E,"Question:
On a hot day what can you do to enjoy something cool and sweet?

Which of the following is the best response to the question?

Choices:
A. dive
B. cool off
C. fresh cake
D. go for swim
E. eat ice cream

Reply with exactly one uppercase letter out of A, B, C, D or E.
",75
"If you learn something about a person that you're talking to, what is it called?",talking,train-00000-of-00001,D,"Question:
If you learn something about a person that you're talking to, what is it called?

Which of the following is the best response to the question?

Choices:
A. communication
B. getting acquainted
C. listening to
D. revelation
E. conversation

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
What would happen to someone when he or she is finished going somewhere?,going somewhere,train-00000-of-00001,D,"Question:
What would happen to someone when he or she is finished going somewhere?

Which of the following is the best response to the question?

Choices:
A. going back somewhere.
B. getting there
C. having to travel
D. being there
E. get excited

Reply with exactly one uppercase letter out of A, B, C, D or E.
",75
Where would you expect to find a doctor on his day off?,doctor,train-00000-of-00001,A,"Question:
Where would you expect to find a doctor on his day off?

Which of the following is the best response to the question?

Choices:
A. golf course
B. medical school
C. emergency room
D. nursing home
E. relaxing

Reply with exactly one uppercase letter out of A, B, C, D or E.
",71
Dreaming scary things is likely to lead to waking up with a sense of this?,dreaming,train-00000-of-00001,C,"Question:
Dreaming scary things is likely to lead to waking up with a sense of this?

Which of the following is the best response to the question?

Choices:
A. sleepwalking
B. might awaken
C. fear
D. nightmares
E. hungry

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
"She was distracted in thought in class, she felt alone even what?",alone,train-00000-of-00001,E,"Question:
She was distracted in thought in class, she felt alone even what?

Which of the following is the best response to the question?

Choices:
A. with someone
B. many people
C. with others
D. surrounded
E. in crowd

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
A toddling child who is learning about the world is gaining what?,learning about world,train-00000-of-00001,C,"Question:
A toddling child who is learning about the world is gaining what?

Which of the following is the best response to the question?

Choices:
A. time
B. desire to travel
C. greater mobility
D. increased security
E. pleasure

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
"After the windstorm it needed replacing, he decided to get a heavier tile what?",tile,train-00000-of-00001,A,"Question:
After the windstorm it needed replacing, he decided to get a heavier tile what?

Which of the following is the best response to the question?

Choices:
A. roof
B. home
C. fabric
D. floor
E. computer game

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
"They needed grape juice for their party, they went to buy it and other snacks at the what?",grape,validation-00000-of-00001,E,"Question:
They needed grape juice for their party, they went to buy it and other snacks at the what?

Which of the following is the best response to the question?

Choices:
A. field
B. restaurant
C. salad
D. market
E. food store

Reply with exactly one uppercase letter out of A, B, C, D or E.
",75
What do marine life use to shelter themselves from a shark?,shark,train-00000-of-00001,A,"Question:
What do marine life use to shelter themselves from a shark?

Which of the following is the best response to the question?

Choices:
A. coral reef
B. television program
C. pacific ocean
D. open ocean
E. seaweed

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
"When one person is agreeing with another, they might say that they existing in what?",agreeing with,train-00000-of-00001,B,"Question:
When one person is agreeing with another, they might say that they existing in what?

Which of the following is the best response to the question?

Choices:
A. accord
B. harmony
C. problem
D. text
E. acceptance

Reply with exactly one uppercase letter out of A, B, C, D or E.
",71
"A traveler from Atlanta wants to meet friends in Hong Kong, so he drives where?",traveller,train-00000-of-00001,E,"Question:
A traveler from Atlanta wants to meet friends in Hong Kong, so he drives where?

Which of the following is the best response to the question?

Choices:
A. car
B. bus stop
C. subway
D. skateboard
E. airport

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
What have you done if something you do makes life harder for someone?,something you,train-00000-of-00001,E,"Question:
What have you done if something you do makes life harder for someone?

Which of the following is the best response to the question?

Choices:
A. baked biscuits
B. make progress
C. make haste
D. take time
E. make trouble

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
If you have cleaned off dust here it may be difficult to do your homework where?,dust,train-00000-of-00001,A,"Question:
If you have cleaned off dust here it may be difficult to do your homework where?

Which of the following is the best response to the question?

Choices:
A. desktop
B. closet
C. most buildings
D. surface of earth
E. stove

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
Jon put drops in his eyes so that they wouldn't do what?,eyes,train-00000-of-00001,D,"Question:
Jon put drops in his eyes so that they wouldn't do what?

Which of the following is the best response to the question?

Choices:
A. fill with tears
B. glass over
C. see work
D. dry out
E. fall out

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
"Humans have a long digestive tract, so what do they do?",humans,train-00000-of-00001,E,"Question:
Humans have a long digestive tract, so what do they do?

Which of the following is the best response to the question?

Choices:
A. ocean
B. hear sounds
C. play piano
D. eat meat
E. excrete

Reply with exactly one uppercase letter out of A, B, C, D or E.
",71
"If a person wants to buy a radio, where are they likely to go?",radio,train-00000-of-00001,C,"Question:
If a person wants to buy a radio, where are they likely to go?

Which of the following is the best response to the question?

Choices:
A. station
B. every car and house
C. shop
D. bedroom
E. space shuttle

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
What is it necessary to do before beginning work on a computer?,beginning work,train-00000-of-00001,B,"Question:
What is it necessary to do before beginning work on a computer?

Which of the following is the best response to the question?

Choices:
A. scream for hours on end
B. sitting down
C. panic
D. tiredness
E. procrastination

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
What does a ferret like to crawl up?,ferret,train-00000-of-00001,E,"Question:
What does a ferret like to crawl up?

Which of the following is the best response to the question?

Choices:
A. great britain
B. mother's hair
C. petting zoo
D. building
E. trouser leg

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
Where can you work on needlepoint near the entrance of you home?,needlepoint,train-00000-of-00001,C,"Question:
Where can you work on needlepoint near the entrance of you home?

Which of the following is the best response to the question?

Choices:
A. sewing
B. frame
C. livingroom
D. sewing
E. artscraft store

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
Where would you get an action figure if you do not have one?,action figure,train-00000-of-00001,E,"Question:
Where would you get an action figure if you do not have one?

Which of the following is the best response to the question?

Choices:
A. eat cake
B. little boy's toy box
C. theater
D. bathtub
E. toy store

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
"Her voice lent her to the alto section, what group did she join?",alto,validation-00000-of-00001,C,"Question:
Her voice lent her to the alto section, what group did she join?

Which of the following is the best response to the question?

Choices:
A. symphony
B. concerto
C. choir
D. theater troupe
E. marching band

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
Max looked for the onions so that he could  made a stew.  Where might he have looked?,onions,train-00000-of-00001,C,"Question:
Max looked for the onions so that he could  made a stew.  Where might he have looked?

Which of the following is the best response to the question?

Choices:
A. market
B. pizza
C. refrigerator
D. servant
E. table

Reply with exactly one uppercase letter out of A, B, C, D or E.
",75
What can other person do to cheer a group up who are feeling down?,loneliness,train-00000-of-00001,C,"Question:
What can other person do to cheer a group up who are feeling down?

Which of the following is the best response to the question?

Choices:
A. socialize
B. meet people
C. make people laugh
D. tell jokes
E. meet friend

Reply with exactly one uppercase letter out of A, B, C, D or E.
",75
