question,subject,split,answer,final_prompt,len_tk_glm4_9b_chat
"What are some of the steps a person can take to prevent his house from being broken in while he or she is away? One step is to make sure that the house has a _ look. Living room shades could be pulled down only half-away. Bedrooms that usually have the shades pulled down at night should be left down. Another is to make sure that all outside looks are the dead-belt  type. Still another is to leave several low-watt  lights burning and make sure that one is in the kitchen. Lights that turn on and off automatically  are the best. Then, too, it is a good idea to leave a radio turned into a talking station. Any type of conversation makes a burglar  think twice before trying to enter. Finally, while away on vacation, make sure that nothing collected in the front or back of the house. Make certain that the newspaper is stopped and that a trusted neighbor has been asked to pick up the posts. The most important room to leave a light burning in is the   _  .",,auxiliary_train-00000-of-00001,D,"What are some of the steps a person can take to prevent his house from being broken in while he or she is away? One step is to make sure that the house has a _ look. Living room shades could be pulled down only half-away. Bedrooms that usually have the shades pulled down at night should be left down. Another is to make sure that all outside looks are the dead-belt  type. Still another is to leave several low-watt  lights burning and make sure that one is in the kitchen. Lights that turn on and off automatically  are the best. Then, too, it is a good idea to leave a radio turned into a talking station. Any type of conversation makes a burglar  think twice before trying to enter. Finally, while away on vacation, make sure that nothing collected in the front or back of the house. Make certain that the newspaper is stopped and that a trusted neighbor has been asked to pick up the posts. The most important room to leave a light burning in is the   _  .

Choices:
A. bedroom
B. bathroom
C. living-room
D. kitchen

Reply with exactly one uppercase letter out of A, B, C, or D.
",247
"A boy who was cleaning shoes in the street said to a young man passing by, ""Let me clean your shoes."" The young man said, ""No, thank you."" ""You may pay me only a pound, sir,"" said the boy. But the young man refused  again. Then the boy told him that he would clean his shoes for nothing. The young man agreed to this, and soon one of his shoes was shining brightly. The man put the other shoe on the boy, but the boy refused to clean it unless  he was paid two pounds for his work. The young man refused to pay anything and went away. But the dirty one looked so bad that he couldn't walk away. He had to turn back and gave the boy two pounds. In a very short time his shoes shone brightly. What do you think of the boy?",,auxiliary_train-00000-of-00001,D,"A boy who was cleaning shoes in the street said to a young man passing by, ""Let me clean your shoes."" The young man said, ""No, thank you."" ""You may pay me only a pound, sir,"" said the boy. But the young man refused  again. Then the boy told him that he would clean his shoes for nothing. The young man agreed to this, and soon one of his shoes was shining brightly. The man put the other shoe on the boy, but the boy refused to clean it unless  he was paid two pounds for his work. The young man refused to pay anything and went away. But the dirty one looked so bad that he couldn't walk away. He had to turn back and gave the boy two pounds. In a very short time his shoes shone brightly. What do you think of the boy?

Choices:
A. Generous.
B. Hard-working.
C. Polite.
D. Smart.

Reply with exactly one uppercase letter out of A, B, C, or D.
",213
Which of the following statements does NOT characterize arms control as a strategic policy?,security_studies,test-00000-of-00001,D,"Which of the following statements does NOT characterize arms control as a strategic policy?

Choices:
A. Arms control is an example of cooperative security, designed to address the problems associated with the security dilemma.
B. Policies of arms control and disarmament was pursued during the Cold War in an attempt to achieve security.
C. Arms control does not challenge the central role of weaponry and military power in the international system, instead focusing on the problems produced by specific weapon systems and relationships.
D. After its successful application during the Cold War, arms control has retained its momentum and applicability in the contemporary security environment.

Reply with exactly one uppercase letter out of A, B, C, or D.
",139
"A beautiful and very successful actress   was the star for a new musical show. Her home was in the countryside, but she did not want to go back there every night, so she bought an expensive house in the centre of the city, got some beautiful furniture and got a man to paint the rooms in new colours. It was very difficult to get tickets for her show, because everybody wanted to see it. So she decided to give the painter two of the best seats. She hoped that this would make him work better for her. He took the tickets without saying anything, and she heard no more about them until the end of the month, when she got the painter's bill  . At the bottom of it were these words: "" Four hours watching Miss Hall sing and dance : 3 pounds,"" with this note: "" After 5 p.m. I get 15 shillings   an hour instead of 10 shillings."" . It can be learned from the text that one pound is  _   shillings.",,auxiliary_train-00000-of-00001,C,"A beautiful and very successful actress   was the star for a new musical show. Her home was in the countryside, but she did not want to go back there every night, so she bought an expensive house in the centre of the city, got some beautiful furniture and got a man to paint the rooms in new colours. It was very difficult to get tickets for her show, because everybody wanted to see it. So she decided to give the painter two of the best seats. She hoped that this would make him work better for her. He took the tickets without saying anything, and she heard no more about them until the end of the month, when she got the painter's bill  . At the bottom of it were these words: "" Four hours watching Miss Hall sing and dance : 3 pounds,"" with this note: "" After 5 p.m. I get 15 shillings   an hour instead of 10 shillings."" . It can be learned from the text that one pound is  _   shillings.

Choices:
A. 10
B. 12
C. 20
D. 15

Reply with exactly one uppercase letter out of A, B, C, or D.
",250
"Some students think it difficult to learn English well. That's because they don't find the right way. I think reading is very important for students. The more you read, the better you'll understand. Reading is helpful to listening, speaking and writing. If you often read English aloud, you'll improve your listening. On the other hand, listening a lot can help you to read better. Reading English everywhere when you are free, if you wish. You can get a lot of knowledge when you read. Sometimes you need to express your ideas, you can either speak or write. That means you are using what you learned from reading. The same as Chinese, the more you read, the better you can write. If you want to remember something, you should read again and again. So from now on, you'd better do more reading. It's a good way to learn English well. The writer thinks   _   is a good way to learn English well.",,auxiliary_train-00000-of-00001,B,"Some students think it difficult to learn English well. That's because they don't find the right way. I think reading is very important for students. The more you read, the better you'll understand. Reading is helpful to listening, speaking and writing. If you often read English aloud, you'll improve your listening. On the other hand, listening a lot can help you to read better. Reading English everywhere when you are free, if you wish. You can get a lot of knowledge when you read. Sometimes you need to express your ideas, you can either speak or write. That means you are using what you learned from reading. The same as Chinese, the more you read, the better you can write. If you want to remember something, you should read again and again. So from now on, you'd better do more reading. It's a good way to learn English well. The writer thinks   _   is a good way to learn English well.

Choices:
A. the better you write
B. doing more reading
C. the more you remember
D. the more you write

Reply with exactly one uppercase letter out of A, B, C, or D.
",243
"Good afternoon! My name is Sarah. I'm twelve. I'm a student. Nice to meet you! Look at this. What's this in English? Oh, it's a pencil case  . It's red. What's in it? Look! This is a ruler. It's green. This is an eraser. It's white. This is a pen. It's yellow. My pencil case is new and it is very nice. I like it very much. Tomorrow is Saturday. It's a hot day. Let me go swimming. I like summer. Sarh's pencil case is   _  .",,auxiliary_train-00000-of-00001,C,"Good afternoon! My name is Sarah. I'm twelve. I'm a student. Nice to meet you! Look at this. What's this in English? Oh, it's a pencil case  . It's red. What's in it? Look! This is a ruler. It's green. This is an eraser. It's white. This is a pen. It's yellow. My pencil case is new and it is very nice. I like it very much. Tomorrow is Saturday. It's a hot day. Let me go swimming. I like summer. Sarh's pencil case is   _  .

Choices:
A. white
B. yellow
C. red
D. black

Reply with exactly one uppercase letter out of A, B, C, or D.
",163
"Hi! We are Lucy and Lily. We are sisters. We are studying in a high school. We are always wanting the weekends to come. Because on weekends there are different kinds of outdoor activities, such as going to the park, going shopping, playing ball games and so on. We usually go to the park on Saturdays. We often take some bread, meat, water and milk with us. It's Saturday today. We are in the park again. Father is fishing in a boat on the lake . Mother is sitting and reading under the tree. Now we are drinking some water. Do you think we are happy? What do Lucy and Lily usually do on Saturdays?",,auxiliary_train-00000-of-00001,B,"Hi! We are Lucy and Lily. We are sisters. We are studying in a high school. We are always wanting the weekends to come. Because on weekends there are different kinds of outdoor activities, such as going to the park, going shopping, playing ball games and so on. We usually go to the park on Saturdays. We often take some bread, meat, water and milk with us. It's Saturday today. We are in the park again. Father is fishing in a boat on the lake . Mother is sitting and reading under the tree. Now we are drinking some water. Do you think we are happy? What do Lucy and Lily usually do on Saturdays?

Choices:
A. Play ball games.
B. Go to the park.
C. Go for a picnic.
D. Go shopping.

Reply with exactly one uppercase letter out of A, B, C, or D.
",181
"Valentine's Day is on February 14th every year.  On this day, people send valentines to their loved ones. Valentine's Day is a special time to tell how much you care about a person. Many people send candy in hearted shaped boxes to people they love. Flowers are also presents that people send on Valentine's Day. Valentine cards with words are often used by many people. Can you guess who gets the greatest number of Valentine cards in the USA each year? Is It mother or father, sister or brother? Is it uncle or aunt? Is it the special friend? No, it isn't! Mothers get a lot of cards, but school teachers get the most each year. Do you know who sends the most? Children do. Children send five times as many on February 14 th as adults do. This passage is mainly about   _   .",,auxiliary_train-00000-of-00001,C,"Valentine's Day is on February 14th every year.  On this day, people send valentines to their loved ones. Valentine's Day is a special time to tell how much you care about a person. Many people send candy in hearted shaped boxes to people they love. Flowers are also presents that people send on Valentine's Day. Valentine cards with words are often used by many people. Can you guess who gets the greatest number of Valentine cards in the USA each year? Is It mother or father, sister or brother? Is it uncle or aunt? Is it the special friend? No, it isn't! Mothers get a lot of cards, but school teachers get the most each year. Do you know who sends the most? Children do. Children send five times as many on February 14 th as adults do. This passage is mainly about   _   .

Choices:
A. candy and flowers
B. parents and children
C. valentines and their receivers
D. the teachers in the USA

Reply with exactly one uppercase letter out of A, B, C, or D.
",228
"Cinemark Theatre                       Cinemark Theatre So Young                             America Dreams in China May 29~June 2:                        June 6~17(not June 10, 11, 12, 15) Evenings at 7.15 p.m. (May 29 at 7 p.m.)       June 6, 7, 8, 9, 16 at 7.45 p.m. Tickets                                 June 17 at 5 p.m. Weekdays: $27                          June 13, 14 at 8.00 p.m. Sunday: $29                            Tickets Weekdays: $24 Sat. & Sun. : $26 Cinemark discount  card: 20% off 3 tickets If you want to watch America Dreams in China, you can go to Cinemark Theatre on   _  .",,auxiliary_train-00000-of-00001,D,"Cinemark Theatre                       Cinemark Theatre So Young                             America Dreams in China May 29~June 2:                        June 6~17(not June 10, 11, 12, 15) Evenings at 7.15 p.m. (May 29 at 7 p.m.)       June 6, 7, 8, 9, 16 at 7.45 p.m. Tickets                                 June 17 at 5 p.m. Weekdays: $27                          June 13, 14 at 8.00 p.m. Sunday: $29                            Tickets Weekdays: $24 Sat. & Sun. : $26 Cinemark discount  card: 20% off 3 tickets If you want to watch America Dreams in China, you can go to Cinemark Theatre on   _  .

Choices:
A. May 29
B. June 5
C. June 15
D. June 16

Reply with exactly one uppercase letter out of A, B, C, or D.
",217
"A state has recently enacted a statute that provides no person or company may be awarded any state construction contract unless the person or company agrees to hire only citizens of the state. The primary purpose of the statute is to help alleviate the state's high rate of unemployment. Which of the following, if established, is the strongest argument in support of the statute if it is attacked as violating the commerce clause?",professional_law,test-00000-of-00001,C,"A state has recently enacted a statute that provides no person or company may be awarded any state construction contract unless the person or company agrees to hire only citizens of the state. The primary purpose of the statute is to help alleviate the state's high rate of unemployment. Which of the following, if established, is the strongest argument in support of the statute if it is attacked as violating the commerce clause?

Choices:
A. The statute will help racial minorities living in the state obtain gainful employment.
B. The state has the highest unemployment rate in the country.
C. If the state uses its own taxpayer funds to purchase construction materials, it is responsible for creating demand for the required labor.
D. The statute was overwhelmingly adopted by the voters of the state.

Reply with exactly one uppercase letter out of A, B, C, or D.
",170
"In the past few years development in medical technology has made it possible for people to live longer than in the past. New medicines and machines are being developed every day to extend  life. However, some people, including some doctors, are not in favor of  these life extending measures, and they argue that people should have the right to die when they want to. They say that the quality of life is as important as life itself and that people should not be forced to go on living when conditions of life have become terrible. They say that people should be allowed to die with dignity   and to decide when they want to die. Others argue that life under any conditions is better than death and that the duty of doctors is always to extend life as long as possible. And so the argument goes on and on without a final answer. According to some people whether a dying patient has the right to die or not is decided by   _   .",,auxiliary_train-00000-of-00001,D,"In the past few years development in medical technology has made it possible for people to live longer than in the past. New medicines and machines are being developed every day to extend  life. However, some people, including some doctors, are not in favor of  these life extending measures, and they argue that people should have the right to die when they want to. They say that the quality of life is as important as life itself and that people should not be forced to go on living when conditions of life have become terrible. They say that people should be allowed to die with dignity   and to decide when they want to die. Others argue that life under any conditions is better than death and that the duty of doctors is always to extend life as long as possible. And so the argument goes on and on without a final answer. According to some people whether a dying patient has the right to die or not is decided by   _   .

Choices:
A. the doctors
B. the head of the hospital
C. his or her family
D. the patient himself or herself

Reply with exactly one uppercase letter out of A, B, C, or D.
",237
"One day a poor man was cutting a big piece of wood near a river. Suddenly his old axe fell into the water. He felt very sad because he lost his only axe. Then all at once a beautiful fairy came out and asked the man what was the matter. ""I have lost my axe, ""he said. It fell into the water when I was cutting the wood. The fairy showed him a gold axe and asked, ""Is this yours?"". ""No,"" said the man. The fairy then showed him a silver axe and asked again, ""Is this yours?"" ""No,"" again answered the man. Then she showed him the old axe. ""Yes, that is mine,""called out the happy man. ""I know that well enough,"" said the fairy.""I only wanted to see if you would tell me the truth, and now I'll give you the gold axe and the silver axe besides your own one."" The fairy helped the man because he was   _   man.",,auxiliary_train-00000-of-00001,D,"One day a poor man was cutting a big piece of wood near a river. Suddenly his old axe fell into the water. He felt very sad because he lost his only axe. Then all at once a beautiful fairy came out and asked the man what was the matter. ""I have lost my axe, ""he said. It fell into the water when I was cutting the wood. The fairy showed him a gold axe and asked, ""Is this yours?"". ""No,"" said the man. The fairy then showed him a silver axe and asked again, ""Is this yours?"" ""No,"" again answered the man. Then she showed him the old axe. ""Yes, that is mine,""called out the happy man. ""I know that well enough,"" said the fairy.""I only wanted to see if you would tell me the truth, and now I'll give you the gold axe and the silver axe besides your own one."" The fairy helped the man because he was   _   man.

Choices:
A. an old
B. a young
C. a poor
D. an honest

Reply with exactly one uppercase letter out of A, B, C, or D.
",242
"Dick's grandmother is very rich . She has many shops. The old woman begins to learn drawing when she is sixty years old. And she loves it very much. She draws a lot of pictures for twelve years. One day, the old woman is ill. She stays in hospital. Before she dies, she says to Dick,"" I want to give my picture to a school. Then the students will remember me forever . But I don't know which school I'll give them to. Can you help me?"" ""Well"" says Dick,"" You can give them to a blind   school!"" Dick's grandmother likes   _   pictures.",,auxiliary_train-00000-of-00001,C,"Dick's grandmother is very rich . She has many shops. The old woman begins to learn drawing when she is sixty years old. And she loves it very much. She draws a lot of pictures for twelve years. One day, the old woman is ill. She stays in hospital. Before she dies, she says to Dick,"" I want to give my picture to a school. Then the students will remember me forever . But I don't know which school I'll give them to. Can you help me?"" ""Well"" says Dick,"" You can give them to a blind   school!"" Dick's grandmother likes   _   pictures.

Choices:
A. buying
B. selling
C. drawing
D. teaching how to draw

Reply with exactly one uppercase letter out of A, B, C, or D.
",167
"Mrs Green lives in a small village. Her husband is dead, but she has one son. His name is Jack. He is twenty-one. He worked in a shop in the village and lived with his mother, but then he finds a job in a faraway town named Green Sea. He goes and lives there. Mrs Green is not happy about it. One day Mrs Green is angry. She gets on a train and goes to her son's house in Green Sea. Then she says to him, ""Jack, why do you never telephone me?"" Jack smiles, ""But, Mother, you don't have a telephone."" ""No,"" she answers, ""I don't have, but you have one!"" That day Mrs Green goes to Green Sea  _  .",,auxiliary_train-00000-of-00001,B,"Mrs Green lives in a small village. Her husband is dead, but she has one son. His name is Jack. He is twenty-one. He worked in a shop in the village and lived with his mother, but then he finds a job in a faraway town named Green Sea. He goes and lives there. Mrs Green is not happy about it. One day Mrs Green is angry. She gets on a train and goes to her son's house in Green Sea. Then she says to him, ""Jack, why do you never telephone me?"" Jack smiles, ""But, Mother, you don't have a telephone."" ""No,"" she answers, ""I don't have, but you have one!"" That day Mrs Green goes to Green Sea  _  .

Choices:
A. by bike
B. by train
C. by air
D. by bus

Reply with exactly one uppercase letter out of A, B, C, or D.
",196
"What would turkeys do if they could think like us? Maybe the first thing is to run away from our dinner! That's the idea of Reggie and Jake. They are two turkeys in the new movie Free Birds (<<>> ). On Thanksgiving Day, people in the United States eat turkeys. But why? Reggie and Jake want a change. In a time machine, they go back to the first Thanksgiving in 1621. Reggie liked to be alone  . But this time, he learns to become part of a team to make a big change. What does Reggie learn on their adventure ?",,auxiliary_train-00000-of-00001,C,"What would turkeys do if they could think like us? Maybe the first thing is to run away from our dinner! That's the idea of Reggie and Jake. They are two turkeys in the new movie Free Birds (<<>> ). On Thanksgiving Day, people in the United States eat turkeys. But why? Reggie and Jake want a change. In a time machine, they go back to the first Thanksgiving in 1621. Reggie liked to be alone  . But this time, he learns to become part of a team to make a big change. What does Reggie learn on their adventure ?

Choices:
A. Keep as the dinner
B. Be alone
C. Work together
D. We don't know

Reply with exactly one uppercase letter out of A, B, C, or D.
",166
"Mr.Brown was traveling by train.He was very hungry.The train stopped at a small station.He wanted to buy some cakes to eat very much.But it rained hard.So he wanted someone to help him.Then a little boy came here.Mr.Brown asked him to buy cakes for him.He gave the little boy some money and said,""Go and buy two cakes with the money.One cake is for me,and the other is for you."" The little boy was happy and ran to buy cakes in the rain.A few minutes later the boy came back.He said to Mr.Brown,""I'm very sorry,sir.I eat the last cake.It's fifty fen.And it's very delicious.Thank you very much.Here is your fifty fen."" How much money did Mr.Brown give to the boy?",,auxiliary_train-00000-of-00001,A,"Mr.Brown was traveling by train.He was very hungry.The train stopped at a small station.He wanted to buy some cakes to eat very much.But it rained hard.So he wanted someone to help him.Then a little boy came here.Mr.Brown asked him to buy cakes for him.He gave the little boy some money and said,""Go and buy two cakes with the money.One cake is for me,and the other is for you."" The little boy was happy and ran to buy cakes in the rain.A few minutes later the boy came back.He said to Mr.Brown,""I'm very sorry,sir.I eat the last cake.It's fifty fen.And it's very delicious.Thank you very much.Here is your fifty fen."" How much money did Mr.Brown give to the boy?

Choices:
A. One yuan.
B. Two yuan.
C. Fifty fen.
D. Fifty yuan.

Reply with exactly one uppercase letter out of A, B, C, or D.
",199
"Hi, I am Grace. I have some nice photos. The first is the photo of my family. The boy is my brother, Bill and the girl is me. And these are my parents. Now we are in Bill's room. We can see his model phone on the bed. His brown trousers are also on it, under his phone. The second is photo of my friend. Her name is Helen. She's 14. And we are the same age. Helen has hat. But the hat is on the floor. It looks like my black cat. In the third photo is my cousin, David. He is in the library. He has some books on the desk. They are all about dogs. Do you know why? Bill's trousers are  _  .",,auxiliary_train-00000-of-00001,A,"Hi, I am Grace. I have some nice photos. The first is the photo of my family. The boy is my brother, Bill and the girl is me. And these are my parents. Now we are in Bill's room. We can see his model phone on the bed. His brown trousers are also on it, under his phone. The second is photo of my friend. Her name is Helen. She's 14. And we are the same age. Helen has hat. But the hat is on the floor. It looks like my black cat. In the third photo is my cousin, David. He is in the library. He has some books on the desk. They are all about dogs. Do you know why? Bill's trousers are  _  .

Choices:
A. on the bed
B. on the desk
C. on the floor
D. on the phone

Reply with exactly one uppercase letter out of A, B, C, or D.
",202
"Movies are great things. They have a long time. They tell us many things. There are funny movies, scary movies and also exciting movies. Different people like different kinds of movies. Comedies are welcomed by the people of all ages. Usually old people also like Beijing Operas and documentaries. Young people, especially  boys like action movies and thrillers. They also like western movies. In western movies they learn something about the life of the cowboys  in western countries, like the USA. Go to movies in the cinema or stay at home to watch them on TV. You can learn a lot. Western movies are about the life of the   _   boys.",,auxiliary_train-00000-of-00001,C,"Movies are great things. They have a long time. They tell us many things. There are funny movies, scary movies and also exciting movies. Different people like different kinds of movies. Comedies are welcomed by the people of all ages. Usually old people also like Beijing Operas and documentaries. Young people, especially  boys like action movies and thrillers. They also like western movies. In western movies they learn something about the life of the cowboys  in western countries, like the USA. Go to movies in the cinema or stay at home to watch them on TV. You can learn a lot. Western movies are about the life of the   _   boys.

Choices:
A. Chinese
B. school
C. American
D. English

Reply with exactly one uppercase letter out of A, B, C, or D.
",173
"This question refers to the following information.
At last it seems to me that I have come to understand why man is the most fortunate of all creatures and consequently worthy of all admiration. … The nature of all other beings is limited. … Imagine! The great generosity of God! The happiness of man! To man it is allowed to be whatever he chooses to be!
Pico della Mirandola, Oration on the Dignity of Man, 1486
From the passage, one may infer that Pico was participating in which cultural movement?",high_school_european_history,test-00000-of-00001,A,"This question refers to the following information.
At last it seems to me that I have come to understand why man is the most fortunate of all creatures and consequently worthy of all admiration. … The nature of all other beings is limited. … Imagine! The great generosity of God! The happiness of man! To man it is allowed to be whatever he chooses to be!
Pico della Mirandola, Oration on the Dignity of Man, 1486
From the passage, one may infer that Pico was participating in which cultural movement?

Choices:
A. The Renaissance
B. The Reformation
C. The Scientific Revolution
D. The Enlightenment

Reply with exactly one uppercase letter out of A, B, C, or D.
",154
"Socrates' claim that ""the unexamined life is not worth living"" is often cited as a central theme in the activities of people.  By it, Socrates is typically understood to mean that:",philosophy,test-00000-of-00001,C,"Socrates' claim that ""the unexamined life is not worth living"" is often cited as a central theme in the activities of people.  By it, Socrates is typically understood to mean that:

Choices:
A. it is sometimes simply not worth all the effort of examining life and its problems in great detail; sometimes it is better simply to ""go with the flow.""
B. while taking a reflective attitude toward life is interesting and even sometimes important, most of what makes life worth living is not worth examining.
C. simply doing whatever everyone else does without thinking about why we should do what we do can hardly be thought of as worthwhile, noble, or admirable.
D. it is a waste of time to sit around thinking about whether life is worth living; we should leave such reflection to talk-show hosts, political figures, and religious leaders.

Reply with exactly one uppercase letter out of A, B, C, or D.
",191
"Han Dan comes from China, she is a clever and beautiful girl. She studies in a middle school. She has four pen pals. They are from different countries and like different animals. Linda is from America. Her favorite animal is the penguin. The penguin likes ice very much. Lily comes from Australia .The koala is her favorite animal. The koala likes to eat leaves. And it sleeps all day, but it gets up at night. Bob is from India. His favorite animal is the elephant. Grass is the elephant's favorite food. Tom is a Canadian  boy. He likes the tiger best. The tiger likes to eat meat. What is Han Dan's favorite animal? It is the panda. Bamboo is panda's favorite. What do penguins like best?    _  .",,auxiliary_train-00000-of-00001,A,"Han Dan comes from China, she is a clever and beautiful girl. She studies in a middle school. She has four pen pals. They are from different countries and like different animals. Linda is from America. Her favorite animal is the penguin. The penguin likes ice very much. Lily comes from Australia .The koala is her favorite animal. The koala likes to eat leaves. And it sleeps all day, but it gets up at night. Bob is from India. His favorite animal is the elephant. Grass is the elephant's favorite food. Tom is a Canadian  boy. He likes the tiger best. The tiger likes to eat meat. What is Han Dan's favorite animal? It is the panda. Bamboo is panda's favorite. What do penguins like best?    _  .

Choices:
A. Ice
B. Bamboos
C. leaves
D. Meat

Reply with exactly one uppercase letter out of A, B, C, or D.
",201
" Congress passes a law regulating the wholesale retail prices of ""every purchase or sale of oil, natural gas, and electric power made in the United States."" The strongest argument in support of the constitutionality of this statute is that",,auxiliary_train-00000-of-00001,D," Congress passes a law regulating the wholesale retail prices of ""every purchase or sale of oil, natural gas, and electric power made in the United States."" The strongest argument in support of the constitutionality of this statute is that

Choices:
A. the Constitution expressly empowers Congress to enact laws for ""the general welfare."" 
B. Congress has the authority to regulate such products' interstate transportation and importation from abroad.
C. Congress may regulate the prices of every purchase and sale of goods and services made in this country, because commerce includes buying and selling. 
D. in inseverable aggregates, the domestic purchases or sales of such products affect interstate or foreign commerce

Reply with exactly one uppercase letter out of A, B, C, or D.
",154
"The Pentagon has recently released a civil defense plan in the event of nuclear war. According to the Pentagon's study, certain essential citizens would be evacuated once it was determined that a nuclear war was imminent. Essential citizens would include scientists, carpenters, and the young. The study also recommended that certain non-essential citizens such as the elderly, the infirm, and persons in penal institutions not be evacuated since their future contributions would be less important in the rebuilding of the country following a nuclear war. An employee of the Pentagon, was instructed to conduct a public opinion survey regarding the controversial plan. Pentagon officials directed the employee to interview citizens in a door-to- door canvass to determine public opinion for the civil defense plan. After the employee conducted his door-to-door interview canvassing, he was prosecuted for not obtaining prior consent of the citizens he interviewed. The employee's strongest argument is that the prosecution",professional_law,validation-00000-of-00001,B,"The Pentagon has recently released a civil defense plan in the event of nuclear war. According to the Pentagon's study, certain essential citizens would be evacuated once it was determined that a nuclear war was imminent. Essential citizens would include scientists, carpenters, and the young. The study also recommended that certain non-essential citizens such as the elderly, the infirm, and persons in penal institutions not be evacuated since their future contributions would be less important in the rebuilding of the country following a nuclear war. An employee of the Pentagon, was instructed to conduct a public opinion survey regarding the controversial plan. Pentagon officials directed the employee to interview citizens in a door-to- door canvass to determine public opinion for the civil defense plan. After the employee conducted his door-to-door interview canvassing, he was prosecuted for not obtaining prior consent of the citizens he interviewed. The employee's strongest argument is that the prosecution

Choices:
A. violates his right to free speech.
B. violates the intergovernmental immunity of a federal employee.
C. deprives him of his employment interest without due process.
D. impairs the obligation of his employment contract.

Reply with exactly one uppercase letter out of A, B, C, or D.
",248
"I can't remember when I fell in love with music. Maybe it happened when I was feeling blue sometime long ago. I can't tell you exactly how music makes me feel better. But while listening to music, especially light music, it makes me feel calm and peaceful. Now I am listening to a song named Moon River. It is really a fantastic song. I didn't like this song at the beginning, but later I found its slow melody and beautiful lyrics deeply touching. ""Oh, dream maker, you heart breaker. Wherever you're going I'm going your way. Two drifters  are off  to see the world. There's such a lot of world to see."" Yes. Although there is a long way to go for the drifters and maybe there are many troubles ahead, he seems afraid of nothing. I like music. Music reminds me that human beings have a lot in common even if they come from different countries or backgrounds, because we all have the same feeling or understanding of melodies and words. The writer likes  _  music.",,auxiliary_train-00000-of-00001,B,"I can't remember when I fell in love with music. Maybe it happened when I was feeling blue sometime long ago. I can't tell you exactly how music makes me feel better. But while listening to music, especially light music, it makes me feel calm and peaceful. Now I am listening to a song named Moon River. It is really a fantastic song. I didn't like this song at the beginning, but later I found its slow melody and beautiful lyrics deeply touching. ""Oh, dream maker, you heart breaker. Wherever you're going I'm going your way. Two drifters  are off  to see the world. There's such a lot of world to see."" Yes. Although there is a long way to go for the drifters and maybe there are many troubles ahead, he seems afraid of nothing. I like music. Music reminds me that human beings have a lot in common even if they come from different countries or backgrounds, because we all have the same feeling or understanding of melodies and words. The writer likes  _  music.

Choices:
A. popular
B. light
C. classical
D. dance

Reply with exactly one uppercase letter out of A, B, C, or D.
",251
"If you go to England, you may want to visit Big Ben. Big Ben is not the name of a man but a name of the clock in London. It has a long history of about 150 years. It is at the north end of the Palace of Westminster . The big clock has four faces. So you can read the face of the chock everywhere.The hands of it are about four meters long.When the new year comes, it _ to welcome the start of the new year. There are also many fireworks over the clock tower. The big clock makes a very loud sound ""Ding dong.Ding dong""-the clock gives the sound every 15 minutes of an hour. How long are the hands of Big Ben?",,auxiliary_train-00000-of-00001,B,"If you go to England, you may want to visit Big Ben. Big Ben is not the name of a man but a name of the clock in London. It has a long history of about 150 years. It is at the north end of the Palace of Westminster . The big clock has four faces. So you can read the face of the chock everywhere.The hands of it are about four meters long.When the new year comes, it _ to welcome the start of the new year. There are also many fireworks over the clock tower. The big clock makes a very loud sound ""Ding dong.Ding dong""-the clock gives the sound every 15 minutes of an hour. How long are the hands of Big Ben?

Choices:
A. 2 meters
B. 4 meters
C. 15 meters
D. 16 meters

Reply with exactly one uppercase letter out of A, B, C, or D.
",192
"Mr Li is an office worker. He likes to tell us about his weekends. He often gets up at half past six on Sundays. He has breakfast first. Then he goes to the park near his home. He runs for about half an hour in the park. Then he goes to the bookshop to have a look at new books. He likes reading books. In the afternoon, he cleans his car. But sometimes he visits his friends, and he often plays basketball with them. He cooks dinner at home. In the evening, he looks for things on the Internet for about an hour. He enjoys his weekends. What time does Mr Li often get up on Sundays?",,auxiliary_train-00000-of-00001,B,"Mr Li is an office worker. He likes to tell us about his weekends. He often gets up at half past six on Sundays. He has breakfast first. Then he goes to the park near his home. He runs for about half an hour in the park. Then he goes to the bookshop to have a look at new books. He likes reading books. In the afternoon, he cleans his car. But sometimes he visits his friends, and he often plays basketball with them. He cooks dinner at home. In the evening, he looks for things on the Internet for about an hour. He enjoys his weekends. What time does Mr Li often get up on Sundays?

Choices:
A. At 6:00.
B. At 6:30.
C. At 7:00.
D. At 7:30.

Reply with exactly one uppercase letter out of A, B, C, or D.
",188
"Hi! My name is Martin. I come from the USA. I'm in Shanghai, China now . My telephone number is (021)83130761. I am in No. 6 Junior High School. I'm in Class Five, Grade Seven. Hu Jing and Xiao Bin are my Chinese friends. We're in the same school. We are all  thirteen . Miss Qiu is my English teacher. She has a round face, a big nose and big eyes. I like  her very much . ,. _",,auxiliary_train-00000-of-00001,C,"Hi! My name is Martin. I come from the USA. I'm in Shanghai, China now . My telephone number is (021)83130761. I am in No. 6 Junior High School. I'm in Class Five, Grade Seven. Hu Jing and Xiao Bin are my Chinese friends. We're in the same school. We are all  thirteen . Miss Qiu is my English teacher. She has a round face, a big nose and big eyes. I like  her very much . ,. _

Choices:
A. My Teacher
B. My Family
C. My Teacher and Me
D. My Friend and Me

Reply with exactly one uppercase letter out of A, B, C, or D.
",154
