ind,activity_label,ctx,answer,final_prompt,len_tk_glm4_9b_base
25855.0,Long jump,A man is seen running down a long track in slow motion. The man then leaps into the air and jumps into a sand pit. people,C,"Context:
""A man is seen running down a long track in slow motion. The man then leaps into the air and jumps into a sand pit. people""

Which of the following endings best completes the context?

Choices:
A. is seen running around the arena and a close up of the man.
B. run in and out of frame as he runs.
C. watch his jump on the side.
D. are seen standing around, cheering and the man tossing a javelin.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
48693.0,Kite flying,A man is seen standing on a roof with a young child holding up a kite. the camera,B,"Context:
""A man is seen standing on a roof with a young child holding up a kite. the camera""

Which of the following endings best completes the context?

Choices:
A. pans around to show a young girl brushing down the side while smiling to the camera.
B. pans all around the kite flying in the sky.
C. pans around and shows the youth flying the kite along with the boy.
D. pans out along their path while the man is not visible.

Reply with exactly one uppercase letter out of A, B, C, or D.
",114
40576.0,Doing fencing,A man is seen stretching on the floor followed by people fencing with one another. people,D,"Context:
""A man is seen stretching on the floor followed by people fencing with one another. people""

Which of the following endings best completes the context?

Choices:
A. play the game with one another while others continue to watch on the side.
B. run around backstage and look at the title screens.
C. continuously use fencing gloves in front of a large series of screens.
D. move back and fourth around an arena fencing with one another and the camera capturing their movements.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
18451.0,Shoveling snow,"A male and woman reporter speaks on a tv studio, while a young reporter speaks in the street. snow",A,"Context:
""A male and woman reporter speaks on a tv studio, while a young reporter speaks in the street. snow""

Which of the following endings best completes the context?

Choices:
A. is falling at night, and cars are stuck on the roads covered with snow.
B. releases from a street ski complex onto a street.
C. falls on a parking lot while the man reaches to turn on wire cutters.
D. falls in the streets of green bay, ontario.

Reply with exactly one uppercase letter out of A, B, C, or D.
",116
43042.0,Playing badminton,"A man introduces the topic of the video, which is how to do a smash shot in badminton. He slowly demonstrates the necessary approach and form of the shot. we",D,"Context:
""A man introduces the topic of the video, which is how to do a smash shot in badminton. He slowly demonstrates the necessary approach and form of the shot. we""

Which of the following endings best completes the context?

Choices:
A. see press releases with title paragraphs describing the shot.
B. then see the closing screen.
C. see two screens with various text.
D. then see a player perform the shot multiple times as another person sets him up.

Reply with exactly one uppercase letter out of A, B, C, or D.
",116
37937.0,Painting,First the man introduces himself and what he does. then he,A,"Context:
""First the man introduces himself and what he does. then he""

Which of the following endings best completes the context?

Choices:
A. shows us how he paints a picture of nature.
B. fills in small paper cups with water and dumps it on the top of the mower.
C. shows the product he is using to make raises in rates.
D. shows how he does a hand stand on a barbell, he stands on his head for a long time.

Reply with exactly one uppercase letter out of A, B, C, or D.
",116
5285.0,Preparing salad,"The man is standing in the kitchen. He grab a tong and a silver, metal bowl with vegetables in it. the ingredients on the counter",A,"Context:
""The man is standing in the kitchen. He grab a tong and a silver, metal bowl with vegetables in it. the ingredients on the counter""

Which of the following endings best completes the context?

Choices:
A. are in white containers.
B. showed and the man toss the five small of the vegetables into the bowl.
C. mean something to him.
D. , metal bowls, a camera and spatula with chopped greens he use the metal bowl and knife too.

Reply with exactly one uppercase letter out of A, B, C, or D.
",116
11127.0,Doing fencing,He walks into the arena and talks with two fencers. One of the fencers puts on a fencing suit on the man. the fencer,C,"Context:
""He walks into the arena and talks with two fencers. One of the fencers puts on a fencing suit on the man. the fencer""

Which of the following endings best completes the context?

Choices:
A. mounts a horse and vaults over a horse against the other man on the horse.
B. plays lacrosse with the man over the fence.
C. then demonstrates and gives the man a lesson in fencing.
D. bows to the camera.

Reply with exactly one uppercase letter out of A, B, C, or D.
",114
49989.0,Preparing pasta,The mother and son cook pasta together. The mother brings the boy a plate. We see the refrigerator list. the mother,B,"Context:
""The mother and son cook pasta together. The mother brings the boy a plate. We see the refrigerator list. the mother""

Which of the following endings best completes the context?

Choices:
A. brings the boy nother plate.
B. takes a bite of the food and salutes the son who takes a bow.
C. shows the other son how to get the best stuff.
D. pours the boy a cup of water and mixes the pasta in a pot.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
38350.0,Baton twirling,The girl in a blue shirt is twirling her baton. the girl,A,"Context:
""The girl in a blue shirt is twirling her baton. the girl""

Which of the following endings best completes the context?

Choices:
A. threw the baton up in the air and raised her leg.
B. walked out of the field of flowers to grab her baton.
C. in the black shirt stopped spinning her baton and walk down the track.
D. in the green shirt dropped the baton and started twirling her baton.

Reply with exactly one uppercase letter out of A, B, C, or D.
",114
3881.0,Ironing clothes,We see a lady ironing a shirt on an ironing board and talking to the camera. The lady irons a sleeve. The lady irons the back of the shirt. the lady,C,"Context:
""We see a lady ironing a shirt on an ironing board and talking to the camera. The lady irons a sleeve. The lady irons the back of the shirt. the lady""

Which of the following endings best completes the context?

Choices:
A. folds obscured fabric and puts them in an ironing machine.
B. shows off the ironing machine.
C. finishes and holds the shirt up.
D. talks and coos at the camera.

Reply with exactly one uppercase letter out of A, B, C, or D.
",114
49811.0,Playing harmonica,A man is sitting at a chair inside of his home all by his lonesome. he,D,"Context:
""A man is sitting at a chair inside of his home all by his lonesome. he""

Which of the following endings best completes the context?

Choices:
A. is playing a set of bongo drums for another man to use sometimes.
B. is using contact lenses in his eyes.
C. is talking to the camera and showing the cuts he made from playing the piano.
D. has a harmonica in his hand which he begins to play a song on.

Reply with exactly one uppercase letter out of A, B, C, or D.
",116
47797.0,Hanging wallpaper,The white walls of a room is progressively filled with colorful pictures. a person,A,"Context:
""The white walls of a room is progressively filled with colorful pictures. a person""

Which of the following endings best completes the context?

Choices:
A. peels applications and put on a wall.
B. enters a room with white wallpaper and a carpet appears covered in designs.
C. is then seen cutting cotton balls with various tools and dips the cotton balls all over the wall and then licking the cotton sticks.
D. is seen applying plaster and adding stripes to the ceiling.

Reply with exactly one uppercase letter out of A, B, C, or D.
",116
40156.0,Throwing darts,A group of men are inside a dark club. A man begins throwing darts at something off screen. he,C,"Context:
""A group of men are inside a dark club. A man begins throwing darts at something off screen. he""

Which of the following endings best completes the context?

Choices:
A. then targets the darts and does a hand stand.
B. throws several darts into a bucket of water.
C. repeats this many times before giving up, shrugging, and turning the camera toward the dart board.
D. then throws three others in the crowd, before dancing.

Reply with exactly one uppercase letter out of A, B, C, or D.
",116
10324.0,Plastering,A close up is shown of a room with a window. A man is smoothing mud over the wall. He measures and cuts then spreads again. when he,D,"Context:
""A close up is shown of a room with a window. A man is smoothing mud over the wall. He measures and cuts then spreads again. when he""

Which of the following endings best completes the context?

Choices:
A. is done, he puts on a helmet and rides the conveyer.
B. is done he forests the wall again.
C. is done is shown for the rest of the day.
D. is done, the wall is completely smooth.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
2049.0,Snow tubing,A person ski on the pent of a hill covered with snow. then,D,"Context:
""A person ski on the pent of a hill covered with snow. then""

Which of the following endings best completes the context?

Choices:
A. , skis in hill covered with snow approaches the mountain.
B. , the person ski on the hill on which snow falls and slope.
C. , two individuals ski on the hill covered with snow but still stay upright by snowboard.
D. , the person arrives to a flat area where there are four people.

Reply with exactly one uppercase letter out of A, B, C, or D.
",114
9026.0,Playing ice hockey,A hockey player is swinging around his stick on the ice. He trips and falls down on his knees. he,A,"Context:
""A hockey player is swinging around his stick on the ice. He trips and falls down on his knees. he""

Which of the following endings best completes the context?

Choices:
A. gets back up, looking disoriented as he rejoins his team, falling again.
B. gets back on his feet and bounces.
C. gets up and continues swinging his head around while he does little flips in the arena.
D. hugs the ice as he skates away.

Reply with exactly one uppercase letter out of A, B, C, or D.
",116
3657.0,Playing ice hockey,"A team is on the ice, playing a game of hockey. they",C,"Context:
""A team is on the ice, playing a game of hockey. they""

Which of the following endings best completes the context?

Choices:
A. kick the puck back and forth, trying to keep the ball from their opponents.
B. 're lettered in red and yellow as they make up their team.
C. slide around, hitting the puck and trying to keep it away from their opponents.
D. run through the ice, trying to hit some goals but missing.

Reply with exactly one uppercase letter out of A, B, C, or D.
",116
11068.0,Doing motocross,A close up zooms in on a screen. Several adults and kids are outdoors. The kids are riding dirt bikes in a competition. they,A,"Context:
""A close up zooms in on a screen. Several adults and kids are outdoors. The kids are riding dirt bikes in a competition. they""

Which of the following endings best completes the context?

Choices:
A. are shown racing around a course and over hills and taking sharp turns.
B. race each other over and over.
C. are all riding their bikes around and around.
D. are then shown climbing over a set of uneven bars down a slide.

Reply with exactly one uppercase letter out of A, B, C, or D.
",114
26917.0,Plastering,A man begins troweling a wall. The man returns to talk talk to the camera again while holding a trowel. a man,C,"Context:
""A man begins troweling a wall. The man returns to talk talk to the camera again while holding a trowel. a man""

Which of the following endings best completes the context?

Choices:
A. stands up and talks to the camera while the man trowels and the man speaks.
B. then comes out to talk in the studio again.
C. is building a brick wall.
D. talks to the camera a a pose while trowelling.

Reply with exactly one uppercase letter out of A, B, C, or D.
",116
10045.0,Removing ice from car,We see the building they just came out of. A man and a boy clean snow off a minivan in the parking lot. the camera operator,A,"Context:
""We see the building they just came out of. A man and a boy clean snow off a minivan in the parking lot. the camera operator""

Which of the following endings best completes the context?

Choices:
A. gives a thumbs up then pans back to the man cleaning the snow.
B. pulls a chain attached to a device.
C. turns on his camera and a man talks about the students taking pictures of the building.
D. flips off a black cord.

Reply with exactly one uppercase letter out of A, B, C, or D.
",116
44499.0,Fixing bicycle,The tire is flat and he feels it. He hooks the air pump up to the tire. Tools are sitting on a brick wall. he,D,"Context:
""The tire is flat and he feels it. He hooks the air pump up to the tire. Tools are sitting on a brick wall. he""

Which of the following endings best completes the context?

Choices:
A. works the rope to tighten it to fit the tire.
B. unscrews the tire and lets the air out.
C. gets his tools and starts cleaning the tire off the wall.
D. turns the bike upside down to look at the tire.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
3538.0,Breakdancing,A crowd is gathered around a black tiled area. A man in black does some breakdance moves. he,B,"Context:
""A crowd is gathered around a black tiled area. A man in black does some breakdance moves. he""

Which of the following endings best completes the context?

Choices:
A. finishes his splits, and drinks the entire glass.
B. then trades off with a man in white, several breakdancers trade off displaying moves as the crowd looks on.
C. moves his arms back and forth in front of him.
D. holds one hand behind his back.

Reply with exactly one uppercase letter out of A, B, C, or D.
",114
45007.0,Waterskiing,A person is riding inside a boat on the water. They are dragging a person on water skis. the person,A,"Context:
""A person is riding inside a boat on the water. They are dragging a person on water skis. the person""

Which of the following endings best completes the context?

Choices:
A. stays upright as they are pulled quickly through the water.
B. is being pulled by a jet ski that turns and rocks at every turn.
C. lands in the water and gets up.
D. is riding a ski boat on the water between a large wave in the water.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
8847.0,Tumbling,A man stands at the edge of a platformed runway in front of an audience. The man performs gymnastics on the platformed runway. The camera shows a crowd scene at the event. the man,B,"Context:
""A man stands at the edge of a platformed runway in front of an audience. The man performs gymnastics on the platformed runway. The camera shows a crowd scene at the event. the man""

Which of the following endings best completes the context?

Choices:
A. performs gymnastics near a tent area.
B. performs a second set of gymnastics at the same location.
C. balances on balancing bars.
D. perform hand gestures in an animated manner.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
4269.0,Clean and jerk,A man is seen bending down before a large weight while looking off into the distance. he,D,"Context:
""A man is seen bending down before a large weight while looking off into the distance. he""

Which of the following endings best completes the context?

Choices:
A. lifts the weight up to his chest and jumps back down to grab it off the ground.
B. lifts the weight up to his face when yells out to the camera.
C. continues lifting the weight around his neck while others watch on the side.
D. then picks the weight up over his head.

Reply with exactly one uppercase letter out of A, B, C, or D.
",116
2103.0,Making a sandwich,He tops it with a final piece of bread. He cuts the sandwich into four slices on a board. he,B,"Context:
""He tops it with a final piece of bread. He cuts the sandwich into four slices on a board. he""

Which of the following endings best completes the context?

Choices:
A. looks at his sandwich as he opens the back home and places two slices of bread on top.
B. puts a toothpick in each section of the sandwich.
C. guzzles it down slowly.
D. then takes an egg and eats while describing his preparation for these ingredients.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
35911.0,Having an ice cream,The man starts with some instant coffee and add some water to it which he then adds to some cream. he,B,"Context:
""The man starts with some instant coffee and add some water to it which he then adds to some cream. he""

Which of the following endings best completes the context?

Choices:
A. sprinkles it all over the muffin.
B. then takes that mixture and adds it to a larger batch of cream which he freezes until it hardens.
C. garnishes the eggs and mixes it in.
D. fries some strawberries into several pieces around tall coffee mugs.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
12997.0,Bathing dog,We see two opening title screens. A lady sits on a bathtub and talks while playing with a dog. the lady,A,"Context:
""We see two opening title screens. A lady sits on a bathtub and talks while playing with a dog. the lady""

Which of the following endings best completes the context?

Choices:
A. puts the dog in the water and washes him.
B. puts her hair in the hairdryer.
C. talks while sitting on a sink.
D. shows us her various products, including blow dryers, where she can blow dry hair with an electric shaver.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
796.0,Playing squash,Two men play squash in a room. A player goes to find the ball and throw it to his partner. then,C,"Context:
""Two men play squash in a room. A player goes to find the ball and throw it to his partner. then""

Which of the following endings best completes the context?

Choices:
A. , the player returns and try to get the ball.
B. , the players continue playing, while the partner gets frustrated and gives up.
C. , the two men continues playing squash.
D. another player throws the ball to his partner, then he goes after the ball.

Reply with exactly one uppercase letter out of A, B, C, or D.
",116
11370.0,Painting,White text says in memory of paul walker. A person is shown using a small brush to create an image of paul walker. each detail,D,"Context:
""White text says in memory of paul walker. A person is shown using a small brush to create an image of paul walker. each detail""

Which of the following endings best completes the context?

Choices:
A. is set and the picture displays on the screen and end with the old man still seated.
B. is covered and so is description of his work.
C. has a different ending.
D. is drawn one at a time, producing the final completed image.

Reply with exactly one uppercase letter out of A, B, C, or D.
",116
40288.0,Braiding hair,The credits of the clip are shown. The lady whips her hair from side to side. The lady parts her hair. the lady,C,"Context:
""The credits of the clip are shown. The lady whips her hair from side to side. The lady parts her hair. the lady""

Which of the following endings best completes the context?

Choices:
A. braids the top part of her hair.
B. rinses her hair out in a circular motion.
C. brushes her hair, applies gel to her parted hair, and starts to braid her hair.
D. ends her hair and irons it.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
41354.0,Rock-paper-scissors,"There are two boys playing rock, paper, scissors. first they",C,"Context:
""There are two boys playing rock, paper, scissors. first they""

Which of the following endings best completes the context?

Choices:
A. head for the drain, pushing each other in the water.
B. grab some scissors and hold them while the boy talks.
C. play one game and the boy who's shirtless loses and gets slapped.
D. try to take the ball and throw it away but the one on the left gets the ball and kicks it away.

Reply with exactly one uppercase letter out of A, B, C, or D.
",116
33392.0,Cleaning windows,A person is seen wiping down a rag followed by several ingredients attached to her hip. she,A,"Context:
""A person is seen wiping down a rag followed by several ingredients attached to her hip. she""

Which of the following endings best completes the context?

Choices:
A. sprays down the rag and is then seen again washing various windows around an office.
B. attaches numerous paste to the bottle and adds more ingredients.
C. then uses a brush along her leg and rubs it off with a rag.
D. turns the rag upside down and holds it down.

Reply with exactly one uppercase letter out of A, B, C, or D.
",114
42179.0,Ironing clothes,A woman is ironing a brown shirt on an ironing board. She looks at the tag on the shirt. She continues ironing the shirt on the ironing board. she,D,"Context:
""A woman is ironing a brown shirt on an ironing board. She looks at the tag on the shirt. She continues ironing the shirt on the ironing board. she""

Which of the following endings best completes the context?

Choices:
A. places the worn shirt on the ironing board.
B. removes the left sleeve from the shirt.
C. stops and puts the shirt down.
D. lifts the shirt up and puts it over the ironing board.

Reply with exactly one uppercase letter out of A, B, C, or D.
",116
41751.0,Brushing teeth,A little girl walks into a bathroom and starts talking to the camera. The bathroom transforms into a factory. The girl picks up a toothbrush and continues to talk. toothpaste,B,"Context:
""A little girl walks into a bathroom and starts talking to the camera. The bathroom transforms into a factory. The girl picks up a toothbrush and continues to talk. toothpaste""

Which of the following endings best completes the context?

Choices:
A. is added to the toothbrush as well as toothpaste.
B. is applied to a tooth brush.
C. is suddenly shown and the girl proceeds to wash a toothbrush.
D. is washed in a tub.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
31337.0,Polishing shoes,The scene switches to show group of people at an event of some kind. The people at the event are shown polishing shoes. a man in a red shirt,C,"Context:
""The scene switches to show group of people at an event of some kind. The people at the event are shown polishing shoes. a man in a red shirt""

Which of the following endings best completes the context?

Choices:
A. is talking and laughing for a brief moment.
B. is talking as group logos are shown across the screen.
C. is being interviewed while it shows others at the event on the split screen.
D. is standing on a stage.

Reply with exactly one uppercase letter out of A, B, C, or D.
",114
5339.0,Archery,The man speaks to her and puts bowing equipment on the woman and holds out the bow for her. he,C,"Context:
""The man speaks to her and puts bowing equipment on the woman and holds out the bow for her. he""

Which of the following endings best completes the context?

Choices:
A. then plays a saxophone and ties the bow.
B. takes his bow and shoots it and she falls onto the ground.
C. teaches her how to properly hold the bow and the woman takes several turns shooting the bow and arrow.
D. walks into a house and introduces a woman.

Reply with exactly one uppercase letter out of A, B, C, or D.
",116
40555.0,Hanging wallpaper,A lady stands with a pot and shows an area of a wall. The wall is cleaned with a wet towel using the solution in the pot. the lady,B,"Context:
""A lady stands with a pot and shows an area of a wall. The wall is cleaned with a wet towel using the solution in the pot. the lady""

Which of the following endings best completes the context?

Choices:
A. grabs a rag to clean off the excess rag.
B. points to an area of the wall that is discolored.
C. stuffs a binder of cotton balls with water.
D. watches the bristle brush brush on the brush.

Reply with exactly one uppercase letter out of A, B, C, or D.
",116
14572.0,Washing hands,A man wearing surgical clothes demonstrates the proper way to wash hands for surgical procedures and first removes jewelry. the surgeon,D,"Context:
""A man wearing surgical clothes demonstrates the proper way to wash hands for surgical procedures and first removes jewelry. the surgeon""

Which of the following endings best completes the context?

Choices:
A. uses a squeegee to clean the knuckles of a hand under water.
B. is shown in another room with other medical personnel in the background.
C. removes a shredded interior ring of a christmas tree from a side pocket.
D. then wets his hands and ads soap.

Reply with exactly one uppercase letter out of A, B, C, or D.
",116
32057.0,Using uneven bars,"A woman is standing outside a beam. She mounts the beam, then does several flips and hand springs over the bar. she",B,"Context:
""A woman is standing outside a beam. She mounts the beam, then does several flips and hand springs over the bar. she""

Which of the following endings best completes the context?

Choices:
A. mounts the beam one more time, then dismounts.
B. dismounts, raising her arms in the air.
C. dismounts, then does a somersault and lands on a mat.
D. dismounting speaks to the camera briefly.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
27933.0,Cleaning shoes,A shoe is shown broken into pieces inside a bathtub. A person is kicking around in the tub water. he,D,"Context:
""A shoe is shown broken into pieces inside a bathtub. A person is kicking around in the tub water. he""

Which of the following endings best completes the context?

Choices:
A. spins on the tub hose.
B. uses a large sponge on the ground to clean it that is underneath.
C. is using a needed broom and cleaning the dirty sink.
D. tries to wash his shoes by kicking them in the water, the soles coming out.

Reply with exactly one uppercase letter out of A, B, C, or D.
",114
13257.0,Waterskiing,"A man is in the ocean water, holding a rope. He is attached to a boat while he is on water skis. he",B,"Context:
""A man is in the ocean water, holding a rope. He is attached to a boat while he is on water skis. he""

Which of the following endings best completes the context?

Choices:
A. dabs a towel on his head, then grabs onto the line attached to the boat.
B. lifts himself up, skiing in the waves.
C. wets himself, taking off slowly.
D. runs fast as he catches up to the boat.

Reply with exactly one uppercase letter out of A, B, C, or D.
",114
13288.0,Table soccer,The man plays a bit followed by holding up a beer can and presenting it to the camera. the man,C,"Context:
""The man plays a bit followed by holding up a beer can and presenting it to the camera. the man""

Which of the following endings best completes the context?

Choices:
A. then takes an ice cream and and speaks while holding a spoon.
B. takes a drink and presents the bottle to the camera.
C. then continues to play while the camera zooms in on the table.
D. speaks to the camera and makes a drink while watching the man.

Reply with exactly one uppercase letter out of A, B, C, or D.
",114
19404.0,Baking cookies,The men begin piping cake mix into cupcake cups and put them in the oven. The guys high five each other. one guy,D,"Context:
""The men begin piping cake mix into cupcake cups and put them in the oven. The guys high five each other. one guy""

Which of the following endings best completes the context?

Choices:
A. gives the lady a kiss on the head.
B. is talking, another is listening and then he takes the cake out and starts to share some of his own.
C. then leans in to grab a handful of frosting.
D. talks to the camera.

Reply with exactly one uppercase letter out of A, B, C, or D.
",114
18414.0,Playing accordion,A woman is seen speaking to the camera while holding an accordion and and moving her hands around. she,D,"Context:
""A woman is seen speaking to the camera while holding an accordion and and moving her hands around. she""

Which of the following endings best completes the context?

Choices:
A. continues moving her hands around while still speaking back and fourth.
B. continues moving the instrument around and ends by flipping it over.
C. continues playing the instrument and ends by walking off the stage.
D. demonstrates how to play the instrument while still speaking to the camera and moving all around.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
33693.0,Snow tubing,A person kicks off a tubing participant to ride down the snow slide. The camera pans to two tubers who are waiting to go down themselves. the next two people,A,"Context:
""A person kicks off a tubing participant to ride down the snow slide. The camera pans to two tubers who are waiting to go down themselves. the next two people""

Which of the following endings best completes the context?

Choices:
A. ride down the slide.
B. then deliver a piercing on either of their nipples and then we see the scroll on the screen.
C. are seen with tubes.
D. begin parallel tubing down a hill toward the fall.

Reply with exactly one uppercase letter out of A, B, C, or D.
",114
37105.0,Putting on shoes,Some feet with ballerina shoes on are seen in front of cabinets and a fridge. The person steps back and ties the shoe on the left. then she,A,"Context:
""Some feet with ballerina shoes on are seen in front of cabinets and a fridge. The person steps back and ties the shoe on the left. then she""

Which of the following endings best completes the context?

Choices:
A. ties the shoe on the right.
B. irons the shoes while still looking into the camera.
C. rubs lotion into the left hand.
D. continues dealing the cards to the person with ballerina shoes on.

Reply with exactly one uppercase letter out of A, B, C, or D.
",114
31067.0,Disc dog,A man and dog are seen standing in a field with the dog looking to the owner. the man,D,"Context:
""A man and dog are seen standing in a field with the dog looking to the owner. the man""

Which of the following endings best completes the context?

Choices:
A. leads the dog chasing a mouse.
B. then grabs the frisbee the dog is carrying and brings it back to the man.
C. walks his pet to the end of a rope.
D. throws a frisbee off into the distance and the dog chases after it.

Reply with exactly one uppercase letter out of A, B, C, or D.
",114
6725.0,Shoveling snow,A person is standing in the heavy falling snow. They are trying to clear the snow off the sidewalk. the child,C,"Context:
""A person is standing in the heavy falling snow. They are trying to clear the snow off the sidewalk. the child""

Which of the following endings best completes the context?

Choices:
A. walks towards the car and snow clears it.
B. then gets on their snowboards, puts on their sleds and takes off down the road.
C. just stands with the shovel, not sure what to do.
D. is rubbing the snow off of the sidewalk.

Reply with exactly one uppercase letter out of A, B, C, or D.
",114
41560.0,Shaving,A person puts a white towel over the man's face. He puts shaving cream on the man's face. He then puts a towel over the mans face again. he,C,"Context:
""A person puts a white towel over the man's face. He puts shaving cream on the man's face. He then puts a towel over the mans face again. he""

Which of the following endings best completes the context?

Choices:
A. shows the man how to do a double cross.
B. then puts a strap on his chest.
C. then shaves the mans beard with a razor.
D. then puts a toothbrush over the mans face.

Reply with exactly one uppercase letter out of A, B, C, or D.
",114
31980.0,Welding,A man in welding attire welds a piece of metal to another piece of metal on camera. a man wearing protective clothing and a metal welding hat,A,"Context:
""A man in welding attire welds a piece of metal to another piece of metal on camera. a man wearing protective clothing and a metal welding hat""

Which of the following endings best completes the context?

Choices:
A. stands in front of a piece of metal missing a long strip on the face of it.
B. welds an item other.
C. welds tiles together while speaking to the camera.
D. welds a piece of metal without welding anything.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
24859.0,Making a sandwich,"A gyros restaurant is shown from the outside. We enter, and the chef begins talking to the camera. he",B,"Context:
""A gyros restaurant is shown from the outside. We enter, and the chef begins talking to the camera. he""

Which of the following endings best completes the context?

Choices:
A. shows us the various ingredients used in the preparation of the bali sculpture.
B. demonstrates how to make a gyro sandwich.
C. has various drawings in front of him.
D. pours ice into a glass, then adds a lime and lemon from a pitcher for effect.

Reply with exactly one uppercase letter out of A, B, C, or D.
",114
45582.0,Painting furniture,A close up of chairs are shown as well as a table and bench. the person,C,"Context:
""A close up of chairs are shown as well as a table and bench. the person""

Which of the following endings best completes the context?

Choices:
A. then takes off a blindfold and points to the furniture.
B. installs a der and continues assembling tools to replace the damaged table.
C. begins using a tool on the chair to scrape off the paint.
D. shows how the chairs are covered and then creates a ramp for a person to walk on.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
40255.0,Getting a tattoo,A man in a surgical mask is preparing her as he continues his work on the tattoo. He cleans and wipes down the tattoo. she,D,"Context:
""A man in a surgical mask is preparing her as he continues his work on the tattoo. He cleans and wipes down the tattoo. she""

Which of the following endings best completes the context?

Choices:
A. is finally finished and the tattoo artist is showing her the finished brand.
B. is put under a hand mirror to complete the tattoo.
C. continues to talk pain free as he continues to trim and talk.
D. is finished, showing off the final product.

Reply with exactly one uppercase letter out of A, B, C, or D.
",116
19257.0,Kayaking,A large lake is shown followed by people paddling out on boards. The people ride in one canoe pushing themselves along the water. the people,B,"Context:
""A large lake is shown followed by people paddling out on boards. The people ride in one canoe pushing themselves along the water. the people""

Which of the following endings best completes the context?

Choices:
A. rides over the waves in the canoes and into the water.
B. continue paddling while the camera captures their movements.
C. ride in the others canoes coming down the river.
D. continue to ride around the water on the water.

Reply with exactly one uppercase letter out of A, B, C, or D.
",114
6406.0,Washing face,Tips to wash the face and pictures of women doing it are shown. Different steps of a facial rutine is shown. a woman,C,"Context:
""Tips to wash the face and pictures of women doing it are shown. Different steps of a facial rutine is shown. a woman""

Which of the following endings best completes the context?

Choices:
A. shaves her face using parts of the contact lens.
B. is seen looking to the camera and portraying a person's face in the mirror.
C. is washing her face with her hands showing facial rutine.
D. does saps on a back accordion.

Reply with exactly one uppercase letter out of A, B, C, or D.
",116
31674.0,Doing a powerbomb,Two men jump onto a trampoline. One of the men lays down and the other man hits him. the man on the truck,C,"Context:
""Two men jump onto a trampoline. One of the men lays down and the other man hits him. the man on the truck""

Which of the following endings best completes the context?

Choices:
A. almost falls off until he stops.
B. let's go of the rope, but the other got out and jumped onto the trampoline on the street.
C. jumps onto the trampoline.
D. gets up then the other man gets on top of him.

Reply with exactly one uppercase letter out of A, B, C, or D.
",116
28121.0,Longboarding,The man puts the skateboard on the road and begins to ride it. The man stops near the camera and starts talking again. the man,C,"Context:
""The man puts the skateboard on the road and begins to ride it. The man stops near the camera and starts talking again. the man""

Which of the following endings best completes the context?

Choices:
A. rides the skateboard through a park and onto a bridge on a blue background.
B. touches his metal skateboard and talks his fingers while still riding the skateboard.
C. rides toward the camera one last time.
D. adjusts the camera and continues riding it.

Reply with exactly one uppercase letter out of A, B, C, or D.
",114
26992.0,Ice fishing,A close up of a fishing pole is shown with a person reeling it in. others,C,"Context:
""A close up of a fishing pole is shown with a person reeling it in. others""

Which of the following endings best completes the context?

Choices:
A. are shown capturing the fish that he has captured in the area.
B. are shown mostly off in the water followed by more people reeling the fishing pole in.
C. kneel around him as he continues to reel.
D. are seen on the bank watching a calf as it is released.

Reply with exactly one uppercase letter out of A, B, C, or D.
",114
39534.0,Making a cake,They pour the dry ingredients into a large bowl together before putting into the mixer. The mix is scooped into a bundt cake pan. the cake,A,"Context:
""They pour the dry ingredients into a large bowl together before putting into the mixer. The mix is scooped into a bundt cake pan. the cake""

Which of the following endings best completes the context?

Choices:
A. is placed in the oven and the person makes a glaze.
B. is being put into a cooling pan.
C. is covered in frosting and the cake is put in the oven.
D. is cleaned with a hoagie clean rag.

Reply with exactly one uppercase letter out of A, B, C, or D.
",116
28480.0,Spinning,The camera pans back to focus on the second man. The second man stops mixing and tastes what he was mixing. the second man,D,"Context:
""The camera pans back to focus on the second man. The second man stops mixing and tastes what he was mixing. the second man""

Which of the following endings best completes the context?

Choices:
A. gestures for more bread.
B. lets go of the bowl and a third man takes his place as credit for it.
C. turns on the music and bubbles out his eyes at the same time.
D. offers the first man a taste of the mixture.

Reply with exactly one uppercase letter out of A, B, C, or D.
",114
