ind,activity_label,ctx,answer,final_prompt,len_tk_glm4_9b_base
19362.0,Making a lemonade,"A woman is standing in the kitchen, she is talking with her hands and explaining how to make some sugarless lemonade. she",B,"Context:
""A woman is standing in the kitchen, she is talking with her hands and explaining how to make some sugarless lemonade. she""

Which of the following endings best completes the context?

Choices:
A. takes the pitcher, adds onion to it and adds the lemonade to the blender, puts it on the counter and then pours it into a cookie bowl.
B. turns to the counter where the ingredients are, she grabs a lemons and begins to cut it in half.
C. pours the creamy mixture into a glass and shakes it.
D. mixed a bit of the mixture together in a jar and measures it with a cloth.

Reply with exactly one uppercase letter out of A, B, C, or D.
",149
4946.0,Baking cookies,The person rolls the dough and cuts it into little pieces and flattens the tiny balls out using their hands. The person uses a fork to put lines in the dough. then the person,D,"Context:
""The person rolls the dough and cuts it into little pieces and flattens the tiny balls out using their hands. The person uses a fork to put lines in the dough. then the person""

Which of the following endings best completes the context?

Choices:
A. decorates the upper corners of the up front piece of the dough using a different tool to flatten the balls out.
B. cut streamers of paper and wrap them around the little balls.
C. uses scissors to cut the tiny balls out.
D. puts the cookies on a baking sheet in a pan and bakes them for 15 minutes.

Reply with exactly one uppercase letter out of A, B, C, or D.
",143
39370.0,Removing ice from car,"A man cleans the snow of a car using a scraper with a big and a small head. Then, the man extends the handle of the scraper to cleans the roof. after",D,"Context:
""A man cleans the snow of a car using a scraper with a big and a small head. Then, the man extends the handle of the scraper to cleans the roof. after""

Which of the following endings best completes the context?

Choices:
A. , the man holds a small squeegee and puts the snow on the car and applies water, then he cleans the dry water with an absorbent hose.
B. that the man cleans the inside and outside car, also with a small spade looking scraper.
C. , the man cleans a small debris from the roof with a pointy tool.
D. , the man retract the handle and keep the scraper.

Reply with exactly one uppercase letter out of A, B, C, or D.
",155
23142.0,Hitting a pinata,"After about three strings, he moves and gives the stick to a young girl with a grey and black dress on. once she",B,"Context:
""After about three strings, he moves and gives the stick to a young girl with a grey and black dress on. once she""

Which of the following endings best completes the context?

Choices:
A. finishes the bow he gives her and the two boys hug each other.
B. has the stick, she is hitting in the wrong direction and then is redirected towards the pinata and still ends up missing it.
C. gets into position, he starts buffing the wooden persons nails.
D. has finished her performance, she takes the stick in her hands, raises it to her lips and sticks it under her chin and raises it to her cheeks, smiling as she bows.

Reply with exactly one uppercase letter out of A, B, C, or D.
",156
44405.0,Laying tile,He starts on the wall and begins to explain what he is doing and why he is doing. once the grout,D,"Context:
""He starts on the wall and begins to explain what he is doing and why he is doing. once the grout""

Which of the following endings best completes the context?

Choices:
A. is in the wall he pushes the bar down and begins to move the whole wall.
B. becomes clear, he begins to incorporate more paint and places it in a box that is in the corner of the room.
C. is gone, he shows off the river spray he has made and then starts spraying a hole through the wall creating a cave like area.
D. begins to dry he informs you that you should wipe it down with a sponge various times.

Reply with exactly one uppercase letter out of A, B, C, or D.
",151
32032.0,Removing curlers,"As the next scene comes, the lady is pictured with eight foiled curls in her head that are sealed with long hair pins. the next step",C,"Context:
""As the next scene comes, the lady is pictured with eight foiled curls in her head that are sealed with long hair pins. the next step""

Which of the following endings best completes the context?

Choices:
A. shows the electrical component and instructions for the installation.
B. is the styling product of merth and was added to the drawing.
C. is to then remove the pins followed by the foil and release the curls.
D. and secondly transitions into people taking off the hair clips and putting wig and ponytails on each other.

Reply with exactly one uppercase letter out of A, B, C, or D.
",131
30508.0,Volleyball,A player on the yellow team falls and the players on each team assist her. They take her shoe and sock off and massage her leg. two people,B,"Context:
""A player on the yellow team falls and the players on each team assist her. They take her shoe and sock off and massage her leg. two people""

Which of the following endings best completes the context?

Choices:
A. on each team bowls.
B. proceed to pick her up with the help of a third and take her off the court and lay her down to the side to continue care.
C. slap the padding and pumps her foot.
D. on the red team pick up snow and outfit her in their colors.

Reply with exactly one uppercase letter out of A, B, C, or D.
",127
38743.0,Decorating the Christmas tree,Two women are seen speaking to the camera while various decorations are sitting inbetween them. a girl,A,"Context:
""Two women are seen speaking to the camera while various decorations are sitting inbetween them. a girl""

Which of the following endings best completes the context?

Choices:
A. is shown speaking to the camera and begins pointing to a tree.
B. is seen kneeling down ready with a hula hoop wrapped around her body.
C. then appears back in the room and objects to art on a wall in front of her.
D. is gently knitting while the two women push and pull on her while still speaking to the camera.

Reply with exactly one uppercase letter out of A, B, C, or D.
",127
25109.0,Wakeboarding,"The man pulls out the ladder and climbs on the boat then we see a boat take off, and in a show room. the man",A,"Context:
""The man pulls out the ladder and climbs on the boat then we see a boat take off, and in a show room. the man""

Which of the following endings best completes the context?

Choices:
A. falls off the wakeboard 2 times.
B. keeps climbing, the lady continues talking to him, and the scene ends.
C. unloads some materials and we see the boat at rafts camp, scuba diving and on back in a la boat being pulled by a man.
D. is pulling the ski up a hill of sand.

Reply with exactly one uppercase letter out of A, B, C, or D.
",133
45032.0,Braiding hair,A person's hands are seen working on the head of a human and placing pieces of hair into the head. the person,A,"Context:
""A person's hands are seen working on the head of a human and placing pieces of hair into the head. the person""

Which of the following endings best completes the context?

Choices:
A. ties the hair into several braids and then transitions into pictures of the hair in an updo.
B. continues cutting the hair and ends by standing up and looking at the camera.
C. takes the hair out, takes some tweezers and glue and begins cutting the hair.
D. begins styling the hair with pomade surrounding it.

Reply with exactly one uppercase letter out of A, B, C, or D.
",129
45329.0,Playing harmonica,Four men in the studio are playing different instrument. The man with big guitar is singing while playing his guitar. the man playing harmonica,D,"Context:
""Four men in the studio are playing different instrument. The man with big guitar is singing while playing his guitar. the man playing harmonica""

Which of the following endings best completes the context?

Choices:
A. is hanging next to the man playing his guitar which started playing very rapid, the man twirled his legs with his harmonica.
B. is rapping and the other men were singing.
C. passed the scene and went and see another time.
D. stopped playing and looked at the man singing, then he continue to play his harmonica.

Reply with exactly one uppercase letter out of A, B, C, or D.
",135
33679.0,Sailing,A map is shown and then two large fish are shown in the water as a bird floats across the water. two men,A,"Context:
""A map is shown and then two large fish are shown in the water as a bird floats across the water. two men""

Which of the following endings best completes the context?

Choices:
A. are on a boat and they are sailing across the water over fish.
B. are then shown on land and the two continue to speak to the camera and grabs their fish.
C. run temperature to the fish and then dump them into the water with their chainsaw and its removal.
D. then are shown swimming around the sea with fish on their backs and watching the fish swim in and out of the water.

Reply with exactly one uppercase letter out of A, B, C, or D.
",143
26775.0,Sumo,People are standing or sitting around with phones and cameras waiting for a cover object to be revealed. The black cloth is removed and seven sumo are uncovered. the sumo,B,"Context:
""People are standing or sitting around with phones and cameras waiting for a cover object to be revealed. The black cloth is removed and seven sumo are uncovered. the sumo""

Which of the following endings best completes the context?

Choices:
A. rotates around with his leg out showing an object.
B. do a performance for the people waiting.
C. throws his body in the air and pretends to kick it into the air where it lands a bit and he stands over it as his sneakers spin around it several times before catching it on the back.
D. attacks each other with their teeth while people watch on the sides.

Reply with exactly one uppercase letter out of A, B, C, or D.
",147
31373.0,Ice fishing,A man is standing on ice with his pole standing straight up beside him. The man grabs his fishing pole and starts fishing in the hole in the ice. the man,C,"Context:
""A man is standing on ice with his pole standing straight up beside him. The man grabs his fishing pole and starts fishing in the hole in the ice. the man""

Which of the following endings best completes the context?

Choices:
A. pulls out a fishing hook to fish a fish out but is to dropped by a fish he caught in the hole.
B. leaps up to a hand stand and then pulls a fish out of the hole.
C. appears to have caught something and kneels down to pull his fishing line by hand.
D. starts fishing on different pieces of ice.

Reply with exactly one uppercase letter out of A, B, C, or D.
",139
28366.0,Making a sandwich,Red polka dot balloons are shown before we see a kitchen. A chef is standing behind the counter with all the supplies for making a reuben sandwich. he,C,"Context:
""Red polka dot balloons are shown before we see a kitchen. A chef is standing behind the counter with all the supplies for making a reuben sandwich. he""

Which of the following endings best completes the context?

Choices:
A. puts cheese and nuts into a large bowl and mixes them in with pasta.
B. demonstrates the cutting motion the cutters make in the sandwich.
C. spreads butter in a pan, then cooks the bread with the toppings as he stacks them together.
D. then solves a puzzle on what tastes best and puts them onto a plate.

Reply with exactly one uppercase letter out of A, B, C, or D.
",136
2587.0,Trimming branches or hedges,An outdoor garden is seen and a man in tshirt stands in it holding a pair of sheers. Mellons are seen throughout the garden. the man,C,"Context:
""An outdoor garden is seen and a man in tshirt stands in it holding a pair of sheers. Mellons are seen throughout the garden. the man""

Which of the following endings best completes the context?

Choices:
A. lights them and feeds them to two small dogs shoveling in the front yard.
B. begins cutting the sheers and shaving them.
C. points to the melons up against the wall and begins trimming them with his sheers throwing them to the side.
D. cuts the sheers with a board and holds pair of blades using both hands.

Reply with exactly one uppercase letter out of A, B, C, or D.
",139
45395.0,Getting a piercing,"A woman is shown in wal-mart, laughing and choosing earrings from a rack. She sits in a chair, and an employee shoots an earring into her lobe with a piercing gun. she",D,"Context:
""A woman is shown in wal-mart, laughing and choosing earrings from a rack. She sits in a chair, and an employee shoots an earring into her lobe with a piercing gun. she""

Which of the following endings best completes the context?

Choices:
A. puts the earring in, then loses her balance, falling on the floor.
B. grimaces but then sharpens her aim.
C. responds by looking disgusted, and wiping her hair down.
D. cringes in pain as it enters her ear.

Reply with exactly one uppercase letter out of A, B, C, or D.
",128
47178.0,Playing harmonica,"Then, the person stops playing and talks. After, the person continues playing while marking the compass of the music with his hands. next",C,"Context:
""Then, the person stops playing and talks. After, the person continues playing while marking the compass of the music with his hands. next""

Which of the following endings best completes the context?

Choices:
A. , the person play on his front feet, then turns to look at the camera and plays until the end.
B. , the person zooms in the manmade instruments, then with his eyes side to side, then they play again.
C. , the person stops playing and talks.
D. , the person fill water holes with lime water and place it in the water, then cleans the player's marks with a towel.

Reply with exactly one uppercase letter out of A, B, C, or D.
",150
1805.0,Hand washing clothes,The women soak the clothes in the soap water and rinse them out to clean them. Then she put the clothes in a large metal drum that spins rapidly to drain off excess water. they,D,"Context:
""The women soak the clothes in the soap water and rinse them out to clean them. Then she put the clothes in a large metal drum that spins rapidly to drain off excess water. they""

Which of the following endings best completes the context?

Choices:
A. are then performed by a machine.
B. pull out their clothes from the drums and spray foam on top.
C. look in the mirror to see the water dripping from their clothing.
D. then go on top of their building in an open terrace where ropes are tied across the walls.

Reply with exactly one uppercase letter out of A, B, C, or D.
",131
47869.0,Baking cookies,A woman and a child are in a kitchen rolling dough to make cookies to bake. the older woman,B,"Context:
""A woman and a child are in a kitchen rolling dough to make cookies to bake. the older woman""

Which of the following endings best completes the context?

Choices:
A. gives a cookie to the child and foars away in delight, while the boy flies in the air to play with them.
B. shows the child how to roll the dough he tries it himself.
C. nextfighn a larr dough and a wooden spoon to mix it.
D. helps her daughter cook and put the cookies underneath the cookie sheet.

Reply with exactly one uppercase letter out of A, B, C, or D.
",128
20123.0,Cleaning sink,The female then uses the rag to rub the inside of the sink. The same female then uses a different rag to rub the sink surface. the female,B,"Context:
""The female then uses the rag to rub the inside of the sink. The same female then uses a different rag to rub the sink surface. the female""

Which of the following endings best completes the context?

Choices:
A. wipes down the window with a towel and takes off the rag.
B. puts more cleaner on the rag and cleans the counter top.
C. then uses a different rag to rub the mirror away from the camera without success.
D. then uses a lifter to rub in the drying product attached to the faucet.

Reply with exactly one uppercase letter out of A, B, C, or D.
",129
39083.0,Vacuuming floor,The video shows a demonstration of dyson vacuum cleaner and how well it can clean particles from the floor. there,B,"Context:
""The video shows a demonstration of dyson vacuum cleaner and how well it can clean particles from the floor. there""

Which of the following endings best completes the context?

Choices:
A. are various graphics on the screen that include names and font and video of the machine.
B. 's rice grain, flour and other food particles scattered on the floor.
C. are various solutions presented to the total vacuum product with her comment describing each implement as purchasing safety precautions onthank you very much for using it.
D. is one person that shows how to remove the particles from carpet.

Reply with exactly one uppercase letter out of A, B, C, or D.
",137
45468.0,Arm wrestling,The two men arm wrestle as the make jokes and laugh while doing it. One man gives up and both of the men talk and laugh about the match. one man,A,"Context:
""The two men arm wrestle as the make jokes and laugh while doing it. One man gives up and both of the men talk and laugh about the match. one man""

Which of the following endings best completes the context?

Choices:
A. grunts and throws his hands up in victory.
B. is presented with a green card.
C. gives up and the winner sets up to fight.
D. decides that breaking the fighters arm is the best thing to do in the end and drops the hand and walks away laughing at the same time.

Reply with exactly one uppercase letter out of A, B, C, or D.
",131
31926.0,Cricket,A small group of people are seen playing a baseball game on a field and leads into several more shots of them playing. the video,B,"Context:
""A small group of people are seen playing a baseball game on a field and leads into several more shots of them playing. the video""

Which of the following endings best completes the context?

Choices:
A. continues running with more shots of the people walking with one another while another plays around.
B. continues with several clips of people hitting and catching the ball and ends with text across the screen.
C. continues on with more shots of the game playing and pans back to the team last seen serving.
D. continues on pointing to everyone playing other games and ends with the people having a huddle.

Reply with exactly one uppercase letter out of A, B, C, or D.
",141
13634.0,Throwing darts,A man is concentrating extremely hard as he is throwing darts on to a board at a tournament. People cheer and screen for him as another man approaches the board and hives him competition. the two,C,"Context:
""A man is concentrating extremely hard as he is throwing darts on to a board at a tournament. People cheer and screen for him as another man approaches the board and hives him competition. the two""

Which of the following endings best completes the context?

Choices:
A. watch him as he discusses how the shot is made and also talks about competition.
B. men shake its hands and give each other high fives and a handshake.
C. go back and forth, however the first guy appears to be the fan's favorite and ends up winning the game.
D. men finish, the camera closes and the person notices his ice cream cone in the pan.

Reply with exactly one uppercase letter out of A, B, C, or D.
",154
12693.0,Shot put,She throws the ball and again prepares for another throw. She spins around throwing the ball yet again with a third throw followed shortly after. she,C,"Context:
""She throws the ball and again prepares for another throw. She spins around throwing the ball yet again with a third throw followed shortly after. she""

Which of the following endings best completes the context?

Choices:
A. finally throws the ball but doesn't make it back to the goal and scores a point.
B. picks up an air pump, throws it and stops in front of her.
C. performs one last throw and spins herself around once again.
D. attacks and throws the ball again with her hands if only while caught by the project team.

Reply with exactly one uppercase letter out of A, B, C, or D.
",132
6438.0,Playing saxophone,A man is standing on top of a white table playing the saxophone with one of his arms behind his back. after a few notes,D,"Context:
""A man is standing on top of a white table playing the saxophone with one of his arms behind his back. after a few notes""

Which of the following endings best completes the context?

Choices:
A. , a baby appears sitting on the table and he begins to play more deeply, warming himself with his hands.
B. , the man does something and he stops playing and shows his arms and making gestures, then stands up.
C. , he stands up and walks away.
D. , he touches someone in the crowd, moves his hand and begins playing the correct way.

Reply with exactly one uppercase letter out of A, B, C, or D.
",138
25057.0,Bathing dog,A woman is bathing a white and brown puppy dog in a bathtub. The woman is using a hand held shower to wash the dog. the woman,C,"Context:
""A woman is bathing a white and brown puppy dog in a bathtub. The woman is using a hand held shower to wash the dog. the woman""

Which of the following endings best completes the context?

Choices:
A. is using a compact to wash small areas of the puppy dog.
B. is using a squeegee and soap to wash and rinse the dog.
C. is holding the dog with its two front legs.
D. stands behind the dog and clothes him in the tub while using a and a blow dryer.

Reply with exactly one uppercase letter out of A, B, C, or D.
",127
1325.0,Washing hands,A young lady with a grey jacket on is standing in front of a sink lathering her hands. she,A,"Context:
""A young lady with a grey jacket on is standing in front of a sink lathering her hands. she""

Which of the following endings best completes the context?

Choices:
A. then turns the water on and begins to rinse her hands and flex her fingers to make sure all of the soap is off.
B. places the sponge into a yellow bowl on top of the sink and continues to start scrubbing the sink.
C. then turns on the water and scrubs with a small green soap.
D. bubbles the soap in the water and drops it into a bowl.

Reply with exactly one uppercase letter out of A, B, C, or D.
",136
44940.0,Walking the dog,Thw woman is sitting in a terrace talking to the camera. Woman is walking in a sidewalk with a white small dog and enters in a house. the woman,D,"Context:
""Thw woman is sitting in a terrace talking to the camera. Woman is walking in a sidewalk with a white small dog and enters in a house. the woman""

Which of the following endings best completes the context?

Choices:
A. wash the dog so he eats some food.
B. is siting on a sofa in lawn, eating chinese food and the dog is sitting on an ax in the yard.
C. is moving the small dog to bend the woman and hug her.
D. is again in the terrace talking to the camera.

Reply with exactly one uppercase letter out of A, B, C, or D.
",131
29621.0,Cleaning windows,A young lady is standing in a room wearing an orange three quarter length shirt and begins talking to the camera. She then takes two rags off of her shoulder and grabs one in her hand. next,B,"Context:
""A young lady is standing in a room wearing an orange three quarter length shirt and begins talking to the camera. She then takes two rags off of her shoulder and grabs one in her hand. next""

Which of the following endings best completes the context?

Choices:
A. she grabs a broom and begins brushing her teeth with it.
B. , she takes white paste of some sort and rubs it against the window and wipes it away smoothly off of the window.
C. , she gets another one that's with actual rags on it and cleans her face thoroughly with them.
D. , she rags her hair and moves up and down the tub.

Reply with exactly one uppercase letter out of A, B, C, or D.
",155
13850.0,Skiing,Snowboarder is in big field in white snow. A cubicle in the mountain and slip down the mountain in snowboard. people,D,"Context:
""Snowboarder is in big field in white snow. A cubicle in the mountain and slip down the mountain in snowboard. people""

Which of the following endings best completes the context?

Choices:
A. run to the hill and climb the glacier.
B. ski down hill with snow putted on an ski with letters.
C. in the green office are sitting in their snowy snowsledding inmountain and waiting for their snowboarder to catch up.
D. is in cubicle and moving down the mountain in snowboard and pass by a parking lot.

Reply with exactly one uppercase letter out of A, B, C, or D.
",139
28221.0,Cheerleading,The girls then perform a cheer routine all while in sync and leave with them all lined up on the wall. a man and woman,B,"Context:
""The girls then perform a cheer routine all while in sync and leave with them all lined up on the wall. a man and woman""

Which of the following endings best completes the context?

Choices:
A. begins dancing amongst the other girls with a split screen in between them.
B. walk out of the room and the camera pans around all the other cheerleaders in the room.
C. appear in the middle of the circle and each are in their own separate circle.
D. are interviewed while walking out of a building and the camera, is panned and fades to an individual running on the field and then back to the girl on the gymnasium floor.

Reply with exactly one uppercase letter out of A, B, C, or D.
",154
5635.0,Spinning,A woman is seen speaking to the camera while pointing to an exercise bike. Sh adjusts the settings on the bike and climbs on top to begin riding. she,A,"Context:
""A woman is seen speaking to the camera while pointing to an exercise bike. Sh adjusts the settings on the bike and climbs on top to begin riding. she""

Which of the following endings best completes the context?

Choices:
A. continues riding on the bike and stopping to adjust settings.
B. moves her hands around the machine as well as using her legs and steering the machine.
C. moves the tire all along the bike while speaking to the camera and pointing to the bike.
D. reaches into a case and pulls out a canvas.

Reply with exactly one uppercase letter out of A, B, C, or D.
",129
3694.0,Rock-paper-scissors,A young girl is standing in the room in a black cami and black and white legs preparing talking. she,A,"Context:
""A young girl is standing in the room in a black cami and black and white legs preparing talking. she""

Which of the following endings best completes the context?

Choices:
A. is then shown talking to a young girl with a pink sweater and black skirt and multiple games of rock paper scissors are being played between her and two other girls.
B. takes a deep breath and begins by grabbing a curling icicle off of a table in front of her.
C. then demonstrates how to properly exercise using exercise capoeira and has all her legs rolled up to her side and parallel to the floor and using a gift to help her exercise perfectly.
D. is sitting on a black beat up piece putting on black shoes.

Reply with exactly one uppercase letter out of A, B, C, or D.
",167
13322.0,Baking cookies,She begins with all the ingredients she will need for the cookies and begins to combine the dry ingredients. she,B,"Context:
""She begins with all the ingredients she will need for the cookies and begins to combine the dry ingredients. she""

Which of the following endings best completes the context?

Choices:
A. shows the sandwich section, where the ingredients are put together into small bags with forks, cheese, cookies and baking soda.
B. then proceeds to mix the wet ingredients in a glass bowl.
C. sprinkles them onto a cookie sheet.
D. also takes a boat to put her leftovers on the boat while she's cooking and presents it to the camera.

Reply with exactly one uppercase letter out of A, B, C, or D.
",129
31788.0,Mixing drinks,An intro is shown with a drink being poured into a glass and a caption about drink mixing. a girl,B,"Context:
""An intro is shown with a drink being poured into a glass and a caption about drink mixing. a girl""

Which of the following endings best completes the context?

Choices:
A. is then shown at a bar then would engage in a drink mixer and talk to people.
B. begins to make a drink called a mai tai.
C. is shown in two shots at a label unique to a scotch.
D. is then shown rapping and mixing drinks that have a blender inside of them as well as lemonade and another that looks like drink.

Reply with exactly one uppercase letter out of A, B, C, or D.
",133
23947.0,Tango,A couple dances in red outfits on a stage for a large audience on a stage lit with colorful lighting. A man and a woman passionately hold each other standing still in an embrace. the man,A,"Context:
""A couple dances in red outfits on a stage for a large audience on a stage lit with colorful lighting. A man and a woman passionately hold each other standing still in an embrace. the man""

Which of the following endings best completes the context?

Choices:
A. dips his female partner down who does the splits at the end of the dance.
B. then flips the woman over and flips her off while they continue to dance in the arena.
C. holds the hips of the woman and another man holds the legs of the woman while dances with her.
D. bends down and then kneels as he lifts up the woman in his arms out of a chair.

Reply with exactly one uppercase letter out of A, B, C, or D.
",154
17834.0,Removing curlers,While the lady in the black blouse curls the child's hair the little girl is holding a sponge curler and hands it to the lady one at a time. the little girl with all the curlers in her hair,C,"Context:
""While the lady in the black blouse curls the child's hair the little girl is holding a sponge curler and hands it to the lady one at a time. the little girl with all the curlers in her hair""

Which of the following endings best completes the context?

Choices:
A. is letting the curler pick out the toddler's hair.
B. smiles and asks the camera to rewind.
C. looks at herself in the mirror and poses and smiles at herself.
D. begins to curlers and begins to blow dry the curls.

Reply with exactly one uppercase letter out of A, B, C, or D.
",130
28387.0,Capoeira,He continuously spins around doing flips and tricks on his hands and knees followed by several shots of his movements in slow motion. he,D,"Context:
""He continuously spins around doing flips and tricks on his hands and knees followed by several shots of his movements in slow motion. he""

Which of the following endings best completes the context?

Choices:
A. then jumps after a flaming disc that lands in the pile of sticks and sticks on the ground and leaves a wide trail of smoke.
B. spins around using the palms towards the lens screen and the woman continues to watch him and finishes by putting her hands under her chin.
C. assists himself on the equipment by turning his body onto and sitting on top of the tool to try and get it in position.
D. performs several more tricks and the camera fades to black in the end.

Reply with exactly one uppercase letter out of A, B, C, or D.
",158
44684.0,Hula hoop,A small girl is seen hula hooping over and over again with her hands on her hips. the girl,A,"Context:
""A small girl is seen hula hooping over and over again with her hands on her hips. the girl""

Which of the following endings best completes the context?

Choices:
A. spins around with the hula hoop moving from her feet to her knees as well as the rest of her body.
B. moves all over the bar with her hands hanging down her sides and ends by smiling to the camera.
C. takes off then back ins the water when she is done.
D. continues shaking her hips and ends by jumping up and walking away from the camera.

Reply with exactly one uppercase letter out of A, B, C, or D.
",135
6924.0,Blowing leaves,"A man videotapes himself and a group of workers blowing leaves in the front yard of an apartment complex. a man, in a black t - shirt ,",A,"Context:
""A man videotapes himself and a group of workers blowing leaves in the front yard of an apartment complex. a man, in a black t - shirt ,""

Which of the following endings best completes the context?

Choices:
A. talks to himself while walking and recording himself with a camera.
B. ice skates down the street and up the stairs after the others.
C. is doing karate moves, while another man does boxing punches.
D. is smoking a hookah pipe while also filming himself while the camera is turned off.

Reply with exactly one uppercase letter out of A, B, C, or D.
",129
320.0,Hanging wallpaper,There's a home improvement specialist demonstrating how to remove wallpaper from walls. he,A,"Context:
""There's a home improvement specialist demonstrating how to remove wallpaper from walls. he""

Which of the following endings best completes the context?

Choices:
A. starts of by preparing the space by moving furniture away from the walls and covering the furniture with plastic sheets for protection.
B. uses a broom and dustpan to clean off the wallpaper.
C. is sitting on a sofa talking and adding plaster to a flat screen tv that has a person standing behind him explaining how to remove plaster.
D. is talking about how to smooth out the wallpaper very slowly with clippers.

Reply with exactly one uppercase letter out of A, B, C, or D.
",135
9138.0,Making a cake,The baker artist uses the small paintbrush to coat the entire fish cake. Baker artist then mixes a liquid and another powder mixture together and gets a different color texture. the artist,A,"Context:
""The baker artist uses the small paintbrush to coat the entire fish cake. Baker artist then mixes a liquid and another powder mixture together and gets a different color texture. the artist""

Which of the following endings best completes the context?

Choices:
A. then paints on the liquid onto the entire fish cake.
B. proceeds to paint on the facade of the injured fish.
C. els the greenish yellow with red flush the bottom layer and continues to paint on the front edge.
D. then hands the chef his plate of food.

Reply with exactly one uppercase letter out of A, B, C, or D.
",128
24996.0,Using parallel bars,"A different man does leg dips, swings his legs up and around each parallel bar and pushes forward across the parallel bars. when he",C,"Context:
""A different man does leg dips, swings his legs up and around each parallel bar and pushes forward across the parallel bars. when he""

Which of the following endings best completes the context?

Choices:
A. finishes he walks up to demonstrate how to do the same and lets his legs go to the side.
B. has finished, the other man is seen doing leg squat jumps on the parallel bars and does another balance beam routine.
C. reaches the end, he tucks in his knees and lifts his body up and perpendicular to the bars.
D. is done he sets his legs on the parallel bars and begins to jump rope from there.

Reply with exactly one uppercase letter out of A, B, C, or D.
",150
49052.0,Playing bagpipes,A man wearing a black t-shirt describes the parts of a bagpipe and blow pipe. the man,D,"Context:
""A man wearing a black t-shirt describes the parts of a bagpipe and blow pipe. the man""

Which of the following endings best completes the context?

Choices:
A. blows smoke rings through the air.
B. begins by blow blowing several jimmies which allows you ta look behind you, talk, demonstrate and brush the putee.
C. holds his left blown out with a pipe length metal funnel.
D. demonstrates how to blow into the blow pipe with a deep inhale into the lungs and using his mouth and jaw.

Reply with exactly one uppercase letter out of A, B, C, or D.
",129
11971.0,Horseback riding,"A police officer is riding a horse down the street very slowly. Many bystanders are walking by, cars are passing and casually moving along. its just a normal day",A,"Context:
""A police officer is riding a horse down the street very slowly. Many bystanders are walking by, cars are passing and casually moving along. its just a normal day""

Which of the following endings best completes the context?

Choices:
A. riding down the street protecting serving, making sure no crimes are being committed.
B. in the city, all normal that is going on as they pedal on their horses.
C. , the hiking path to the turkish ruins.
D. in a cowboy town holding the reins of a horse.

Reply with exactly one uppercase letter out of A, B, C, or D.
",128
42514.0,Wakeboarding,The boy in green zooms out to the side. The boy moves to the side of the boat and then flips over the second skier. the boy,C,"Context:
""The boy in green zooms out to the side. The boy moves to the side of the boat and then flips over the second skier. the boy""

Which of the following endings best completes the context?

Choices:
A. 's kite is out of reach as the water splashes around.
B. comes up to the boat, but then goes back to the front near the other boat.
C. leans back on his board and flips back over the other skier.
D. in red slides out of the camera frame.

Reply with exactly one uppercase letter out of A, B, C, or D.
",128
27299.0,Playing squash,The two men begin to play wall tennis hitting the tennis ball against the wall back and forth. the men,D,"Context:
""The two men begin to play wall tennis hitting the tennis ball against the wall back and forth. the men""

Which of the following endings best completes the context?

Choices:
A. continue to play the game until they hit the ball in the corner and squeeze their racquets tightly to keep them in a straight line.
B. return into the room as one man hits the other with the tennis ball.
C. try to hit the ball over the net many more times.
D. continue to play tennis with each man at different times dominating the ball.

Reply with exactly one uppercase letter out of A, B, C, or D.
",131
29427.0,Camel ride,The trainer guides the children on a camel in front of the stage holding presenters and a large crowd. the trainer,C,"Context:
""The trainer guides the children on a camel in front of the stage holding presenters and a large crowd. the trainer""

Which of the following endings best completes the context?

Choices:
A. leads the camel with two women kneeling on its back making a break for once.
B. let the kids make a jump make heart tattoo from the stage and then lead them through the gate to sit at a fountain.
C. walks the camel in a circle in a wide circle in the parking lot area with the children riding.
D. lead the children and begins his journey on the camel.

Reply with exactly one uppercase letter out of A, B, C, or D.
",137
36702.0,Longboarding,"One person staggers and falls from the skateboard, and only the road and the sky can be seen. Then, the person continues skateboarding and falls again on the road. after",A,"Context:
""One person staggers and falls from the skateboard, and only the road and the sky can be seen. Then, the person continues skateboarding and falls again on the road. after""

Which of the following endings best completes the context?

Choices:
A. , the person shows his injured legs and the broken shin pads and tennis shoes.
B. , another person stumbles and falls, and a man look.
C. , the man stands up, and again falls, but this time with the skateboard.
D. , the person stops and rises his skateboard.

Reply with exactly one uppercase letter out of A, B, C, or D.
",133
23712.0,Decorating the Christmas tree,A close up of a christmas tree is shown followed by close ups of ornaments. Two people are then seen moving around the tree decorating as well as turning the lights off. they,A,"Context:
""A close up of a christmas tree is shown followed by close ups of ornaments. Two people are then seen moving around the tree decorating as well as turning the lights off. they""

Which of the following endings best completes the context?

Choices:
A. finish decorating the tree and playing with one another and laughing.
B. continue to move around along the tree moving up and down and lead into a close up of a cat.
C. continue to move around the tree as well as occasionally coming up in segments to take a picture.
D. turn all around the tree using headsets and moving all around the decorations.

Reply with exactly one uppercase letter out of A, B, C, or D.
",144
37810.0,Waterskiing,"Then, a man does water ski in a lake pulling by a boat. The man falls from the skis to the water, then he continues water skiing. a man",C,"Context:
""Then, a man does water ski in a lake pulling by a boat. The man falls from the skis to the water, then he continues water skiing. a man""

Which of the following endings best completes the context?

Choices:
A. kayaks in the lake, while the kayaker' pass tables that hold green sheets.
B. pretends to ski in lake, then he continues water skiing.
C. is in the water and stands on a circle surfboard but falls while other people are water skiing.
D. sinks in the water walking on the shore.

Reply with exactly one uppercase letter out of A, B, C, or D.
",137
