question,question_concept,_split,answer,final_prompt,len_tk_phi3_mini_4k_instruct
"The board game instructed that you must conquer opponent, only the what would come out on top?",conquer opponent,train-00000-of-00001,E,"Question:
The board game instructed that you must conquer opponent, only the what would come out on top?

Which of the following is the best response to the question?

Choices:
A. top piece
B. strong
C. win
D. total domination
E. best

Reply with exactly one uppercase letter out of A, B, C, D or E.
",90
James was dedicated to contemplating things.  What did he seek?,contemplating,train-00000-of-00001,E,"Question:
James was dedicated to contemplating things.  What did he seek?

Which of the following is the best response to the question?

Choices:
A. revelations
B. hesitation
C. lessons
D. new insights
E. enlightenment

Reply with exactly one uppercase letter out of A, B, C, D or E.
",89
Which way is the pacific ocean from Nevada?,pacific ocean,train-00000-of-00001,E,"Question:
Which way is the pacific ocean from Nevada?

Which of the following is the best response to the question?

Choices:
A. atlas
B. san francisco bay
C. beach
D. southern hemisphere
E. west

Reply with exactly one uppercase letter out of A, B, C, D or E.
",86
"The inspector was agreeing with the factory protocols, what was the status of the factory?",agreeing with,validation-00000-of-00001,A,"Question:
The inspector was agreeing with the factory protocols, what was the status of the factory?

Which of the following is the best response to the question?

Choices:
A. compliance
B. eligible
C. contract
D. harmony
E. friendship

Reply with exactly one uppercase letter out of A, B, C, D or E.
",90
If there is a grocery store nearby it is in your what?,grocery store,train-00000-of-00001,D,"Question:
If there is a grocery store nearby it is in your what?

Which of the following is the best response to the question?

Choices:
A. neck of the woods
B. town
C. shopping center
D. neighborhood
E. street

Reply with exactly one uppercase letter out of A, B, C, D or E.
",86
What do those of a relative committing suicide likely to feel?,committing suicide,train-00000-of-00001,A,"Question:
What do those of a relative committing suicide likely to feel?

Which of the following is the best response to the question?

Choices:
A. sorrow
B. uncomfortable
C. harm to others
D. being dead
E. death

Reply with exactly one uppercase letter out of A, B, C, D or E.
",86
"The family wanted to live with carpeting, so where did they end up putting it?",carpeting,train-00000-of-00001,D,"Question:
The family wanted to live with carpeting, so where did they end up putting it?

Which of the following is the best response to the question?

Choices:
A. istanbul
B. fireplace
C. gym
D. houses
E. bedroom

Reply with exactly one uppercase letter out of A, B, C, D or E.
",90
Where might I re-home a well loved piece of furniture from college days?,furniture,train-00000-of-00001,C,"Question:
Where might I re-home a well loved piece of furniture from college days?

Which of the following is the best response to the question?

Choices:
A. pawn shop
B. rug
C. friend's house
D. room
E. apartment

Reply with exactly one uppercase letter out of A, B, C, D or E.
",89
"If you worked at an office building, where you might find a ficus tree?",ficus,train-00000-of-00001,B,"Question:
If you worked at an office building, where you might find a ficus tree?

Which of the following is the best response to the question?

Choices:
A. hallway
B. boss's office
C. large pot
D. tropical zones
E. tropical region

Reply with exactly one uppercase letter out of A, B, C, D or E.
",91
Why wouldn't someone want to work in an office?,working,train-00000-of-00001,B,"Question:
Why wouldn't someone want to work in an office?

Which of the following is the best response to the question?

Choices:
A. blisters
B. frustration
C. being paid
D. making shareholders richer
E. making money

Reply with exactly one uppercase letter out of A, B, C, D or E.
",88
What is an easy way to make a potato soft?,potato,train-00000-of-00001,B,"Question:
What is an easy way to make a potato soft?

Which of the following is the best response to the question?

Choices:
A. restaurants
B. cooking pot
C. beef stew
D. steak house
E. let it rot

Reply with exactly one uppercase letter out of A, B, C, D or E.
",88
"The cat seemed calm around the stranger, but it was actually quite what and ready to claw?",calm,train-00000-of-00001,C,"Question:
The cat seemed calm around the stranger, but it was actually quite what and ready to claw?

Which of the following is the best response to the question?

Choices:
A. medium
B. excited
C. agitated
D. frantic
E. frenzied

Reply with exactly one uppercase letter out of A, B, C, D or E.
",91
What does a person want  to do to get a promotion at work?,person,train-00000-of-00001,D,"Question:
What does a person want  to do to get a promotion at work?

Which of the following is the best response to the question?

Choices:
A. smile
B. plant flowers
C. promise to do
D. gain respect
E. fish lake

Reply with exactly one uppercase letter out of A, B, C, D or E.
",86
I need a person to milk a cow would a volunteer do this?,person,train-00000-of-00001,D,"Question:
I need a person to milk a cow would a volunteer do this?

Which of the following is the best response to the question?

Choices:
A. cross street
B. milk cow
C. lose weight
D. step forward
E. need food

Reply with exactly one uppercase letter out of A, B, C, D or E.
",86
What do marine life use to shelter themselves from a shark?,shark,train-00000-of-00001,A,"Question:
What do marine life use to shelter themselves from a shark?

Which of the following is the best response to the question?

Choices:
A. coral reef
B. television program
C. pacific ocean
D. open ocean
E. seaweed

Reply with exactly one uppercase letter out of A, B, C, D or E.
",88
What does going to party with the opposite sex lead to?,going to party,train-00000-of-00001,E,"Question:
What does going to party with the opposite sex lead to?

Which of the following is the best response to the question?

Choices:
A. get drunk
B. meet new people
C. drinking beer
D. enjoy yourself
E. having sex

Reply with exactly one uppercase letter out of A, B, C, D or E.
",87
What mood sets in when someone is going to work with a boss they dislike?,going to work,train-00000-of-00001,D,"Question:
What mood sets in when someone is going to work with a boss they dislike?

Which of the following is the best response to the question?

Choices:
A. boredom
B. teamwork
C. stress
D. anger
E. exhaustion

Reply with exactly one uppercase letter out of A, B, C, D or E.
",89
"The woman is watching television and trying to forget her day, what is her goal?",watching television,validation-00000-of-00001,E,"Question:
The woman is watching television and trying to forget her day, what is her goal?

Which of the following is the best response to the question?

Choices:
A. entertainment
B. falling asleep
C. getting fat
D. crying
E. relaxation

Reply with exactly one uppercase letter out of A, B, C, D or E.
",89
"If people are busy, what do they tend to do?",people,train-00000-of-00001,D,"Question:
If people are busy, what do they tend to do?

Which of the following is the best response to the question?

Choices:
A. make lists
B. trade places
C. talk to each other
D. hurry along
E. say ""hello"" to one another

Reply with exactly one uppercase letter out of A, B, C, D or E.
",91
John thought that using television is different from listening to radio. How is television different from radio?,using television,train-00000-of-00001,A,"Question:
John thought that using television is different from listening to radio. How is television different from radio?

Which of the following is the best response to the question?

Choices:
A. visual
B. conformity
C. audio
D. entertained
E. laziness

Reply with exactly one uppercase letter out of A, B, C, D or E.
",90
"A person wanted a seafood dinner, so what did he decide to do?",person,train-00000-of-00001,A,"Question:
A person wanted a seafood dinner, so what did he decide to do?

Which of the following is the best response to the question?

Choices:
A. fish lake
B. gain respect
C. plant flowers
D. wish really hard
E. cross street

Reply with exactly one uppercase letter out of A, B, C, D or E.
",89
What is the closest place to eat when you are not out on the town?,place to eat,train-00000-of-00001,D,"Question:
What is the closest place to eat when you are not out on the town?

Which of the following is the best response to the question?

Choices:
A. serving drinks
B. food court
C. shopping center
D. own house
E. downtown

Reply with exactly one uppercase letter out of A, B, C, D or E.
",90
What do you hope to achieve when finding information about manners?,finding information,train-00000-of-00001,E,"Question:
What do you hope to achieve when finding information about manners?

Which of the following is the best response to the question?

Choices:
A. understanding of
B. solution to problem
C. polite
D. being able to use
E. know how to act

Reply with exactly one uppercase letter out of A, B, C, D or E.
",89
"If an outdoors man wants accommodations, where is he likely looking to go?",accommodations,train-00000-of-00001,E,"Question:
If an outdoors man wants accommodations, where is he likely looking to go?

Which of the following is the best response to the question?

Choices:
A. motel
B. comfort
C. hostel
D. theater
E. camp ground

Reply with exactly one uppercase letter out of A, B, C, D or E.
",88
If a person acts in a manner that embarrasses themselves and family their behavior is what?,person,train-00000-of-00001,E,"Question:
If a person acts in a manner that embarrasses themselves and family their behavior is what?

Which of the following is the best response to the question?

Choices:
A. have no home
B. ridiculous
C. beautiful
D. restricted
E. shameful

Reply with exactly one uppercase letter out of A, B, C, D or E.
",90
"The cancer patient was expecting to die, so he made out his what?",die,validation-00000-of-00001,B,"Question:
The cancer patient was expecting to die, so he made out his what?

Which of the following is the best response to the question?

Choices:
A. not to live
B. write will
C. never want
D. seek help
E. go to hell

Reply with exactly one uppercase letter out of A, B, C, D or E.
",88
"If people are on a beach, what are they likely doing?",people,train-00000-of-00001,B,"Question:
If people are on a beach, what are they likely doing?

Which of the following is the best response to the question?

Choices:
A. eat plants
B. sun themselves
C. swimming
D. gain wealth
E. talk to each other

Reply with exactly one uppercase letter out of A, B, C, D or E.
",86
"The pitcher stepped on the mound ready to throw, where was he located specifically?",mound,validation-00000-of-00001,E,"Question:
The pitcher stepped on the mound ready to throw, where was he located specifically?

Which of the following is the best response to the question?

Choices:
A. hell
B. baseball stadium
C. golf course
D. africa
E. baseball diamond

Reply with exactly one uppercase letter out of A, B, C, D or E.
",90
The mountain was very massive.  It did what to the nearby hills?,massive,train-00000-of-00001,D,"Question:
The mountain was very massive.  It did what to the nearby hills?

Which of the following is the best response to the question?

Choices:
A. lame
B. insubstantial
C. inconsequential
D. dwarf
E. massless

Reply with exactly one uppercase letter out of A, B, C, D or E.
",90
"The brothers were punching angrily, why would they do that?",punching,train-00000-of-00001,A,"Question:
The brothers were punching angrily, why would they do that?

Which of the following is the best response to the question?

Choices:
A. cause pain
B. to defend themselves.
C. broken bones
D. bruise
E. pain for

Reply with exactly one uppercase letter out of A, B, C, D or E.
",90
They came to an amiable solution to their rather what problem?,amiable,train-00000-of-00001,D,"Question:
They came to an amiable solution to their rather what problem?

Which of the following is the best response to the question?

Choices:
A. amiability
B. disagreeable
C. amiably
D. unpleasant
E. ungracious

Reply with exactly one uppercase letter out of A, B, C, D or E.
",87
What is something that probably has a lot of testosterone and way too much alcohol?,alcohol,train-00000-of-00001,D,"Question:
What is something that probably has a lot of testosterone and way too much alcohol?

Which of the following is the best response to the question?

Choices:
A. beer
B. wine
C. restaurant
D. fraternity house
E. pub

Reply with exactly one uppercase letter out of A, B, C, D or E.
",89
What is likely to run high when two people are competing against each other?,competing against,train-00000-of-00001,C,"Question:
What is likely to run high when two people are competing against each other?

Which of the following is the best response to the question?

Choices:
A. pride
B. frustration
C. emotions
D. encouraging
E. tensions

Reply with exactly one uppercase letter out of A, B, C, D or E.
",86
If your opponents in a marathon is very fast it is easy to fall what?,fast,train-00000-of-00001,B,"Question:
If your opponents in a marathon is very fast it is easy to fall what?

Which of the following is the best response to the question?

Choices:
A. lightly
B. behind
C. train
D. slowly
E. sitfast

Reply with exactly one uppercase letter out of A, B, C, D or E.
",86
The department store is located in the Northwest USA.  Where might it be?,department store,train-00000-of-00001,D,"Question:
The department store is located in the Northwest USA.  Where might it be?

Which of the following is the best response to the question?

Choices:
A. new york
B. big city
C. town
D. idaho
E. shopping mall

Reply with exactly one uppercase letter out of A, B, C, D or E.
",90
If you spend most of your time resting you may be what?,resting,train-00000-of-00001,A,"Question:
If you spend most of your time resting you may be what?

Which of the following is the best response to the question?

Choices:
A. laziness
B. relaxation
C. doing nothing
D. falling asleep
E. well rested

Reply with exactly one uppercase letter out of A, B, C, D or E.
",88
"The Mississippi is a very large river, it is the largest in the North American what?",river,train-00000-of-00001,E,"Question:
The Mississippi is a very large river, it is the largest in the North American what?

Which of the following is the best response to the question?

Choices:
A. wilderness
B. country
C. city
D. bridge
E. continent

Reply with exactly one uppercase letter out of A, B, C, D or E.
",86
"The old clothes weren't even useful as rags, they belonged where?",old clothes,train-00000-of-00001,B,"Question:
The old clothes weren't even useful as rags, they belonged where?

Which of the following is the best response to the question?

Choices:
A. loft
B. trash
C. attic
D. fire pit
E. trunk

Reply with exactly one uppercase letter out of A, B, C, D or E.
",88
"The student was having difficulty finding information in the book, so he raise his hand and began to what?",finding information,train-00000-of-00001,D,"Question:
The student was having difficulty finding information in the book, so he raise his hand and began to what?

Which of the following is the best response to the question?

Choices:
A. learn
B. turn pages
C. death
D. ask questions
E. go to school

Reply with exactly one uppercase letter out of A, B, C, D or E.
",91
Where would you expect to see a white fox?,fox,train-00000-of-00001,D,"Question:
Where would you expect to see a white fox?

Which of the following is the best response to the question?

Choices:
A. great outdoors
B. open meadow
C. forest
D. arctic tundra
E. mountains

Reply with exactly one uppercase letter out of A, B, C, D or E.
",86
What do people do if they are near the sea?,people,train-00000-of-00001,E,"Question:
What do people do if they are near the sea?

Which of the following is the best response to the question?

Choices:
A. write stories
B. talk to each other
C. go fishing
D. die of starvation
E. eat fish

Reply with exactly one uppercase letter out of A, B, C, D or E.
",88
Where do kids like to hang out to watch tv and avoid their parents in the house?,house,train-00000-of-00001,A,"Question:
Where do kids like to hang out to watch tv and avoid their parents in the house?

Which of the following is the best response to the question?

Choices:
A. basement
B. kitchen
C. rooms
D. den
E. yard

Reply with exactly one uppercase letter out of A, B, C, D or E.
",86
What is someone likely to feel after the act of procreating?,procreating,train-00000-of-00001,B,"Question:
What is someone likely to feel after the act of procreating?

Which of the following is the best response to the question?

Choices:
A. exhaustion
B. feeling good
C. having children
D. overpopulation
E. hair loss

Reply with exactly one uppercase letter out of A, B, C, D or E.
",86
How would you express information if you do not have a pen or pencil?,express information,validation-00000-of-00001,D,"Question:
How would you express information if you do not have a pen or pencil?

Which of the following is the best response to the question?

Choices:
A. may disagree
B. close mouth
C. write down
D. talk
E. eyes

Reply with exactly one uppercase letter out of A, B, C, D or E.
",87
Where can you spend the night on the ground floor when you're away from home?,ground floor,train-00000-of-00001,C,"Question:
Where can you spend the night on the ground floor when you're away from home?

Which of the following is the best response to the question?

Choices:
A. brownstone
B. highrise building
C. hotel
D. subway
E. office building

Reply with exactly one uppercase letter out of A, B, C, D or E.
",91
The cashier said if you want to buy food you have to do what?,buy food,train-00000-of-00001,B,"Question:
The cashier said if you want to buy food you have to do what?

Which of the following is the best response to the question?

Choices:
A. need to eat
B. spend money
C. drive your car.
D. paying
E. hunger

Reply with exactly one uppercase letter out of A, B, C, D or E.
",91
"The conductor ordered the gong to sound, who was the gong player playing with?",gong,train-00000-of-00001,A,"Question:
The conductor ordered the gong to sound, who was the gong player playing with?

Which of the following is the best response to the question?

Choices:
A. orchestra
B. tibet
C. music store
D. chinatown
E. band

Reply with exactly one uppercase letter out of A, B, C, D or E.
",91
James went to the best steakhouse outside of the South.  Where is James?,steakhouse,train-00000-of-00001,D,"Question:
James went to the best steakhouse outside of the South.  Where is James?

Which of the following is the best response to the question?

Choices:
A. dairy farm
B. texas
C. building
D. michigan
E. florida

Reply with exactly one uppercase letter out of A, B, C, D or E.
",89
What kind of tale might feature a talking weasel?,weasel,validation-00000-of-00001,E,"Question:
What kind of tale might feature a talking weasel?

Which of the following is the best response to the question?

Choices:
A. mulberry bush
B. animated film
C. chicken coop
D. history book
E. children's story

Reply with exactly one uppercase letter out of A, B, C, D or E.
",88
If you need more information on a subject you can read books to what?,books,train-00000-of-00001,E,"Question:
If you need more information on a subject you can read books to what?

Which of the following is the best response to the question?

Choices:
A. include information
B. explain problems
C. get confused
D. win prizes
E. further knowledge

Reply with exactly one uppercase letter out of A, B, C, D or E.
",87
What happens if lovers want to show affection?,lovers,train-00000-of-00001,A,"Question:
What happens if lovers want to show affection?

Which of the following is the best response to the question?

Choices:
A. kiss each other
B. show disgust of each other
C. argue
D. part ways
E. break up

Reply with exactly one uppercase letter out of A, B, C, D or E.
",86
"am was a pretty bad neighbour.  He was annoying, and considered to be a what?",neighbour,train-00000-of-00001,C,"Question:
am was a pretty bad neighbour.  He was annoying, and considered to be a what?

Which of the following is the best response to the question?

Choices:
A. distant
B. foe
C. bore
D. remote person
E. hermit

Reply with exactly one uppercase letter out of A, B, C, D or E.
",89
Rumors of roving bands of monsters killing people could lead to what?,killing people,train-00000-of-00001,C,"Question:
Rumors of roving bands of monsters killing people could lead to what?

Which of the following is the best response to the question?

Choices:
A. panic
B. getting in trouble
C. mass hysteria
D. go to prison
E. murder

Reply with exactly one uppercase letter out of A, B, C, D or E.
",91
"If a sailor sets off on a voyage, where might they stow a suitcase?",suitcase,train-00000-of-00001,A,"Question:
If a sailor sets off on a voyage, where might they stow a suitcase?

Which of the following is the best response to the question?

Choices:
A. cargo hold
B. airplane
C. baggage compartment
D. movie
E. boat

Reply with exactly one uppercase letter out of A, B, C, D or E.
",91
Faith in a high power is said to provide solace in times of what?,faith,train-00000-of-00001,B,"Question:
Faith in a high power is said to provide solace in times of what?

Which of the following is the best response to the question?

Choices:
A. move mountains
B. despair
C. uneducated
D. disbelief
E. knowledge

Reply with exactly one uppercase letter out of A, B, C, D or E.
",90
"The color yellow is associated with the opposite of the characteristic, what is it?",yellow,train-00000-of-00001,A,"Question:
The color yellow is associated with the opposite of the characteristic, what is it?

Which of the following is the best response to the question?

Choices:
A. fearless
B. english carrier
C. courageous
D. brave
E. achromatic

Reply with exactly one uppercase letter out of A, B, C, D or E.
",89
"Though she made the cut years ago, its figurative scars would never what?",cut,train-00000-of-00001,D,"Question:
Though she made the cut years ago, its figurative scars would never what?

Which of the following is the best response to the question?

Choices:
A. joining
B. put together
C. stitch
D. heal
E. paste

Reply with exactly one uppercase letter out of A, B, C, D or E.
",87
What is a convenient way for a farmer to preserve their crops?,farmer,train-00000-of-00001,A,"Question:
What is a convenient way for a farmer to preserve their crops?

Which of the following is the best response to the question?

Choices:
A. can produce
B. harvestation
C. water plants
D. produce food
E. rise early

Reply with exactly one uppercase letter out of A, B, C, D or E.
",87
"James sat down and looked at the menu, then he placed an order.  Where might he be?",menu,train-00000-of-00001,B,"Question:
James sat down and looked at the menu, then he placed an order.  Where might he be?

Which of the following is the best response to the question?

Choices:
A. shop
B. cafe
C. internet sites
D. table
E. advertisement

Reply with exactly one uppercase letter out of A, B, C, D or E.
",91
Running errands with screaming kids will likely cause what?,running errands,validation-00000-of-00001,C,"Question:
Running errands with screaming kids will likely cause what?

Which of the following is the best response to the question?

Choices:
A. efficiency
B. insanity
C. aggravation
D. tiredness
E. stress

Reply with exactly one uppercase letter out of A, B, C, D or E.
",86
The stud bull was brought in to breed with the prize winning what?,bull,train-00000-of-00001,B,"Question:
The stud bull was brought in to breed with the prize winning what?

Which of the following is the best response to the question?

Choices:
A. horse
B. cow
C. bullbleep
D. feeble
E. female

Reply with exactly one uppercase letter out of A, B, C, D or E.
",86
A child can enjoy stories about a talking beaver in what communication item?,beaver,train-00000-of-00001,E,"Question:
A child can enjoy stories about a talking beaver in what communication item?

Which of the following is the best response to the question?

Choices:
A. canada
B. australia
C. wooded area
D. body of water
E. books

Reply with exactly one uppercase letter out of A, B, C, D or E.
",87
In what sort of container should you keep your ficus?,ficus,train-00000-of-00001,C,"Question:
In what sort of container should you keep your ficus?

Which of the following is the best response to the question?

Choices:
A. refigerator
B. screened porch
C. clay pot
D. shady places
E. arboretum

Reply with exactly one uppercase letter out of A, B, C, D or E.
",91
"Dad is putting away folding chairs after a party, where does he store them?",folding chair,train-00000-of-00001,B,"Question:
Dad is putting away folding chairs after a party, where does he store them?

Which of the following is the best response to the question?

Choices:
A. church
B. garage
C. attic
D. room
E. closet

Reply with exactly one uppercase letter out of A, B, C, D or E.
",88
"They had to know where to go, they got on the national highway after consulting the what?",national highway,validation-00000-of-00001,B,"Question:
They had to know where to go, they got on the national highway after consulting the what?

Which of the following is the best response to the question?

Choices:
A. canada
B. atlas
C. united states
D. major cities
E. book

Reply with exactly one uppercase letter out of A, B, C, D or E.
",91
Johnny was looking for cookies that his mom had hid from him.  Where might he look for them?,cookie,train-00000-of-00001,E,"Question:
Johnny was looking for cookies that his mom had hid from him.  Where might he look for them?

Which of the following is the best response to the question?

Choices:
A. dessert
B. evercookie
C. evercookie
D. store
E. jar

Reply with exactly one uppercase letter out of A, B, C, D or E.
",91
"The computer was hooked up to the internet, what could it do as a result?",computer,validation-00000-of-00001,E,"Question:
The computer was hooked up to the internet, what could it do as a result?

Which of the following is the best response to the question?

Choices:
A. process information
B. believe in god
C. make decisions
D. process information
E. receive data

Reply with exactly one uppercase letter out of A, B, C, D or E.
",91
"Buying products is difficult, even impossible, if you experience what?",buying products,train-00000-of-00001,C,"Question:
Buying products is difficult, even impossible, if you experience what?

Which of the following is the best response to the question?

Choices:
A. agony
B. owning
C. bankruptcy
D. economic boom
E. pleasure

Reply with exactly one uppercase letter out of A, B, C, D or E.
",86
Where would you find a bottle used to feed a new human?,bottle,train-00000-of-00001,E,"Question:
Where would you find a bottle used to feed a new human?

Which of the following is the best response to the question?

Choices:
A. supermarket
B. grocery store
C. vending machine
D. liquor store
E. nursery

Reply with exactly one uppercase letter out of A, B, C, D or E.
",90
WHat do you need to do when you buy something so you dont overspend?,buy,train-00000-of-00001,C,"Question:
WHat do you need to do when you buy something so you dont overspend?

Which of the following is the best response to the question?

Choices:
A. paying
B. spend money
C. have in mind
D. get money
E. make list

Reply with exactly one uppercase letter out of A, B, C, D or E.
",90
Where can you buy socks and jeans?,jeans,train-00000-of-00001,C,"Question:
Where can you buy socks and jeans?

Which of the following is the best response to the question?

Choices:
A. washing machine
B. laundromat
C. clothing store
D. closet
E. shopping mall

Reply with exactly one uppercase letter out of A, B, C, D or E.
",87
"Sam examined the thing closely.  He was interested in it, and he wanted to do what?",examine thing,train-00000-of-00001,C,"Question:
Sam examined the thing closely.  He was interested in it, and he wanted to do what?

Which of the following is the best response to the question?

Choices:
A. interesting
B. interests
C. learn more about
D. complex
E. go to bed

Reply with exactly one uppercase letter out of A, B, C, D or E.
",91
If you're pouring water over grounds what type of drink are you making?,water,train-00000-of-00001,A,"Question:
If you're pouring water over grounds what type of drink are you making?

Which of the following is the best response to the question?

Choices:
A. cup of coffee
B. brook
C. synagogue
D. tea
E. sink

Reply with exactly one uppercase letter out of A, B, C, D or E.
",88
Where would you find teeth whitening bleachers?,bleachers,train-00000-of-00001,D,"Question:
Where would you find teeth whitening bleachers?

Which of the following is the best response to the question?

Choices:
A. gymnasium
B. soccer game
C. sporting event
D. pharmacy
E. soccer game

Reply with exactly one uppercase letter out of A, B, C, D or E.
",87
"The baby was cranky, it needed to eat breakfast but refused to what?",eat breakfast,validation-00000-of-00001,B,"Question:
The baby was cranky, it needed to eat breakfast but refused to what?

Which of the following is the best response to the question?

Choices:
A. buy food
B. open mouth
C. get out of bed
D. cry
E. wake up

Reply with exactly one uppercase letter out of A, B, C, D or E.
",90
What should you say to someone that sneezes?,sneeze,train-00000-of-00001,A,"Question:
What should you say to someone that sneezes?

Which of the following is the best response to the question?

Choices:
A. bless you
B. keep your eyes open
C. yawn
D. inhale
E. cough

Reply with exactly one uppercase letter out of A, B, C, D or E.
",86
Remembering a terrible event is likely to cause what?,remembering,train-00000-of-00001,E,"Question:
Remembering a terrible event is likely to cause what?

Which of the following is the best response to the question?

Choices:
A. problems
B. inspiration
C. going to a therapist
D. crying
E. trauma

Reply with exactly one uppercase letter out of A, B, C, D or E.
",86
"If a person wants to put some excitement into his routine, he learn how to do what?",excitement,train-00000-of-00001,C,"Question:
If a person wants to put some excitement into his routine, he learn how to do what?

Which of the following is the best response to the question?

Choices:
A. play hockey
B. basketball
C. dance
D. go somewhere
E. express information

Reply with exactly one uppercase letter out of A, B, C, D or E.
",88
In what kind of environment does an anemone live?,anemone,validation-00000-of-00001,D,"Question:
In what kind of environment does an anemone live?

Which of the following is the best response to the question?

Choices:
A. nursery
B. south pacific
C. desert
D. sea water
E. atlantic ocean

Reply with exactly one uppercase letter out of A, B, C, D or E.
",86
Is that person acting as silly as a clown?,person,validation-00000-of-00001,B,"Question:
Is that person acting as silly as a clown?

Which of the following is the best response to the question?

Choices:
A. make mistakes
B. ridiculous
C. have no home
D. mentally unhinged
E. schizophrenia

Reply with exactly one uppercase letter out of A, B, C, D or E.
",91
A projector displayed people on the huge screen while the audience laughed.  What might they be watching?,projector,train-00000-of-00001,A,"Question:
A projector displayed people on the huge screen while the audience laughed.  What might they be watching?

Which of the following is the best response to the question?

Choices:
A. movies
B. theatre
C. cabaret
D. conference
E. meeting

Reply with exactly one uppercase letter out of A, B, C, D or E.
",89
"The judge found him guilty of committing perjury, this brought the man great what?",committing perjury,train-00000-of-00001,A,"Question:
The judge found him guilty of committing perjury, this brought the man great what?

Which of the following is the best response to the question?

Choices:
A. shame
B. arrest
C. distress
D. embarrassment
E. tension

Reply with exactly one uppercase letter out of A, B, C, D or E.
",89
Danny was having fun singing in front of his class.   He has a lot of what?,having fun,train-00000-of-00001,C,"Question:
Danny was having fun singing in front of his class.   He has a lot of what?

Which of the following is the best response to the question?

Choices:
A. laughter
B. being happy
C. glee
D. opera
E. injuries

Reply with exactly one uppercase letter out of A, B, C, D or E.
",90
Where might you find dirt on a place you would see a gutter and rubber hit it regularly?,dirt,train-00000-of-00001,D,"Question:
Where might you find dirt on a place you would see a gutter and rubber hit it regularly?

Which of the following is the best response to the question?

Choices:
A. race track
B. bed
C. ground
D. street
E. subway

Reply with exactly one uppercase letter out of A, B, C, D or E.
",90
"He wanted to research well-crafted chesterfield, where should he look?",chesterfield,train-00000-of-00001,A,"Question:
He wanted to research well-crafted chesterfield, where should he look?

Which of the following is the best response to the question?

Choices:
A. museum
B. living room
C. museum
D. derbyshire
E. foyer

Reply with exactly one uppercase letter out of A, B, C, D or E.
",87
"A child wants to play, what would they likely want?",child,validation-00000-of-00001,C,"Question:
A child wants to play, what would they likely want?

Which of the following is the best response to the question?

Choices:
A. fall down
B. breathe
C. play tag
D. be dismembered by a chainsaw
E. become adult

Reply with exactly one uppercase letter out of A, B, C, D or E.
",91
What could using computer not cause if you are paralyzed?,using computer,train-00000-of-00001,B,"Question:
What could using computer not cause if you are paralyzed?

Which of the following is the best response to the question?

Choices:
A. pleasure
B. carpal tunnel syndrome
C. medical bill
D. eye strain
E. increased efficiency

Reply with exactly one uppercase letter out of A, B, C, D or E.
",88
"The outdoor restaurant has no business when it rained, where should it move to?",restaurant,train-00000-of-00001,C,"Question:
The outdoor restaurant has no business when it rained, where should it move to?

Which of the following is the best response to the question?

Choices:
A. big city
B. town
C. building
D. new york
E. new place

Reply with exactly one uppercase letter out of A, B, C, D or E.
",88
How will a teacher begin projects for students required to work together?,teacher,train-00000-of-00001,C,"Question:
How will a teacher begin projects for students required to work together?

Which of the following is the best response to the question?

Choices:
A. state facts
B. teach pupils
C. group students
D. better knowledge
E. dividing students

Reply with exactly one uppercase letter out of A, B, C, D or E.
",86
What do I say when I am meeting people for the first time?,meeting people,train-00000-of-00001,B,"Question:
What do I say when I am meeting people for the first time?

Which of the following is the best response to the question?

Choices:
A. hugging
B. introducing yourself
C. making friends
D. smiling
E. shake hands

Reply with exactly one uppercase letter out of A, B, C, D or E.
",88
"A human is fragile, so you should take care since you only get what?",human,train-00000-of-00001,A,"Question:
A human is fragile, so you should take care since you only get what?

Which of the following is the best response to the question?

Choices:
A. one body
B. muscles
C. mouth
D. two arms
E. stupidity

Reply with exactly one uppercase letter out of A, B, C, D or E.
",87
"The executives talked strategy walking through the lobby, what were they likely discussing?",lobby,train-00000-of-00001,D,"Question:
The executives talked strategy walking through the lobby, what were they likely discussing?

Which of the following is the best response to the question?

Choices:
A. opera
B. office building
C. receptionist
D. business plan
E. game plan

Reply with exactly one uppercase letter out of A, B, C, D or E.
",89
What is a person's immediate reaction to winning the lottery?,person,train-00000-of-00001,A,"Question:
What is a person's immediate reaction to winning the lottery?

Which of the following is the best response to the question?

Choices:
A. feel lucky
B. wash themselves
C. wonder what happened
D. cross street
E. run

Reply with exactly one uppercase letter out of A, B, C, D or E.
",87
"The people were building a backdrop for the play, their tools echoed in the empty what?",backdrop,train-00000-of-00001,D,"Question:
The people were building a backdrop for the play, their tools echoed in the empty what?

Which of the following is the best response to the question?

Choices:
A. bodyshop
B. stage show
C. theatre
D. theater
E. photography studio

Reply with exactly one uppercase letter out of A, B, C, D or E.
",91
Where can I find a constitutional monarchy with a parliamentary democracy and federation?,government,train-00000-of-00001,C,"Question:
Where can I find a constitutional monarchy with a parliamentary democracy and federation?

Which of the following is the best response to the question?

Choices:
A. church
B. democracy
C. canada
D. country
E. civilization

Reply with exactly one uppercase letter out of A, B, C, D or E.
",88
Why may a person with troubles do when praying?,praying,train-00000-of-00001,E,"Question:
Why may a person with troubles do when praying?

Which of the following is the best response to the question?

Choices:
A. talking to god
B. clap
C. kneel down
D. look upward
E. ask for help

Reply with exactly one uppercase letter out of A, B, C, D or E.
",86
