ind,activity_label,ctx,answer,final_prompt,len_tk_qwen2.5_7b_base
9026.0,Playing ice hockey,A hockey player is swinging around his stick on the ice. He trips and falls down on his knees. he,A,"Context:
""A hockey player is swinging around his stick on the ice. He trips and falls down on his knees. he""

Which of the following endings best completes the context?

Choices:
A. gets back up, looking disoriented as he rejoins his team, falling again.
B. gets back on his feet and bounces.
C. gets up and continues swinging his head around while he does little flips in the arena.
D. hugs the ice as he skates away.

Reply with exactly one uppercase letter out of A, B, C, or D.
",114
44518.0,Wrapping presents,A gift wrapped present is wrapped with a clear plastic and taped in place. Red ribbons are tied at each end. a scissor,B,"Context:
""A gift wrapped present is wrapped with a clear plastic and taped in place. Red ribbons are tied at each end. a scissor""

Which of the following endings best completes the context?

Choices:
A. and tool is sharpened with a sharpener.
B. is used to cut off the excess clear plastic at each end.
C. blade is cut open and the object is displayed on the screen.
D. blade is sharpened _start_and clips the pumpkin.

Reply with exactly one uppercase letter out of A, B, C, or D.
",114
24016.0,Triple jump,A man is running down a track he jumps into a pile of sand. he,A,"Context:
""A man is running down a track he jumps into a pile of sand. he""

Which of the following endings best completes the context?

Choices:
A. runs down the track again and jumps into the sand several times.
B. goes into a huge weight vault and begins rolling around on the sand.
C. is wearing flippers and is going through the sand of the beach.
D. walks away and a woman starts walking into the desert on a sand gril.

Reply with exactly one uppercase letter out of A, B, C, or D.
",113
4037.0,Making a lemonade,The man juices 2 fruit then puts sugar in in two glasses. The man then cuts and juices four more fruit. the man,A,"Context:
""The man juices 2 fruit then puts sugar in in two glasses. The man then cuts and juices four more fruit. the man""

Which of the following endings best completes the context?

Choices:
A. adds more sugar to the glasses and ice water from the bucket under the fruit.
B. removes 1 of the pineapple slices.
C. makes a cake then fries it.
D. cuts and juices four more cherries and then cuts them with a knife.

Reply with exactly one uppercase letter out of A, B, C, or D.
",112
38122.0,Trimming branches or hedges,A man starts up a gas powered hedger and hands it to someone standing on a platform. the man on the platform,B,"Context:
""A man starts up a gas powered hedger and hands it to someone standing on a platform. the man on the platform""

Which of the following endings best completes the context?

Choices:
A. pulls the pipe and the smoke rings out stretched across a board.
B. trims the top of a hedge with the hedge trimmer.
C. uses it as a lasso to catch a fish.
D. beams, someone runs in the woods with a screaming baby.

Reply with exactly one uppercase letter out of A, B, C, or D.
",113
22738.0,Drum corps,There are people standing and seated in the bleachers watching about twelve band students performing. Most of the players are drumming on the percussion instruments in a rhythmic tune. the percussion players,B,"Context:
""There are people standing and seated in the bleachers watching about twelve band students performing. Most of the players are drumming on the percussion instruments in a rhythmic tune. the percussion players""

Which of the following endings best completes the context?

Choices:
A. begin to perform faster the slower they drum.
B. begin going round in a circle as they play the instruments.
C. are wearing black helmets.
D. are playing the drums run on the ground.

Reply with exactly one uppercase letter out of A, B, C, or D.
",112
5613.0,Clipping cat claws,A woman is seen speaking to the camera and holding up a pair of clippers. she,B,"Context:
""A woman is seen speaking to the camera and holding up a pair of clippers. she""

Which of the following endings best completes the context?

Choices:
A. holds up a coconut and begins cutting the man's hair.
B. then begins cutting a cat's claws while the cat squirms around.
C. then reaches around and grabs a sharpener with her fingers.
D. trim the ends of the section along her hair and cut it all off in the end.

Reply with exactly one uppercase letter out of A, B, C, or D.
",114
30401.0,Using the rowing machine,We see a man walk over and sits on a rowing machine. The man drink from his water. The man rows fast on the machine. We see a title screen. we,B,"Context:
""We see a man walk over and sits on a rowing machine. The man drink from his water. The man rows fast on the machine. We see a title screen. we""

Which of the following endings best completes the context?

Choices:
A. then see the man board a surf board.
B. see the man stop rowing and walks and gets the camera.
C. see a man look at his camera.
D. see the ending title screen.

Reply with exactly one uppercase letter out of A, B, C, or D.
",112
2049.0,Snow tubing,A person ski on the pent of a hill covered with snow. then,D,"Context:
""A person ski on the pent of a hill covered with snow. then""

Which of the following endings best completes the context?

Choices:
A. , skis in hill covered with snow approaches the mountain.
B. , the person ski on the hill on which snow falls and slope.
C. , two individuals ski on the hill covered with snow but still stay upright by snowboard.
D. , the person arrives to a flat area where there are four people.

Reply with exactly one uppercase letter out of A, B, C, or D.
",112
18915.0,Hanging wallpaper,A woman is wiping a wall with a rag. They roll up paper and dip it in water. They stick the paper to the wall. they,D,"Context:
""A woman is wiping a wall with a rag. They roll up paper and dip it in water. They stick the paper to the wall. they""

Which of the following endings best completes the context?

Choices:
A. pull a paper towel and wipe a wall and pour water on the paper.
B. hang the paper on a rod.
C. flip the paper into a bowl and hang it on a wall.
D. use a plastic tool to smooth it out.

Reply with exactly one uppercase letter out of A, B, C, or D.
",113
3657.0,Playing ice hockey,"A team is on the ice, playing a game of hockey. they",C,"Context:
""A team is on the ice, playing a game of hockey. they""

Which of the following endings best completes the context?

Choices:
A. kick the puck back and forth, trying to keep the ball from their opponents.
B. 're lettered in red and yellow as they make up their team.
C. slide around, hitting the puck and trying to keep it away from their opponents.
D. run through the ice, trying to hit some goals but missing.

Reply with exactly one uppercase letter out of A, B, C, or D.
",114
31475.0,Ironing clothes,We see the lady pick up a basket of laundry and put it down. The lady shakes out a dress and puts it on an ironing board. the lady,D,"Context:
""We see the lady pick up a basket of laundry and put it down. The lady shakes out a dress and puts it on an ironing board. the lady""

Which of the following endings best completes the context?

Choices:
A. puts it in the washer and feels the material.
B. starts ironing a sweater.
C. picks up a cape and lays it over the ironing board.
D. rubs the dress and straitens it out.

Reply with exactly one uppercase letter out of A, B, C, or D.
",112
26613.0,Spread mulch,A man is outside in a yard. he,A,"Context:
""A man is outside in a yard. he""

Which of the following endings best completes the context?

Choices:
A. is showing the different tools needed for mulching.
B. is using a lawn mower to move a red rubber pad.
C. uses a tool on the ladder this is shown in several different ways, it appears to be an ax or some other tool.
D. is holding an ax over a pile of leaves while a woman is chopping them up.

Reply with exactly one uppercase letter out of A, B, C, or D.
",113
25894.0,Decorating the Christmas tree,A man then takes fabric and wraps it around the tree. The man removes the fabric. The man cuts the fabric. The man points to the tree. the man,A,"Context:
""A man then takes fabric and wraps it around the tree. The man removes the fabric. The man cuts the fabric. The man points to the tree. the man""

Which of the following endings best completes the context?

Choices:
A. then takes the cut fabric and tucks in in the tree.
B. pours paint in a pot.
C. takes the fabric from the tree.
D. sits on the tree chair and presents the tree to the camera.

Reply with exactly one uppercase letter out of A, B, C, or D.
",112
10324.0,Plastering,A close up is shown of a room with a window. A man is smoothing mud over the wall. He measures and cuts then spreads again. when he,D,"Context:
""A close up is shown of a room with a window. A man is smoothing mud over the wall. He measures and cuts then spreads again. when he""

Which of the following endings best completes the context?

Choices:
A. is done, he puts on a helmet and rides the conveyer.
B. is done he forests the wall again.
C. is done is shown for the rest of the day.
D. is done, the wall is completely smooth.

Reply with exactly one uppercase letter out of A, B, C, or D.
",113
3538.0,Breakdancing,A crowd is gathered around a black tiled area. A man in black does some breakdance moves. he,B,"Context:
""A crowd is gathered around a black tiled area. A man in black does some breakdance moves. he""

Which of the following endings best completes the context?

Choices:
A. finishes his splits, and drinks the entire glass.
B. then trades off with a man in white, several breakdancers trade off displaying moves as the crowd looks on.
C. moves his arms back and forth in front of him.
D. holds one hand behind his back.

Reply with exactly one uppercase letter out of A, B, C, or D.
",112
45689.0,Making a lemonade,There's a young man and a young woman doing a tutorial on how to make homemade lemonade in their kitchen. the ingredients used for the lemonade,C,"Context:
""There's a young man and a young woman doing a tutorial on how to make homemade lemonade in their kitchen. the ingredients used for the lemonade""

Which of the following endings best completes the context?

Choices:
A. are food preparation materials typed on a computer screen.
B. is then added to a vegetable broth.
C. are placed on the stove top.
D. is under the sink and the girl uses the various ingredients to make some lemonade.

Reply with exactly one uppercase letter out of A, B, C, or D.
",112
37357.0,Polishing forniture,An introduction comes onto the screen for a video about how to clean a butcher block. a woman,C,"Context:
""An introduction comes onto the screen for a video about how to clean a butcher block. a woman""

Which of the following endings best completes the context?

Choices:
A. then comes to show how to quickly clean a knife using a colander.
B. is shown banging down a block with a mallet while chopping it with a hammer.
C. comes onto the screen and begin to explain the process.
D. is seen mixing ingredients in a bowl and mixing sauce.

Reply with exactly one uppercase letter out of A, B, C, or D.
",114
19402.0,Baking cookies,"We see two men mixing something in a large silver bowl, and another using his hand to mix something in a vat. the men",D,"Context:
""We see two men mixing something in a large silver bowl, and another using his hand to mix something in a vat. the men""

Which of the following endings best completes the context?

Choices:
A. place no ingredient into the bowl, and we see the end screen.
B. then place a dollar on the table.
C. shake their heads and we see the ending title screen.
D. begin piping cake mix into cupcake cups and put them in the oven.

Reply with exactly one uppercase letter out of A, B, C, or D.
",114
2103.0,Making a sandwich,He tops it with a final piece of bread. He cuts the sandwich into four slices on a board. he,B,"Context:
""He tops it with a final piece of bread. He cuts the sandwich into four slices on a board. he""

Which of the following endings best completes the context?

Choices:
A. looks at his sandwich as he opens the back home and places two slices of bread on top.
B. puts a toothpick in each section of the sandwich.
C. guzzles it down slowly.
D. then takes an egg and eats while describing his preparation for these ingredients.

Reply with exactly one uppercase letter out of A, B, C, or D.
",113
34087.0,River tubing,"People board a bus and exit at a water park. People grab rafts, and people on rafts fill a river. we",A,"Context:
""People board a bus and exit at a water park. People grab rafts, and people on rafts fill a river. we""

Which of the following endings best completes the context?

Choices:
A. see an artificial waterfall and people sliding through it.
B. then see people picking up fish on the lake, and park their rafts near a tree stump.
C. see the bus outside of a school.
D. see a former mariner we just boarded.

Reply with exactly one uppercase letter out of A, B, C, or D.
",113
12738.0,Playing guitarra,"There are several seagull brand acoustic guitars are shown displayed in a store. a man dressed in black, seated on a stool",C,"Context:
""There are several seagull brand acoustic guitars are shown displayed in a store. a man dressed in black, seated on a stool""

Which of the following endings best completes the context?

Choices:
A. and smoking on the stool talking, discusses, and plays table guitar.
B. is drumming on the acoustic guitars.
C. is playing the acoustic guitar in the store where the guitars are displayed.
D. in front of a desk is playing one of them.

Reply with exactly one uppercase letter out of A, B, C, or D.
",113
796.0,Playing squash,Two men play squash in a room. A player goes to find the ball and throw it to his partner. then,C,"Context:
""Two men play squash in a room. A player goes to find the ball and throw it to his partner. then""

Which of the following endings best completes the context?

Choices:
A. , the player returns and try to get the ball.
B. , the players continue playing, while the partner gets frustrated and gives up.
C. , the two men continues playing squash.
D. another player throws the ball to his partner, then he goes after the ball.

Reply with exactly one uppercase letter out of A, B, C, or D.
",114
23839.0,Applying sunscreen,A young lady shows a a beauty cream bottle. then,C,"Context:
""A young lady shows a a beauty cream bottle. then""

Which of the following endings best completes the context?

Choices:
A. she lifts the eyelid and has a close up of a man watching.
B. , the lady applies a layer and licks it.
C. , the young girl puts cream on hrs finger and rubs her shoulder.
D. , the young lady put the cream on a finger, while the adult shows his ors fingers.

Reply with exactly one uppercase letter out of A, B, C, or D.
",112
9133.0,Table soccer,People are playing a game on a foosball machine inside of their home. They go back and forth trying to prevent the other from scoring. someone,C,"Context:
""People are playing a game on a foosball machine inside of their home. They go back and forth trying to prevent the other from scoring. someone""

Which of the following endings best completes the context?

Choices:
A. knocks the machine down.
B. knocks over a queen game which dealer puts the loser in the bottom.
C. puts their hand in the way to put the ball back in the game.
D. makes a mistake and the screen goes black.

Reply with exactly one uppercase letter out of A, B, C, or D.
",113
42934.0,Playing squash,The man in green walks to the middle of the court and hits the ball back and forth. the man,B,"Context:
""The man in green walks to the middle of the court and hits the ball back and forth. the man""

Which of the following endings best completes the context?

Choices:
A. does several push ups on the court.
B. finishes and walks towards the camera.
C. walks to the center and takes a break.
D. in yellow appears again as the first man and the referee watch in the corner until the second man throws the ball into the opposing opponents goal.

Reply with exactly one uppercase letter out of A, B, C, or D.
",113
27000.0,Laying tile,A man in a hardhat and goggles stands in a tiled room talking then we see the man cutting tiles with tools. we,A,"Context:
""A man in a hardhat and goggles stands in a tiled room talking then we see the man cutting tiles with tools. we""

Which of the following endings best completes the context?

Choices:
A. see a man tiling and another man looking at blueprints.
B. switch to scenes of different people working outdoors.
C. see the ending sequence and some shots of the man making a template with a piece of wood.
D. see a foot on screen.

Reply with exactly one uppercase letter out of A, B, C, or D.
",112
40568.0,Mixing drinks,The woman begins pouring different alcohols and lemon juice into a glass of ice. The woman shakes the drink mixture and strains it into another glass. the woman,B,"Context:
""The woman begins pouring different alcohols and lemon juice into a glass of ice. The woman shakes the drink mixture and strains it into another glass. the woman""

Which of the following endings best completes the context?

Choices:
A. pours the drink into two separate glass shotglasses.
B. puts a small straw into the drink and holds it up and smiles.
C. pours her original drink into a tall glass.
D. dumps out another glass of drink.

Reply with exactly one uppercase letter out of A, B, C, or D.
",113
41627.0,Fun sliding down,A boy stands from the bottom of a slide and walk away. other kids,D,"Context:
""A boy stands from the bottom of a slide and walk away. other kids""

Which of the following endings best completes the context?

Choices:
A. are standing with games set up when the man rides down and swings on the slide.
B. climb from the depths as a man stands in the middle of the slide holding a sign.
C. are shown walking with the rest of the kids and leads into several moves.
D. slide on another slide in the playground.

Reply with exactly one uppercase letter out of A, B, C, or D.
",113
5311.0,Longboarding,A caucasian male is outside holding up a skateboard. he,D,"Context:
""A caucasian male is outside holding up a skateboard. he""

Which of the following endings best completes the context?

Choices:
A. puts on a skate and snowboards down the hill.
B. separates it's parts on the skateboard and lays them down.
C. walks up to the skateboard and himself.
D. then goes down a winding road and comes down skateboarding and the picture is still until he slides into a trick and then it is paused again.

Reply with exactly one uppercase letter out of A, B, C, or D.
",113
44429.0,Using the rowing machine,A man is inside a gym while speaking to the camera. Other men are working out behind him. he,D,"Context:
""A man is inside a gym while speaking to the camera. Other men are working out behind him. he""

Which of the following endings best completes the context?

Choices:
A. continues to speak, demonstrating how to wear a pair.
B. demonstrates how to use a push mower to mow the lawn.
C. holds up a selfie stick and shows how to use it to send a picture.
D. demonstrates via volunteer how to use a rowing machine.

Reply with exactly one uppercase letter out of A, B, C, or D.
",112
47650.0,High jump,Blonde woman is running in a race track and make a jump in an elastic bed. in the background,B,"Context:
""Blonde woman is running in a race track and make a jump in an elastic bed. in the background""

Which of the following endings best completes the context?

Choices:
A. a track athlete is running and make a dive in a rectangular bowl.
B. people are running around the court.
C. a screen is being turned on as people take pictures.
D. women or man watch throw a soccer match and play more soccer against women and end by outro.

Reply with exactly one uppercase letter out of A, B, C, or D.
",113
15225.0,Breakdancing,A man speaks to the camera while several clips are shown of people flipping and doing tricks in various locations. the people,A,"Context:
""A man speaks to the camera while several clips are shown of people flipping and doing tricks in various locations. the people""

Which of the following endings best completes the context?

Choices:
A. jump and flip around one another and continue performing parkour.
B. continue to flip and have their heads chopped off in the end.
C. continue to flip and do various stunts as well as tying hands.
D. continue to perform tricks as well as making rain pose.

Reply with exactly one uppercase letter out of A, B, C, or D.
",113
7309.0,Hand car wash,A large white truck with its hood open backs up. marc man,C,"Context:
""A large white truck with its hood open backs up. marc man""

Which of the following endings best completes the context?

Choices:
A. is standing outside with a bag of wood from the garage and a lighter in a bag at his feet swinging around a woodpile.
B. is getting ready to lift a heavy barbell.
C. speaks to the camera by a vintage red car.
D. is shoveling snow from the side and down the sidewalk.

Reply with exactly one uppercase letter out of A, B, C, or D.
",112
33392.0,Cleaning windows,A person is seen wiping down a rag followed by several ingredients attached to her hip. she,A,"Context:
""A person is seen wiping down a rag followed by several ingredients attached to her hip. she""

Which of the following endings best completes the context?

Choices:
A. sprays down the rag and is then seen again washing various windows around an office.
B. attaches numerous paste to the bottle and adds more ingredients.
C. then uses a brush along her leg and rubs it off with a rag.
D. turns the rag upside down and holds it down.

Reply with exactly one uppercase letter out of A, B, C, or D.
",112
27891.0,Table soccer,Several young men play a game on a foosball table. a new player,D,"Context:
""Several young men play a game on a foosball table. a new player""

Which of the following endings best completes the context?

Choices:
A. comes in, and begins shuffling the cards, while the dealer gives tips.
B. passes the ball to the other one.
C. walks up to the table, counts the balls and indicates for his score.
D. arrives, who is a much older man amd plays a game with the younger men.

Reply with exactly one uppercase letter out of A, B, C, or D.
",113
33693.0,Snow tubing,A person kicks off a tubing participant to ride down the snow slide. The camera pans to two tubers who are waiting to go down themselves. the next two people,A,"Context:
""A person kicks off a tubing participant to ride down the snow slide. The camera pans to two tubers who are waiting to go down themselves. the next two people""

Which of the following endings best completes the context?

Choices:
A. ride down the slide.
B. then deliver a piercing on either of their nipples and then we see the scroll on the screen.
C. are seen with tubes.
D. begin parallel tubing down a hill toward the fall.

Reply with exactly one uppercase letter out of A, B, C, or D.
",112
13281.0,Having an ice cream,A boy joins her and they eat ice cream. The boy puts his cone in front of the camera. The boy licks his ice cream wildly. a boy,C,"Context:
""A boy joins her and they eat ice cream. The boy puts his cone in front of the camera. The boy licks his ice cream wildly. a boy""

Which of the following endings best completes the context?

Choices:
A. is shown eating ice cream.
B. is standing in front of a plate with four green beans on it.
C. throws something at the boy with ice cream.
D. teases him with a quick bite of the cone.

Reply with exactly one uppercase letter out of A, B, C, or D.
",112
13288.0,Table soccer,The man plays a bit followed by holding up a beer can and presenting it to the camera. the man,C,"Context:
""The man plays a bit followed by holding up a beer can and presenting it to the camera. the man""

Which of the following endings best completes the context?

Choices:
A. then takes an ice cream and and speaks while holding a spoon.
B. takes a drink and presents the bottle to the camera.
C. then continues to play while the camera zooms in on the table.
D. speaks to the camera and makes a drink while watching the man.

Reply with exactly one uppercase letter out of A, B, C, or D.
",112
42031.0,Snow tubing,A group of people are sitting down at the top of a snow slide in a tube. the person holding the camera,C,"Context:
""A group of people are sitting down at the top of a snow slide in a tube. the person holding the camera""

Which of the following endings best completes the context?

Choices:
A. takes various pictures and gets their own part of the slide and falls off.
B. takes turns up and down the slide doing tricks.
C. starts his journey and he is off down the slopes of snow.
D. is standing up and begins snowboarding down the slide.

Reply with exactly one uppercase letter out of A, B, C, or D.
",112
6682.0,Long jump,Man is standing in a race track running and making a long jump and the video shows a repetition. Man is smiling and fells in the track of happiness. men,C,"Context:
""Man is standing in a race track running and making a long jump and the video shows a repetition. Man is smiling and fells in the track of happiness. men""

Which of the following endings best completes the context?

Choices:
A. are running and making jumps in a race track airport.
B. wearing red t shirts are chasing the boy.
C. are sitting on white chairs next to a racetrack.
D. performs a long jump in blue desert.

Reply with exactly one uppercase letter out of A, B, C, or D.
",114
41511.0,Skiing,Snowy mountins are shown and people is doing snowboard going down the hill holding poles. A snow house with kids playing is shown. ma,B,"Context:
""Snowy mountins are shown and people is doing snowboard going down the hill holding poles. A snow house with kids playing is shown. ma""

Which of the following endings best completes the context?

Choices:
A. is indoors going around doing sledding tricks.
B. is playing with a toy airplane.
C. is turning cream of the snow in the snow pile.
D. is snowy and five kids are snowboarding at the top pretending to snowboard.

Reply with exactly one uppercase letter out of A, B, C, or D.
",114
36377.0,Snow tubing,A man is talking to another man in a parking lot. They take tubes to the top of a hill. they,B,"Context:
""A man is talking to another man in a parking lot. They take tubes to the top of a hill. they""

Which of the following endings best completes the context?

Choices:
A. pull the tubes in the water finding a hole to dump them out.
B. then tube down the snowy hill.
C. ride it down the hill together slowly moving the people along as they work.
D. meet up with a group of people at a jump rope competition.

Reply with exactly one uppercase letter out of A, B, C, or D.
",112
34554.0,Clipping cat claws,A man holds the back paws of a cat and clips its nails sitting on the floor. the man,B,"Context:
""A man holds the back paws of a cat and clips its nails sitting on the floor. the man""

Which of the following endings best completes the context?

Choices:
A. finishes and walks around the cat catting it's paws.
B. finishes one paw then wrestles with the cat.
C. cuts the claws from a cat before clipping its claws with a dressscutting tool.
D. continues to clip the nose up and down a cat's back.

Reply with exactly one uppercase letter out of A, B, C, or D.
",114
31089.0,Starting a campfire,We see a pile of sticks to the left and see a flint. The person strikes the flint and a flame sits on he sawdust. the person,D,"Context:
""We see a pile of sticks to the left and see a flint. The person strikes the flint and a flame sits on he sawdust. the person""

Which of the following endings best completes the context?

Choices:
A. moves one stick to the right and flames the flint.
B. sharpens two sticks on the fire.
C. draws an outline on the wooden box.
D. then puts a handful of twigs on the fire.

Reply with exactly one uppercase letter out of A, B, C, or D.
",112
30719.0,Preparing pasta,He pours oil into a pan on a stove. He adds seasonings to the pan. He stirs a pot that is on the stove. he,D,"Context:
""He pours oil into a pan on a stove. He adds seasonings to the pan. He stirs a pot that is on the stove. he""

Which of the following endings best completes the context?

Choices:
A. continues stirring the meat.
B. plugs a walkie-talkie in front of the pot.
C. takes a knife and wrestles the dogs teeth.
D. takes a scoop of what's in the pot and adds it to the pan.

Reply with exactly one uppercase letter out of A, B, C, or D.
",113
21286.0,Swimming,"The woman begins to emulate the man's actions, moving her arms and dipping her head under the water. the man",B,"Context:
""The woman begins to emulate the man's actions, moving her arms and dipping her head under the water. the man""

Which of the following endings best completes the context?

Choices:
A. then appears out of nowhere and begins to hold the woman.
B. shows her how to swim outward by doing so himself.
C. reaches out and she jumps in, submerged at the waist.
D. licks his lips as the woman moves under the water in the same manner.

Reply with exactly one uppercase letter out of A, B, C, or D.
",114
5279.0,Rock climbing,A young man is rappelling up the side of a cliff. Another man watches and helps from below. the man,A,"Context:
""A young man is rappelling up the side of a cliff. Another man watches and helps from below. the man""

Which of the following endings best completes the context?

Choices:
A. continues climbing until he reaches the top.
B. is rappelling down the cliff using ropes.
C. makes a complete 360 turn in the air before coming back to the top of the cliff.
D. lets go from the rope, and is seen again.

Reply with exactly one uppercase letter out of A, B, C, or D.
",112
50109.0,Discus throw,"A man holds a disc on his right hand, then he spins and throw the disc. then",D,"Context:
""A man holds a disc on his right hand, then he spins and throw the disc. then""

Which of the following endings best completes the context?

Choices:
A. , the man spins twice and throw the disc.
B. , the man throws the disc, after he spin and throw again.
C. , the man throw the disc, while a woman assist to throw the disc.
D. , he talks to somebody, while people watch under a tent.

Reply with exactly one uppercase letter out of A, B, C, or D.
",112
35287.0,Shaving,The man uses his razor to trim his face and beard. The man picks up a package and applies a product to his face. the man,C,"Context:
""The man uses his razor to trim his face and beard. The man picks up a package and applies a product to his face. the man""

Which of the following endings best completes the context?

Choices:
A. shows a jar of shaving cream and his razor.
B. then sits down in a chair with a towel on his face.
C. uses a towel to wipe down his face.
D. shows us the shaving cream he has wrapped around his head.

Reply with exactly one uppercase letter out of A, B, C, or D.
",112
43748.0,Putting in contact lenses,"A young lady is making faces at the camera. She holds up a box that has barcodes and reads ""sterling gray"" on it. she",C,"Context:
""A young lady is making faces at the camera. She holds up a box that has barcodes and reads ""sterling gray"" on it. she""

Which of the following endings best completes the context?

Choices:
A. presents the closet in the room.
B. moves the barcode and starts to use it to make faces again.
C. shows a bottle of renew and eye contact lens cases.
D. hands the model a silver pole and inspects her mirrors.

Reply with exactly one uppercase letter out of A, B, C, or D.
",113
43485.0,Shoveling snow,We we an opening screen for a product. We see a person shoveling their sidewalk. the man,C,"Context:
""We we an opening screen for a product. We see a person shoveling their sidewalk. the man""

Which of the following endings best completes the context?

Choices:
A. stands on a ladder.
B. tilts his face up towards the camera and gets a good look at the shovel.
C. reaches the house and turns to finish the other side of the walkway.
D. goes over the snow once then uses his shovel to clean the gutters.

Reply with exactly one uppercase letter out of A, B, C, or D.
",113
41239.0,Playing congas,"A man is talking and playing drums in a split screen. As he explains the process, he uses his hands to beat out a tune. he",C,"Context:
""A man is talking and playing drums in a split screen. As he explains the process, he uses his hands to beat out a tune. he""

Which of the following endings best completes the context?

Choices:
A. moves his hands up and down and ends by taking off his glasses.
B. then trips up and falls to the ground.
C. continues talking and playing until it switches exclusively to him playing the drums.
D. stops and starts again to explain.

Reply with exactly one uppercase letter out of A, B, C, or D.
",113
26992.0,Ice fishing,A close up of a fishing pole is shown with a person reeling it in. others,C,"Context:
""A close up of a fishing pole is shown with a person reeling it in. others""

Which of the following endings best completes the context?

Choices:
A. are shown capturing the fish that he has captured in the area.
B. are shown mostly off in the water followed by more people reeling the fishing pole in.
C. kneel around him as he continues to reel.
D. are seen on the bank watching a calf as it is released.

Reply with exactly one uppercase letter out of A, B, C, or D.
",112
42371.0,Spinning,Exercises such as yoga and bicycling are demonstrated by those in the gym. The female news reporter continues talking to the fitness instructor. she,C,"Context:
""Exercises such as yoga and bicycling are demonstrated by those in the gym. The female news reporter continues talking to the fitness instructor. she""

Which of the following endings best completes the context?

Choices:
A. shows off her able, and shows viewers the benefits of an excellent workout.
B. demonstrates different techniques for cardio exercises.
C. speaks to the anchor back in the studio.
D. leads into a warm up exercise with a demonstration of yoga moves.

Reply with exactly one uppercase letter out of A, B, C, or D.
",113
22458.0,Calf roping,A man is seen sitting on a horse and riding into a pit swinging a rope. the man,D,"Context:
""A man is seen sitting on a horse and riding into a pit swinging a rope. the man""

Which of the following endings best completes the context?

Choices:
A. make several poses and ends with a person holding a calf and another throwing the calf.
B. spins around on the horse while others watch on the side.
C. ropes a calf and throws him over all another several times.
D. throws the rope onto a calf and jumps off the horse.

Reply with exactly one uppercase letter out of A, B, C, or D.
",112
6066.0,Baton twirling,Woman is doing somersaults holding baton. Woman is in a competition in the middle of stage doing a choreography with a baton. a couple,B,"Context:
""Woman is doing somersaults holding baton. Woman is in a competition in the middle of stage doing a choreography with a baton. a couple""

Which of the following endings best completes the context?

Choices:
A. are sitting in stage on the bench doing steps.
B. is doing a choreography with batons.
C. choreograph dancing in a dance floor in the middle.
D. is doing a sitar in stage watching.

Reply with exactly one uppercase letter out of A, B, C, or D.
",112
10045.0,Removing ice from car,We see the building they just came out of. A man and a boy clean snow off a minivan in the parking lot. the camera operator,A,"Context:
""We see the building they just came out of. A man and a boy clean snow off a minivan in the parking lot. the camera operator""

Which of the following endings best completes the context?

Choices:
A. gives a thumbs up then pans back to the man cleaning the snow.
B. pulls a chain attached to a device.
C. turns on his camera and a man talks about the students taking pictures of the building.
D. flips off a black cord.

Reply with exactly one uppercase letter out of A, B, C, or D.
",114
29384.0,Ice fishing,A person's hand is seen reeling in a rod with other people standing around him. the person,C,"Context:
""A person's hand is seen reeling in a rod with other people standing around him. the person""

Which of the following endings best completes the context?

Choices:
A. then dips the rod into a bucket and pumps it up and down several times.
B. moves around the room and moves a rod between other people.
C. continuously reels in the rod and captures a large fish and presents it to the camera.
D. then goes back to how he began.

Reply with exactly one uppercase letter out of A, B, C, or D.
",113
47270.0,Using the pommel horse,A man jumps onto a balance beam. He does a gymnastics routine on the balance beam. he,B,"Context:
""A man jumps onto a balance beam. He does a gymnastics routine on the balance beam. he""

Which of the following endings best completes the context?

Choices:
A. dismounts, then walks out to his car.
B. dismounts and lands on a mat.
C. then dismounts the beam and flips several times off.
D. dismounts, but then does another sort of routine, jumping off and somersaulting several times.

Reply with exactly one uppercase letter out of A, B, C, or D.
",114
36028.0,Wrapping presents,She begins ripping the wrapping paper with her hands. She lays the wrapping paper out on the table in front of her. she,A,"Context:
""She begins ripping the wrapping paper with her hands. She lays the wrapping paper out on the table in front of her. she""

Which of the following endings best completes the context?

Choices:
A. sets the box on top of the wrapping paper and begins wrapping the box.
B. pulls out a small black box and pulls a timer.
C. rubs some baking soda onto the wrapping paper to smooth it out.
D. is now done with the paper.

Reply with exactly one uppercase letter out of A, B, C, or D.
",112
32304.0,Ice fishing,He gently tries to pull up and then reel the fishing line out of the hole. He dips and lowers while taking a break. he,B,"Context:
""He gently tries to pull up and then reel the fishing line out of the hole. He dips and lowers while taking a break. he""

Which of the following endings best completes the context?

Choices:
A. gets back on his hook and pulls a fish out while just looking at it.
B. tries to reel the line out again.
C. speaks to the camera again in the pitch black.
D. is almost completely in his fishing hole when something catches his eye.

Reply with exactly one uppercase letter out of A, B, C, or D.
",114
31067.0,Disc dog,A man and dog are seen standing in a field with the dog looking to the owner. the man,D,"Context:
""A man and dog are seen standing in a field with the dog looking to the owner. the man""

Which of the following endings best completes the context?

Choices:
A. leads the dog chasing a mouse.
B. then grabs the frisbee the dog is carrying and brings it back to the man.
C. walks his pet to the end of a rope.
D. throws a frisbee off into the distance and the dog chases after it.

Reply with exactly one uppercase letter out of A, B, C, or D.
",112
