question,subject,split,answer,final_prompt,len_tk_llama3.1_8b_base
"Ad 1 April Fool's party On Friday, April 1, Inner Affair goes back to the days of funk! Classic Tunes from the 70's and 80's by DJs Den & Sion, 9pm till late. Tickets: Free entrance for those in costume, otherwise 50 yuan (US$6) Time/Date: 9 pm, April 1 Place: Inner Affair, 1/F Qiankun Dasha, 6 Sanlitun Xiliujie, Chaoyang District Tel: 8454-0321 Ad 2 The ""worst"" party Organized by ozone productions, the party is set to be ""the worst ever"", with the lamest music from the 60s, 70s and 80s. Special prizes will be awarded to the worst dressed or for bad fashion sense. Tickets: Free entrance Time/Date: 9 pm, April 1 Place: Pula Pula, Tianze Lu, Oriental Seven Colours Plaza, Chaoyang District Tel: 6466-8575 Ad 3 La Nuit Francaise Again on the 2nd Thursday of the month La Nuit Francaise will be held at Le Rendezvous. The monthly event is an opportunity for all French people and everyone interested in France or speaking French to gather together. The evening features three glasses of wine for participants and a special exhibition. Time/Date: 7 to 10 pm, April 14 Place: Le Rendezvous, 3 Gongti Beilu, across from the Pacific Century Plaza, Chaoyang District Tel: 6462-9110 Ad 4 Marco V Dutch DJ Marco V drops by Banana for a gig which is supported by Hong Kong's DJ Spark. Marco V has been around for many years, as an inventive, style blending deejay and a successful and devoted producer. His spinning is energetic, crowd pleasing and never sees an empty dance floor. He was ranked No. 15 in this year's international DJ MAG DJ Top100. Tickets: 40 yuan (US$4.80) in advance, 50 yuan (US$6) at the door, both including a free drink Time/Date: 10 pm to 4 am, March 31, April 1 Place: Banana, in the lobby of the Scitech Hotel, 22 Jianwai Dajie, Chaoyang District Tel: 6528-3636 Which of the following is NOT true of Ad 1 and Ad 2?",,auxiliary_train-00000-of-00001,C,"Ad 1 April Fool's party On Friday, April 1, Inner Affair goes back to the days of funk! Classic Tunes from the 70's and 80's by DJs Den & Sion, 9pm till late. Tickets: Free entrance for those in costume, otherwise 50 yuan (US$6) Time/Date: 9 pm, April 1 Place: Inner Affair, 1/F Qiankun Dasha, 6 Sanlitun Xiliujie, Chaoyang District Tel: 8454-0321 Ad 2 The ""worst"" party Organized by ozone productions, the party is set to be ""the worst ever"", with the lamest music from the 60s, 70s and 80s. Special prizes will be awarded to the worst dressed or for bad fashion sense. Tickets: Free entrance Time/Date: 9 pm, April 1 Place: Pula Pula, Tianze Lu, Oriental Seven Colours Plaza, Chaoyang District Tel: 6466-8575 Ad 3 La Nuit Francaise Again on the 2nd Thursday of the month La Nuit Francaise will be held at Le Rendezvous. The monthly event is an opportunity for all French people and everyone interested in France or speaking French to gather together. The evening features three glasses of wine for participants and a special exhibition. Time/Date: 7 to 10 pm, April 14 Place: Le Rendezvous, 3 Gongti Beilu, across from the Pacific Century Plaza, Chaoyang District Tel: 6462-9110 Ad 4 Marco V Dutch DJ Marco V drops by Banana for a gig which is supported by Hong Kong's DJ Spark. Marco V has been around for many years, as an inventive, style blending deejay and a successful and devoted producer. His spinning is energetic, crowd pleasing and never sees an empty dance floor. He was ranked No. 15 in this year's international DJ MAG DJ Top100. Tickets: 40 yuan (US$4.80) in advance, 50 yuan (US$6) at the door, both including a free drink Time/Date: 10 pm to 4 am, March 31, April 1 Place: Banana, in the lobby of the Scitech Hotel, 22 Jianwai Dajie, Chaoyang District Tel: 6528-3636 Which of the following is NOT true of Ad 1 and Ad 2?

Choices:
A. The two parties will be held on the same day.
B. Both ads give the contact number.
C. The entrance fees of the two parties will not be charged.
D. Some old music will be played at the parties.

Reply with exactly one uppercase letter out of A, B, C, or D.
",591
"Jose Andre Montano Baina was born and raised in the town of Totora, Bolivia-not exactly the home of jazz.But now he is taking the Bolivian and the world music scene by storm.He has already performed in some of the country's top occasions including the Legislative Palace and alongside famous musicians like Bolivian rocker Glen Vargas-what's so great about that? How about the fact that Jose is just seven years old and, has no vision! The young musician began to show his extraordinary music talent at the age of four when he started playing the-drums with a high standard of ability and skills, which are usually played by artists three times .his age.After mastering them, he quickly moved on to the piano and by the age of five had formed a jazz band! And, while the young boy knows every jazz song in the book and can play them all with great ease and confidence, it is not the only kind of music he enjoys.This Bolivian prodigy   has well-rounded musical taste and isn't limited to jazz.He also loves listening to blues, heavy metal, tango, bolero and anything in between! His extremely proud father is quick to admit that he has nothing to do with his son's unusual talent.In fact he didn't even know much about jazz until Jose started to play.""I didn't know jazz before, he got me into it.It's as if he was born with a jazz chip   inside him, 1 don't know how to explain how it came.about; it's like the jazz was already inside him."" His father recalled. As for the young rising superstar, he leads a pretty normal life despite all the fame.Just like the rest of you, he goes to school, does homework and yes, has chores assigned   to him as well! What is the text mainly about?",,auxiliary_train-00000-of-00001,A,"Jose Andre Montano Baina was born and raised in the town of Totora, Bolivia-not exactly the home of jazz.But now he is taking the Bolivian and the world music scene by storm.He has already performed in some of the country's top occasions including the Legislative Palace and alongside famous musicians like Bolivian rocker Glen Vargas-what's so great about that? How about the fact that Jose is just seven years old and, has no vision! The young musician began to show his extraordinary music talent at the age of four when he started playing the-drums with a high standard of ability and skills, which are usually played by artists three times .his age.After mastering them, he quickly moved on to the piano and by the age of five had formed a jazz band! And, while the young boy knows every jazz song in the book and can play them all with great ease and confidence, it is not the only kind of music he enjoys.This Bolivian prodigy   has well-rounded musical taste and isn't limited to jazz.He also loves listening to blues, heavy metal, tango, bolero and anything in between! His extremely proud father is quick to admit that he has nothing to do with his son's unusual talent.In fact he didn't even know much about jazz until Jose started to play.""I didn't know jazz before, he got me into it.It's as if he was born with a jazz chip   inside him, 1 don't know how to explain how it came.about; it's like the jazz was already inside him."" His father recalled. As for the young rising superstar, he leads a pretty normal life despite all the fame.Just like the rest of you, he goes to school, does homework and yes, has chores assigned   to him as well! What is the text mainly about?

Choices:
A. Young blind jazz prodigy rises in Bolivia.
B. Jazz chip is found inside the prodigy.
C. To educate a jazz prodigy in successful ways,
D. Bolivia's jazz prodigy performs different songs.

Reply with exactly one uppercase letter out of A, B, C, or D.
",436
"Being lonely in the crowd might seem ridiculous. But according to a recent survey, the situation is all too common. Loneliness and other anxiety problems - worrying about life's pressures - can even lead to self-murder.          An article in China Daily gave no reason for this other than the usual blaming of the post-80s generation. According to a high level official, young people suffering from discouragement are mostly ""spoiled and have not been taught to be independent, responsible and express 'thank-you'."" Well, how do you like that? First, I don't think China's youth are exactly spoiled. They certainly have more things than their parents did, but a lot of the money spent on them is for their education including various extra classes.          Discouragement and anxiety are now the fastest growing challenges in modern societies. We sense a lack of close friends who can talk to honestly and openly. In 1985, a US study found that one in ten people did not have such a friend. In 2006, it was one in four. It's easy to see the connection between loneliness and discouragement. But what actually causes this increasing loneliness?          Surely, with Internet social networking sites such as Kaixin, we have more friends than ever. A new study has shown that the more time teenagers spend in front of computers, the less close they are to friends and family.Kaixinor QQ may be fun but it lacks meaning, compared to personal connections in the real world.          And then there are those endless online games popular with young Chinese but increasingly there are more interesting choices. For example, new sports such as skateboarding are starting to catch on in bigger cities, as is playing music in a band. These creative hobbies are done in a group and thus friendship can be stronger. Hopefully young people will also be drawn out of the Internet cafes and interactive computer games that in fact fail to recreate a real and interactive experience. According to the text, which of the following can help us avoid being lonely in the crowd?",,auxiliary_train-00000-of-00001,B,"Being lonely in the crowd might seem ridiculous. But according to a recent survey, the situation is all too common. Loneliness and other anxiety problems - worrying about life's pressures - can even lead to self-murder.          An article in China Daily gave no reason for this other than the usual blaming of the post-80s generation. According to a high level official, young people suffering from discouragement are mostly ""spoiled and have not been taught to be independent, responsible and express 'thank-you'."" Well, how do you like that? First, I don't think China's youth are exactly spoiled. They certainly have more things than their parents did, but a lot of the money spent on them is for their education including various extra classes.          Discouragement and anxiety are now the fastest growing challenges in modern societies. We sense a lack of close friends who can talk to honestly and openly. In 1985, a US study found that one in ten people did not have such a friend. In 2006, it was one in four. It's easy to see the connection between loneliness and discouragement. But what actually causes this increasing loneliness?          Surely, with Internet social networking sites such as Kaixin, we have more friends than ever. A new study has shown that the more time teenagers spend in front of computers, the less close they are to friends and family.Kaixinor QQ may be fun but it lacks meaning, compared to personal connections in the real world.          And then there are those endless online games popular with young Chinese but increasingly there are more interesting choices. For example, new sports such as skateboarding are starting to catch on in bigger cities, as is playing music in a band. These creative hobbies are done in a group and thus friendship can be stronger. Hopefully young people will also be drawn out of the Internet cafes and interactive computer games that in fact fail to recreate a real and interactive experience. According to the text, which of the following can help us avoid being lonely in the crowd?

Choices:
A. To stay long in Internet cafes.
B. To play music in a band.
C. To abandon our own hobbies.
D. To focus on extra courses.

Reply with exactly one uppercase letter out of A, B, C, or D.
",467
"Seven species of carp  native to Asia have been introduced into United States waters in recent decades, but it's four in particular-bighead, black, grass and silver-that worry ecologists, biologists, fishers and policymakers alike. Introduced in the southeast to help control weeds and parasites in aquaculture   operations, these fish soon spread up the Mississippi River system where they have been crowding out native fish populations not used to competing with such aggressive invaders. The carps' presence in such numbers is also harming water quality and killing off sensitive species. Asian carp are strong to jump over barriers such as low dams. They lay hundreds of thousands of eggs at a time and spread into new habitat quickly and easily. Also, flooding has helped the fish expand into previously unattainable water bodies. And fishers using young carp as live bait have also helped the fish's spread, as they have boats going through locks up and down the Mississippi. The federal government considers the Asian carps to be annoying species and encourages and supports ""active control"" by natural resources management agencies. Federal and state governments have spent millions in tax dollars to prevent the carp from making their way into the Great Lakes, but an underwater electric fence constructed to keep them out has not worked as well as hoped, and policymakers are reviewing other options now. In the meantime, state and federal agencies are monitoring the Mississippi and its branches for Asian carp and testing various barrier technologies to prevent their further spread. For instance, the National Park Service is cooperating with the state of Minnesota's Department of Natural Resources to construct new dams that are high enough to prevent Asian carp from jumping over. The Asian Carp Regional Coordinating Committee has funded DNA monitoring in potentially affected water bodies whereby researchers can determine whether the troublesome fish are present just by the biological footprints they leave behind. Individuals can do their part by not transporting fish, bait or even water from one water body to another, and by emptying and washing boats before moving them between different water bodies. The measure to keep Asian carp out of the Great Lake but proved not good is    _   .",,auxiliary_train-00000-of-00001,B,"Seven species of carp  native to Asia have been introduced into United States waters in recent decades, but it's four in particular-bighead, black, grass and silver-that worry ecologists, biologists, fishers and policymakers alike. Introduced in the southeast to help control weeds and parasites in aquaculture   operations, these fish soon spread up the Mississippi River system where they have been crowding out native fish populations not used to competing with such aggressive invaders. The carps' presence in such numbers is also harming water quality and killing off sensitive species. Asian carp are strong to jump over barriers such as low dams. They lay hundreds of thousands of eggs at a time and spread into new habitat quickly and easily. Also, flooding has helped the fish expand into previously unattainable water bodies. And fishers using young carp as live bait have also helped the fish's spread, as they have boats going through locks up and down the Mississippi. The federal government considers the Asian carps to be annoying species and encourages and supports ""active control"" by natural resources management agencies. Federal and state governments have spent millions in tax dollars to prevent the carp from making their way into the Great Lakes, but an underwater electric fence constructed to keep them out has not worked as well as hoped, and policymakers are reviewing other options now. In the meantime, state and federal agencies are monitoring the Mississippi and its branches for Asian carp and testing various barrier technologies to prevent their further spread. For instance, the National Park Service is cooperating with the state of Minnesota's Department of Natural Resources to construct new dams that are high enough to prevent Asian carp from jumping over. The Asian Carp Regional Coordinating Committee has funded DNA monitoring in potentially affected water bodies whereby researchers can determine whether the troublesome fish are present just by the biological footprints they leave behind. Individuals can do their part by not transporting fish, bait or even water from one water body to another, and by emptying and washing boats before moving them between different water bodies. The measure to keep Asian carp out of the Great Lake but proved not good is    _   .

Choices:
A. testing various barrier technologies
B. construction of an underwater electric fence
C. Emptying and washing boats before using them.
D. monitoring the Mississippi and its branches for Asian carp

Reply with exactly one uppercase letter out of A, B, C, or D.
",481
"What should I do with the diary I've kept for 50 years? I've been keeping a journal since I was 16 and I'm now 65. I have more than 80 notebooks in a big box. I don't want my children embarrassed by  _ when I die. But I can't bring myself, yet, to burn the case. My journals are still part of me. Might my grandchildren, with a bit more distance, be interested? Or is there some way I could turn them into something creative? I'm thinking about art instead of a book.   * _ 5 March 2012, 11:22 p.m. Please don't burn them! What a wonderful source of memories for you--or if you feel you'd rather not keep them, possibly what a wonderful resource for others! Why not contact something like the Mass Observation Project at the University of Sussex? Then they will remain as a record of everyday life throughout your lifetime, and if your grandchildren are interested they'll know where to find them.   * _ 6 March 2012, 8:30 a.m. Please don't burn them! If possible, transcribe  them, or have them transcribed, into a computer medium before your words are lost because the paper has decayed. I recently had an opportunity to read a similar diary of the WWII record of an ordinary soldier. It was attractive in the way it differed from the official record. I suppose to some degree it all depends on what you have recorded, but many social historians and similar people would find such a complete personal record of a life led during the second half of the 20thcentury to be very valuable. Please don't stop writing now just because you are 65! What does ""  _  "" think of the owner's journal?",,auxiliary_train-00000-of-00001,A,"What should I do with the diary I've kept for 50 years? I've been keeping a journal since I was 16 and I'm now 65. I have more than 80 notebooks in a big box. I don't want my children embarrassed by  _ when I die. But I can't bring myself, yet, to burn the case. My journals are still part of me. Might my grandchildren, with a bit more distance, be interested? Or is there some way I could turn them into something creative? I'm thinking about art instead of a book.   * _ 5 March 2012, 11:22 p.m. Please don't burn them! What a wonderful source of memories for you--or if you feel you'd rather not keep them, possibly what a wonderful resource for others! Why not contact something like the Mass Observation Project at the University of Sussex? Then they will remain as a record of everyday life throughout your lifetime, and if your grandchildren are interested they'll know where to find them.   * _ 6 March 2012, 8:30 a.m. Please don't burn them! If possible, transcribe  them, or have them transcribed, into a computer medium before your words are lost because the paper has decayed. I recently had an opportunity to read a similar diary of the WWII record of an ordinary soldier. It was attractive in the way it differed from the official record. I suppose to some degree it all depends on what you have recorded, but many social historians and similar people would find such a complete personal record of a life led during the second half of the 20thcentury to be very valuable. Please don't stop writing now just because you are 65! What does ""  _  "" think of the owner's journal?

Choices:
A. They provide good memories for others especially his grandchildren.
B. They will educate the young to remember the hard life.
C. They will help his grandchildren earn more money.
D. They will make others learn more about the war.

Reply with exactly one uppercase letter out of A, B, C, or D.
",439
"Carnival does not take place only in Louisiana. There are many celebrations around the world. In Brazil, the celebration is supposed to go on from the Saturday before Mardi Gras to Mardi Gras Day, but in some Brazilian cities the celebration can last seven or eight days. Just like New Orleans, not many important things are decided in Brazil from New Year's Day to Mardi Gras Day because everyone is preparing for or celebrating carnival. Most Brazilian parades have a subject, which could be political and historical. The parades had to have a subject related to Brazil until 1996. Some cities in Brazil do not have a street carnival but they might have an indoor ball. Bolivia has carnival parades for children and then more parades for adults. The children dress up in costumes and march in the streets. The adults make traditional dance groups and dance in the streets. But the main part of Bolivia's carnival is getting wet. Almost everyone gets wet from water balloons and water buckets. In Oruru, Bolivia, their carnival is held in the last ten days of the carnival season. People there participate in crafts and dancing, but their main carnival event is a ceremonial parade that lasts for twenty hours and parades for four kilometers. Over 20,000 dancers are involved as well as 10,000 musicians. This parade attracts at least 400,000 people. The carnival in Venice, Italy is often regarded as the most carefully prepared carnival and lasts the ten days before Lent  . Many events are held in the canals including shows, concerts, dances, and water processions . The official ending to the celebration is the ball held in St. Mark's Square. From the passage we learn that in Brazil  _  .",,auxiliary_train-00000-of-00001,D,"Carnival does not take place only in Louisiana. There are many celebrations around the world. In Brazil, the celebration is supposed to go on from the Saturday before Mardi Gras to Mardi Gras Day, but in some Brazilian cities the celebration can last seven or eight days. Just like New Orleans, not many important things are decided in Brazil from New Year's Day to Mardi Gras Day because everyone is preparing for or celebrating carnival. Most Brazilian parades have a subject, which could be political and historical. The parades had to have a subject related to Brazil until 1996. Some cities in Brazil do not have a street carnival but they might have an indoor ball. Bolivia has carnival parades for children and then more parades for adults. The children dress up in costumes and march in the streets. The adults make traditional dance groups and dance in the streets. But the main part of Bolivia's carnival is getting wet. Almost everyone gets wet from water balloons and water buckets. In Oruru, Bolivia, their carnival is held in the last ten days of the carnival season. People there participate in crafts and dancing, but their main carnival event is a ceremonial parade that lasts for twenty hours and parades for four kilometers. Over 20,000 dancers are involved as well as 10,000 musicians. This parade attracts at least 400,000 people. The carnival in Venice, Italy is often regarded as the most carefully prepared carnival and lasts the ten days before Lent  . Many events are held in the canals including shows, concerts, dances, and water processions . The official ending to the celebration is the ball held in St. Mark's Square. From the passage we learn that in Brazil  _  .

Choices:
A. all urban residents celebrate carnival for a week
B. people prepare for or celebrate carnival after Mardi Gras Day
C. the parades should have a subject related to Brazil
D. not all cities have a street carnival

Reply with exactly one uppercase letter out of A, B, C, or D.
",421
"One school night this month I walked quietly up to Alexander, my 15-year-old son, and touched his cheek gently in a manner I hoped would seem casual.A year ago he would have ignored this disturbance but now he reacted impatiently and leaned back to his computer screen. I made a mistake: breaking into my teenager's personal space. ""The average teenager has pretty strong feelings about his privacy,"" Lara Fox and her friend Hilary Frankel told me. Mr.Frankel and Mr.Fox, both 17, are the authors of Breaking the Code, a new book that seeks to bridge the generational divide between parents and adolescents.It is being promoted by its publisher as the first self-help guide by teenagers for their parents, a kind of ""Kids Are From Mars, Parents Are From Venus"" that explains the language and actions of teenagers.The girls dealt with issues including hanging out late, money, school pressures, smoking etc. Personally, I welcome their opinions.The most common missteps in interacting with teenagers arise from the war between parents exercising their rights to know what goes on under their roof and teenagers firmly guarding their privacy.Teenagers can be quick to interpret their parents' remarks and respond with anger that masks their vulnerability  . Ms Fox said, ""What we want above all is your approval.Don't forget, no matter how much we act as if we don't care what you say, we believe the things you say about us."" Nancy, a New York child-raising expert said she didn't agree with everything the authors suggested but found their arguments reasonable.""When your kids are saying, ' _ ' there are lots of ways to respond so that they will listen and that is what the writers point out."" "" My parents helped me see that, "" Mr.Fox told me, "" even though they used to stay out late and ride their bicycles to school, times have changed and the way parents educate children is different.These days there is a major fear factor in bringing up kids.Parents worry about their child crossing the street."" The writers said they hoped simply to throw light on teenage thinking. According to the two girls, teenagers nowadays are   _  .",,auxiliary_train-00000-of-00001,D,"One school night this month I walked quietly up to Alexander, my 15-year-old son, and touched his cheek gently in a manner I hoped would seem casual.A year ago he would have ignored this disturbance but now he reacted impatiently and leaned back to his computer screen. I made a mistake: breaking into my teenager's personal space. ""The average teenager has pretty strong feelings about his privacy,"" Lara Fox and her friend Hilary Frankel told me. Mr.Frankel and Mr.Fox, both 17, are the authors of Breaking the Code, a new book that seeks to bridge the generational divide between parents and adolescents.It is being promoted by its publisher as the first self-help guide by teenagers for their parents, a kind of ""Kids Are From Mars, Parents Are From Venus"" that explains the language and actions of teenagers.The girls dealt with issues including hanging out late, money, school pressures, smoking etc. Personally, I welcome their opinions.The most common missteps in interacting with teenagers arise from the war between parents exercising their rights to know what goes on under their roof and teenagers firmly guarding their privacy.Teenagers can be quick to interpret their parents' remarks and respond with anger that masks their vulnerability  . Ms Fox said, ""What we want above all is your approval.Don't forget, no matter how much we act as if we don't care what you say, we believe the things you say about us."" Nancy, a New York child-raising expert said she didn't agree with everything the authors suggested but found their arguments reasonable.""When your kids are saying, ' _ ' there are lots of ways to respond so that they will listen and that is what the writers point out."" "" My parents helped me see that, "" Mr.Fox told me, "" even though they used to stay out late and ride their bicycles to school, times have changed and the way parents educate children is different.These days there is a major fear factor in bringing up kids.Parents worry about their child crossing the street."" The writers said they hoped simply to throw light on teenage thinking. According to the two girls, teenagers nowadays are   _  .

Choices:
A. independent
B. intelligent
C. inconsiderate
D. sensitive

Reply with exactly one uppercase letter out of A, B, C, or D.
",474
"You do not need every word to understand the meaning of what you read. In fact, too much emphasis   on separate words both slows your speed and reduces your comprehension. First, any habit which slows down your silent reading to the speed at which you speak or read aloud, is inefficient. If you point to each word as you read, or move your head, or form the words with your lips, you read poorly. Less obvious habits also hold back reading efficiency  . One is ""saying"" each word silently by moving your tongue or throat; another is ""hearing"" each word as you read. These are habits which should have been outgrown long ago. The beginning reader is learning how letters can make words, how written words are pronounced, and how sentences are put together. Your reading purpose is quite different, which is to understand meaning. It has been supposed that up to 75% of the words in English sentences are not really necessary for expressing the meaning. The secret of silent reading is to find out those key words and phrases which carry the thought, and to pay less attention to words which exist only for grammatical completeness. An efficient reader can grasp the meaning from a page at least twice as fast as he can read the page aloud. He takes in a whole phrase or thought unit at a time. If he ""says"" or ""hears"" words to himself, they are selected ones, said for emphasis. While reading, efficient readers usually   _  .",,auxiliary_train-00000-of-00001,B,"You do not need every word to understand the meaning of what you read. In fact, too much emphasis   on separate words both slows your speed and reduces your comprehension. First, any habit which slows down your silent reading to the speed at which you speak or read aloud, is inefficient. If you point to each word as you read, or move your head, or form the words with your lips, you read poorly. Less obvious habits also hold back reading efficiency  . One is ""saying"" each word silently by moving your tongue or throat; another is ""hearing"" each word as you read. These are habits which should have been outgrown long ago. The beginning reader is learning how letters can make words, how written words are pronounced, and how sentences are put together. Your reading purpose is quite different, which is to understand meaning. It has been supposed that up to 75% of the words in English sentences are not really necessary for expressing the meaning. The secret of silent reading is to find out those key words and phrases which carry the thought, and to pay less attention to words which exist only for grammatical completeness. An efficient reader can grasp the meaning from a page at least twice as fast as he can read the page aloud. He takes in a whole phrase or thought unit at a time. If he ""says"" or ""hears"" words to himself, they are selected ones, said for emphasis. While reading, efficient readers usually   _  .

Choices:
A. move their eyes quickly
B. take in whole phrases or thought units
C. point at key words
D. read only important points for speed

Reply with exactly one uppercase letter out of A, B, C, or D.
",353
"According to Pete Singer, a researcher who wrote a number of books on the military, active involvement of robots in battles could worsen warfare by making machines do all the dirty work for humans. He says that humanity is currently at point of breakthrough in war, like the discovery of the atomic bomb. ""What does it mean to go to war with US soldiers whose hardware is made in China and whose software is made in India?"" The research predicts that by 2015 American soldiers will be half robots, half humans. It is worth mentioning that attack drones   and bomb-handling robots are just some of the devices that armies use in battles. Besides having no mercy in battle, robots, in contrast to humans, also cut off living soldiers from horrors. ""The United States is ahead in military robots, but in technology there is no such thing as a permanent advantage,"" Mr. Singer said, adding that currently Russia, China, Pakistan and Iran are working on the development of military robots as well. The researcher mentioned that robotics is something terrorists can take advantage of as well. ""You don't have to make robots believe they are going to get 7 million dollars when they die to get them to blow themselves up,"" he said. In addition, Mr. Singer mentioned that military robots feature cameras that record everything a machine sees, providing digital video that is uploaded on You Tubein graphic clips, which soldiers call ""war porn"". ""It turns war into entertainment, sometimes set to music. The ability to watch more but experience less,"" he said. David Hansco, who is a robotics designer, creates robots that have more features of a human. For example, his robots feature synthetic   flesh faces and have the ability to read human facial expressions and copy them. The engineer states that the main idea is to create robots that can show empathy . The advantage of using robots in the war is   _  .",,auxiliary_train-00000-of-00001,C,"According to Pete Singer, a researcher who wrote a number of books on the military, active involvement of robots in battles could worsen warfare by making machines do all the dirty work for humans. He says that humanity is currently at point of breakthrough in war, like the discovery of the atomic bomb. ""What does it mean to go to war with US soldiers whose hardware is made in China and whose software is made in India?"" The research predicts that by 2015 American soldiers will be half robots, half humans. It is worth mentioning that attack drones   and bomb-handling robots are just some of the devices that armies use in battles. Besides having no mercy in battle, robots, in contrast to humans, also cut off living soldiers from horrors. ""The United States is ahead in military robots, but in technology there is no such thing as a permanent advantage,"" Mr. Singer said, adding that currently Russia, China, Pakistan and Iran are working on the development of military robots as well. The researcher mentioned that robotics is something terrorists can take advantage of as well. ""You don't have to make robots believe they are going to get 7 million dollars when they die to get them to blow themselves up,"" he said. In addition, Mr. Singer mentioned that military robots feature cameras that record everything a machine sees, providing digital video that is uploaded on You Tubein graphic clips, which soldiers call ""war porn"". ""It turns war into entertainment, sometimes set to music. The ability to watch more but experience less,"" he said. David Hansco, who is a robotics designer, creates robots that have more features of a human. For example, his robots feature synthetic   flesh faces and have the ability to read human facial expressions and copy them. The engineer states that the main idea is to create robots that can show empathy . The advantage of using robots in the war is   _  .

Choices:
A. that they use the advanced technology
B. that they can suit all kinds of condition
C. that they are no longer in fear of war as men
D. that they cost less money in the war

Reply with exactly one uppercase letter out of A, B, C, or D.
",446
"Google is preparing for changes in its privacy policy beginning March 1st. The company says it plans to replace more than 60 separate policies for different products with one main policy. Privacy activists criticized last month's announcement. They are concerned that the new policy will make it easier to track the activities of users across Google's many products -- from Gmail to YouTube. Marc Rotenberg heads the Electronic Privacy Information Center in Washington. He says Google's aim is to create a single unified profile  of its users. ""We believe that not only is that a threat to privacy, we actually believe it is illegal, because last year Google entered into an agreement with the US Federal Trade Commission in which they said they would not engage in that kind of data sharing without the permission of their users."" Google says its new policy will make it simpler for users to share information across services like Google Search, Gmail and Google Calendar. And it says the new policy will help personalize each user's experience. Over time, it says, users can expect to see better search results, fewer unwanted advertisements and more content targeted to their interests. But Marc Rotenberg says in return, people who choose to use Google will lose control over the information they share. ""The type of information you might provide for an e-mail service, for example, such as your address book, which contains private information, is different from the type of information that you might provide for a social network service where people purposely make information publicly available to their friends."" Mr. Rotenberg says these two kinds of services should be kept separate. ""By trying to combine these two services, in our view, Google is actually undermining a very well established expectation of privacy, especially for popular Internet services like electronic mail."" Critics also see a bigger problem with Google's new policy. The plan would not give users a choice to drop out of the data sharing.  ""In our view, if people want to make their potential information available, they certainly should have the right to do that. What we are objecting to is the effort by the company to take                                                          away from the users that choice that they should have. That just seems unfair."" Google says it will not be collecting any more data than it does now. And it says users will still be able to control many privacy settings. For example, they can disable their search history and set Gmail chat to ""off the record."" European Union officials have asked the company to delay the new policy to make sure it would not violate any EU data protection laws. Marc Rotenberg thinks the Federal Trade Commission in Washington might also try to block the new policy. What's Google's purpose to change its privacy policy according to Marc Rotenberg?",,auxiliary_train-00000-of-00001,D,"Google is preparing for changes in its privacy policy beginning March 1st. The company says it plans to replace more than 60 separate policies for different products with one main policy. Privacy activists criticized last month's announcement. They are concerned that the new policy will make it easier to track the activities of users across Google's many products -- from Gmail to YouTube. Marc Rotenberg heads the Electronic Privacy Information Center in Washington. He says Google's aim is to create a single unified profile  of its users. ""We believe that not only is that a threat to privacy, we actually believe it is illegal, because last year Google entered into an agreement with the US Federal Trade Commission in which they said they would not engage in that kind of data sharing without the permission of their users."" Google says its new policy will make it simpler for users to share information across services like Google Search, Gmail and Google Calendar. And it says the new policy will help personalize each user's experience. Over time, it says, users can expect to see better search results, fewer unwanted advertisements and more content targeted to their interests. But Marc Rotenberg says in return, people who choose to use Google will lose control over the information they share. ""The type of information you might provide for an e-mail service, for example, such as your address book, which contains private information, is different from the type of information that you might provide for a social network service where people purposely make information publicly available to their friends."" Mr. Rotenberg says these two kinds of services should be kept separate. ""By trying to combine these two services, in our view, Google is actually undermining a very well established expectation of privacy, especially for popular Internet services like electronic mail."" Critics also see a bigger problem with Google's new policy. The plan would not give users a choice to drop out of the data sharing.  ""In our view, if people want to make their potential information available, they certainly should have the right to do that. What we are objecting to is the effort by the company to take                                                          away from the users that choice that they should have. That just seems unfair."" Google says it will not be collecting any more data than it does now. And it says users will still be able to control many privacy settings. For example, they can disable their search history and set Gmail chat to ""off the record."" European Union officials have asked the company to delay the new policy to make sure it would not violate any EU data protection laws. Marc Rotenberg thinks the Federal Trade Commission in Washington might also try to block the new policy. What's Google's purpose to change its privacy policy according to Marc Rotenberg?

Choices:
A. To serve its users better.
B. To make it easier for their work
C. To personalize each user's experience
D. To build up a unified profile of its users

Reply with exactly one uppercase letter out of A, B, C, or D.
",600
