question,subject,split,answer,final_prompt,len_tk_mistral_7b_base
"Have you ever stayed in a hotel? Most Chinese hotel often provide guests with things like disposable toothbrushes, toothpaste, shampoo and slippers. Many guests like the idea because they don't have to bring their own.  But ,if you travel to Beijing, remember to bring your own things.  Starting from June, some hotels in Beijing will no longer provide guests with these disposables.  They want to ask people to use fewer disposable things. Many disposable things are made of plastic.  People throw them away after only using them once.  It is a waste of natural resources and is very bad for the environment.  Do you know that one Chinese person makes as much as as 400kg of waste a year? Most of that waste comes from disposable things.  In Beijing, people throw away about 19,000 tons of plastic bags and 1,320 tons of plastic lunch bowls every year! Plastic can take between 100 and 400 years to bread down.  So wherever you travel, bring your own things and use them again and again. Back at home and school, you can also do something to make our world a better place.  Try to do these things in your daily life: use cloth shopping bags, not plastic ones. After using a plastic bag, wash it out and let it dry.  Then you can use it over and over again.  Do not use paper cups.  At your school canteen . use your own bowl and chopsticks instead of  disposable ones. What can we do to make our world a better place at home and school?",,auxiliary_train-00000-of-00001,D,"Have you ever stayed in a hotel? Most Chinese hotel often provide guests with things like disposable toothbrushes, toothpaste, shampoo and slippers. Many guests like the idea because they don't have to bring their own.  But ,if you travel to Beijing, remember to bring your own things.  Starting from June, some hotels in Beijing will no longer provide guests with these disposables.  They want to ask people to use fewer disposable things. Many disposable things are made of plastic.  People throw them away after only using them once.  It is a waste of natural resources and is very bad for the environment.  Do you know that one Chinese person makes as much as as 400kg of waste a year? Most of that waste comes from disposable things.  In Beijing, people throw away about 19,000 tons of plastic bags and 1,320 tons of plastic lunch bowls every year! Plastic can take between 100 and 400 years to bread down.  So wherever you travel, bring your own things and use them again and again. Back at home and school, you can also do something to make our world a better place.  Try to do these things in your daily life: use cloth shopping bags, not plastic ones. After using a plastic bag, wash it out and let it dry.  Then you can use it over and over again.  Do not use paper cups.  At your school canteen . use your own bowl and chopsticks instead of  disposable ones. What can we do to make our world a better place at home and school?

Choices:
A. Using shopping bags made of plastic.
B. Using paper cups instead of plastic ones.
C. Using disposable plates, bowls and chopsticks.
D. Using everything over and over again.

Reply with exactly one uppercase letter out of A, B, C, or D.
",421
"Three high students become heroes after their act of saving a baby's life. Andrew Willis, 15, his brother Chris, 13, and friend Reece Galea, 14, were walking along Swallow Drive on their way to school on May 23, when Nicholle Price ran out of her house, shouting for help. Her six-month-old son Corey had swallowed   an earring   and the young mother couldn't ring for help because something was wrong with her phone. The three teenagers rushed to the aid of Ms Price, called an ambulance  , calmed her down and waited with her until the ambulance arrived before heading to school. Ms Price, Corey and his grandmother Joyce Finnie visited the school last Thursday to thank the boys for their kind action. ""It's good to know that there are still some good people who will stop and help,"" Ms Price said. ""While I was shouting for help, a woman walking her dog went straight past, without stopping. I don't know what would have happened if these boys had not stopped."" The teenagers were shocked at the attention they received at school for their heroic act but admitted that the incident was nerve-racking . ""We heard her shouting so we knew something wasn't right,"" Andrew said. ""We thought someone had died. It was scary   but we just did what we had to do."" Just as proud as the boys' parents is their principal, Tim McCallum. After two days in hospital, Corey has now fully recovered. ""He's got two new teeth to show,"" Ms Price said. ""I have to keep a closer eye on him. He's into everything now and grabs whatever he finds to put it straight into his mouth."" The three high students were   _   when a woman ran out of her house shouting for help.",,auxiliary_train-00000-of-00001,B,"Three high students become heroes after their act of saving a baby's life. Andrew Willis, 15, his brother Chris, 13, and friend Reece Galea, 14, were walking along Swallow Drive on their way to school on May 23, when Nicholle Price ran out of her house, shouting for help. Her six-month-old son Corey had swallowed   an earring   and the young mother couldn't ring for help because something was wrong with her phone. The three teenagers rushed to the aid of Ms Price, called an ambulance  , calmed her down and waited with her until the ambulance arrived before heading to school. Ms Price, Corey and his grandmother Joyce Finnie visited the school last Thursday to thank the boys for their kind action. ""It's good to know that there are still some good people who will stop and help,"" Ms Price said. ""While I was shouting for help, a woman walking her dog went straight past, without stopping. I don't know what would have happened if these boys had not stopped."" The teenagers were shocked at the attention they received at school for their heroic act but admitted that the incident was nerve-racking . ""We heard her shouting so we knew something wasn't right,"" Andrew said. ""We thought someone had died. It was scary   but we just did what we had to do."" Just as proud as the boys' parents is their principal, Tim McCallum. After two days in hospital, Corey has now fully recovered. ""He's got two new teeth to show,"" Ms Price said. ""I have to keep a closer eye on him. He's into everything now and grabs whatever he finds to put it straight into his mouth."" The three high students were   _   when a woman ran out of her house shouting for help.

Choices:
A. playing near the house
B. on their way to school
C. walking their dogs nearby
D. on their way back from school

Reply with exactly one uppercase letter out of A, B, C, or D.
",456
"Never try to work when you are very hungry. If you decide to do your homework right after school, you may get something to eat before going to work. Always do your homework before you get too tired. Don't wait until very late in the evening, or your work will seem much harder than it really is. If you have more than an hour's work, give yourself a break after an hour. On the other hand don't break it up so much that you can't get anything down. You should be able to work at least a half at a time without stopping. Don't put it off until the last minute. If you put off doing your homework, you will have it on your mind, and you won't enjoy your free time so much. If you put it off until the end of the week or until before a test, you will have too much catching up to do. A little bit each night, enough to keep up with what is happening each day in school, will take the fear out of tests and keep you on top of it all. Do your homework at the same time every evening. This will help you make it a _ . It will make it easier to do, and it will make your free time more enjoyable as well. If we wait very late in the evening, our work will   _  .",,auxiliary_train-00000-of-00001,B,"Never try to work when you are very hungry. If you decide to do your homework right after school, you may get something to eat before going to work. Always do your homework before you get too tired. Don't wait until very late in the evening, or your work will seem much harder than it really is. If you have more than an hour's work, give yourself a break after an hour. On the other hand don't break it up so much that you can't get anything down. You should be able to work at least a half at a time without stopping. Don't put it off until the last minute. If you put off doing your homework, you will have it on your mind, and you won't enjoy your free time so much. If you put it off until the end of the week or until before a test, you will have too much catching up to do. A little bit each night, enough to keep up with what is happening each day in school, will take the fear out of tests and keep you on top of it all. Do your homework at the same time every evening. This will help you make it a _ . It will make it easier to do, and it will make your free time more enjoyable as well. If we wait very late in the evening, our work will   _  .

Choices:
A. become a bit hard
B. seem much harder
C. look very easy
D. go to so much trouble

Reply with exactly one uppercase letter out of A, B, C, or D.
",332
"Women are on their way to holding more than half of all American jobs. The latest government report shows that their share of non-farm jobs nearly reached fifty percent in September, 2009. The job market continues to suffer the effects of last year's financial crash. On the one hand more women have entered the labor market over the years, and on the other hand the economic recession   has hit men harder than women. In October the unemployment rate for men was almost 11% compared to 8% for women. Industries that traditionally use lots of men have suffered deep cuts. For example, manufacturing   and building lost more jobs last month. But health care and temporary employment services have had job growth. Both of those industries employ high percentages of women. Thirty years ago, women earned sixty-two cents for every dollar that men earned. Now, for those who usually work full time, women earn about eighty percent of what men earn. And a recent study from the University of California, Davis, reveals that women hold fifty-one percent of well-paid management and professional jobs. Yet the study also shows that men still hold about nine out of every ten top positions at most companies. The results have remained largely unchanged for five years. Also, a new research paper in the journalSex Roleslooks at the experiences of women who are the main earners in their families. Rebecca Meisenbach at the University of Missouri in Columbia interviewed fifteen women. She found that they all value their independence and many enjoy having the power of control, though not all want it. But they even feel more pressure and worry. That is partly because of cultural expectations that working women should still take care of the children. Also, men who are not the main earners may feel threatened. If a woman is the main earner in her family, she probably  _  .",,auxiliary_train-00000-of-00001,B,"Women are on their way to holding more than half of all American jobs. The latest government report shows that their share of non-farm jobs nearly reached fifty percent in September, 2009. The job market continues to suffer the effects of last year's financial crash. On the one hand more women have entered the labor market over the years, and on the other hand the economic recession   has hit men harder than women. In October the unemployment rate for men was almost 11% compared to 8% for women. Industries that traditionally use lots of men have suffered deep cuts. For example, manufacturing   and building lost more jobs last month. But health care and temporary employment services have had job growth. Both of those industries employ high percentages of women. Thirty years ago, women earned sixty-two cents for every dollar that men earned. Now, for those who usually work full time, women earn about eighty percent of what men earn. And a recent study from the University of California, Davis, reveals that women hold fifty-one percent of well-paid management and professional jobs. Yet the study also shows that men still hold about nine out of every ten top positions at most companies. The results have remained largely unchanged for five years. Also, a new research paper in the journalSex Roleslooks at the experiences of women who are the main earners in their families. Rebecca Meisenbach at the University of Missouri in Columbia interviewed fifteen women. She found that they all value their independence and many enjoy having the power of control, though not all want it. But they even feel more pressure and worry. That is partly because of cultural expectations that working women should still take care of the children. Also, men who are not the main earners may feel threatened. If a woman is the main earner in her family, she probably  _  .

Choices:
A. hopes to be less independent
B. has the power of control
C. feels a bit threatened
D. is less worried

Reply with exactly one uppercase letter out of A, B, C, or D.
",445
"Chloe Lang is a fifteen-year-old American girl. She loves cooking a lot. When she was a little girl, she helped her grandma make meals at home. A year ago, Chloe wrote a letter to Rachel Ray, a famous host of a TV cookery  show. She asked for a ticket to be one of the audience, but she got nothing. One day in June, Chloe got a phone call from Rachel Ray luckily. One of his programmes is called Cafe One Night and it needed five teen cooks to help in a restaurant for a night. In mid-July Chloe went to meet Rachel Ray and the other teen cooks. ""During our stay with Rachel Ray, we were happy and excited. We were working so hard when they made the records."" Chloe says. ""We made some wonderful food that night."" Guess who came to eat! When Chloe and her friends saw their guests, they all held their breath, and then they screamed and clapped! In addition to some famous singer stars, the former US President Bill Clinton was also there! ,. Why did Chloe write a letter to Rachel Ray?",,auxiliary_train-00000-of-00001,C,"Chloe Lang is a fifteen-year-old American girl. She loves cooking a lot. When she was a little girl, she helped her grandma make meals at home. A year ago, Chloe wrote a letter to Rachel Ray, a famous host of a TV cookery  show. She asked for a ticket to be one of the audience, but she got nothing. One day in June, Chloe got a phone call from Rachel Ray luckily. One of his programmes is called Cafe One Night and it needed five teen cooks to help in a restaurant for a night. In mid-July Chloe went to meet Rachel Ray and the other teen cooks. ""During our stay with Rachel Ray, we were happy and excited. We were working so hard when they made the records."" Chloe says. ""We made some wonderful food that night."" Guess who came to eat! When Chloe and her friends saw their guests, they all held their breath, and then they screamed and clapped! In addition to some famous singer stars, the former US President Bill Clinton was also there! ,. Why did Chloe write a letter to Rachel Ray?

Choices:
A. Because she wanted to be one of the five teen cooks in a programme.
B. Because she wanted to watch the TV cookery show on TV.
C. Because she wanted to go to the TV station to watch the TV cookery show.
D. Because she wanted to host a program about cookery.

Reply with exactly one uppercase letter out of A, B, C, or D.
",338
"A retiree was the record title owner in fee simple absolute of a 100-acre farm. In 1998, the retiree devised the property to his daughter and his friend as joint tenants with right of survivorship. The next year, the daughter executed a deed to a co-worker as follows:""I hereby convey all of my right, title, and interest in the northeast quarter of the farm to the co-worker and his heirs. ""Thereafter, the daughter borrowed $100,000 from a lender, and a promissory note was executed as evidence of the debt. In 2008, the daughter defaulted on the loan, and the lender, as judgment creditor, levied upon and sold to his nephew on execution sale all of ""(the daughter's) right, title and interest in the south half of the farm. "" In December 2009, the daughter died intestate, leaving her husband as her sole surviving heir. Who owns the farm?",professional_law,test-00000-of-00001,B,"A retiree was the record title owner in fee simple absolute of a 100-acre farm. In 1998, the retiree devised the property to his daughter and his friend as joint tenants with right of survivorship. The next year, the daughter executed a deed to a co-worker as follows:""I hereby convey all of my right, title, and interest in the northeast quarter of the farm to the co-worker and his heirs. ""Thereafter, the daughter borrowed $100,000 from a lender, and a promissory note was executed as evidence of the debt. In 2008, the daughter defaulted on the loan, and the lender, as judgment creditor, levied upon and sold to his nephew on execution sale all of ""(the daughter's) right, title and interest in the south half of the farm. "" In December 2009, the daughter died intestate, leaving her husband as her sole surviving heir. Who owns the farm?

Choices:
A. The friend and the co-worker are tenants in common of the northeast quarter of the farm; the friend and the husband are tenants in common of the northwest quarter of the farm; and the friend and the nephew are tenants in common of the south half of the farm.
B. The friend and the co-worker are tenants in common of the northeast quarter of the farm; the friend is the owner in fee of the northwest quarter of the farm; and the friend and the nephew are tenants in common of the south half of the farm.
C. The friend and the co-worker are tenants in common of the northeast quarter of the farm; the friend and the husband are tenants in common of the northwest quarter of the farm; and the nephew is the owner in fee of the south half of the farm.
D. The friend and the co-worker are tenants in common of the northeast quarter of the farm; and the friend is the owner in fee of the remaining three-quarters of the farm.

Reply with exactly one uppercase letter out of A, B, C, or D.
",478
"A MENTORING   program is giving life changing opportunities to Banbury youth. Young Inspirations was founded two years ago to provide mentoring sessions for students and unemployed young adults aged 11 to 21. Alex Goldberg, the program's founder, said; ""We set up Young Inspirations because we wanted to give young people experiences which will potentially be life changing and broaden their outlook. ""We try to create work experience opportunities that will really make a difference to our youth. For example, we've secured internships   with world-famous firms such as Honda. ""At a time of funding cutbacks where schools are finding it more and more difficult to offer this kind of mentoring, it is extremely important that these opportunities are available both to help youth with their school work and grades and to give them opportunities which may help shape their futures. "" Kieran Hepburn, 14, is one of a group of Banbury youth who has benefited from the program so far. In October the Banbury School pupil was accompanied by Young Inspirations staff to Paris where he was an observer at the United Nations Educational, Scientific and Cultural Organization's (UNESCO) International Youth Forum  . The event was held for young people from around the world, to seek their views on how the future of youth and education should look. Kieran joined several hundred observers mostly in their 20s and was the only UK school pupil to attend the event. Kieran thinks the trip was a life changing experience. "" Before we left I didn't quite know what to make of it but when we got there we didn't stop, it was amazing,"" he said, "" We went to three or four hours of debates each day and then did something cultural each afternoon. "" The main theme of the forum was how youth can drive change in political and public life. It dealt with issues   such as drug abuse, violence and unemployment. Kieran said: "" It has really helped me to improve my confidence and social skills as well as my school grades and I was voted most improved pupil at school in August. "" The Young Inspirations mentoring sessions take place each Friday in Banbury. For details visit www.younginspirations.com. According to the passage, the forum focused on how youth can   _  .",,auxiliary_train-00000-of-00001,D,"A MENTORING   program is giving life changing opportunities to Banbury youth. Young Inspirations was founded two years ago to provide mentoring sessions for students and unemployed young adults aged 11 to 21. Alex Goldberg, the program's founder, said; ""We set up Young Inspirations because we wanted to give young people experiences which will potentially be life changing and broaden their outlook. ""We try to create work experience opportunities that will really make a difference to our youth. For example, we've secured internships   with world-famous firms such as Honda. ""At a time of funding cutbacks where schools are finding it more and more difficult to offer this kind of mentoring, it is extremely important that these opportunities are available both to help youth with their school work and grades and to give them opportunities which may help shape their futures. "" Kieran Hepburn, 14, is one of a group of Banbury youth who has benefited from the program so far. In October the Banbury School pupil was accompanied by Young Inspirations staff to Paris where he was an observer at the United Nations Educational, Scientific and Cultural Organization's (UNESCO) International Youth Forum  . The event was held for young people from around the world, to seek their views on how the future of youth and education should look. Kieran joined several hundred observers mostly in their 20s and was the only UK school pupil to attend the event. Kieran thinks the trip was a life changing experience. "" Before we left I didn't quite know what to make of it but when we got there we didn't stop, it was amazing,"" he said, "" We went to three or four hours of debates each day and then did something cultural each afternoon. "" The main theme of the forum was how youth can drive change in political and public life. It dealt with issues   such as drug abuse, violence and unemployment. Kieran said: "" It has really helped me to improve my confidence and social skills as well as my school grades and I was voted most improved pupil at school in August. "" The Young Inspirations mentoring sessions take place each Friday in Banbury. For details visit www.younginspirations.com. According to the passage, the forum focused on how youth can   _  .

Choices:
A. build up their confidence at school
B. find work experience opportunities
C. improve their social skills for the future
D. play an active role in the change of society

Reply with exactly one uppercase letter out of A, B, C, or D.
",565
"There once was a doggy named Jack that was really bored.  One day he was sitting on the sofa he thought to himself, ""Maybe I'll go for a ride."" The dog put on his shoes and hat and walked out of the door.  He began riding down the street and he saw a lot of funny things.  He saw a pumpkin name Sue using toothpaste, a cat name Walt watching a movie and a bear name Phil cooking on a grill. On his drive back home he saw a rat name Randy, and a lion name Leo riding a bike. When the doggy got back home he wanted to write a book about all of the things that he saw.  He went into his office and gathered the pen and paper, sat down and began writing.  After hours of writing he felt that his leg was hurting from being bent under the table so long. He wrote his last sentence and got up to walk off the pain.  The doggy cooked his dinner, ate, then went to bed and the next day he woke up and read his story and liked what he wrote so much that he thought he would write another story later that day. After hours of writing what took place before the next day?",,auxiliary_train-00000-of-00001,C,"There once was a doggy named Jack that was really bored.  One day he was sitting on the sofa he thought to himself, ""Maybe I'll go for a ride."" The dog put on his shoes and hat and walked out of the door.  He began riding down the street and he saw a lot of funny things.  He saw a pumpkin name Sue using toothpaste, a cat name Walt watching a movie and a bear name Phil cooking on a grill. On his drive back home he saw a rat name Randy, and a lion name Leo riding a bike. When the doggy got back home he wanted to write a book about all of the things that he saw.  He went into his office and gathered the pen and paper, sat down and began writing.  After hours of writing he felt that his leg was hurting from being bent under the table so long. He wrote his last sentence and got up to walk off the pain.  The doggy cooked his dinner, ate, then went to bed and the next day he woke up and read his story and liked what he wrote so much that he thought he would write another story later that day. After hours of writing what took place before the next day?

Choices:
A. He read his story and chose to write another one
B. He went to bed
C. He wrote his last sentence and got up to walk off the pain. The doggy cooked his dinner, ate, then went to bed.
D. He cooked his dinner and went to bed.

Reply with exactly one uppercase letter out of A, B, C, or D.
",345
"Sea lions and seals may swim in cold ocean water, but even they get sometimes. Seeing an injured seal wrapped in a blanket at a marine  mammal center gave Haley Humes and Hayley Jeffries an idea for a special Girl Scout project. They decided to make blankets to keep injured animals warm. They would give these blankets to the Pacific Marine Mammal Center in Laguna Beach, California. ""We knew we wanted to help animals,"" Haley said. ""We went to the center to ask questions about what they needed. They don't have a heated floor, and all the babies crowded together to stay warm."" Friends since kindergarten, Haley and Hayley made 12 blankets to keep the Marine Mammal Center's seals and sea lions warm. Using fun images like Winnie-the-Pooh, the girls took two hours to make each blanket. The first sea lion to test out a blanket looked pretty in pink. ""It was a sick baby and really liked it,"" Haley said. ""It curled up in it right away."" ""The blankets are beautiful and the animals love them!"" said the Mammal Center's Michele Hunter. ""It's nice to see children taking pride in their work and doing something to help animals."" During the project, the girls took dozens of pictures for the PowerPoint presentations they gave to Girl Scout leaders. Those presentations helped Haley and Hayley raise $250 to buy additional supplies the center needed. This was the first project the girls ever worked on and took months to plan and carry out. ""I learned that in order to make something happen, you have to take it slowly and step by step,"" Hayley said. Just as important, the girls discovered that two people really can make a difference. ""Knowing you're making a difference......with these animals is amazing,"" Haley said. ""It was like the animals became my new friends."" The Pacific Marine Mammal Center cares for sea lions and seals, as well as for other marine mammals. Since opening in 1971,the center has saved more than 5,000 injured marine mammals. Which of the following words can best describe the work of Haley and Hayley?",,auxiliary_train-00000-of-00001,B,"Sea lions and seals may swim in cold ocean water, but even they get sometimes. Seeing an injured seal wrapped in a blanket at a marine  mammal center gave Haley Humes and Hayley Jeffries an idea for a special Girl Scout project. They decided to make blankets to keep injured animals warm. They would give these blankets to the Pacific Marine Mammal Center in Laguna Beach, California. ""We knew we wanted to help animals,"" Haley said. ""We went to the center to ask questions about what they needed. They don't have a heated floor, and all the babies crowded together to stay warm."" Friends since kindergarten, Haley and Hayley made 12 blankets to keep the Marine Mammal Center's seals and sea lions warm. Using fun images like Winnie-the-Pooh, the girls took two hours to make each blanket. The first sea lion to test out a blanket looked pretty in pink. ""It was a sick baby and really liked it,"" Haley said. ""It curled up in it right away."" ""The blankets are beautiful and the animals love them!"" said the Mammal Center's Michele Hunter. ""It's nice to see children taking pride in their work and doing something to help animals."" During the project, the girls took dozens of pictures for the PowerPoint presentations they gave to Girl Scout leaders. Those presentations helped Haley and Hayley raise $250 to buy additional supplies the center needed. This was the first project the girls ever worked on and took months to plan and carry out. ""I learned that in order to make something happen, you have to take it slowly and step by step,"" Hayley said. Just as important, the girls discovered that two people really can make a difference. ""Knowing you're making a difference......with these animals is amazing,"" Haley said. ""It was like the animals became my new friends."" The Pacific Marine Mammal Center cares for sea lions and seals, as well as for other marine mammals. Since opening in 1971,the center has saved more than 5,000 injured marine mammals. Which of the following words can best describe the work of Haley and Hayley?

Choices:
A. Difficult.
B. Successful.
C. Experimental.
D. Dangerous.

Reply with exactly one uppercase letter out of A, B, C, or D.
",543
"There were three brothers. They each decided to find a precious treasure and meet a year later. One year later, the three brothers gathered again. They each _ the treasure they had. The oldest brother brought a telescope. ""I found a telescope which can see far away."" The second brother brought a flying carpet."" I found a flying carpet that can be anywhere."" The third brother said."" I found an apple that cures all diseases."" The brothers were amazed at the treasures they found. ""Let's see what we can do with our treasures now."" The brothers all nodded. The oldest brother looked through his telescope and saw a palace in the distance. A princess was lying in bed sick. The second opened his carpet and said. ""Let's ride this carpet and go to the palace."" The three brothers went to the palace on the flying carpet to save the sick princess. The three brothers met the king and told him why they had come. The king said. ""If you cure the princess, I will let one of you marry the princess."" The youngest brother gave the princess the apple he found. The princess had been sick for a long time, but with one bite of the apple, she was cured. The king hugged the princess with joy. ""Okay, as promised, one of you can marry the princess."" The brothers each wanted the other to marry the princess. No matter how pretty and princess was, the brothers thought their loyalty was more important. The king was moved and gave them gold and silver and high positions. The three brothers lived happily ever after. Who saved the princess?",,auxiliary_train-00000-of-00001,D,"There were three brothers. They each decided to find a precious treasure and meet a year later. One year later, the three brothers gathered again. They each _ the treasure they had. The oldest brother brought a telescope. ""I found a telescope which can see far away."" The second brother brought a flying carpet."" I found a flying carpet that can be anywhere."" The third brother said."" I found an apple that cures all diseases."" The brothers were amazed at the treasures they found. ""Let's see what we can do with our treasures now."" The brothers all nodded. The oldest brother looked through his telescope and saw a palace in the distance. A princess was lying in bed sick. The second opened his carpet and said. ""Let's ride this carpet and go to the palace."" The three brothers went to the palace on the flying carpet to save the sick princess. The three brothers met the king and told him why they had come. The king said. ""If you cure the princess, I will let one of you marry the princess."" The youngest brother gave the princess the apple he found. The princess had been sick for a long time, but with one bite of the apple, she was cured. The king hugged the princess with joy. ""Okay, as promised, one of you can marry the princess."" The brothers each wanted the other to marry the princess. No matter how pretty and princess was, the brothers thought their loyalty was more important. The king was moved and gave them gold and silver and high positions. The three brothers lived happily ever after. Who saved the princess?

Choices:
A. The oldest brother
B. The second brother
C. The youngest brother
D. The three brothers

Reply with exactly one uppercase letter out of A, B, C, or D.
",383
"Parents are not only looking for a unique name for their baby, but they also want a name that has a special meaning. American Indians usually have pretty interesting names. These names are given to them through various methods and usually by an elder. American Indians feel very strongly abouL naming their child, and it is almost treated like a ritual. In some American Indian cultures. they even hold a ceremony when they are to name a child Amcrican Indian children are usually named by an elder who could be eheir grandmother, grandfather. mother or father. The name given by the elder comes to them in many different forms such as charactcnstics of the person, dreams that the elder may have. or the name of a family member who has died It is also true that some Amerlcan Indians arc named after some sort of animal while others are named after nature Some tribes   name their children after events that happen before thiir birth. Also in different tribes. two of the American Indians in the same tribe can't share the same name Once the person with the name has died. then the name may be used again. It is said that Amcrican Indians believe that they shoutd not address the baby by the name that they are given because if the name is too well-known. the child or baby may be called back to the spirit world; this is what causes many American Indians to be given nicknames . Many Amcrican Indians arc more commonly known by their nicknames instead of their names given at birth Which is not the way Indians name their child?",,auxiliary_train-00000-of-00001,C,"Parents are not only looking for a unique name for their baby, but they also want a name that has a special meaning. American Indians usually have pretty interesting names. These names are given to them through various methods and usually by an elder. American Indians feel very strongly abouL naming their child, and it is almost treated like a ritual. In some American Indian cultures. they even hold a ceremony when they are to name a child Amcrican Indian children are usually named by an elder who could be eheir grandmother, grandfather. mother or father. The name given by the elder comes to them in many different forms such as charactcnstics of the person, dreams that the elder may have. or the name of a family member who has died It is also true that some Amerlcan Indians arc named after some sort of animal while others are named after nature Some tribes   name their children after events that happen before thiir birth. Also in different tribes. two of the American Indians in the same tribe can't share the same name Once the person with the name has died. then the name may be used again. It is said that Amcrican Indians believe that they shoutd not address the baby by the name that they are given because if the name is too well-known. the child or baby may be called back to the spirit world; this is what causes many American Indians to be given nicknames . Many Amcrican Indians arc more commonly known by their nicknames instead of their names given at birth Which is not the way Indians name their child?

Choices:
A. The name of a certain animal.
B. Onc of the child's ancestors.
C. The dreaius of the Indian child.
D. An event before the child's birth.

Reply with exactly one uppercase letter out of A, B, C, or D.
",399
"INTEX Giant Dolphin Inflatable Swimming Pool Ride-On Raft Price:$88 *Great design is as impressive as it is comfortable ! *Handles are great for maintain control *Dimensions:79"" x 30"" Product Description Great for pools and the beach, the INTEX Dolphin Ride - On Raft is sure to catch some eyes! This impressive raft features heavy duty handles and a uniquely large design. Get out there and enjoy the water this summer on the INTEX Dolphin Ride-On Raft. Enjoy a restful day on the water, lying in the comfort of this soft, durable ,  colorful inflatable ( ) raft from water product maker Intex. Made of special material, its as durable as it is soft and comfortable, and has two handles for easy on-and-off. It will bring a lot of fun to both adults and children. About Intex Recreation: Intex Recreation makes above-ground swimming pools, air beds, inflatable toys, pool and lake boats. The company has been in business for over 40 years, and is a global leader in designing and producing innovative products for indoor and outdoor recreation. Intex products meet the most strict safety standards, taking testing to ensure years of safety and satisfaction. Most Helpful Customer Reviews Hello, my name is Mike Smith. I bought the raft for my family. It worked perfectly. It is a great size for the three of us. We hit many rocks and low tree branches drifting down a river, but the raft came out safety. This is an excellent raft. It's durable and floats like it should. Great for kids or adults. And great for family use. Contact Information of intex Recreation:  Tel:800-876-0987   E-mail: In texrecreation@hotmail.com How does Mike Smith feel about the product?",,auxiliary_train-00000-of-00001,A,"INTEX Giant Dolphin Inflatable Swimming Pool Ride-On Raft Price:$88 *Great design is as impressive as it is comfortable ! *Handles are great for maintain control *Dimensions:79"" x 30"" Product Description Great for pools and the beach, the INTEX Dolphin Ride - On Raft is sure to catch some eyes! This impressive raft features heavy duty handles and a uniquely large design. Get out there and enjoy the water this summer on the INTEX Dolphin Ride-On Raft. Enjoy a restful day on the water, lying in the comfort of this soft, durable ,  colorful inflatable ( ) raft from water product maker Intex. Made of special material, its as durable as it is soft and comfortable, and has two handles for easy on-and-off. It will bring a lot of fun to both adults and children. About Intex Recreation: Intex Recreation makes above-ground swimming pools, air beds, inflatable toys, pool and lake boats. The company has been in business for over 40 years, and is a global leader in designing and producing innovative products for indoor and outdoor recreation. Intex products meet the most strict safety standards, taking testing to ensure years of safety and satisfaction. Most Helpful Customer Reviews Hello, my name is Mike Smith. I bought the raft for my family. It worked perfectly. It is a great size for the three of us. We hit many rocks and low tree branches drifting down a river, but the raft came out safety. This is an excellent raft. It's durable and floats like it should. Great for kids or adults. And great for family use. Contact Information of intex Recreation:  Tel:800-876-0987   E-mail: In texrecreation@hotmail.com How does Mike Smith feel about the product?

Choices:
A. Satisfied.
B. Troublesome.
C. Useless.
D. Terrible.

Reply with exactly one uppercase letter out of A, B, C, or D.
",471
