question,subject,split,answer,final_prompt,len_tk_phi3_mini_4k_instruct
Oceans have many layers of sediments. These layers become compacted when they are buried under other layers of sediments. Which is most likely to happen to the deepest layers?,,auxiliary_train-00000-of-00001,B,"Oceans have many layers of sediments. These layers become compacted when they are buried under other layers of sediments. Which is most likely to happen to the deepest layers?

Choices:
A. They will be squeezed out onto deltas.
B. They will recrystallize into new rock.
C. They will become part of Earth's outer core.
D. They will melt in magma chambers.

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
"When studying planetary data, Jackie found some similarities and differences among the planets that make up the solar system. Which generalization is true about the orbits of the major planets in the solar system?",,auxiliary_train-00000-of-00001,B,"When studying planetary data, Jackie found some similarities and differences among the planets that make up the solar system. Which generalization is true about the orbits of the major planets in the solar system?

Choices:
A. Planetary orbits have the same plane.
B. Planetary orbits are mostly elliptical in shape.
C. Planets orbit at the same speed around the Sun.
D. Planets orbit in different directions around the Sun.

Reply with exactly one uppercase letter out of A, B, C, or D.
",125
Which of the following is a predictable advantage of expansionary monetary policy in a recession?,high_school_macroeconomics,validation-00000-of-00001,B,"Which of the following is a predictable advantage of expansionary monetary policy in a recession?

Choices:
A. It decreases aggregate demand so that the price level falls which increases demand for the dollar.
B. It increases investment which increases aggregate demand and increases employment.
C. It increases aggregate demand which increases real GDP and increases the unemployment rate.
D. It keeps interest rates high which attracts foreign investment.

Reply with exactly one uppercase letter out of A, B, C, or D.
",122
Peter works 38 hours per week and earns $7.25 per hour. His employer gives him a raise that increases his weekly gross pay to $307.80. What is the increase in Peter's weekly gross pay?,elementary_mathematics,test-00000-of-00001,A,"Peter works 38 hours per week and earns $7.25 per hour. His employer gives him a raise that increases his weekly gross pay to $307.80. What is the increase in Peter's weekly gross pay?

Choices:
A. $32.30 
B. $34.70 
C. $42.46 
D. $275.50 

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
" Construct a complete truth table for the following pairs of propositions. Then, using the truth tables, determine whether the statements are logically equivalent or contradictory. If neither, determine whether they are consistent or inconsistent. Justify your answers.
~O ⊃ P and O ∨ P",formal_logic,test-00000-of-00001,A," Construct a complete truth table for the following pairs of propositions. Then, using the truth tables, determine whether the statements are logically equivalent or contradictory. If neither, determine whether they are consistent or inconsistent. Justify your answers.
~O ⊃ P and O ∨ P

Choices:
A. Logically equivalent
B. Contradictory
C. Neither logically equivalent nor contradictory, but consistent
D. Inconsistent

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
"The true length of a block of wood is 1.010 cm. Three measurements of this block produced the following values: 1.4 cm, 1.2 cm, and 0.9 cm. Which of the following statements is true concerning these measurements?",miscellaneous,test-00000-of-00001,D,"The true length of a block of wood is 1.010 cm. Three measurements of this block produced the following values: 1.4 cm, 1.2 cm, and 0.9 cm. Which of the following statements is true concerning these measurements?

Choices:
A. They are precise and accurate.
B. They are precise but not accurate.
C. They are accurate but not precise.
D. They are neither precise nor accurate.

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
Statement 1| The maximum margin decision boundaries that support vector machines construct have the lowest generalization error among all linear classifiers. Statement 2| Any decision boundary that we get from a generative model with classconditional Gaussian distributions could in principle be reproduced with an SVM and a polynomial kernel of degree less than or equal to three.,machine_learning,test-00000-of-00001,D,"Statement 1| The maximum margin decision boundaries that support vector machines construct have the lowest generalization error among all linear classifiers. Statement 2| Any decision boundary that we get from a generative model with classconditional Gaussian distributions could in principle be reproduced with an SVM and a polynomial kernel of degree less than or equal to three.

Choices:
A. True, True
B. False, False
C. True, False
D. False, True

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
Which of the following statements about the correlation coefficient is true?,high_school_statistics,test-00000-of-00001,C,"Which of the following statements about the correlation coefficient is true?

Choices:
A. The correlation coefficient and the slope of the regression line may have opposite signs.
B. A correlation of 1 indicates a perfect cause-and-effect relationship between the variables.
C. Correlations of +0.87 and -0.87 indicate the same degree of clustering around the regression line.
D. Correlation applies equally well to quantitative and categorical data.

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
Which of the following is the correct anatomical order of structures in the mammalian female reproductive tract?,college_biology,test-00000-of-00001,C,"Which of the following is the correct anatomical order of structures in the mammalian female reproductive tract?

Choices:
A. Oviduct, uterus, rete, vagina
B. Oviduct, epididymis, uterus, vagina
C. Ovary, oviduct, uterus, vagina
D. Ovary, uterus, vagina, rete

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
"Severe acute malnutrition in young children is defined as:
",nutrition,test-00000-of-00001,C,"Severe acute malnutrition in young children is defined as:


Choices:
A. Weight-for-age Z score <-3
B. Height-for-age Z score <-3 and oedema
C. Height-for-age Z score <-3 or weight-for-height Z score <-3 or oedema
D. Height-for-age Z score <-3 or weight-for-age Z score <-3 or oedema

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
"Is the ICJ hostile to the idea that an armed attack may arise through a series of lower intensity, yet cumulative, instances of armed force?",international_law,test-00000-of-00001,A,"Is the ICJ hostile to the idea that an armed attack may arise through a series of lower intensity, yet cumulative, instances of armed force?

Choices:
A. The ICJ was not hostile to the accumulation theory
B. The concept of an armed attack refers to a single attack, not multiple smaller instances of armed force
C. In the Nicaragua case the ICJ dismissed the accumulation theory
D. The ICJ has never addressed this issue

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
"To test whether extensive exercise lowers the resting heart rate, a study is performed by randomly selecting half of a group of volunteers to exercise 1 hour each morning, while the rest are instructed to perform no exercise. Is this study an experiment or an observational study?",high_school_statistics,test-00000-of-00001,D,"To test whether extensive exercise lowers the resting heart rate, a study is performed by randomly selecting half of a group of volunteers to exercise 1 hour each morning, while the rest are instructed to perform no exercise. Is this study an experiment or an observational study?

Choices:
A. An experiment with a control group and blinding
B. An experiment with blocking
C. An observational study with comparison and randomization
D. None of the above

Reply with exactly one uppercase letter out of A, B, C, or D.
",122
A student plants rosebushes in her front yard. The student is frequently seen pulling weeds from the base of the rosebushes. What is the most likely reason that the weeds are pulled?,,auxiliary_train-00000-of-00001,B,"A student plants rosebushes in her front yard. The student is frequently seen pulling weeds from the base of the rosebushes. What is the most likely reason that the weeds are pulled?

Choices:
A. Weeds add fertilizer to the soil.
B. Weeds use nutrients the roses need to grow.
C. Weeds increase the bacteria in the soil.
D. Weeds consume most of the oxygen.

Reply with exactly one uppercase letter out of A, B, C, or D.
",125
"Which of the following statements is correct?
",nutrition,test-00000-of-00001,D,"Which of the following statements is correct?


Choices:
A. Mycotoxins contaminate foods containing bacteria formed during storage under dry conditions
B. Mycotoxins contaminate foods containing fungi formed during storage under dry conditions
C. Mycotoxins contaminate foods containing bacteria formed during storage under moist conditions
D. Mycotoxins contaminate foods containing fungi formed during storage under moist conditions

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
The capitalist world economy is what Wallerstein (1974) would call a 'world system'. This term refers to:,sociology,test-00000-of-00001,D,"The capitalist world economy is what Wallerstein (1974) would call a 'world system'. This term refers to:

Choices:
A. a means of transporting money between different areas of a country
B. an empire with a bureaucratic administration but no political centre
C. an awareness of risks and dangers that affect the environment as a whole
D. a unit with a division of labour that extends across ethnic and cultural groups

Reply with exactly one uppercase letter out of A, B, C, or D.
",125
A veterinarian holds a cat and steps on a scale. The scale reads 157.8 lb. The veterinarian weighs 148.3 lb alone. Which is the best estimate for the weight of the cat?,elementary_mathematics,test-00000-of-00001,B,"A veterinarian holds a cat and steps on a scale. The scale reads 157.8 lb. The veterinarian weighs 148.3 lb alone. Which is the best estimate for the weight of the cat?

Choices:
A. Between 4 and 7 lb
B. Between 8 and 11 lb
C. Between 12 and 15 lb
D. Between 16 and 19 lb

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
"It's summer movie time again.And heroes are ready to try their strength and magic on the silver screen.Check out our list of four films that look most promising to young audience. According to the passage, if you want to see a film whose leading actor is Jackie Chan, you will see the film on    _   .",,auxiliary_train-00000-of-00001,B,"It's summer movie time again.And heroes are ready to try their strength and magic on the silver screen.Check out our list of four films that look most promising to young audience. According to the passage, if you want to see a film whose leading actor is Jackie Chan, you will see the film on    _   .

Choices:
A. June 4
B. June 16
C. June 30
D. July 7

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
"Maria collected the gas given off by a glowing piece of charcoal. The gas was then bubbled through a small amount of colorless limewater. Part of Maria's report stated, ""After the gas was put into the jar, the limewater gradually changed to a milky white color."" This statement is",,auxiliary_train-00000-of-00001,A,"Maria collected the gas given off by a glowing piece of charcoal. The gas was then bubbled through a small amount of colorless limewater. Part of Maria's report stated, ""After the gas was put into the jar, the limewater gradually changed to a milky white color."" This statement is

Choices:
A. an observation
B. a conclusion
C. a generalization
D. an assumption of the investigation (E) a hypothesis

Reply with exactly one uppercase letter out of A, B, C, or D.
",125
The replication of hepatitis B includes which of the following stages?,virology,test-00000-of-00001,C,"The replication of hepatitis B includes which of the following stages?

Choices:
A. Movement of intact virus to the cellular cytoplasm for replication
B. Conversion of relaxed circular viral DNA in to covalently closed circular (CCC) DNA in the nucleus
C. Virions produced in the cytoplasm by cellular DNA polymerase
D. Oncogenic activity to transform liver cells.

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
If the economy is experiencing a recession how will a plan to decrease taxes for consumers and increase spending on government purchases affect real gross domestic product (GDP) and the price level?,high_school_macroeconomics,test-00000-of-00001,C,"If the economy is experiencing a recession how will a plan to decrease taxes for consumers and increase spending on government purchases affect real gross domestic product (GDP) and the price level?

Choices:
A. real GDP rises and the price level falls.
B. real GDP falls and the price level rises.
C. real GDP rises and the price level rises.
D. real GDP falls and the price level falls.

Reply with exactly one uppercase letter out of A, B, C, or D.
",126
"Base your answers on the information below. One hot, summer day it rained very heavily. After the rain, a plastic pan on a picnic table had 2 cm of rainwater in it. Four hours later, all the rainwater in the pan was gone. Which process caused the rainwater in the pan to disappear as it sat outside in the hot air?",,auxiliary_train-00000-of-00001,B,"Base your answers on the information below. One hot, summer day it rained very heavily. After the rain, a plastic pan on a picnic table had 2 cm of rainwater in it. Four hours later, all the rainwater in the pan was gone. Which process caused the rainwater in the pan to disappear as it sat outside in the hot air?

Choices:
A. condensation
B. evaporation
C. precipitation
D. erosion

Reply with exactly one uppercase letter out of A, B, C, or D.
",126
"When the dichromate ion is reacted, one of its most common products is Cr3+. What is the oxidation state (oxidation number) of chromium in the dichromate ion? Does reduction or oxidation occur when dichromate forms Cr3+?",high_school_chemistry,test-00000-of-00001,C,"When the dichromate ion is reacted, one of its most common products is Cr3+. What is the oxidation state (oxidation number) of chromium in the dichromate ion? Does reduction or oxidation occur when dichromate forms Cr3+?

Choices:
A. 3+, reduction
B. 12+, reduction
C. 6+, reduction
D. 6+, oxidation

Reply with exactly one uppercase letter out of A, B, C, or D.
",122
"A toy car and a toy truck collide. If the toy truck’s mass is double the toy car’s mass, then, compared to the acceleration of the truck, the acceleration of the car during the collision will be",high_school_physics,test-00000-of-00001,B,"A toy car and a toy truck collide. If the toy truck’s mass is double the toy car’s mass, then, compared to the acceleration of the truck, the acceleration of the car during the collision will be

Choices:
A. double the magnitude and in the same direction
B. double the magnitude and in the opposite direction
C. half the magnitude and in the same direction
D. half the magnitude and in the opposite direction

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
"Jennifer is competing in a marathon, which is a 26.2-mile race. If Jennifer runs the first half of the race at 8 mph and the second half of the race at 6 mph, approximately how many hours does it take for her to complete the race?",high_school_mathematics,test-00000-of-00001,C,"Jennifer is competing in a marathon, which is a 26.2-mile race. If Jennifer runs the first half of the race at 8 mph and the second half of the race at 6 mph, approximately how many hours does it take for her to complete the race?

Choices:
A. 2.62
B. 3.74
C. 3.82
D. 4.12

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
"To incorporate the value of personalismo into therapy, a therapist will:",professional_psychology,test-00000-of-00001,C,"To incorporate the value of personalismo into therapy, a therapist will:

Choices:
A. integrate members of the extended family into the intervention.
B. maintain a neutral attitude even when family members are discussing unpleasant topics.
C. display genuine interest in the client by asking about his/her family and work or school.
D. establish credibility early in therapy by demonstrating knowledge of indigenous healing practices.

Reply with exactly one uppercase letter out of A, B, C, or D.
",122
"According to a report published on the British medical magazine, , a study of 10 German mobile phone users found that when they turned on their phones, their blood pressure goes up by 5--10 millimeters of mercury  . The word ""The Lancet"" is probably    _   .",,auxiliary_train-00000-of-00001,A,"According to a report published on the British medical magazine, , a study of 10 German mobile phone users found that when they turned on their phones, their blood pressure goes up by 5--10 millimeters of mercury  . The word ""The Lancet"" is probably    _   .

Choices:
A. the name of a magazine
B. the name of the research team
C. the name of a hospital
D. the title of a medical report

Reply with exactly one uppercase letter out of A, B, C, or D.
",126
"Good morning! I'm Mike Brown. I am an English boy. My telephone number is five-four-five-zero-six-seven-eight. This is my room  . The quilt is blue. In the room, there are books  , a computer   and a pencil box  . Mike is  _  .",,auxiliary_train-00000-of-00001,B,"Good morning! I'm Mike Brown. I am an English boy. My telephone number is five-four-five-zero-six-seven-eight. This is my room  . The quilt is blue. In the room, there are books  , a computer   and a pencil box  . Mike is  _  .

Choices:
A. a Chinese boy
B. an English boy
C. an English girl
D. a Chinese girl

Reply with exactly one uppercase letter out of A, B, C, or D.
",125
The reserve ratio is .10 and Mommy Morebucks withdraws $1 million from her checking account and keeps it as cash in her refrigerator. How does this withdrawal potentially impact money in circulation?,high_school_macroeconomics,test-00000-of-00001,A,"The reserve ratio is .10 and Mommy Morebucks withdraws $1 million from her checking account and keeps it as cash in her refrigerator. How does this withdrawal potentially impact money in circulation?

Choices:
A. Decreases it by $9 million
B. Decreases it by $1 million
C. Decreases it by $100000
D. Increases it by $1 million

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
"Soft positivism accepts that the rule of recognition may include moral criteria.'
Which proposition below is the most inconsistent with this description?",jurisprudence,validation-00000-of-00001,D,"Soft positivism accepts that the rule of recognition may include moral criteria.'
Which proposition below is the most inconsistent with this description?

Choices:
A. Incorporationism' accepts that judges may decide cases by reference to moral factors.'
B. A soft positivist rejects the role of morality in the description of law.
C. Sometimes the definition of law includes moral considerations.
D. Judges lack strong discretion.

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
A student is conducting a research project and has learned of a website that may have useful information. The domain extension for the site is .org. Which of the following assumptions about the website is correct?,miscellaneous,test-00000-of-00001,C,"A student is conducting a research project and has learned of a website that may have useful information. The domain extension for the site is .org. Which of the following assumptions about the website is correct?

Choices:
A. All of the information on the site is current.
B. The site has been evaluated for bias.
C. The site might belong to a nonprofit agency.
D. The author of the site is well respected in his or her field.

Reply with exactly one uppercase letter out of A, B, C, or D.
",125
"In humans, the gene for a free earlobe [E] is dominant over the gene for an attached earlobe [e]. If one parent has a free earlobe [ Ee ] and the other parent has an attached earlobe ( ee ), what is the probability that their offspring will have an attached earlobe?",,auxiliary_train-00000-of-00001,C,"In humans, the gene for a free earlobe [E] is dominant over the gene for an attached earlobe [e]. If one parent has a free earlobe [ Ee ] and the other parent has an attached earlobe ( ee ), what is the probability that their offspring will have an attached earlobe?

Choices:
A. 0%
B. 25%
C. 50%
D. 100%

Reply with exactly one uppercase letter out of A, B, C, or D.
",126
The government has just lowered personal income taxes. Which of the following best describes the effects that this policy has on the economy?,high_school_macroeconomics,test-00000-of-00001,A,"The government has just lowered personal income taxes. Which of the following best describes the effects that this policy has on the economy?

Choices:
A. Higher disposable income higher consumption higher real GDP lower unemployment
B. Higher disposable income lower consumption higher real GDP lower unemployment
C. Lower disposable income higher consumption higher real GDP lower unemployment
D. Lower disposable income lower consumption lower real GDP higher unemployment

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
"A mother complains thar her 15-year-old daughter “lives like a pig, she is so sloppy and dirty.” She adds, “The more I yell at her, the worse she gets.” In operant conditioning terms, the yelling can best be explained as",professional_psychology,test-00000-of-00001,A,"A mother complains thar her 15-year-old daughter “lives like a pig, she is so sloppy and dirty.” She adds, “The more I yell at her, the worse she gets.” In operant conditioning terms, the yelling can best be explained as

Choices:
A. positive reinforcement
B. punishment
C. negative reinforcement
D. a discriminating stimulus for the sloppy behavior

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
" Which of the given formulas of PL is the best symbolization of the following sentence?
If either George enrolls or Harry enrolls, then Ira does not enroll.",formal_logic,test-00000-of-00001,D," Which of the given formulas of PL is the best symbolization of the following sentence?
If either George enrolls or Harry enrolls, then Ira does not enroll.

Choices:
A. (G ⊃ H) ∨ I
B. (G ∨ H) ⊃ I
C. (G ⊃ H) ∨ ~I
D. (G ∨ H) ⊃ ~I

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
In astronomy the concept of black bodies is very important to better calculate the radiation of stars. Which one is the correct definition of a black body?,astronomy,validation-00000-of-00001,B,"In astronomy the concept of black bodies is very important to better calculate the radiation of stars. Which one is the correct definition of a black body?

Choices:
A. An idealized physical object that reflects all electromagnetic radiation.
B. An idealized physical object that absorbs all electromagnetic radiation.
C. An idealized physical object that reflects all polarized radiation.
D. An idealized physical object that absorbs all polarized radiation.

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
Which of the following would most likely happen if grasses and shrubs were removed from a rural Massachusetts ecosystem?,,auxiliary_train-00000-of-00001,C,"Which of the following would most likely happen if grasses and shrubs were removed from a rural Massachusetts ecosystem?

Choices:
A. There would be an increase in consumers in the ecosystem.
B. There would be an increase of photosynthesis in the ecosystem.
C. There would be a decrease in food energy produced by the ecosystem.
D. There would be a decrease of carbon dioxide available to the ecosystem.

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
"3 Cl−(aq) + 4 CrO_4^2−(aq) + 23 H+(aq) → 3 HClO2(aq) + 4 Cr3+(aq) + 10 H2O(l). In the reaction shown above, Cl−(aq) behaves as",college_chemistry,dev-00000-of-00001,D,"3 Cl−(aq) + 4 CrO_4^2−(aq) + 23 H+(aq) → 3 HClO2(aq) + 4 Cr3+(aq) + 10 H2O(l). In the reaction shown above, Cl−(aq) behaves as

Choices:
A. an acid
B. a base
C. a catalyst
D. a reducing agent

Reply with exactly one uppercase letter out of A, B, C, or D.
",125
Which of the following is an example of a long-run adjustment for the owners of a small café?,high_school_microeconomics,test-00000-of-00001,D,"Which of the following is an example of a long-run adjustment for the owners of a small café?

Choices:
A. The owners switch from whole wheat to sourdough bread.
B. The owners hire several part-time workers to cover the dinner shifts.
C. The owners work overtime on a busy weekend.
D. The owners buy the office next door, and this doubles the customer seating.

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
"Two spaceships approach Earth with equal speeds, as measured by an observer on Earth, but from opposite directions. A meterstick on one spaceship is measured to be 60 cm long by an occupant of the other spaceship. What is the speed of each spaceship, as measured by the observer on Earth?",college_physics,test-00000-of-00001,B,"Two spaceships approach Earth with equal speeds, as measured by an observer on Earth, but from opposite directions. A meterstick on one spaceship is measured to be 60 cm long by an occupant of the other spaceship. What is the speed of each spaceship, as measured by the observer on Earth?

Choices:
A. 0.4c
B. 0.5c
C. 0.6c
D. 0.7c

Reply with exactly one uppercase letter out of A, B, C, or D.
",126
"Two identical plants are planted 3 meters apart. One plant is flowering, but the other is not. A student concludes that the plants are receiving an unequal supply of water. Another possible explanation the other plant is not flowering is that the plants are",,auxiliary_train-00000-of-00001,B,"Two identical plants are planted 3 meters apart. One plant is flowering, but the other is not. A student concludes that the plants are receiving an unequal supply of water. Another possible explanation the other plant is not flowering is that the plants are

Choices:
A. too close to one another.
B. receiving different amounts of sunlight.
C. in soil with high humus content.
D. receiving different amounts of carbon dioxide.

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
Under which of the following circumstances does a president usually experience a reduction in political power? I. The president is in the final two years of his or her second term II. The number and severity of international crises is increasing III. Different parties control Congress and the White House IV. The economy is strong and the president's approval ratings are high,high_school_government_and_politics,test-00000-of-00001,C,"Under which of the following circumstances does a president usually experience a reduction in political power? I. The president is in the final two years of his or her second term II. The number and severity of international crises is increasing III. Different parties control Congress and the White House IV. The economy is strong and the president's approval ratings are high

Choices:
A. I only
B. I and II only
C. I and III only
D. II and III only

Reply with exactly one uppercase letter out of A, B, C, or D.
",126
Which of these statements is accurate concerning the norms of swinging?,human_sexuality,test-00000-of-00001,D,"Which of these statements is accurate concerning the norms of swinging?

Choices:
A. Male and female homosexual acts are common and widely accepted.
B. It is expected that couples will engage in sex with the same partners on several occasions.
C. The combination of two men with one woman is the typical introduction to swinging.
D.  Most swingers also tend to have tolerant attitudes towards various forms of ""exotic"" sexuality.

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
Which statement best describes the relationship between the total amount of water vapor the atmosphere can hold and the temperature of the atmosphere?,,auxiliary_train-00000-of-00001,B,"Which statement best describes the relationship between the total amount of water vapor the atmosphere can hold and the temperature of the atmosphere?

Choices:
A. The amount of water vapor is not related to atmospheric temperature.
B. The amount of water vapor increases as the atmospheric temperature increases.
C. The amount of water vapor increases as the atmospheric temperature decreases.
D. The amount of water vapor decreases as the atmospheric temperature increases.

Reply with exactly one uppercase letter out of A, B, C, or D.
",126
Which set of descriptions correctly states the difference between a population and a community?,,auxiliary_train-00000-of-00001,D,"Which set of descriptions correctly states the difference between a population and a community?

Choices:
A. Population: one species in an area Community: one species worldwide
B. Population: organisms in a small area Community: organisms in a large area
C. Population: living parts of an area Community: living and nonliving parts of an area
D. Population: one type of organism in an area Community: many types of organisms in an area

Reply with exactly one uppercase letter out of A, B, C, or D.
",122
"When the Heisenberg uncertainty principle is applied to a quantum mechanical particle in the lowest energy level of a one-dimensional box, which of the following is true?",college_chemistry,test-00000-of-00001,D,"When the Heisenberg uncertainty principle is applied to a quantum mechanical particle in the lowest energy level of a one-dimensional box, which of the following is true?

Choices:
A. Momentum is known exactly, but no information about position can be known.
B. Position is known exactly, but no information about momentum can be known.
C. No information about either position or momentum can be known.
D. Neither position nor momentum can be known exactly.

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
Biologists have discovered that the beluga whales of Canada's St. Lawrence River have the highest rates of cancer among animals. What is most likely the reason for this high incidence of cancer in these whales?,,auxiliary_train-00000-of-00001,A,"Biologists have discovered that the beluga whales of Canada's St. Lawrence River have the highest rates of cancer among animals. What is most likely the reason for this high incidence of cancer in these whales?

Choices:
A. chemical and pollutant runoff into the ocean
B. average temperatures increased in the region
C. depletion of natural prey from the ecosystem
D. increased levels of carbon dioxide in the atmosphere

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
Which treaties are considered as 'source of international law' under article 38 ICJ Statute?,international_law,validation-00000-of-00001,B,"Which treaties are considered as 'source of international law' under article 38 ICJ Statute?

Choices:
A. All treaties that are in force at the time of the dispute
B. Only the treaties that are in force and binding upon the parties to the dispute
C. All treaties that have been concluded between the parties to the dispute, regardless whether they are in force
D. Only treaties that are multilateral and of paramount significance

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
A 20% target contribution margin is set for Duct which is a new product with the following unit costs: Manufacturing costs Variable $12 Fixed 8 Selling & admin. Costs Variable $3 Fixed 5 What is Duct's target selling price?,professional_accounting,test-00000-of-00001,B,"A 20% target contribution margin is set for Duct which is a new product with the following unit costs: Manufacturing costs Variable $12 Fixed 8 Selling & admin. Costs Variable $3 Fixed 5 What is Duct's target selling price?

Choices:
A. $18.00
B. $18.75
C. $25.00
D. 33.6

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
"A tank is in the shape of a triangular prism. If the triangular base has an area of 116 square feet, and the tank is 30 feet tall, how much water would the tank contain when it is full?",elementary_mathematics,test-00000-of-00001,C,"A tank is in the shape of a triangular prism. If the triangular base has an area of 116 square feet, and the tank is 30 feet tall, how much water would the tank contain when it is full?

Choices:
A. 1725 ft^3
B. 1740 ft^3
C. 3480 ft^3
D. 6960 ft^3

Reply with exactly one uppercase letter out of A, B, C, or D.
",122
Which of the following might explain how a price decrease might cause a decrease in quantity demanded and an upward-sloping demand curve?,high_school_microeconomics,test-00000-of-00001,A,"Which of the following might explain how a price decrease might cause a decrease in quantity demanded and an upward-sloping demand curve?

Choices:
A. The good is inferior and the income effect is stronger than the substitution effect.
B. The good is normal and the income effect is stronger than the substitution effect.
C. The good is normal and the income effect is weaker than the substitution effect.
D. The good is inferior and a luxury.

Reply with exactly one uppercase letter out of A, B, C, or D.
",122
Bronchial breathing is characterized by,clinical_knowledge,test-00000-of-00001,B,"Bronchial breathing is characterized by

Choices:
A. Inspiratory component louder and longer with a gap between expiration and inspiration
B. Expiratory component louder and longer with a gap between inspiration and expiration
C. Inspiratory component louder and longer with a gap between inspiration and expiration
D. Expiratory component louder and longer with a gap between expiration and inspiration

Reply with exactly one uppercase letter out of A, B, C, or D.
",122
Which of the following is not correct about economies of scale?,high_school_microeconomics,test-00000-of-00001,B,"Which of the following is not correct about economies of scale?

Choices:
A. Economies of scale are associated with increases in production of output.
B. Economies of scale are associated with the rising or increasing portion of an average total cost (ATC) curve.
C. Economies of scale are associated with the declining or decreasing portions of the ATC curve.
D. Economies of scale result in decreases in per unit average cost.

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
"When imbalances occur in the sex ratio of sexual species that have two sexes (i.e., other than a 50:50 ratio), the members of the minority sex often receive a greater proportion of care and resources from parents than do the offspring of the majority sex. This is most clearly an example of",high_school_biology,test-00000-of-00001,D,"When imbalances occur in the sex ratio of sexual species that have two sexes (i.e., other than a 50:50 ratio), the members of the minority sex often receive a greater proportion of care and resources from parents than do the offspring of the majority sex. This is most clearly an example of

Choices:
A. sexual selection.
B. disruptive selection.
C. balancing selection.
D. frequency-dependent selection.

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
Earth's magnetosphere is not uniformly shaped. It is compressed on the side facing the Sun and has a long tail extending away from the Sun. Which phenomenon is responsible for this shape?,,auxiliary_train-00000-of-00001,C,"Earth's magnetosphere is not uniformly shaped. It is compressed on the side facing the Sun and has a long tail extending away from the Sun. Which phenomenon is responsible for this shape?

Choices:
A. centripetal force of Earth's rotation
B. gravitational attraction between Earth and the Sun
C. solar winds bringing high-energy particles toward Earth
D. differences in the distance between Earth and the Sun during Earth's orbit

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
"Toxicity and dose-response data from animal studies, together with data of which of the following types, are used to evaluate the safety of a food substance?
",nutrition,test-00000-of-00001,C,"Toxicity and dose-response data from animal studies, together with data of which of the following types, are used to evaluate the safety of a food substance?


Choices:
A. Rates of consumption of the food to which the substance is added
B. The concentration of the substance in food
C. The daily intake of the substance by humans consuming the food
D. The total amount of the substance a person will consume over a lifetime

Reply with exactly one uppercase letter out of A, B, C, or D.
",125
"A fruit fly population has a gene with two alleles, A1 and A2. Tests show that 70% of the gametes produced in the population contain the A1 allele. If the population is in Hardy-Weinberg equilibrium, what proportion of the flies carry both A1 and A2?",high_school_biology,validation-00000-of-00001,D,"A fruit fly population has a gene with two alleles, A1 and A2. Tests show that 70% of the gametes produced in the population contain the A1 allele. If the population is in Hardy-Weinberg equilibrium, what proportion of the flies carry both A1 and A2?

Choices:
A. 0.7
B. 0.49
C. 0.21
D. 0.42

Reply with exactly one uppercase letter out of A, B, C, or D.
",126
Genetically modified plants with new characteristics have been produced through genetic engineering methods. What impacts have resulted from the use of genetically modified plants?,,auxiliary_train-00000-of-00001,D,"Genetically modified plants with new characteristics have been produced through genetic engineering methods. What impacts have resulted from the use of genetically modified plants?

Choices:
A. decreases in farm production
B. decreases in corn, soybean, cottonseed, and canola oils
C. increases in time required to plant, grow, and harvest crops
D. increases in resistance to herbicides, insects, and viral diseases

Reply with exactly one uppercase letter out of A, B, C, or D.
",125
