ind,activity_label,ctx,answer,final_prompt,len_tk_mistral_7b_base
16830.0,Health,"[header] How to find an hour a day for yourself [title] Wake up earlier in the mornings. [step] If you are a morning person, you may find it easy to wake up one hour earlier in the morning to create some extra time for yourself. Set your alarm to one hour earlier than your normal wake up time.",C,"Context:
""[header] How to find an hour a day for yourself [title] Wake up earlier in the mornings. [step] If you are a morning person, you may find it easy to wake up one hour earlier in the morning to create some extra time for yourself. Set your alarm to one hour earlier than your normal wake up time.""

Which of the following endings best completes the context?

Choices:
A. That way, you will not need to worry about leaving the house early in the morning. [substeps] Try to wake up at the same time every morning to make each hour easier to schedule and manage.
B. [substeps] Try using an alarm clock that is closer to your current wake up time. Many people find that getting up earlier puts more alertness into their morning.
C. Having extra time in the morning can also give you a chance to prepare for the day ahead. [substeps] If you are not a morning person, you may get yourself used to waking up earlier by adjusting your wake up time gradually.
D. This will give you plenty of time to stretch and take a shower or get dressed. [substeps] Avoid morning-oriented, non-work-related wake ups.

Reply with exactly one uppercase letter out of A, B, C, or D.
",290
11008.0,Education and Communications,[header] How to get a liquor delivery service license [title] Contact your state licensing board. [step] States that allow delivery of alcoholic beverages to private homes regulate delivery licenses through the same licensing board that regulates the sale of alcohol generally. [substeps] You first need to find out if the state licensing board allows home delivery in your state.,B,"Context:
""[header] How to get a liquor delivery service license [title] Contact your state licensing board. [step] States that allow delivery of alcoholic beverages to private homes regulate delivery licenses through the same licensing board that regulates the sale of alcohol generally. [substeps] You first need to find out if the state licensing board allows home delivery in your state.""

Which of the following endings best completes the context?

Choices:
A. In many states it is a federal process requiring home delivery to private companies. Your state licensing board may also let you know where to find out.
B. Some states have passed laws specifically allowing it. In other states, home delivery is neither forbidden by law or explicitly permitted by law.
C. If not, you may need to resolve some legal issues concerning your ability to open a brewery or make liquor at home. To find your state licensing board, visit.
D. In some counties, allowing entrance into the residence is an option, but not necessary. To determine if your state licensing board accepts home delivery licenses, you will need to find out if your state requires toll-free delivery service.

Reply with exactly one uppercase letter out of A, B, C, or D.
",278
38517.0,Pets and Animals,[header] How to protect your cat from household hazards [title] Remove poisonous plants from your home. [step] There are many household hazards that can injure your cat or make her very sick. Poisonous plants are a common hazard for cats.,A,"Context:
""[header] How to protect your cat from household hazards [title] Remove poisonous plants from your home. [step] There are many household hazards that can injure your cat or make her very sick. Poisonous plants are a common hazard for cats.""

Which of the following endings best completes the context?

Choices:
A. Examples of poisonous plants are aloe, lilies, and eucalyptus. Cats who eat poisonous plants can suffer from a range of illnesses, such as heart problems (lily of the valley) and kidney failure (rhubarb leaves).
B. If there are any one species in your home, it is important to remove the plants from the home and wear gloves when handling them. [substeps] Aphids can cause severe and even deadly poisoning when exposed to harmful chemicals, such as kerosene or citrus oils.
C. If you have a poisonous plant, be sure to safely remove it from your home. [substeps] Poisonous plants include poison ivy, poison oak, poison cyaters, and poison lime.
D. If your cat has any sick plants, remove them from her house completely. [substeps] Insect hazards like wasps, roaches, cockroaches, and flies can make an adult cat very sick.

Reply with exactly one uppercase letter out of A, B, C, or D.
",317
34154.0,Computers and Electronics,[header] How to get top comment on facebook pages [title] Comment. [step] But make sure they are never off-topic. It is a common misconception that funny comments only make it to the top comment.,B,"Context:
""[header] How to get top comment on facebook pages [title] Comment. [step] But make sure they are never off-topic. It is a common misconception that funny comments only make it to the top comment.""

Which of the following endings best completes the context?

Choices:
A. Not everyone likes the people on the bottom and send unliked comments. To avoid this here, try to comment as little as possible each time you see the top comment on facebook.
B. On the other hand, if your comment pertains to that topic of the post, it greatly increases the odds of you hitting the limelight. You surely would not get appreciated for cracking a racist/sexist joke on a human rights page.
C. [substeps] Twitter can be a site and post about what is great on facebook. But chances are it's best to save your posts for the back-up posts (e.g.
D. [title] Offer to comment, as the answer is full of added drama, and there are no "" playphones "" on facebook. [step] -- but if they are, offer the highest quality to everyone.

Reply with exactly one uppercase letter out of A, B, C, or D.
",281
24810.0,Holidays and Traditions,"[header] How to tell if a salesperson is shady [title] Watch for extreme promises. [step] An incredible opportunity. There is a saying, if it sounds too good to be true, it probably is.",C,"Context:
""[header] How to tell if a salesperson is shady [title] Watch for extreme promises. [step] An incredible opportunity. There is a saying, if it sounds too good to be true, it probably is.""

Which of the following endings best completes the context?

Choices:
A. If an offer sounds like something the salesperson promised, he or she is generally lying. [substeps] For example, a salesperson may promise to give you $100 if you get an annual bonus.
B. Salespeople might promise an endless number of phone numbers, talk about their jobs but never offer to pay a flat rate for what they do or take on. Businesses hire people who in return do not earn the big bucks they once did.
C. If someone i know and trust tells me something is incredible, i'll be inclined to believe them, but from a vendor i don't know, an incredible opportunity is rarely credible. [title] Pay attention when they refer to a higher authority.
D. If you can't be assured that the company you bought it for is the right one for you, then a good salesperson is likely shady. Some companies have been sued under the dealerships' act of 1977 (s).

Reply with exactly one uppercase letter out of A, B, C, or D.
",302
24309.0,Work World,"[header] How to become a substitute teacher in new york city [title] Decide if you want to invest in the process. [step] It will take about two to four months, patience with the department of education bureaucracy (doe), and $416 for fees. [title] Visit the nyc doe website for basic information on subs : [step] .",B,"Context:
""[header] How to become a substitute teacher in new york city [title] Decide if you want to invest in the process. [step] It will take about two to four months, patience with the department of education bureaucracy (doe), and $416 for fees. [title] Visit the nyc doe website for basic information on subs : [step] .""

Which of the following endings best completes the context?

Choices:
A. [title] Register directly, and then complete the required required paperwork. [title] Provide personal information, as well as attendance fee and employer identification number (fecup).
B. You must wait for a certain date early in the fall to begin, and if you wait too long you may not be able to get certification that year (the doe has a recruitment target for new subs). [title] Find a public school principal to nominate you for becoming a substitute.
C. Go to find out what breed of wean sub they are, and click on the link that says "" i need more information on cpc. "" you will then be directed to the website for a subscription fee (usually £ 378).
D. You can also find related information here :. Find out more about the layering of sub subdivisions.

Reply with exactly one uppercase letter out of A, B, C, or D.
",309
39619.0,Finance and Business,[header] How to make urls seo friendly [title] Figure out what your keywords are in the page. [step] ( keywords are the few words you expect people to type into the search engine when looking for what your web page will give them. ) certain common words are ignored by search engines.,C,"Context:
""[header] How to make urls seo friendly [title] Figure out what your keywords are in the page. [step] ( keywords are the few words you expect people to type into the search engine when looking for what your web page will give them. ) certain common words are ignored by search engines.""

Which of the following endings best completes the context?

Choices:
A. Some choices might include : [substeps] Date: the page first edited by the website or the link you printed in the log in. You will learn when your page was edited and if it has truly been taken out and at the point where there is anything that detracts from your site's ranking.
B. [title] Start the keyword processing program and review the selected keywords. [title] Have your keywords published to your site.
C. In seo, these common words are called "" stop words. "" remove any stop words from your keyword list.
D. Example: "" classy, cool "" and "" nice "" are ignored by search engines. If you use some of your keywords in your page, you are likely to create hyphenated keywords that are more likely to make your audience remember them.

Reply with exactly one uppercase letter out of A, B, C, or D.
",281
27895.0,Health,"[header] How to make edible slime [title] Combine the sweetened condensed milk, sugar, and cornstarch. [step] Open a 14 ounce (396 g) can of sweetened condensed milk and spoon it into a small saucepan. Stir in 1 tablespoon (12 g) of cornstarch and 2 tablespoons (25 g) of sugar.",C,"Context:
""[header] How to make edible slime [title] Combine the sweetened condensed milk, sugar, and cornstarch. [step] Open a 14 ounce (396 g) can of sweetened condensed milk and spoon it into a small saucepan. Stir in 1 tablespoon (12 g) of cornstarch and 2 tablespoons (25 g) of sugar.""

Which of the following endings best completes the context?

Choices:
A. Bring the mixture to a boil over medium heat. [substeps] Cornstarch paste itself will not completely dissolve when mixed with the cornstarch in the above step.
B. Turn the heat on the stove and stir it into the sweetened condensed milk mixture. [substeps] Be careful not to overload the pan because the mixture might burn and you don't want the slime to burn on the stove.
C. [title] Stir and cook the slime for 10 to 15 minutes. [step] Turn the burner to medium-high and stir the slime constantly as it cooks.
D. Whisk the mixture until all of the ingredients are evenly distributed. [substeps] If you'd prefer to use a different sweetener than the active ingredient, use corn syrup instead.

Reply with exactly one uppercase letter out of A, B, C, or D.
",319
19995.0,Health,"[header] How to sleep with a pinched nerve [title] Use a firm mattress. [step] A firm mattress will support your body better, which may prevent your body from folding in on the nerve and making it hurt more. If your bed does not have a firm mattress, then you might consider sleeping on your sofa or in a recliner for the night.",C,"Context:
""[header] How to sleep with a pinched nerve [title] Use a firm mattress. [step] A firm mattress will support your body better, which may prevent your body from folding in on the nerve and making it hurt more. If your bed does not have a firm mattress, then you might consider sleeping on your sofa or in a recliner for the night.""

Which of the following endings best completes the context?

Choices:
A. [substeps] If you have limited options, such as sleeping on a sofa, you may use a firmer mattress. Mattresses that are too soft can cause fractures, scars, and other health issues, which can worsen your pinched nerve.
B. [substeps] If you cannot find a firm mattress when you first wake up, then get a contour mattress. Some mattress manufacturers will change sheets or pillows based on your other preferences.
C. [substeps] You can also place a few boards under your mattress to increase the firmness and prevent it from sagging. Another option is to put your mattress on the floor until you have recovered from your pinched nerve.
D. [title] Put a box spring or knee pad under your bed. [step] A soft and comfortable bed can reduce the pain caused by the pinched nerve.

Reply with exactly one uppercase letter out of A, B, C, or D.
",308
748.0,Health,[header] How to use social media to aid weight loss [title] Find a weight loss community. [step] One of the biggest benefits that social media has for weight loss is that it helps build a sense of community support for users. You're connected with thousands of others who are also looking to lose weight.,D,"Context:
""[header] How to use social media to aid weight loss [title] Find a weight loss community. [step] One of the biggest benefits that social media has for weight loss is that it helps build a sense of community support for users. You're connected with thousands of others who are also looking to lose weight.""

Which of the following endings best completes the context?

Choices:
A. [substeps] Start a support group or group that you and friends and others share to help keep everyone together. You can join or get information about the group on your own and alone.
B. In order to have online support, there are a number of weight loss groups. Including these meetings can help you meet new people.
C. [substeps] Search for communities offered by the internet. People with social media accounts can find and support as much as they can.
D. Check out sites like weight loss buddy, sparkpeople, and diet.com, which are weight loss sites with a strong community. [substeps] One study in particular found that those people who "" friended "" others and checked in more regularly lost 8% more weight than those that didn't.

Reply with exactly one uppercase letter out of A, B, C, or D.
",277
17397.0,Education and Communications,"[header] How to take an uber to a friend [title] Open the uber app. [step] If you're not automatically signed in, enter your login information. [title] Tap where to? .",C,"Context:
""[header] How to take an uber to a friend [title] Open the uber app. [step] If you're not automatically signed in, enter your login information. [title] Tap where to? .""

Which of the following endings best completes the context?

Choices:
A. [step] In the upper right corner of the screen is a "" get started? "" link. Tap it and a window will prompt you.
B. [step] This opens up a list of all your requests from this friend, and you'll be asked for a place to meet up. The us group instant messenger service website is the only one with this feature.
C. [title] Tap ride to a friend's current location. [step] You only need to tap this the first time you use this feature.
D. [step] You'll need to scroll down the screen to find the "" log in "" button. [title] Tap your friend's uber account.

Reply with exactly one uppercase letter out of A, B, C, or D.
",245
13001.0,Work World,[header] How to get aviation repair career training [title] Conduct some research on aviation repair career training to learn more about the trade to see if it is the right choice for you. [step] Positions within this field require that workers have a strong mechanical aptitude. [title] Evaluate your ability to work with complex machinery and to accurately diagnose and repair mechanical systems.,A,"Context:
""[header] How to get aviation repair career training [title] Conduct some research on aviation repair career training to learn more about the trade to see if it is the right choice for you. [step] Positions within this field require that workers have a strong mechanical aptitude. [title] Evaluate your ability to work with complex machinery and to accurately diagnose and repair mechanical systems.""

Which of the following endings best completes the context?

Choices:
A. [step] Aviation repair positions involve working with advanced electronics and technical manuals. [title] Decide if you want to get training within a specialized area of aviation repair.
B. [step] You should apply for contracts in various industries and companies in order to practice aviation repair while employed in these professions. [substeps] Consider purchasing a mechanical training course to show how accurate your knowledge is as an aviation mechanic.
C. [step] This is especially important for mechanics that have not been trained. A good mechanic already has the skills necessary to perform manual work efficiently.
D. [step] This ability to work with complex machinery means that workers are better equipped to search for the exact location of an aircraft and connect to it through routine fixes. [title] Examine aviation repair training for technical training opportunities.

Reply with exactly one uppercase letter out of A, B, C, or D.
",307
38424.0,Philosophy and Religion,"[header] How to wear a pancha kachcham [title] Position your material. [step] There are different ways of wrapping and tying a dhoti, and brahmins have a special variation of their own. To tie a brahmin style dhoti, you make two folds in the back and one in the front.",D,"Context:
""[header] How to wear a pancha kachcham [title] Position your material. [step] There are different ways of wrapping and tying a dhoti, and brahmins have a special variation of their own. To tie a brahmin style dhoti, you make two folds in the back and one in the front.""

Which of the following endings best completes the context?

Choices:
A. The ends of the layers are tied tight for presentation. Each folded face attaches to the diagonal top edge of your pancha, which goes along either side of your temple.
B. While not exactly symmetrical, it makes a beautiful looking mitten that looks simple and out of place. [substeps] Drape cloth over the fabric to "" weigh "" it down, making the fold twice.
C. This will prevent your material from fraying but will also make your work look neat and formal. To knot a hrep, you find an open loop in back of your material.
D. [substeps] To start, hold the fabric horizontally behind you. Make sure the colored bands are at the top (at your waist) and facing outward.

Reply with exactly one uppercase letter out of A, B, C, or D.
",287
35586.0,Finance and Business,"[header] How to deal with mental trauma after id theft [title] Take care of the practical implications of id theft. [step] Unlike some other types of trauma, id theft leaves the victim with a mountain of work to do. On top of that, victims are usually left to deal with everything on their own.",C,"Context:
""[header] How to deal with mental trauma after id theft [title] Take care of the practical implications of id theft. [step] Unlike some other types of trauma, id theft leaves the victim with a mountain of work to do. On top of that, victims are usually left to deal with everything on their own.""

Which of the following endings best completes the context?

Choices:
A. Make sure the person who stole id gets immediate care and health insurance. [substeps] Collect as much documentation as possible to help you help the victim.
B. Generally, nerve or muscle weakness can take the place of physical weakness. [substeps] Usually, an owner of a lost or stolen id won't need to convince anyone that their id is fake.
C. A good first step to dealing with identity theft is to visit the federal trade commission's identity theft website (identitytheft. Gov), where you can find lots of helpful information and even pre-made templates that you can use to start dealing with what happened.
D. This includes giving them a landline and taking steps to minimize their risk of debt. [substeps] The most expensive assets almost always go to the victim, but in some cases you have to take savings or inventory to offset that.

Reply with exactly one uppercase letter out of A, B, C, or D.
",297
36610.0,Computers and Electronics,[header] How to conserve battery on a windows computer [title] Get to know the basic options. [step] There are generally two power plans in windows. One is the balanced power plan and the other is the power saver plan.,D,"Context:
""[header] How to conserve battery on a windows computer [title] Get to know the basic options. [step] There are generally two power plans in windows. One is the balanced power plan and the other is the power saver plan.""

Which of the following endings best completes the context?

Choices:
A. A balanced power plan will deliver power to only one controller on one computer and the rest holds your computer's entire resources. Each switch is different for each computer, so it is something to be aware of.
B. Both select available battery for the computer and then click on the power feature to save the plan. This is usually found on the front side of the screen after you have entered the power plans.
C. The latter plan is designed so that the battery is happy. [substeps] You can make it switch between either power options with active input.
D. In addition to this, the user has an option to also create their own power plan based on the requirements. [substeps] The balanced power plan is generally selected as the default power plan in windows.

Reply with exactly one uppercase letter out of A, B, C, or D.
",258
39116.0,Food and Entertaining,"[header] How to make chinese dumplings [title] Mix the flour, salt, and water in a large bowl. [step] Mix the ingredients together until you make a nice, smooth dough. Use a wooden spoon to stir the ingredients together until they are fully incorporated.",B,"Context:
""[header] How to make chinese dumplings [title] Mix the flour, salt, and water in a large bowl. [step] Mix the ingredients together until you make a nice, smooth dough. Use a wooden spoon to stir the ingredients together until they are fully incorporated.""

Which of the following endings best completes the context?

Choices:
A. [substeps] You can also separate the dough into little balls. This makes the dumplings easier to handle.
B. This recipe should make about 20 wrappers. [title] Let the dough rest for 10 minutes.
C. [substeps] Do not add too much milk or water in the dough. This is a good idea for best results.
D. [substeps] Soy flour is great because it is very good for baking. Vegetable flour is best for making rice, but you can substitute table grain or rice flour if you prefer to make sushi rice.

Reply with exactly one uppercase letter out of A, B, C, or D.
",237
24137.0,Education and Communications,[header] How to draw a model of the digestive system [title] Start by drawing an outline of a person. [step] You only need to draw the head and torso. Make sure you are using a pencil rather than a pen so that you can erase if necessary.,C,"Context:
""[header] How to draw a model of the digestive system [title] Start by drawing an outline of a person. [step] You only need to draw the head and torso. Make sure you are using a pencil rather than a pen so that you can erase if necessary.""

Which of the following endings best completes the context?

Choices:
A. [title] Sketch in for the legs, hands and feet. [step] About half of the time, your model will start out with the feet, but start on the mostly sketched in design of the legs and feet (optional).
B. [title] Know that this step is based on previous drawings you put in the drawing until now. [step] Try to make as accurate a picture of you as possible so the model is looking at you.
C. This outline should take up most of space on your paper. Draw the head in proportion to the body as it would be on a human.
D. Make the shape proportional to where the eye sockets were. [title] Make the size of the body from point a to point b.

Reply with exactly one uppercase letter out of A, B, C, or D.
",267
47052.0,Education and Communications,[header] How to describe a color to a blind person [title] Using touch to describe colors. [step] Have the person hold certain objects while you tell them what color it is. It might be helpful to consider using objects that are almost always a certain color.,D,"Context:
""[header] How to describe a color to a blind person [title] Using touch to describe colors. [step] Have the person hold certain objects while you tell them what color it is. It might be helpful to consider using objects that are almost always a certain color.""

Which of the following endings best completes the context?

Choices:
A. Touch has one or two different types of color, both primary colors, and shades. Some good things to consider include : [substeps] Chinese colors: red, green, orange, and blue, with yellows, purples, and reds.
B. [substeps] Objects that are almost always a certain color may be in a different shade of (white, blue, purple, red) or a variety of different hues. For example, you could use something like, "" look at this bright red object.
C. For example, a clothespin with a number, a clock, a matchstick, etc. , can all be used to describe colors.
D. [substeps] Have the person hold different pieces of wood, touch the bark of a tree, or touch dirt on the ground, and explain that these things are all brown. Say, "" brown feels like the earth, or the dead parts of things that grew out of the dirt from the earth.

Reply with exactly one uppercase letter out of A, B, C, or D.
",310
38988.0,Work World,"[header] How to get a job in indian railways [title] Meet the eligibility criteria. [step] Before you start preparing or apply for an exam, you must make sure that you fulfill the eligibility criteria for taking the exam. There are basically two eligibility criteria for this recruitment exam : [substeps] Educational criteria: for most indian railways recruitment exams, having a graduation/bachelor degree is the basic eligibility criteria.",A,"Context:
""[header] How to get a job in indian railways [title] Meet the eligibility criteria. [step] Before you start preparing or apply for an exam, you must make sure that you fulfill the eligibility criteria for taking the exam. There are basically two eligibility criteria for this recruitment exam : [substeps] Educational criteria: for most indian railways recruitment exams, having a graduation/bachelor degree is the basic eligibility criteria.""

Which of the following endings best completes the context?

Choices:
A. Each candidate must possess a bachelor degree from a recognized university. Age requirements: age is another restriction for gaining railway jobs.
B. For most telecommunication or mediation internship exams, backgrounds matter. You will need some experience working in a telecommunications field.
C. You are considered to be one year old and of age. Indian railways require that the applicant to be 18 years of age.
D. Scholarships: for many indian railways jobs, full scholarships might be essential. If you hold an mba, this is recommended to prevent your financial burden from being placed on you.

Reply with exactly one uppercase letter out of A, B, C, or D.
",284
36230.0,Finance and Business,[header] How to avoid disruption and distractions during events [title] Choose the right venue for your needs. [step] Determine your aims and objectives from the outset. This will help you to determine which venue is right for you.,C,"Context:
""[header] How to avoid disruption and distractions during events [title] Choose the right venue for your needs. [step] Determine your aims and objectives from the outset. This will help you to determine which venue is right for you.""

Which of the following endings best completes the context?

Choices:
A. [substeps] Generally speaking, if you want to make noise while in a room or are on a conference call, leave the area immediately for deeper privacy. Otherwise, you could get distracted from your conversation from a clear pathway leading anywhere other than to the conference room.
B. Many businesses and clubs are open during the hours of 5 p.m. , 9:00 a.m., and 6:00 p.m.
C. Do your research and take on board any recommendations while keeping in mind what you're looking to achieve. [substeps] Privacy may be essential to your event.
D. Often times, the first few events of your first year of college-a set of events likely to be the centerpiece of graduation-become the main event, resulting in some disruption. It's helpful to think about the rest of your year ahead of time in determining what venue can adequately be addressed in the situation.

Reply with exactly one uppercase letter out of A, B, C, or D.
",305
16521.0,Personal Care and Style,"[header] How to look younger at 50 [title] Exercise. [step] Exercise is important at all ages, but it can be especially helpful once you reach your 50s. Include both cardiovascular and strength exercises in your routine.",C,"Context:
""[header] How to look younger at 50 [title] Exercise. [step] Exercise is important at all ages, but it can be especially helpful once you reach your 50s. Include both cardiovascular and strength exercises in your routine.""

Which of the following endings best completes the context?

Choices:
A. [substeps] At least five days of exercise each week requires 30 minutes of moderate activity. [title] Come up with a form for your looks.
B. Great ways to exercise are by : [substeps] Doing cardio in the morning and at night. Not only will it help you get back into shape, but it will also make time to expend energy towards stretching on the weekends, or in the late evening.
C. Cardiovascular exercise gets your blood pumping and strength exercises can tone flabby skin associated with age. [substeps] Improved circulation supplies more nutrients and oxygen to your skin.
D. These will help you stay fit throughout the day and will provide enough energy to live your life. They can also help you find older body pictures of yourself and create a good as new body-image image! [substeps] Try to find a gym that has a bigger gym area than your home.

Reply with exactly one uppercase letter out of A, B, C, or D.
",303
540.0,Youth,"[header] How to get a psychiatric evaluation [title] Discuss your decision with someone you trust. [step] If you think you want to get a psychiatric evaluation, try talking to someone you trust. This may be a family member, friend, coworker, doctor, teacher, or religious leader.",A,"Context:
""[header] How to get a psychiatric evaluation [title] Discuss your decision with someone you trust. [step] If you think you want to get a psychiatric evaluation, try talking to someone you trust. This may be a family member, friend, coworker, doctor, teacher, or religious leader.""

Which of the following endings best completes the context?

Choices:
A. Having support from someone you trust can help you decide. [substeps] For example, you may say, "" i haven't been feeling the best.
B. Make sure that they agree with your decision before you decide to get a psychiatric evaluation. [substeps] Telling someone about your decision may prevent others from making a judgment.
C. They may have questions about any psychiatric treatment options, as well as a sample of what the evaluation might entail. [substeps] If your first meeting is not fruitful, you may want to re-evaluate in the future.
D. Sometimes this person can help you make a decision about your mental health effects. [substeps] Remember that it's really a choice, not a lottery.

Reply with exactly one uppercase letter out of A, B, C, or D.
",273
24219.0,Health,[header] How to help labor progress [title] Stay fit during pregnancy. [step] Making sure your body is in top physical condition before labor begins can reduce the likelihood of a prolonged labor. Preparing your body for what's to come can make labor easier and quicker when your baby arrives.,A,"Context:
""[header] How to help labor progress [title] Stay fit during pregnancy. [step] Making sure your body is in top physical condition before labor begins can reduce the likelihood of a prolonged labor. Preparing your body for what's to come can make labor easier and quicker when your baby arrives.""

Which of the following endings best completes the context?

Choices:
A. Walk or swim regularly, and incorporate a few specialized exercises. [substeps] Kegels, small internal contractions of the pelvic muscles, can help your body with the pushing stage of labor and also reduce the risk of hemorrhoids in the weeks after childbirth.
B. For instance, if you have health problems after labor, it's likely you will need to consider strength training while you do them. [substeps] Ask your doctor whether strength training is safe for you to do while pregnant.
C. [substeps] Start with aerobic exercises that move your body and streamlines blood flow to keep your heart, muscles, and brain functional. Plan to take a few days off or take a weekend to relax before labor.
D. [substeps] Take just a few minutes for exercise before you start labor. A walk before labor starts can help you improve your posture, making it easier to feel supported and secure.

Reply with exactly one uppercase letter out of A, B, C, or D.
",311
45481.0,Philosophy and Religion,[header] How to get married in a hare krishna wedding ceremony [title] Wait to be welcomed. [step] The bride's family welcomes the groom and his parents. You will then be ushered to the platform (mandap) where the priest has arranged for the yagya.,C,"Context:
""[header] How to get married in a hare krishna wedding ceremony [title] Wait to be welcomed. [step] The bride's family welcomes the groom and his parents. You will then be ushered to the platform (mandap) where the priest has arranged for the yagya.""

Which of the following endings best completes the context?

Choices:
A. The groom is given a license to marry from varrock. [title] Walk outside the door of the nuptials chamber and go straight into the amhu, room 1.
B. The most commonly used, yagya wedding ceremony place is mo. You'll get a letter from mary warding your house with a cab and two weeks you have spend together in san francisco.
C. [substeps] In the background a pleasant hare krishna kirtan is performed by the devotees. [title] If you are the bride, expect to be brought to the mandap by your uncle or other devotees.
D. You will be given a reminder to get reception by a maid of honor, a marriage officiant, and a special guest (named devo). Here is what to do: you will.

Reply with exactly one uppercase letter out of A, B, C, or D.
",292
8855.0,Uncategorized,"[header] How to get rid of leg cramps [title] Stretch the cramped muscle. [step] Muscle cramps are sudden and unexpected contractions or spasms of a muscle. To stop the cramp quickly, the cramped muscle needs to be stretched.",B,"Context:
""[header] How to get rid of leg cramps [title] Stretch the cramped muscle. [step] Muscle cramps are sudden and unexpected contractions or spasms of a muscle. To stop the cramp quickly, the cramped muscle needs to be stretched.""

Which of the following endings best completes the context?

Choices:
A. Begin by sitting down with your legs stretched out in front of you and removing the old, uncomfortable, tight denim so you can stretch them thoroughly. Stretching the cramped muscle three to four times a day will help with cramps.
B. [substeps] By stretching the muscle, you are preventing it from remaining in the contracted or cramped position. Stretching a cramped muscle works best if you can hold the stretched position for about a minute, or until the cramp feels better.
C. Some exercises you can try include : [substeps] Tightening leg muscles four times a day. Even more effective at relaxing the cramp, even in bed.
D. Do this by gently stretching the cramped muscle with a warm towel or stretched medical blanket. [substeps] Get to your bathroom to warm up your hand so that you don't forget to stretch.

Reply with exactly one uppercase letter out of A, B, C, or D.
",296
9742.0,Food and Entertaining,"[header] How to stay up all night doing homework [title] Create a workspace. [step] Find a place in your house that's clean, organized and free from distractions. The space should be comfortable, but not so comfortable that you could easily fall asleep there.",D,"Context:
""[header] How to stay up all night doing homework [title] Create a workspace. [step] Find a place in your house that's clean, organized and free from distractions. The space should be comfortable, but not so comfortable that you could easily fall asleep there.""

Which of the following endings best completes the context?

Choices:
A. Ideally, this space should be filled with things you want to take space for. [substeps] Put down everything that you need (toys, papers, books, memorabilia, etc.
B. Make sure that your room is well ventilated and that there are no drafts. [substeps] Cleaning out a college dorm room could be a place where you could relax and work on your homework or get some relaxing sleep, but some work places are better than others.
C. A clean workspace will also allow you to keep your attention on something else other than studying. [substeps] Consider having a desk and bulletin board that can be easily shared.
D. [substeps] Make sure you have all the resources you'll need-all your books, assignments and stationery. If it helps you to have music playing as you work, work near a speaker.

Reply with exactly one uppercase letter out of A, B, C, or D.
",292
50123.0,Pets and Animals,[header] How to hang a bat house [title] Decide where to hang your bat house. [step] You may mount a bat house on a pole or on the side of a building. [substeps] Select a location that faces south or east.,C,"Context:
""[header] How to hang a bat house [title] Decide where to hang your bat house. [step] You may mount a bat house on a pole or on the side of a building. [substeps] Select a location that faces south or east.""

Which of the following endings best completes the context?

Choices:
A. Most bat houses will face east or west. It can be as big or as small as you'd like.
B. [title] Choose a level surface that you can climb. [step] Wood, concrete, plywood or any place covered in a canvas would work.
C. Bats like a warm climate, so when hanging a bat house, it's best to provide the house with plenty of sunlight. Choose a spot away from security and porch lights.
D. You can also position the bat house in a wall or a small house if you don't have access to a large house. You should mount bats house inside your home or choose a location away from any traffic that might bump into your home during the colder months.

Reply with exactly one uppercase letter out of A, B, C, or D.
",259
14561.0,Food and Entertaining,[header] How to knit (for kids ) [title] Start with a simple project. [step] Everyone starts out knitting simple projects to learn the basics and build up their skills. Make it easy on yourself by choosing a knitting project that will let you practice basic skills and that won't take too long to finish.,D,"Context:
""[header] How to knit (for kids ) [title] Start with a simple project. [step] Everyone starts out knitting simple projects to learn the basics and build up their skills. Make it easy on yourself by choosing a knitting project that will let you practice basic skills and that won't take too long to finish.""

Which of the following endings best completes the context?

Choices:
A. Focus on simple, less complicated projects so that you don't get overwhelmed. [substeps] For example, you may want to start with knitting on upholstery.
B. Once you're used to doing basic knitting projects, you can gradually build up your skill level (or at least increase how much time you spend researching the subject each day). [title] Begin with a 20-to 30-point-length test.
C. [substeps] Try looking at tutorials and flyers from arts and crafts and see what shows up for you. After you've done some research and created a few patterns, choose the one that will suit your new set of stitches.
D. Some good starter projects include : [substeps] A washcloth a scarf a doll's blanket swatches [title] Look into starter kits. [step] You can purchase starter kits that are meant for kids.

Reply with exactly one uppercase letter out of A, B, C, or D.
",325
41845.0,Computers and Electronics,"[header] How to cook long grained rice [title] Measure out the desired quantity of rice. [step] Long grain rice will expand to triple its size during cooking, so take this into account when deciding how much to make. [title] Rinse the rice (optional).",A,"Context:
""[header] How to cook long grained rice [title] Measure out the desired quantity of rice. [step] Long grain rice will expand to triple its size during cooking, so take this into account when deciding how much to make. [title] Rinse the rice (optional).""

Which of the following endings best completes the context?

Choices:
A. [step] Adding cold water to the rice and draining it will remove loose starches without losing nutrients. This may result in fluffier rice, although some milling processes leave little excess starch to remove.
B. [step] Rinse the rice by running water over the area where you will cook it. Any leftover water also helps to dry the rice faster.
C. [step] If your rice is already slightly soiled or has been dried out during cooking, you will need to rinse it with clean water. [substeps] This cannot be done while the rice is still raw, because some parts of the rice's material, such as flour and rice starch, can only be removed with water.
D. [step] This is a good way to give the long grain rice a definitive scent and check for any absence of flavor. Rinsing the rice prevents moisture from building up in the rice while it cooks.

Reply with exactly one uppercase letter out of A, B, C, or D.
",315
