ind,activity_label,ctx,answer,final_prompt,len_tk_mistral_7b_base
1591.0,Getting a haircut,He takes a small amount of hair gel on his finger from the container and rubs it through the long section of his hair. He then combs the hair to style it. he,D,"Context:
""He takes a small amount of hair gel on his finger from the container and rubs it through the long section of his hair. He then combs the hair to style it. he""

Which of the following endings best completes the context?

Choices:
A. then takes the long band and pours a liquid from the container onto the curly hairs and roves it in.
B. valued at least ten years back hair styles for his employees and they're all very thorough and master at this task.
C. then grabs some pins to braid it, which he places behind his head and irons it.
D. runs his fingers through the hair to finish off the look.

Reply with exactly one uppercase letter out of A, B, C, or D.
",179
19141.0,Carving jack-o-lanterns,"A dawn scene is shown as two people walk down the road. There is a building made of bricks, and a man with an array of predecorated pumpkins. he",B,"Context:
""A dawn scene is shown as two people walk down the road. There is a building made of bricks, and a man with an array of predecorated pumpkins. he""

Which of the following endings best completes the context?

Choices:
A. stirs up the mix while speaking to another man, and completes an animated animation.
B. talks to the camera, then is shown handing and stacking the pumpkins for the public.
C. then lights up the pumpkin, making the result a rich jewel.
D. begins to carve the pumpkins into seeds.

Reply with exactly one uppercase letter out of A, B, C, or D.
",157
31783.0,Doing crunches,"As he brings his elbows towards his knees, a loud crack can be heard as the man laughs, ""that hurt my ass. "" he",B,"Context:
""As he brings his elbows towards his knees, a loud crack can be heard as the man laughs, ""that hurt my ass. "" he""

Which of the following endings best completes the context?

Choices:
A. pauses for a few seconds then continues to talk loud to break up the pain.
B. attempts a second sit-up and with another cracking sound, exclaims and grabs his buttocks.
C. quickly brings his knees to his chest and grinds his hips as a level of masturbation appears he is in.
D. repeats on a few others that have been recorded.

Reply with exactly one uppercase letter out of A, B, C, or D.
",166
1272.0,Raking leaves,A man rakes leaves from the yard into a pile and dumps them in a metal trash bin. the man,D,"Context:
""A man rakes leaves from the yard into a pile and dumps them in a metal trash bin. the man""

Which of the following endings best completes the context?

Choices:
A. shovels the leaves out and dumps them on his lawn.
B. continues to rake the leaves while the camera fishes around for objects.
C. starting reading a newspaper, then looking down talking again at the paper while standing in the center a drum set in the yard.
D. puts his tools away in the shed and carries away a bag of leaves.

Reply with exactly one uppercase letter out of A, B, C, or D.
",151
16104.0,Rock-paper-scissors,Two men are sitting on a table plaing rock paper scissors and the losers gets a slap. Men are sitting in a room with posters hanging on the wall. men,C,"Context:
""Two men are sitting on a table plaing rock paper scissors and the losers gets a slap. Men are sitting in a room with posters hanging on the wall. men""

Which of the following endings best completes the context?

Choices:
A. are standing in a haishovelette holding scissors and playing rock paper scissors.
B. are crowded in a field playing table tennis.
C. are playing rock paper scissors in a room.
D. are playing rock back and forth and the bunch of men are laughing and joking.

Reply with exactly one uppercase letter out of A, B, C, or D.
",155
14976.0,Ballet,She begins gracefully dancing throughout the room doing a series of turns and kicks all while on the tip of her toes. finally,D,"Context:
""She begins gracefully dancing throughout the room doing a series of turns and kicks all while on the tip of her toes. finally""

Which of the following endings best completes the context?

Choices:
A. at the end, she turns to the side as she finishes her routine before closing the circuit.
B. , she raises her hands up in victory and steps back displaying her medal.
C. , she stands on her toes and accidentally falls, but quickly recovers and begins dancing again.
D. , she begins doing a series of tiny backward steps and finishes in the position she started in.

Reply with exactly one uppercase letter out of A, B, C, or D.
",161
39124.0,Waterskiing,A person is seen riding on the back of a boat skiing while he's attached to a string on the boat. the person,D,"Context:
""A person is seen riding on the back of a boat skiing while he's attached to a string on the boat. the person""

Which of the following endings best completes the context?

Choices:
A. will move down the ski and continues to follow after the person in the boat.
B. skiers are seen going down a long snowy road and people walking on a side.
C. rides over a large cliff and we see a man throw a rope on the boat and see the man ski.
D. moves back and fourth along the water while the captures all of his movements.

Reply with exactly one uppercase letter out of A, B, C, or D.
",160
17749.0,Trimming branches or hedges,A man is standing outside turning on his hedge trimmer turning it around to make the blades go. He then walks over to the hedges and begins to cut down the leaves on it. as he,C,"Context:
""A man is standing outside turning on his hedge trimmer turning it around to make the blades go. He then walks over to the hedges and begins to cut down the leaves on it. as he""

Which of the following endings best completes the context?

Choices:
A. cuts it asia walks towards the lawn.
B. is cutting by himself, a car drives by that is parked over in the yard.
C. is cutting it, he begins to walk into the hedges to cut the hedge evenly and shaking the cut leaves off with his hand.
D. is doing his mowing he trips and falls down.

Reply with exactly one uppercase letter out of A, B, C, or D.
",167
34604.0,Decorating the Christmas tree,A close up of a christmas tree is shown followed by a young child hanging up ornaments. The girl walks back and fourth hanging up ornaments all over a tree. the girl,B,"Context:
""A close up of a christmas tree is shown followed by a young child hanging up ornaments. The girl walks back and fourth hanging up ornaments all over a tree. the girl""

Which of the following endings best completes the context?

Choices:
A. then holds what appears to be a bat and walks back and fourth hanging up almost sure to hit someone.
B. continues to hang up ornaments while the camera captures her movements.
C. then walks away to another part of the house and presents it when finished.
D. begins moving lines all over a second tree.

Reply with exactly one uppercase letter out of A, B, C, or D.
",155
46727.0,Archery,Team are on a court playing thowing themslves bows. Men are running through the court hiding behind posts. the game,B,"Context:
""Team are on a court playing thowing themslves bows. Men are running through the court hiding behind posts. the game""

Which of the following endings best completes the context?

Choices:
A. gets a wee bit more intense and an old lady comes right to the camera and gives an and the game is over.
B. ends and the team players shake their hands and say goodbye to the camera.
C. is taking a turn and the woman has to jump the other team.
D. continue with a lot of chers running through the court.

Reply with exactly one uppercase letter out of A, B, C, or D.
",152
25270.0,Fun sliding down,A camera is seen moving closer to a playground and shows a woman going down a slide. A dog rides down with her and another dog walks around the area. the woman,B,"Context:
""A camera is seen moving closer to a playground and shows a woman going down a slide. A dog rides down with her and another dog walks around the area. the woman""

Which of the following endings best completes the context?

Choices:
A. continues to climb down the slide and stops to let her dog go.
B. rides down several more times with the small dog next to her.
C. shovels ice into the children's trash can and stands behind them as they continue down the slide.
D. continues moving down the wet playground and discusses different ways to slide down.

Reply with exactly one uppercase letter out of A, B, C, or D.
",161
7430.0,Making a cake,"A large truck cake is shown, a smaller one next to it, and the toy truck is also there. the man",D,"Context:
""A large truck cake is shown, a smaller one next to it, and the toy truck is also there. the man""

Which of the following endings best completes the context?

Choices:
A. uses a hand squeegee to train the toy truck, and holds it extended for inspection until the toys are empty.
B. cleans the christmas tree, he picks up supplies, and makes sure the machine is running.
C. is now pouring more lotion onto his front in piles.
D. is back at the large light gray counter and in a sped up motion the man is shown with various different supplies as he assembles a very large truck cake that was previously shown.

Reply with exactly one uppercase letter out of A, B, C, or D.
",180
46686.0,Putting in contact lenses,"There's an optometrist seated with his patient in front of a phoropter in his clinic, talking about contact lenses and its maintenance. he",D,"Context:
""There's an optometrist seated with his patient in front of a phoropter in his clinic, talking about contact lenses and its maintenance. he""

Which of the following endings best completes the context?

Choices:
A. shows off the mechanics of a plastic desktop.
B. shows a ceramic-like glass object that looks like the design featured on the nike business logo.
C. touches the thing, puts a plate, then rubs a clear patch across the eyelid of the telephone receiver in a landline manner.
D. explains what are the correct ways to put on contact lenses and also how to keep them clean.

Reply with exactly one uppercase letter out of A, B, C, or D.
",170
47698.0,Mowing the lawn,Woman is walknig in a grassy yard cutting the grass with a lawnmower. Woman is wearing a pink sweater and is cutting the grass with a lawnmower. woman,B,"Context:
""Woman is walknig in a grassy yard cutting the grass with a lawnmower. Woman is wearing a pink sweater and is cutting the grass with a lawnmower. woman""

Which of the following endings best completes the context?

Choices:
A. is chopping out some of the grass.
B. is kneeling on the yard using a machine around bushes.
C. is sitting w a trampoline putting her coat on.
D. is siting on a stump and is putmeting stlaying and leers.

Reply with exactly one uppercase letter out of A, B, C, or D.
",151
46088.0,Rope skipping,A man is seen speaking to the camera and holding a jump rope. the man,D,"Context:
""A man is seen speaking to the camera and holding a jump rope. the man""

Which of the following endings best completes the context?

Choices:
A. begins jump roping with one side of the body and jumps of the jumping rope multiple times while jumping on his knees.
B. begins spinning the rope around various objects while crossing it multiple times, and ends by crossing over the jump rope in the end.
C. then begins jumping around on the ropes while performing hula hoops.
D. begins jumping rope continuously while swinging the rope all over.

Reply with exactly one uppercase letter out of A, B, C, or D.
",152
34634.0,Rock climbing,Two men describe lead climbing while one man in a bright green shirt climbs a climbing wall the other man wearing a dark green shirt holds the lead line and explains the process. the man in the dark green shirt,D,"Context:
""Two men describe lead climbing while one man in a bright green shirt climbs a climbing wall the other man wearing a dark green shirt holds the lead line and explains the process. the man in the dark green shirt""

Which of the following endings best completes the context?

Choices:
A. climbs a flue while also demonstrating the process while at the same time giving instructions as he goes.
B. is seen climbing a high wall pressing on the small conical metal that is the climbing wall and explaining different sections that are facing the building.
C. climbs the wall several times standing on his arms.
D. places a strap and link to the climbing wall and loops a rope through the clip.

Reply with exactly one uppercase letter out of A, B, C, or D.
",180
9965.0,Drinking coffee,A computer generated woman in a computer generated house walks into a wallless bathroom. she,D,"Context:
""A computer generated woman in a computer generated house walks into a wallless bathroom. she""

Which of the following endings best completes the context?

Choices:
A. looks at her feet and walks to the toilet, puts lotion on her hands, brushes her teeth then reappears in the bathroom.
B. removes and replaces items on the wall using hula hoops.
C. uses a toothbrush to start a small powder at the bottom of a large paper bag.
D. sits on a toilet appearing, with parts of her blurred out and appears to be in distress.

Reply with exactly one uppercase letter out of A, B, C, or D.
",159
33387.0,Disc dog,A woman is seen hosting a news segment that leads into a clip of a dog jumping. People are shown doing tricks with their dogs and running all across a field. more clips,A,"Context:
""A woman is seen hosting a news segment that leads into a clip of a dog jumping. People are shown doing tricks with their dogs and running all across a field. more clips""

Which of the following endings best completes the context?

Choices:
A. are shown of people throwing frisbees and dogs following after.
B. are shown from various angles of the dog performing tricks in different locations while others applaud the dog and give him gifts.
C. are shown of various people running and jumping in different locations.
D. are shown of ones dogs throwing frisbees and showing off their tricks in slow motion.

Reply with exactly one uppercase letter out of A, B, C, or D.
",164
166.0,Welding,"He shows a new product called nova, which is an electrode for cleaning dirty aluminum. He shows two aluminum plates that are joined together for demonstration purposes. he",C,"Context:
""He shows a new product called nova, which is an electrode for cleaning dirty aluminum. He shows two aluminum plates that are joined together for demonstration purposes. he""

Which of the following endings best completes the context?

Choices:
A. uses the adjustable grill to remove the aluminum.
B. introduces an additional product called 45 volt to stretch his tire mechanism.
C. takes the nova rod and shows how he can weld the two pieces together.
D. shows a different color metal and a list of aluminum plate lists.

Reply with exactly one uppercase letter out of A, B, C, or D.
",154
31126.0,Discus throw,The athlete in blue then makes his attempt at the discus throw as he swings and spins to throw the disc. Then another athlete who has won third place throws the discus successfully. some more athletes,B,"Context:
""The athlete in blue then makes his attempt at the discus throw as he swings and spins to throw the disc. Then another athlete who has won third place throws the discus successfully. some more athletes""

Which of the following endings best completes the context?

Choices:
A. wake up and cheer when they win.
B. come to the ring and throw the discus.
C. are been shown as they have already made it standing under the discus throws.
D. of the red team throw their discus while a agent grabs the discus and make his spin, then tie the go the crowd and all the women cheer, afterward members of the team congratulate one another.

Reply with exactly one uppercase letter out of A, B, C, or D.
",181
43866.0,Washing hands,A black screen with three rows of arabic writing is shown. A young girl then comes into the bathroom and begins to wash her hands. as she,D,"Context:
""A black screen with three rows of arabic writing is shown. A young girl then comes into the bathroom and begins to wash her hands. as she""

Which of the following endings best completes the context?

Choices:
A. shaves, she spits out a lot of liquids.
B. rinses the hands, she takes a drink and compares it to a water cup and smiles.
C. washes her hands she begins to stick gum against the sides.
D. continues, she begins talking and describing the process and then more writing appears.

Reply with exactly one uppercase letter out of A, B, C, or D.
",153
19540.0,Decorating the Christmas tree,"Little by little they cover more and more tree surface with lights, they begin to add bows and others decoration to the tree. they",C,"Context:
""Little by little they cover more and more tree surface with lights, they begin to add bows and others decoration to the tree. they""

Which of the following endings best completes the context?

Choices:
A. then put decorations over the tree and decorate it with the name of the artist and his name and logo.
B. paint with different color colors of decorations.
C. use a stool ladder to reach the top and once they are finally done they turn the light off to see it light up in the dark.
D. are having fun decorating this tree and laughing at the people who are pleased with the way it looks on the camera.

Reply with exactly one uppercase letter out of A, B, C, or D.
",173
11567.0,Baking cookies,The mother opens the oven and puts the tray full of cookie dough into the oven for baking. the mother,C,"Context:
""The mother opens the oven and puts the tray full of cookie dough into the oven for baking. the mother""

Which of the following endings best completes the context?

Choices:
A. puts bells in the oven that she flips and watches the cookies coming out the oven.
B. adds melted butter to the cookie dough.
C. then takes the cookie cutter and makes some more cookies for baking, then both mother and daughter go through the cookie recipe as they place the cookie dough on the tray.
D. serves the cookies to the boys and they receive them into the oven.

Reply with exactly one uppercase letter out of A, B, C, or D.
",156
34548.0,Scuba diving,More people are seen moving along the ocean while gesturing to the camera and capturing all the wildlife around them. in the end,D,"Context:
""More people are seen moving along the ocean while gesturing to the camera and capturing all the wildlife around them. in the end""

Which of the following endings best completes the context?

Choices:
A. the people walk away and the anchorman on stage finishes speaking while a standing group of people we have never seen before group and one person get up and head out of the club.
B. the people gently point yo on their heads to the camera and many are seen sitting in kayaks walking around.
C. the interview ends and the screen goes black.
D. they're seen riding a boat together and waving to the camera.

Reply with exactly one uppercase letter out of A, B, C, or D.
",170
49695.0,Having an ice cream,The light shines bright on the right and scares the baby who begins to cry hard. The light fades and the baby calms down and looks all around the car. the baby,A,"Context:
""The light shines bright on the right and scares the baby who begins to cry hard. The light fades and the baby calms down and looks all around the car. the baby""

Which of the following endings best completes the context?

Choices:
A. throws his right arm in the air.
B. laughs and it calms down and starts moving and feetfirst talking.
C. stands on the car nose to nose with the door handle and screams because her nose is broken.
D. stops crying then gets down and starts to play with the car.

Reply with exactly one uppercase letter out of A, B, C, or D.
",153
31275.0,Raking leaves,"A woman in gray sweater and blue pants walk from the girl's behind then towards her, the lady is carrying a rake. the little girl",C,"Context:
""A woman in gray sweater and blue pants walk from the girl's behind then towards her, the lady is carrying a rake. the little girl""

Which of the following endings best completes the context?

Choices:
A. still cries out, the lady walks away, put the rake on the ground and the little girl picks up the rake leaning on the lady.
B. makes a fist and push front the lady.
C. came up to her and try to reach for the rake.
D. walked in the parking lot and at the street several cars are passing by, traffic is steady and the sidewalk congested with people are working.

Reply with exactly one uppercase letter out of A, B, C, or D.
",172
41317.0,Cheerleading,"The woman continues to talk to the camera while demonstrating individual dance movements, as the young girls follow along. the woman",C,"Context:
""The woman continues to talk to the camera while demonstrating individual dance movements, as the young girls follow along. the woman""

Which of the following endings best completes the context?

Choices:
A. does some back flips on platforms from the ground and performs some backflips while still talking to the camera.
B. continues to talk to the camera and shows some more steps while the girl continues to demonstrate dance moves.
C. leads the girls in practicing the entire sequence.
D. grabs the shoulders of the young girl next to her and does a relaxing, popular dance move, followed by holding an open hand up in an expansive gesture.

Reply with exactly one uppercase letter out of A, B, C, or D.
",168
21260.0,Playing lacrosse,"A toddler holds a lacrosse stick, then he catches a ball with the lacrosse stick and throws to the floor. then",A,"Context:
""A toddler holds a lacrosse stick, then he catches a ball with the lacrosse stick and throws to the floor. then""

Which of the following endings best completes the context?

Choices:
A. , the toddler try to catch another ball, but it rolls under a chair.
B. , the toddler runs, then he dives on the green grass and kicks the ball using his foot.
C. , the boy picks up a toy lacrosse and throws.
D. , she make a goal and, the little boy laugh happily.

Reply with exactly one uppercase letter out of A, B, C, or D.
",157
38536.0,Chopping wood,A man bends down and picks up a piece of wood and balance it onto a standing log. The man then backs up and raises his axe above his head. the video,A,"Context:
""A man bends down and picks up a piece of wood and balance it onto a standing log. The man then backs up and raises his axe above his head. the video""

Which of the following endings best completes the context?

Choices:
A. is slowed down and the man brings the axe down with force and he cuts the piece of wood in half.
B. ends with the man walking away.
C. continues talking over the man asking about the wood and switching to a bow until it ends and all he can do is bow.
D. ends with the net ending with the graphics shown.

Reply with exactly one uppercase letter out of A, B, C, or D.
",160
49393.0,Doing kickboxing,This video shows viewers how to do a kickboxing elbow strike. first the man,C,"Context:
""This video shows viewers how to do a kickboxing elbow strike. first the man""

Which of the following endings best completes the context?

Choices:
A. demonstrates some kickboxing moves.
B. applies some pepper to the boot, and then applies some more pepper to the boot brush.
C. tells viewers to make the elbow sharp as possible and his hand stays inwards, elbow downwards, and his opposite hand is up.
D. sticks out his leg and takes one strike after another, quickly moving his body forward and back until he is in the exact position he was in previously.

Reply with exactly one uppercase letter out of A, B, C, or D.
",159
2454.0,Mixing drinks,"A series of shots appear with a person pouring alcohol into a martini glass and then the screen fades into the video title screen showing a website name, the name of the drink they are making and the person who will be making it. a website address",D,"Context:
""A series of shots appear with a person pouring alcohol into a martini glass and then the screen fades into the video title screen showing a website name, the name of the drink they are making and the person who will be making it. a website address""

Which of the following endings best completes the context?

Choices:
A. where the drink is originated.
B. , a packet of skin samples, and then an image of a fellow human being is shown and what once was a person is now something else.
C. is shown on the screen followed by a photo of a woman in a tank top, and then the title chain with a cell phone number.
D. is shown at the bottom of the screen.

Reply with exactly one uppercase letter out of A, B, C, or D.
",184
4805.0,Tango,A man and a woman dressed in a black evening gown and a black suit dance in a ball room dance style in a large room with stone floors and grated windows. the man and woman,B,"Context:
""A man and a woman dressed in a black evening gown and a black suit dance in a ball room dance style in a large room with stone floors and grated windows. the man and woman""

Which of the following endings best completes the context?

Choices:
A. dance backwards on the horizontal bar in the hard spring floor while dancing.
B. begin with a fast dance with a lot of foot work twirling around the floor.
C. continue as they are dancing and changing outfits on a carpeted floor and in a room in a room at a party with guests walking around the room.
D. turn around and dance with each other on a wooden dance floor while song from a piano plays.

Reply with exactly one uppercase letter out of A, B, C, or D.
",179
45073.0,Wrapping presents,A woman is seen speaking to the camera and leads into her putting several ingredients inside a mason jar. The woman uses tongs to layer items into the jar and then puts a lid on top. the woman,A,"Context:
""A woman is seen speaking to the camera and leads into her putting several ingredients inside a mason jar. The woman uses tongs to layer items into the jar and then puts a lid on top. the woman""

Which of the following endings best completes the context?

Choices:
A. puts a ribbon around the side as well as a label and smiles to the camera.
B. mixes the ingredients from a bowl and finally wraps up the jar and ends by putting it closer to the camera.
C. lifts the jar and pours the contents onto a white cloth while moving her hands to angle the jar to company.
D. then pours the contents into the jar and pours it out into a silver bowl.

Reply with exactly one uppercase letter out of A, B, C, or D.
",185
865.0,Making a sandwich,A pair of tongs pull out a piece of meat from the pot and is placed onto a white square plate where it gets put onto a cutting board and gets thinly sliced with a large serrated knife. an empty large clear bowl,B,"Context:
""A pair of tongs pull out a piece of meat from the pot and is placed onto a white square plate where it gets put onto a cutting board and gets thinly sliced with a large serrated knife. an empty large clear bowl""

Which of the following endings best completes the context?

Choices:
A. with brown cloth decorated around it is placed onto the plate and marks the meat.
B. is shown and mayonnaise, ketchup, relish, worcesterchire sauce, and hot sauce get spooned into the bowl.
C. on a clear surface with legs transaction a mixing bowl and experience its contents in the water.
D. is then sprinkled onto a plate and secured with tongs until the meat is fully cooked.

Reply with exactly one uppercase letter out of A, B, C, or D.
",192
29444.0,Doing motocross,A large group of dirt bike riders appear as they are flying over a large dirt hill and one crashes to the ground causing another one beside it to crash. another dirt bike course,A,"Context:
""A large group of dirt bike riders appear as they are flying over a large dirt hill and one crashes to the ground causing another one beside it to crash. another dirt bike course""

Which of the following endings best completes the context?

Choices:
A. is shown with a new set of dirt bikers and a few of them crash to the ground as well.
B. leaves the dirt hill and a smaller dirt bike and bike arrive at the dirt track.
C. shooting over hill and ends with a dramatic ending, some cheering with his go correct face.
D. around the course and one rider falls onto the ground grabbing onto a pack saddle as another falls to the ground.

Reply with exactly one uppercase letter out of A, B, C, or D.
",179
813.0,Cleaning shoes,First she adds water pours a little bit of baby powder into the small bowl and she mixes it up using the toothbrush. she,A,"Context:
""First she adds water pours a little bit of baby powder into the small bowl and she mixes it up using the toothbrush. she""

Which of the following endings best completes the context?

Choices:
A. puts the baby powder soaked toothbrush onto the shoe and starts to rub it there.
B. then puts it in her mouth and shares it with the baby.
C. then opens the cabinet and pulls out the glove box and retrieves the bottle of baby powder that's in there.
D. then adds a little bit of sugar to the other bowl to create swirl.

Reply with exactly one uppercase letter out of A, B, C, or D.
",161
48254.0,Longboarding,"After, the man skateboard free in the road with other boys, until arrive all skateboarders to an street intersection. then",A,"Context:
""After, the man skateboard free in the road with other boys, until arrive all skateboarders to an street intersection. then""

Which of the following endings best completes the context?

Choices:
A. , the skateboarders jump on a small ramp, and then skateboard very fast down a street until stop in a court.
B. , a man with a little boy skateboard and skateboards with other older people.
C. , the man then miss the skateboarding company.
D. , a man shaves on street and although fall but stay on his skateboard.

Reply with exactly one uppercase letter out of A, B, C, or D.
",164
9665.0,Sumo,Other men are wearing the same costume and are wresting on a red carpet and men are helping them. men,D,"Context:
""Other men are wearing the same costume and are wresting on a red carpet and men are helping them. men""

Which of the following endings best completes the context?

Choices:
A. are inside a black room and inside a studio and they are engaged in wrestling and laughing while holding the throw the opponent's hand.
B. are surfing in the ocean wearing black bottoms and sporting swords and riding their yachts.
C. are kneeling down and are getting their ankles tied together.
D. are watching them around the carpet.

Reply with exactly one uppercase letter out of A, B, C, or D.
",152
39876.0,River tubing,A group of people get off of a yellow school bus with life rafts around their neck and enter a foliage filled area leading to a body of water. a man on a motorized boat,D,"Context:
""A group of people get off of a yellow school bus with life rafts around their neck and enter a foliage filled area leading to a body of water. a man on a motorized boat""

Which of the following endings best completes the context?

Choices:
A. takes off from a dock then by helicopter is at the shorefront landing pad where they begin kayaking.
B. gets together in water and drinks a bottle of sunscreen skin.
C. goes through the water into and many trees, one of which looks like it is a swirling green leaf blower.
D. talks to the camera while sitting on the edge of the inside of a boat in front of the boat steering wheel.

Reply with exactly one uppercase letter out of A, B, C, or D.
",184
35240.0,Ice fishing,"A man is sitting on a frozen lake, fishing through a hole and surrounded by fishing gear. He walks away from his stuff, and a fish pulls his pole into the water, disappearing with it. he",C,"Context:
""A man is sitting on a frozen lake, fishing through a hole and surrounded by fishing gear. He walks away from his stuff, and a fish pulls his pole into the water, disappearing with it. he""

Which of the following endings best completes the context?

Choices:
A. then stands on the ice fishing in the hole.
B. is now fishing through a hole in the ice.
C. stands angrily with his hands on his hips, then gets another pole to try to get it back.
D. reels a fish in and shows how he pulled while reeling in the fish, then releases the fish and shows his accomplishment.

Reply with exactly one uppercase letter out of A, B, C, or D.
",170
31854.0,Ping-pong,The shirtless player returns the serve and the boy with the t-shirt misses the ball and has to pick it up and throw it to the other player for a re-serve. the two,B,"Context:
""The shirtless player returns the serve and the boy with the t-shirt misses the ball and has to pick it up and throw it to the other player for a re-serve. the two""

Which of the following endings best completes the context?

Choices:
A. men celebrate and slap each other on the back.
B. begin playing again while the boy in the middle on the sidelines observes the game.
C. teammates are now scoring impressive fils through the net, scoring numerous serves.
D. men hug and the shirtless player talks to the camera.

Reply with exactly one uppercase letter out of A, B, C, or D.
",155
24038.0,Making a cake,A close up of a dough is shown and leads into a person spreading frosting on a pastry. she,A,"Context:
""A close up of a dough is shown and leads into a person spreading frosting on a pastry. she""

Which of the following endings best completes the context?

Choices:
A. puts the pastry onto the cake and continues putting frosting all around the cake.
B. mixes the mix together in a bowl with her hands and pans it around the top repeatedly.
C. puts batter onto a cookie and swirls it around while slowly eating it.
D. begins to stick of the dough as well as icing on the side.

Reply with exactly one uppercase letter out of A, B, C, or D.
",151
42047.0,Removing curlers,A camera pans around a dark kitchen and leads to the person walking down a set of stairs. clothes,D,"Context:
""A camera pans around a dark kitchen and leads to the person walking down a set of stairs. clothes""

Which of the following endings best completes the context?

Choices:
A. are then thrown into a blue garbage can and then a mop is used to clean it up and leads into a persons actions.
B. are seen moving behind the person in the dark.
C. are seen wandering around and leads into the girl washing clothes in a sink.
D. are seen on the floor followed by a woman in curlers smoking a cigarette and playing on the computer.

Reply with exactly one uppercase letter out of A, B, C, or D.
",153
5785.0,Tai chi,"A woman stands on a rocky shore with the words ""tai-ji-quan forma de 10 ejercicios de estilo yang"" overlaid on the screen. she",A,"Context:
""A woman stands on a rocky shore with the words ""tai-ji-quan forma de 10 ejercicios de estilo yang"" overlaid on the screen. she""

Which of the following endings best completes the context?

Choices:
A. performs slow, tai chi-like techniques by the water with the sun to her back.
B. demonstrates tai chi in a swimming environment.
C. then throws paint on the ground in front of her and crouches on top of it.
D. does an unilateral throw and several other clips of tai-ji are shown.

Reply with exactly one uppercase letter out of A, B, C, or D.
",167
861.0,Making a sandwich,A man in the kitchen appears and he's putting seasonings into a pan and he starts swishing the pan around. an introduction,B,"Context:
""A man in the kitchen appears and he's putting seasonings into a pan and he starts swishing the pan around. an introduction""

Which of the following endings best completes the context?

Choices:
A. comes onto the screen for a bake and it begins with cookies in a pan.
B. of 6 different small videos of foods appear and there's text below that say's "" steve's cooking "".
C. comes onto the screen and we see an aerobic video showing some people doing some type of rigorous barbiesian push ups.
D. comes onto the screen and suddenly the pasta comes pouring out of the pot and he holds up a carton of eggs.

Reply with exactly one uppercase letter out of A, B, C, or D.
",184
46262.0,Doing karate,A lady and a man in karate uniforms practice kicks in a room with carpet. The lady almost falls trying to kick the man. The cameraman's finger is on the screen. the finger,D,"Context:
""A lady and a man in karate uniforms practice kicks in a room with carpet. The lady almost falls trying to kick the man. The cameraman's finger is on the screen. the finger""

Which of the following endings best completes the context?

Choices:
A. stops and then starts again and this man kicks.
B. is get stuck and the man removes it from the camera.
C. is on the camera showing how the ballerina moves her arms to parallel with her body.
D. returns on the screen.

Reply with exactly one uppercase letter out of A, B, C, or D.
",150
48405.0,Rope skipping,A man is seen speaking to the camera while holding a jump rope and begins jumping on the floor with the rope. the man,D,"Context:
""A man is seen speaking to the camera while holding a jump rope and begins jumping on the floor with the rope. the man""

Which of the following endings best completes the context?

Choices:
A. continues jump roping and jumps all over the floor jumping down and ends by leaping to different scenes from earlier films.
B. then jumps all over his body and ends by jumping into the bushes and looking to the camera.
C. jumps back and fourth while swinging from the rope and jumps off the step and performs a different routine.
D. continues jumping up and down with the rope moving all around the area and ends by fading to black.

Reply with exactly one uppercase letter out of A, B, C, or D.
",174
40236.0,Getting a piercing,Various shots of a tattoo shop are shown followed by a woman sitting in a chair and a man getting items ready. she,A,"Context:
""Various shots of a tattoo shop are shown followed by a woman sitting in a chair and a man getting items ready. she""

Which of the following endings best completes the context?

Choices:
A. takes a sip of water and the man then pierces her lip with a needle.
B. then goes out to the back and is seen tattooing and sliding around a man's headrest.
C. continues tattooing her arm and ends with credits shown on the screen.
D. has several tattoos and the man ffing her arm with a tool.

Reply with exactly one uppercase letter out of A, B, C, or D.
",152
12754.0,Bullfighting,The bull fighting scene is in a large open arena which is filled with thousands of spectators who are cheering. the two raging bulls,B,"Context:
""The bull fighting scene is in a large open arena which is filled with thousands of spectators who are cheering. the two raging bulls""

Which of the following endings best completes the context?

Choices:
A. attack and clash, and people are then shown filming it.
B. are butting heads constantly while the matadors are trying to contain the bulls within a specified zone.
C. seem to be having a jolly time as they engage in some sort of war with one another, while many watch on the sides.
D. are shown in close up.

Reply with exactly one uppercase letter out of A, B, C, or D.
",157
15432.0,Arm wrestling,Both of them talk while doing it and the woman fights hard to not have her arm taken down. but the man,D,"Context:
""Both of them talk while doing it and the woman fights hard to not have her arm taken down. but the man""

Which of the following endings best completes the context?

Choices:
A. holds her very tightly and break dance and they not at all notice the men dancing with them.
B. keeps talking to the camera finally releasing their arm's and leading into the girl receiving the violin.
C. doesn't even seem to notice and keeps talking to the girl who's wearing a medal, she actually falls during one of the dance moves.
D. takes it down anyway and she is the one screaming in the end.

Reply with exactly one uppercase letter out of A, B, C, or D.
",167
1799.0,Decorating the Christmas tree,He then takes some red and gold ornaments and shows how to place them on the tree. He also takes a red ribbon and red berries to add to the tree. he,D,"Context:
""He then takes some red and gold ornaments and shows how to place them on the tree. He also takes a red ribbon and red berries to add to the tree. he""

Which of the following endings best completes the context?

Choices:
A. then cuts the top of the christmas tree in half and places the finished in the complete box.
B. continues decorating the tree while taking the colors and decorations off and letting them go.
C. clips all of the tubes into place up on the tree.
D. stands next to the fully decorated tree as he completes his tutorial.

Reply with exactly one uppercase letter out of A, B, C, or D.
",162
