ind,activity_label,ctx,answer,final_prompt,len_tk_gemma2_9b_base
45655.0,Hitting a pinata,The woman in orange shirt left the woman and the woman in blue shirt starts to hit the pinata. the woman,A,"Context:
""The woman in orange shirt left the woman and the woman in blue shirt starts to hit the pinata. the woman""

Which of the following endings best completes the context?

Choices:
A. missed the pinata as she walked backwards and continue to hit the air.
B. in white shirt is swinging the pinata and the woman in green shirt hit the pinata and.
C. in blue shirt left with the pinata and the woman in black shirt made a face while she make a face and shaken her head.
D. dropped the pinata and.

Reply with exactly one uppercase letter out of A, B, C, or D.
",142
31115.0,Spinning,She is demonstrating the dumbbells that she will be using. She then demonstrates the exercise bike and continues to bike along with some other women at the gym. she,A,"Context:
""She is demonstrating the dumbbells that she will be using. She then demonstrates the exercise bike and continues to bike along with some other women at the gym. she""

Which of the following endings best completes the context?

Choices:
A. explains how to do some rigorous exercise on the bike.
B. is then shown at the gym as well as in the pool performing flips and stunts.
C. then is shown walking on the cheer beam and starting to do several cheers.
D. uses the exercise bike to do a squat while picking up a pole and then landing the pole back on the ground.

Reply with exactly one uppercase letter out of A, B, C, or D.
",148
17865.0,Vacuuming floor,A woman demonstrates the safe use of a bissell steam cleaner on a hardwood floor. the woman,A,"Context:
""A woman demonstrates the safe use of a bissell steam cleaner on a hardwood floor. the woman""

Which of the following endings best completes the context?

Choices:
A. begins by talking, looking into the camera and standing next to, and holding the handle of a steam cleaner while standing on a hardwood floor and pulling the cleaner across the floor with white steam pouring out of it.
B. rakes the rug with her bare hands.
C. shows to shine shoes and uses the hose on the expensive shoes.
D. scrapes the red residue off from the carpet with a red handled tool.

Reply with exactly one uppercase letter out of A, B, C, or D.
",149
27788.0,Rollerblading,The man begins by rollerblading down a long walk way and then sitting on a bench outdoors and talking to the cameras. the man,A,"Context:
""The man begins by rollerblading down a long walk way and then sitting on a bench outdoors and talking to the cameras. the man""

Which of the following endings best completes the context?

Choices:
A. then demonstrates how to strap on roller blades.
B. is shown several times being interviewed by other people and then walks around the city again talking and then his bike.
C. continues to speak and the video ends with a closeup of a walking stick as well as a clip of the man walking in the street wearing a green sweater.
D. sits on an exercise bike and machines, then flips and turns it once.

Reply with exactly one uppercase letter out of A, B, C, or D.
",155
27585.0,Smoking a cigarette,The young child has a second cigarette and lights it with the already lit one in his mouth and a child next to him wacks his arm. when the young smoker,D,"Context:
""The young child has a second cigarette and lights it with the already lit one in his mouth and a child next to him wacks his arm. when the young smoker""

Which of the following endings best completes the context?

Choices:
A. lets out a long puff of smoke, he blows smoke out of his mouth.
B. is done tappings the lighter and blows onto the lit cigarette.
C. is done he lights a fourth cigarette.
D. is done with his cigarette smoking he is shown with a tired look lying in his bed, reaching for his bottle of milk, then he lays down and drinks it.

Reply with exactly one uppercase letter out of A, B, C, or D.
",154
2048.0,Canoeing,"Then, the men pivot the canoe away from the bow paddlers while paddling fast the oars. After, the men slides the canoe forward using the oars to advance. next",D,"Context:
""Then, the men pivot the canoe away from the bow paddlers while paddling fast the oars. After, the men slides the canoe forward using the oars to advance. next""

Which of the following endings best completes the context?

Choices:
A. , the men flip the canoe and stops at the bow paddlers.
B. , the men turn in the air, then they followed the bow paddlers.
C. , the men throw the canoe into the water, while one of them holds the paddle with his right hand.
D. , the men sail on the river until arrive to the bank of the river.

Reply with exactly one uppercase letter out of A, B, C, or D.
",153
24467.0,Playing pool,A close up of a pool table is seen followed by a man hitting a ball. Another man steps up with the pool stick to aim his shot and hits the balls. the men,A,"Context:
""A close up of a pool table is seen followed by a man hitting a ball. Another man steps up with the pool stick to aim his shot and hits the balls. the men""

Which of the following endings best completes the context?

Choices:
A. take turns back and fourth playing pool until one wins and the camera pans to a man watching.
B. play a game of pool as the cups are raised and them face down in a split.
C. continue to hit the ball back and fourth to the pool table when another man steps up.
D. continue playing in slow motion as the attempt to hit the balls.

Reply with exactly one uppercase letter out of A, B, C, or D.
",155
11931.0,Drinking coffee,Text appears on the screen with regards to coffee possibly being bad for your health. it,B,"Context:
""Text appears on the screen with regards to coffee possibly being bad for your health. it""

Which of the following endings best completes the context?

Choices:
A. read "" coffee sours rapidly, "" and titled itself.
B. is then mention with text on the screen that it can lead to high blood pressure it is then mentioned that it can hurt your hair growth and that it doesn't have any vital nutrients in it.
C. says "" hi martin "", along with "" exclusive! "".
D. also says to keep reading an email.

Reply with exactly one uppercase letter out of A, B, C, or D.
",139
5947.0,Shot put,The man in green is standing on a square concrete piece of land where he poses and aims to throw the shot put ball at a distance. he,A,"Context:
""The man in green is standing on a square concrete piece of land where he poses and aims to throw the shot put ball at a distance. he""

Which of the following endings best completes the context?

Choices:
A. bends forward and then swings himself to shoot the ball at a distance.
B. then walks away from the group.
C. places the bowler hat on his head, removes the chain from his pocket and holds the ball.
D. repeats the action the near a wall where there are 180 degree holes in the wall and of out of easy reach.

Reply with exactly one uppercase letter out of A, B, C, or D.
",146
24250.0,Elliptical trainer,"She then finishes her exercise routine, gets off the equipment and takes a drink of water from a blue water bottle. she",B,"Context:
""She then finishes her exercise routine, gets off the equipment and takes a drink of water from a blue water bottle. she""

Which of the following endings best completes the context?

Choices:
A. walks out of the stable and all is quiet.
B. walks away holding the bottle in her hand.
C. gets off her bed, grabs her water bottle, throws some clothes in her gym bag, grabs the sweatcloth and gets dressed, then leaves her room.
D. walks up to the side of the justin bieber statue and smiles at the camera before she walks off.

Reply with exactly one uppercase letter out of A, B, C, or D.
",145
15581.0,Making a lemonade,A person is seen rolling a lemon and cutting it up followed by putting it into a glass. He mashes up the lemon and puts ice in on top. he,C,"Context:
""A person is seen rolling a lemon and cutting it up followed by putting it into a glass. He mashes up the lemon and puts ice in on top. he""

Which of the following endings best completes the context?

Choices:
A. puts several lemons in the center while cutting up more lemons.
B. starts peeling up the lemon in the glass.
C. puts in water and covers the glass, followed by shaking it up and showing a glass of lemonade.
D. then mixes the lemon mixture together in the glass using a mixer.

Reply with exactly one uppercase letter out of A, B, C, or D.
",138
42816.0,Hitting a pinata,A girl is tying a blind fold around another while several children on look and an adult holds the girl in place. The girl is then handed a bat and attempts to break open a pinata. the girl,D,"Context:
""A girl is tying a blind fold around another while several children on look and an adult holds the girl in place. The girl is then handed a bat and attempts to break open a pinata. the girl""

Which of the following endings best completes the context?

Choices:
A. breaks the pinata open and films the girls.
B. then describes how the pinata is used and someone flips the pinata open and the girl's arm free.
C. and the girl play bat mitzvah and the two play the game until the boy falls and the girl rubs his back.
D. succeeds in breaking the pinata and the children get very excited.

Reply with exactly one uppercase letter out of A, B, C, or D.
",162
13139.0,Applying sunscreen,A woman is shown hosting a news segment when the camera pans to sunscreen news. Several people are shown on a beach and interviewed by a reporter on sunscreen. bottles,C,"Context:
""A woman is shown hosting a news segment when the camera pans to sunscreen news. Several people are shown on a beach and interviewed by a reporter on sunscreen. bottles""

Which of the following endings best completes the context?

Choices:
A. of sunscreen are taken from a beach and used to sunscreen the person who is being given them through the camera.
B. are opened and people take bubble wrap and beach towels, forming a safe little jungle.
C. are shown containing sunscreen and people putting it on.
D. are shown on the beach with sunscreen in others.

Reply with exactly one uppercase letter out of A, B, C, or D.
",142
3385.0,Removing ice from car,Two people are seen hosting a news segment that leads into clips of people scraping off their cars. a woman,A,"Context:
""Two people are seen hosting a news segment that leads into clips of people scraping off their cars. a woman""

Which of the following endings best completes the context?

Choices:
A. is seen speaking to the camera while scraping off her car and holding up products to help.
B. speaks to the camera while people wearing white masks and overalls stand around in the background.
C. is shown speaking to the camera while more shots are shown of cars crashing down and people speaking into the camera.
D. holds up a rubberband and begins cleaning off the roof of a car that another woman uses to clean off.

Reply with exactly one uppercase letter out of A, B, C, or D.
",151
46655.0,Kayaking,"Bunch of people are getting ready for kayaking, then another man holding a selfie stick to record a video of himself and then his friend while they are in kayak. Thhe camera is underwater, eventually lifting it to record the vast sea and other kayak riders. several people",A,"Context:
""Bunch of people are getting ready for kayaking, then another man holding a selfie stick to record a video of himself and then his friend while they are in kayak. Thhe camera is underwater, eventually lifting it to record the vast sea and other kayak riders. several people""

Which of the following endings best completes the context?

Choices:
A. are just in their kayaks, paddling around.
B. are sitting on water ramps, running in the water.
C. put on their paddles and start in a kayak, paddling away, and others are in a line.
D. are also fame seeking the land to kayak along the sea and doing different kinds of amazing activities.

Reply with exactly one uppercase letter out of A, B, C, or D.
",163
7470.0,Skateboarding,An introduction comes onto the screen for a video about skate boarding tricks. Several tricks are shown while someone narrates the tricks. a man,C,"Context:
""An introduction comes onto the screen for a video about skate boarding tricks. Several tricks are shown while someone narrates the tricks. a man""

Which of the following endings best completes the context?

Choices:
A. is shown standing on a slack line as details of his trick are shown.
B. talks while playing a front row home on his skateboard as even more tricks are shown and narrates.
C. is shown on the screen giving details about the tricks and offering pointers and tips.
D. walks along a track with a helmet on.

Reply with exactly one uppercase letter out of A, B, C, or D.
",138
1807.0,Hand car wash,"A person vacuum the inside of a car, while other men clean by hand the car with detergent and water. then",B,"Context:
""A person vacuum the inside of a car, while other men clean by hand the car with detergent and water. then""

Which of the following endings best completes the context?

Choices:
A. , a man tops small metal bin, cover it with rubber tape and throw it on the side, then the men polish and clean and polish the car outside in the grass around.
B. , a man dry the car with clothes.
C. , the men applies soap and ties the hair, after they dry with asian cloth.
D. , the man goes peolpe on the road.

Reply with exactly one uppercase letter out of A, B, C, or D.
",147
39614.0,Sumo,They continue wrestling and are having a lot of fun doing it falling down and bouncing around. One of the wrestlers wearing blue makes a shot in a basketball net. the two people,A,"Context:
""They continue wrestling and are having a lot of fun doing it falling down and bouncing around. One of the wrestlers wearing blue makes a shot in a basketball net. the two people""

Which of the following endings best completes the context?

Choices:
A. continue wrestling in their sumo suits.
B. on stage are standing around them playing some sport and being more fun.
C. keep wrestling behind the referee trying to get him to make a shot to compete with the other fight moving on.
D. also make a shot in a court room near each other where they are holding scrolls.

Reply with exactly one uppercase letter out of A, B, C, or D.
",146
31913.0,Layup drill in basketball,A teenage boy wearing a white shirt and black track pants is shooting hoops in an outdoor basketball court. There are a few cones arranged around the court. the boy,A,"Context:
""A teenage boy wearing a white shirt and black track pants is shooting hoops in an outdoor basketball court. There are a few cones arranged around the court. the boy""

Which of the following endings best completes the context?

Choices:
A. continues running, dribbling and shooting hoops with the basketball.
B. continuously shoots hoops in a closeup view that the camera person cannot see from where they stand close.
C. attempts to make a shot on several hoops while several other young men keep shooting hoops at him.
D. flips the hoops in the air as he continues to shoot hoops.

Reply with exactly one uppercase letter out of A, B, C, or D.
",146
24340.0,Beach soccer,Brazil finds itself down even more on another argentinian goal on a beautiful pass and shot across the field. to make matters worse,A,"Context:
""Brazil finds itself down even more on another argentinian goal on a beautiful pass and shot across the field. to make matters worse""

Which of the following endings best completes the context?

Choices:
A. , argentina scores on a deep uncontested shot after that.
B. , several people from the city are shown warming up for the game and are dancing in each other x's.
C. , the refs have added a substitute slide into their video.
D. , one of the players is wearing a red hat and has a basket.

Reply with exactly one uppercase letter out of A, B, C, or D.
",139
14446.0,Using uneven bars,She hops down while the man talks again and switches back and fourth to him talking and her performing. she,B,"Context:
""She hops down while the man talks again and switches back and fourth to him talking and her performing. she""

Which of the following endings best completes the context?

Choices:
A. hops down again on the landing and finishes her performance by jumping up and down and a man completing another piece of gymnastics.
B. puts chalk on her hands and continues flipping around on the bars and the man finishes speaking.
C. then goes back to the man and they exchange more words and then finally he joins her in a martial arts gesture.
D. balances with one hand while they talk again and jumps down.

Reply with exactly one uppercase letter out of A, B, C, or D.
",149
25290.0,Futsal,The game continues and two men knock each other down before the red team scores a goal and a replay is shown. the yellow team,A,"Context:
""The game continues and two men knock each other down before the red team scores a goal and a replay is shown. the yellow team""

Which of the following endings best completes the context?

Choices:
A. tries to score and is blocked multiple times before finally scoring and a replay of this goal is shown twice.
B. scores and the red team scores a goal, the white team scores and a replay appears after the clip.
C. takes a big hit as them both laugh and hug each other.
D. scores a goal and the green team scores a 3 and exits the game.

Reply with exactly one uppercase letter out of A, B, C, or D.
",148
45766.0,Disc dog,The men bend for the dogs to jumps on the back and throws the frisbee far and the dogs bring the frisbees. the dog,B,"Context:
""The men bend for the dogs to jumps on the back and throws the frisbee far and the dogs bring the frisbees. the dog""

Which of the following endings best completes the context?

Choices:
A. does the steps and catch the frisbee and the two men dance in the backyard.
B. jumps on the back of a man to catch the frisbee.
C. drop his leg and jump for the frisbee which never comes.
D. feels the frisbee and attempts to throw it but he does not get it far.

Reply with exactly one uppercase letter out of A, B, C, or D.
",138
17664.0,Putting on makeup,A young girl is seen looking at the camera and leads into her putting eyeliner on as well as mascara. the girl,B,"Context:
""A young girl is seen looking at the camera and leads into her putting eyeliner on as well as mascara. the girl""

Which of the following endings best completes the context?

Choices:
A. then attempts to take her own eye out and continues performing more tricks off camera.
B. continues to put makeup on and ends by running her fingers through her hair.
C. points to the bathroom and continues making grimaces and throwing up in the end.
D. pulls out a bottle of mascara and puts it on her right eye while still looking to the camera.

Reply with exactly one uppercase letter out of A, B, C, or D.
",141
46043.0,Playing congas,A man in a music room standing behind congas plays the congas as after every part played is then slowed down to show more detail. A small white box with black text appears at the top corner of the screen. a black screen,C,"Context:
""A man in a music room standing behind congas plays the congas as after every part played is then slowed down to show more detail. A small white box with black text appears at the top corner of the screen. a black screen""

Which of the following endings best completes the context?

Choices:
A. manipulates images of groups of men competing for a trophy on drums or drums.
B. appears in between and the white text on the screen throw is a huge white screen with no graphics.
C. with white text showing a website address appears.
D. appears and later quickly turns a black screen she attempts to read.

Reply with exactly one uppercase letter out of A, B, C, or D.
",156
5514.0,Drinking coffee,The two then begin staring at each other intensely before the guy takes a drink of his tea with the spoon still in it. he,C,"Context:
""The two then begin staring at each other intensely before the guy takes a drink of his tea with the spoon still in it. he""

Which of the following endings best completes the context?

Choices:
A. as well as the coffees; then jumps quite suddenly off the table into the mouth of a woman.
B. then moves the teaspoon as far as he can, comes in contact with the tea glass and begins to drink that as well.
C. becomes embarrassed and the lady starts drinking her tea and playing with her dog.
D. drains all of it in one gulp and bumps his head on the area where he just knocked his head made on the table.

Reply with exactly one uppercase letter out of A, B, C, or D.
",162
27492.0,Blowing leaves,"However, the person continues to blow the leaves and pauses as he runs into a small median in the sidewalk. continuing on with the task",C,"Context:
""However, the person continues to blow the leaves and pauses as he runs into a small median in the sidewalk. continuing on with the task""

Which of the following endings best completes the context?

Choices:
A. , the person makes his way to where the leaves are blowing very quickly.
B. , he manages to come across another person with a leaf blower shortly before they both start the leaf blower.
C. , the person moves around it and the leaves continue being blown across the sidewalk and into the grass.
D. , he eventually continues to blow leaves and not ending up on the end of the sidewalk where there is smoke starting to pile up.

Reply with exactly one uppercase letter out of A, B, C, or D.
",160
5354.0,Making a cake,"The view then changes to a shot from above to show what the man is doing, and the banner on the screen is still showing the ingredients that are being used. the view",D,"Context:
""The view then changes to a shot from above to show what the man is doing, and the banner on the screen is still showing the ingredients that are being used. the view""

Which of the following endings best completes the context?

Choices:
A. stops at a still shot of the men using mobiles and the website appears on the screen.
B. now in the inside of a green car washes and it shows what they are doing to the cars.
C. is now zoom in for the logo then changes to a smaller group of people were shown doing a skateboard flip while falling and using their hands as anchors.
D. changes from front to a top angle as the man is mixing the ingredients.

Reply with exactly one uppercase letter out of A, B, C, or D.
",169
10461.0,Braiding hair,She holds up various products and rubs them through her hair. She then pits up her hair while hairspraying it and feeling the texture afterwards. she,A,"Context:
""She holds up various products and rubs them through her hair. She then pits up her hair while hairspraying it and feeling the texture afterwards. she""

Which of the following endings best completes the context?

Choices:
A. finishes pinning up her hair and looking back at the camera.
B. continues to spray her hair to make sure it is in style even though it looks a little disheveled while using scissors to style it.
C. lets her hair down and continues to is hair.
D. continues sticking the hair into the hairspray and places a brush in her hair to air dry.

Reply with exactly one uppercase letter out of A, B, C, or D.
",150
10772.0,Arm wrestling,"An actor, jason stathom, is sitting in a blue reclining chair talking a late night tv host by the name of jimmy fallon who is sitting behind a desk. the two",B,"Context:
""An actor, jason stathom, is sitting in a blue reclining chair talking a late night tv host by the name of jimmy fallon who is sitting behind a desk. the two""

Which of the following endings best completes the context?

Choices:
A. men begin talking about the sights that is advertised for the times.
B. continue to speak then they both stand up in a joking manner and walk over to a table.
C. men try to see if a movie show shows on tv but there isn't any at the moment.
D. men then discuss their job, what they are doing and who they are working for.

Reply with exactly one uppercase letter out of A, B, C, or D.
",158
9233.0,Removing curlers,A woman is seen speaking to the camera while cutting a woman's hair and leads into her holding up tools. She brushes the hair and begins putting a roller in front followed by more teasing of the hair. she,A,"Context:
""A woman is seen speaking to the camera while cutting a woman's hair and leads into her holding up tools. She brushes the hair and begins putting a roller in front followed by more teasing of the hair. she""

Which of the following endings best completes the context?

Choices:
A. puts another roller in followed by several more and taking them out in the end.
B. shows off the finished product while still cutting hair and ends by handing the loose hair to the camera.
C. finally holds up a bag of a variety and takes a bow before clipping her hair in.
D. continues peeling off hair as well as more pictures of her using the roller.

Reply with exactly one uppercase letter out of A, B, C, or D.
",163
24026.0,Rope skipping,"A man skip rope in a drive way, then the man jumps and skip rope. After, the man holds the rope on his left hand and skip while turning the rope. next",A,"Context:
""A man skip rope in a drive way, then the man jumps and skip rope. After, the man holds the rope on his left hand and skip while turning the rope. next""

Which of the following endings best completes the context?

Choices:
A. , the man alternate skipping rope and flip the rope side to side on front.
B. , he jumps between two ornaments on a tree and begins skipping rope while jumping with his left hand.
C. , the person jumps in the wind and falls on the floor.
D. , the man walks around on a starting line with a white rope who jumps first.

Reply with exactly one uppercase letter out of A, B, C, or D.
",153
27159.0,Brushing teeth,She sits down on the floor and begins to alternate between brushing her own teeth and brushing the dog's teeth. when she,D,"Context:
""She sits down on the floor and begins to alternate between brushing her own teeth and brushing the dog's teeth. when she""

Which of the following endings best completes the context?

Choices:
A. 's done the dog stretches and performs various tricks in a way he doesn't really like.
B. finishes, the dog walks across the hardwood floor as she helps clean and groom his teeth.
C. 's finished, the dog walks around her holding onto her legs.
D. is done she waves to the camera and the video ends.

Reply with exactly one uppercase letter out of A, B, C, or D.
",140
33151.0,Blow-drying hair,"The stylist uses a brush and a blow dryer to add volume, texture and curl to the client's hair. The stylist sprays the clients hair. the stylist",C,"Context:
""The stylist uses a brush and a blow dryer to add volume, texture and curl to the client's hair. The stylist sprays the clients hair. the stylist""

Which of the following endings best completes the context?

Choices:
A. positions the client's head in front of a mirror and speaks.
B. uses a razor to trim the lower sections of the client's hair.
C. uses his hand to position the bangs.
D. secures a loose braid and a pair of combs to the client's hair.

Reply with exactly one uppercase letter out of A, B, C, or D.
",136
9836.0,Preparing salad,The pan puts oil in a hot pan and pours the ingredients into the pan while continuously stirring and speaking to the camera. in the end,A,"Context:
""The pan puts oil in a hot pan and pours the ingredients into the pan while continuously stirring and speaking to the camera. in the end""

Which of the following endings best completes the context?

Choices:
A. he pours all the food out and presents it on a plate.
B. the woman and chef finishes speaking to start a salad.
C. the pans are cooked well and the woman is served a seafood salad and everyone gives her a hug.
D. , the pan shows which pot's to put the food into and out of.

Reply with exactly one uppercase letter out of A, B, C, or D.
",139
23983.0,Kayaking,Another man sails past him in a raft trying to keep up with the strong current and waves. There are several other people sitting on the rocks watching the rafter go by. they,D,"Context:
""Another man sails past him in a raft trying to keep up with the strong current and waves. There are several other people sitting on the rocks watching the rafter go by. they""

Which of the following endings best completes the context?

Choices:
A. continue sailing through the ocean going in circles going by many different types of mountains and cutting through many smaller animal spliced creatures.
B. continue to hold onto the rafter while they move downhill.
C. pass several large wooded areas with other rafts parked on them.
D. are sitting on the rocks with their life vests besides them.

Reply with exactly one uppercase letter out of A, B, C, or D.
",148
48712.0,Powerbocking,A man spins around while walking on a pair a of stilts. A young man jogs down a basketball court on a pair of stilts. the man,C,"Context:
""A man spins around while walking on a pair a of stilts. A young man jogs down a basketball court on a pair of stilts. the man""

Which of the following endings best completes the context?

Choices:
A. continuously walks while carrying a violin with him.
B. jumps the line and almost hits the chalk in the air.
C. runs up to his friend who is also wearing stilts and gives him a high five.
D. takes off and runs out of the court and jumps into another set of stilts.

Reply with exactly one uppercase letter out of A, B, C, or D.
",139
14641.0,Assembling bicycle,A person then comes and removes the chain from the bike and places it on the ground. The man then takes out a yardstick and begins to measure certain parts of the bike. pieces,A,"Context:
""A person then comes and removes the chain from the bike and places it on the ground. The man then takes out a yardstick and begins to measure certain parts of the bike. pieces""

Which of the following endings best completes the context?

Choices:
A. are then removed and tightened with the wrench and rings are placed inside by where the chain goes.
B. of the chain are then drawn over the handlebars.
C. of metal then decorate the frame and he hangs them up.
D. are then shown and the brakes are adjusted to minimize rough materials and dirt.

Reply with exactly one uppercase letter out of A, B, C, or D.
",144
20429.0,Washing face,"The woman swaddles the baby in a white blanket and then begins to apply water soaked cotton balls, from a nearby water filled container, to the baby's eyes and nose and face. the woman",A,"Context:
""The woman swaddles the baby in a white blanket and then begins to apply water soaked cotton balls, from a nearby water filled container, to the baby's eyes and nose and face. the woman""

Which of the following endings best completes the context?

Choices:
A. finishes and talks to the camera again.
B. wipes the baby's eyes, then she uses a cloth to move the contact lens lens cover.
C. wipes the baby with her striped towel then inserts more cotton balls into the baby's eyes.
D. applies several black colored liquid and the baby instantly begins to smile and cry.

Reply with exactly one uppercase letter out of A, B, C, or D.
",154
33786.0,Cleaning windows,"One the window is wet, he takes the razor like stick and drags it up and down getting the water off. after the two top windows",A,"Context:
""One the window is wet, he takes the razor like stick and drags it up and down getting the water off. after the two top windows""

Which of the following endings best completes the context?

Choices:
A. are complete, he leaves the other two untouched and walks away.
B. are clean, he grabs the straightener and begins removing the weeds that are stuck all over the car.
C. , there is a large front garden that has dirt and leaves turning a brown color.
D. he touches the first two windows, the one on top is hand chopped.

Reply with exactly one uppercase letter out of A, B, C, or D.
",145
1265.0,Playing lacrosse,Person is walking inside a house to an open field holding a baseball bat. Perso is walking with a handle stick behind some men running around the field. some papers,B,"Context:
""Person is walking inside a house to an open field holding a baseball bat. Perso is walking with a handle stick behind some men running around the field. some papers""

Which of the following endings best completes the context?

Choices:
A. fell down the field and a still image of the man wearing a black cap is shown.
B. are shown and women selling lacrosse tshirts, in a game, people are gathered around the field.
C. are being folded on top of a table.
D. are pass around in the field.

Reply with exactly one uppercase letter out of A, B, C, or D.
",138
33426.0,Wrapping presents,"On the table, he has wrapping paper, a yard stick, tape and a pencil and moves them to the other side of the box. the box",B,"Context:
""On the table, he has wrapping paper, a yard stick, tape and a pencil and moves them to the other side of the box. the box""

Which of the following endings best completes the context?

Choices:
A. is quite heavy.
B. is then picked up and placed on top of the wrapping paper and the man measures the wrapping paper.
C. is now finished and the voice is heard again.
D. is placed on the table and then the man begins drawing a map on the paper and preparing the pattern he is going over.

Reply with exactly one uppercase letter out of A, B, C, or D.
",140
26730.0,Tennis serve with ball bouncing,A man is standing on an outdoor court that is blue and in slow motion he is shown throwing the tennis ball up in the air. when the tennis ball,B,"Context:
""A man is standing on an outdoor court that is blue and in slow motion he is shown throwing the tennis ball up in the air. when the tennis ball""

Which of the following endings best completes the context?

Choices:
A. lands he grabs the ball, spins around, throws it and gives it back to his opponent.
B. comes down the man hits it very hard with his racket.
C. lands it spins in the air and the person in front of him immediately serves the ball.
D. lands the crowd claps and several people are lined up to receive the ball.

Reply with exactly one uppercase letter out of A, B, C, or D.
",147
45104.0,Mowing the lawn,The man gets up and goes to his mower and creates something on a wheel well and ties it to the mower and the shed door. The man allows the mower to spin around the object and cut the grass. it,A,"Context:
""The man gets up and goes to his mower and creates something on a wheel well and ties it to the mower and the shed door. The man allows the mower to spin around the object and cut the grass. it""

Which of the following endings best completes the context?

Choices:
A. then pulls the object into the shed on the line and the door pulls closed.
B. turns into another woman filling a bucket with dirt and a shovel, as she kicks the dirt with the cleaner.
C. is just the final whack.
D. shows and then the man splits the yard into four parts.

Reply with exactly one uppercase letter out of A, B, C, or D.
",150
29443.0,Doing motocross,Various men and women are shown in different circumstances where they look like they are either in physical or emotional distress. a large group of dirt bike riders,B,"Context:
""Various men and women are shown in different circumstances where they look like they are either in physical or emotional distress. a large group of dirt bike riders""

Which of the following endings best completes the context?

Choices:
A. are shown as they go trick or treats.
B. appear as they are flying over a large dirt hill and one crashes to the ground causing another one beside it to crash.
C. are talking about their experience with a bike doing certain hand tricks.
D. go in a dirt dirt race track in a very sunny day.

Reply with exactly one uppercase letter out of A, B, C, or D.
",139
44159.0,Sumo,"The video shows various clips of sumo wrestlers fighting in a ring while a referee and audience looks on. In the first clip, a much bigger wrestler wrestles a smaller man who ends up winning. the video",B,"Context:
""The video shows various clips of sumo wrestlers fighting in a ring while a referee and audience looks on. In the first clip, a much bigger wrestler wrestles a smaller man who ends up winning. the video""

Which of the following endings best completes the context?

Choices:
A. then shows several of the sumo wrestlers show off all of their victories and perform various win ups.
B. continues with several other clips of wrestlers and how each wrestler wins the round.
C. films back to a replay of the smaller wrestler winning and smiling as he loses.
D. shows clips from the ring in slow motion wounding the larger wrestler repeatedly as he keep on wresting.

Reply with exactly one uppercase letter out of A, B, C, or D.
",162
42399.0,Playing congas,". a man wearing a black shirt that has white words that say "" plays well with self """,C,"Context:
"". a man wearing a black shirt that has white words that say "" plays well with self """"

Which of the following endings best completes the context?

Choices:
A. and under that he lays on his back with his arms open.
B. appear and show off he is playing piano.
C. is sitting in a home and playing on two different bongos that are different in size, design and color.
D. are shown on it followed by several photographs of a sponge layering mud at the bottom of a bucket and a piece of paper that read "" johnson's "", along with a sign out the back and a black screen with the sign "" gandelpark indoor soccer "".

Reply with exactly one uppercase letter out of A, B, C, or D.
",164
46118.0,Preparing salad,A small group of people are seen standing around a kitchen eating food. They speak to one another as a man cooks for them in front and mixes ingredients together. he,A,"Context:
""A small group of people are seen standing around a kitchen eating food. They speak to one another as a man cooks for them in front and mixes ingredients together. he""

Which of the following endings best completes the context?

Choices:
A. continues cooking and speaking to the women and showing off his work in the end.
B. holds up makes and shows how to make proper syrup.
C. stirs the mixture into a bucket and body paint the back while speaking to one another and waving to the camera.
D. speaks and moves the bowl around and bakes all around.

Reply with exactly one uppercase letter out of A, B, C, or D.
",145
45073.0,Wrapping presents,A woman is seen speaking to the camera and leads into her putting several ingredients inside a mason jar. The woman uses tongs to layer items into the jar and then puts a lid on top. the woman,A,"Context:
""A woman is seen speaking to the camera and leads into her putting several ingredients inside a mason jar. The woman uses tongs to layer items into the jar and then puts a lid on top. the woman""

Which of the following endings best completes the context?

Choices:
A. puts a ribbon around the side as well as a label and smiles to the camera.
B. mixes the ingredients from a bowl and finally wraps up the jar and ends by putting it closer to the camera.
C. lifts the jar and pours the contents onto a white cloth while moving her hands to angle the jar to company.
D. then pours the contents into the jar and pours it out into a silver bowl.

Reply with exactly one uppercase letter out of A, B, C, or D.
",168
46727.0,Archery,Team are on a court playing thowing themslves bows. Men are running through the court hiding behind posts. the game,B,"Context:
""Team are on a court playing thowing themslves bows. Men are running through the court hiding behind posts. the game""

Which of the following endings best completes the context?

Choices:
A. gets a wee bit more intense and an old lady comes right to the camera and gives an and the game is over.
B. ends and the team players shake their hands and say goodbye to the camera.
C. is taking a turn and the woman has to jump the other team.
D. continue with a lot of chers running through the court.

Reply with exactly one uppercase letter out of A, B, C, or D.
",142
1038.0,River tubing,A small group of girls are seen walking out onto a lake holding tubes and leads into others riding along in tubes. the people,D,"Context:
""A small group of girls are seen walking out onto a lake holding tubes and leads into others riding along in tubes. the people""

Which of the following endings best completes the context?

Choices:
A. float up and down the water while the camera captures images of the rafts interspersed with cheering.
B. move as the group continue riding on down the river covered with snow while laughing to the camera.
C. run back and fourth on the road while others walk by.
D. continue riding along the river on the tubes and the camera pans around the large group.

Reply with exactly one uppercase letter out of A, B, C, or D.
",142
