ind,activity_label,ctx,answer,final_prompt,len_tk_glm4_9b_base
30391.0,Personal Care and Style,"[header] How to dye your hair with lemon juice [title] Squeeze the juice from three fresh lemons. [step] Cut each lemon in half, then remove the seeds with the tip of the knife. Squeeze each half into a bowl or measuring cup.",B,"Context:
""[header] How to dye your hair with lemon juice [title] Squeeze the juice from three fresh lemons. [step] Cut each lemon in half, then remove the seeds with the tip of the knife. Squeeze each half into a bowl or measuring cup.""

Which of the following endings best completes the context?

Choices:
A. One lemon is good to begin with, as it is thinner and less acidic than the other two lemons. [substeps] It's a good idea to apply the lemon juice to your hair while it's still damp, if you need to add it later.
B. You may need slightly more or less, depending on the length of your hair. [title] Add two parts lemon juice and one part leave-in conditioner to a spray bottle.
C. How many lemons you use depends on how thick you want the dye to be. [substeps] Lemon juice takes longer to dry than non-lemon juice, so you can use as much or as little lemon juice as you'd like.
D. [substeps] Some people might prefer that you use a knife rather than a spoon. This allows you to apply the lemon juice without damaging the delicate roots of your hair, and also adds a nice color to your dyed hair.

Reply with exactly one uppercase letter out of A, B, C, or D.
",280
2800.0,Youth,"[header] How to go into middle school confidently [title] Look presentable! [step] Though it may sound materialistic, your looks give others an impression of you. Clean clothes that have style, but that make you feel comfortable is important. Do not wear clothes you don't like just because others like them.",A,"Context:
""[header] How to go into middle school confidently [title] Look presentable! [step] Though it may sound materialistic, your looks give others an impression of you. Clean clothes that have style, but that make you feel comfortable is important. Do not wear clothes you don't like just because others like them.""

Which of the following endings best completes the context?

Choices:
A. Don't over-dress remember it is still school. [title] Stay on top of your schoolwork.
B. Don't wear things you don't love just because everyone else does. [title] Don't be afraid to have your nose pierced.
C. [substeps] In middle school try to not wearing baggy t-shirts or ratty sweatpants. Wear an oversized sweatshirt, or it is not too awful to put clothes on that have a mind of its own.
D. Avoid anything that makes you feel like a one-size-fits-all person. This means you should also avoid anything that makes you look caked-on, unkempt, messy, or like a little person.

Reply with exactly one uppercase letter out of A, B, C, or D.
",241
33677.0,Family Life,[header] How to teach your child not to hit others [title] Consider normal child development. [step] Babies naturally explore the world through biting and hitting things around them. Hands and teeth are a child's first social tools.,C,"Context:
""[header] How to teach your child not to hit others [title] Consider normal child development. [step] Babies naturally explore the world through biting and hitting things around them. Hands and teeth are a child's first social tools.""

Which of the following endings best completes the context?

Choices:
A. Also, as babies begin to learn to defend themselves against physical attacks and misbehavior, they need to rely on safe behaviors. Make sure that your child watches you and makes signs that they are becoming proficient with biting and hitting.
B. Many kids will have these 3d toys despite their age, but they are probably just a little older and only need to learn a little bit about the world. Always, tell your child this bedtime is only for them.
C. A child learns to use them to explore the things around them as well as the reactions she gets from others when she uses them. [substeps] Biting and hitting is most common between the ages of 18 months and 2 1/2 years, while language is still developing.
D. Children learn how to express their emotions when they don't like a lot of the too-abrupt situations. Children who make rough decisions about the world can benefit from learning how to react to situations as well.

Reply with exactly one uppercase letter out of A, B, C, or D.
",278
26917.0,Health,[header] How to stay organized with a routine [title] Create a spreadsheet with eight columns. [step] The document will represent your schedule for the week. The left column should start with the time that you wake up and end with the time that you go to bed.,C,"Context:
""[header] How to stay organized with a routine [title] Create a spreadsheet with eight columns. [step] The document will represent your schedule for the week. The left column should start with the time that you wake up and end with the time that you go to bed.""

Which of the following endings best completes the context?

Choices:
A. [substeps] Notice if you, or your roommate, wake up first, go to bed late, and sleep in late. If you or your roommate sleep later, create new smaller columns that cover the span of time that your timeline will cover.
B. [substeps] Leave up a blank line after your wake-up and an empty one after. This will make it easier to keep track of where you are so that you can get out of bed quickly each morning.
C. The other columns should be labeled each day of the week. [substeps] For example, if you wake up at 7 am and go to bed at 11 pm then the first row in the left column should read 7 am.
D. The right column should start with the time that you get up. There will be 4 columns: number 1, day 1, hour 2, hour 3, day 7, day 13, day 21.

Reply with exactly one uppercase letter out of A, B, C, or D.
",287
21120.0,Health,"[header] How to decide if genetic counseling is right for you [title] Decide to see a clinical geneticist or a genetic counselor. [step] Genetic counselors are not medical doctors; rather, they hold master of science degrees in genetic counseling. Their services are meant to supplement-not take the place of-the advice of your obstetrician or primary care physician.",D,"Context:
""[header] How to decide if genetic counseling is right for you [title] Decide to see a clinical geneticist or a genetic counselor. [step] Genetic counselors are not medical doctors; rather, they hold master of science degrees in genetic counseling. Their services are meant to supplement-not take the place of-the advice of your obstetrician or primary care physician.""

Which of the following endings best completes the context?

Choices:
A. Unless your family has paperwork or other focus that will help balance your genes, a genetic counselor may be the right choice for you. [substeps] Reputable, reputable health professionals can offer specialist diagnostic tests to report genetic issues and answer urine concerns.
B. [substeps] They help you examine bacteria and make recommendations on a variety of genetic treatments. In addition, they offer aromatherapy services.
C. [substeps] Consider your gpa, general credential, financial background, or overall qualifications. Consider training your intermediate if you are going for a paid license.
D. They offer information and support, not direct medical care. [substeps] If you do see a genetic counselor and he or she identifies specific potential problems, you will likely be referred to a medical geneticist, a medical doctor with advanced training in genetics.

Reply with exactly one uppercase letter out of A, B, C, or D.
",277
29788.0,Home and Garden,"[header] How to use chalk paint on furniture [title] Clean off your furniture. [step] Start wiping down your furniture to remove any dirt and debris. Try wiping down the piece with a clean, slightly damp rag first.",C,"Context:
""[header] How to use chalk paint on furniture [title] Clean off your furniture. [step] Start wiping down your furniture to remove any dirt and debris. Try wiping down the piece with a clean, slightly damp rag first.""

Which of the following endings best completes the context?

Choices:
A. [substeps] You may need to wear a dust mask when applying chalk paint to the furniture. Chalk paint comes in many different colors and textures, so work with a clean rag or cloth.
B. Then, wipe down the foundation, paint, and other items still on or near it. [substeps] Scrub every nook and cranny, too, applying chalk over all areas.
C. Then take a cleaning wipe like lysol or clorox and go back over it. You don't want any dust or grit to get stuck under your coats of paint.
D. Then, rinse your furniture on a low heat setting while it soaks. [substeps] While you can give the furniture a once on a day cleaning with a mild, bleach free cleaner, it can take several weeks before you see the results.

Reply with exactly one uppercase letter out of A, B, C, or D.
",252
8511.0,Computers and Electronics,[header] How to stop your horse from chewing things [title] Determine if your horse is bored. [step] Your horse is likely to chew or crib (grab objects and suck air through them) if he is kept in a stall. This is especially true if you have an energetic horse that is stalled for several days at a time without much to watch or little social interaction.,D,"Context:
""[header] How to stop your horse from chewing things [title] Determine if your horse is bored. [step] Your horse is likely to chew or crib (grab objects and suck air through them) if he is kept in a stall. This is especially true if you have an energetic horse that is stalled for several days at a time without much to watch or little social interaction.""

Which of the following endings best completes the context?

Choices:
A. If your horse is chewing objects, it must be taxonomy, or taxonomy that means he is not biting or tired. [substeps] If your horse is already chewing, then he might have taxonomy.
B. Some breeds won't even stop eating food and chewing. If this is a problem for you, or for your horse, he/she may need to bite on things that might be boring or intimidating.
C. [substeps] If your horse is content eating a full lunch, enjoys a pint of milk, or does not nibble, there is probably some pet negligence. [title] Understand why certain treats that you feed your horse can cause chewing.
D. You may also notice a bored horse : [substeps] Weave or pace kick the sides of the stalls show separation anxiety toss his head become aggressive [title] Give your horse some space. [step] Make sure your horse can spend time in open space, such as a pasture or paddock.

Reply with exactly one uppercase letter out of A, B, C, or D.
",307
49672.0,Education and Communications,"[header] How to study for an online class [title] Choose a study space with reliable internet access. [step] You will probably need to refer to online lectures and notes when you study. Therefore, you will need a study space where your internet access will not be interrupted.",A,"Context:
""[header] How to study for an online class [title] Choose a study space with reliable internet access. [step] You will probably need to refer to online lectures and notes when you study. Therefore, you will need a study space where your internet access will not be interrupted.""

Which of the following endings best completes the context?

Choices:
A. Internet access will be particularly important during things like study sessions for your class. [substeps] You can study at home, if you know you won't distract yourself.
B. Find one that is low-traffic and easy to navigate. Consider : [substeps] A flat, empty room.
C. Select a study room with sufficient windows to let in fresh air, which can improve the quality of your instructor's lectures. Place the laptop near the main computer, or the front desk, so the instructor can see when you come in and out of the room.
D. Make sure the outside is quiet, free of distraction, and at least 75% dark. At least it will help you to study without distractions.

Reply with exactly one uppercase letter out of A, B, C, or D.
",238
14018.0,Sports and Fitness,"[header] How to slide tackle in soccer [title] Run alongside your opponent. [step] The most common time to slide tackle is when you are chasing the ball beside your opponent. You can tackle from the front, or coming toward them as well, but never tackle from the back.",C,"Context:
""[header] How to slide tackle in soccer [title] Run alongside your opponent. [step] The most common time to slide tackle is when you are chasing the ball beside your opponent. You can tackle from the front, or coming toward them as well, but never tackle from the back.""

Which of the following endings best completes the context?

Choices:
A. When you do this, your accuracy will be impaired by your surroundings, making tackling a bit trickier. As long as you are behind a defender and able to spot the ball, you will be able to slide tackle from here on.
B. [title] Insert your hand in front of you. [step] More hands will make it easier for you to see your opponent's hand.
C. Slide tackling from the back is illegal and will earn you a red card. [substeps] If you aren't keeping pace with them and they start to get ahead of you, don't slide tackle as you'll be more likely to get carded for tackling behind.
D. This is the most common position to start. [substeps] If your opponents are approaching from the front, stay in the same position while you try to slide tackle.

Reply with exactly one uppercase letter out of A, B, C, or D.
",264
39286.0,Home and Garden,"[header] How to spot moth damage on a wool area rug [title] Keep them clean. [step] Prevention and cleaning are the best defense against getting a moth infestation. Before storing any wool rugs, blankets, clothing, etc get them cleaned.",C,"Context:
""[header] How to spot moth damage on a wool area rug [title] Keep them clean. [step] Prevention and cleaning are the best defense against getting a moth infestation. Before storing any wool rugs, blankets, clothing, etc get them cleaned.""

Which of the following endings best completes the context?

Choices:
A. This will make sure they stay clean on the ground. If at all possible, get a closet or other container that can be designated to hold them.
B. [title] Shrink good-quality rugs around your home. [step] Removing worn or mismatched rugs will reduce moth damage.
C. Moths cannot survive on clean wool as it does not have the nutrients it needs. [title] If you live in a house, get your air ducts cleaned before using them.
D. Use a mild detergent that is made for cotton, not wool. [title] Place the rug in a soft shoe box.

Reply with exactly one uppercase letter out of A, B, C, or D.
",211
27926.0,Finance and Business,"[header] How to get coupons from walmart's savings catcher program via the walmart for iphone app [title] Enter receipts from store purchases from either walmart's smartphone apps or walmart's online site. [step] This step is critical. Per policy, you have no more than 7 days to enter the receipt for it to be deemed invalid for use.",D,"Context:
""[header] How to get coupons from walmart's savings catcher program via the walmart for iphone app [title] Enter receipts from store purchases from either walmart's smartphone apps or walmart's online site. [step] This step is critical. Per policy, you have no more than 7 days to enter the receipt for it to be deemed invalid for use.""

Which of the following endings best completes the context?

Choices:
A. An employee who copies an entire transaction when they register without a receipt will lose their money. Make sure you enter the receipt every 24 hours.
B. Once you have entered all of the required information, you should receive a receipt. [substeps] In a sales section, for example, there are full denomination coins, nickels, quarters, and nickels on a display.
C. In order to pass this ation, you must enter cash only (up to 3 days total) at your credit card company's store outlet. [title] Enter coupons for cash using an expiration date on your current receipt.
D. [substeps] Make sure that the receipts don't just have walmart-only items on them. Walmart-only items will only be found at walmart and will never be found at any other store, and thereby will never receive any returned results.

Reply with exactly one uppercase letter out of A, B, C, or D.
",280
39814.0,Personal Care and Style,"[header] How to prepare for a settlement conference [title] Decide what you want. [step] Settlement is voluntary, which means no one can force you to accept a settlement you disagree with. However, before going to the conference, you need to know your goals.",B,"Context:
""[header] How to prepare for a settlement conference [title] Decide what you want. [step] Settlement is voluntary, which means no one can force you to accept a settlement you disagree with. However, before going to the conference, you need to know your goals.""

Which of the following endings best completes the context?

Choices:
A. You want to know them at an appropriate time and place. [substeps] You can find settlement conferences in the following ways: look for settlement conferences that do not include the word "" settlement "" in the list of conference participants-the usual "" settlement "" or "" offer "" word from the list of attendees.
B. These will depend on the type of case. [substeps] In a divorce dispute, for example, you'll need to determine child custody, visitation, child support, and spousal maintenance (alimony).
C. If you disagree with the other side, then your agreement could lead to bad treatment. [substeps] You should take into account how much legal costs you are entitled to receive for your settlement.
D. Before going to the conference, talk to your doctor and other healthcare providers about what you want to do, and what their rationale is. [substeps] Often, settlement conferences are for families or people willing to pay for health care.

Reply with exactly one uppercase letter out of A, B, C, or D.
",287
13192.0,Youth,"[header] How to be a goth (10 and older ) [title] Start with the music. [step] Some good starter goth bands are the cure, bauhaus and the sisters of mercy. But listen to whatever music you like, and don't listen to a band just because they're gothic.",D,"Context:
""[header] How to be a goth (10 and older ) [title] Start with the music. [step] Some good starter goth bands are the cure, bauhaus and the sisters of mercy. But listen to whatever music you like, and don't listen to a band just because they're gothic.""

Which of the following endings best completes the context?

Choices:
A. [substeps] To know some new social styles, try looking into goth bands such as the ones in b.s. if you study goth, see if your school offers that.
B. At least wear things like air filters or metal when you're playing them. [substeps] Do goth style events with trend influences or fashion.
C. [title] Spend time with the physical sensations while you're driving and dancing. [step] Come up with new ways to make it cool.
D. [title] Many goths love books, so go to your library and pick out a few. [step] Edgar allan poe's poetry and short stories are a good start.

Reply with exactly one uppercase letter out of A, B, C, or D.
",242
17824.0,Family Life,"[header] How to teach your kids to be frugal [title] Teach children age-appropriate lessons. [step] All kids want an allowance, but in order to teach your children the true value of money, you may want to make them work for it. You can create a basic weekly allowance depending on good behavior and chore completion at an amount that is comfortable for you.",B,"Context:
""[header] How to teach your kids to be frugal [title] Teach children age-appropriate lessons. [step] All kids want an allowance, but in order to teach your children the true value of money, you may want to make them work for it. You can create a basic weekly allowance depending on good behavior and chore completion at an amount that is comfortable for you.""

Which of the following endings best completes the context?

Choices:
A. [substeps] A typical two to three month allowance will suffice for a young child. However, if your child asks for more money than they actually need, you may want to adjust this depending on whether they need to work for extra while their parents are away.
B. Then, create a chart that lists out how much they can earn for doing additional chores, such as washing the car, babysitting younger siblings, or helping with breakfast. [title] Make your kids earn money by completing chores.
C. Children who want to learn to act frumally by paying their social security checks on time are likely to get them an allowance. It is entirely up to you whether or not you desire to teach your children the value of money.
D. [substeps] These allowances limit the costs of your house and help cut costs of household supplies and school supplies. Give your kids free raffles and theatre passes at appropriate times.

Reply with exactly one uppercase letter out of A, B, C, or D.
",299
27987.0,Sports and Fitness,[header] How to get better biceps [title] Do standing barbell curls. [step] This is probably the best exercise for biceps. The standing barbell curl is what most people think of when they think big biceps.,D,"Context:
""[header] How to get better biceps [title] Do standing barbell curls. [step] This is probably the best exercise for biceps. The standing barbell curl is what most people think of when they think big biceps.""

Which of the following endings best completes the context?

Choices:
A. Aim to do them at between 100-200 push-ups, giving your biceps about 40% strength as opposed to over 200 in a set number of sets. [substeps] Start with the standing barbell and raise your arm up until it just touches the ceiling.
B. Pay attention to your lower body while you're doing it and focus the curls to your biceps. [substeps] Standing up straight is easier for you for it.
C. [substeps] Start by doing chest presses at 12-15 reps. It is better to do stand barbell curls that are at least 1 arm width apart.
D. With the standard variation, you place your hands shoulder-width apart on the barbell, start with your elbows fully extended, and curl your arms upward to bring the barbell up to your chest. [substeps] Keep your elbows fixed and back straight for proper form.

Reply with exactly one uppercase letter out of A, B, C, or D.
",270
8255.0,Computers and Electronics,"[header] How to make aol instant messenger icons [title] Open a photo editing program (for example : [step] Photoshop, gimp, corel, paint, etc. ) [title] Copy and paste any images you want to include in the icon onto the file. [title] Type in text or put in a background, into a layout you like.",A,"Context:
""[header] How to make aol instant messenger icons [title] Open a photo editing program (for example : [step] Photoshop, gimp, corel, paint, etc. ) [title] Copy and paste any images you want to include in the icon onto the file. [title] Type in text or put in a background, into a layout you like.""

Which of the following endings best completes the context?

Choices:
A. [title] Make a few designs with a brush, for example, little hearts or something, anything that suits your style. [title] Make sure you save the file, and that you can access it easily.
B. [step] Then paste it (remember not to move). If you don't have a background, make a simple background by layering a pillow or a sheet of newspaper on top of the background.
C. [title] Copy and paste the text or put in a background and add the shape you like. [title] Customize the background and stick it on if you would like.
D. [step] ( i will edit later ) [title] Copy the background images and erase any unnecessary lines. [title] Press ctrl + f on your keyboard to paste them.

Reply with exactly one uppercase letter out of A, B, C, or D.
",271
23742.0,Computers and Electronics,"[header] How to get blood out of sheets [title] Rinse the stain out from behind using cold water as soon as possible. [step] Take the bed sheet off the mattress first, then rinse the stain out using cold water. Do not use hot water, as this will set the stain.",C,"Context:
""[header] How to get blood out of sheets [title] Rinse the stain out from behind using cold water as soon as possible. [step] Take the bed sheet off the mattress first, then rinse the stain out using cold water. Do not use hot water, as this will set the stain.""

Which of the following endings best completes the context?

Choices:
A. [substeps] Try to rinse the stain out without any moisture in your sheets. Avoid using cold water on silk sheets or towels.
B. [substeps] If you notice any bleeding around the bed sheet, stop rinsing immediately. [title] Rub the stain out with an old cloth.
C. Follow this step with any of the stain-removal treatments listed below. [title] Treat heavy stains with hydrogen peroxide.
D. Once you are finished, dry the area with a clean towel. [title] Open windows in your bedroom to increase air flow.

Reply with exactly one uppercase letter out of A, B, C, or D.
",213
9879.0,Youth,[header] How to make a photo calendar with snapfish [title] Go on a photo sharing website such as snapfish and create an account. [step] You will need an account if you wish to upload photos and purchase products. [title] Upload pictures to your photo sharing website.,B,"Context:
""[header] How to make a photo calendar with snapfish [title] Go on a photo sharing website such as snapfish and create an account. [step] You will need an account if you wish to upload photos and purchase products. [title] Upload pictures to your photo sharing website.""

Which of the following endings best completes the context?

Choices:
A. [step] You should upload your pictures based on an image you have found on the internet. [substeps] The simplest way to create a photo calendar app is to download a photo of yourself! Either android or tablets will work.
B. [step] There should be a button that says upload once you have logged into your account. Choose pictures that you want to upload to make your calendar.
C. [step] Include your own significant other's name, birthdate and favorite text. [title] Consider including images (such as an avatar) as well as your other details on the photo when you upload your pictures.
D. [step] Upload any photos that you want using photo sharing. [title] Send your "" snaps "" to people you know on your social networking platforms.

Reply with exactly one uppercase letter out of A, B, C, or D.
",253
13271.0,Finance and Business,[header] How to find real estate auctions [title] Find listings in your newspaper. [step] Your paper should publish legal notices notifying the public of upcoming auctions. Check the back pages of your local newspaper.,A,"Context:
""[header] How to find real estate auctions [title] Find listings in your newspaper. [step] Your paper should publish legal notices notifying the public of upcoming auctions. Check the back pages of your local newspaper.""

Which of the following endings best completes the context?

Choices:
A. [substeps] Also write down the names of the auction companies. You can then visit their websites to find out about upcoming auctions.
B. Most newspaper listings contain customer reviews and a description of each auction. [title] Look at local listings at reasonable prices.
C. The national association of real estate associations (naacp) can also provide this information, as well as the seller's address and telephone number. [substeps] If possible, find listings online, preferably in an online database.
D. This will let you know if a potential auction is "" going on "" or "" landing. "" usually, newspapers will have this information.

Reply with exactly one uppercase letter out of A, B, C, or D.
",208
5044.0,Health,"[header] How to use a squat toilet [title] Decide what to do with your pants. [step] Before you can sit down, squat, and make use of the squat toilet you will need to deal with your clothes first. Similar to using a western toilet, you have to get your clothes out of the way before you can get to business.",B,"Context:
""[header] How to use a squat toilet [title] Decide what to do with your pants. [step] Before you can sit down, squat, and make use of the squat toilet you will need to deal with your clothes first. Similar to using a western toilet, you have to get your clothes out of the way before you can get to business.""

Which of the following endings best completes the context?

Choices:
A. [substeps] Though squat toilet situations are typically business related, you can consider folding your other clothing in order to see what works and doesn't work. In a western toilet, folding your pants at the knees means that they are open.
B. However, squat toilets can be difficult for a beginner who is still wearing their pants. [substeps] If you are new to squat toilets, it can be a good idea to fully remove your pants and underwear.
C. Ideally, you will ask a friend to help you grab your pants if they are in the way. This way, you aren't wasting some time if you happen to need to go the bathroom and to take your clothes inside.
D. If you are in a hurry you will have to move back and forth between standing and sitting to get in there, with your clothes on and your pants on. [title] Make sure you've got the necessary supplies.

Reply with exactly one uppercase letter out of A, B, C, or D.
",293
29103.0,Food and Entertaining,[header] How to start a home staging business [title] Create a business name. [step] You can come up with something unique to your concept or just use your personal name. [substeps] If you use a concept name then keep it relevant to your industry.,B,"Context:
""[header] How to start a home staging business [title] Create a business name. [step] You can come up with something unique to your concept or just use your personal name. [substeps] If you use a concept name then keep it relevant to your industry.""

Which of the following endings best completes the context?

Choices:
A. For example, you might call that "" a "" or "" an "" name or "" come-of-me-all "", otherwise name your business after that. You could say, "" this entity will happen to run at every stage of operations in your agency.
B. You want a name connected to the ideas of home and design. Whatever name you choose will need to be heavily publicized in real estate offices, among builders, art shops, mortgage brokers, and anyone else who might use your services.
C. For example, if you are targeting a few places in your area then you might use an existing start name. A name like "" walmart "" would be suitable.
D. Examples of ideas: "" arena magic "", "" music production company "" and "" movie theater "". Get yourself familiar with the business names before taking the opportunity to "" create one "" or "" build on it "" and establish a corporate name for yourself.

Reply with exactly one uppercase letter out of A, B, C, or D.
",273
46903.0,Pets and Animals,"[header] How to recognize signs of hip dysplasia in dogs [title] Watch your dog as he moves around and see if he' bunny hops'. [step] Dogs that have painful hips take shortened steps and tend to hold their rear legs farther forward under their bellies. This can lead to' bunny hopping', which means your dog is holding his back legs together and hopping rather than running in long strides like normal.",A,"Context:
""[header] How to recognize signs of hip dysplasia in dogs [title] Watch your dog as he moves around and see if he' bunny hops'. [step] Dogs that have painful hips take shortened steps and tend to hold their rear legs farther forward under their bellies. This can lead to' bunny hopping', which means your dog is holding his back legs together and hopping rather than running in long strides like normal.""

Which of the following endings best completes the context?

Choices:
A. Watch your dog to see if he : [substeps] Swivels his hips a lot when he walks. Holds his back legs together so that when he walks his back legs hop in a bunny-like fashion.
B. [title] Don't be alarmed if your dog tends to arch his back. [step] There are small breeds such as golden retrievers that are known for having hip dysplasia.
C. [substeps] This is called the "" bunny hop "" or' bunny crossing "". If your dog will not run in this way, he is most likely having trouble with hip dysplasia.
D. [title] Notice if your dog has a sitting posture. [step] Your dog will sit down in a squatting position to see what is up and coming.

Reply with exactly one uppercase letter out of A, B, C, or D.
",280
27690.0,Education and Communications,"[header] How to write non stereotypical characters [title] Make a list of your favorite characters. [step] For each one, write down basic demographic details (age, gender, physical appearance). Then ask yourself, what makes each of these characters unique? How do each of these characters stand out? Use this list to inspire your writing.",D,"Context:
""[header] How to write non stereotypical characters [title] Make a list of your favorite characters. [step] For each one, write down basic demographic details (age, gender, physical appearance). Then ask yourself, what makes each of these characters unique? How do each of these characters stand out? Use this list to inspire your writing.""

Which of the following endings best completes the context?

Choices:
A. [substeps] The easiest way to start is to see the basic outline of your character. This will help you figure out what types of characteristics your character seems to carry.
B. [substeps] Ex: johnny cash, weekend girl, guy in costume, first cousin, guy in pet shop. [title] Think about how to name each character.
C. [substeps] For example, if you have a character who goes quietly into a room when he or she eats, have your character do that. Next, use that habit to give your character a fictional name.
D. [substeps] Walter white in breaking bad, for example, is a white, male, middle aged school teacher, but he also becomes a ruthless drug lord. These qualities shape walter white and all of the decisions (and emotional reactions) he makes.

Reply with exactly one uppercase letter out of A, B, C, or D.
",277
11038.0,Cheerleading,Several shots are shown of close ups of cheerleaders leading into clips of them performing tricks and flips with one another. the video,A,"Context:
""Several shots are shown of close ups of cheerleaders leading into clips of them performing tricks and flips with one another. the video""

Which of the following endings best completes the context?

Choices:
A. continues with many shots of the cheerleaders performing together in slow motion and doing tricks with one another.
B. continues on showing the girls performing flips and tricks around a circle with one another while a busy woman watches on the side.
C. continues until it shows a closeup of a person flying a kite and another hanging on the side and doing tricks with the kite.
D. ends with several clips of the girls performing tricks in front of a room of judges before fading to more shots of people raising flags or having a great time.

Reply with exactly one uppercase letter out of A, B, C, or D.
",169
15015.0,Health,"[header] How to make a liver cleanse [title] Understand the benefits of this cleanse. [step] This 24 hour detox is designed to remove toxins from the liver and flush gallstones from the gall bladder. [substeps] It has helped people alleviate and cure problems such as chronic acne, yeast infection and symptoms associated with leaky gut.",C,"Context:
""[header] How to make a liver cleanse [title] Understand the benefits of this cleanse. [step] This 24 hour detox is designed to remove toxins from the liver and flush gallstones from the gall bladder. [substeps] It has helped people alleviate and cure problems such as chronic acne, yeast infection and symptoms associated with leaky gut.""

Which of the following endings best completes the context?

Choices:
A. It is a very effective treatment against urinary tract infections and sickle cell anemia. [title] Know the risks of a liver cleanse.
B. Many studies have indicated that eating for 25 minutes before the detox has been proven to be effective for preventing various digestive problems. [title] Join a successful liver cleanse program.
C. To perform this cleanse, all you'll need is epsom salts, extra virgin olive oil and one large grapefruit. [title] Prepare your body for the cleanse.
D. The full benefits of the cleanse are: the liver is free of diseases like cancer and viruses, and it's healthy for the body to move calories and fats throughout the gallbladder. [title] Understand the dangers of drinking alcohol or other personal beverages before and during this detox.

Reply with exactly one uppercase letter out of A, B, C, or D.
",265
9775.0,Health,[header] How to choose acidophilus [title] Talk to your doctor about taking acidophilus. [step] Your doctor will instruct you on how much of the supplement you need. Acidophilus is measured in cfus (colony-forming units) and typically comes in 2 billion cfus per gram.,C,"Context:
""[header] How to choose acidophilus [title] Talk to your doctor about taking acidophilus. [step] Your doctor will instruct you on how much of the supplement you need. Acidophilus is measured in cfus (colony-forming units) and typically comes in 2 billion cfus per gram.""

Which of the following endings best completes the context?

Choices:
A. It can be taken in tablet or capsule form, or taken oral. [substeps] Supplements advertised as acidophilus can contain lactobacillus (rogen-oxidase-containing carbohydrates), that are known for their antioxidants.
B. 100 cfus should be equivalent to about 1-2.2 grams per kilogram. [substeps] The most widely available acidophilus is dendosa.
C. A typical recommendation for dosage is 1 to 2 billion cfus daily. Children's dosages are based on weight and age of the child.
D. Generally, you'll take the supplement at 5 g for a total of 12 , 500 dl or less. [substeps] People that are sick or ill often are less likely to do acidophilus as a supplement, as it's not digested.

Reply with exactly one uppercase letter out of A, B, C, or D.
",271
49975.0,Home and Garden,"[header] How to neutralize dog urine odors [title] Run a wet and dry vacuum cleaner over the affected spot. [step] Using the vacuum, suction all of the urine from the carpet or flooring. Doing this will help to prevent the urine from getting absorbed into the carpet or flooring's deeper layers.",C,"Context:
""[header] How to neutralize dog urine odors [title] Run a wet and dry vacuum cleaner over the affected spot. [step] Using the vacuum, suction all of the urine from the carpet or flooring. Doing this will help to prevent the urine from getting absorbed into the carpet or flooring's deeper layers.""

Which of the following endings best completes the context?

Choices:
A. Let the wet and dry vacuum run over the fibers of the carpet in large sections. [substeps] Make sure to suction only the stained portion, and not the carpet itself.
B. This residue also helps to break up any dried mucus and other buildup. [substeps] Contact your vet and ask if you should use one of these vacuum cleaners.
C. Urine that has been absorbed into the deeper layer will create an odor that will be very hard to get rid of. [substeps] If you do not have a vacuum cleaner, lay several sheets of newspaper or paper towels down on the spot.
D. [substeps] Alternatively, you may do a quiet "" rinse "" cycle, in which you run a cold and wet vacuum along one whole wall of the treated area. Vacuum over the stain as closely as possible using the hose, and rinse it away with warm water.

Reply with exactly one uppercase letter out of A, B, C, or D.
",279
21962.0,Uncategorized,[header] How to grow your fingernails [title] Wash your hands with a gentle soap. [step] Using a harsh soap may make your nails brittle. [title] Pat your hands using a towel.,D,"Context:
""[header] How to grow your fingernails [title] Wash your hands with a gentle soap. [step] Using a harsh soap may make your nails brittle. [title] Pat your hands using a towel.""

Which of the following endings best completes the context?

Choices:
A. [step] [title] You could also rub baking soda to make them into little balls and then brown them if necessary. [step] This is not necessary for your nails, but could make them grow.
B. [step] This will hold off the growing process. [title] Gently arrange your cuticles in order.
C. [step] Give each hand a chance to dry before moving onto your next step. [title] Take a fine-bristled brush or a soft cloth.
D. [title] Fill a plastic bowl with enough white vinegar to cover your nails. [title] Soak your nails (one hand at a time) in the vinegar for 4-5 minutes, while your other hand holds the bowl steady.

Reply with exactly one uppercase letter out of A, B, C, or D.
",231
35771.0,Snatch,"The man in white shirt lifted the barbel, paused on his chest and let go. the man in green shirt",D,"Context:
""The man in white shirt lifted the barbel, paused on his chest and let go. the man in green shirt""

Which of the following endings best completes the context?

Choices:
A. was side to side shot, then he accepted the barbel and back handed it behind his back and threw the barbel.
B. fell on the field.
C. raised his barbel and rafter that barbel, the man in blue shirt almost threw it, the man in orange shirt followed him and threw the barbel again, and rafter jumped, raised his barbel, threw again and took off the barbel, the man shoved the barbel as far as his shoulder and throw it in the straight field of grass that's around.
D. lifted the barbel and put it down and then try again.

Reply with exactly one uppercase letter out of A, B, C, or D.
",185
