ind,activity_label,ctx,answer,final_prompt,len_tk_gemma2_9b_it
31155.0,Baking cookies,The oven peeps and she prepares a pan with cookie dough. She puts the dough into the oven and presses bake options. after several minutes,D,"Context:
""The oven peeps and she prepares a pan with cookie dough. She puts the dough into the oven and presses bake options. after several minutes""

Which of the following endings best completes the context?

Choices:
A. of baking, she steps out in front of the oven.
B. , she manages to bake it and makes the grill ready.
C. , the cake is combined in a pan.
D. she takes out the pan and spread the cookies out.

Reply with exactly one uppercase letter out of A, B, C, or D.
",122
3454.0,Using parallel bars,A man standing nearby pulls the spring board out of the way. Several judges sit at a table in front of the bleachers watching. the young man,D,"Context:
""A man standing nearby pulls the spring board out of the way. Several judges sit at a table in front of the bleachers watching. the young man""

Which of the following endings best completes the context?

Choices:
A. is alone in the football field.
B. in red rides the spring board out of the park.
C. lifts the spring board to his chest and prepares to pull it up across the field.
D. completes his parallel bar routine.

Reply with exactly one uppercase letter out of A, B, C, or D.
",122
17446.0,Using the rowing machine,A woman pulls on a rowing machine in a gym while others exercise or walk by in the background. The woman pulls on the machine a second time. the woman,B,"Context:
""A woman pulls on a rowing machine in a gym while others exercise or walk by in the background. The woman pulls on the machine a second time. the woman""

Which of the following endings best completes the context?

Choices:
A. in white is standing at a desk talking.
B. pulls on the machine a third time.
C. pulls on the machine two after the second time and continues exercising on the machine.
D. puts the machine together and talks.

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
44198.0,Using uneven bars,A man wearing a coach shirt is standing while a female gymnast turns flips on a beam. he,D,"Context:
""A man wearing a coach shirt is standing while a female gymnast turns flips on a beam. he""

Which of the following endings best completes the context?

Choices:
A. does a hand stand while she flips, then she dismounts.
B. does the splits on the air mat.
C. stands on the beam and lifts to the center of the beam with his hands as she flips.
D. spots her as she flips and dismounts before sitting down.

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
46056.0,Mooping floor,A documentary discussing the mopping bucket and mopping procedures. the documentary,B,"Context:
""A documentary discussing the mopping bucket and mopping procedures. the documentary""

Which of the following endings best completes the context?

Choices:
A. runs into clips of kids at home that work out.
B. shows the mopping process with a mop and bucket.
C. shows several items that help in cleaning a shoe.
D. shows the players in a female sponge bath story who attacked a person near the mop bucket and is mopping the floor behind the bucket.

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
2211.0,Putting in contact lenses,The boy holds open his eyelids and places in a contact lens. the man,D,"Context:
""The boy holds open his eyelids and places in a contact lens. the man""

Which of the following endings best completes the context?

Choices:
A. puts a ring into the third eye.
B. takes out the contact lens with his thumb and brushes he lens with his finger.
C. opens the eye and place in a contact lens before putting it on the boy's finger.
D. tilts back his head and closes his eyes to adjust the contact lens.

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
32683.0,Mixing drinks,A woman bartender is standing behind a bar. An empty glass is in front of her as she talks. she,D,"Context:
""A woman bartender is standing behind a bar. An empty glass is in front of her as she talks. she""

Which of the following endings best completes the context?

Choices:
A. is then shown flirting with different men in a bar.
B. is shown who and what she is talking about.
C. seconds out polishing a glass with a rag, and pours lime, red and white liquors into the glass.
D. adds ice to the glass with a scoop.

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
49274.0,Wakeboarding,"Water is beating against the shore as a truck appears, backing up into the waves. a boat",D,"Context:
""Water is beating against the shore as a truck appears, backing up into the waves. a boat""

Which of the following endings best completes the context?

Choices:
A. is swinging in the air nearby.
B. rides wiping sand from the front of the boat.
C. comes to a stop, middle aged man jump out, take off his shoes, and begins running through a forest of trees.
D. is attached, and a man directs his movements.

Reply with exactly one uppercase letter out of A, B, C, or D.
",122
29206.0,Cheerleading,A city street is shown with cars driving down the street. A group full of girls are perform practice cheers in a room. a woman,C,"Context:
""A city street is shown with cars driving down the street. A group full of girls are perform practice cheers in a room. a woman""

Which of the following endings best completes the context?

Choices:
A. leaves the room taking her scarf from her mouth.
B. is seen sitting at a hook dancing.
C. who is the coach talks with the camera, as do some of the dance mothers.
D. is seen standing on a platform inside a room.

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
6157.0,Rock-paper-scissors,A woman gives the word for rock in korean. A woman gives the name for paper in korean. a woman,B,"Context:
""A woman gives the word for rock in korean. A woman gives the name for paper in korean. a woman""

Which of the following endings best completes the context?

Choices:
A. gives a google map with three parallel lines down the bottom, with a yellow screen on the left, in japanese.
B. gives the name for scissors in korean.
C. comes onto the screen and starts pulling out papers and referencing hardware.
D. smooths up asian skin.

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
42090.0,Bullfighting,The rodeo clowns distract the bull as the rider gets to safety. A clown gets hurt and goes for treatment from a pretty lady. a group of men on horses,C,"Context:
""The rodeo clowns distract the bull as the rider gets to safety. A clown gets hurt and goes for treatment from a pretty lady. a group of men on horses""

Which of the following endings best completes the context?

Choices:
A. kill the bull while other riders watch.
B. are during the rodeo trying to reach the bull.
C. talk and as they ride away, the clown restarts his job in the ring.
D. take action against two clowns.

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
22214.0,BMX,We see a blue intro screen. We see kids riding dirt bikes. We see another title screen and the intermediate riders are seen. we,C,"Context:
""We see a blue intro screen. We see kids riding dirt bikes. We see another title screen and the intermediate riders are seen. we""

Which of the following endings best completes the context?

Choices:
A. see a man talk to the camera as a dj plays music.
B. see the title screen again but it's still dark.
C. see the screen go blue again and we see the experts.
D. see the kids riding dune bikes.

Reply with exactly one uppercase letter out of A, B, C, or D.
",122
32338.0,Hanging wallpaper,"A man rolls out a sheet of wallpaper from a tube, then a large photo. he",A,"Context:
""A man rolls out a sheet of wallpaper from a tube, then a large photo. he""

Which of the following endings best completes the context?

Choices:
A. applies the sheet and photos to the wall, creating a real life photography mural.
B. then cuts the wallpaper and fortints it and smooths it out.
C. uses an iron to iron ironed wallpaper.
D. then rolls out a sheet of tatty paper and lays it on the floor.

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
16927.0,Getting a piercing,A man is seen speaking to a woman sitting down. The man makes a mark on her lip then pierces her lip. he,A,"Context:
""A man is seen speaking to a woman sitting down. The man makes a mark on her lip then pierces her lip. he""

Which of the following endings best completes the context?

Choices:
A. holds up a mirror and the two smile with each other.
B. pushes the knife through the piece of her lip.
C. then pierces his own.
D. then lights a match and marks his finger into the injury on the girl's lip.

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
42715.0,Wrapping presents,A man is seen speaking to the camera while putting a box around some paper. he,D,"Context:
""A man is seen speaking to the camera while putting a box around some paper. he""

Which of the following endings best completes the context?

Choices:
A. pulls out a container of ho shing and begins rubbing the paper all around.
B. then holds a yellow pan up to light it on fire.
C. takes paint tools and begins wiping down the shelf of a box.
D. wraps the box in paper while using scissors to cut around the sides.

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
5550.0,Tai chi,An introduction comes onto the screen for a trailer about a martial arts movie. The trailer is then played showing several martial arts battles and other captions on the screen. the video,B,"Context:
""An introduction comes onto the screen for a trailer about a martial arts movie. The trailer is then played showing several martial arts battles and other captions on the screen. the video""

Which of the following endings best completes the context?

Choices:
A. ends with an item being shown on the screen briefly.
B. ends with the closing captions and graphics shown on the screen.
C. returns to the crowd clapping.
D. ends with the closing credits shown at the end.

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
14073.0,Shoveling snow,A small car is covered in a thick layer of snow. A man appears with a sweeper. he,A,"Context:
""A small car is covered in a thick layer of snow. A man appears with a sweeper. he""

Which of the following endings best completes the context?

Choices:
A. uses it to rake all the snow off the vehicle.
B. is then seen vacuuming the exterior of a car.
C. starts to wipe the snow onto the car while the camera captures it.
D. turns the car on, blowing the snow off the cars with the tool.

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
11652.0,Cutting the grass,A man walks up to the side of a cabin. He uses a large knife to cut through the grass. he,D,"Context:
""A man walks up to the side of a cabin. He uses a large knife to cut through the grass. he""

Which of the following endings best completes the context?

Choices:
A. places a cloth on a branch as he cuts.
B. grabs a bag and kneels on the floor pointing to two pieces of wood.
C. pulls up the tree off the ground before cutting it.
D. swings the knife back and forth, cutting the grass and weeds.

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
9046.0,Playing bagpipes,A boy is standing in a residence and is playing the bagpipe. when he,B,"Context:
""A boy is standing in a residence and is playing the bagpipe. when he""

Which of the following endings best completes the context?

Choices:
A. is done, he hands it over to the man who picks it up very graciously and dances.
B. 's finished he pulls the instrument from his mouth.
C. is done playing he gets down and walks away.
D. finishes his tune, a young boy walks into view wearing a green baseball cap.

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
34507.0,Ballet,The lady lifts her leg up behind her and moves it to the front and rests it on her leg. the lady,D,"Context:
""The lady lifts her leg up behind her and moves it to the front and rests it on her leg. the lady""

Which of the following endings best completes the context?

Choices:
A. demonstrates the stance to properly do crunches and belly dancing steps.
B. lifts her other leg in front of her and then the two begin to play the game of table tennis.
C. stance her leg forward.
D. stands in front of the camera facing the mirror.

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
30694.0,Playing pool,A close up of a pool table is shown followed by a person walking around the sides. the person,A,"Context:
""A close up of a pool table is shown followed by a person walking around the sides. the person""

Which of the following endings best completes the context?

Choices:
A. then hits a pool ball continuously around the table.
B. throws the ball around the table and performs several back and fourth throws in slow motion.
C. moves the pool stick back and fourth and then drains the pool.
D. then hits the ball back and fourth with the stick.

Reply with exactly one uppercase letter out of A, B, C, or D.
",122
7724.0,Doing karate,A teen boy talks in a public place while remember his martial arts competition. the teen boy,D,"Context:
""A teen boy talks in a public place while remember his martial arts competition. the teen boy""

Which of the following endings best completes the context?

Choices:
A. then plays in a large trash can while children are walking past, and the teen describes his experience.
B. fetches a kickball and throws it at a goal.
C. fails once and kicks the male's leg.
D. competes karate with other boy while a person film him.

Reply with exactly one uppercase letter out of A, B, C, or D.
",122
29064.0,Building sandcastles,A yellow helicopter is flying in a clear blue sky over the beach. a small toddler,C,"Context:
""A yellow helicopter is flying in a clear blue sky over the beach. a small toddler""

Which of the following endings best completes the context?

Choices:
A. in pink and red slacks is holding a small cup of water.
B. is jumping off of a red diving board into the water.
C. then appears in the dirt playing with his shovel and bucket making a circle of sand castles.
D. rides the helicopter with it as it flies over sand dunes.

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
28647.0,Baking cookies,The dry ingredients are added to a bowl with blended wet ingredients. The cookie dough is placed in a pan and set into an oven. the baked cookies,C,"Context:
""The dry ingredients are added to a bowl with blended wet ingredients. The cookie dough is placed in a pan and set into an oven. the baked cookies""

Which of the following endings best completes the context?

Choices:
A. are divided into two sections, one to melt and the other to bake.
B. are heated in a pan and served in a plate.
C. are removed from the oven.
D. are then put in the oven for baking.

Reply with exactly one uppercase letter out of A, B, C, or D.
",122
29781.0,Playing guitarra,A man is sitting on a chair in front of a store playing a guitar like a drum while people is walking in front of him . a couple,D,"Context:
""A man is sitting on a chair in front of a store playing a guitar like a drum while people is walking in front of him . a couple""

Which of the following endings best completes the context?

Choices:
A. of people in an office are sitting behind their desk doing crossword puzzles.
B. of fans are in the background, holding banner.
C. is playing copernicine on a stage.
D. are talking in front of the store and drinking water.

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
6682.0,Long jump,Man is standing in a race track running and making a long jump and the video shows a repetition. Man is smiling and fells in the track of happiness. men,C,"Context:
""Man is standing in a race track running and making a long jump and the video shows a repetition. Man is smiling and fells in the track of happiness. men""

Which of the following endings best completes the context?

Choices:
A. are running and making jumps in a race track airport.
B. wearing red t shirts are chasing the boy.
C. are sitting on white chairs next to a racetrack.
D. performs a long jump in blue desert.

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
42525.0,Chopping wood,A man in a white shirt is chopping a piece of wood with an ax. he,B,"Context:
""A man in a white shirt is chopping a piece of wood with an ax. he""

Which of the following endings best completes the context?

Choices:
A. takes a five-year ax and continues chopping the wood.
B. swings at the wood and misses and hits the ground.
C. moves the ax cord away from the log and then places it back over the log.
D. holds up a piece of wood and starts sweeping it onto the floor.

Reply with exactly one uppercase letter out of A, B, C, or D.
",122
32322.0,Rope skipping,She puts the rope under her feet and starts demonstrating a little bit. She begins to jump rope going very quickly. she,C,"Context:
""She puts the rope under her feet and starts demonstrating a little bit. She begins to jump rope going very quickly. she""

Which of the following endings best completes the context?

Choices:
A. begins jumping and doing a lot of flips on the rope as well as in the air.
B. then stops and starts looking to the ground.
C. stops and continue to talk more before starting to jump again.
D. jumps on the rope one more time.

Reply with exactly one uppercase letter out of A, B, C, or D.
",122
37001.0,Arm wrestling,The man and the boy arm wrestle as the boy grimaces. The man lets the boy win and jumps up pretending to be upset. the referee,B,"Context:
""The man and the boy arm wrestle as the boy grimaces. The man lets the boy win and jumps up pretending to be upset. the referee""

Which of the following endings best completes the context?

Choices:
A. stands up from his chair and walks away.
B. holds the boys hand in the air and a man hands the boy a sucker.
C. goes over to try and calm the boy down.
D. tapes up the ground between the two competitors.

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
32417.0,Using parallel bars,The gymnast dismounts from the double bars and lands on the mat. A female gymnasts sits in a chair and waits for her turn. the female gymnasts,C,"Context:
""The gymnast dismounts from the double bars and lands on the mat. A female gymnasts sits in a chair and waits for her turn. the female gymnasts""

Which of the following endings best completes the context?

Choices:
A. dismounts from the parallel bars.
B. jumps down from the bars and does shoulder stands.
C. stretches out her arms before the routine.
D. stands and prepares to dismount from the double bars.

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
39505.0,Ironing clothes,"The boy plants his face into the pan of food. The boy eats more, then covers the pan of food with foil, and take it away. the boy",D,"Context:
""The boy plants his face into the pan of food. The boy eats more, then covers the pan of food with foil, and take it away. the boy""

Which of the following endings best completes the context?

Choices:
A. pats the pan and stands up.
B. throws a piece of paper into the pans.
C. asks to speak, but the grown up raises him and walks him to the sofa.
D. returns and captures his pie face.

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
9218.0,Playing drums,More still shots of the older man and a video of the older man playing drums are shown. the two men,C,"Context:
""More still shots of the older man and a video of the older man playing drums are shown. the two men""

Which of the following endings best completes the context?

Choices:
A. continue playing together, moving backwards and forwards until the video ends.
B. continue playing together and end with one hanging his head in the end.
C. shake hands, sit down and talk.
D. continue to play playing, the older man tired and the younger man continues playing.

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
5339.0,Archery,The man speaks to her and puts bowing equipment on the woman and holds out the bow for her. he,C,"Context:
""The man speaks to her and puts bowing equipment on the woman and holds out the bow for her. he""

Which of the following endings best completes the context?

Choices:
A. then plays a saxophone and ties the bow.
B. takes his bow and shoots it and she falls onto the ground.
C. teaches her how to properly hold the bow and the woman takes several turns shooting the bow and arrow.
D. walks into a house and introduces a woman.

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
12165.0,Waterskiing,She goes back and forth and side to side in slow motion. The friends look back to see how she is doing. a young man,D,"Context:
""She goes back and forth and side to side in slow motion. The friends look back to see how she is doing. a young man""

Which of the following endings best completes the context?

Choices:
A. and his buddies run down a hallway.
B. is then shown in a closet talking to a camera.
C. rides the lawn mower through the branches of the wild flowers.
D. is shown skiing on the water and is doing a great job.

Reply with exactly one uppercase letter out of A, B, C, or D.
",122
27975.0,Mixing drinks,A bartender adds lime syrup into a glass. He adds fresh lime juice and some orange flower water into the glass. he,A,"Context:
""A bartender adds lime syrup into a glass. He adds fresh lime juice and some orange flower water into the glass. he""

Which of the following endings best completes the context?

Choices:
A. adds soda to the glass and hands it to the customer.
B. dithers while he tops off the glass.
C. stirs the drink with a glass glass spoon.
D. then stirs the water and uses a spoon to drip some of the drink into the glass.

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
10737.0,Putting on makeup,A little girl is sitting on a bed with her eyes closed. A woman kneels down and puts eye liner on the girl. the girl,C,"Context:
""A little girl is sitting on a bed with her eyes closed. A woman kneels down and puts eye liner on the girl. the girl""

Which of the following endings best completes the context?

Choices:
A. has a blindfold put on the girl.
B. closes her eyes and puts the eye liner into her eye at the same time.
C. opens her eye and smiles.
D. then puts mascara on her eyelids and has her eyelashes shaped underneath.

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
32034.0,Tai chi,A martial arts artists performs slow moves with her arms and legs simultaneously. a man,B,"Context:
""A martial arts artists performs slow moves with her arms and legs simultaneously. a man""

Which of the following endings best completes the context?

Choices:
A. joins in making her dance until she stands in unison to show her pose and show martial arts moves.
B. speaks to the camera after the woman finishes her martial arts routine.
C. stands by watching and recording her.
D. is then seen kneeling on the ground while singing with a large group of people.

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
38541.0,Bathing dog,A dog is seen sitting in a tub with two women are kneeling above him. He then begins washing a dog and spraying water all over the dog. one woman,C,"Context:
""A dog is seen sitting in a tub with two women are kneeling above him. He then begins washing a dog and spraying water all over the dog. one woman""

Which of the following endings best completes the context?

Choices:
A. then scrubs the dogs tongue and hands.
B. is washing the dog with water from a bag and a hose.
C. then scrubs the dog around with the water.
D. throws him in the pool while the dog swims around.

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
37233.0,Preparing salad,A woman at an outdoor stand is cutting up some conch fish on the cutting board. she,A,"Context:
""A woman at an outdoor stand is cutting up some conch fish on the cutting board. she""

Which of the following endings best completes the context?

Choices:
A. then begins to cut up some vegetables on the same cutting board and puts them into a bowl with the conch.
B. is putting dried conch fish and shells into a canvas bag.
C. sets up the camera and puts a timer on her desk.
D. puts a conch on top of the fish.

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
27589.0,Powerbocking,Man is wearing stilts and its ready to cross the street. two women,C,"Context:
""Man is wearing stilts and its ready to cross the street. two women""

Which of the following endings best completes the context?

Choices:
A. are standing in a pole vault building.
B. are sitting in a black floor some people are running around them.
C. are standing trying to cross the street and a bus is passing in sreet.
D. are socknig wearing stilts and the man are in stilts doing a tightrope routine.

Reply with exactly one uppercase letter out of A, B, C, or D.
",122
31551.0,Preparing pasta,A cooker shows ingredients to make salad pasta while talking. the cooker,B,"Context:
""A cooker shows ingredients to make salad pasta while talking. the cooker""

Which of the following endings best completes the context?

Choices:
A. puts away the ingredients and puts the timer on to indicate 9 pm.
B. puts pasta on a square container and adds vegetables.
C. is shown laying down a ground nish where the ingredients are needed to make a good salad.
D. puts two cooked meatballs on top to cook and a tomato on top of it.

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
47690.0,Discus throw,A person holding a ball spins around and throws it onto the field several times. There are people sitting in the stands watching them. a man in a black shirt,A,"Context:
""A person holding a ball spins around and throws it onto the field several times. There are people sitting in the stands watching them. a man in a black shirt""

Which of the following endings best completes the context?

Choices:
A. is sitting in a chair watching.
B. throws the ball continuously into the stands.
C. picks up a football and beats a man in blue shirt.
D. is clapping for that woman and the video ends with them laughing.

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
777.0,Volleyball,A man and woman news reporter are sitting in front of a tv screen as they talk. They then show clips from an outdoor volleyball game. the team mates,C,"Context:
""A man and woman news reporter are sitting in front of a tv screen as they talk. They then show clips from an outdoor volleyball game. the team mates""

Which of the following endings best completes the context?

Choices:
A. are shown competing in the game as they run through the net.
B. watch as the video cuts out.
C. hit the ball back and forth over the net.
D. kick and hit the ball back and forth across the court.

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
6398.0,Decorating the Christmas tree,Little baby is sleeping and swinging in a little chair. A man a woman and a kid are taking out the thread from the tree. and,C,"Context:
""Little baby is sleeping and swinging in a little chair. A man a woman and a kid are taking out the thread from the tree. and""

Which of the following endings best completes the context?

Choices:
A. , a green and yellow baby is drinking from drinking cup.
B. people are standing in the ceiling watching them.
C. sart putting the christmas lights around the tree.
D. then put a cloth on top of the nails to make the nail bigger.

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
1876.0,Blowing leaves,A pile of trees are shown blowing outside on a cobblestone path outside of a building. as the leaves,A,"Context:
""A pile of trees are shown blowing outside on a cobblestone path outside of a building. as the leaves""

Which of the following endings best completes the context?

Choices:
A. continue to blow a young boy walks into the scene clearing the path with his leaf blower.
B. fall, others are shown as well.
C. blow, flour is poured into a pan and laid out.
D. fall, a large dog wearing a blue cape covers his face.

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
48603.0,Hitting a pinata,A young child is seen hitting a pinata with a baseball bat as the person moves it around on strings. the boy,D,"Context:
""A young child is seen hitting a pinata with a baseball bat as the person moves it around on strings. the boy""

Which of the following endings best completes the context?

Choices:
A. puts the bat down then continues hitting the pinata.
B. continues hitting the bats while the camera captures his movements.
C. continues to swing back and fourth on the bat.
D. continues swinging at the pinata and pauses to speak to the camera nervously.

Reply with exactly one uppercase letter out of A, B, C, or D.
",122
40061.0,Making a lemonade,"The words ""vlogging with hannah"" appear on screen in a flourish font. a person",A,"Context:
""The words ""vlogging with hannah"" appear on screen in a flourish font. a person""

Which of the following endings best completes the context?

Choices:
A. is juicing a lemon with an electric juicer.
B. gets their hand tied by the other on a tango bar.
C. is instructed on how to weed out grass from a trash can in an outdoors environment.
D. is seen bending over throwing a bowling ball down a lane.

Reply with exactly one uppercase letter out of A, B, C, or D.
",122
14234.0,Blowing leaves,There's a man coming out of his garage with an electrical leaf blower. he,D,"Context:
""There's a man coming out of his garage with an electrical leaf blower. he""

Which of the following endings best completes the context?

Choices:
A. gets the pilot of the car started using the leaf blower.
B. opens the screen door and he's using a small, portable a mower to move the leaves on the walkway.
C. demonstrates how to put it on center.
D. begins blowing the leaves off of his yard for fall cleanup.

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
41225.0,Hand car wash,These two men are shown spraying the exterior of the black car with soap. then they,D,"Context:
""These two men are shown spraying the exterior of the black car with soap. then they""

Which of the following endings best completes the context?

Choices:
A. show the camcorder to the camera and continue cleaning of the exterior of the car.
B. wash the car and dry it out with clothes and tape.
C. use a hose to scrub the top and the interior once they done.
D. started hand washing the car using their hands and a towel.

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
22990.0,Shuffleboard,Several people are seen standing around an arena while others stand to play shuffleboard. a man,C,"Context:
""Several people are seen standing around an arena while others stand to play shuffleboard. a man""

Which of the following endings best completes the context?

Choices:
A. begins losing and hitting the table.
B. first knocks the ball around the area and throws it into the middle.
C. pushes a puck along several times while others do the same behind him.
D. is seen standing at a microphone and they hit the ball back and fourth to one another.

Reply with exactly one uppercase letter out of A, B, C, or D.
",122
36237.0,Using the rowing machine,A man is working out on a machine. He stands up and talks to the camera. he,D,"Context:
""A man is working out on a machine. He stands up and talks to the camera. he""

Which of the following endings best completes the context?

Choices:
A. starts changing his tool by pressing the one strip at a time.
B. makes up the slack line while the camera records.
C. is then shown in a gym hammering out a piece of wood on a board.
D. sits down on an exercise machine and starts to work out again.

Reply with exactly one uppercase letter out of A, B, C, or D.
",122
13930.0,Playing lacrosse,"Player practice lacrosse in a field. Then, teams play lacrosse and a player score for his team. a coach",B,"Context:
""Player practice lacrosse in a field. Then, teams play lacrosse and a player score for his team. a coach""

Which of the following endings best completes the context?

Choices:
A. says to a team playing soccer, he gets annoyed when a team surprise him in a stadium.
B. takes notes, and then players train lacrosse.
C. interviews with players in the field.
D. talks to a player while holding a public phone, while a game commences.

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
32321.0,Rope skipping,A woman is speaking to her class about jump roping. She puts the rope under her feet and starts demonstrating a little bit. she,C,"Context:
""A woman is speaking to her class about jump roping. She puts the rope under her feet and starts demonstrating a little bit. she""

Which of the following endings best completes the context?

Choices:
A. lights a match and taves the rope.
B. demonstrates how to do jump roping by jumping over the trampoline.
C. begins to jump rope going very quickly.
D. then steps up onto a horse and demonstrates how to ride riding the horse.

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
39750.0,River tubing,People are floating on inflated tires. A guy swims across the body of water. A lady puts her hand in front of the camera. people,B,"Context:
""People are floating on inflated tires. A guy swims across the body of water. A lady puts her hand in front of the camera. people""

Which of the following endings best completes the context?

Choices:
A. are walking off the diving board on water skis.
B. are standing in a shallow part of the body of water, and a guy falls into the water.
C. are standing in the pool.
D. is floating on inflated tires in a boat.

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
2781.0,Playing congas,A man is sitting behind two congas with one shoulder rolled up. after he,B,"Context:
""A man is sitting behind two congas with one shoulder rolled up. after he""

Which of the following endings best completes the context?

Choices:
A. is done, he uses a tool to smooth out the ridges.
B. finishes talking, he begins hitting the conga.
C. jumps doing flips and something like that he falls onto his back and sits up.
D. rubs rub oil on the congas he has applied with a type of lotion.

Reply with exactly one uppercase letter out of A, B, C, or D.
",122
5289.0,Running a marathon,A camera shoots various shots all around a city and shoe store. Hundreds of people are walking around an area and checking out shoes. a man,B,"Context:
""A camera shoots various shots all around a city and shoe store. Hundreds of people are walking around an area and checking out shoes. a man""

Which of the following endings best completes the context?

Choices:
A. is sitting down holding a shoe while another man takes it off him.
B. talks to a woman about what shoes she likes to wear.
C. vacuum up very quickly and presents the shoes.
D. is in a shop presenting shoe advice.

Reply with exactly one uppercase letter out of A, B, C, or D.
",122
35451.0,Scuba diving,A scuba-diving man interacts underwater with a large fish. The man makes a pushing gesture towards the camera. The man makes several gestures towards the camera. the fish,B,"Context:
""A scuba-diving man interacts underwater with a large fish. The man makes a pushing gesture towards the camera. The man makes several gestures towards the camera. the fish""

Which of the following endings best completes the context?

Choices:
A. grabs the mans hand and sits naked in the water.
B. rams into the man and swims away.
C. struggles for the camera.
D. begins to struggle and the scuba-diving man turns off the camera.

Reply with exactly one uppercase letter out of A, B, C, or D.
",122
15763.0,Longboarding,A man is seen riding around on a skateboard and performing a trick. He is shown again riding in slow motion showing off his tricks. he,D,"Context:
""A man is seen riding around on a skateboard and performing a trick. He is shown again riding in slow motion showing off his tricks. he""

Which of the following endings best completes the context?

Choices:
A. stands still while showing other tricks as well.
B. holds up his hands in triumph and is shown making shots.
C. continues spinning and braiding his hair from side to side.
D. continues to ride around on the board past others sitting around.

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
18804.0,Pole vault,Men pole vault and make it over the pole. We see the scores on a chain link fence. a man,A,"Context:
""Men pole vault and make it over the pole. We see the scores on a chain link fence. a man""

Which of the following endings best completes the context?

Choices:
A. makes it over the pole and stands up and pumps his fists and we see the scores on the fence.
B. rope jumps around a high beam with an audience watching.
C. stands then jumps over the fence.
D. jumps over the fence and lands on his feet.

Reply with exactly one uppercase letter out of A, B, C, or D.
",122
8716.0,Hitting a pinata,Little kid is standing on a park holding a pole hitting a pinata. People are standing behind the kid. anothe kids,D,"Context:
""Little kid is standing on a park holding a pole hitting a pinata. People are standing behind the kid. anothe kids""

Which of the following endings best completes the context?

Choices:
A. are playing in a playground hanging jump rope.
B. go indoors, play on a bowline and play street soccer.
C. are standing on a sidewalk watching the pinata gathering money to to give to the kid.
D. are standing behind th kid holding bags.

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
6680.0,Trimming branches or hedges,A man walks up to a tall wall of bushes. The man then takes a trimming machine and trims each bush. the man,A,"Context:
""A man walks up to a tall wall of bushes. The man then takes a trimming machine and trims each bush. the man""

Which of the following endings best completes the context?

Choices:
A. then grabs a ladder and uses it to trim the top of the bushes.
B. then wets the bushes with a pressure washer.
C. then rolls a rake over the bushes.
D. uses trimming shears to cut the bushes as one by one he removes them.

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
31920.0,Clean and jerk,The man drops the weights. The man walks off stage as attendants move to the weight on stage. a replay of the lift,D,"Context:
""The man drops the weights. The man walks off stage as attendants move to the weight on stage. a replay of the lift""

Which of the following endings best completes the context?

Choices:
A. comes back to show the henry steingoffice is reviewed.
B. results in two men sitting.
C. ride is shown but cannot be seen and as the man walks away he shows large bruises developing over his left eye.
D. is shown from a different angle.

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
