question,subject,split,answer,final_prompt,len_tk_gemma2_9b_it
You observe a species that gives birth to only one offspring at a time and has a relatively long life-span for its body size. Which of the following is probably also true of this organism?,high_school_biology,test-00000-of-00001,C,"You observe a species that gives birth to only one offspring at a time and has a relatively long life-span for its body size. Which of the following is probably also true of this organism?

Choices:
A. It lives in a newly colonized habitat.
B. It is an aquatic organism.
C. It requires relatively high parental care of offspring.
D. The age at which the offspring themselves can give birth is relatively young.

Reply with exactly one uppercase letter out of A, B, C, or D.
",111
"In general, how do conservatives and liberals differ when it comes to defense spending?",us_foreign_policy,test-00000-of-00001,C,"In general, how do conservatives and liberals differ when it comes to defense spending?

Choices:
A. Conservatives are skeptical of increases in defense spending; liberals advocate increases in defense spending.
B. Conservatives favor social spending over defense spending; liberals favor defense spending over social spending.
C. Conservatives advocate increases in defense spending; liberals are generally skeptical of increases in defense spending.
D. Conservatives emphasize strong economies; liberals emphasize strong military readiness.

Reply with exactly one uppercase letter out of A, B, C, or D.
",111
A sound is heard when you pluck a string on a guitar. What will happen to the sound if the same string is plucked harder?,,auxiliary_train-00000-of-00001,B,"A sound is heard when you pluck a string on a guitar. What will happen to the sound if the same string is plucked harder?

Choices:
A. The volume will stay the same, and the pitch will be higher.
B. The pitch will stay the same, and the volume will be higher.
C. Both the pitch and the volume will be higher.
D. Both the pitch and the volume will stay the same.

Reply with exactly one uppercase letter out of A, B, C, or D.
",111
You buy 100 shares in XYZ Corporation on the Internet and your broker charges you $29.95.,high_school_macroeconomics,test-00000-of-00001,C,"You buy 100 shares in XYZ Corporation on the Internet and your broker charges you $29.95.

Choices:
A. This will increase the investment component of GDP and therefore overall GDP.
B. This has no effect on GDP.
C. This will increase GDP by $29.95.
D. This will increase GDP by the cost of the shares minus $29.95.

Reply with exactly one uppercase letter out of A, B, C, or D.
",110
"A particle is constrained to move in a circle with a 10-meter radius. At one instant, the particle’s speed is 10 meters per second and is increasing at a rate of 10 meters per second squared. The angle between the particle’s velocity and acceleration vectors is",college_physics,test-00000-of-00001,C,"A particle is constrained to move in a circle with a 10-meter radius. At one instant, the particle’s speed is 10 meters per second and is increasing at a rate of 10 meters per second squared. The angle between the particle’s velocity and acceleration vectors is

Choices:
A. 0°
B. 30°
C. 45°
D. 60°

Reply with exactly one uppercase letter out of A, B, C, or D.
",111
A girl walked for 30 minutes. She noticed that she traveled farther in the first 15 minutes of her walk than in the second 15 minutes. What can she conclude about her walk?,,auxiliary_train-00000-of-00001,B,"A girl walked for 30 minutes. She noticed that she traveled farther in the first 15 minutes of her walk than in the second 15 minutes. What can she conclude about her walk?

Choices:
A. She walked over many hills.
B. Her average speed was faster during the first half of her walk.
C. She walked in two different directions.
D. She was walking at a constant speed.

Reply with exactly one uppercase letter out of A, B, C, or D.
",111
Research on explicit (intentional) and implicit (automatic) memory indicates that,professional_psychology,test-00000-of-00001,C,"Research on explicit (intentional) and implicit (automatic) memory indicates that

Choices:
A. both forms of memory show a fairly consistent, gradual decline over the adult life span
B. implicit memory capacity declines with age, but explicit memory capacity remains stable
C. explicit memory capacity declines with age, but implicit memory capacity remains stable
D. both forms of memory remain stable, except when affected by a disease process like Alzheimer’s

Reply with exactly one uppercase letter out of A, B, C, or D.
",110
A bowling ball with a mass of 8.0 kg rolls down a bowling lane at 2.0 m/s. What is the momentum of the bowling ball?,,auxiliary_train-00000-of-00001,D,"A bowling ball with a mass of 8.0 kg rolls down a bowling lane at 2.0 m/s. What is the momentum of the bowling ball?

Choices:
A. 4.0 kg x m/s
B. 6.0 kg x m/s
C. 10.0 kg x m/s
D. 16.0 kg x m/s

Reply with exactly one uppercase letter out of A, B, C, or D.
",108
Which set of descriptions correctly states the difference between a population and a community?,,auxiliary_train-00000-of-00001,D,"Which set of descriptions correctly states the difference between a population and a community?

Choices:
A. Population: one species in an area Community: one species worldwide
B. Population: organisms in a small area Community: organisms in a large area
C. Population: living parts of an area Community: living and nonliving parts of an area
D. Population: one type of organism in an area Community: many types of organisms in an area

Reply with exactly one uppercase letter out of A, B, C, or D.
",111
What kind of passage does qualify as 'innocent passage'?,international_law,validation-00000-of-00001,B,"What kind of passage does qualify as 'innocent passage'?

Choices:
A. Innocent passage is the passage that does not involve any criminal activity
B. A vessel's passage is considered 'innocent' where it is not prejudicial to the peace, good order or security of the coastal State
C. Innocent passage concerns only vessels of the same nationality with the coastal State
D. Innocent passage concerns only the passage of merchant vessels and not of warships

Reply with exactly one uppercase letter out of A, B, C, or D.
",111
Sutherland's study of the 'professional thief' suggested that:,sociology,test-00000-of-00001,A,"Sutherland's study of the 'professional thief' suggested that:

Choices:
A. people are socialized into a life of crime by associating with others who define it in positive terms
B. the majority of crime is committed by middle class people in professional occupations
C. those who were arrested and charged with theft did not define themselves as thieves
D. the most dangerous criminals on the street were those who were highly skilled thieves

Reply with exactly one uppercase letter out of A, B, C, or D.
",109
About what percentage of survey respondents from China report having paid a bribe in the last year to access public services (such as education; judiciary; medical and health; police; registry and permit services; utilities; tax revenue and customs; and land service) as of 2017?,global_facts,test-00000-of-00001,A,"About what percentage of survey respondents from China report having paid a bribe in the last year to access public services (such as education; judiciary; medical and health; police; registry and permit services; utilities; tax revenue and customs; and land service) as of 2017?

Choices:
A. 26%
B. 46%
C. 66%
D. 86%

Reply with exactly one uppercase letter out of A, B, C, or D.
",109
The light reactions of photosynthesis supply the Calvin cycle with which of the following?,high_school_biology,test-00000-of-00001,B,"The light reactions of photosynthesis supply the Calvin cycle with which of the following?

Choices:
A. The light reactions provide oxygen for the light-independent reactions.
B. ATP and NADPH provide the power and raw materials for the Calvin cycle.
C. Water entering the plant through the roots provides hydrogen directly to the Calvin cycle.
D. CO2 released by the light-dependent reactions provides the raw material for the Calvin cycle.

Reply with exactly one uppercase letter out of A, B, C, or D.
",110
The state of Georgia has 159 counties and covers 58056 square miles. What is the average number of square miles per county? Round your answer to the nearest whole number.,elementary_mathematics,test-00000-of-00001,D,"The state of Georgia has 159 counties and covers 58056 square miles. What is the average number of square miles per county? Round your answer to the nearest whole number.

Choices:
A. 274 square miles per county
B. 159 square miles per county
C. 318 square miles per county
D. 365 square miles per county

Reply with exactly one uppercase letter out of A, B, C, or D.
",108
Katie is going on vacation for 3 weeks. She finds the number of days of work she will miss by multiplying 5 × 3. Which expression shows another way Katie can find the number of days of work she will miss?,elementary_mathematics,test-00000-of-00001,C,"Katie is going on vacation for 3 weeks. She finds the number of days of work she will miss by multiplying 5 × 3. Which expression shows another way Katie can find the number of days of work she will miss?

Choices:
A. 3+5
B. 3+3+3
C. 5+5+5
D. 5+5+5+5+5

Reply with exactly one uppercase letter out of A, B, C, or D.
",108
"Which of the following statements about glucose metabolism is correct?
",nutrition,test-00000-of-00001,D,"Which of the following statements about glucose metabolism is correct?


Choices:
A. All of the reactions of glycolysis are freely reversible for gluconeogenesis.
B. Fructose cannot be used for gluconeogenesis in the liver.
C. Red blood cells can catalyse aerobic glycolysis because they contain oxygen bound to haemoglobin.
D. Red blood cells can only metabolise glucose by anaerobic glycolysis and the pentose phosphate pathway.

Reply with exactly one uppercase letter out of A, B, C, or D.
",111
What are the criteria for statehood under the 1933 Montevideo Convention?,international_law,test-00000-of-00001,C,"What are the criteria for statehood under the 1933 Montevideo Convention?

Choices:
A. It requires that the entity in question is not an aggressor and that it is peaceful
B. It requires recognition by the majority of other nations
C. It requires a permanent population, a defined territory, a government and a capacity to enter into foreign relations
D. It requires stable and indissoluble borders as well as recognition

Reply with exactly one uppercase letter out of A, B, C, or D.
",109
The mathematical model for calculating speed is shown below. Speed = distance/time. An airplane traveled 700 kilometers in two hours during a trip. What was the average speed of the plane during the trip?,,auxiliary_train-00000-of-00001,B,"The mathematical model for calculating speed is shown below. Speed = distance/time. An airplane traveled 700 kilometers in two hours during a trip. What was the average speed of the plane during the trip?

Choices:
A. 5.8 kilometers per hour
B. 350 kilometers per hour
C. 1400 kilometers per hour
D. 84,000 kilometers per hour

Reply with exactly one uppercase letter out of A, B, C, or D.
",110
Incumbent members of the House of Representatives win reelection more often than incumbent senators for all of the following reasons EXCEPT,high_school_government_and_politics,test-00000-of-00001,C,"Incumbent members of the House of Representatives win reelection more often than incumbent senators for all of the following reasons EXCEPT

Choices:
A. representatives' constituents more often belong largely to the representative's party
B. senators have more political power than representatives, and Senate races are accordingly contested more aggressively
C. representatives may use federal funds to publicize their achievements via direct mail to constituents
D. representatives more often run uncontested

Reply with exactly one uppercase letter out of A, B, C, or D.
",108
Why is Bentham's account of sovereignty generally considered to be more sophisticated - and more acceptable - than Austin's?,jurisprudence,validation-00000-of-00001,C,"Why is Bentham's account of sovereignty generally considered to be more sophisticated - and more acceptable - than Austin's?

Choices:
A. Because Bentham's Utilitarianism redeems his account of sovereignty.
B. Because Austin overlooks the significance of morality.
C. Because Bentham recognizes the possibility of limiting the sovereign's power.
D. Because Austin incorporates power-conferring rules into his concept of the sovereign's commands.

Reply with exactly one uppercase letter out of A, B, C, or D.
",111
"What is the greatest possible quotient of any two distinct members of the set $\{\frac{2}{5}, \frac{1}{2},5,10\}$? Specifically, we wish to maximize $\frac{x}{y}$, where $x$ and $y$ are chosen from the previous set.",high_school_mathematics,test-00000-of-00001,D,"What is the greatest possible quotient of any two distinct members of the set $\{\frac{2}{5}, \frac{1}{2},5,10\}$? Specifically, we wish to maximize $\frac{x}{y}$, where $x$ and $y$ are chosen from the previous set.

Choices:
A. 5
B. 10
C. 20
D. 25

Reply with exactly one uppercase letter out of A, B, C, or D.
",108
"The energy stored in the magnetic field in a solenoid 30 cm long and 3 cm diameter wound with 1000 turns of wire carrying a current at 10 amp, is",electrical_engineering,test-00000-of-00001,B,"The energy stored in the magnetic field in a solenoid 30 cm long and 3 cm diameter wound with 1000 turns of wire carrying a current at 10 amp, is

Choices:
A. 0.015 joule.
B. 0.15 joule.
C. 0.015 joule.
D. 1.15 joule.

Reply with exactly one uppercase letter out of A, B, C, or D.
",109
"A practitioner is engaged to express an opinion on management’s assertion that the square footage of a warehouse offered for sale is 150,000 square feet. The practitioner should refer to which of the following sources for professional guidance?",professional_accounting,test-00000-of-00001,B,"A practitioner is engaged to express an opinion on management’s assertion that the square footage of a warehouse offered for sale is 150,000 square feet. The practitioner should refer to which of the following sources for professional guidance?

Choices:
A. Statements on Auditing Standards
B. Statements on Standards for Attestation Engagements
C. Statements on Standards for Accounting and Review Services
D. Statements on Standards for Consulting Services

Reply with exactly one uppercase letter out of A, B, C, or D.
",110
"Let $p$, $q$, and $r$ be constants. One solution to the equation $(x-p)(x-q) = (r-p)(r-q)$ is $x=r$. Find the other solution in terms of $p$, $q$, and $r$.",high_school_mathematics,test-00000-of-00001,D,"Let $p$, $q$, and $r$ be constants. One solution to the equation $(x-p)(x-q) = (r-p)(r-q)$ is $x=r$. Find the other solution in terms of $p$, $q$, and $r$.

Choices:
A. pqr
B. pq-r
C. p-q-r
D. p+q-r

Reply with exactly one uppercase letter out of A, B, C, or D.
",111
A person cuts down a living oak tree. The person burns the wood from the oak tree to boil water. Which sequence correctly orders the energy transformations that occurred from the living tree to the boiling of water?,,auxiliary_train-00000-of-00001,A,"A person cuts down a living oak tree. The person burns the wood from the oak tree to boil water. Which sequence correctly orders the energy transformations that occurred from the living tree to the boiling of water?

Choices:
A. light energy -> chemical energy -> thermal energy
B. thermal energy -> chemical energy -> light energy
C. chemical energy -> mechanical energy -> electrical energy
D. electrical energy -> mechanical energy -> chemical energy

Reply with exactly one uppercase letter out of A, B, C, or D.
",108
The largest proportion of variation in therapy outcome is accounted for by,professional_psychology,test-00000-of-00001,A,"The largest proportion of variation in therapy outcome is accounted for by

Choices:
A. pre-existing client factors, such as the motivation to-change
B. therapeutic technique variables, such as the ability to be directive and still keep the patient in therapy
C. therapist personality factors, such as warmth and empathy
D. therapist—client interactions, such as the (favorable) combination of 2 cold therapists with a manipulative client

Reply with exactly one uppercase letter out of A, B, C, or D.
",108
"Dr. Tanaka discovered a new virus. The virus has a single strand of a nucleic acid, but she does not know if it is DNA or RNA. After running tests, she concludes that it is DNA. Which of the following would lead her to that conclusion?",,auxiliary_train-00000-of-00001,C,"Dr. Tanaka discovered a new virus. The virus has a single strand of a nucleic acid, but she does not know if it is DNA or RNA. After running tests, she concludes that it is DNA. Which of the following would lead her to that conclusion?

Choices:
A. It contains uracil.
B. It contains adenine.
C. It contains thymine.
D. It contains cytosine.

Reply with exactly one uppercase letter out of A, B, C, or D.
",108
Suppose that the Durbin Watson test is applied to a regression containing two explanatory variables plus a constant with 50 data points. The test statistic takes a value of 1.53. What is the appropriate conclusion?,econometrics,test-00000-of-00001,D,"Suppose that the Durbin Watson test is applied to a regression containing two explanatory variables plus a constant with 50 data points. The test statistic takes a value of 1.53. What is the appropriate conclusion?

Choices:
A. Residuals appear to be positively autocorrelated
B. Residuals appear to be negatively autocorrelated
C. Residuals appear not to be autocorrelated
D. The test result is inconclusive

Reply with exactly one uppercase letter out of A, B, C, or D.
",109
"A student notices dogs have more fleas in the summer than in the winter. Based on these observations, which is the most logical question for the student to investigate?",,auxiliary_train-00000-of-00001,D,"A student notices dogs have more fleas in the summer than in the winter. Based on these observations, which is the most logical question for the student to investigate?

Choices:
A. How does wind affect the amount of fleas on dogs?
B. How does diet affect the amount of fleas on dogs?
C. How does rain affect the amount of fleas on dogs?
D. How does temperature affect the amount of fleas on dogs?

Reply with exactly one uppercase letter out of A, B, C, or D.
",111
"According to HERSEY and BLANCHARD’S SITUATIONAL LEADERSHIP MODEL, leader style is described in terms of task and relationship orientation and optimal style depends on job maturity and subordinates. How is it the Delegating Style?",professional_psychology,test-00000-of-00001,D,"According to HERSEY and BLANCHARD’S SITUATIONAL LEADERSHIP MODEL, leader style is described in terms of task and relationship orientation and optimal style depends on job maturity and subordinates. How is it the Delegating Style?

Choices:
A. high task-orientation and low relationship orientation
B. high task-orientation and high relationship orientation
C. low task orientation and high relationship orientation
D. low task orientation and low relationship orientation

Reply with exactly one uppercase letter out of A, B, C, or D.
",110
"Statement 1 | If a group has an element of order 15 it must have at least 8 elements of order 15. Statement 2 | If a group has more than 8 elements of order 15, it must have at least 16 elements of order 15.",abstract_algebra,test-00000-of-00001,A,"Statement 1 | If a group has an element of order 15 it must have at least 8 elements of order 15. Statement 2 | If a group has more than 8 elements of order 15, it must have at least 16 elements of order 15.

Choices:
A. True, True
B. False, False
C. True, False
D. False, True

Reply with exactly one uppercase letter out of A, B, C, or D.
",110
"Students are learning about the natural resources in Maryland. One group of students researches information about renewable natural resources in the state. The other group researches information about nonrenewable natural resources in the state. The resources the students investigate include plants, animals, soil, minerals, water, coal, and oil. Which nonrenewable natural resource heats homes?",,auxiliary_train-00000-of-00001,C,"Students are learning about the natural resources in Maryland. One group of students researches information about renewable natural resources in the state. The other group researches information about nonrenewable natural resources in the state. The resources the students investigate include plants, animals, soil, minerals, water, coal, and oil. Which nonrenewable natural resource heats homes?

Choices:
A. sunlight
B. aluminum
C. natural gas
D. ocean waves

Reply with exactly one uppercase letter out of A, B, C, or D.
",108
Why do mountain climbers at high elevations use oxygen tanks to help them breathe?,,auxiliary_train-00000-of-00001,B,"Why do mountain climbers at high elevations use oxygen tanks to help them breathe?

Choices:
A. At high elevations the ozone layer draws oxygen out of the atmosphere.
B. The atmosphere is less dense at higher elevations so there is less oxygen available.
C. Oxygen is heavier than the other gases in the atmosphere and sinks to lower elevations.
D. Radiation from the Sun splits oxygen molecules into atoms making the oxygen unbreathable.

Reply with exactly one uppercase letter out of A, B, C, or D.
",110
Dworkin contends that to every legal question there is only one right answer. Which proposition below is most inconsistent with this claim?,jurisprudence,test-00000-of-00001,C,"Dworkin contends that to every legal question there is only one right answer. Which proposition below is most inconsistent with this claim?

Choices:
A. In hard cases judges generally decide cases on the basis of rights.
B. The rights of the parties feature in the determination of most cases before the courts.
C. Judges exercise strong discretion.
D. Judges seek the best 'fit' with constitutional and institutional history.

Reply with exactly one uppercase letter out of A, B, C, or D.
",108
In what way is Responsibility to Protect (R2P) different from humanitarian intervention?,international_law,test-00000-of-00001,C,"In what way is Responsibility to Protect (R2P) different from humanitarian intervention?

Choices:
A. R2P is essentially the same as humanitarian intervention
B. R2P requires a call for assistance by the State in distress
C. R2P is less arbitrary because it requires some UNSC input and its primary objective is to avert a humanitarian crisis
D. R2P always involves armed force, whereas humanitarian intervention does not

Reply with exactly one uppercase letter out of A, B, C, or D.
",111
"A species of small rodent eats seeds from only one species of pine. In normal years, a pair of these rodents will have a litter of two or three. It is unusual for small rodents to have such small litter sizes. The rodents are most likely to exhibit which other characteristic?",college_biology,test-00000-of-00001,B,"A species of small rodent eats seeds from only one species of pine. In normal years, a pair of these rodents will have a litter of two or three. It is unusual for small rodents to have such small litter sizes. The rodents are most likely to exhibit which other characteristic?

Choices:
A. Moderate sexual size dimorphism
B. High parental investment
C. Precocial young
D. Frequent extrapair matings

Reply with exactly one uppercase letter out of A, B, C, or D.
",108
The speed of light inside of a nonmagnetic dielectric material with a dielectric constant of 4.0 is,college_physics,test-00000-of-00001,C,"The speed of light inside of a nonmagnetic dielectric material with a dielectric constant of 4.0 is

Choices:
A. 1.2 x 10^9 m/s
B. 3.0 x 10^8 m/s
C. 1.5 x 10^8 m/s
D. 1.0 x 10^8 m/s

Reply with exactly one uppercase letter out of A, B, C, or D.
",108
Which of the following statements accurately describes the relationship between average product (AP) and marginal product (MP) of labor?,high_school_microeconomics,test-00000-of-00001,A,"Which of the following statements accurately describes the relationship between average product (AP) and marginal product (MP) of labor?

Choices:
A. AP rises when MP is above it and falls when MP is below it.
B. MP intersects AP at the maximum of MP.
C. AP and MP are always parallel to each other.
D. AP and MP are either both rising or both falling at all levels of labor.

Reply with exactly one uppercase letter out of A, B, C, or D.
",109
"A point $(x,y)$ is randomly picked from inside the rectangle with vertices $(0,0)$, $(3,0)$, $(3,2)$, and $(0,2)$. What is the probability that $x < y$?",high_school_mathematics,test-00000-of-00001,D,"A point $(x,y)$ is randomly picked from inside the rectangle with vertices $(0,0)$, $(3,0)$, $(3,2)$, and $(0,2)$. What is the probability that $x < y$?

Choices:
A. \frac{1}{12}
B. \frac{1}{6}
C. \frac{2}{3}
D. \frac{1}{3}

Reply with exactly one uppercase letter out of A, B, C, or D.
",111
"Rita is moving a pile of 120 rocks by hand to build a rock wall. If h represents the number of rocks that she can carry in one load, which expression represents the total number of loads needed to move the entire pile of rocks?",elementary_mathematics,test-00000-of-00001,D,"Rita is moving a pile of 120 rocks by hand to build a rock wall. If h represents the number of rocks that she can carry in one load, which expression represents the total number of loads needed to move the entire pile of rocks?

Choices:
A. 120 +h
B. 120h
C. 120 −h
D. 120/h

Reply with exactly one uppercase letter out of A, B, C, or D.
",109
The American flag is usually made with its width and length in the ratio of 10 to 19. Which dimensions are in the correct ratio for the flag?,elementary_mathematics,test-00000-of-00001,D,"The American flag is usually made with its width and length in the ratio of 10 to 19. Which dimensions are in the correct ratio for the flag?

Choices:
A. 30 ft by 53 ft
B. 27 ft by 53 ft
C. 27 in. by 57 in.
D. 30 in. by 57 in.

Reply with exactly one uppercase letter out of A, B, C, or D.
",109
"There are specific research designs and strategies used to gain the desired information. From your knowledge about the research designs and strategies, how does the CORRELATIONAL RESEARCH work?",professional_psychology,test-00000-of-00001,C,"There are specific research designs and strategies used to gain the desired information. From your knowledge about the research designs and strategies, how does the CORRELATIONAL RESEARCH work?

Choices:
A. investigators randomly assigns subjects to different groups and they receive different levels of a manipulated variable
B. involves the use of intact groups
C. does not have any internal validity; can’t infer causal relationship
D. assessing variables as a function of time

Reply with exactly one uppercase letter out of A, B, C, or D.
",110
Charles Darwin discovered that plants and animals had evolved through a process known as ____________. Early archaeologists discovered that ______________________.,prehistory,test-00000-of-00001,D,"Charles Darwin discovered that plants and animals had evolved through a process known as ____________. Early archaeologists discovered that ______________________.

Choices:
A. scientific creationism; human culture evolved differently than plants and animals
B. unilineal evolution; civilizations evolved more quickly than plants
C. natural selection; human culture did not evolve or change much over time
D. natural selection; human culture had evolved over an enormous period of time

Reply with exactly one uppercase letter out of A, B, C, or D.
",108
"An arrow is aimed horizontally, directly at the center of a target 20 m away. The arrow hits 0.050 m below the center of the target. Neglecting air resistance, what was the initial speed of the arrow?",high_school_physics,validation-00000-of-00001,D,"An arrow is aimed horizontally, directly at the center of a target 20 m away. The arrow hits 0.050 m below the center of the target. Neglecting air resistance, what was the initial speed of the arrow?

Choices:
A. 20 m/s
B. 40 m/s
C. 100 m/s
D. 200 m/s

Reply with exactly one uppercase letter out of A, B, C, or D.
",111
"Rather than use a shortcut to find out various possible combinations of alleles that could result from fertilization of an egg with particular genes by a sperm with particular genes, Shakira systematically lists every single possible combination to determine the probability that the baby will show a particular set of traits. Shakira is solving the problem by use of",high_school_psychology,validation-00000-of-00001,D,"Rather than use a shortcut to find out various possible combinations of alleles that could result from fertilization of an egg with particular genes by a sperm with particular genes, Shakira systematically lists every single possible combination to determine the probability that the baby will show a particular set of traits. Shakira is solving the problem by use of

Choices:
A. trial and error
B. the availability heuristic
C. the representativeness heuristic
D. an algorithm

Reply with exactly one uppercase letter out of A, B, C, or D.
",108
Who is a 'persistent objector'?,international_law,test-00000-of-00001,C,"Who is a 'persistent objector'?

Choices:
A. The State which persistently objects to the rule in question after its formation
B. The State which denies to be bound by the rule in question for a short period
C. The State which persistently and publicly objects to the formation of a rule of customary law from its outset
D. The State which accepts the formation of a rule of customary law but it retains objections as to its content

Reply with exactly one uppercase letter out of A, B, C, or D.
",111
What is the meaning of proportionality in relation to the options available to the victim State?,international_law,test-00000-of-00001,C,"What is the meaning of proportionality in relation to the options available to the victim State?

Choices:
A. The victim State may use the same means and intensity of force as the aggressor
B. The victim State may use any means to defeat and incapacitate the aggressor
C. The victim State may only use such means and force as it is necessary to defeat the aggressor
D. The victim State can do nothing without Security Council approval

Reply with exactly one uppercase letter out of A, B, C, or D.
",109
"During sexual reproduction, a sperm cell fertilizes an egg cell to form a fertilized egg. The fertilized egg then develops into a new organism. Which statement describes the primary advantage of sexual reproduction over asexual reproduction?",,auxiliary_train-00000-of-00001,D,"During sexual reproduction, a sperm cell fertilizes an egg cell to form a fertilized egg. The fertilized egg then develops into a new organism. Which statement describes the primary advantage of sexual reproduction over asexual reproduction?

Choices:
A. Sexual reproduction produces identical offspring.
B. Sexual reproduction results in less adaptable offspring.
C. Sexual reproduction generates a large number of offspring.
D. Sexual reproduction results in genetic variation in offspring.

Reply with exactly one uppercase letter out of A, B, C, or D.
",108
 West posits that one reason that these harms go unnoticed in the U.S. is that people in the U.S.,moral_disputes,test-00000-of-00001,C," West posits that one reason that these harms go unnoticed in the U.S. is that people in the U.S.

Choices:
A. are less sensitive to threats from coercion.
B. are in general more sexist than other places.
C. tend to equate what is legal with what is good or harmless.
D. West actually thinks that people in the U.S. disproportionately recognize these harms.

Reply with exactly one uppercase letter out of A, B, C, or D.
",108
"Ten students take a biology test and receive the following scores: 45, 55, 50, 70, 65, 80, 40, 90, 70, 85. What is the mean of the students’ test scores?",high_school_mathematics,dev-00000-of-00001,D,"Ten students take a biology test and receive the following scores: 45, 55, 50, 70, 65, 80, 40, 90, 70, 85. What is the mean of the students’ test scores?

Choices:
A. 55
B. 60
C. 62
D. 65

Reply with exactly one uppercase letter out of A, B, C, or D.
",110
"Salespeople at a large consumer goods manufacturer are encouraged to ask probing questions of customers to identify their interests. Once their key desires have been uncovered, the salesperson should tailor a presentation so that the customers can see how the product will satisfy their wants. Which of the following presentation formats does the scenario best represent?",marketing,validation-00000-of-00001,C,"Salespeople at a large consumer goods manufacturer are encouraged to ask probing questions of customers to identify their interests. Once their key desires have been uncovered, the salesperson should tailor a presentation so that the customers can see how the product will satisfy their wants. Which of the following presentation formats does the scenario best represent?

Choices:
A. Hard selling format
B. Formula selling format
C. Need-satisfaction format
D. Stimulus-response format

Reply with exactly one uppercase letter out of A, B, C, or D.
",110
A glacier retreats leaving bare rocks. Lichens begin to live on the rocks. The lichens produce an acid that starts to break down the rocks. How will this process affect the environment?,,auxiliary_train-00000-of-00001,B,"A glacier retreats leaving bare rocks. Lichens begin to live on the rocks. The lichens produce an acid that starts to break down the rocks. How will this process affect the environment?

Choices:
A. It will put acid into the lakes and ponds.
B. It will begin the process of building soil.
C. It will prevent the carbon cycle from occurring.
D. It will prevent bacteria from invading the ecosystem.

Reply with exactly one uppercase letter out of A, B, C, or D.
",110
"Select the single most accurate statement about the absorptive area of the human intestine?
",nutrition,test-00000-of-00001,B,"Select the single most accurate statement about the absorptive area of the human intestine?


Choices:
A. The absorptive area is equivalent to that of a tennis court
B. All of the options given are correct
C. Changes in motility increase the contact time between nutrients and absorptive surface
D. The presence of folds, villi and microvilli on the surface of enterocytes magnifies the absorptive area

Reply with exactly one uppercase letter out of A, B, C, or D.
",110
"Environmental organizations have asked businesses to take action to reduce waste. Which of the following changes could a business make in order to become more ""environmentally friendly""?",,auxiliary_train-00000-of-00001,A,"Environmental organizations have asked businesses to take action to reduce waste. Which of the following changes could a business make in order to become more ""environmentally friendly""?

Choices:
A. Purchase only recycled paper and paper products.
B. When making photocopies, print on only one side of the paper.
C. Purchase wood products manufactured only in other countries.
D. When packing boxes, use Styrofoam™ filler instead of old newspapers.

Reply with exactly one uppercase letter out of A, B, C, or D.
",111
Equity theory predicts that a person's satisfaction in a close personal relationship is related to the person's:,professional_psychology,test-00000-of-00001,A,"Equity theory predicts that a person's satisfaction in a close personal relationship is related to the person's:

Choices:
A. perceptions of his/her own contribution/reward ratio and the ratio of his/her partner.
B. perceptions of the relative utility of the relationship.
C. comparisons between his/her current relationship and past relationships.
D. comparisons between his/her own relationship outcomes and the relationship outcomes of others.

Reply with exactly one uppercase letter out of A, B, C, or D.
",111
A sample of liquid NH3 is brought to its boiling point. Which of the following occurs during the boiling process?,high_school_chemistry,test-00000-of-00001,D,"A sample of liquid NH3 is brought to its boiling point. Which of the following occurs during the boiling process?

Choices:
A. The N-H bonds within the NH3 molecules break apart.
B. The overall temperature of the solution rises as the NH3 molecules speed up.
C. The amount of energy within the system remains constant.
D. The hydrogen bonds holding separate NH3 molecules together break apart.

Reply with exactly one uppercase letter out of A, B, C, or D.
",108
" According to Huemer, even if drug use harms a person's friends, families, and other relations,",moral_disputes,test-00000-of-00001,A," According to Huemer, even if drug use harms a person's friends, families, and other relations,

Choices:
A. this would still not justify drug prohibition.
B. this would justify drug prohibition.
C. this would only justify drug prohibition if drug use was extremely likely to cause these harms.
D. this would only justify drug prohibition if drug use was more likely to cause these kinds of harms than other prohibited activity.

Reply with exactly one uppercase letter out of A, B, C, or D.
",111
Which of the following procedures would a CPA most likely include in planning a financial statement audit?,professional_accounting,validation-00000-of-00001,A,"Which of the following procedures would a CPA most likely include in planning a financial statement audit?

Choices:
A. Determine the extent of involvement of the client's internal auditors.
B. Ask the client's lawyer if contingencies have been recorded in conformity with GAAP.
C. Obtain a written representation letter from the client's management.
D. Scan the client's journals and ledgers to identify any unusual transactions.

Reply with exactly one uppercase letter out of A, B, C, or D.
",110
"Sulfurous acid is a weak acid, while sulfuric acid is a much stronger acid because",high_school_chemistry,test-00000-of-00001,C,"Sulfurous acid is a weak acid, while sulfuric acid is a much stronger acid because

Choices:
A. the sulfur in sulfuric acid is more electronegative than the sulfur in sulfurous acid
B. sulfuric acid has more oxygen atoms in its formula
C. the O–H bonds in sulfuric acid are much weaker than those in sulfurous acid
D. sulfurous acid has its hydrogen atoms bound directly to the sulfur atom

Reply with exactly one uppercase letter out of A, B, C, or D.
",108
