question,question_concept,_split,answer,final_prompt,len_tk_phi3_mini_4k_instruct
What doorway is likely to have a large wooden door?,doorway,train-00000-of-00001,D,"Question:
What doorway is likely to have a large wooden door?

Which of the following is the best response to the question?

Choices:
A. home
B. airport
C. skyscraper
D. castle
E. every building

Reply with exactly one uppercase letter out of A, B, C, D or E.
",83
There wasn't enough space.  You need to get a bigger what?,space,train-00000-of-00001,B,"Question:
There wasn't enough space.  You need to get a bigger what?

Which of the following is the best response to the question?

Choices:
A. suitcase
B. box
C. sentence
D. house
E. paragraph

Reply with exactly one uppercase letter out of A, B, C, D or E.
",83
What does a person known as a cowboy do?,person,train-00000-of-00001,C,"Question:
What does a person known as a cowboy do?

Which of the following is the best response to the question?

Choices:
A. compliments
B. contribution to society
C. ride horses
D. green thumb
E. wear big belts

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
What body part does dirt sometimes get under?,dirt,train-00000-of-00001,B,"Question:
What body part does dirt sometimes get under?

Which of the following is the best response to the question?

Choices:
A. street
B. fingernails
C. surface of earth
D. ground
E. eat cake

Reply with exactly one uppercase letter out of A, B, C, D or E.
",83
Where is an apple tree likely found in abundance?,apple tree,train-00000-of-00001,D,"Question:
Where is an apple tree likely found in abundance?

Which of the following is the best response to the question?

Choices:
A. south pole
B. park
C. vineyard
D. farmland
E. orchid

Reply with exactly one uppercase letter out of A, B, C, D or E.
",83
"They would strike at night, the order to rise was given when?",rise,train-00000-of-00001,A,"Question:
They would strike at night, the order to rise was given when?

Which of the following is the best response to the question?

Choices:
A. sundown
B. fall
C. sunset
D. manual
E. go down

Reply with exactly one uppercase letter out of A, B, C, D or E.
",84
What will have to happen to a chess set before you can play chess?,play chess,train-00000-of-00001,C,"Question:
What will have to happen to a chess set before you can play chess?

Which of the following is the best response to the question?

Choices:
A. fun
B. strategic
C. made
D. have fun
E. satisfaction

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
What is a speed bump likely to cause a vehicle to do?,vehicle,train-00000-of-00001,B,"Question:
What is a speed bump likely to cause a vehicle to do?

Which of the following is the best response to the question?

Choices:
A. travel
B. slow down
C. feel impact of accident
D. carry
E. fly

Reply with exactly one uppercase letter out of A, B, C, D or E.
",84
"She was in an affair, what did that end upon discovery by her husband?",affair,validation-00000-of-00001,B,"Question:
She was in an affair, what did that end upon discovery by her husband?

Which of the following is the best response to the question?

Choices:
A. relationship
B. marriage
C. fidelity
D. love
E. divorce

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
"The laser light hurt his eyes, how would he describe it?",light,train-00000-of-00001,A,"Question:
The laser light hurt his eyes, how would he describe it?

Which of the following is the best response to the question?

Choices:
A. forceful
B. darkness
C. cumbersome
D. crucial
E. cold

Reply with exactly one uppercase letter out of A, B, C, D or E.
",84
What do you put on the surface covered with linoleum?,linoleum,train-00000-of-00001,C,"Question:
What do you put on the surface covered with linoleum?

Which of the following is the best response to the question?

Choices:
A. kitchen floor
B. house
C. furniture
D. mobile home
E. living room

Reply with exactly one uppercase letter out of A, B, C, D or E.
",83
What is the best way to keep tomatoes fresh?,tomatoes,train-00000-of-00001,B,"Question:
What is the best way to keep tomatoes fresh?

Which of the following is the best response to the question?

Choices:
A. squashed
B. refrigerator
C. pizza
D. market
E. put somewhere

Reply with exactly one uppercase letter out of A, B, C, D or E.
",83
Where can many merchants have their stores under one roof?,merchant,train-00000-of-00001,C,"Question:
Where can many merchants have their stores under one roof?

Which of the following is the best response to the question?

Choices:
A. supermarket
B. store
C. mall
D. market
E. shopping center

Reply with exactly one uppercase letter out of A, B, C, D or E.
",83
If you playing baseball and you miss a swing it is called what?,playing baseball,train-00000-of-00001,C,"Question:
If you playing baseball and you miss a swing it is called what?

Which of the following is the best response to the question?

Choices:
A. injury
B. agony
C. strikes
D. sore muscles
E. pain

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
Silk is used to make high quality what?,silk,train-00000-of-00001,C,"Question:
Silk is used to make high quality what?

Which of the following is the best response to the question?

Choices:
A. nightgown
B. mulberry tree
C. garments
D. chinatown
E. bushes

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
What is a negative consequence of learning about the world?,learning about world,train-00000-of-00001,C,"Question:
What is a negative consequence of learning about the world?

Which of the following is the best response to the question?

Choices:
A. sadness
B. hopelessness
C. loss of innocence
D. confusion
E. anger

Reply with exactly one uppercase letter out of A, B, C, D or E.
",83
"If I'm playing ball, I'm mostly trying to do what?",playing ball,validation-00000-of-00001,C,"Question:
If I'm playing ball, I'm mostly trying to do what?

Which of the following is the best response to the question?

Choices:
A. losing
B. competition
C. having fun
D. win
E. injury

Reply with exactly one uppercase letter out of A, B, C, D or E.
",83
Where is a telephone booth likely to be red?,telephone booth,train-00000-of-00001,C,"Question:
Where is a telephone booth likely to be red?

Which of the following is the best response to the question?

Choices:
A. airport
B. gotham city
C. london
D. city
E. gas stations

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
Where can you get chicken without leaving your car?,chicken,train-00000-of-00001,C,"Question:
Where can you get chicken without leaving your car?

Which of the following is the best response to the question?

Choices:
A. eaten
B. bbq
C. fast food restaurant
D. plate
E. pizza

Reply with exactly one uppercase letter out of A, B, C, D or E.
",83
Where is there likely to be a large volume of text?,volume,train-00000-of-00001,E,"Question:
Where is there likely to be a large volume of text?

Which of the following is the best response to the question?

Choices:
A. bookshelf
B. collection of books
C. books
D. set of books
E. library

Reply with exactly one uppercase letter out of A, B, C, D or E.
",84
Where are people likely to kick a ball?,ball,train-00000-of-00001,A,"Question:
Where are people likely to kick a ball?

Which of the following is the best response to the question?

Choices:
A. soccer game
B. child's hand
C. soccer field
D. arena
E. toy store

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
"A common saying, Sam thought, was to go forth, also this.",forth,train-00000-of-00001,D,"Question:
A common saying, Sam thought, was to go forth, also this.

Which of the following is the best response to the question?

Choices:
A. reverse
B. backwards
C. back and
D. back and
E. tally back

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
What will happen to someone writing a term paper too quickly likely encounter?,writing term paper,train-00000-of-00001,B,"Question:
What will happen to someone writing a term paper too quickly likely encounter?

Which of the following is the best response to the question?

Choices:
A. headaches
B. errors
C. low mark
D. anxiety
E. frustration

Reply with exactly one uppercase letter out of A, B, C, D or E.
",84
What does a person typically do when he is in a relationship?,person,train-00000-of-00001,C,"Question:
What does a person typically do when he is in a relationship?

Which of the following is the best response to the question?

Choices:
A. bank money
B. buy clothes
C. let himself go
D. thank god
E. do nothing

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
Where would you find many tables of silverware rolled into nice displayed napkins?,silverware,train-00000-of-00001,E,"Question:
Where would you find many tables of silverware rolled into nice displayed napkins?

Which of the following is the best response to the question?

Choices:
A. silver
B. park
C. table
D. cupboard
E. restaurant

Reply with exactly one uppercase letter out of A, B, C, D or E.
",83
Where might be a well manicured lawn?,lawn,train-00000-of-00001,D,"Question:
Where might be a well manicured lawn?

Which of the following is the best response to the question?

Choices:
A. ocean
B. michigan
C. north america
D. golf course
E. united states

Reply with exactly one uppercase letter out of A, B, C, D or E.
",83
What might someone get from learning about science?,learning about science,train-00000-of-00001,C,"Question:
What might someone get from learning about science?

Which of the following is the best response to the question?

Choices:
A. headache
B. see things differently
C. increased knowledge
D. accidents
E. appreciation of nature

Reply with exactly one uppercase letter out of A, B, C, D or E.
",83
A lot of rivers flow in and out of what body of water?,river,train-00000-of-00001,D,"Question:
A lot of rivers flow in and out of what body of water?

Which of the following is the best response to the question?

Choices:
A. ocean
B. peninsula
C. pond
D. lake
E. creek

Reply with exactly one uppercase letter out of A, B, C, D or E.
",84
Which long saga will we be watching on tonight's program?,program,train-00000-of-00001,B,"Question:
Which long saga will we be watching on tonight's program?

Which of the following is the best response to the question?

Choices:
A. concert
B. opera
C. theater
D. take class
E. television

Reply with exactly one uppercase letter out of A, B, C, D or E.
",84
"When visiting a museum, what might a child experience?",visiting museum,train-00000-of-00001,B,"Question:
When visiting a museum, what might a child experience?

Which of the following is the best response to the question?

Choices:
A. crowding
B. wonder
C. being bored
D. fear
E. sore feet

Reply with exactly one uppercase letter out of A, B, C, D or E.
",83
Where is a good place to keep a wagon meant for work?,wagon,train-00000-of-00001,A,"Question:
Where is a good place to keep a wagon meant for work?

Which of the following is the best response to the question?

Choices:
A. garage
B. kitchen cabinet
C. backyard
D. field
E. toy store

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
Where are small grapes likely to be found?,grape,train-00000-of-00001,C,"Question:
Where are small grapes likely to be found?

Which of the following is the best response to the question?

Choices:
A. lunch box
B. food store
C. wine country
D. kitchen
E. raisins

Reply with exactly one uppercase letter out of A, B, C, D or E.
",83
How might a automobile get off a freeway?,automobile,validation-00000-of-00001,A,"Question:
How might a automobile get off a freeway?

Which of the following is the best response to the question?

Choices:
A. exit ramp
B. garage
C. driveway
D. repair shop
E. stop light

Reply with exactly one uppercase letter out of A, B, C, D or E.
",84
Where is there typically small unpaved lanes?,lane,train-00000-of-00001,B,"Question:
Where is there typically small unpaved lanes?

Which of the following is the best response to the question?

Choices:
A. city
B. rural countryside
C. bowling alley
D. highway
E. estonia

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
Where can a talking bee be found?,bee,train-00000-of-00001,B,"Question:
Where can a talking bee be found?

Which of the following is the best response to the question?

Choices:
A. great outdoors
B. story book
C. flower shop
D. field of flowers
E. herb garden

Reply with exactly one uppercase letter out of A, B, C, D or E.
",84
What floral area is a monument usually placed in?,monument,train-00000-of-00001,C,"Question:
What floral area is a monument usually placed in?

Which of the following is the best response to the question?

Choices:
A. public growth areas
B. state park
C. public gardens
D. municipal park
E. cemetary

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
"The station was local, but Sarah could pick up signals from where?",local,train-00000-of-00001,D,"Question:
The station was local, but Sarah could pick up signals from where?

Which of the following is the best response to the question?

Choices:
A. distant
B. eat cake
C. worldwide
D. far away
E. foreign

Reply with exactly one uppercase letter out of A, B, C, D or E.
",84
Why would someone be likely to avoid kissing?,kissing,train-00000-of-00001,C,"Question:
Why would someone be likely to avoid kissing?

Which of the following is the best response to the question?

Choices:
A. arousal
B. shortness of breath
C. herpes
D. strong feelings
E. confusion

Reply with exactly one uppercase letter out of A, B, C, D or E.
",83
What is the most famous constellation out of earth?,earth,validation-00000-of-00001,B,"Question:
What is the most famous constellation out of earth?

Which of the following is the best response to the question?

Choices:
A. one moon
B. milky way
C. god's creation
D. stars
E. universe

Reply with exactly one uppercase letter out of A, B, C, D or E.
",84
What is it called when you spend time with friends and acquaintances?,friends,train-00000-of-00001,A,"Question:
What is it called when you spend time with friends and acquaintances?

Which of the following is the best response to the question?

Choices:
A. socialize
B. tell story
C. go somewhere
D. wedding
E. clean room

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
"A person is cold, how can the fire help them.",fire,train-00000-of-00001,D,"Question:
A person is cold, how can the fire help them.

Which of the following is the best response to the question?

Choices:
A. provide comfort
B. hurt people
C. warm room
D. warm hands
E. emit heat

Reply with exactly one uppercase letter out of A, B, C, D or E.
",83
A couple who wants to have a child normally do what?,couple,train-00000-of-00001,B,"Question:
A couple who wants to have a child normally do what?

Which of the following is the best response to the question?

Choices:
A. plan to marry
B. make sex
C. communicate
D. sleep in separate rooms
E. dance

Reply with exactly one uppercase letter out of A, B, C, D or E.
",84
The potato might be the official vegetable of what?,potato,validation-00000-of-00001,E,"Question:
The potato might be the official vegetable of what?

Which of the following is the best response to the question?

Choices:
A. vegans
B. kitchen cupboard
C. restaurants
D. chicken
E. maryland

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
If a person with mental illness stops treatment what will likely happen?,mental illness,validation-00000-of-00001,C,"Question:
If a person with mental illness stops treatment what will likely happen?

Which of the following is the best response to the question?

Choices:
A. managed
B. dancing
C. recur
D. effectively treated
E. cause suffering

Reply with exactly one uppercase letter out of A, B, C, D or E.
",84
James was in shock.  What he just learned was not what?,shock,train-00000-of-00001,E,"Question:
James was in shock.  What he just learned was not what?

Which of the following is the best response to the question?

Choices:
A. important
B. calm
C. thundershock
D. surprised
E. expected

Reply with exactly one uppercase letter out of A, B, C, D or E.
",84
"If you want the comfort of the familiar, where might you go?",comfort,train-00000-of-00001,D,"Question:
If you want the comfort of the familiar, where might you go?

Which of the following is the best response to the question?

Choices:
A. uneasy
B. distress
C. bed
D. home
E. friend's house

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
"Sometimes people are wronged, and sometimes getting revenge brings them what?",getting,train-00000-of-00001,B,"Question:
Sometimes people are wronged, and sometimes getting revenge brings them what?

Which of the following is the best response to the question?

Choices:
A. being happy
B. satisfaction
C. ownership
D. joy
E. disappointment

Reply with exactly one uppercase letter out of A, B, C, D or E.
",84
What might have a drop of flood on their fingertip?,drop of blood,train-00000-of-00001,B,"Question:
What might have a drop of flood on their fingertip?

Which of the following is the best response to the question?

Choices:
A. needle
B. person
C. clock
D. test tube
E. battlefield

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
What do the feathers look like on birds found in the rainforest?,birds,validation-00000-of-00001,D,"Question:
What do the feathers look like on birds found in the rainforest?

Which of the following is the best response to the question?

Choices:
A. pretty smart
B. singing
C. dark
D. very colorful
E. light

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
Many grains of sand together form what?,grain of sand,train-00000-of-00001,C,"Question:
Many grains of sand together form what?

Which of the following is the best response to the question?

Choices:
A. eye
B. bathing suit
C. sand pile
D. clam
E. create pearl

Reply with exactly one uppercase letter out of A, B, C, D or E.
",83
"Being in love, John and Betty did what when they were alone together?",being in love,train-00000-of-00001,A,"Question:
Being in love, John and Betty did what when they were alone together?

Which of the following is the best response to the question?

Choices:
A. kiss
B. propose to woman
C. sing
D. live life
E. dance

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
Janet was watching the film because she liked what?,watching film,validation-00000-of-00001,C,"Question:
Janet was watching the film because she liked what?

Which of the following is the best response to the question?

Choices:
A. erection
B. laughter
C. being entertained
D. fear
E. bordem

Reply with exactly one uppercase letter out of A, B, C, D or E.
",83
What can be used to remove a drop of blood?,drop of blood,train-00000-of-00001,B,"Question:
What can be used to remove a drop of blood?

Which of the following is the best response to the question?

Choices:
A. blood bank
B. needle
C. razor blade
D. slaughter house
E. person

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
How bad is the punishment for someone who is over indulgent?,indulgent,train-00000-of-00001,A,"Question:
How bad is the punishment for someone who is over indulgent?

Which of the following is the best response to the question?

Choices:
A. severe
B. harsh
C. hard
D. strict
E. self denying

Reply with exactly one uppercase letter out of A, B, C, D or E.
",83
What does a person feel when they are close to their birthday?,person,train-00000-of-00001,C,"Question:
What does a person feel when they are close to their birthday?

Which of the following is the best response to the question?

Choices:
A. presents
B. eat every day
C. excited
D. expressive
E. compliments

Reply with exactly one uppercase letter out of A, B, C, D or E.
",84
Where might someone drive through rows of apple tree?,apple tree,train-00000-of-00001,A,"Question:
Where might someone drive through rows of apple tree?

Which of the following is the best response to the question?

Choices:
A. countryside
B. mountains
C. front yard
D. wisconsin
E. washington state

Reply with exactly one uppercase letter out of A, B, C, D or E.
",84
What is likely to be the goal of telling many people about a new organization?,telling many people about,train-00000-of-00001,B,"Question:
What is likely to be the goal of telling many people about a new organization?

Which of the following is the best response to the question?

Choices:
A. accomplish
B. learn about
C. money
D. notoriety
E. religion

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
What would you need at least two computers to do?,computers,train-00000-of-00001,A,"Question:
What would you need at least two computers to do?

Which of the following is the best response to the question?

Choices:
A. share files
B. cost money
C. multitask
D. do work
E. do arithmetic

Reply with exactly one uppercase letter out of A, B, C, D or E.
",83
What may be a characteristic of a healthy person?,person,train-00000-of-00001,D,"Question:
What may be a characteristic of a healthy person?

Which of the following is the best response to the question?

Choices:
A. depression
B. own house
C. new experiences
D. good looking
E. playfulness

Reply with exactly one uppercase letter out of A, B, C, D or E.
",83
"The teen had bad posture, he never stood what?",bad,train-00000-of-00001,C,"Question:
The teen had bad posture, he never stood what?

Which of the following is the best response to the question?

Choices:
A. premium
B. straight
C. upright
D. sincere
E. superior

Reply with exactly one uppercase letter out of A, B, C, D or E.
",84
How are the conditions for someone who is living in a homeless shelter?,living,validation-00000-of-00001,A,"Question:
How are the conditions for someone who is living in a homeless shelter?

Which of the following is the best response to the question?

Choices:
A. sometimes bad
B. happy
C. respiration
D. growing older
E. death

Reply with exactly one uppercase letter out of A, B, C, D or E.
",84
People who make people now have what responsibility?,people,train-00000-of-00001,A,"Question:
People who make people now have what responsibility?

Which of the following is the best response to the question?

Choices:
A. raise children
B. speaking english
C. pay bills
D. water plants
E. talk to each other

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
In what society did slaves outnumber the citizens?,slave,train-00000-of-00001,B,"Question:
In what society did slaves outnumber the citizens?

Which of the following is the best response to the question?

Choices:
A. poor countries
B. ancient rome
C. plantation
D. dungeon
E. canada

Reply with exactly one uppercase letter out of A, B, C, D or E.
",83
what do scientists want to identify when they discover a new animal?,animal,train-00000-of-00001,C,"Question:
what do scientists want to identify when they discover a new animal?

Which of the following is the best response to the question?

Choices:
A. human
B. conduct experiment
C. specific
D. if they are nice
E. plant

Reply with exactly one uppercase letter out of A, B, C, D or E.
",84
Where does a well known fox movie take place?,fox,train-00000-of-00001,A,"Question:
Where does a well known fox movie take place?

Which of the following is the best response to the question?

Choices:
A. tennessee
B. hen house
C. together
D. inside joke
E. grassy field

Reply with exactly one uppercase letter out of A, B, C, D or E.
",83
Where would there be an auditorium with only a single person speaking?,auditorium,validation-00000-of-00001,C,"Question:
Where would there be an auditorium with only a single person speaking?

Which of the following is the best response to the question?

Choices:
A. lights
B. crowd
C. university campus
D. theater
E. park

Reply with exactly one uppercase letter out of A, B, C, D or E.
",83
He had to fake reading because he was what?,reading,train-00000-of-00001,E,"Question:
He had to fake reading because he was what?

Which of the following is the best response to the question?

Choices:
A. illiteracy
B. watching tv
C. acculturation
D. at grade level
E. illiterate

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
Where to put the rope before we start the hike?,rope,train-00000-of-00001,D,"Question:
Where to put the rope before we start the hike?

Which of the following is the best response to the question?

Choices:
A. swimming pool
B. lower person
C. boat
D. backpack
E. lay down

Reply with exactly one uppercase letter out of A, B, C, D or E.
",84
Exercise seems foreign to those who are just plain what?,exercise,train-00000-of-00001,C,"Question:
Exercise seems foreign to those who are just plain what?

Which of the following is the best response to the question?

Choices:
A. sloth
B. condition heart
C. lazy
D. work out
E. couch potato

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
Where do you use a ball to knock things down?,ball,train-00000-of-00001,A,"Question:
Where do you use a ball to knock things down?

Which of the following is the best response to the question?

Choices:
A. bowling alley
B. pool table
C. gymnasium
D. playground
E. golf

Reply with exactly one uppercase letter out of A, B, C, D or E.
",83
what do you do before going to party?,going to party,train-00000-of-00001,C,"Question:
what do you do before going to party?

Which of the following is the best response to the question?

Choices:
A. call 911
B. enjoy yourself
C. get drunk
D. having sex
E. meet new people

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
Where might I find a mailbox and also buy stamps?,mailbox,train-00000-of-00001,C,"Question:
Where might I find a mailbox and also buy stamps?

Which of the following is the best response to the question?

Choices:
A. front yard
B. street corner
C. post office
D. school
E. apartment complex

Reply with exactly one uppercase letter out of A, B, C, D or E.
",84
Eating breakfast of garlic might lead to some what?,eating breakfast,train-00000-of-00001,B,"Question:
Eating breakfast of garlic might lead to some what?

Which of the following is the best response to the question?

Choices:
A. tasty
B. bad breath
C. dirty dishes
D. better day
E. gain energy

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
The digital artist like to modify a copy of a famous picture to make it what?,copy,train-00000-of-00001,C,"Question:
The digital artist like to modify a copy of a famous picture to make it what?

Which of the following is the best response to the question?

Choices:
A. creation
B. new
C. unique
D. soft copy
E. paste

Reply with exactly one uppercase letter out of A, B, C, D or E.
",84
"The universe is quite vast, most say it is even what?",universe,train-00000-of-00001,D,"Question:
The universe is quite vast, most say it is even what?

Which of the following is the best response to the question?

Choices:
A. mysterious
B. very old
C. full of mysteries
D. infinite
E. real

Reply with exactly one uppercase letter out of A, B, C, D or E.
",84
"The potato wants to grow, where should it be placed?",potato,train-00000-of-00001,C,"Question:
The potato wants to grow, where should it be placed?

Which of the following is the best response to the question?

Choices:
A. pantry
B. paper bag
C. underground
D. boiling water
E. drawer

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
Where is someone likely to find a huge amount of text?,text,train-00000-of-00001,D,"Question:
Where is someone likely to find a huge amount of text?

Which of the following is the best response to the question?

Choices:
A. newspaper
B. writer's brain
C. own home
D. library
E. book store

Reply with exactly one uppercase letter out of A, B, C, D or E.
",83
These locker rooms are often visited by reporters.,locker room,train-00000-of-00001,D,"Question:
These locker rooms are often visited by reporters.

Which of the following is the best response to the question?

Choices:
A. jocks
B. health club
C. gymnasium
D. stadium
E. hatred

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
What do you take out of the fish before service a filet??,fish,train-00000-of-00001,B,"Question:
What do you take out of the fish before service a filet??

Which of the following is the best response to the question?

Choices:
A. no legs
B. bones
C. organs
D. gills
E. scales

Reply with exactly one uppercase letter out of A, B, C, D or E.
",84
WHat do cats get into when they are ripping things apart?,cat,train-00000-of-00001,D,"Question:
WHat do cats get into when they are ripping things apart?

Which of the following is the best response to the question?

Choices:
A. dog's mouth
B. floor
C. garage
D. trouble
E. nature

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
Why does a person stay in bed on the weekend?,stay in bed,train-00000-of-00001,D,"Question:
Why does a person stay in bed on the weekend?

Which of the following is the best response to the question?

Choices:
A. slumber
B. bedsores
C. lay down
D. sleep in
E. falling asleep

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
What do people who are having fun in a big way experience?,having fun,train-00000-of-00001,B,"Question:
What do people who are having fun in a big way experience?

Which of the following is the best response to the question?

Choices:
A. stress relief
B. glee
C. injuries
D. hunger
E. may laugh

Reply with exactly one uppercase letter out of A, B, C, D or E.
",84
Where are you if a number of athletes are wrestling?,wrestling,train-00000-of-00001,B,"Question:
Where are you if a number of athletes are wrestling?

Which of the following is the best response to the question?

Choices:
A. bruises
B. competition
C. ancient greece
D. get free
E. wins

Reply with exactly one uppercase letter out of A, B, C, D or E.
",84
Why would a person be approached by a lot of people?,person,train-00000-of-00001,D,"Question:
Why would a person be approached by a lot of people?

Which of the following is the best response to the question?

Choices:
A. care about
B. compliments
C. know all
D. popularity
E. understand themselves

Reply with exactly one uppercase letter out of A, B, C, D or E.
",83
What is the goal of the activities of students?,students,train-00000-of-00001,D,"Question:
What is the goal of the activities of students?

Which of the following is the best response to the question?

Choices:
A. pass exams
B. do well
C. amount to
D. better comprehension
E. read books

Reply with exactly one uppercase letter out of A, B, C, D or E.
",83
What would you put coins into to make it work?,coins,validation-00000-of-00001,B,"Question:
What would you put coins into to make it work?

Which of the following is the best response to the question?

Choices:
A. stove
B. water fountain
C. desk
D. purse
E. jar

Reply with exactly one uppercase letter out of A, B, C, D or E.
",84
What material would you put on the walls and floor in a shower?,tile,train-00000-of-00001,B,"Question:
What material would you put on the walls and floor in a shower?

Which of the following is the best response to the question?

Choices:
A. home
B. shower
C. room
D. tiles
E. roof

Reply with exactly one uppercase letter out of A, B, C, D or E.
",83
"The audience cheered when a goal was scored, what were they spectating?",audience,validation-00000-of-00001,B,"Question:
The audience cheered when a goal was scored, what were they spectating?

Which of the following is the best response to the question?

Choices:
A. school
B. sporting event
C. concert hall
D. show
E. television

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
Why can drinking alcohol cause a car crash?,drinking alcohol,train-00000-of-00001,B,"Question:
Why can drinking alcohol cause a car crash?

Which of the following is the best response to the question?

Choices:
A. having sex
B. disorientation
C. sickness
D. throwing up
E. snapchatting

Reply with exactly one uppercase letter out of A, B, C, D or E.
",83
"It was time for her favorite program, she got comfortable and turned on the what?",program,train-00000-of-00001,D,"Question:
It was time for her favorite program, she got comfortable and turned on the what?

Which of the following is the best response to the question?

Choices:
A. concert
B. opera
C. computer
D. television
E. lamp

Reply with exactly one uppercase letter out of A, B, C, D or E.
",83
If you haven't been sleeping well you are probably what?,sleeping,train-00000-of-00001,B,"Question:
If you haven't been sleeping well you are probably what?

Which of the following is the best response to the question?

Choices:
A. time to sleep
B. tired
C. closing eyes
D. falling down
E. darkness

Reply with exactly one uppercase letter out of A, B, C, D or E.
",84
Why do people want to swim in the heat?,swim,train-00000-of-00001,D,"Question:
Why do people want to swim in the heat?

Which of the following is the best response to the question?

Choices:
A. wear bathing suit
B. fun
C. excercise
D. cool down
E. exercise

Reply with exactly one uppercase letter out of A, B, C, D or E.
",84
Where do you find leather horseback riding equipment?,leather,train-00000-of-00001,C,"Question:
Where do you find leather horseback riding equipment?

Which of the following is the best response to the question?

Choices:
A. car seats
B. department stores
C. stable
D. merry go round
E. handbag

Reply with exactly one uppercase letter out of A, B, C, D or E.
",84
What device popular with children has two wheels?,wheel,train-00000-of-00001,E,"Question:
What device popular with children has two wheels?

Which of the following is the best response to the question?

Choices:
A. coaching
B. cars bycicles etc
C. vehicle
D. car
E. bicycle

Reply with exactly one uppercase letter out of A, B, C, D or E.
",83
The poker dealer spread the flop of cards across the what?,cards,validation-00000-of-00001,D,"Question:
The poker dealer spread the flop of cards across the what?

Which of the following is the best response to the question?

Choices:
A. players
B. play games
C. casino
D. table
E. toy store

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
The person worked hard and achieved his goals and got to feel what?,person,train-00000-of-00001,E,"Question:
The person worked hard and achieved his goals and got to feel what?

Which of the following is the best response to the question?

Choices:
A. headache
B. disappointed
C. celebrated
D. simplicity
E. fulfilled

Reply with exactly one uppercase letter out of A, B, C, D or E.
",83
What is necessary for bathing?,bathing,train-00000-of-00001,C,"Question:
What is necessary for bathing?

Which of the following is the best response to the question?

Choices:
A. suntan lotion
B. reading newspaper
C. using soap
D. cleanliness
E. slip and fall

Reply with exactly one uppercase letter out of A, B, C, D or E.
",83
What does a person want to do the first day of school?,person,train-00000-of-00001,D,"Question:
What does a person want to do the first day of school?

Which of the following is the best response to the question?

Choices:
A. cross street
B. say words
C. die of cancer
D. meet friends
E. learn

Reply with exactly one uppercase letter out of A, B, C, D or E.
",84
What does the idea of going on vacation inspire ?,going on vacation,train-00000-of-00001,E,"Question:
What does the idea of going on vacation inspire ?

Which of the following is the best response to the question?

Choices:
A. relaxation
B. overspending
C. staying there
D. pie
E. pleasant thoughts

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
What is likely the result of praying leading to the desired outcome?,praying,train-00000-of-00001,A,"Question:
What is likely the result of praying leading to the desired outcome?

Which of the following is the best response to the question?

Choices:
A. relief
B. contemplation
C. anger
D. meditation
E. being comforted

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
What is one horrible thing exercise can contribute to preventing?,exercising,train-00000-of-00001,D,"Question:
What is one horrible thing exercise can contribute to preventing?

Which of the following is the best response to the question?

Choices:
A. heart problems
B. tiredness
C. relaxation
D. heart attacks
E. good health

Reply with exactly one uppercase letter out of A, B, C, D or E.
",84
What does a person miss when a tree hits power lines?,person,train-00000-of-00001,C,"Question:
What does a person miss when a tree hits power lines?

Which of the following is the best response to the question?

Choices:
A. indoor plumbing
B. feel special
C. electricity
D. headache
E. forest

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
Why do you not earn money while you have lunch?,have lunch,train-00000-of-00001,E,"Question:
Why do you not earn money while you have lunch?

Which of the following is the best response to the question?

Choices:
A. too full
B. eat food
C. get food
D. find food
E. stop working

Reply with exactly one uppercase letter out of A, B, C, D or E.
",84
