ind,activity_label,ctx,answer,final_prompt,len_tk_gemma2_9b_base
15352.0,Personal Care and Style,[header] How to make brown eyes stand out [title] Try gold eye shadow. [step] Gold is a great way to add some pop to your brown eyes. Use gold eyeshadow on your eyelids to highlight the gold specks in your eyes.,B,"Context:
""[header] How to make brown eyes stand out [title] Try gold eye shadow. [step] Gold is a great way to add some pop to your brown eyes. Use gold eyeshadow on your eyelids to highlight the gold specks in your eyes.""

Which of the following endings best completes the context?

Choices:
A. Try getting to the part of your eyelids that comprises most of your brown eyes, then consider adding black. Continue to add gray eyeshadow on those areas that you would like to highlight.
B. Apply a matte gold shadow or a metallic gold shadow for some real pop. [substeps] You can also try other warm metallic shades like copper and bronze on your eyes to make them stand out.
C. Gray eye shadow colors like light gray, brown, tan, and neon blue work best. [substeps] You can also use some artificial eyeliner to darken the eyes.
D. [substeps] Consider using almond-shaped eyeshadow for blue eyes. A shimmery foundation works better for golden eyes.

Reply with exactly one uppercase letter out of A, B, C, or D.
",234
17084.0,Computers and Electronics,"[header] How to add hyperlinks to email messages in hotmail [title] Visit the hotmail website in your web browser. [title] Type the required info into the appropriate boxes to sign-in (if not already completed and saved for further login). [title] Click the "" go to inbox "" link listed directly under "" hotmail highlights "".",D,"Context:
""[header] How to add hyperlinks to email messages in hotmail [title] Visit the hotmail website in your web browser. [title] Type the required info into the appropriate boxes to sign-in (if not already completed and saved for further login). [title] Click the "" go to inbox "" link listed directly under "" hotmail highlights "".""

Which of the following endings best completes the context?

Choices:
A. [title] Click the "" tools "" button to go to the "" productivity tools "" tab. [step] Click on "" deleting emails "".
B. [step] You will now receive emails from multiple people using the same service. [title] Look at the cursor on the upper-right corner of the screen.
C. [title] Click the "" view or : [step] "" button from the left menu bar , [title] Select an email subject from the main menu, then click the "" open text now "" button. [title] Click the "" log in "" button that is beneath the mail icon on the pop-up.
D. [substeps] By preference, try to learn and use the (http: // www. ) portion of the address link formatting, when typing your link.

Reply with exactly one uppercase letter out of A, B, C, or D.
",278
14147.0,Computers and Electronics,[header] How to install ram in an imac [title] Prepare your imac for the ram installation. [substeps] Turn off your imac and remove the power cord and all other cables from the computer. This will prevent you from being electrically shocked as you install the ram.,A,"Context:
""[header] How to install ram in an imac [title] Prepare your imac for the ram installation. [substeps] Turn off your imac and remove the power cord and all other cables from the computer. This will prevent you from being electrically shocked as you install the ram.""

Which of the following endings best completes the context?

Choices:
A. Allow the imac to sit for at least 10 minutes after you turn off the computer. This will allow the hot, or warm internal parts of your imac to cool down completely before you install the ram.
B. You can also warm up the ram ram by mixing warm water and ghee into a bowl or in a container. After both the water and ghee have been warmed up, plug both ends in.
C. Push the power button or set down the power pedal to remove the laptop power cord, if the computer has one. Disconnect all the power supply cables.
D. [title] Connect your mac to its power source. [substeps] Connect the ram cable to a power switch located on the back of the computer.

Reply with exactly one uppercase letter out of A, B, C, or D.
",251
13764.0,Pets and Animals,[header] How to treat macaw wasting disease [title] Recognize gastrointestinal and neurological symptoms of pdd. [step] Macaw wasting disease or proventicular dilatation disease (pdd) can be recognized by a range of digestive and nervous system malfunctions. Your bird may start regurgitating food or simply look very depressed.,A,"Context:
""[header] How to treat macaw wasting disease [title] Recognize gastrointestinal and neurological symptoms of pdd. [step] Macaw wasting disease or proventicular dilatation disease (pdd) can be recognized by a range of digestive and nervous system malfunctions. Your bird may start regurgitating food or simply look very depressed.""

Which of the following endings best completes the context?

Choices:
A. In some species, such as macaws, the gastrointestinal symptoms show up first and it takes a while for neurological symptoms to arise. In cockatoos, you see the neurological signs first.
B. There is also a possibility of sudden infant death due to hormonal imbalances. If your bird is sluggish, seems agitated, and has fussy headgear, it could cause pdd.
C. This is most common in younger birds that are recovering from pdd. Birds with pdd may have a hard time making changes to food and mineral intake due to liver damage.
D. Birds with pdd also may experience seizures. Symptoms of pdd include : [substeps] Vomiting diarrhea sluggishness weakness [title] Look for early symptoms of pdd and mesothelioma.

Reply with exactly one uppercase letter out of A, B, C, or D.
",261
5216.0,Finance and Business,"[header] How to do a deed search [title] Gather information on the property. [step] The street address is a good place to start, but you will also want to track down more specific information about the current owner, such as whether or not they are selling the property. [substeps] One good piece of information to get is the assessor's parcel number (apn).",B,"Context:
""[header] How to do a deed search [title] Gather information on the property. [step] The street address is a good place to start, but you will also want to track down more specific information about the current owner, such as whether or not they are selling the property. [substeps] One good piece of information to get is the assessor's parcel number (apn).""

Which of the following endings best completes the context?

Choices:
A. It can be found on the document in question. Information about that parcel of property is probably relevant to pursuing investigation.
B. This is a unique number assigned by a tax assessor that contain particular information about the property. Depending on the location you are looking in, it may also be called the property tax or parcel identification number.
C. The apn is a detailed description of the property, which helps provide insight as to the value of the property. While real estate transactions are not regulated by the federal government, laws and ordinances are exceptions.
D. This is part of the real estate code just inside the property deed. If it's a rental property or a commercial property, then this is the parcel number.

Reply with exactly one uppercase letter out of A, B, C, or D.
",266
22442.0,Playing ice hockey,A man in a red hockey helmet and with a long curling mustache is seen in a still shot standing next to a woman while leaning on a glass barrier in front of a hockey skate rink. the man,D,"Context:
""A man in a red hockey helmet and with a long curling mustache is seen in a still shot standing next to a woman while leaning on a glass barrier in front of a hockey skate rink. the man""

Which of the following endings best completes the context?

Choices:
A. holding the hockey stick and skating in various turns to push the balls away with the knob of the hockey ball and hockey ball between the two and poles and side pushing them away from the rink to give the woman control of the game.
B. records the sped of the skate skate as he is holding a blue puck and is going backwards on the rink towards the woman in the hockey skates.
C. stands still and the woman begins playing him using the curling stick as she picks him up and tosses him the ball while the man stands on the skate skate rink with her doing somersaults in the air.
D. is then shown entering a live hockey game and playing hockey with a floor filled with other players.

Reply with exactly one uppercase letter out of A, B, C, or D.
",227
36266.0,Health,"[header] How to get rid of dry skin under your nose [title] Wash your face with warm water and gentle skin cleanser. [step] The first step in caring for dry skin under the nose is to clean the area to remove any dirt and loose, dead skin. Dry, scaly skin can easily lead to open wounds and cause bacterial infection, so keeping the area clean is important.",A,"Context:
""[header] How to get rid of dry skin under your nose [title] Wash your face with warm water and gentle skin cleanser. [step] The first step in caring for dry skin under the nose is to clean the area to remove any dirt and loose, dead skin. Dry, scaly skin can easily lead to open wounds and cause bacterial infection, so keeping the area clean is important.""

Which of the following endings best completes the context?

Choices:
A. [substeps] Avoid using harsh soaps that can dry your skin even more. Instead, use cleansers with added moisturizers or mild soaps with added oils.
B. [substeps] If your nose is particularly dry, you may want to use a good face cleanser. Loofad hand soap is also great to use, as it is gentle and easy to scrub and is effective at removing dirt and sebum.
C. [substeps] Wet your face with lukewarm water, dab some gently on your nose, and gently wipe away any dead skin. Use a soft washcloth to dry your nose completely.
D. [substeps] Wash your face with warm or lukewarm water. Soak a cotton ball in warm or lukewarm water and gently wipe your nose of bacteria.

Reply with exactly one uppercase letter out of A, B, C, or D.
",277
31731.0,Food and Entertaining,"[header] How to make a hearty stew [title] Cut your beef chuck into small , 1-inch cubes. [step] Although your beef cubes don't all need to have the same uniformity, it helps to try to be consistent. When cutting the beef chuck, remove any excess fat dangling from the outside of the cubes of meat.",D,"Context:
""[header] How to make a hearty stew [title] Cut your beef chuck into small , 1-inch cubes. [step] Although your beef cubes don't all need to have the same uniformity, it helps to try to be consistent. When cutting the beef chuck, remove any excess fat dangling from the outside of the cubes of meat.""

Which of the following endings best completes the context?

Choices:
A. [title] Place your chuck on a cutting board and cut it along its length. [step] Get out your 2 sliced and 1 diced onion.
B. From here, simply use a sharp scissors to cut the rest of the beef in half. [substeps] The beef cubes should be 1-1/2 inches thick.
C. [substeps] Don't cut the beef chuck into small cubes yet. Or, you might show up with a bit of the new juices floating to the top when you're ready to cook it.
D. [substeps] What if you don't have beef chuck? Rump, bottom round, or topside cuts will all do. What you want to avoid is getting pre-cut beef "" for stewing "" at the grocery store or market.

Reply with exactly one uppercase letter out of A, B, C, or D.
",280
36352.0,Food and Entertaining,"[header] How to bake wholemeal bread [title] Add water and yeast in a large bowl and let stand for 5 minutes. [title] Add 1/3 honey and 5 cups flour to the yeast mixture, stirring until completely mixed. [step] Let stand for 25 minutes.",C,"Context:
""[header] How to bake wholemeal bread [title] Add water and yeast in a large bowl and let stand for 5 minutes. [title] Add 1/3 honey and 5 cups flour to the yeast mixture, stirring until completely mixed. [step] Let stand for 25 minutes.""

Which of the following endings best completes the context?

Choices:
A. [title] Pour in the flour slowly, gradually adding additional 1/2 cup flour as the increase in pressure. [step] You have got a recipe! [title] Allow the bread to stand for three hours.
B. [title] Sift 3/4 of the flour and 1/2 cup water into the bowl. [step] Do this until a level surface forms.
C. You should see the mixture grow a bit and bubbles start to form. [title] Mix 3 tablespoons of melted butter , 1/3 cup honey, and salt together into the dough.
D. [title] Add 1/3 the water and salt to the flour mixture and stir through to combine. [title] Let the dough rise 2-3 minutes to a doubled.

Reply with exactly one uppercase letter out of A, B, C, or D.
",268
39326.0,Home and Garden,[header] How to make a rustic table runner [title] Trace the foundation template onto greaseproof paper or thin sew-in interfacing. [title] Place a piece of red fabric rs up on the foundation and put a piece of cream rs down onto it. [step] Pin exactly on the line and fold the cream fabric back.,B,"Context:
""[header] How to make a rustic table runner [title] Trace the foundation template onto greaseproof paper or thin sew-in interfacing. [title] Place a piece of red fabric rs up on the foundation and put a piece of cream rs down onto it. [step] Pin exactly on the line and fold the cream fabric back.""

Which of the following endings best completes the context?

Choices:
A. From here have the lay and cut boards measure and line up the center so the runner plus boards connect. Also have some linen handy if it's going to be a formal dinner outfit.
B. Is it covering the outer lines? If not then reposition or cut a larger piece and try again. [title] Sew from the back exactly on the line, extend a couple of stitches past the end of the line and use a smaller stitch than usual.
C. [title] Put the blush, yellow (like orange) and cream rs up and do the same thing with blue (like red). [title] Put a piece of brown paper inside an empty color palette and trace it to provide a border.
D. [title] Spray paint the paper runner and pin horizontally vertically at exactly the same depth on each side. [title] Leave the drawing for one more day or until all are in place.

Reply with exactly one uppercase letter out of A, B, C, or D.
",294
15144.0,Family Life,"[header] How to draw yoshi from mario [title] Draw a couple of circles, one 80% smaller than the other and overlap those. [title] Add an angular oval on top of the bigger circle and add an overlapping circle at the bottom of the oval and another horizontal oval touching the base of the circle. [title] Add details to the head by drawing the eye, eyelid and the nostril.",C,"Context:
""[header] How to draw yoshi from mario [title] Draw a couple of circles, one 80% smaller than the other and overlap those. [title] Add an angular oval on top of the bigger circle and add an overlapping circle at the bottom of the oval and another horizontal oval touching the base of the circle. [title] Add details to the head by drawing the eye, eyelid and the nostril.""

Which of the following endings best completes the context?

Choices:
A. [title] Add details like the golden boots and the nose along with a hat. [title] Do a craft and then outline the head and add a detailing to the hat.
B. [title] Add two small circles at the mouth and overlap them a bit but keep the one at the base going into the throat. [title] Draw the shoulders and red cheeks and/or a couple of spikes from the cheeks.
C. [title] Draw a crescent moon-shaped sketch for the body of the yoshi. [title] Draw a circle on the concave centre and another smaller one inside it.
D. [title] Add facial features by drawing the billowy hair on yoshi's head. [title] Erase some but don't erase too many details.

Reply with exactly one uppercase letter out of A, B, C, or D.
",286
37136.0,Computers and Electronics,[header] How to install ios 7 [title] Back up your device prior to installing ios 7. [step] This helps to ensure that your data does not get lost while your device updates. It is recommended to back up your device to icloud or itunes.,A,"Context:
""[header] How to install ios 7 [title] Back up your device prior to installing ios 7. [step] This helps to ensure that your data does not get lost while your device updates. It is recommended to back up your device to icloud or itunes.""

Which of the following endings best completes the context?

Choices:
A. [substeps] To back up your device to icloud, connect to a wi-fi network. Then, tap settings, and after that, tap icloud.
B. [title] Download ios 7 from cloud storage, stores, or just about any other cloud storage program. [step] You can also download it from google play.
C. [title] Go to view programs you will be installing. [step] This is the opportunity to add specific features, areas of the device that may not be visible to a visual standpoint.
D. [substeps] If you don't already have this android device in order to install ios 7, skip this step and get your device os 7 installed before any other steps are needed. [title] Open the settings app on your android.

Reply with exactly one uppercase letter out of A, B, C, or D.
",262
19411.0,Finance and Business,[header] How to find freelance work [title] Register with an employment service. [step] Meet with a local employment service or headhunter or use a national/international service online. Registering with any of these options can help quickly match you with potential opportunities.,A,"Context:
""[header] How to find freelance work [title] Register with an employment service. [step] Meet with a local employment service or headhunter or use a national/international service online. Registering with any of these options can help quickly match you with potential opportunities.""

Which of the following endings best completes the context?

Choices:
A. [substeps] Provide information on the type of work and schedule you are seeking. Give the person in charge of helping you find a job a current resume and a general cover letter, which can further attract potential employers to you.
B. [title] Search for jobs that fit your interest. [step] Interact with examples of jobs in which you've been made available and include them in your job directory.
C. [substeps] You may also apply for employment as a freelancer, if the job is relevant to your qualifications. Some employers prefer freelancers to be directly involved in the hire process.
D. For example, try taking the ntcpa coding course in the area you are interested in. If you have school transcripts and regular letters of recommendation from professors or supervisors, these can help your chances of landing the job at the start of your career as an freelance writer.

Reply with exactly one uppercase letter out of A, B, C, or D.
",274
21733.0,Finance and Business,"[header] How to promote a handyman business [title] Complete a few jobs for friends, co-workers, family members and neighbors. [step] You can offer to help for free, or charge them very little. This will give you experience and a few satisfied customers.",B,"Context:
""[header] How to promote a handyman business [title] Complete a few jobs for friends, co-workers, family members and neighbors. [step] You can offer to help for free, or charge them very little. This will give you experience and a few satisfied customers.""

Which of the following endings best completes the context?

Choices:
A. [title] Advertise in local businesses like yours. [title] Aim for an organized and successful business.
B. [title] Ask if you can use those people as references. [step] If your references will be willing to write a letter or a testimonial talking about your excellent work, you can use it to attract additional clients.
C. You can keep costs low, but make sure to ask for help for people who need it. Once everyone knows about your services and are ready to help, make a proposal, asking for your services for free, and asking for an exclusive job, to get started.
D. If you are simply willing to work for cash, find work as a gardener or a kitchen aide while being a licensed help. Keep in mind that if you make a lot of money these areas may become much less expensive.

Reply with exactly one uppercase letter out of A, B, C, or D.
",268
17315.0,Computers and Electronics,"[header] How to connect speakers to your laptop [title] Choose a set of computer speakers. [step] As long as your laptop has a usb or speaker/headphone jack, you should be able to use most wired computer speakers. [substeps] Most computer speakers have a 3.5 mm (1/8 "") audio input connector, which is the small plug that will fit into a typical headphone jack.",A,"Context:
""[header] How to connect speakers to your laptop [title] Choose a set of computer speakers. [step] As long as your laptop has a usb or speaker/headphone jack, you should be able to use most wired computer speakers. [substeps] Most computer speakers have a 3.5 mm (1/8 "") audio input connector, which is the small plug that will fit into a typical headphone jack.""

Which of the following endings best completes the context?

Choices:
A. These speakers will also need to be plugged into a power source. Usb speakers are powered by your computer so they won't need to be plugged into the wall.
B. Roll the speakers onto a plain flat, black hard wood table or mat. Once the speakers are on, plug in the speakers using either the usb, speaker, or adapter you chose, and wrap an electrical tape around the ends.
C. [title] Attach an ethernet cable to your speakers. [step] Figure out which end is turned on and which is off.
D. Iphone, ipad, and ipod are good options. [title] Get a usb or headphone jack from a hardware store.

Reply with exactly one uppercase letter out of A, B, C, or D.
",265
18154.0,Health,"[header] How to cope with having lupus [title] Make sure you have the right doctors and keep up with them. [step] Lupus patients generally have a variety of doctors, including a rheumatologist (for joints). It is essential that you keep your doctors well informed.",D,"Context:
""[header] How to cope with having lupus [title] Make sure you have the right doctors and keep up with them. [step] Lupus patients generally have a variety of doctors, including a rheumatologist (for joints). It is essential that you keep your doctors well informed.""

Which of the following endings best completes the context?

Choices:
A. [substeps] A rheumatologist is a neurologist who is trained to diagnose and treat old patients. He or she will provide medication and be able to see if you need medications.
B. This will also help ensure they can effectively diagnose lupus and treat it in the best way possible. The spine rotates in a painful way, and due to this, a doctor must be able to diagnose it.
C. This is because many people suffering from scoliosis have become immune from the effects of the disease. Unfortunately, rheumatosis is almost entirely visible during all cases.
D. If you don't get along well with one doctor, then find one that you do get along with. [title] Learn as much as you can about lupus.

Reply with exactly one uppercase letter out of A, B, C, or D.
",251
19926.0,Computers and Electronics,"[header] How to swap a sprite's color palette [title] Look at your sprite's current colours. [step] Open it up in an image editing program. [title] Notice that the sprite is only made up of so many colours, use the "" pick colour "" (or whatever its equivalent is) to pick out the darkest colour.",C,"Context:
""[header] How to swap a sprite's color palette [title] Look at your sprite's current colours. [step] Open it up in an image editing program. [title] Notice that the sprite is only made up of so many colours, use the "" pick colour "" (or whatever its equivalent is) to pick out the darkest colour.""

Which of the following endings best completes the context?

Choices:
A. [step] ( one that looks bad on red. [title] Place the document in the colour palette--you will see a switch in the bottom right hand corner.
B. [step] Reserve the contrast for when you are changing the color wheel. Because sometimes you must change the colour wheel, open the auto look down.
C. [title] Draw a single block (5 x 5 pixels should be large enough) in that colour. [title] Select the next darkest colour and put another 5 x 5 block of that colour next to the first.
D. Some common coloured printers work within the colour palette. The ones that work include : [substeps] Ink 2:1 gnext paint :3 dorm color :4 [title] Go back to your sprite's original watercolor library and open the ribbon that was in the one you got on earlier.

Reply with exactly one uppercase letter out of A, B, C, or D.
",293
7087.0,Pets and Animals,"[header] How to bond with a needy dog [title] Play with your dog. [step] Instead of giving into your needy dog by coddling or holding then when they whine, interact with them by playing with them. Wait until a time when they are not whining or barking for your attention, then engage with them.",B,"Context:
""[header] How to bond with a needy dog [title] Play with your dog. [step] Instead of giving into your needy dog by coddling or holding then when they whine, interact with them by playing with them. Wait until a time when they are not whining or barking for your attention, then engage with them.""

Which of the following endings best completes the context?

Choices:
A. Once they are happy with your presence, you can introduce play into the relationship. [title] Come to your dog's rescue.
B. [substeps] Try playing fetch, running together, or playing tug-of-war. Note that tugging games can make some breeds, such as terriers, overly excited.
C. When they whine, reward them by playing with them and even petting them. Just make sure not to use force when rewarding your dog, as this can throw the dog off balance and cause them to dig their heels into the floor.
D. Pet their head and body if you aren't cuddling them and the dog likes that. Praise your dog when they do something right without fussing or even being shy.

Reply with exactly one uppercase letter out of A, B, C, or D.
",259
46734.0,Health,"[header] How to recognize contractions [title] Notice if contractions are regular. [step] Real labor contractions will quickly develop a pattern of duration and frequency. While the length of time that you experience the contractions and the time between them will vary, the changes will be progressive and steady.",A,"Context:
""[header] How to recognize contractions [title] Notice if contractions are regular. [step] Real labor contractions will quickly develop a pattern of duration and frequency. While the length of time that you experience the contractions and the time between them will vary, the changes will be progressive and steady.""

Which of the following endings best completes the context?

Choices:
A. [substeps] You will be able to expect when the contractions will happen. There will not be gaps of time where the contractions stop, such as an hour long break.
B. [substeps] Many studies have demonstrated that contractions last for a longer period than they did in normal labor. This means that individual contractions take less time to develop.
C. [substeps] Contractions will last for at least 20-30 seconds, but they may feel like they are coming apart. After a few seconds the consistency of real contractions will worsen.
D. Contracting contractions may only last for a few hours, but they should begin to become more frequent as they grow. [substeps] After the contractions occur, you should be able to hear a little rattle when the contraction ends and it will likely sound less like a snap.

Reply with exactly one uppercase letter out of A, B, C, or D.
",270
25196.0,Relationships,"[header] How to continue an embarrassing conversation [title] Get to the point. [step] If you had to initiate the conversation, let the other person know upfront what you want to talk about. Spit it out, even if it's hard to say.",B,"Context:
""[header] How to continue an embarrassing conversation [title] Get to the point. [step] If you had to initiate the conversation, let the other person know upfront what you want to talk about. Spit it out, even if it's hard to say.""

Which of the following endings best completes the context?

Choices:
A. You have the right to get to the point, if only at first, and waiting at least a few moments before you do get to the point can help calm your nerves. [substeps] There's no need to fake it.
B. The longer you dance around the point, the harder it will be to bring it up. If you can't say what you need to without getting visibly flustered, practicing ahead of time can help.
C. It's important for a talk to be about you. [substeps] Try not to lock your teeth while saying something.
D. When you feel yourself getting angry, take a deep breath, relax, and repeat yourself: "" i'm feeling really offended and angry right now. "" [substeps] You can say "" excuse me for a minute, but let's talk about another topic, "" or stop talking for a few moments to collect your thoughts.

Reply with exactly one uppercase letter out of A, B, C, or D.
",286
45753.0,Education and Communications,"[header] How to participate in nanowrimo [title] Visit nanowrimo. Org and sign up for an account. [step] The competition begins on november 1, but you can sign up any time during the year. For those of you under 13, you can sign up for their young writer's program.",B,"Context:
""[header] How to participate in nanowrimo [title] Visit nanowrimo. Org and sign up for an account. [step] The competition begins on november 1, but you can sign up any time during the year. For those of you under 13, you can sign up for their young writer's program.""

Which of the following endings best completes the context?

Choices:
A. [title] Sign up by searching for nanowrimo. [step] People compete once or twice per year for nanowrimo.
B. ( nanowrimo also has "" camp nanowrimo "" which is during april and july. ) [title] Join the forums for support in your novel and help.
C. For others, you need to register for a designer's class. [substeps] Some of the other programs are yet to be accepted, so check up on latest if you are interested.
D. [substeps] During the holidays, you can participate on scrimmage. Your points will be awarded to students who're in high school, with a small bonus awarded to students of that year.

Reply with exactly one uppercase letter out of A, B, C, or D.
",257
4271.0,Food and Entertaining,"[header] How to make vegan split pea soup [title] Heat the olive oil in an 8-quart (7 1/2 l) stockpot over medium high heat. [title] Add the onions, garlic, oregano, salt and pepper. [title] Sauté the vegetables and seasonings for 10 to 15 minutes or until the onions appear translucent.",A,"Context:
""[header] How to make vegan split pea soup [title] Heat the olive oil in an 8-quart (7 1/2 l) stockpot over medium high heat. [title] Add the onions, garlic, oregano, salt and pepper. [title] Sauté the vegetables and seasonings for 10 to 15 minutes or until the onions appear translucent.""

Which of the following endings best completes the context?

Choices:
A. [step] Make sure to stir the mixture periodically with a large wooden spoon to prevent the ingredients from burning. [title] Add the carrots, potatoes , 1 1/2 pounds (680 g) of split peas, and water to the pot.
B. [title] Add the beef stock and vinegar and cook for an additional 5 minutes. [title] Crack the eggs and cream the mixture.
C. [title] Add the chopped onions and vegetables (like almonds, thyme, and mushrooms) into the stockpot. [title] Bring the stock to a boil over high heat.
D. [title] Add the broccoli, lentils, coriander, cilantro, and chopped bell peppers. [title] Simmer for 15 minutes or until the vegetables and spices are blended well into the soup.

Reply with exactly one uppercase letter out of A, B, C, or D.
",287
13954.0,Food and Entertaining,"[header] How to clean driftwood [title] Shake it. [step] If you picked up your driftwood from a natural location, such as a lake, you might see particles of dirt sticking to the wood's surface. Grab the piece by the end and give it a good shake.",D,"Context:
""[header] How to clean driftwood [title] Shake it. [step] If you picked up your driftwood from a natural location, such as a lake, you might see particles of dirt sticking to the wood's surface. Grab the piece by the end and give it a good shake.""

Which of the following endings best completes the context?

Choices:
A. This can help dislodge the debris, causing the driftwood to be more tray-like. If you're worried about letting it sit, shake it with your hands.
B. [substeps] Be very gentle, as sand can slip on wood. Use a dry towel to soak up any water.
C. If the particles don't come away, repeat the process using three or four full shakes. [title] Use a vegetable scrubber to apply salt.
D. Perhaps tap it gently on the ground a few times to loosen any additional grains. [substeps] This also helps to remove any pests, like ants, from the wood.

Reply with exactly one uppercase letter out of A, B, C, or D.
",235
11435.0,Home and Garden,"[header] How to make your own liquor cabinet [title] Decide what you want your liquor cabinet to look like. [step] Despite the name "" cabinet, "" the place where you store your drink ingredients can be open, closed or in a larger structure, like a bar. A small liquor cabinet can simply be a kitchen cabinet, and a large bar can be purchased or specially made.",B,"Context:
""[header] How to make your own liquor cabinet [title] Decide what you want your liquor cabinet to look like. [step] Despite the name "" cabinet, "" the place where you store your drink ingredients can be open, closed or in a larger structure, like a bar. A small liquor cabinet can simply be a kitchen cabinet, and a large bar can be purchased or specially made.""

Which of the following endings best completes the context?

Choices:
A. If you're thirsty or tired of an empty liquor cabinet, consider making your own. [substeps] If the wine comes from fermented grapes, your liquor cabinet will look much nicer and richer.
B. [title] Consider where you want to store the liquor. [step] If you have children, you may want to choose a cabinet that is up high or one that locks.
C. Your choice will be based on your personal taste, and as an independent contractor, you want to feel that you have a place to store things. [title] Identify the size you want your liquor cabinet to be.
D. [substeps] If you're going to venture out in the wilderness, making a liquor cabinet featuring a refrigerator is a good idea. [title] Pick a location that meets your needs.

Reply with exactly one uppercase letter out of A, B, C, or D.
",286
15924.0,Personal Care and Style,"[header] How to grow long hair as a guy [title] Give yourself a hot oil massage. [step] Growing hair starts from the roots-which means that taking care of your scalp and the roots of your hair can stimulate growth. Oil, which conditions hair, warmed and massaged onto your scalp will help to prompt hair growth.",C,"Context:
""[header] How to grow long hair as a guy [title] Give yourself a hot oil massage. [step] Growing hair starts from the roots-which means that taking care of your scalp and the roots of your hair can stimulate growth. Oil, which conditions hair, warmed and massaged onto your scalp will help to prompt hair growth.""

Which of the following endings best completes the context?

Choices:
A. [substeps] Direct your provider or hair specialist to massage the oil onto your scalp, working in small, circular motions for about 5 to 10 minutes. Use a clarifying shampoo to wash your hair and scalp.
B. You can get a dollop of hair oil at a pharmacy or hair care store. [substeps] Make sure that you warm your head before applying the oil to your scalp.
C. Heat up a bit of olive, coconut, or argon oil until warm to the touch. Gently rub this into your scalp for 5-10 minutes, and allow the oil to soak into your hair for an additional 30 minutes.
D. This can help to stimulate voluminous hair growth, hair that roughly occurs at the roots. [substeps] Do not apply any oil to your scalp.

Reply with exactly one uppercase letter out of A, B, C, or D.
",278
26103.0,Home and Garden,"[header] How to enjoy cleaning your homes office [title] Start out by having a family member or friend, who will not be helping you, write down what you need to clean. [step] Sometimes we find ourselves overlooking a lot of problems, because we don't want to spend the time to fix it. [title] Turn on some of your favorite music! [step] This way, you'll be able to dance while you clean.",B,"Context:
""[header] How to enjoy cleaning your homes office [title] Start out by having a family member or friend, who will not be helping you, write down what you need to clean. [step] Sometimes we find ourselves overlooking a lot of problems, because we don't want to spend the time to fix it. [title] Turn on some of your favorite music! [step] This way, you'll be able to dance while you clean.""

Which of the following endings best completes the context?

Choices:
A. Also, you don't have to worry about getting your blueprints all polished. [title] Take the time to fill a cup with hot water.
B. [title] Get a sibling involved! [step] Tell them that you will be playing a game. One of you will count to 30, with their eyes closed, while the other cleans as much as possible.
C. If you don't like classical music, choose some calming music. If your head chef is a fan of colourful issues like refugees rights, some light jazz music is perfect.
D. You can usually hear the song be play as quietly as possible, especially if you have an ipod or good headphones. Cleaning is not just about refilling your ipod/headphones.

Reply with exactly one uppercase letter out of A, B, C, or D.
",288
13967.0,Computers and Electronics,"[header] How to add metatags [title] Familiarize yourself with the purpose of meta tags. [step] Meta tags are html tags that allow you to provide keywords relevant to your site's content that help search engines index your site. By using meta tags, you improve your site's chances of being displayed high on a list of search engine results.",A,"Context:
""[header] How to add metatags [title] Familiarize yourself with the purpose of meta tags. [step] Meta tags are html tags that allow you to provide keywords relevant to your site's content that help search engines index your site. By using meta tags, you improve your site's chances of being displayed high on a list of search engine results.""

Which of the following endings best completes the context?

Choices:
A. [title] Decide what keywords you will list in your meta tags. [step] These keywords should be relevant to your site's content.
B. [title] Target your search engines to your keywords. [step] Meta tags tend to focus on your keywords.
C. Furthermore, meta tags lead to fewer search engines who search for keywords and instead send you products with smart apps or applications that can help you search for keywords. [substeps] Meta tags are dynamic pieces of code that help to define what your site will and will not be displayed.
D. [title] Choose the size of your website or website. [step] Meta tags can be expanded to make your site more abbreviated, so your smaller website or website will yield at least 1 html tag.

Reply with exactly one uppercase letter out of A, B, C, or D.
",274
35615.0,Computers and Electronics,"[header] How to determine whether a perfume is authentic [title] Know the seller. [step] Most counterfeit perfume purchases can be avoided by going to a reputable seller. There are a variety of outlets for perfume, and it's important to understand the benefits and dangers of each.",A,"Context:
""[header] How to determine whether a perfume is authentic [title] Know the seller. [step] Most counterfeit perfume purchases can be avoided by going to a reputable seller. There are a variety of outlets for perfume, and it's important to understand the benefits and dangers of each.""

Which of the following endings best completes the context?

Choices:
A. [substeps] Department stores are always the safest way to buy perfume, as you have the advantage of being able to closely examine the bottle in its packaging and talking to the retail staff. This allows you to approach the staff if it's possibly a fake, and you are able to return the perfume if it's not authentic.
B. Some of the counterfeits have the option of tricking or defrauding sellers, although some sellers will give good bids. Inspect any counterfeit perfume at a major retail chain and see if it seems visually appealing to you.
C. [substeps] Beauty supply stores provide samples of a brand new perfume that gives the recipient a fragrance that the seller can't replicate. A good seller will offer the product for free.
D. While most sellers will agree to provide you with genuine fragrances, don't assume they will lie about what fragrances they have. Many sellers are unwilling to disclose everything about a product, even though their own distaste for the fragrances is questionable.

Reply with exactly one uppercase letter out of A, B, C, or D.
",303
