ind,activity_label,ctx,answer,final_prompt,len_tk_llama3.1_8b_instruct
28784.0,Doing a powerbomb,A young boy dressed in a red sweater and black slacks is laying down on the ground playing dead. a group of the boy's friend them,D,"Context:
""A young boy dressed in a red sweater and black slacks is laying down on the ground playing dead. a group of the boy's friend them""

Which of the following endings best completes the context?

Choices:
A. and they hold frisbees and press them to the boy's chest repeatedly.
B. attempt to play live.
C. tell how to play and how to play.
D. comes and grabs the boy and throws him on the couch.

Reply with exactly one uppercase letter out of A, B, C, or D.
",113
48603.0,Hitting a pinata,A young child is seen hitting a pinata with a baseball bat as the person moves it around on strings. the boy,D,"Context:
""A young child is seen hitting a pinata with a baseball bat as the person moves it around on strings. the boy""

Which of the following endings best completes the context?

Choices:
A. puts the bat down then continues hitting the pinata.
B. continues hitting the bats while the camera captures his movements.
C. continues to swing back and fourth on the bat.
D. continues swinging at the pinata and pauses to speak to the camera nervously.

Reply with exactly one uppercase letter out of A, B, C, or D.
",113
40555.0,Hanging wallpaper,A lady stands with a pot and shows an area of a wall. The wall is cleaned with a wet towel using the solution in the pot. the lady,B,"Context:
""A lady stands with a pot and shows an area of a wall. The wall is cleaned with a wet towel using the solution in the pot. the lady""

Which of the following endings best completes the context?

Choices:
A. grabs a rag to clean off the excess rag.
B. points to an area of the wall that is discolored.
C. stuffs a binder of cotton balls with water.
D. watches the bristle brush brush on the brush.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
47863.0,Playing congas,A young boy wearing a black t-shirt plays congas in a band rehearsal. a man in a white t - shirt,B,"Context:
""A young boy wearing a black t-shirt plays congas in a band rehearsal. a man in a white t - shirt""

Which of the following endings best completes the context?

Choices:
A. in white scrubs and walks forward in preparation of playing congas.
B. accompanies the conga player on the drums behind the boy.
C. is sitting beside him watching a cv news story.
D. applies tightening labels to the drum set on front a white sheet.

Reply with exactly one uppercase letter out of A, B, C, or D.
",114
41996.0,Preparing pasta,The man starts calling out tickets. The women cook the dish that the man had just taught them to make. the man,C,"Context:
""The man starts calling out tickets. The women cook the dish that the man had just taught them to make. the man""

Which of the following endings best completes the context?

Choices:
A. passes the girls one more gift and presents it to her.
B. pays the playing boys and the women are pretending to be terrorists through stunt flips and poses.
C. helps them and gives them pointers.
D. gets a beer and walks with his wife talking about what happened.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
37824.0,Trimming branches or hedges,A man stands on a residential front lawn with a chain saw. The man trims a set of small palm trees. the camera,C,"Context:
""A man stands on a residential front lawn with a chain saw. The man trims a set of small palm trees. the camera""

Which of the following endings best completes the context?

Choices:
A. captures the man's movements as the man trims the yard.
B. shows the man trims the trees.
C. focuses on the finished palm trees and cut branches on the ground below.
D. pans and we see the view from the gates of a house.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
30759.0,Tango,"A man and woman are standing in a dance position. They then shift, showing different steps slowly. they",D,"Context:
""A man and woman are standing in a dance position. They then shift, showing different steps slowly. they""

Which of the following endings best completes the context?

Choices:
A. immediately begin to dance, beginning and ending with the man twirling around and the woman smiling.
B. continue to dance while turning and twirling as the music plays.
C. measure each other, moving their hands back and forth.
D. continue dancing, showing how to perform different moves.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
7508.0,Cleaning shoes,A person is sitting down holding blue shoes. They hold a bottle wet wipes. They take one and start wiping the bottom of the shoe. they,C,"Context:
""A person is sitting down holding blue shoes. They hold a bottle wet wipes. They take one and start wiping the bottom of the shoe. they""

Which of the following endings best completes the context?

Choices:
A. give a kiss on the end and let go.
B. stand up and grab another and put it on the back.
C. get a different shoe and start wiping it.
D. lay on a towel and dry them with the wet wipes.

Reply with exactly one uppercase letter out of A, B, C, or D.
",113
12697.0,Waterskiing,"We see waterski and the side of a boat. We see a boy standing on a dock, people gas their boat then board. we",B,"Context:
""We see waterski and the side of a boat. We see a boy standing on a dock, people gas their boat then board. we""

Which of the following endings best completes the context?

Choices:
A. see people wearing that atus're going to lake como and sailing with fishing rods.
B. see two boys playing.
C. see young boys burning a candle and riding the boat down the river.
D. see more kids in water and talking.

Reply with exactly one uppercase letter out of A, B, C, or D.
",113
38122.0,Trimming branches or hedges,A man starts up a gas powered hedger and hands it to someone standing on a platform. the man on the platform,B,"Context:
""A man starts up a gas powered hedger and hands it to someone standing on a platform. the man on the platform""

Which of the following endings best completes the context?

Choices:
A. pulls the pipe and the smoke rings out stretched across a board.
B. trims the top of a hedge with the hedge trimmer.
C. uses it as a lasso to catch a fish.
D. beams, someone runs in the woods with a screaming baby.

Reply with exactly one uppercase letter out of A, B, C, or D.
",114
3881.0,Ironing clothes,We see a lady ironing a shirt on an ironing board and talking to the camera. The lady irons a sleeve. The lady irons the back of the shirt. the lady,C,"Context:
""We see a lady ironing a shirt on an ironing board and talking to the camera. The lady irons a sleeve. The lady irons the back of the shirt. the lady""

Which of the following endings best completes the context?

Choices:
A. folds obscured fabric and puts them in an ironing machine.
B. shows off the ironing machine.
C. finishes and holds the shirt up.
D. talks and coos at the camera.

Reply with exactly one uppercase letter out of A, B, C, or D.
",113
38350.0,Baton twirling,The girl in a blue shirt is twirling her baton. the girl,A,"Context:
""The girl in a blue shirt is twirling her baton. the girl""

Which of the following endings best completes the context?

Choices:
A. threw the baton up in the air and raised her leg.
B. walked out of the field of flowers to grab her baton.
C. in the black shirt stopped spinning her baton and walk down the track.
D. in the green shirt dropped the baton and started twirling her baton.

Reply with exactly one uppercase letter out of A, B, C, or D.
",113
5230.0,Ice fishing,A boy is standing outside on top of ice fishing out of a small hole in the ice. the boy,D,"Context:
""A boy is standing outside on top of ice fishing out of a small hole in the ice. the boy""

Which of the following endings best completes the context?

Choices:
A. gets on his hands and knees to dig the hole.
B. freezes and wets the fish.
C. disappears into the hole in the ice and the man comes out to apply for his fishing gear.
D. struggles to get the fish out and someone comes and takes it out for him.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
5727.0,Using uneven bars,A female gymnast is spinning around a bar in a gym. She spins around the bar multiple times before dismounting. she,B,"Context:
""A female gymnast is spinning around a bar in a gym. She spins around the bar multiple times before dismounting. she""

Which of the following endings best completes the context?

Choices:
A. walks off the bar quickly after presenting her arms in the air.
B. lands on the mat, arms in the air.
C. is then seen riding down a hill while the crowd cheers and claps.
D. climbs onto a beam and conducts a routine.

Reply with exactly one uppercase letter out of A, B, C, or D.
",114
7309.0,Hand car wash,A large white truck with its hood open backs up. marc man,C,"Context:
""A large white truck with its hood open backs up. marc man""

Which of the following endings best completes the context?

Choices:
A. is standing outside with a bag of wood from the garage and a lighter in a bag at his feet swinging around a woodpile.
B. is getting ready to lift a heavy barbell.
C. speaks to the camera by a vintage red car.
D. is shoveling snow from the side and down the sidewalk.

Reply with exactly one uppercase letter out of A, B, C, or D.
",113
2049.0,Snow tubing,A person ski on the pent of a hill covered with snow. then,D,"Context:
""A person ski on the pent of a hill covered with snow. then""

Which of the following endings best completes the context?

Choices:
A. , skis in hill covered with snow approaches the mountain.
B. , the person ski on the hill on which snow falls and slope.
C. , two individuals ski on the hill covered with snow but still stay upright by snowboard.
D. , the person arrives to a flat area where there are four people.

Reply with exactly one uppercase letter out of A, B, C, or D.
",113
38769.0,Cheerleading,"A group of cheerleaders lay down a flag on a court. They assemble, then begin tossing each other in the air. they",A,"Context:
""A group of cheerleaders lay down a flag on a court. They assemble, then begin tossing each other in the air. they""

Which of the following endings best completes the context?

Choices:
A. put on a performance for the crowd, flipping and dancing.
B. flip over the cheering girl in pink in a few stands.
C. charge forward, flipping ship to get into the bellies of rock.
D. do several batches, while some run off.

Reply with exactly one uppercase letter out of A, B, C, or D.
",114
3657.0,Playing ice hockey,"A team is on the ice, playing a game of hockey. they",C,"Context:
""A team is on the ice, playing a game of hockey. they""

Which of the following endings best completes the context?

Choices:
A. kick the puck back and forth, trying to keep the ball from their opponents.
B. 're lettered in red and yellow as they make up their team.
C. slide around, hitting the puck and trying to keep it away from their opponents.
D. run through the ice, trying to hit some goals but missing.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
20519.0,Doing karate,A woman is wearing a white robe and a black belt. She does karate moves in her room. She kicks her legs up several times. she,D,"Context:
""A woman is wearing a white robe and a black belt. She does karate moves in her room. She kicks her legs up several times. she""

Which of the following endings best completes the context?

Choices:
A. jumps back and forth before jumping off the mat.
B. throws her arms up and walks away.
C. then does karate splits in her living room.
D. finishes and stands up right with her arms by her side and bows.

Reply with exactly one uppercase letter out of A, B, C, or D.
",113
26887.0,Beer pong,A group is gathered around a picnic table. They are engaged in a game of beer pong. they,C,"Context:
""A group is gathered around a picnic table. They are engaged in a game of beer pong. they""

Which of the following endings best completes the context?

Choices:
A. rut all around the table, trying not to be asked to drink the beer.
B. keep throwing the ball back and forth over the table to one another.
C. are throwing the balls and trying to get them into cups.
D. take turns throwing the balls at the opposing team members.

Reply with exactly one uppercase letter out of A, B, C, or D.
",114
6778.0,Making a cake,"The person adds blue liquid to a small, plastic container. The person whips a paint mistake with fingers. The person adds a white dough as the eye. the person",D,"Context:
""The person adds blue liquid to a small, plastic container. The person whips a paint mistake with fingers. The person adds a white dough as the eye. the person""

Which of the following endings best completes the context?

Choices:
A. slides a model jet ski into the container.
B. screws a clear eye lens on.
C. places a strip of dough towards the lemon face and makes a salad.
D. uses a black marker to color in the eye.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
20062.0,Shoveling snow,Woman is being interviewed in a house. Scenes of the snowy streets are shown and a man is being itnerviewed in a sidewalk. man,B,"Context:
""Woman is being interviewed in a house. Scenes of the snowy streets are shown and a man is being itnerviewed in a sidewalk. man""

Which of the following endings best completes the context?

Choices:
A. is rubbing snow on a house.
B. is shoveling the sidewalk and the journalist is talking to the camera.
C. is standing near a group and talk paintball.
D. is shoveling the snow from garage in a street.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
3538.0,Breakdancing,A crowd is gathered around a black tiled area. A man in black does some breakdance moves. he,B,"Context:
""A crowd is gathered around a black tiled area. A man in black does some breakdance moves. he""

Which of the following endings best completes the context?

Choices:
A. finishes his splits, and drinks the entire glass.
B. then trades off with a man in white, several breakdancers trade off displaying moves as the crowd looks on.
C. moves his arms back and forth in front of him.
D. holds one hand behind his back.

Reply with exactly one uppercase letter out of A, B, C, or D.
",113
16911.0,Baking cookies,A young man is helped putting on an apron and cameras take picture of the event. a group of people,B,"Context:
""A young man is helped putting on an apron and cameras take picture of the event. a group of people""

Which of the following endings best completes the context?

Choices:
A. stand and play tug of war while people holding a camera discuss behind stepping screens.
B. make trays of cookies together.
C. are swimming around in the pool.
D. are shown and they? ingress water in large drinking fountains and a man walks around holding a leaf blower.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
39897.0,Getting a haircut,"Female tosses her hair and uses her fingers to play with her hair. The female displays a comb, clamp, and a scissor. the females",D,"Context:
""Female tosses her hair and uses her fingers to play with her hair. The female displays a comb, clamp, and a scissor. the females""

Which of the following endings best completes the context?

Choices:
A. grips her hair until the pose is complete.
B. sweeps all the hair from her hair while smiling.
C. holds her hair in front of a mirror, showing the length of the day.
D. uses the comb on her hair.

Reply with exactly one uppercase letter out of A, B, C, or D.
",114
19558.0,Doing fencing,Two people are playing fencing holding epees on his arms standing in a white stage. man,B,"Context:
""Two people are playing fencing holding epees on his arms standing in a white stage. man""

Which of the following endings best completes the context?

Choices:
A. is standing in front of a hopscotch.
B. is aproaching to the stage and check the epee of the boy.
C. is outside doing exercise trice the shirtless man is using weight in the corner of the fencing area.
D. is elting the stick on the stage.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
2103.0,Making a sandwich,He tops it with a final piece of bread. He cuts the sandwich into four slices on a board. he,B,"Context:
""He tops it with a final piece of bread. He cuts the sandwich into four slices on a board. he""

Which of the following endings best completes the context?

Choices:
A. looks at his sandwich as he opens the back home and places two slices of bread on top.
B. puts a toothpick in each section of the sandwich.
C. guzzles it down slowly.
D. then takes an egg and eats while describing his preparation for these ingredients.

Reply with exactly one uppercase letter out of A, B, C, or D.
",114
13257.0,Waterskiing,"A man is in the ocean water, holding a rope. He is attached to a boat while he is on water skis. he",B,"Context:
""A man is in the ocean water, holding a rope. He is attached to a boat while he is on water skis. he""

Which of the following endings best completes the context?

Choices:
A. dabs a towel on his head, then grabs onto the line attached to the boat.
B. lifts himself up, skiing in the waves.
C. wets himself, taking off slowly.
D. runs fast as he catches up to the boat.

Reply with exactly one uppercase letter out of A, B, C, or D.
",113
13655.0,Playing rubik cube,A man is sitting behind a table completing a rubik's cube. A person in a blue shirt is standing next to the table holding a stop watch. the man,C,"Context:
""A man is sitting behind a table completing a rubik's cube. A person in a blue shirt is standing next to the table holding a stop watch. the man""

Which of the following endings best completes the context?

Choices:
A. does a hand position and the rubik's cube slides back and forth.
B. finishes his rubik's cube and sits down.
C. completes the rubik's cube and sets it down.
D. then solves the cube.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
796.0,Playing squash,Two men play squash in a room. A player goes to find the ball and throw it to his partner. then,C,"Context:
""Two men play squash in a room. A player goes to find the ball and throw it to his partner. then""

Which of the following endings best completes the context?

Choices:
A. , the player returns and try to get the ball.
B. , the players continue playing, while the partner gets frustrated and gives up.
C. , the two men continues playing squash.
D. another player throws the ball to his partner, then he goes after the ball.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
6353.0,Hurling,A black screen with title text of team names and a date is shown. a number of people,C,"Context:
""A black screen with title text of team names and a date is shown. a number of people""

Which of the following endings best completes the context?

Choices:
A. are now on a court, preparing to do a shot put.
B. are outside of a building warming up.
C. play a lacrosse game in a stadium while watched by several referees and spectators.
D. are seen ranging from people playing soccer with a serious competitive nature to children playing soccer.

Reply with exactly one uppercase letter out of A, B, C, or D.
",114
18725.0,Sharpening knives,The man pushes the knife on a block and starts sharpening it. The man pours water on the knife. the man,B,"Context:
""The man pushes the knife on a block and starts sharpening it. The man pours water on the knife. the man""

Which of the following endings best completes the context?

Choices:
A. cuts the knife and stand on a pushup to sharpen it.
B. adds another block on the screen and puts water on the block.
C. shows off the sharpener then scrapes the knife edge off using a saw.
D. leaves and returns with a knife.

Reply with exactly one uppercase letter out of A, B, C, or D.
",114
43710.0,Getting a haircut,A young girl is seen speaking to the camera and looking off into the distance. she,B,"Context:
""A young girl is seen speaking to the camera and looking off into the distance. she""

Which of the following endings best completes the context?

Choices:
A. swings a bat around her neck continuously while kicking away at a pinata and following a person.
B. continues speaking and leads into a woman cutting her hair.
C. walks around the track a bit and begins doing tricks while swinging her stick around.
D. then begins twirling an object around on her body.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
31980.0,Welding,A man in welding attire welds a piece of metal to another piece of metal on camera. a man wearing protective clothing and a metal welding hat,A,"Context:
""A man in welding attire welds a piece of metal to another piece of metal on camera. a man wearing protective clothing and a metal welding hat""

Which of the following endings best completes the context?

Choices:
A. stands in front of a piece of metal missing a long strip on the face of it.
B. welds an item other.
C. welds tiles together while speaking to the camera.
D. welds a piece of metal without welding anything.

Reply with exactly one uppercase letter out of A, B, C, or D.
",114
39534.0,Making a cake,They pour the dry ingredients into a large bowl together before putting into the mixer. The mix is scooped into a bundt cake pan. the cake,A,"Context:
""They pour the dry ingredients into a large bowl together before putting into the mixer. The mix is scooped into a bundt cake pan. the cake""

Which of the following endings best completes the context?

Choices:
A. is placed in the oven and the person makes a glaze.
B. is being put into a cooling pan.
C. is covered in frosting and the cake is put in the oven.
D. is cleaned with a hoagie clean rag.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
47797.0,Hanging wallpaper,The white walls of a room is progressively filled with colorful pictures. a person,A,"Context:
""The white walls of a room is progressively filled with colorful pictures. a person""

Which of the following endings best completes the context?

Choices:
A. peels applications and put on a wall.
B. enters a room with white wallpaper and a carpet appears covered in designs.
C. is then seen cutting cotton balls with various tools and dips the cotton balls all over the wall and then licking the cotton sticks.
D. is seen applying plaster and adding stripes to the ceiling.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
1876.0,Blowing leaves,A pile of trees are shown blowing outside on a cobblestone path outside of a building. as the leaves,A,"Context:
""A pile of trees are shown blowing outside on a cobblestone path outside of a building. as the leaves""

Which of the following endings best completes the context?

Choices:
A. continue to blow a young boy walks into the scene clearing the path with his leaf blower.
B. fall, others are shown as well.
C. blow, flour is poured into a pan and laid out.
D. fall, a large dog wearing a blue cape covers his face.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
5311.0,Longboarding,A caucasian male is outside holding up a skateboard. he,D,"Context:
""A caucasian male is outside holding up a skateboard. he""

Which of the following endings best completes the context?

Choices:
A. puts on a skate and snowboards down the hill.
B. separates it's parts on the skateboard and lays them down.
C. walks up to the skateboard and himself.
D. then goes down a winding road and comes down skateboarding and the picture is still until he slides into a trick and then it is paused again.

Reply with exactly one uppercase letter out of A, B, C, or D.
",114
11107.0,Powerbocking,"A person runs and jumps wearing bouncing shoes, and a man make a surprised face. people",D,"Context:
""A person runs and jumps wearing bouncing shoes, and a man make a surprised face. people""

Which of the following endings best completes the context?

Choices:
A. jump in the track as people surfs in the field talking.
B. fall onto the ground, and man runs without his shoes.
C. walks and passes in continuous progression long hills.
D. wearing bouncing shoes bounce and jumps in a gym, a presenter talks and also tries the bouncing shoes.

Reply with exactly one uppercase letter out of A, B, C, or D.
",113
22876.0,Playing bagpipes,A man is seen standing ready with a set of bagpipes and begins playing them for the camera. the man,C,"Context:
""A man is seen standing ready with a set of bagpipes and begins playing them for the camera. the man""

Which of the following endings best completes the context?

Choices:
A. continues playing continuously on the bagpipes while the camera runs around the area.
B. waves his arms in the air while singing in the end.
C. continues playing and then stops to look at the camera.
D. continues playing with the instrument and ends by blowing it into the camera.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
47350.0,Painting,"A man is seen on his knees surrounded by painting tools and materials. He mixes some pain and paints part of a canvas, then does another color. he",D,"Context:
""A man is seen on his knees surrounded by painting tools and materials. He mixes some pain and paints part of a canvas, then does another color. he""

Which of the following endings best completes the context?

Choices:
A. then paints on some paint all around the painting and mixes it.
B. continues to paint around the pallet way in the end.
C. waves to the camera.
D. keeps adding paint along the way, sometimes directly to the canvas.

Reply with exactly one uppercase letter out of A, B, C, or D.
",114
27891.0,Table soccer,Several young men play a game on a foosball table. a new player,D,"Context:
""Several young men play a game on a foosball table. a new player""

Which of the following endings best completes the context?

Choices:
A. comes in, and begins shuffling the cards, while the dealer gives tips.
B. passes the ball to the other one.
C. walks up to the table, counts the balls and indicates for his score.
D. arrives, who is a much older man amd plays a game with the younger men.

Reply with exactly one uppercase letter out of A, B, C, or D.
",114
46767.0,Cleaning windows,A man is seen cleaning a set of windows quickly in front of a large crowd. another man,B,"Context:
""A man is seen cleaning a set of windows quickly in front of a large crowd. another man""

Which of the following endings best completes the context?

Choices:
A. is seen pushing a dog around on the street while people walk in and out of frame.
B. speaks to the camera while another man cleans off the windows.
C. jumps onto the frame and begins working on the inside.
D. is seen speaking to the camera while others walk around a room.

Reply with exactly one uppercase letter out of A, B, C, or D.
",114
13169.0,Snatch,We see a man dive into a pool in slow motion. We see the judges giving the man his score and talking to him. We see a lady clapping. we,D,"Context:
""We see a man dive into a pool in slow motion. We see the judges giving the man his score and talking to him. We see a lady clapping. we""

Which of the following endings best completes the context?

Choices:
A. see a score of five to two.
B. see the man spinning in a circular motion in the pool with multiple splashes.
C. see the closing graphic on a black screen.
D. see the diver being interviewed.

Reply with exactly one uppercase letter out of A, B, C, or D.
",114
9016.0,Scuba diving,A close up of a watch is seen moving around under the ocean. several people,B,"Context:
""A close up of a watch is seen moving around under the ocean. several people""

Which of the following endings best completes the context?

Choices:
A. are seen turning it around and using it along with other gear.
B. are then seen swimming around the area.
C. are seen rowing along the water on oars as well as floating around in the water.
D. are sitting around it watching as well as wake panning in and out of the camera.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
18252.0,Breakdancing,"One of the boys walks over to a mat, and starts break dancing. When he is done, the other boy saunters over and break dances too. they",D,"Context:
""One of the boys walks over to a mat, and starts break dancing. When he is done, the other boy saunters over and break dances too. they""

Which of the following endings best completes the context?

Choices:
A. continue to tango on the mat.
B. both jump up in victory.
C. walk away from each other and walk back to the top of the mat.
D. take turns dancing one more time before the crowd.

Reply with exactly one uppercase letter out of A, B, C, or D.
",113
39680.0,Running a marathon,A group of runner in a marathon run passed an intersection with one man carrying a large cross like jesus. the man,C,"Context:
""A group of runner in a marathon run passed an intersection with one man carrying a large cross like jesus. the man""

Which of the following endings best completes the context?

Choices:
A. with the cross pass a building where several runners pass.
B. resets the cross that he just replaced before going back by adjusting the cross again.
C. is seen in different poses running the marathon carrying a cross.
D. mostly stumbles away from the continues crossing.

Reply with exactly one uppercase letter out of A, B, C, or D.
",113
35288.0,Shaving,The man picks up a package and applies a product to his face. The man uses a towel to wipe down his face. the man,C,"Context:
""The man picks up a package and applies a product to his face. The man uses a towel to wipe down his face. the man""

Which of the following endings best completes the context?

Choices:
A. raises his arm up to the camera and smiles.
B. grabs another bottle and drinks from it.
C. picks up a bottle of oil from the counter and applies it to his beard.
D. picks up another packet and sprays it with water.

Reply with exactly one uppercase letter out of A, B, C, or D.
",113
28901.0,Table soccer,The camera pans around the table as the men continue to play as well as watch others around them. the men,C,"Context:
""The camera pans around the table as the men continue to play as well as watch others around them. the men""

Which of the following endings best completes the context?

Choices:
A. continue to play and one of them falls laugh out loud after he finishes.
B. begin to play a game while the camera pans around their movements.
C. move the poles all around and kick the ball with their players.
D. continue to play table poker while others stand.

Reply with exactly one uppercase letter out of A, B, C, or D.
",113
6682.0,Long jump,Man is standing in a race track running and making a long jump and the video shows a repetition. Man is smiling and fells in the track of happiness. men,C,"Context:
""Man is standing in a race track running and making a long jump and the video shows a repetition. Man is smiling and fells in the track of happiness. men""

Which of the following endings best completes the context?

Choices:
A. are running and making jumps in a race track airport.
B. wearing red t shirts are chasing the boy.
C. are sitting on white chairs next to a racetrack.
D. performs a long jump in blue desert.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
41526.0,Walking the dog,A woman and a young girl are each walking a dog in a grassy area. They approach another woman sitting in a chair. she,A,"Context:
""A woman and a young girl are each walking a dog in a grassy area. They approach another woman sitting in a chair. she""

Which of the following endings best completes the context?

Choices:
A. pets one of the dogs.
B. lifts the dog up with one hand while an object is attached to the leash.
C. then is assisted by a man and the top dog near the woman.
D. stands up and begins dancing and enjoying the evening.

Reply with exactly one uppercase letter out of A, B, C, or D.
",114
40255.0,Getting a tattoo,A man in a surgical mask is preparing her as he continues his work on the tattoo. He cleans and wipes down the tattoo. she,D,"Context:
""A man in a surgical mask is preparing her as he continues his work on the tattoo. He cleans and wipes down the tattoo. she""

Which of the following endings best completes the context?

Choices:
A. is finally finished and the tattoo artist is showing her the finished brand.
B. is put under a hand mirror to complete the tattoo.
C. continues to talk pain free as he continues to trim and talk.
D. is finished, showing off the final product.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
34013.0,Drum corps,The people are shown playing the drums using wooden drumsticks. There are also people behind them playing golden cymbals. after a while,D,"Context:
""The people are shown playing the drums using wooden drumsticks. There are also people behind them playing golden cymbals. after a while""

Which of the following endings best completes the context?

Choices:
A. the drum is played and then everything stops.
B. , she stops playing the drums and turns to the audience.
C. , the video ends giving way to the woman marching down the street with her guitar.
D. they all stop playing and stand silently.

Reply with exactly one uppercase letter out of A, B, C, or D.
",114
31382.0,Scuba diving,A man wearing scuba gear walks along the edge of a swimming pool. The man starts talking to the camera and shows the camera various items. the camera,B,"Context:
""A man wearing scuba gear walks along the edge of a swimming pool. The man starts talking to the camera and shows the camera various items. the camera""

Which of the following endings best completes the context?

Choices:
A. captures his underwater view while he talks.
B. shows the swimming pool.
C. zooms in for a closer look of the man swimming under the pool.
D. pans left and fishes for the fish that are swimming under the water.

Reply with exactly one uppercase letter out of A, B, C, or D.
",114
30623.0,Clean and jerk,"Friends are watching and one films. He squats and he lifts the bar. He holds it for a moment, then drops it. he",A,"Context:
""Friends are watching and one films. He squats and he lifts the bar. He holds it for a moment, then drops it. he""

Which of the following endings best completes the context?

Choices:
A. starts all over again and completes a second lift.
B. then lifts the bar up to his chest and squeezes his neck.
C. picks it back up and looks.
D. squats back on the mat and again he lifts the bar.

Reply with exactly one uppercase letter out of A, B, C, or D.
",114
36028.0,Wrapping presents,She begins ripping the wrapping paper with her hands. She lays the wrapping paper out on the table in front of her. she,A,"Context:
""She begins ripping the wrapping paper with her hands. She lays the wrapping paper out on the table in front of her. she""

Which of the following endings best completes the context?

Choices:
A. sets the box on top of the wrapping paper and begins wrapping the box.
B. pulls out a small black box and pulls a timer.
C. rubs some baking soda onto the wrapping paper to smooth it out.
D. is now done with the paper.

Reply with exactly one uppercase letter out of A, B, C, or D.
",113
14880.0,Wrapping presents,"She shows off a mug filled with gifts. She places it in cut cellophane, the wraps it around the present. she",B,"Context:
""She shows off a mug filled with gifts. She places it in cut cellophane, the wraps it around the present. she""

Which of the following endings best completes the context?

Choices:
A. stacks paper, tape and ribbon, sealing the gift.
B. then ties it off with colorful ribbons.
C. shows off her bike, using a retractable cable to fasten it onto her.
D. waits for the girl to open hers.

Reply with exactly one uppercase letter out of A, B, C, or D.
",113
27933.0,Cleaning shoes,A shoe is shown broken into pieces inside a bathtub. A person is kicking around in the tub water. he,D,"Context:
""A shoe is shown broken into pieces inside a bathtub. A person is kicking around in the tub water. he""

Which of the following endings best completes the context?

Choices:
A. spins on the tub hose.
B. uses a large sponge on the ground to clean it that is underneath.
C. is using a needed broom and cleaning the dirty sink.
D. tries to wash his shoes by kicking them in the water, the soles coming out.

Reply with exactly one uppercase letter out of A, B, C, or D.
",113
30286.0,Painting,"The woman is still painting the panel, but with yet another change of clothing. The woman paints with a fourth different set of clothing. the woman",D,"Context:
""The woman is still painting the panel, but with yet another change of clothing. The woman paints with a fourth different set of clothing. the woman""

Which of the following endings best completes the context?

Choices:
A. continues painting with the third set of clothing.
B. re-forms the painting on the canvas.
C. is now painting it on the orange wall, and with the colors already present.
D. continues to paint with a fifth different set of clothing.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
26992.0,Ice fishing,A close up of a fishing pole is shown with a person reeling it in. others,C,"Context:
""A close up of a fishing pole is shown with a person reeling it in. others""

Which of the following endings best completes the context?

Choices:
A. are shown capturing the fish that he has captured in the area.
B. are shown mostly off in the water followed by more people reeling the fishing pole in.
C. kneel around him as he continues to reel.
D. are seen on the bank watching a calf as it is released.

Reply with exactly one uppercase letter out of A, B, C, or D.
",113
40829.0,Breakdancing,We see a dancing man on the cover of a book then on a street. We see the man sitting on the floor talking to a camera. we,A,"Context:
""We see a dancing man on the cover of a book then on a street. We see the man sitting on the floor talking to a camera. we""

Which of the following endings best completes the context?

Choices:
A. see the man illustrating break dance moves.
B. see another man doing the same thing and getting up and dancing.
C. pan and see another lady in a suit explaining.
D. see a couch and a dog sitting on the blanket.

Reply with exactly one uppercase letter out of A, B, C, or D.
",113
40576.0,Doing fencing,A man is seen stretching on the floor followed by people fencing with one another. people,D,"Context:
""A man is seen stretching on the floor followed by people fencing with one another. people""

Which of the following endings best completes the context?

Choices:
A. play the game with one another while others continue to watch on the side.
B. run around backstage and look at the title screens.
C. continuously use fencing gloves in front of a large series of screens.
D. move back and fourth around an arena fencing with one another and the camera capturing their movements.

Reply with exactly one uppercase letter out of A, B, C, or D.
",114
6066.0,Baton twirling,Woman is doing somersaults holding baton. Woman is in a competition in the middle of stage doing a choreography with a baton. a couple,B,"Context:
""Woman is doing somersaults holding baton. Woman is in a competition in the middle of stage doing a choreography with a baton. a couple""

Which of the following endings best completes the context?

Choices:
A. are sitting in stage on the bench doing steps.
B. is doing a choreography with batons.
C. choreograph dancing in a dance floor in the middle.
D. is doing a sitar in stage watching.

Reply with exactly one uppercase letter out of A, B, C, or D.
",113
