ind,activity_label,ctx,answer,final_prompt,len_tk_llama3.1_8b_instruct
2834.0,Breakdancing,. a lone man in a room with a green screen backdrop,C,"Context:
"". a lone man in a room with a green screen backdrop""

Which of the following endings best completes the context?

Choices:
A. , he begins to play a acoustic guitar, while another man plays the guitar, and man sings on front a small black screen, showing the men sitting nearby to listen, also wearing black t-shirts.
B. is playing a hula hoop while the g-woman is in a bed while looking like she's dying.
C. performs a break dancing move on a patch of hardwood floors, using his back to spin.
D. stands at a volleyball court where there is an idea called volleyball.

Reply with exactly one uppercase letter out of A, B, C, or D.
",146
12587.0,Playing violin,The older girl is helping and teaching her younger sister to properly hold the violin by changing her head position. Then the older sister grabs her violin and tunes the strings of the violin. then older sister,B,"Context:
""The older girl is helping and teaching her younger sister to properly hold the violin by changing her head position. Then the older sister grabs her violin and tunes the strings of the violin. then older sister""

Which of the following endings best completes the context?

Choices:
A. resumes playing the violin for laugh.
B. begins playing the violin while the younger sister watches her.
C. showing with the second attempt to hold the bow and with the second arrow.
D. takes the violin back and that girl plays until her dad comes over to show her the proper pro-soprano positions to play the violin.

Reply with exactly one uppercase letter out of A, B, C, or D.
",141
31198.0,Cheerleading,"Two women are standing on others' shoulders. They lift another woman into the air, balancing her between them before dropping her to be caught. however",A,"Context:
""Two women are standing on others' shoulders. They lift another woman into the air, balancing her between them before dropping her to be caught. however""

Which of the following endings best completes the context?

Choices:
A. , the girls below are knocked to the ground.
B. , after the women drop her like a rock, she bounces to the top of the floor where she responds by flipping along the air.
C. , the girls loser flips the one on the side.
D. , the higher the woman is in the air, the harder the impact of her falling.

Reply with exactly one uppercase letter out of A, B, C, or D.
",138
29446.0,Doing motocross,A person is now shown strapped to a gurney and being carried away from the dirt path by four different people. another dirt bike course,A,"Context:
""A person is now shown strapped to a gurney and being carried away from the dirt path by four different people. another dirt bike course""

Which of the following endings best completes the context?

Choices:
A. is shown and a very unfortunate man crashes to the ground and continues to get hit and run over by other dirt bike riders.
B. is shown and more people are driving around passing the dirt path and running through it.
C. is shown and the people now, riding in different bikes together.
D. is shown and people are shown being lifted and left.

Reply with exactly one uppercase letter out of A, B, C, or D.
",135
9640.0,Skiing,This man is skiing in the snow while holding a selfie stick recording himself. First he starts at the start line where racers are who participate in skiing competitions. then he,D,"Context:
""This man is skiing in the snow while holding a selfie stick recording himself. First he starts at the start line where racers are who participate in skiing competitions. then he""

Which of the following endings best completes the context?

Choices:
A. goes to another line where skiers are continuing to sled in the snow.
B. records himself on a snowy slope, then he starts skiing down lemkes.
C. continues skiing until he reaches the end and only people who are very loud speak to him.
D. shows himself in the snow skiing down the snowy slopes.

Reply with exactly one uppercase letter out of A, B, C, or D.
",134
35591.0,Sumo,Two men are seen kneeling down before one another in front of a large crowd. One throws the other down and leads into another fight between two men. the men,C,"Context:
""Two men are seen kneeling down before one another in front of a large crowd. One throws the other down and leads into another fight between two men. the men""

Which of the following endings best completes the context?

Choices:
A. continue fighting and ends with one still getting up and throws the other up.
B. struggle with one another and end with a handshake gesture.
C. continue wrestling and throwing one another down while people watch on the side.
D. continue fighting between each other while others stand on the sides.

Reply with exactly one uppercase letter out of A, B, C, or D.
",126
11579.0,Plataform diving,"She is doing various diving moves such as backward, forward and pike. She also does the hand stand before diving swiftly into the pool. she",D,"Context:
""She is doing various diving moves such as backward, forward and pike. She also does the hand stand before diving swiftly into the pool. she""

Which of the following endings best completes the context?

Choices:
A. swims backwards upwards only once, she and diving backward quickly.
B. swims away, the camera following her as she ascends into the air, then back out into the water.
C. points to the top left and dives in before pulling herself up by the cat's neck.
D. repeats her steps and dives several times into the pool.

Reply with exactly one uppercase letter out of A, B, C, or D.
",133
27154.0,Mixing drinks,A man in a black hoodie stands in a red room behind a bar and explains how to make a mixed drink. He goes through the ingredients and the glassware to make the drink. he,D,"Context:
""A man in a black hoodie stands in a red room behind a bar and explains how to make a mixed drink. He goes through the ingredients and the glassware to make the drink. he""

Which of the following endings best completes the context?

Choices:
A. drinks the drink as he talks, and then pours sugar into a bowl mixing with alcohol.
B. scrubs the glass with a long black cloth draining the liquid from the end.
C. then swishes the other ingredients around the glass while mixing them together.
D. fills the glass with ice and now makes the drink explaining the measurements.

Reply with exactly one uppercase letter out of A, B, C, or D.
",141
24266.0,Playing lacrosse,A man is seen speaking to the camera in a large field while holding a lacrosse stick. he,C,"Context:
""A man is seen speaking to the camera in a large field while holding a lacrosse stick. he""

Which of the following endings best completes the context?

Choices:
A. lines up a shot and throws the stick several times as well as continuing to speak to the camera.
B. points to several spots on a field in front of him where he hits a ball and walks away.
C. points to himself while holding up the stick and continues to speak to the camera and how to properly hold the stick.
D. shows off the ball in the end and begins hitting it into a goal.

Reply with exactly one uppercase letter out of A, B, C, or D.
",139
43602.0,Roof shingle removal,From the roof we see the street where a car is parked and a man standing on the room the man begins to pry up roof shingles. The man adds a fixed piece of shingles and nails hem down. the man,D,"Context:
""From the roof we see the street where a car is parked and a man standing on the room the man begins to pry up roof shingles. The man adds a fixed piece of shingles and nails hem down. the man""

Which of the following endings best completes the context?

Choices:
A. puts a latch on the hole and attach a wire to the roofing stuff.
B. picks up around the car that was parked at a straight angle on the floor and fixes it on the side and then shows the place the roof came in.
C. finishes and jumps on the piece of roof and towers over it thoroughly.
D. finishes and walks away.

Reply with exactly one uppercase letter out of A, B, C, or D.
",152
41288.0,High jump,The video leads into several clips of track runners jumping over a bar with their jump being shown again in slow motion. several more people,C,"Context:
""The video leads into several clips of track runners jumping over a bar with their jump being shown again in slow motion. several more people""

Which of the following endings best completes the context?

Choices:
A. race through different obstacles as well as jumping over steep obstacles and their jump is shown again later.
B. are shown jumping over the bars in slow motion and ends with more clips of people jumping while jumping.
C. are shown jumping over the bar with one hitting the bar and not jumping over.
D. are seen jumping over the bars as well as beginning a slow race down the track, laughing with one another, and ending with the closing captions shown.

Reply with exactly one uppercase letter out of A, B, C, or D.
",152
39910.0,Clipping cat claws,A black and white cat sits on a table next to a girl wearing a black and white sweater. the girl,D,"Context:
""A black and white cat sits on a table next to a girl wearing a black and white sweater. the girl""

Which of the following endings best completes the context?

Choices:
A. takes out a cell phone to get a cat claw and rubs the black and white cat with lube.
B. sits and pets the cat, as another woman is standing at the other end of the table petting her and smiles and claps like an old woman.
C. picks up a small black brush and sprays the animal's paw with a brand name.
D. holds the cats paw in her left hand.

Reply with exactly one uppercase letter out of A, B, C, or D.
",143
40377.0,Baton twirling,Then they fling their sticks in the air and catch it and turn around to face the camera. They continue dancing in coordination by going in circles and twirling their bodies simultaneously. then they,D,"Context:
""Then they fling their sticks in the air and catch it and turn around to face the camera. They continue dancing in coordination by going in circles and twirling their bodies simultaneously. then they""

Which of the following endings best completes the context?

Choices:
A. take their sticks off and start doing throw ups and dancing again being a affected group.
B. stop and everyone around shuffles around one another as they continue kicking their sticks.
C. take hearts in the end and continue dancing.
D. do front flips together and continue twirling their bodies in circular motion.

Reply with exactly one uppercase letter out of A, B, C, or D.
",136
13656.0,Playing rubik cube,A person in a blue shirt is standing next to the table holding a stop watch. The man completes the rubik's cube and sets it down. he,D,"Context:
""A person in a blue shirt is standing next to the table holding a stop watch. The man completes the rubik's cube and sets it down. he""

Which of the following endings best completes the context?

Choices:
A. reaches for the disassembly knob and sticks the rubik's cube on top of the timer just so.
B. then all4self solves the rubik's cube.
C. picks up a pair of scissors and starts cutting the rubik's cube.
D. hugs a person that walks up next to him.

Reply with exactly one uppercase letter out of A, B, C, or D.
",129
19351.0,Drinking coffee,More shots are shown of people drinking coffee in various setting including at the dinner table and at the office. in the end,D,"Context:
""More shots are shown of people drinking coffee in various setting including at the dinner table and at the office. in the end""

Which of the following endings best completes the context?

Choices:
A. the man shows the finished coffee cup, but not before the finished cups are seen.
B. many shots of cake are shown including ingredients laid out on a large silver platter.
C. , the women are shown with coffee cups and serving breakfast food on separate tables.
D. the wife pours her husband a cup of coffee while he speaks to the camera.

Reply with exactly one uppercase letter out of A, B, C, or D.
",132
4946.0,Baking cookies,The person rolls the dough and cuts it into little pieces and flattens the tiny balls out using their hands. The person uses a fork to put lines in the dough. then the person,D,"Context:
""The person rolls the dough and cuts it into little pieces and flattens the tiny balls out using their hands. The person uses a fork to put lines in the dough. then the person""

Which of the following endings best completes the context?

Choices:
A. decorates the upper corners of the up front piece of the dough using a different tool to flatten the balls out.
B. cut streamers of paper and wrap them around the little balls.
C. uses scissors to cut the tiny balls out.
D. puts the cookies on a baking sheet in a pan and bakes them for 15 minutes.

Reply with exactly one uppercase letter out of A, B, C, or D.
",142
39362.0,Playing squash,A man is seen standing in an enclosed room holding a tennis racket and performing various moves for the camera. the man,A,"Context:
""A man is seen standing in an enclosed room holding a tennis racket and performing various moves for the camera. the man""

Which of the following endings best completes the context?

Choices:
A. continues demonstrating how to properly use the tennis racket to hit the ball.
B. then hits the ball back and fourth while speaking to the camera one last time.
C. then hits the ball all around the room while turning and hitting it back to the person who is playing and then he continues to hit it across the room.
D. then begins hitting the basketball on the ground and the camera grabs a close up of his hands moving the tennis ball all around to hit.

Reply with exactly one uppercase letter out of A, B, C, or D.
",152
23141.0,Hitting a pinata,A man is standing outside under a tent hitting a pinata with a stick. after about three strings,B,"Context:
""A man is standing outside under a tent hitting a pinata with a stick. after about three strings""

Which of the following endings best completes the context?

Choices:
A. , he picks up the stick, after which he starts to swing as hard as he can hitting the pinata.
B. , he moves and gives the stick to a young girl with a grey and black dress on.
C. , he stops, lifts his pants and walks away.
D. , the man throws the pinata and takes a bow, then moves on his knees and sticks the pinata.

Reply with exactly one uppercase letter out of A, B, C, or D.
",137
44405.0,Laying tile,He starts on the wall and begins to explain what he is doing and why he is doing. once the grout,D,"Context:
""He starts on the wall and begins to explain what he is doing and why he is doing. once the grout""

Which of the following endings best completes the context?

Choices:
A. is in the wall he pushes the bar down and begins to move the whole wall.
B. becomes clear, he begins to incorporate more paint and places it in a box that is in the corner of the room.
C. is gone, he shows off the river spray he has made and then starts spraying a hole through the wall creating a cave like area.
D. begins to dry he informs you that you should wipe it down with a sponge various times.

Reply with exactly one uppercase letter out of A, B, C, or D.
",150
46707.0,Pole vault,"They seem to be very close and enjoy their last practice to the fullest, having fun instead of being sad. they",D,"Context:
""They seem to be very close and enjoy their last practice to the fullest, having fun instead of being sad. they""

Which of the following endings best completes the context?

Choices:
A. even play again gripping their sticks more firmly and moving their legs in sync.
B. even seem to have a bit of an ara-ple as they get ready for their final stunts.
C. even fall in love afterwards.
D. are ready for nationals at this point and are planning to do great and are grateful for being able to practice at a nice place.

Reply with exactly one uppercase letter out of A, B, C, or D.
",132
30490.0,Vacuuming floor,A woman is seen kneeling down next to a vacuum followed by several pictures of her vacuuming and moving around the carpet. more pictures,D,"Context:
""A woman is seen kneeling down next to a vacuum followed by several pictures of her vacuuming and moving around the carpet. more pictures""

Which of the following endings best completes the context?

Choices:
A. are shown of her bending down to break apart a piece of carpet and talking about it while pointing to parts of the carpet she vacuuming.
B. are shown of them vacuuming as well as a woman speaking to the camera.
C. are shown of her removing carpet from the floor and using it in a floor sweep.
D. are shown of the carpet as well as her kneeling down and she empties out a vacuum while still speaking to the camera.

Reply with exactly one uppercase letter out of A, B, C, or D.
",153
22617.0,Mowing the lawn,A man is standing outside in his front lawn with his mower. He talks about different lengths of grass for a while and then bends down to his mower. he,C,"Context:
""A man is standing outside in his front lawn with his mower. He talks about different lengths of grass for a while and then bends down to his mower. he""

Which of the following endings best completes the context?

Choices:
A. starts mowing his lawn and talks about how it turns out.
B. keeps on servicing the mower by doing some specific trestles.
C. uses a ruler to show more detailed and then moves the mower to the sidewalk to talk some more.
D. runs a leaf cutter over the side of the grass and gets back to mowing the lawn.

Reply with exactly one uppercase letter out of A, B, C, or D.
",137
25094.0,Hopscotch,A father and daughter are playing hop scotch on their tiled porch. the girl,D,"Context:
""A father and daughter are playing hop scotch on their tiled porch. the girl""

Which of the following endings best completes the context?

Choices:
A. lets go of the machine and let it fall back in the foot as the father proceeds to curl the treats into balls, as the daughter watches him.
B. stops her jump scotch and hops to the ground.
C. gets the high jump next to the dad.
D. is wearing a blue sleeveless shirt and shorts and the father is wearing a gray shirt and shorts.

Reply with exactly one uppercase letter out of A, B, C, or D.
",127
34470.0,Slacklining,We see men on a stage walking on a slack line as two other men film the event. They switch and a different man then walks the slackline who flips off the slackline. the men,B,"Context:
""We see men on a stage walking on a slack line as two other men film the event. They switch and a different man then walks the slackline who flips off the slackline. the men""

Which of the following endings best completes the context?

Choices:
A. except the man in the middle does back flips to the ground.
B. switch again and the first man is on the slackline.
C. routine around the sides the previous man and run, jump and flip as they do a hoop trick.
D. on the set film footage in slow motion.

Reply with exactly one uppercase letter out of A, B, C, or D.
",134
29127.0,Mixing drinks,Several shots of alcohol as well as ingredients are shown followed by a person pouring a mixture into a glass and cutting up limes. the person,B,"Context:
""Several shots of alcohol as well as ingredients are shown followed by a person pouring a mixture into a glass and cutting up limes. the person""

Which of the following endings best completes the context?

Choices:
A. then scrapes the top off of the glass and mixes with on top of the limes and pouring out water.
B. squeezes the limes as well as adding more ingredients and shaking them up together and presenting in a cocktail glass.
C. takes off all around the ingredients while also putting marshmallows on top.
D. then begins mixing all together into a pot in the background.

Reply with exactly one uppercase letter out of A, B, C, or D.
",143
47674.0,Tai chi,Two men demonstrate different martial arts moves together on a grass covered patch of land surrounded by trees. Two men exhibit a pushing hands exercise in the grass over and over again. the men,A,"Context:
""Two men demonstrate different martial arts moves together on a grass covered patch of land surrounded by trees. Two men exhibit a pushing hands exercise in the grass over and over again. the men""

Which of the following endings best completes the context?

Choices:
A. then progress around the grass and start moving around the small piece of land with the same move in rotation.
B. suddenly blow air out of their mouths and stop exercising in a synchronized manner.
C. demonstrate several different ways to move a body form in the yard while maintaining only a double line form on the grass.
D. 're standing in front of two women demonstrating arm wrestling stance exercises when they see a cameraman walk up to them and begin speaking to them.

Reply with exactly one uppercase letter out of A, B, C, or D.
",166
26757.0,Drinking coffee,A woman is seen speaking to the camera while sitting in front of a bed. She holds up a coffee cup on a plate as well as another cup. she,D,"Context:
""A woman is seen speaking to the camera while sitting in front of a bed. She holds up a coffee cup on a plate as well as another cup. she""

Which of the following endings best completes the context?

Choices:
A. eats more of the food on it as well as drinking from the mug afterwards.
B. then takes the cup and pours mayonnaise into both cups before presenting the cup to the camera.
C. then pours herself a cup of coffee too while speaking to the camera.
D. continues speaking while holding up coffee cups.

Reply with exactly one uppercase letter out of A, B, C, or D.
",131
45569.0,Playing polo,A lush green field of grass is shown and a horse begins trotting across the field in a game of polo. after,B,"Context:
""A lush green field of grass is shown and a horse begins trotting across the field in a game of polo. after""

Which of the following endings best completes the context?

Choices:
A. , several boys show up and begin to pole vault into the field and lay on the grass as many others are shown doing the same.
B. , four men and a referee begin racing towards the middle of the field and starting a game of polo.
C. the polo game, the announcer speaks and the horse stands a met awhile to race.
D. , a hill appears as he mows the grass in front of him and he continues to ride the horse.

Reply with exactly one uppercase letter out of A, B, C, or D.
",153
28299.0,Making a lemonade,The lady waves to the camera and we see the title screen. The lady talks and we see her add strawberries to a glass. the lady,D,"Context:
""The lady waves to the camera and we see the title screen. The lady talks and we see her add strawberries to a glass. the lady""

Which of the following endings best completes the context?

Choices:
A. pours wine into a pitcher, adds a little bit of peanut butter and pours the drink in a cup with an ice.
B. adds a flamingos cream and water.
C. pours after wash in a glass and lifts it to her face.
D. juices a lemon, stirs it and pours the lemon juicer over the strawberries.

Reply with exactly one uppercase letter out of A, B, C, or D.
",131
2587.0,Trimming branches or hedges,An outdoor garden is seen and a man in tshirt stands in it holding a pair of sheers. Mellons are seen throughout the garden. the man,C,"Context:
""An outdoor garden is seen and a man in tshirt stands in it holding a pair of sheers. Mellons are seen throughout the garden. the man""

Which of the following endings best completes the context?

Choices:
A. lights them and feeds them to two small dogs shoveling in the front yard.
B. begins cutting the sheers and shaving them.
C. points to the melons up against the wall and begins trimming them with his sheers throwing them to the side.
D. cuts the sheers with a board and holds pair of blades using both hands.

Reply with exactly one uppercase letter out of A, B, C, or D.
",138
46605.0,Ironing clothes,The boy starts unfolding a shirt and then taking the toy iron and start to pretend that he is ironing the shirt. when he,D,"Context:
""The boy starts unfolding a shirt and then taking the toy iron and start to pretend that he is ironing the shirt. when he""

Which of the following endings best completes the context?

Choices:
A. is done, he puts two shirts in a closet and then another one with a shirt on it, and a pocket knife.
B. is done ironing the shirt he puts it down and waits for a replay.
C. is done he smiles at the camera and rinses his hands off in the sink.
D. is finished he puts the iron down and folds the shirt, next he takes a pair of shorts and pretends to iron those as well.

Reply with exactly one uppercase letter out of A, B, C, or D.
",153
47178.0,Playing harmonica,"Then, the person stops playing and talks. After, the person continues playing while marking the compass of the music with his hands. next",C,"Context:
""Then, the person stops playing and talks. After, the person continues playing while marking the compass of the music with his hands. next""

Which of the following endings best completes the context?

Choices:
A. , the person play on his front feet, then turns to look at the camera and plays until the end.
B. , the person zooms in the manmade instruments, then with his eyes side to side, then they play again.
C. , the person stops playing and talks.
D. , the person fill water holes with lime water and place it in the water, then cleans the player's marks with a towel.

Reply with exactly one uppercase letter out of A, B, C, or D.
",149
1805.0,Hand washing clothes,The women soak the clothes in the soap water and rinse them out to clean them. Then she put the clothes in a large metal drum that spins rapidly to drain off excess water. they,D,"Context:
""The women soak the clothes in the soap water and rinse them out to clean them. Then she put the clothes in a large metal drum that spins rapidly to drain off excess water. they""

Which of the following endings best completes the context?

Choices:
A. are then performed by a machine.
B. pull out their clothes from the drums and spray foam on top.
C. look in the mirror to see the water dripping from their clothing.
D. then go on top of their building in an open terrace where ropes are tied across the walls.

Reply with exactly one uppercase letter out of A, B, C, or D.
",130
33262.0,Beer pong,"One of the men throws a beer pong ball across the table, into a cup. The other man with him throws a ball across the table, too. two other men",A,"Context:
""One of the men throws a beer pong ball across the table, into a cup. The other man with him throws a ball across the table, too. two other men""

Which of the following endings best completes the context?

Choices:
A. stand on the far right side of the beer pong table, and one of the men reaches to grab the cup where the ball fell into, and the other man bends down to catch a ball that has fallen on the floor.
B. serve and a game of table foosball continues.
C. play table tennis while a man in a red shirt watches their green cups.
D. throw a ball across the table at the same time.

Reply with exactly one uppercase letter out of A, B, C, or D.
",157
20119.0,Knitting,An older woman is seen sitting in a chair knitting while holding two needles and leads into her showing off her knitting basket and speaking to the camera. the woman,A,"Context:
""An older woman is seen sitting in a chair knitting while holding two needles and leads into her showing off her knitting basket and speaking to the camera. the woman""

Which of the following endings best completes the context?

Choices:
A. continues speaking while holding the knitting tools and ends by fading to black.
B. sharpens the needle and leads into her striking a picture onto the screen.
C. continues speaking to the camera and walks away while catching her hand and playing with her while some dogs quickly follow her while she floors and hangs up her across the back.
D. continues to talk and the camera follows her sitting while extending her paw while looking into a mirror.

Reply with exactly one uppercase letter out of A, B, C, or D.
",154
43610.0,Arm wrestling,They play various matches of arm wrestling and interview a woman onlooker who also wants to arm wrestle. the man,A,"Context:
""They play various matches of arm wrestling and interview a woman onlooker who also wants to arm wrestle. the man""

Which of the following endings best completes the context?

Choices:
A. lets her win their arm wrestling match and the girl seems giddy.
B. is interviewed by another woman in chinese clothing, and then the two go back to when they first entered the game.
C. appears alone at the other end of the game, with a woman at his right and darts left while shots of his arm are shown to the audience.
D. in blue shirts goes up and someone starts doing shoulder wrestling with a man dressed in a black shirt.

Reply with exactly one uppercase letter out of A, B, C, or D.
",153
45468.0,Arm wrestling,The two men arm wrestle as the make jokes and laugh while doing it. One man gives up and both of the men talk and laugh about the match. one man,A,"Context:
""The two men arm wrestle as the make jokes and laugh while doing it. One man gives up and both of the men talk and laugh about the match. one man""

Which of the following endings best completes the context?

Choices:
A. grunts and throws his hands up in victory.
B. is presented with a green card.
C. gives up and the winner sets up to fight.
D. decides that breaking the fighters arm is the best thing to do in the end and drops the hand and walks away laughing at the same time.

Reply with exactly one uppercase letter out of A, B, C, or D.
",130
31925.0,Washing hands,He takes a pump from the liquid hand soap from the sink counter. He then turns on the water and and washes his hands. after he,B,"Context:
""He takes a pump from the liquid hand soap from the sink counter. He then turns on the water and and washes his hands. after he""

Which of the following endings best completes the context?

Choices:
A. is finished he resumes scrubbing his hands.
B. 's done washing, he uses a white hand towel that is lying next to the sink on the counter.
C. is done washing, he leans over a little to get a fix on the leak in the pipes.
D. is done they see a picture of the pump that was turned on.

Reply with exactly one uppercase letter out of A, B, C, or D.
",135
13634.0,Throwing darts,A man is concentrating extremely hard as he is throwing darts on to a board at a tournament. People cheer and screen for him as another man approaches the board and hives him competition. the two,C,"Context:
""A man is concentrating extremely hard as he is throwing darts on to a board at a tournament. People cheer and screen for him as another man approaches the board and hives him competition. the two""

Which of the following endings best completes the context?

Choices:
A. watch him as he discusses how the shot is made and also talks about competition.
B. men shake its hands and give each other high fives and a handshake.
C. go back and forth, however the first guy appears to be the fan's favorite and ends up winning the game.
D. men finish, the camera closes and the person notices his ice cream cone in the pan.

Reply with exactly one uppercase letter out of A, B, C, or D.
",153
12693.0,Shot put,She throws the ball and again prepares for another throw. She spins around throwing the ball yet again with a third throw followed shortly after. she,C,"Context:
""She throws the ball and again prepares for another throw. She spins around throwing the ball yet again with a third throw followed shortly after. she""

Which of the following endings best completes the context?

Choices:
A. finally throws the ball but doesn't make it back to the goal and scores a point.
B. picks up an air pump, throws it and stops in front of her.
C. performs one last throw and spins herself around once again.
D. attacks and throws the ball again with her hands if only while caught by the project team.

Reply with exactly one uppercase letter out of A, B, C, or D.
",131
6438.0,Playing saxophone,A man is standing on top of a white table playing the saxophone with one of his arms behind his back. after a few notes,D,"Context:
""A man is standing on top of a white table playing the saxophone with one of his arms behind his back. after a few notes""

Which of the following endings best completes the context?

Choices:
A. , a baby appears sitting on the table and he begins to play more deeply, warming himself with his hands.
B. , the man does something and he stops playing and shows his arms and making gestures, then stands up.
C. , he stands up and walks away.
D. , he touches someone in the crowd, moves his hand and begins playing the correct way.

Reply with exactly one uppercase letter out of A, B, C, or D.
",137
25045.0,Doing karate,"He starts to do some of his karate moves, moving all around the court. He is a blue belt being judged for his skills. he",B,"Context:
""He starts to do some of his karate moves, moving all around the court. He is a blue belt being judged for his skills. he""

Which of the following endings best completes the context?

Choices:
A. continues to dance around the court as he tries to avoid being run over.
B. bows gracefully before walking off and the judges throw up their flags.
C. turns and bends to his side, mistakes his moves, and goes to center.
D. slows his movements a bit to catch his breath and his feet are ready to kick.

Reply with exactly one uppercase letter out of A, B, C, or D.
",131
1325.0,Washing hands,A young lady with a grey jacket on is standing in front of a sink lathering her hands. she,A,"Context:
""A young lady with a grey jacket on is standing in front of a sink lathering her hands. she""

Which of the following endings best completes the context?

Choices:
A. then turns the water on and begins to rinse her hands and flex her fingers to make sure all of the soap is off.
B. places the sponge into a yellow bowl on top of the sink and continues to start scrubbing the sink.
C. then turns on the water and scrubs with a small green soap.
D. bubbles the soap in the water and drops it into a bowl.

Reply with exactly one uppercase letter out of A, B, C, or D.
",135
44940.0,Walking the dog,Thw woman is sitting in a terrace talking to the camera. Woman is walking in a sidewalk with a white small dog and enters in a house. the woman,D,"Context:
""Thw woman is sitting in a terrace talking to the camera. Woman is walking in a sidewalk with a white small dog and enters in a house. the woman""

Which of the following endings best completes the context?

Choices:
A. wash the dog so he eats some food.
B. is siting on a sofa in lawn, eating chinese food and the dog is sitting on an ax in the yard.
C. is moving the small dog to bend the woman and hug her.
D. is again in the terrace talking to the camera.

Reply with exactly one uppercase letter out of A, B, C, or D.
",130
38349.0,Hula hoop,The boy enters the stage and begins hula hooping with many white hula hoops while people on the side watch. the boy,B,"Context:
""The boy enters the stage and begins hula hooping with many white hula hoops while people on the side watch. the boy""

Which of the following endings best completes the context?

Choices:
A. grabs the hula hoop and spins it around his body wearing one leg on the ground and jumps up and spins even faster to fill in the empty seat.
B. ends in a floor hula hoop routine before the woman returns to the stage, shakes his hand, and he leaves the stage.
C. then stops for a little bit and goes back to where he started.
D. then slows down and begins to jump into hoops.

Reply with exactly one uppercase letter out of A, B, C, or D.
",148
13850.0,Skiing,Snowboarder is in big field in white snow. A cubicle in the mountain and slip down the mountain in snowboard. people,D,"Context:
""Snowboarder is in big field in white snow. A cubicle in the mountain and slip down the mountain in snowboard. people""

Which of the following endings best completes the context?

Choices:
A. run to the hill and climb the glacier.
B. ski down hill with snow putted on an ski with letters.
C. in the green office are sitting in their snowy snowsledding inmountain and waiting for their snowboarder to catch up.
D. is in cubicle and moving down the mountain in snowboard and pass by a parking lot.

Reply with exactly one uppercase letter out of A, B, C, or D.
",138
28196.0,Making a lemonade,A close up of drinks are shown that leads into a woman speaking to the camera. The woman has various ingredients laid out in front of her and begin mixing them all together. she,A,"Context:
""A close up of drinks are shown that leads into a woman speaking to the camera. The woman has various ingredients laid out in front of her and begin mixing them all together. she""

Which of the following endings best completes the context?

Choices:
A. pours the mixture into glass and ends by putting leaves inside and presenting them to the camera.
B. adds a lot of ingredients to several different drinks and pans the cakes in the end.
C. takes a spoon and swirls it around in various amounts together and twists it all together.
D. continues pouring the drink into a bowl with milk and orange juice.

Reply with exactly one uppercase letter out of A, B, C, or D.
",143
5635.0,Spinning,A woman is seen speaking to the camera while pointing to an exercise bike. Sh adjusts the settings on the bike and climbs on top to begin riding. she,A,"Context:
""A woman is seen speaking to the camera while pointing to an exercise bike. Sh adjusts the settings on the bike and climbs on top to begin riding. she""

Which of the following endings best completes the context?

Choices:
A. continues riding on the bike and stopping to adjust settings.
B. moves her hands around the machine as well as using her legs and steering the machine.
C. moves the tire all along the bike while speaking to the camera and pointing to the bike.
D. reaches into a case and pulls out a canvas.

Reply with exactly one uppercase letter out of A, B, C, or D.
",128
3694.0,Rock-paper-scissors,A young girl is standing in the room in a black cami and black and white legs preparing talking. she,A,"Context:
""A young girl is standing in the room in a black cami and black and white legs preparing talking. she""

Which of the following endings best completes the context?

Choices:
A. is then shown talking to a young girl with a pink sweater and black skirt and multiple games of rock paper scissors are being played between her and two other girls.
B. takes a deep breath and begins by grabbing a curling icicle off of a table in front of her.
C. then demonstrates how to properly exercise using exercise capoeira and has all her legs rolled up to her side and parallel to the floor and using a gift to help her exercise perfectly.
D. is sitting on a black beat up piece putting on black shoes.

Reply with exactly one uppercase letter out of A, B, C, or D.
",166
13322.0,Baking cookies,She begins with all the ingredients she will need for the cookies and begins to combine the dry ingredients. she,B,"Context:
""She begins with all the ingredients she will need for the cookies and begins to combine the dry ingredients. she""

Which of the following endings best completes the context?

Choices:
A. shows the sandwich section, where the ingredients are put together into small bags with forks, cheese, cookies and baking soda.
B. then proceeds to mix the wet ingredients in a glass bowl.
C. sprinkles them onto a cookie sheet.
D. also takes a boat to put her leftovers on the boat while she's cooking and presents it to the camera.

Reply with exactly one uppercase letter out of A, B, C, or D.
",128
40458.0,Arm wrestling,Two men are seen leading over the hood of the car while grabbing onto each other's hands. they,C,"Context:
""Two men are seen leading over the hood of the car while grabbing onto each other's hands. they""

Which of the following endings best completes the context?

Choices:
A. climb into the car while another driver is seen riding on a motorcycle and grabbing hold of people as well.
B. begin break dancing together on the sides while running in the middle with one holding the other.
C. then begin a game of arm wrestling and ends with one man winning and both looking at the camera and one holding his wrist.
D. move all along the car jumping on and off the ends while the driver drives, laughing and playing with one another.

Reply with exactly one uppercase letter out of A, B, C, or D.
",149
23912.0,Elliptical trainer,She places her hands around a piece and it allows her to she her stride and speed as well as her heartbeat and stuff. she,C,"Context:
""She places her hands around a piece and it allows her to she her stride and speed as well as her heartbeat and stuff. she""

Which of the following endings best completes the context?

Choices:
A. is able to are performing items work out with the big blends, clipping, clipping and bing bing, taking off, stashing and securing the camera.
B. releases the dumbbell on her handlebars, she then does several jumps up and down and does all the twirling of the baton on her hips.
C. changes the her speed and drink some water and keeps on going.
D. does this with her feet and putting her hands to the ground.

Reply with exactly one uppercase letter out of A, B, C, or D.
",156
