question,question_concept,_split,answer,final_prompt,len_tk_phi3_mini_4k_instruct
"Billy loves science, history, and art but isn't very creative.  When he was visiting the museum, he felt a great deal of what emotion?",visiting museum,train-00000-of-00001,E,"Question:
Billy loves science, history, and art but isn't very creative.  When he was visiting the museum, he felt a great deal of what emotion?

Which of the following is the best response to the question?

Choices:
A. inspiration
B. fulfillment
C. wonder
D. boredom
E. enjoyment

Reply with exactly one uppercase letter out of A, B, C, D or E.
",109
Jamie is returning to work today.  He was forced to leave work because some bad things had happened and his serotonin levels were low and he was suffering from something that made him lethargic? What was he suffering from?,returning to work,train-00000-of-00001,D,"Question:
Jamie is returning to work today.  He was forced to leave work because some bad things had happened and his serotonin levels were low and he was suffering from something that made him lethargic? What was he suffering from?

Which of the following is the best response to the question?

Choices:
A. sobering
B. conversation
C. anxiety
D. depression
E. anger

Reply with exactly one uppercase letter out of A, B, C, D or E.
",121
"Sterotypically, people read the newspaper with their family early in the morning.  What is something else that people also do with their family when they first wake up?",reading newspaper,train-00000-of-00001,E,"Question:
Sterotypically, people read the newspaper with their family early in the morning.  What is something else that people also do with their family when they first wake up?

Which of the following is the best response to the question?

Choices:
A. aggravation
B. go  for a walk
C. zip cup of tea
D. drink coffee
E. eat breakfast

Reply with exactly one uppercase letter out of A, B, C, D or E.
",115
Steve was surprised to find an underground map while he was shopping and carrots and paperback books.  Where might he have found it?,underground map,train-00000-of-00001,C,"Question:
Steve was surprised to find an underground map while he was shopping and carrots and paperback books.  Where might he have found it?

Which of the following is the best response to the question?

Choices:
A. subway station
B. library
C. super market
D. county engineer's office
E. a friend

Reply with exactly one uppercase letter out of A, B, C, D or E.
",106
"When he was a small child he called the giraffe mascot a cow, it was a fond memory of the now defunct what?",cow,train-00000-of-00001,A,"Question:
When he was a small child he called the giraffe mascot a cow, it was a fond memory of the now defunct what?

Which of the following is the best response to the question?

Choices:
A. toy store
B. story book
C. great outdoors
D. countryside
E. wildlife refuge

Reply with exactly one uppercase letter out of A, B, C, D or E.
",106
Sarah didn't even know that she was fertile. He doctor told her that procreating was impossible for her.  So she was extremely surprised when she learned that she was having what?,procreating,train-00000-of-00001,C,"Question:
Sarah didn't even know that she was fertile. He doctor told her that procreating was impossible for her.  So she was extremely surprised when she learned that she was having what?

Which of the following is the best response to the question?

Choices:
A. animals
B. children born
C. twins
D. population increase
E. venereal disease

Reply with exactly one uppercase letter out of A, B, C, D or E.
",114
"Stood below the balloons and studied them closely.  As he looked to the sky, he didn't see anything holding them up.  He wondered what the balloons where?",below,train-00000-of-00001,A,"Question:
Stood below the balloons and studied them closely.  As he looked to the sky, he didn't see anything holding them up.  He wondered what the balloons where?

Which of the following is the best response to the question?

Choices:
A. aloft
B. overhead
C. upwards
D. upstairs
E. above

Reply with exactly one uppercase letter out of A, B, C, D or E.
",112
Sam spent most of his time standing up.  His job was hectic and he never got any rest. But he was the best cashier at his workplace.    Where might he work?,cashier,train-00000-of-00001,C,"Question:
Sam spent most of his time standing up.  His job was hectic and he never got any rest. But he was the best cashier at his workplace.    Where might he work?

Which of the following is the best response to the question?

Choices:
A. bookstore
B. count till
C. supermarket
D. shop
E. preschool

Reply with exactly one uppercase letter out of A, B, C, D or E.
",112
"If I want the very best japanese restaurant, I might look in a place with a japanese district, what sort of area is likely to have such a place?",japanese restaurant,train-00000-of-00001,E,"Question:
If I want the very best japanese restaurant, I might look in a place with a japanese district, what sort of area is likely to have such a place?

Which of the following is the best response to the question?

Choices:
A. large town
B. big city
C. major city
D. downtown
E. larger city

Reply with exactly one uppercase letter out of A, B, C, D or E.
",108
"Thinking of the past reminded him of a happy time, he laughed aloud in the middle of the funeral and it was quite what?",happy,train-00000-of-00001,E,"Question:
Thinking of the past reminded him of a happy time, he laughed aloud in the middle of the funeral and it was quite what?

Which of the following is the best response to the question?

Choices:
A. sadness
B. disenchanted
C. unfortunate
D. funny
E. inappropriate

Reply with exactly one uppercase letter out of A, B, C, D or E.
",107
"David hurt all over. He was tired, he was shaking, and he was in pain.  He hadn't gotten what he needed in a long time.  He was suffering from what?",watching television,train-00000-of-00001,A,"Question:
David hurt all over. He was tired, he was shaking, and he was in pain.  He hadn't gotten what he needed in a long time.  He was suffering from what?

Which of the following is the best response to the question?

Choices:
A. addiction
B. fatigue
C. relaxation
D. headaches
E. over eating

Reply with exactly one uppercase letter out of A, B, C, D or E.
",114
If you aren't in a jewelry store or looking in a jewelry box where might you find a choker?,choker,train-00000-of-00001,A,"Question:
If you aren't in a jewelry store or looking in a jewelry box where might you find a choker?

Which of the following is the best response to the question?

Choices:
A. boutique
B. kennel
C. jewelry box
D. pet store
E. jewelry store

Reply with exactly one uppercase letter out of A, B, C, D or E.
",107
It's 9PM and John has a craving for carrots.  He gets into his car and where does he drive to?,carrots,train-00000-of-00001,B,"Question:
It's 9PM and John has a craving for carrots.  He gets into his car and where does he drive to?

Which of the following is the best response to the question?

Choices:
A. attic
B. supermarket
C. farmer's market
D. refrigerator
E. cellar

Reply with exactly one uppercase letter out of A, B, C, D or E.
",106
"Miranda wasn't sure about what she was doing, she just knew that she couldn't stop moving her smelly feet. This was a problem, because she was told to do what?",feet,train-00000-of-00001,B,"Question:
Miranda wasn't sure about what she was doing, she just knew that she couldn't stop moving her smelly feet. This was a problem, because she was told to do what?

Which of the following is the best response to the question?

Choices:
A. shoes
B. stay still
C. hands
D. walk
E. stink

Reply with exactly one uppercase letter out of A, B, C, D or E.
",110
"Jenny had trouble using the phone because she had to dial 9 to get an outside line.  And the manager wasn't very attentive to her needs, either.   Where might she be?",telephone,train-00000-of-00001,D,"Question:
Jenny had trouble using the phone because she had to dial 9 to get an outside line.  And the manager wasn't very attentive to her needs, either.   Where might she be?

Which of the following is the best response to the question?

Choices:
A. office
B. hospital
C. friend's house
D. hotel
E. every u.s

Reply with exactly one uppercase letter out of A, B, C, D or E.
",117
John played a stringed instrument.  Billy was the singer.  James was the drummer.  Vince played the keyboard and piano.  What might they have been?,stringed instrument,train-00000-of-00001,E,"Question:
John played a stringed instrument.  Billy was the singer.  James was the drummer.  Vince played the keyboard and piano.  What might they have been?

Which of the following is the best response to the question?

Choices:
A. string quartet
B. music store
C. bored
D. concert
E. rock band

Reply with exactly one uppercase letter out of A, B, C, D or E.
",107
"John couldn't smile. He wasn't sad,  he didn't have the muscles for it anymore.   But he made the kids happy by standing on his head when he did what?",smile,train-00000-of-00001,B,"Question:
John couldn't smile. He wasn't sad,  he didn't have the muscles for it anymore.   But he made the kids happy by standing on his head when he did what?

Which of the following is the best response to the question?

Choices:
A. make jokes
B. frown
C. make others happy too
D. cry
E. rainbow

Reply with exactly one uppercase letter out of A, B, C, D or E.
",116
"Mary looked though the chest that her grandfather brought with him.  She could no longer return to his birthplace, because it was not gone.  Now it's called what?",chest,train-00000-of-00001,B,"Question:
Mary looked though the chest that her grandfather brought with him.  She could no longer return to his birthplace, because it was not gone.  Now it's called what?

Which of the following is the best response to the question?

Choices:
A. bedroom
B. istanbul
C. body
D. human being
E. treasure

Reply with exactly one uppercase letter out of A, B, C, D or E.
",111
"Billy loved choose, but he didn't put it on his meal because he was watching his weight. He even used a low fat what?",cheese,train-00000-of-00001,B,"Question:
Billy loved choose, but he didn't put it on his meal because he was watching his weight. He even used a low fat what?

Which of the following is the best response to the question?

Choices:
A. lot of fat
B. salad dressing
C. strong odor
D. age to get better
E. age well

Reply with exactly one uppercase letter out of A, B, C, D or E.
",108
"They robbers didn't just want the money the tellers had, they wanted to make sure they got the big load of money in the what?",money,train-00000-of-00001,E,"Question:
They robbers didn't just want the money the tellers had, they wanted to make sure they got the big load of money in the what?

Which of the following is the best response to the question?

Choices:
A. art show
B. manager's desk
C. pocket
D. water fountain
E. bank vault

Reply with exactly one uppercase letter out of A, B, C, D or E.
",108
"John couldn't find a place to stay, and he didn't want to waste money.  He picked a place that was inexpensive and offered few luxuries.  Where might he be staying?",place to stay,train-00000-of-00001,E,"Question:
John couldn't find a place to stay, and he didn't want to waste money.  He picked a place that was inexpensive and offered few luxuries.  Where might he be staying?

Which of the following is the best response to the question?

Choices:
A. farm
B. town
C. city
D. hotel
E. motel

Reply with exactly one uppercase letter out of A, B, C, D or E.
",111
Sally and Joe were burned by chemicals because they ignored the signs.  She had chemical burns in her vagina.   Where might they have been?,chemicals,train-00000-of-00001,A,"Question:
Sally and Joe were burned by chemicals because they ignored the signs.  She had chemical burns in her vagina.   Where might they have been?

Which of the following is the best response to the question?

Choices:
A. swimming pool
B. beach
C. crystal meth lab
D. chemistry lab
E. laboratory

Reply with exactly one uppercase letter out of A, B, C, D or E.
",110
"He spent all summer in his room playing video games, because of this it wasn't surprising for Mother to find a stack of dirty dishes in her what?",dirty dishes,train-00000-of-00001,A,"Question:
He spent all summer in his room playing video games, because of this it wasn't surprising for Mother to find a stack of dirty dishes in her what?

Which of the following is the best response to the question?

Choices:
A. son's room
B. party
C. dishwasher
D. restaurant kitchen
E. shoes

Reply with exactly one uppercase letter out of A, B, C, D or E.
",108
"The man looked at the beautiful woman and knew that she could never love him after his devastating facial injury, how would he desrcibe his face?",beautiful,train-00000-of-00001,B,"Question:
The man looked at the beautiful woman and knew that she could never love him after his devastating facial injury, how would he desrcibe his face?

Which of the following is the best response to the question?

Choices:
A. remodeled
B. grotesque
C. bad
D. hideous
E. cloudy

Reply with exactly one uppercase letter out of A, B, C, D or E.
",106
"The crab was known to use camouflage to wait for a fish to get within reach, when it was hungry it would set up shop where?",shop,train-00000-of-00001,B,"Question:
The crab was known to use camouflage to wait for a fish to get within reach, when it was hungry it would set up shop where?

Which of the following is the best response to the question?

Choices:
A. ocean's eleven
B. ocean floor
C. downtown area
D. high school
E. container

Reply with exactly one uppercase letter out of A, B, C, D or E.
",107
"The monkey was frightened because the zoo looked nothing like his home.  The plants were the same, the trees were the same, but it still wasn't right  Where did the monkey come from?",monkey,train-00000-of-00001,E,"Question:
The monkey was frightened because the zoo looked nothing like his home.  The plants were the same, the trees were the same, but it still wasn't right  Where did the monkey come from?

Which of the following is the best response to the question?

Choices:
A. rain forest
B. treetops
C. tundra
D. playful mood
E. brazil

Reply with exactly one uppercase letter out of A, B, C, D or E.
",119
"James spent a lot of time walking long distances.   He walked not because he liked it, it made his feet sore, nut because it was his only means of what?",walking,train-00000-of-00001,D,"Question:
James spent a lot of time walking long distances.   He walked not because he liked it, it made his feet sore, nut because it was his only means of what?

Which of the following is the best response to the question?

Choices:
A. lose weight
B. moving forward
C. blisters
D. locomotion
E. meditation

Reply with exactly one uppercase letter out of A, B, C, D or E.
",109
"John didn't like skating much, but he liked it more than his other options.  The doctor said that he needed to take better care of himself, and skating was an activity that did what to him?",skating,train-00000-of-00001,D,"Question:
John didn't like skating much, but he liked it more than his other options.  The doctor said that he needed to take better care of himself, and skating was an activity that did what to him?

Which of the following is the best response to the question?

Choices:
A. move fast
B. might fall
C. injuries
D. increased heart rate
E. hurt him

Reply with exactly one uppercase letter out of A, B, C, D or E.
",117
"Billy was a human, and he had human bodily functions.  He needed to catch his flight but ended up missing it, because he had too much mexican and was stuck where?",human,train-00000-of-00001,C,"Question:
Billy was a human, and he had human bodily functions.  He needed to catch his flight but ended up missing it, because he had too much mexican and was stuck where?

Which of the following is the best response to the question?

Choices:
A. bed
B. couch
C. bathroom
D. school
E. airport

Reply with exactly one uppercase letter out of A, B, C, D or E.
",108
Joe is a philosopher who spends his day listening to music. He finds that it evokes a mental state that opens his thoughts and brings him closer to obtaining what?,listening to music,train-00000-of-00001,D,"Question:
Joe is a philosopher who spends his day listening to music. He finds that it evokes a mental state that opens his thoughts and brings him closer to obtaining what?

Which of the following is the best response to the question?

Choices:
A. ardor
B. relaxation
C. ability to play guitar
D. enlightenment
E. feeling better

Reply with exactly one uppercase letter out of A, B, C, D or E.
",113
"Jerry was too old for this shit.  He was too square, too.  He never did drugs, never drank, but he was in his what?",square,train-00000-of-00001,A,"Question:
Jerry was too old for this shit.  He was too square, too.  He never did drugs, never drank, but he was in his what?

Which of the following is the best response to the question?

Choices:
A. fifties
B. geometry
C. polygon
D. four sides
E. town center

Reply with exactly one uppercase letter out of A, B, C, D or E.
",107
"John walks down an aisle that is full of over the counter medication. and another with assorted items, toys, candy, and whatnot.  If there isn't any food other than candy, what type of store is he probably in?",aisle,train-00000-of-00001,D,"Question:
John walks down an aisle that is full of over the counter medication. and another with assorted items, toys, candy, and whatnot.  If there isn't any food other than candy, what type of store is he probably in?

Which of the following is the best response to the question?

Choices:
A. department store
B. gas station
C. grocery store
D. drugstore
E. supermarket

Reply with exactly one uppercase letter out of A, B, C, D or E.
",130
"John can't find any legal alternatives to what he's looking for.  It's very illegal, exacerbated by the fact that he's too young to travel out of the country to get it.  Where will he have to get it from?",legal,train-00000-of-00001,E,"Question:
John can't find any legal alternatives to what he's looking for.  It's very illegal, exacerbated by the fact that he's too young to travel out of the country to get it.  Where will he have to get it from?

Which of the following is the best response to the question?

Choices:
A. rules
B. white market
C. banned
D. underage
E. black market

Reply with exactly one uppercase letter out of A, B, C, D or E.
",126
"The teacher was explaining the mammoth and the time it lived, he used terms foreign to the students to explain this such as what?",mammoth,train-00000-of-00001,A,"Question:
The teacher was explaining the mammoth and the time it lived, he used terms foreign to the students to explain this such as what?

Which of the following is the best response to the question?

Choices:
A. pleistocene
B. museum of natural history
C. smithsonian institution
D. antarctica
E. old times

Reply with exactly one uppercase letter out of A, B, C, D or E.
",107
"Jenny answered the phone because this was what she did for a living.   She took a message and passed it on.  It was important, about a big project.  Where might Jenny be?",telephone,train-00000-of-00001,E,"Question:
Jenny answered the phone because this was what she did for a living.   She took a message and passed it on.  It was important, about a big project.  Where might Jenny be?

Which of the following is the best response to the question?

Choices:
A. friend's house
B. hotel
C. school
D. party
E. office

Reply with exactly one uppercase letter out of A, B, C, D or E.
",112
"The war was followed by a tentative peace.  People didn't think it would last because despite a desire to move forward, there rebuilding was difficult and there was a lot of what?",peace,train-00000-of-00001,E,"Question:
The war was followed by a tentative peace.  People didn't think it would last because despite a desire to move forward, there rebuilding was difficult and there was a lot of what?

Which of the following is the best response to the question?

Choices:
A. love and understanding
B. fighting
C. hostility
D. destruction
E. turmoil

Reply with exactly one uppercase letter out of A, B, C, D or E.
",111
Simon bought a cow because he wanted to put it to work.   He didn't want any meat for it.  Where might Simon be taking the cow?,cow,train-00000-of-00001,C,"Question:
Simon bought a cow because he wanted to put it to work.   He didn't want any meat for it.  Where might Simon be taking the cow?

Which of the following is the best response to the question?

Choices:
A. countryside
B. city
C. dairy farm
D. butcher shop
E. canada

Reply with exactly one uppercase letter out of A, B, C, D or E.
",108
"James was a politician, but he loved the finer things in life and had few scruples. He took things that he shouldn't have.  What might those things have been?",politician,train-00000-of-00001,C,"Question:
James was a politician, but he loved the finer things in life and had few scruples. He took things that he shouldn't have.  What might those things have been?

Which of the following is the best response to the question?

Choices:
A. win elections
B. re elected
C. bribe
D. power
E. the majority vote

Reply with exactly one uppercase letter out of A, B, C, D or E.
",111
"The jar was plastic, just like most of the stuff in the kitchen.  John preferred glass, and wished he was somewhere else.  Where does he want to be?",plastic,train-00000-of-00001,D,"Question:
The jar was plastic, just like most of the stuff in the kitchen.  John preferred glass, and wished he was somewhere else.  Where does he want to be?

Which of the following is the best response to the question?

Choices:
A. cupboard
B. anywhere else
C. everything
D. own home
E. garbage dump

Reply with exactly one uppercase letter out of A, B, C, D or E.
",106
"Bill saw that Lilly was praying. He wasn't religious, so he didn't pray himself.  He felt that it was just what?",praying,train-00000-of-00001,E,"Question:
Bill saw that Lilly was praying. He wasn't religious, so he didn't pray himself.  He felt that it was just what?

Which of the following is the best response to the question?

Choices:
A. good feeling
B. relief
C. feel safer
D. sense of peace
E. wasted time

Reply with exactly one uppercase letter out of A, B, C, D or E.
",106
"Several other people were standing around James.  They were jumping up and down, screaming loudly, and banging their heads.  Where might James have been?",other people,train-00000-of-00001,E,"Question:
Several other people were standing around James.  They were jumping up and down, screaming loudly, and banging their heads.  Where might James have been?

Which of the following is the best response to the question?

Choices:
A. water
B. in class
C. meeting
D. mall
E. concert

Reply with exactly one uppercase letter out of A, B, C, D or E.
",106
"This city in Northern Norway is filled within things to do like Polar Nights half marathons and located in the middle of the Northern lights oval, which city is it?",northern norway,train-00000-of-00001,C,"Question:
This city in Northern Norway is filled within things to do like Polar Nights half marathons and located in the middle of the Northern lights oval, which city is it?

Which of the following is the best response to the question?

Choices:
A. northern
B. nome
C. tromsø
D. finnmark
E. vadsø

Reply with exactly one uppercase letter out of A, B, C, D or E.
",109
"She had learned how to make bread that was quite good, she had finished a new loaf and now all there was left to do was to what?",make bread,train-00000-of-00001,C,"Question:
She had learned how to make bread that was quite good, she had finished a new loaf and now all there was left to do was to what?

Which of the following is the best response to the question?

Choices:
A. fresher
B. tastes better than storebought
C. eat bread
D. i'm hungry
E. throw it away

Reply with exactly one uppercase letter out of A, B, C, D or E.
",112
Jim chose clear paint.  He could have chosen another type but it would have covered up the natural beauty of the wood.  What sort of paint could he have chosen instead?,clear,train-00000-of-00001,A,"Question:
Jim chose clear paint.  He could have chosen another type but it would have covered up the natural beauty of the wood.  What sort of paint could he have chosen instead?

Which of the following is the best response to the question?

Choices:
A. opaque
B. opal
C. obscured
D. obscure
E. thick

Reply with exactly one uppercase letter out of A, B, C, D or E.
",107
James was returning to work after a period of sickness.  He was happy to be working because he had suffered from something during his illness.  What did he suffer from?,returning to work,train-00000-of-00001,C,"Question:
James was returning to work after a period of sickness.  He was happy to be working because he had suffered from something during his illness.  What did he suffer from?

Which of the following is the best response to the question?

Choices:
A. angst
B. sobering
C. boredom
D. painless
E. malaise

Reply with exactly one uppercase letter out of A, B, C, D or E.
",111
"John was living in a big city.  It had many roads and a lot of traffic.  He liked it, but didn't appreciate the smell.  He thought that there was too much what?",living,train-00000-of-00001,B,"Question:
John was living in a big city.  It had many roads and a lot of traffic.  He liked it, but didn't appreciate the smell.  He thought that there was too much what?

Which of the following is the best response to the question?

Choices:
A. have experiences
B. pollution
C. happiness
D. garbage
E. death

Reply with exactly one uppercase letter out of A, B, C, D or E.
",111
"The hipsters tried to take a disingenuous kooky approach to their cafe, they were soon out of business to the competitor who took what kind of approach?",kooky,train-00000-of-00001,D,"Question:
The hipsters tried to take a disingenuous kooky approach to their cafe, they were soon out of business to the competitor who took what kind of approach?

Which of the following is the best response to the question?

Choices:
A. mainstream
B. straight
C. right
D. conventional
E. uneccentric

Reply with exactly one uppercase letter out of A, B, C, D or E.
",106
"Billy didn't know what to do.  He had just bought a huge ficus, but he has no where to put it.  It was just too gid for his house.  Right now, the ficus waited outside in something. What is the ficus in?",ficus,train-00000-of-00001,B,"Question:
Billy didn't know what to do.  He had just bought a huge ficus, but he has no where to put it.  It was just too gid for his house.  Right now, the ficus waited outside in something. What is the ficus in?

Which of the following is the best response to the question?

Choices:
A. park
B. large pot
C. maze
D. green house
E. tropical forest

Reply with exactly one uppercase letter out of A, B, C, D or E.
",129
"I put up a railing to make sure I don't fall at my house, but now when I sit outside it blocks my view, what am I sitting on?",railing,train-00000-of-00001,A,"Question:
I put up a railing to make sure I don't fall at my house, but now when I sit outside it blocks my view, what am I sitting on?

Which of the following is the best response to the question?

Choices:
A. deck
B. stairwell
C. house
D. lawn
E. flight of stairs

Reply with exactly one uppercase letter out of A, B, C, D or E.
",107
"A sedentary lifestyle of always sitting down is nearly as unhealthy as a bad diet, but still people sit on the couch all day and what?",sitting down,train-00000-of-00001,E,"Question:
A sedentary lifestyle of always sitting down is nearly as unhealthy as a bad diet, but still people sit on the couch all day and what?

Which of the following is the best response to the question?

Choices:
A. talk
B. relaxing
C. pee
D. gardening
E. watch tv

Reply with exactly one uppercase letter out of A, B, C, D or E.
",107
"Violence is present in many human endeavors, including sports.  But Danny doesn't play sports.  He does violence only during what?",violence,train-00000-of-00001,B,"Question:
Violence is present in many human endeavors, including sports.  But Danny doesn't play sports.  He does violence only during what?

Which of the following is the best response to the question?

Choices:
A. warfare
B. war
C. drive to drinkin
D. hockey game
E. being done against

Reply with exactly one uppercase letter out of A, B, C, D or E.
",106
"John had a massive debt to 50 million dollars.  Compared to that, Leo's 2000 dollar debt seemed what?",massive,validation-00000-of-00001,C,"Question:
John had a massive debt to 50 million dollars.  Compared to that, Leo's 2000 dollar debt seemed what?

Which of the following is the best response to the question?

Choices:
A. dwarf
B. inconsequential
C. insubstantial
D. lame
E. tiny

Reply with exactly one uppercase letter out of A, B, C, D or E.
",108
Bob pulled a rock out of the ground.  He wanted to examine the thing because he was into geology.   He was also into waterskiing.   He had many what?,examine thing,train-00000-of-00001,E,"Question:
Bob pulled a rock out of the ground.  He wanted to examine the thing because he was into geology.   He was also into waterskiing.   He had many what?

Which of the following is the best response to the question?

Choices:
A. talents
B. complex
C. interesting
D. learn more about
E. interests

Reply with exactly one uppercase letter out of A, B, C, D or E.
",107
"John was not happy with his marriage. He and his wife drifted apart.     All and all, recent turns could be described as what?",happy,validation-00000-of-00001,D,"Question:
John was not happy with his marriage. He and his wife drifted apart.     All and all, recent turns could be described as what?

Which of the following is the best response to the question?

Choices:
A. inappropriate
B. sadness
C. unsatisfied
D. unfortunate
E. disenchanted

Reply with exactly one uppercase letter out of A, B, C, D or E.
",107
James  didn't like getting in line when he was told to be the teacher.  He wasn't someone who appreciated authority figures.  He didn't like what?,getting in line,train-00000-of-00001,A,"Question:
James  didn't like getting in line when he was told to be the teacher.  He wasn't someone who appreciated authority figures.  He didn't like what?

Which of the following is the best response to the question?

Choices:
A. being ordered
B. less confusion
C. getting advice
D. longer lines
E. standing in line

Reply with exactly one uppercase letter out of A, B, C, D or E.
",109
"Joe found that he was stabbing a man to death.  He didn't expect to be doing that, he was just angry. He was scared of the consequences  Thecollapsed covered with what?",stabbing to death,train-00000-of-00001,A,"Question:
Joe found that he was stabbing a man to death.  He didn't expect to be doing that, he was just angry. He was scared of the consequences  Thecollapsed covered with what?

Which of the following is the best response to the question?

Choices:
A. knife wounds
B. knives
C. bleeding
D. law suit
E. jail time

Reply with exactly one uppercase letter out of A, B, C, D or E.
",119
"James is very interested in other planets.  He loved the idea of going to mars, and reads books about it all the time.   He dreams of being on what?",human,train-00000-of-00001,D,"Question:
James is very interested in other planets.  He loved the idea of going to mars, and reads books about it all the time.   He dreams of being on what?

Which of the following is the best response to the question?

Choices:
A. love
B. zoo
C. school
D. space shuttle
E. library

Reply with exactly one uppercase letter out of A, B, C, D or E.
",106
Joe went to a place with a mix of carpet and hardwood floors in order to have a good time with his friends.  Where might he have gone?.,carpet,train-00000-of-00001,B,"Question:
Joe went to a place with a mix of carpet and hardwood floors in order to have a good time with his friends.  Where might he have gone?.

Which of the following is the best response to the question?

Choices:
A. bedroom
B. bowling alley
C. at hotel
D. restaurant
E. zoo

Reply with exactly one uppercase letter out of A, B, C, D or E.
",106
"Lance was a hothead, but he was getting better.  He removed himself from the situation and spent some time cooling off.  He didn't need what?",cooling off,train-00000-of-00001,D,"Question:
Lance was a hothead, but he was getting better.  He removed himself from the situation and spent some time cooling off.  He didn't need what?

Which of the following is the best response to the question?

Choices:
A. expansion
B. relaxation
C. soap
D. revenge
E. loss of heat

Reply with exactly one uppercase letter out of A, B, C, D or E.
",106
"James wanted a hot tub just like the one at the spa he visited, but he didn't want anyone to know about it.  He was afraid that if the neighbors knew, they'd all want to use it, and it would turn his house into what?",spa,train-00000-of-00001,A,"Question:
James wanted a hot tub just like the one at the spa he visited, but he didn't want anyone to know about it.  He was afraid that if the neighbors knew, they'd all want to use it, and it would turn his house into what?

Which of the following is the best response to the question?

Choices:
A. country club
B. health centre
C. hospital
D. backyard
E. resort

Reply with exactly one uppercase letter out of A, B, C, D or E.
",126
"The building could accommodate many people.  The entrance hall alone was impressive, being wide enough to admit a hundred shoulder to shoulder.  But the building was owned by a billionaire and used only for his personal entertainment.  How would you describe this place?",entrance hall,train-00000-of-00001,C,"Question:
The building could accommodate many people.  The entrance hall alone was impressive, being wide enough to admit a hundred shoulder to shoulder.  But the building was owned by a billionaire and used only for his personal entertainment.  How would you describe this place?

Which of the following is the best response to the question?

Choices:
A. convention center
B. public building
C. large building
D. school
E. town hall

Reply with exactly one uppercase letter out of A, B, C, D or E.
",125
People do many things to alleviate boredom.  If you can't get out of the house you might decide to do what?,boredom,validation-00000-of-00001,D,"Question:
People do many things to alleviate boredom.  If you can't get out of the house you might decide to do what?

Which of the following is the best response to the question?

Choices:
A. play cards
B. skateboard
C. meet interesting people
D. listen to music
E. go to a concert

Reply with exactly one uppercase letter out of A, B, C, D or E.
",107
"Billy loved having food, but he didn't like the consequences of overeating.   What is the long-term consequence of having too much food?",having food,train-00000-of-00001,C,"Question:
Billy loved having food, but he didn't like the consequences of overeating.   What is the long-term consequence of having too much food?

Which of the following is the best response to the question?

Choices:
A. digesting
B. constipation
C. weight gain
D. not hungry
E. gas

Reply with exactly one uppercase letter out of A, B, C, D or E.
",106
"Billy and June were in the process of procreating.  It was very fun, but they knew that it would lead to what uncomfortable end?",procreating,train-00000-of-00001,E,"Question:
Billy and June were in the process of procreating.  It was very fun, but they knew that it would lead to what uncomfortable end?

Which of the following is the best response to the question?

Choices:
A. lack of sleep
B. twins
C. venereal disease
D. overpopulation
E. children born

Reply with exactly one uppercase letter out of A, B, C, D or E.
",109
"After coming home from his trip to the west coat, John hung the fox on his wall.  He could do this because the fox was what?",fox,train-00000-of-00001,B,"Question:
After coming home from his trip to the west coat, John hung the fox on his wall.  He could do this because the fox was what?

Which of the following is the best response to the question?

Choices:
A. hen house
B. painting
C. california
D. virginia
E. blowing the house down

Reply with exactly one uppercase letter out of A, B, C, D or E.
",107
James is carrying a duffel bag with him because he doesn't have a vehicle of his own and needs a bag to carry his things in while he uses what?,duffel bag,validation-00000-of-00001,B,"Question:
James is carrying a duffel bag with him because he doesn't have a vehicle of his own and needs a bag to carry his things in while he uses what?

Which of the following is the best response to the question?

Choices:
A. library
B. transit
C. bus station
D. army barracks
E. locker room

Reply with exactly one uppercase letter out of A, B, C, D or E.
",108
"Through the colorful pages the koala went on quite the adventure, the parent thought it made for a good what?",koala,train-00000-of-00001,A,"Question:
Through the colorful pages the koala went on quite the adventure, the parent thought it made for a good what?

Which of the following is the best response to the question?

Choices:
A. child's book
B. movie
C. australian outback
D. bamboo grove
E. wilderness

Reply with exactly one uppercase letter out of A, B, C, D or E.
",106
"The small child liked looking at all the pictures of the animals and hearing his mom say the accompanying rhymes, but the jellyfish was his favorite animal in the whole what?",jellyfish,train-00000-of-00001,D,"Question:
The small child liked looking at all the pictures of the animals and hearing his mom say the accompanying rhymes, but the jellyfish was his favorite animal in the whole what?

Which of the following is the best response to the question?

Choices:
A. japanese restaurant
B. lake
C. zoo
D. book
E. current

Reply with exactly one uppercase letter out of A, B, C, D or E.
",108
When james was climbing he experiences a couple of symptoms.  The most painful and long lasting was on his hands.   What  might have happened to him?,climbing,train-00000-of-00001,E,"Question:
When james was climbing he experiences a couple of symptoms.  The most painful and long lasting was on his hands.   What  might have happened to him?

Which of the following is the best response to the question?

Choices:
A. calluses
B. loss of oxygen
C. vertigo
D. ascending
E. blisters

Reply with exactly one uppercase letter out of A, B, C, D or E.
",111
John and James wanted to eat hot dogs but weren't sure where they could by some.  They asked a costumed person for directions.  This was their first trip where?,hot dogs,train-00000-of-00001,D,"Question:
John and James wanted to eat hot dogs but weren't sure where they could by some.  They asked a costumed person for directions.  This was their first trip where?

Which of the following is the best response to the question?

Choices:
A. costume shop
B. park
C. bowling alley
D. disneyland
E. sporting event

Reply with exactly one uppercase letter out of A, B, C, D or E.
",113
