ind,activity_label,ctx,answer,final_prompt,len_tk_phi3_mini_4k_instruct
21321.0,Snatch,A person is seen putting a weight on followed by a woman lifting a bar up over her head. Another person is seen after her lifting up a large set of weights over their heads. several more people,C,"Context:
""A person is seen putting a weight on followed by a woman lifting a bar up over her head. Another person is seen after her lifting up a large set of weights over their heads. several more people""

Which of the following endings best completes the context?

Choices:
A. are seen lifting weights over their heads in the end.
B. are seen lifting the bar at the same time.
C. are seen lifting heavy weights over their heads while others watch on the side.
D. are seen speaking to the camera and grabbing weights while following one another.

Reply with exactly one uppercase letter out of A, B, C, or D.
",156
8231.0,Making a lemonade,"A counter top with lemons and ingredients in small bowls is shown, with several individuals standing by the counter. one of the individuals",D,"Context:
""A counter top with lemons and ingredients in small bowls is shown, with several individuals standing by the counter. one of the individuals""

Which of the following endings best completes the context?

Choices:
A. placed the ups on the mixing spoon bowl and stirs, followed by the individual mixing the lemon juice into.
B. walks around the counter and begins placing the apples in the bowl.
C. boils the lemons in a glass bowl, while others dip a lemon in one of the pots.
D. extends a hand and manipulates the ingredients.

Reply with exactly one uppercase letter out of A, B, C, or D.
",166
19050.0,Playing saxophone,"A man in a hat, glasses stands in front of a screen drawing and introduces how to play a song on the saxophone. he",D,"Context:
""A man in a hat, glasses stands in front of a screen drawing and introduces how to play a song on the saxophone. he""

Which of the following endings best completes the context?

Choices:
A. gets down, talks some more and demonstrates how to play the saxophone again.
B. begins by pouring the glass of beer into a glass and then puts the glass back on the counter.
C. demonstrates as he plays the harmonica.
D. then goes into finger placement, the notes that are going to be played and how to blow.

Reply with exactly one uppercase letter out of A, B, C, or D.
",161
8899.0,Getting a piercing,"A woman and and a man talk in a tattoo shop. Then, the man cleans the button belly of the woman and puts a mark. after",D,"Context:
""A woman and and a man talk in a tattoo shop. Then, the man cleans the button belly of the woman and puts a mark. after""

Which of the following endings best completes the context?

Choices:
A. , the woman shows a tattoo, and the man puts a mark.
B. , the woman bottle the patch of fabric of the man that has a mark on his abdominal lines and puts it on his waist.
C. , people joins to the woman's tattoo point by point, while the man channel on the studio and a tattoo artist in the costume of the tattoo artist points.
D. , the woman lay down, and the man pierce the belly button and puts a stud.

Reply with exactly one uppercase letter out of A, B, C, or D.
",198
39950.0,Camel ride,Two people are seen riding on top of camels with a man leading in front. The camera pans up to a man sitting on a rock and waving to the camera. the people,D,"Context:
""Two people are seen riding on top of camels with a man leading in front. The camera pans up to a man sitting on a rock and waving to the camera. the people""

Which of the following endings best completes the context?

Choices:
A. continue riding on the camels and see another person leading them up.
B. continue riding past one another and end with a view of the sand beach and people on camels.
C. continue riding and as the camera pans down the still river, a group of people preparing for the camel race.
D. continue to ride on camels with the camera following from behind.

Reply with exactly one uppercase letter out of A, B, C, or D.
",173
31438.0,Zumba,They continue to dance as they hold up the palms of their hands straight up and move their hips. They repeat the steps as the chorus of the song repeats. finally,A,"Context:
""They continue to dance as they hold up the palms of their hands straight up and move their hips. They repeat the steps as the chorus of the song repeats. finally""

Which of the following endings best completes the context?

Choices:
A. after the song ends, they both stand still with their hands on their hips.
B. , they finish by stepping on one another and kissing.
C. , a person makes an appearance interviewing one of them and they begin the story of how it all ends.
D. , the woman with curly curly hair dances alone and graciously as she hugs each of them.

Reply with exactly one uppercase letter out of A, B, C, or D.
",172
5602.0,Using the pommel horse,He raises his arms up and begins spinning all around on the beam. He jumps down with his arms up and sits down while other people cheer for him. in the end,A,"Context:
""He raises his arms up and begins spinning all around on the beam. He jumps down with his arms up and sits down while other people cheer for him. in the end""

Which of the following endings best completes the context?

Choices:
A. his is shown standing on a podium hugging others and receiving a medal.
B. , he celebrates and cheers for the judges as they get up.
C. he gets up and continues to perform.
D. the man in the orange shirt walks down the path and walks away.

Reply with exactly one uppercase letter out of A, B, C, or D.
",155
33842.0,Shoveling snow,Another man is also shoveling snow off of he walkway of the house is not wearing any winter gear. they both,C,"Context:
""Another man is also shoveling snow off of he walkway of the house is not wearing any winter gear. they both""

Which of the following endings best completes the context?

Choices:
A. turn and walk several blocks towards their home where they are going to relax for a while.
B. are walking through the snow to the ladder.
C. continue to shovel and clean the snow in the heavy snow storm.
D. put their shovel down and get off the shovel to have a look up and down the walkway of the house.

Reply with exactly one uppercase letter out of A, B, C, or D.
",157
27428.0,Putting on shoes,This man is showing viewers how he puts his socks on while he sits in his wheelchair. first he,B,"Context:
""This man is showing viewers how he puts his socks on while he sits in his wheelchair. first he""

Which of the following endings best completes the context?

Choices:
A. starts by pressing the camera up against the wooden slats on the outside of the chair.
B. lifts one leg up onto the other leg and he puts one white high knee sock on.
C. starts by flipping over his lower body a few times before rising to his feet.
D. puts his black holding shoes on before he stands up in the wheelchair.

Reply with exactly one uppercase letter out of A, B, C, or D.
",158
3502.0,Camel ride,A person is seen riding a bike down a long road followed by a large camel off in the distance. the animal,B,"Context:
""A person is seen riding a bike down a long road followed by a large camel off in the distance. the animal""

Which of the following endings best completes the context?

Choices:
A. is seen walking along a path with leaves blowing in the wind.
B. moves closer while the camera zooms in the three people riding on the top the camel and passing by more riding camels.
C. rides on through heavy rain and roads and ends with a close up of a woman's face.
D. is then shown near a river while the person and the woman walk out.

Reply with exactly one uppercase letter out of A, B, C, or D.
",163
18063.0,Longboarding,A camera pans around various landscapes and leads into a person stopping a car and people riding down a road. several shots,C,"Context:
""A camera pans around various landscapes and leads into a person stopping a car and people riding down a road. several shots""

Which of the following endings best completes the context?

Choices:
A. are then seen of people riding hills that lead into a swimming pool.
B. are then shown of people paddling down the water while others watch on the side.
C. are shown of people riding down the hill with a car driving behind them and close ups of peoples faces.
D. are then seen that lead into people crocheting on a blanket and speaking to one another.

Reply with exactly one uppercase letter out of A, B, C, or D.
",165
3640.0,Putting in contact lenses,A person washes there hands and closes a sink drain. The person removes a contact from the container and places on the tip of their finger. the person,A,"Context:
""A person washes there hands and closes a sink drain. The person removes a contact from the container and places on the tip of their finger. the person""

Which of the following endings best completes the context?

Choices:
A. holds open one eyelid at a time and inserts the contact into their eye.
B. holds up the contact and starts shaving the finger of a person.
C. dips their finger in a paper towel and puts vinegar on it to scrub.
D. puts a contact in their finger and shows how it work.

Reply with exactly one uppercase letter out of A, B, C, or D.
",157
894.0,Playing squash,"The player in black misses one shot, but he immediately grabs the ball and they continue to play again. both the players",C,"Context:
""The player in black misses one shot, but he immediately grabs the ball and they continue to play again. both the players""

Which of the following endings best completes the context?

Choices:
A. compete in a court dance before another set of people join them.
B. are awarded medals when the player in black scores four more points and then trick him again and he wins and they're congratulated by guy in sars.
C. continue on a great rally without missing a shot.
D. are acticing each other and throwing the ball back and forth trying to keep the other's focus.

Reply with exactly one uppercase letter out of A, B, C, or D.
",167
5315.0,Trimming branches or hedges,There's a person named michael from the wild flower tool company who is doing a tutorial on telescopic head shears for gardening. he,A,"Context:
""There's a person named michael from the wild flower tool company who is doing a tutorial on telescopic head shears for gardening. he""

Which of the following endings best completes the context?

Choices:
A. demonstrates the several features of the shears such as extendable handles.
B. 's now sitting behind a hedge holding two shears in his hands.
C. shows you the frame of the shears and the lengths required to use them.
D. appears in a room talking as he's using shears to trim some mesquite and a pile of sumo technology from a boiled down african cow.

Reply with exactly one uppercase letter out of A, B, C, or D.
",173
17910.0,Doing crunches,A woman is seen sitting on the ground while speaking to the camera and leads into her laying down. she,A,"Context:
""A woman is seen sitting on the ground while speaking to the camera and leads into her laying down. she""

Which of the following endings best completes the context?

Choices:
A. then puts her feet up and then puts her hands under her butt, followed by her lifting her legs up.
B. then bends down and begins brushing her hair while speaking to the camera.
C. holds a pad up and moves it around while still speaking to the camera and leaning back.
D. then begins running and other people carry her away later instructing her on how to run.

Reply with exactly one uppercase letter out of A, B, C, or D.
",158
31845.0,Tumbling,Now he is standing on the side line getting ready to do flips. He is doing some more flips and landing on the red mat. now he,A,"Context:
""Now he is standing on the side line getting ready to do flips. He is doing some more flips and landing on the red mat. now he""

Which of the following endings best completes the context?

Choices:
A. is flipping again and reverses and starts flipping the other way.
B. is on the edge of the ring and he is jumping as hard as he can.
C. is doing more flips and landing on the pink mat in the middle of the ring.
D. is jumping and landing on the line and landing on top of a hanging bag.

Reply with exactly one uppercase letter out of A, B, C, or D.
",165
16049.0,Hand car wash,The camera is walking to the gas station showing the the cars parked at the pump stations. The cab is parked while three men are cleaning it up. two men,A,"Context:
""The camera is walking to the gas station showing the the cars parked at the pump stations. The cab is parked while three men are cleaning it up. two men""

Which of the following endings best completes the context?

Choices:
A. are cleaning the inside and then the hood of the car.
B. take shampoo and shampoo out of the blanket.
C. wrestle with another and break it up.
D. are now working with the other and driving it to a station where they buy gas and stand next to the pump and wait for it to get full.

Reply with exactly one uppercase letter out of A, B, C, or D.
",165
1325.0,Washing hands,A young lady with a grey jacket on is standing in front of a sink lathering her hands. she,A,"Context:
""A young lady with a grey jacket on is standing in front of a sink lathering her hands. she""

Which of the following endings best completes the context?

Choices:
A. then turns the water on and begins to rinse her hands and flex her fingers to make sure all of the soap is off.
B. places the sponge into a yellow bowl on top of the sink and continues to start scrubbing the sink.
C. then turns on the water and scrubs with a small green soap.
D. bubbles the soap in the water and drops it into a bowl.

Reply with exactly one uppercase letter out of A, B, C, or D.
",164
42479.0,Doing motocross,"The man then puts on a helmet, the bar is let down and he begins jumping over a hill. as the video",A,"Context:
""The man then puts on a helmet, the bar is let down and he begins jumping over a hill. as the video""

Which of the following endings best completes the context?

Choices:
A. continues, you are following the man racing through the trail and doing tricks and riding at side angles to ensure that the tricks are landed and he doesn't fall off.
B. ends he is seen sitting behind a bar holding a drink and belly dancing.
C. ends, a woman has on an apron and is wiping a snow off of her windshield.
D. ends, a young woman is shown with a minnie mouse necklace and singing with a man who has a black hat.

Reply with exactly one uppercase letter out of A, B, C, or D.
",188
41349.0,Shaving,Then he begins showing how to use the trimmer for his beard by adjusting the clipper size. He completely shaves his beard off. He then touches his skin to see how clean the shave is. he,B,"Context:
""Then he begins showing how to use the trimmer for his beard by adjusting the clipper size. He completely shaves his beard off. He then touches his skin to see how clean the shave is. he""

Which of the following endings best completes the context?

Choices:
A. finally walks off the video.
B. removes the hair off of the shaver and cleans it.
C. continues to shave with the trimmer.
D. then pets some of the hair off and jumps back up and then finishes off his beard.

Reply with exactly one uppercase letter out of A, B, C, or D.
",157
4825.0,Preparing pasta,The video is a tutorial on how to make alfredo sauce pasta. a lady with blond hair wearing a maroon tank top,B,"Context:
""The video is a tutorial on how to make alfredo sauce pasta. a lady with blond hair wearing a maroon tank top""

Which of the following endings best completes the context?

Choices:
A. and blue jeans is demonstrating how to make shredded alfredo pasta and moves it around in a cup.
B. is demonstrating how to boil water to make bow-tie pasta.
C. and a chef coat prepares the pasta dish in a counter clockwise manner in an oven.
D. is talking to her bunch about how to make alfredo pasta.

Reply with exactly one uppercase letter out of A, B, C, or D.
",169
2915.0,Playing pool,"The young man hits balls that land in the pocket of the pool table. Then, the man puts the balls in a metal triangle and arrange others balls. after",D,"Context:
""The young man hits balls that land in the pocket of the pool table. Then, the man puts the balls in a metal triangle and arrange others balls. after""

Which of the following endings best completes the context?

Choices:
A. , the young man puts other balls in the pocket.
B. , the young man plays pool stroke to serve the ball as his opponent scores the ball.
C. , the man grab two wooden balls and hold them in the triangle.
D. , the young man strikes the white ball but immidiately stop it with the cue sticks.

Reply with exactly one uppercase letter out of A, B, C, or D.
",158
50074.0,Mowing the lawn,A girl is outside mowing the lawn on a very sunny day. she,B,"Context:
""A girl is outside mowing the lawn on a very sunny day. she""

Which of the following endings best completes the context?

Choices:
A. is using a long ax to cut the grass.
B. has to back the lawn mower onto the pavement to get it going in the right direction.
C. starts to take a big leap into the air as the she goes and gets hugged by a man in the distance.
D. is pushing around the blades of grass with a pair of pruners and doing other things.

Reply with exactly one uppercase letter out of A, B, C, or D.
",154
19642.0,Playing water polo,The goalie throws the ball back into the middle of the pool where a teammate grabs the ball and throws it to his teammate. the teammate,A,"Context:
""The goalie throws the ball back into the middle of the pool where a teammate grabs the ball and throws it to his teammate. the teammate""

Which of the following endings best completes the context?

Choices:
A. holds the ball and someone on the opposing team grabs the ball out of his hand.
B. runs away from the ball to retrieve it but only makes it into the goal.
C. jumps out of the pool and runs towards the goal.
D. throws the ball to the river and a man scoops it up and throws it back to the goalie.

Reply with exactly one uppercase letter out of A, B, C, or D.
",161
16248.0,BMX,A man dressed in a black and white uniform is pushing his bicycle up a small hill. once he,A,"Context:
""A man dressed in a black and white uniform is pushing his bicycle up a small hill. once he""

Which of the following endings best completes the context?

Choices:
A. gets to the top of the hill, he begins racing his bike throughout a field with several mounds of dirt.
B. is back up on the top of the hill, he reenters the lane and passes his bicycle.
C. reaches the top, he starts doing several stunts as he goes.
D. reaches the top he gets down rolling the bicycle.

Reply with exactly one uppercase letter out of A, B, C, or D.
",157
4042.0,Baking cookies,She then grabs the boiling hot water and pours it into the mug. She returns back to the counter and begins placing rolls of cookie dough on the racks. its,C,"Context:
""She then grabs the boiling hot water and pours it into the mug. She returns back to the counter and begins placing rolls of cookie dough on the racks. its""

Which of the following endings best completes the context?

Choices:
A. soon done and the sandwiches are set up on the counter.
B. then time to finally roll the dough, with the help of a hand mixer and a pan the words "" putty "" appear on the screen.
C. finally time for the cookies to be in put in the oven and she sets the timer on her phone so she won't burn them.
D. done, she places them in the oven and again adds the cookies.

Reply with exactly one uppercase letter out of A, B, C, or D.
",187
35429.0,Playing rubik cube,"A boy is seated at a table in a crowded room. He has a rubik's cube, and tries to solve the puzzle. he",C,"Context:
""A boy is seated at a table in a crowded room. He has a rubik's cube, and tries to solve the puzzle. he""

Which of the following endings best completes the context?

Choices:
A. opens and closes his mouth until he come to a conclusion.
B. solves all of the rubiks cubes in less than ten minutes with the help of a teacher.
C. times himself as he finishes the cube, tossing it down on the table.
D. tries again, and is shown this time attempting a landing goal, knocking down a longer than normal cube.

Reply with exactly one uppercase letter out of A, B, C, or D.
",163
11020.0,Playing piano,"The interviewer leads one of the men into the hallway to a piano, where the man has a seat. the man",B,"Context:
""The interviewer leads one of the men into the hallway to a piano, where the man has a seat. the man""

Which of the following endings best completes the context?

Choices:
A. reverses back to sitting on the piano.
B. begins to play and sing as the camera crew, interviewer and onlookers watch, before the man ends the song, gets up and walks away.
C. plays the piano for a bit and comes back to the host and the men play moving their hands when they have to.
D. plays an accordian in front of the camera and then plays a pinata.

Reply with exactly one uppercase letter out of A, B, C, or D.
",167
35869.0,Doing motocross,The camera man pans across the motocross course with different riders riding on different parts of the course. A group of motocross riders perform some jumps at high speed from multiple directions. a group of motocross riders,B,"Context:
""The camera man pans across the motocross course with different riders riding on different parts of the course. A group of motocross riders perform some jumps at high speed from multiple directions. a group of motocross riders""

Which of the following endings best completes the context?

Choices:
A. surmount the long run in the course during an aerial performance.
B. ride on the motocross course performing tricks and other riding skills.
C. briefly walk across the course wearing stilts.
D. performs jumps from multiple directions side to side on the side of a stationary bicycle.

Reply with exactly one uppercase letter out of A, B, C, or D.
",171
27519.0,Making a cake,One of the girls begins by adding two cups of flour to a large green bowl. Then the little boy adds some raw eggs to the flour. the little girl in the middle,D,"Context:
""One of the girls begins by adding two cups of flour to a large green bowl. Then the little boy adds some raw eggs to the flour. the little girl in the middle""

Which of the following endings best completes the context?

Choices:
A. wets her hand and pans the bowl out for more, while the little boy continues to mops the floor.
B. dissipates, leaving just the two cups of flour.
C. continues to scoop the mixture up in the other cup.
D. stirs the mixture in circular motion.

Reply with exactly one uppercase letter out of A, B, C, or D.
",157
5415.0,Carving jack-o-lanterns,A little boy in a kitchen is scooping out the inside of a pumpkin while another boy sits a the table. the boy's dad,A,"Context:
""A little boy in a kitchen is scooping out the inside of a pumpkin while another boy sits a the table. the boy's dad""

Which of the following endings best completes the context?

Choices:
A. comes over to help him get the insides out of the pumpkin.
B. puts a chain on the boy and the two boys begin wrestling each other and laughing.
C. gets up and pushes the boy, while the boy pretends to fight him.
D. joins in as well as their mom and a man appears.

Reply with exactly one uppercase letter out of A, B, C, or D.
",156
34626.0,River tubing,Several shots of a building are shown as well as a lake surrounded by trees. Many people are seen riding canoes and a person's feet and legs are shown. the people,C,"Context:
""Several shots of a building are shown as well as a lake surrounded by trees. Many people are seen riding canoes and a person's feet and legs are shown. the people""

Which of the following endings best completes the context?

Choices:
A. continue kayaking and watch as fish dock and people head out of the water in canoes.
B. continue using paddles as well as riding on the boat and paddling themselves another direction.
C. ride down the river while the camera pans in more landscapes and trees.
D. continue paddling themselves down the river and people on bicycle applaud them after.

Reply with exactly one uppercase letter out of A, B, C, or D.
",179
47604.0,Disc dog,A man demonstrates how to train a dog to catch frisbees and perform tricks and stunts while doing so. a man,C,"Context:
""A man demonstrates how to train a dog to catch frisbees and perform tricks and stunts while doing so. a man""

Which of the following endings best completes the context?

Choices:
A. is shown with a dog roping in the back of a minivan while being interviewed.
B. engages the dog indoors in a variety of games of frisbee volleyball.
C. holding an array of white frisbees in his hand talks to a camera the camera pans out and a dog is seen in the background with a frisbee in its mouth.
D. plasters snowy dogs on wooden tables along a brick building facing each other.

Reply with exactly one uppercase letter out of A, B, C, or D.
",185
1038.0,River tubing,A small group of girls are seen walking out onto a lake holding tubes and leads into others riding along in tubes. the people,D,"Context:
""A small group of girls are seen walking out onto a lake holding tubes and leads into others riding along in tubes. the people""

Which of the following endings best completes the context?

Choices:
A. float up and down the water while the camera captures images of the rafts interspersed with cheering.
B. move as the group continue riding on down the river covered with snow while laughing to the camera.
C. run back and fourth on the road while others walk by.
D. continue riding along the river on the tubes and the camera pans around the large group.

Reply with exactly one uppercase letter out of A, B, C, or D.
",165
36568.0,Beach soccer,Two men are shown speaking that leads into clips of a soccer match. Team mates high five one another and continue playing all along the field. the teams,B,"Context:
""Two men are shown speaking that leads into clips of a soccer match. Team mates high five one another and continue playing all along the field. the teams""

Which of the following endings best completes the context?

Choices:
A. continue to play and ends with the number 9 kicking a goal.
B. continue to play against one another while the man speaks to the camera.
C. are left to go back to the same spot where they started and the end credits appear on the screen.
D. shake hands while more logo images show up on screen.

Reply with exactly one uppercase letter out of A, B, C, or D.
",156
31639.0,Playing bagpipes,The young bagpiper marches in place while playing his bagpipe while onlookers watch from behind. The adult bagpiper and the child stand next to each other while performing. the child,B,"Context:
""The young bagpiper marches in place while playing his bagpipe while onlookers watch from behind. The adult bagpiper and the child stand next to each other while performing. the child""

Which of the following endings best completes the context?

Choices:
A. continues to play and ends with the large horns on the finger on the white keychain then he tosses the bagpipe into the air.
B. finishes playing and walks forward to the camera.
C. sticks his foot out while playing the bagpipe.
D. plays very well with his bagpipe while showing his foot movements while he plays the bagpipe.

Reply with exactly one uppercase letter out of A, B, C, or D.
",169
8694.0,Installing carpet,He is using a measuring stick and some plier to cut off a piece of metal which he then hammers down with nails underneath the carpet. he,D,"Context:
""He is using a measuring stick and some plier to cut off a piece of metal which he then hammers down with nails underneath the carpet. he""

Which of the following endings best completes the context?

Choices:
A. then wax the metal and washes the back with a large bucket of water before waxing the floor of the shop.
B. then uses a hose to flush out the excess paint and then he vacuums this area out with a yellow foam carpet cleaner.
C. begins by cleaning the window on the other side and putting some putty on it before putting more marker to add to.
D. rolls in the end of the carpet inside of the metal so it does not show.

Reply with exactly one uppercase letter out of A, B, C, or D.
",194
48264.0,Disc dog,"Person is holgding blue frisbees and is plying with a dog in a closed field, the doing tricks while is trying to catch the frisbee. the dog",C,"Context:
""Person is holgding blue frisbees and is plying with a dog in a closed field, the doing tricks while is trying to catch the frisbee. the dog""

Which of the following endings best completes the context?

Choices:
A. smile while going along and throw the frisbee.
B. gets the frisbee and tries to catch it, then the dog get away and runs after the frisbee.
C. holds a frisbee on his mouth and starts running around the girl doing tricks.
D. stay on the middle, the man takes off the frisbee and hop on the parakeet.

Reply with exactly one uppercase letter out of A, B, C, or D.
",177
34291.0,Decorating the Christmas tree,A woman is seen sitting in a chair while speaking to the camera and leads into a close up of a tree and the woman putting ornaments on. the woman,D,"Context:
""A woman is seen sitting in a chair while speaking to the camera and leads into a close up of a tree and the woman putting ornaments on. the woman""

Which of the following endings best completes the context?

Choices:
A. continues speaking and ends by putting beets all around the tree and ending with her showing off the tree.
B. then starts rubbing apples on the tree and talking to the camera.
C. then brushes several ornaments from the branches and decorating them for another and ends by speaking to the camera and brushing off the tree.
D. ties string all along the tree while the camera pans around and ends with her showing off the end result and speaking to the camera.

Reply with exactly one uppercase letter out of A, B, C, or D.
",185
33936.0,Javelin throw,An athletic man is seen running down a long track and throwing a javelin off into the distance with others measuring his throw. the man,B,"Context:
""An athletic man is seen running down a long track and throwing a javelin off into the distance with others measuring his throw. the man""

Which of the following endings best completes the context?

Choices:
A. then throws several more hoops off into the distance, over and over again.
B. walks away and high fives a man in the crowd while his score is shown and another steps up to the side.
C. runs all around the field being circled by others and running into one another.
D. then runs down the track again with an audience watching and ends by tossing his hair in the air.

Reply with exactly one uppercase letter out of A, B, C, or D.
",167
34240.0,Cleaning shoes,Another man takes a cloth and begins cleaning his black leather shoes with a cloth to make it shiny. he,C,"Context:
""Another man takes a cloth and begins cleaning his black leather shoes with a cloth to make it shiny. he""

Which of the following endings best completes the context?

Choices:
A. continues cleaning off his boots and slicing his nails so they look clean.
B. then shits in his phone before finally packing up and walking away shaking his head as if he's disappointed.
C. cleans the shoe with a back and forth motion.
D. removes the shoes from their packaging and piles them on top of one another.

Reply with exactly one uppercase letter out of A, B, C, or D.
",160
44115.0,Hula hoop,"She goes to the grass and she begins hooping in circles, she is having a really good time dancing and hooping. then",B,"Context:
""She goes to the grass and she begins hooping in circles, she is having a really good time dancing and hooping. then""

Which of the following endings best completes the context?

Choices:
A. she starts to quick dance on the grass of the room.
B. , other people are dancing around and hooping also, doing tricks and just enjoying the day.
C. her mom comes back and she begins hooping herself doing cardio and her mom comes to help.
D. she takes a break and they both finish dancing and shake hands.

Reply with exactly one uppercase letter out of A, B, C, or D.
",159
3780.0,Ping-pong,They continue playing a rally for some time. The player in the red shirt misses the ball and gives his opponent a winning point. the player,B,"Context:
""They continue playing a rally for some time. The player in the red shirt misses the ball and gives his opponent a winning point. the player""

Which of the following endings best completes the context?

Choices:
A. in red shorts misses the shot and they both start to play around more.
B. in blue cheers loudly after his winning point and breaks into a dance.
C. on blue, talks to someone in the corner as he holds his opponent's shoulders.
D. in the blue shirt serves some more and the senior guy makes the serve.

Reply with exactly one uppercase letter out of A, B, C, or D.
",161
7968.0,Cleaning sink,"Someone is pouring some baking soda in their in the sink, quite a bit actually and spreading it around using the box. They then start to pour some vinegar down the sink. they",C,"Context:
""Someone is pouring some baking soda in their in the sink, quite a bit actually and spreading it around using the box. They then start to pour some vinegar down the sink. they""

Which of the following endings best completes the context?

Choices:
A. start to make the best batch of cookies for waiting and eat one at a time, one at a time, slowly.
B. rinse the sink, make a bucket, and put the soap into it.
C. watch it all go down the drain and then pour in some more vinegar.
D. pour some garden tools into the edge of the sink.

Reply with exactly one uppercase letter out of A, B, C, or D.
",171
28073.0,Making a lemonade,A man is seen pouring water out into a measuring cup followed by pouring it into a large container and repeating several more times. the man,D,"Context:
""A man is seen pouring water out into a measuring cup followed by pouring it into a large container and repeating several more times. the man""

Which of the following endings best completes the context?

Choices:
A. then grabs ice and pours it out onto a plate and swirling it around for a few minutes.
B. continues pouring the liquid through a cloth and measures it again.
C. then pours the liquid into a object and eats there food while speaking to the camera and moving the food all around.
D. then puts lemonade mixture into the large container and stirs it around.

Reply with exactly one uppercase letter out of A, B, C, or D.
",166
25318.0,Braiding hair,First she sprays her hair with water from a spray bottle. Then she adds moisturizer to her hair and ties a ponytail holder onto her hair. then she,D,"Context:
""First she sprays her hair with water from a spray bottle. Then she adds moisturizer to her hair and ties a ponytail holder onto her hair. then she""

Which of the following endings best completes the context?

Choices:
A. gets her cheeks gloved and starts applying electric blue calling button rings.
B. combs her hair and takes a using a styling pin.
C. adds a blue hose to her brush to smell what she just brushed her hair with.
D. twists the ends of her hair to make a small bun and she wraps it to make it secure.

Reply with exactly one uppercase letter out of A, B, C, or D.
",171
43148.0,Removing curlers,A clear package of soft flexible hair curlers is shown on a black table as a hand picks up an unwrapped purple curler and fidgets with it. the hand,C,"Context:
""A clear package of soft flexible hair curlers is shown on a black table as a hand picks up an unwrapped purple curler and fidgets with it. the hand""

Which of the following endings best completes the context?

Choices:
A. scrubs the curls of the curled hair with a large brush with a close up view graphic.
B. whisks the scissors across the purple tissue.
C. turns the bag around so that the contents are shown through the mouth of the bag before handling both the loose purple and pink curlers.
D. uses the curler to tangle some of the hair into the curling rod and begins to punch holes in the ends wrapping the hair around them.

Reply with exactly one uppercase letter out of A, B, C, or D.
",193
46620.0,Rock-paper-scissors,They play a game of rock paper scissors and then the girl on the right wins and proceeds to sit on the girl on the left. they,B,"Context:
""They play a game of rock paper scissors and then the girl on the right wins and proceeds to sit on the girl on the left. they""

Which of the following endings best completes the context?

Choices:
A. lap the table and never stop playing.
B. then play another game of rock paper scissor and the girl on the left wins and sits on the girl on the right.
C. let go and go of the rock and flip way out of the dartboard.
D. then demonstrate several rubic trick techniques and she wins a point.

Reply with exactly one uppercase letter out of A, B, C, or D.
",156
17374.0,Capoeira,Two men are playing kick dance at the center of the circle. One man in blue pants joined the dance then the other man went off the stage. one man,C,"Context:
""Two men are playing kick dance at the center of the circle. One man in blue pants joined the dance then the other man went off the stage. one man""

Which of the following endings best completes the context?

Choices:
A. kicked the other man's foot, the man in blue pants up.
B. placed the ball on the wall and kick dance.
C. will join the dance and then other man will get off the stage.
D. in pink walks on stage and then give interviews with the dancers in the circle.

Reply with exactly one uppercase letter out of A, B, C, or D.
",154
1841.0,BMX,Bmx biker going down a track practicing in his lane by himself. then there,B,"Context:
""Bmx biker going down a track practicing in his lane by himself. then there""

Which of the following endings best completes the context?

Choices:
A. is the long jump with the 80 horses.
B. is another biker too, they're probably racing, they're going super fast down the track turning and hitting high bumps that make them go high up in the air.
C. are a lot that fill the screen as well as clips of them performing you know, stats and all that.
D. 's the race business competitors making deals, and a man and a woman arriving late to transport the bmx onto a field with flags thrown.

Reply with exactly one uppercase letter out of A, B, C, or D.
",181
31925.0,Washing hands,He takes a pump from the liquid hand soap from the sink counter. He then turns on the water and and washes his hands. after he,B,"Context:
""He takes a pump from the liquid hand soap from the sink counter. He then turns on the water and and washes his hands. after he""

Which of the following endings best completes the context?

Choices:
A. is finished he resumes scrubbing his hands.
B. 's done washing, he uses a white hand towel that is lying next to the sink on the counter.
C. is done washing, he leans over a little to get a fix on the leak in the pipes.
D. is done they see a picture of the pump that was turned on.

Reply with exactly one uppercase letter out of A, B, C, or D.
",162
16210.0,Cricket,Four individuals are in a small rectangular patch of dirt in the middle of a large green football field. a player with a wooden paddle,D,"Context:
""Four individuals are in a small rectangular patch of dirt in the middle of a large green football field. a player with a wooden paddle""

Which of the following endings best completes the context?

Choices:
A. tries to enter the circle so he can play with his girls, but the umpire before him keeps him away.
B. practices hitting the ball against the field while one player stands with his racket seated on his back.
C. and a helmet pushes back a yellow ball with his paddle fierce while kicking over some grass.
D. then hits the ball that was thrown to him as someone in the outfield grabs it.

Reply with exactly one uppercase letter out of A, B, C, or D.
",176
10959.0,Fun sliding down,A playroom is seen followed by a young boy sliding down a slide and climbing back up again. he,B,"Context:
""A playroom is seen followed by a young boy sliding down a slide and climbing back up again. he""

Which of the following endings best completes the context?

Choices:
A. discusses a sliding curler after climbing against the wall and slides down a third time until a large chalkboard is shown.
B. slides down again, this time landing on his back, and continues to slide down several more times.
C. zooms in on the older boy as well as the adults and then finally moves off down the slide.
D. is seen smiling to the camera in the end as well as a hand holding his phone.

Reply with exactly one uppercase letter out of A, B, C, or D.
",173
