question,question_concept,_split,answer,final_prompt,len_tk_llama3.1_8b_base
What happens when airplane engines cut off and are unable to be restarted in flight?,airplanes,validation-00000-of-00001,D,"Question:
What happens when airplane engines cut off and are unable to be restarted in flight?

Which of the following is the best response to the question?

Choices:
A. stall
B. start melting
C. taxi
D. crash
E. speed up

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
"The family wanted to adopt for enviro-ethical reasons, what did they abhor?",adopt,validation-00000-of-00001,B,"Question:
The family wanted to adopt for enviro-ethical reasons, what did they abhor?

Which of the following is the best response to the question?

Choices:
A. orphan
B. biological child
C. give away
D. foster child
E. abandon

Reply with exactly one uppercase letter out of A, B, C, D or E.
",76
"The couple was looking to adopt, what were they looking at profiles of?",adopt,train-00000-of-00001,E,"Question:
The couple was looking to adopt, what were they looking at profiles of?

Which of the following is the best response to the question?

Choices:
A. abandon
B. give away
C. biological child
D. homeless
E. orphan

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
Many sea anemones live in what group of tiny marine animals?,anemone,train-00000-of-00001,D,"Question:
Many sea anemones live in what group of tiny marine animals?

Which of the following is the best response to the question?

Choices:
A. intertidal zone
B. florida keys
C. flower bed
D. coral sea
E. cool

Reply with exactly one uppercase letter out of A, B, C, D or E.
",75
"If chewing food is difficult for you, what is a possible reason?",chewing food,validation-00000-of-00001,B,"Question:
If chewing food is difficult for you, what is a possible reason?

Which of the following is the best response to the question?

Choices:
A. broken jaw
B. sore mouth
C. eating
D. good digestion
E. avoiding choking

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
John was an aristocratic fox hunter.  Where might he live?,fox,validation-00000-of-00001,B,"Question:
John was an aristocratic fox hunter.  Where might he live?

Which of the following is the best response to the question?

Choices:
A. england
B. new hampshire
C. street
D. arkansas
E. north dakota

Reply with exactly one uppercase letter out of A, B, C, D or E.
",76
What would you do to a paper before throwing it away?,paper,train-00000-of-00001,B,"Question:
What would you do to a paper before throwing it away?

Which of the following is the best response to the question?

Choices:
A. read
B. crumpled
C. coloured
D. saturated with water
E. one dimensional

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
WHat does a teacher do for a student over the semester?,teacher,train-00000-of-00001,E,"Question:
WHat does a teacher do for a student over the semester?

Which of the following is the best response to the question?

Choices:
A. prepare dinner
B. include examples
C. help them
D. work in school
E. evaluate progress

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
"How might we get so far up into the air around Earth, we cannot be seen?",air,train-00000-of-00001,B,"Question:
How might we get so far up into the air around Earth, we cannot be seen?

Which of the following is the best response to the question?

Choices:
A. balloon
B. space shuttle
C. supermarket
D. house
E. rocket

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
"They were having a gender reveal party, the flower bouquets were all colored what for their daughter?",flowers,train-00000-of-00001,D,"Question:
They were having a gender reveal party, the flower bouquets were all colored what for their daughter?

Which of the following is the best response to the question?

Choices:
A. fragrant
B. table
C. red
D. pink
E. flower

Reply with exactly one uppercase letter out of A, B, C, D or E.
",76
"The person could get a car loan at a great interest rate, why?",person,train-00000-of-00001,D,"Question:
The person could get a car loan at a great interest rate, why?

Which of the following is the best response to the question?

Choices:
A. smooth skin
B. fresh produce
C. understand themselves
D. good credit
E. headache

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
"When Catholic people experience stress, what do they do?",people,train-00000-of-00001,A,"Question:
When Catholic people experience stress, what do they do?

Which of the following is the best response to the question?

Choices:
A. cross themselves
B. teach each other
C. burn themselves
D. talk to each other
E. die

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
how is a Christian likely to feel about their death?,christian,train-00000-of-00001,C,"Question:
how is a Christian likely to feel about their death?

Which of the following is the best response to the question?

Choices:
A. believe in jesus christ
B. forlorn
C. reconciled
D. go astray
E. live forever

Reply with exactly one uppercase letter out of A, B, C, D or E.
",76
If you harm property after starting a fire where are you likely to end up?,starting fire,train-00000-of-00001,B,"Question:
If you harm property after starting a fire where are you likely to end up?

Which of the following is the best response to the question?

Choices:
A. damage
B. going to jail
C. going to school
D. burns
E. destruction

Reply with exactly one uppercase letter out of A, B, C, D or E.
",75
"If you do not have any corn, where would you get it?",corn,train-00000-of-00001,C,"Question:
If you do not have any corn, where would you get it?

Which of the following is the best response to the question?

Choices:
A. pennsylvania
B. silo
C. supermarket
D. husks
E. container

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
What was the hardest thing for her to do while learning to ski?,ski,train-00000-of-00001,E,"Question:
What was the hardest thing for her to do while learning to ski?

Which of the following is the best response to the question?

Choices:
A. slip on ice
B. fall down
C. fall over
D. sweat
E. maintain balance

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
The newspaper was his was his only connection to the outside world while doing time where?,newspaper,train-00000-of-00001,A,"Question:
The newspaper was his was his only connection to the outside world while doing time where?

Which of the following is the best response to the question?

Choices:
A. jail
B. floor
C. front door
D. reporter
E. porch

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
What state north of alabama has many a beaver?,beaver,train-00000-of-00001,D,"Question:
What state north of alabama has many a beaver?

Which of the following is the best response to the question?

Choices:
A. beaverton
B. canada
C. river or stream
D. kentucky
E. montana

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
Where do you go to meet a friend who lives close to you?,friend,train-00000-of-00001,D,"Question:
Where do you go to meet a friend who lives close to you?

Which of the following is the best response to the question?

Choices:
A. workplace
B. bus station
C. social atmosphere
D. neighbor's house
E. at school

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
"Some people hate attending meeting, they're worried it'll bore and they will what?",attending meeting,train-00000-of-00001,A,"Question:
Some people hate attending meeting, they're worried it'll bore and they will what?

Which of the following is the best response to the question?

Choices:
A. fall asleep
B. being laid off
C. result
D. understanding
E. have fun

Reply with exactly one uppercase letter out of A, B, C, D or E.
",76
What could happen after driving car that does not involve pain?,driving car,train-00000-of-00001,D,"Question:
What could happen after driving car that does not involve pain?

Which of the following is the best response to the question?

Choices:
A. automobile accidents
B. backache
C. eye strain
D. getting tired
E. car crash

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
What does a Christian do when they get what they needed?,person,train-00000-of-00001,A,"Question:
What does a Christian do when they get what they needed?

Which of the following is the best response to the question?

Choices:
A. thank god
B. cross street
C. give thanks
D. promise to do
E. catch cold

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
What does someone who likes to hear someone play violin enjoy?,play violin,train-00000-of-00001,A,"Question:
What does someone who likes to hear someone play violin enjoy?

Which of the following is the best response to the question?

Choices:
A. like music
B. inspiring
C. make music
D. learn how to play
E. ears

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
If there is a source of light behind a tree what would expect to happen?,tree,train-00000-of-00001,B,"Question:
If there is a source of light behind a tree what would expect to happen?

Which of the following is the best response to the question?

Choices:
A. provide shelter
B. cast shadow
C. branch out
D. block wind
E. fall down

Reply with exactly one uppercase letter out of A, B, C, D or E.
",76
Why is someone getting drunk likely to sleep with someone they usually wouldn't approve of?,getting drunk,train-00000-of-00001,D,"Question:
Why is someone getting drunk likely to sleep with someone they usually wouldn't approve of?

Which of the following is the best response to the question?

Choices:
A. tired
B. violence
C. falling down
D. lower standards
E. vomiting

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
"When two people are doing the same thing, what do they tend to do?",people,train-00000-of-00001,B,"Question:
When two people are doing the same thing, what do they tend to do?

Which of the following is the best response to the question?

Choices:
A. read stories
B. compete
C. help
D. solve problems
E. give orders

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
John was very slow.  His bosses thought that he could be ore what?,slow,train-00000-of-00001,E,"Question:
John was very slow.  His bosses thought that he could be ore what?

Which of the following is the best response to the question?

Choices:
A. reliable
B. fast
C. hasty
D. rapid
E. prompt

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
When you get up in the morning before you begin work you should do what?,begin work,validation-00000-of-00001,D,"Question:
When you get up in the morning before you begin work you should do what?

Which of the following is the best response to the question?

Choices:
A. apply for job
B. sleep
C. concentrate
D. shower
E. just do

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
Where would acrobats sometimes use a launching platform when they perform?,launching platform,train-00000-of-00001,E,"Question:
Where would acrobats sometimes use a launching platform when they perform?

Which of the following is the best response to the question?

Choices:
A. lunch room
B. cape canaveral florida
C. space station
D. aircraft carrier
E. circus

Reply with exactly one uppercase letter out of A, B, C, D or E.
",76
Where do people eat at dining tables together at work?,dining table,train-00000-of-00001,C,"Question:
Where do people eat at dining tables together at work?

Which of the following is the best response to the question?

Choices:
A. house
B. formal dining room
C. cafeteria
D. conference room
E. doing jigsaw puzzles on

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
Where in a metropolitan area would you likely find a dance club?,dance club,train-00000-of-00001,A,"Question:
Where in a metropolitan area would you likely find a dance club?

Which of the following is the best response to the question?

Choices:
A. downtown area
B. city hall
C. toun
D. united states
E. downtown district

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
Dreaming scary things is likely to lead to waking up with a sense of this?,dreaming,train-00000-of-00001,C,"Question:
Dreaming scary things is likely to lead to waking up with a sense of this?

Which of the following is the best response to the question?

Choices:
A. sleepwalking
B. might awaken
C. fear
D. nightmares
E. hungry

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
Where could you find out about a cow that does not exist?,cow,train-00000-of-00001,A,"Question:
Where could you find out about a cow that does not exist?

Which of the following is the best response to the question?

Choices:
A. story book
B. great outdoors
C. field
D. toy store
E. barnyard

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
"After beginning work, what did the man do because he was tired?",beginning work,train-00000-of-00001,A,"Question:
After beginning work, what did the man do because he was tired?

Which of the following is the best response to the question?

Choices:
A. sitting down
B. procrastination
C. getting tired
D. stress
E. relax

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
The planet Mercury is unsuitable for human life or what?,mercury,validation-00000-of-00001,B,"Question:
The planet Mercury is unsuitable for human life or what?

Which of the following is the best response to the question?

Choices:
A. toxic
B. uninhabitable
C. mercury sulphide
D. poisonous
E. jupiter

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
"The hamburger were frozen from exposure, where were they?",hamburgers,train-00000-of-00001,A,"Question:
The hamburger were frozen from exposure, where were they?

Which of the following is the best response to the question?

Choices:
A. hockey game
B. fast food restaurant
C. burger king
D. made from beef
E. cooked on grill

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
"When frozen it showed solidity, but as it thawed and melted it showed what?",solidity,train-00000-of-00001,A,"Question:
When frozen it showed solidity, but as it thawed and melted it showed what?

Which of the following is the best response to the question?

Choices:
A. fluidity
B. hollowness
C. openness
D. weakness
E. instability

Reply with exactly one uppercase letter out of A, B, C, D or E.
",76
It was directed towards women but it was mostly couples who what?,couples,train-00000-of-00001,C,"Question:
It was directed towards women but it was mostly couples who what?

Which of the following is the best response to the question?

Choices:
A. date
B. have sex
C. enjoy movie
D. row with each other
E. enjoy sex

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
Before racers start to run they must do what at the starting line?,run,validation-00000-of-00001,E,"Question:
Before racers start to run they must do what at the starting line?

Which of the following is the best response to the question?

Choices:
A. learn to walk
B. walking
C. walk slowly
D. breathe
E. stand still

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
If you're pouring water over grounds what type of drink are you making?,water,train-00000-of-00001,A,"Question:
If you're pouring water over grounds what type of drink are you making?

Which of the following is the best response to the question?

Choices:
A. cup of coffee
B. brook
C. synagogue
D. tea
E. sink

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
A helper monkey does what around the home of a disabled person?,monkey,train-00000-of-00001,B,"Question:
A helper monkey does what around the home of a disabled person?

Which of the following is the best response to the question?

Choices:
A. treetops
B. works
C. disturb
D. nigeria
E. south american country

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
Sally brought the ball when she visited Scott so that they could do what with it?,ball,train-00000-of-00001,B,"Question:
Sally brought the ball when she visited Scott so that they could do what with it?

Which of the following is the best response to the question?

Choices:
A. bounces
B. play with
C. toy
D. charming
E. earball

Reply with exactly one uppercase letter out of A, B, C, D or E.
",76
What is it called when you slowly cook using a grill?,grill,train-00000-of-00001,E,"Question:
What is it called when you slowly cook using a grill?

Which of the following is the best response to the question?

Choices:
A. backyard
B. restaurant
C. crockpot
D. neighbor's house
E. barbeque

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
What fruit growing area is not likely to contain an apple tree?,apple tree,train-00000-of-00001,E,"Question:
What fruit growing area is not likely to contain an apple tree?

Which of the following is the best response to the question?

Choices:
A. washington state
B. orchid
C. farmland
D. grape vineyard
E. vineyard

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
"In the battle they would fight enemy, their only goal was ultimate what?",fight enemy,train-00000-of-00001,A,"Question:
In the battle they would fight enemy, their only goal was ultimate what?

Which of the following is the best response to the question?

Choices:
A. victory
B. get hurt
C. be killed
D. death
E. dying

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
What is a place that usually does not have an elevator and that sometimes has a telephone book?,telephone book,validation-00000-of-00001,E,"Question:
What is a place that usually does not have an elevator and that sometimes has a telephone book?

Which of the following is the best response to the question?

Choices:
A. at hotel
B. kitchen
C. library
D. telephone booth
E. house

Reply with exactly one uppercase letter out of A, B, C, D or E.
",76
"If someone is aloof and self-important, what is their experience when meeting people?",meeting people,train-00000-of-00001,D,"Question:
If someone is aloof and self-important, what is their experience when meeting people?

Which of the following is the best response to the question?

Choices:
A. stress
B. nervousness
C. smile
D. being bored
E. making new friends

Reply with exactly one uppercase letter out of A, B, C, D or E.
",76
What can happen to you when you are using television and it is not interesting?,using television,validation-00000-of-00001,E,"Question:
What can happen to you when you are using television and it is not interesting?

Which of the following is the best response to the question?

Choices:
A. turn off
B. functions
C. turning off
D. entertainment
E. fall asleep

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
"When going to the market, you will be happy when you?",going to market,train-00000-of-00001,B,"Question:
When going to the market, you will be happy when you?

Which of the following is the best response to the question?

Choices:
A. buy things
B. arriving at desination
C. impulse buying
D. carrying bags
E. push a cart

Reply with exactly one uppercase letter out of A, B, C, D or E.
",76
The tool was stored in what part of the house with the car?,tool,train-00000-of-00001,B,"Question:
The tool was stored in what part of the house with the car?

Which of the following is the best response to the question?

Choices:
A. basement
B. garage
C. hardware store
D. living room
E. repair shop

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
What kind of facial expression would the audience have if they liked watching someone perform?,perform,train-00000-of-00001,A,"Question:
What kind of facial expression would the audience have if they liked watching someone perform?

Which of the following is the best response to the question?

Choices:
A. smile
B. standing ovation
C. music
D. grimace
E. applause

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
The old style pop ups literally let you see the story when you did what?,see story,validation-00000-of-00001,C,"Question:
The old style pop ups literally let you see the story when you did what?

Which of the following is the best response to the question?

Choices:
A. giggle
B. visualize
C. open book
D. reading
E. go to movies

Reply with exactly one uppercase letter out of A, B, C, D or E.
",75
Boats that aren't on the ocean travel across the surface of what?,surface,train-00000-of-00001,A,"Question:
Boats that aren't on the ocean travel across the surface of what?

Which of the following is the best response to the question?

Choices:
A. lake
B. ocean
C. tetrahedron
D. mirror
E. object

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
"The children saw superman fly overhead, what did they exclaim as a result?",children,train-00000-of-00001,D,"Question:
The children saw superman fly overhead, what did they exclaim as a result?

Which of the following is the best response to the question?

Choices:
A. ouch
B. skip
C. enjoyed
D. awesome
E. watch television

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
John was glad that he had help.  The piano was what?,glad,train-00000-of-00001,C,"Question:
John was glad that he had help.  The piano was what?

Which of the following is the best response to the question?

Choices:
A. cranky
B. peevish
C. heavy
D. difficult
E. regretful

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
"He was good at traditional science but excelled at social science, his favorite subject was what?",science,train-00000-of-00001,B,"Question:
He was good at traditional science but excelled at social science, his favorite subject was what?

Which of the following is the best response to the question?

Choices:
A. geography
B. history studies
C. math
D. religion
E. dancing

Reply with exactly one uppercase letter out of A, B, C, D or E.
",75
Sam and June bought loose corn because it was less expensive than what other variety?,loose,train-00000-of-00001,C,"Question:
Sam and June bought loose corn because it was less expensive than what other variety?

Which of the following is the best response to the question?

Choices:
A. footloose
B. bound
C. packaged
D. cobbed
E. compact

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
"Sarah thought that her party was a surprise, but it was entirely what?",surprise,train-00000-of-00001,B,"Question:
Sarah thought that her party was a surprise, but it was entirely what?

Which of the following is the best response to the question?

Choices:
A. bland
B. predictable
C. known about
D. boring
E. send flowers

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
The craftsman used elaborate joinery and paneling for the what of the saloon?,paneling,train-00000-of-00001,A,"Question:
The craftsman used elaborate joinery and paneling for the what of the saloon?

Which of the following is the best response to the question?

Choices:
A. swing door
B. entrance
C. wall
D. sliding door
E. exterior door

Reply with exactly one uppercase letter out of A, B, C, D or E.
",76
"When a person with mental illness receives medication and therapy, what has happened?",mental illness,validation-00000-of-00001,C,"Question:
When a person with mental illness receives medication and therapy, what has happened?

Which of the following is the best response to the question?

Choices:
A. cause irrational behaviour
B. recur
C. effectively treated
D. managed
E. cause suffering

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
"The vacation price included the hotel and meals, that's why he picked this particular what?",hotel,train-00000-of-00001,D,"Question:
The vacation price included the hotel and meals, that's why he picked this particular what?

Which of the following is the best response to the question?

Choices:
A. town
B. las vegas
C. metropolitan area
D. resort
E. city

Reply with exactly one uppercase letter out of A, B, C, D or E.
",75
When getting in shape you need to have this in between workouts?,getting in shape,train-00000-of-00001,C,"Question:
When getting in shape you need to have this in between workouts?

Which of the following is the best response to the question?

Choices:
A. give up
B. eat more
C. period of recovery
D. dance
E. jogging

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
"The bully said mean words, what was the affect on others?",words,train-00000-of-00001,B,"Question:
The bully said mean words, what was the affect on others?

Which of the following is the best response to the question?

Choices:
A. mean many things
B. hurt people
C. hurtful
D. ring true
E. fighting

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
"When the woman was thinking about her failures in life, what did she feel?",thinking,train-00000-of-00001,A,"Question:
When the woman was thinking about her failures in life, what did she feel?

Which of the following is the best response to the question?

Choices:
A. depression
B. knowledge
C. confused
D. fatigue
E. figure out

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
An amphitheartre provides a stage in what sort of environment?,amphitheatre,train-00000-of-00001,D,"Question:
An amphitheartre provides a stage in what sort of environment?

Which of the following is the best response to the question?

Choices:
A. inside
B. greece
C. experiencing performance art
D. outside
E. park

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
"Everyone feels a little lost sometimes, they just need someone to listen and to be what?",everyone,train-00000-of-00001,B,"Question:
Everyone feels a little lost sometimes, they just need someone to listen and to be what?

Which of the following is the best response to the question?

Choices:
A. accepted
B. understood
C. happy
D. happiness
E. victory in war

Reply with exactly one uppercase letter out of A, B, C, D or E.
",75
What is the goal of a poor person having food?,having food,train-00000-of-00001,C,"Question:
What is the goal of a poor person having food?

Which of the following is the best response to the question?

Choices:
A. digesting
B. being full
C. will not starve
D. survive
E. getting fat

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
Why do some people get passports and go to different locations?,people,validation-00000-of-00001,C,"Question:
Why do some people get passports and go to different locations?

Which of the following is the best response to the question?

Choices:
A. believe in god
B. smoke marijuana
C. desire to travel
D. use weapons
E. throw away

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
What does a person do before going into tertiary education?,person,train-00000-of-00001,D,"Question:
What does a person do before going into tertiary education?

Which of the following is the best response to the question?

Choices:
A. catch cold
B. feel lonely
C. enter college
D. graduate from high school
E. finish junior high

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
The cow was a star.  Everyone knew it from the what?,cow,train-00000-of-00001,D,"Question:
The cow was a star.  Everyone knew it from the what?

Which of the following is the best response to the question?

Choices:
A. wisconsin
B. fairy tale
C. nebraska
D. advertisement
E. countryside

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
Danny was having fun singing in front of his class.   He has a lot of what?,having fun,train-00000-of-00001,C,"Question:
Danny was having fun singing in front of his class.   He has a lot of what?

Which of the following is the best response to the question?

Choices:
A. laughter
B. being happy
C. glee
D. opera
E. injuries

Reply with exactly one uppercase letter out of A, B, C, D or E.
",76
"A computer can process information and even choose, but it can't do what?",computer,train-00000-of-00001,C,"Question:
A computer can process information and even choose, but it can't do what?

Which of the following is the best response to the question?

Choices:
A. run programs
B. make decisions
C. believe in god
D. brain
E. receive data

Reply with exactly one uppercase letter out of A, B, C, D or E.
",76
"If a clock is ticking, what is its likely status?",clock,train-00000-of-00001,D,"Question:
If a clock is ticking, what is its likely status?

Which of the following is the best response to the question?

Choices:
A. mechanical
B. fail to work
C. stop working
D. working correctly
E. time event

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
"The student liked to play tennis, she frequented the tennis court on the what?",tennis court,train-00000-of-00001,E,"Question:
The student liked to play tennis, she frequented the tennis court on the what?

Which of the following is the best response to the question?

Choices:
A. recreational center
B. athletic club
C. soccer field
D. town
E. college campus

Reply with exactly one uppercase letter out of A, B, C, D or E.
",76
Where is a public monument likely to be erected by a city?,monument,validation-00000-of-00001,A,"Question:
Where is a public monument likely to be erected by a city?

Which of the following is the best response to the question?

Choices:
A. municipal park
B. office
C. state park
D. cemetary
E. public gardens

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
If you break someone's nose while wrestling what will come out of it?,wrestling,train-00000-of-00001,E,"Question:
If you break someone's nose while wrestling what will come out of it?

Which of the following is the best response to the question?

Choices:
A. erections
B. wins
C. bruises
D. aches and pains
E. blood

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
Where could you find a weasel that is not alive?,weasel,train-00000-of-00001,D,"Question:
Where could you find a weasel that is not alive?

Which of the following is the best response to the question?

Choices:
A. court room
B. cherry tree
C. chicken coop
D. natural history museum
E. zoo

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
Where are you likely to find much more than a drop of blood on the floor?,drop of blood,validation-00000-of-00001,D,"Question:
Where are you likely to find much more than a drop of blood on the floor?

Which of the following is the best response to the question?

Choices:
A. crime scene
B. vein
C. blood bank
D. slaughter house
E. needle

Reply with exactly one uppercase letter out of A, B, C, D or E.
",75
"Where would you put silverware once they've dried, but you're not ready to use them.",silverware,train-00000-of-00001,C,"Question:
Where would you put silverware once they've dried, but you're not ready to use them.

Which of the following is the best response to the question?

Choices:
A. table
B. restaurant
C. cupboard
D. kitchen
E. sink

Reply with exactly one uppercase letter out of A, B, C, D or E.
",75
Studying requires using multiple sources to do what that allows you to complete the project?,studying,train-00000-of-00001,A,"Question:
Studying requires using multiple sources to do what that allows you to complete the project?

Which of the following is the best response to the question?

Choices:
A. gathering information
B. understanding
C. feeling ill
D. knowing more
E. headaches

Reply with exactly one uppercase letter out of A, B, C, D or E.
",76
Where in your room would you put scissors that you will not need to use any time soon?,scissors,train-00000-of-00001,B,"Question:
Where in your room would you put scissors that you will not need to use any time soon?

Which of the following is the best response to the question?

Choices:
A. pencil case
B. cabinet
C. desk
D. drawer
E. backpack

Reply with exactly one uppercase letter out of A, B, C, D or E.
",75
What have you done if something you do makes life harder for someone?,something you,train-00000-of-00001,E,"Question:
What have you done if something you do makes life harder for someone?

Which of the following is the best response to the question?

Choices:
A. baked biscuits
B. make progress
C. make haste
D. take time
E. make trouble

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
What can children do outside but not in a small room?,children,train-00000-of-00001,B,"Question:
What can children do outside but not in a small room?

Which of the following is the best response to the question?

Choices:
A. tickle
B. jump rope
C. play with toys
D. see exhibits
E. jump in the sprinkler

Reply with exactly one uppercase letter out of A, B, C, D or E.
",76
James was below the balloon.  He watched it rise.  What direction did he look in?,below,validation-00000-of-00001,E,"Question:
James was below the balloon.  He watched it rise.  What direction did he look in?

Which of the following is the best response to the question?

Choices:
A. upstairs
B. aloft
C. diagonal
D. upstream
E. upwards

Reply with exactly one uppercase letter out of A, B, C, D or E.
",76
Rather than talk in a class you should do what and pay attention?,talk,train-00000-of-00001,B,"Question:
Rather than talk in a class you should do what and pay attention?

Which of the following is the best response to the question?

Choices:
A. keeping quiet
B. sit silently
C. obesity
D. begin speaking
E. being silent

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
There are usually seats behind a scoreboard in what place where you play an indoor sport?,seats,train-00000-of-00001,C,"Question:
There are usually seats behind a scoreboard in what place where you play an indoor sport?

Which of the following is the best response to the question?

Choices:
A. rest area
B. show
C. bowling alley
D. space shuttle
E. stadium

Reply with exactly one uppercase letter out of A, B, C, D or E.
",75
"Bill was awaking, what was happening to him physiologically?",awaking,train-00000-of-00001,E,"Question:
Bill was awaking, what was happening to him physiologically?

Which of the following is the best response to the question?

Choices:
A. tiredness
B. grogginess
C. discomfort
D. getting out of bed
E. eyes opening

Reply with exactly one uppercase letter out of A, B, C, D or E.
",76
One of the potential hazards of attending school is what?,attending school,validation-00000-of-00001,D,"Question:
One of the potential hazards of attending school is what?

Which of the following is the best response to the question?

Choices:
A. cooties
B. get smart
C. boredom
D. colds and flu
E. taking tests

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
"Even though she implored he reply, what did the recipient of the email do?",reply,train-00000-of-00001,E,"Question:
Even though she implored he reply, what did the recipient of the email do?

Which of the following is the best response to the question?

Choices:
A. print the email
B. question
C. ask
D. forward
E. ignore

Reply with exactly one uppercase letter out of A, B, C, D or E.
",75
"We all eventually die, even though we usually what?",die,train-00000-of-00001,D,"Question:
We all eventually die, even though we usually what?

Which of the following is the best response to the question?

Choices:
A. seek help
B. write will
C. wish we could
D. never want
E. go to hell

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
If someone is looking for new carpeting where can they put it?,carpeting,train-00000-of-00001,C,"Question:
If someone is looking for new carpeting where can they put it?

Which of the following is the best response to the question?

Choices:
A. gym
B. cub
C. home or office
D. istanbul
E. roon

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
John was disgusted when he opened this and saw mold.  What is this?,mold,train-00000-of-00001,A,"Question:
John was disgusted when he opened this and saw mold.  What is this?

Which of the following is the best response to the question?

Choices:
A. refrigerator
B. breadbox
C. carpet
D. pizza box
E. cellar

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
"When an elderly person needs help performing daily tasks, who might they call?",person,validation-00000-of-00001,C,"Question:
When an elderly person needs help performing daily tasks, who might they call?

Which of the following is the best response to the question?

Choices:
A. creativity
B. hatred
C. caregiver
D. own house
E. much money

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
When competing against a fighter with better training you'll likely get a what?,competing against,train-00000-of-00001,D,"Question:
When competing against a fighter with better training you'll likely get a what?

Which of the following is the best response to the question?

Choices:
A. pride
B. free hat
C. emotions
D. injury
E. one winner

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
Joe thought that the reflected sunshine made something look beautiful.  What might Joe be looking at?,sunshine,train-00000-of-00001,B,"Question:
Joe thought that the reflected sunshine made something look beautiful.  What might Joe be looking at?

Which of the following is the best response to the question?

Choices:
A. desktop
B. moon
C. beach
D. street
E. a frying pan

Reply with exactly one uppercase letter out of A, B, C, D or E.
",76
"If you're caught hurting someone else, what are you likely to have?",hurting else,train-00000-of-00001,A,"Question:
If you're caught hurting someone else, what are you likely to have?

Which of the following is the best response to the question?

Choices:
A. legal problems
B. more hurt
C. physical pain
D. public outcry
E. money

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
