ind,activity_label,ctx,answer,final_prompt,len_tk_glm4_9b_chat
23485.0,Sumo,Two men are seen kneeling before one another and begin wrestling one another. a large group of people,C,"Context:
""Two men are seen kneeling before one another and begin wrestling one another. a large group of people""

Which of the following endings best completes the context?

Choices:
A. are seen watching them on the sideline and competing with one another.
B. watch the men fight from a block and side and two stand still with their arms raised.
C. are seen watching on the side while the men fight.
D. in a gym holds the show as the men continue to wrestle one another.

Reply with exactly one uppercase letter out of A, B, C, or D.
",120
33417.0,Wrapping presents,A small child is seen sitting on a coach opening a present. The camera pans all around her while she opens the present and smiles to the camera. she,C,"Context:
""A small child is seen sitting on a coach opening a present. The camera pans all around her while she opens the present and smiles to the camera. she""

Which of the following endings best completes the context?

Choices:
A. presents a tennis racket then makes the man kneel down and take it in his hands.
B. shows off her other gifts as well as her shoes.
C. continues to try to open the box while looking and smiling.
D. then lights a cigarette while her friend watches on.

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
26436.0,Kneeling,A woman in a red top is kneeling on a blue mat. The woman rises and stretches forward and back on the mat. the woman,B,"Context:
""A woman in a red top is kneeling on a blue mat. The woman rises and stretches forward and back on the mat. the woman""

Which of the following endings best completes the context?

Choices:
A. sprayies forward mid thrust, stretches again, does flips and lands flat on her stomach.
B. returns to a kneeling position.
C. harnesses to the human body some weights.
D. uses her feet to spread her legs and kneel, the same moves she used on the mat.

Reply with exactly one uppercase letter out of A, B, C, or D.
",122
5204.0,Hitting a pinata,"A girls has a pole and she is blindfolded. She swings at a pinata and misses. She steps closer and tries again, hitting it this time. she",C,"Context:
""A girls has a pole and she is blindfolded. She swings at a pinata and misses. She steps closer and tries again, hitting it this time. she""

Which of the following endings best completes the context?

Choices:
A. then gets down on her knees.
B. then jumps and does a flip onto her feet and they continue talking.
C. backs up as a dog comes into the picture.
D. walks over and lands on the ground next to her.

Reply with exactly one uppercase letter out of A, B, C, or D.
",118
15817.0,Playing congas,A man sits behind a set of bongo drums. He continues to give his introduction to the camera before he begins. he,B,"Context:
""A man sits behind a set of bongo drums. He continues to give his introduction to the camera before he begins. he""

Which of the following endings best completes the context?

Choices:
A. begins to explain how he plays the drums while showing the stops.
B. starts to demonstrate playing the bongos in a lesson.
C. explains how to play the drums using one hand.
D. begins by doing an intro which includes several different guitars and clips of him playing them.

Reply with exactly one uppercase letter out of A, B, C, or D.
",119
15282.0,Getting a piercing,A man is seen speaking and smiling to the camera and shows a woman wiping his face. the woman,C,"Context:
""A man is seen speaking and smiling to the camera and shows a woman wiping his face. the woman""

Which of the following endings best completes the context?

Choices:
A. rubs the smooth areas of the man's face and wiping down the surfaces.
B. then wipes his hair and pets him in the end.
C. then holds up a tool to his face and pierces the man's lip.
D. holds his face while the man puts shaving cream on on and speaks to both of them.

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
1503.0,Playing pool,A large group of people are seen walking into an office and interviewing a man on television. many people,D,"Context:
""A large group of people are seen walking into an office and interviewing a man on television. many people""

Which of the following endings best completes the context?

Choices:
A. are seen running around an indoor field in ball shorts and playing lacrosse.
B. are seen eating lunch with a man and showing his donut before they continue on with the video.
C. speak to the reporters and several clips are shown of people skateboarding.
D. are watching the interview and one man speaks to a woman angrily.

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
43073.0,Polishing shoes,"In her hand, she has a small circular container with shoe polish it and takes a rag and dips the rag in the container. the woman",A,"Context:
""In her hand, she has a small circular container with shoe polish it and takes a rag and dips the rag in the container. the woman""

Which of the following endings best completes the context?

Choices:
A. then proceeds to clean the male dress shoe with the cloth and polish.
B. then stares at a spot on the floor and throws a dart, aiming for the target spot.
C. brushes the sole of the shoe with the rag as she does this.
D. put a rubber shoe shoe.

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
34669.0,Smoking hookah,"A close up of a blue hookah is shown bottom to top. The bowl is shown, then the hookah is filled with water by gloves. the hose",D,"Context:
""A close up of a blue hookah is shown bottom to top. The bowl is shown, then the hookah is filled with water by gloves. the hose""

Which of the following endings best completes the context?

Choices:
A. takes it into the mouth, then the ls is blow drying it out.
B. is held up, and the woman mixes the liquid with a patient's.
C. is dripped backwards over the cheeks of the hookah.
D. is attached to the hookah.

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
39903.0,Running a marathon,A montage of people excercising is shown with titles. A woman and man take turns talking to the camera while they are in the gym. helpful hints,D,"Context:
""A montage of people excercising is shown with titles. A woman and man take turns talking to the camera while they are in the gym. helpful hints""

Which of the following endings best completes the context?

Choices:
A. are shown to explore the list of tai chi movements.
B. are given in the various activities the man is involved with in the gym.
C. are shown as to what to do with the tools located inside the corals.
D. are shown on the side of the screen.

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
25178.0,Wakeboarding,A man is water skiing behind a boat on a lake. Some people show up on the screen who are watching and recording. the water skier,A,"Context:
""A man is water skiing behind a boat on a lake. Some people show up on the screen who are watching and recording. the water skier""

Which of the following endings best completes the context?

Choices:
A. tries to do a flip and ends up crashing into the water.
B. stops water skiing and stands in the water.
C. gets more and more points and starts talking to the camera.
D. is ski boarding while others sit on the boat watching and recording.

Reply with exactly one uppercase letter out of A, B, C, or D.
",118
12504.0,Playing blackjack,Men are sitting in a black jack table in a casino and the dealer is spreading the cards to players. man,B,"Context:
""Men are sitting in a black jack table in a casino and the dealer is spreading the cards to players. man""

Which of the following endings best completes the context?

Choices:
A. is keeping the chips in the table and place a, dummy, in, the middle of the table.
B. is talking to the camera.
C. chips three cards in a round of table.
D. is waving a red flag after looking at the cards and womear to talk again.

Reply with exactly one uppercase letter out of A, B, C, or D.
",119
12184.0,Laying tile,The video shows a tutorial on how to install ceramic tiles using concrete. a person wearing an orange vest and black pants,B,"Context:
""The video shows a tutorial on how to install ceramic tiles using concrete. a person wearing an orange vest and black pants""

Which of the following endings best completes the context?

Choices:
A. lancing tiles on concrete tiles uses a scraper to work the tiles.
B. is working on tiling a room in a house.
C. is helping as they extend tiles to the end of a roof.
D. stands on top of tiles with a large properly placed tile for installs.

Reply with exactly one uppercase letter out of A, B, C, or D.
",117
4602.0,Arm wrestling,"A large group of people are in an area walking, talking and hanging out. two men with a referee in the middle",D,"Context:
""A large group of people are in an area walking, talking and hanging out. two men with a referee in the middle""

Which of the following endings best completes the context?

Choices:
A. of them comes trotting up to the line, with a scoreboard shown on it.
B. begin a match with someone, then another man appears.
C. join them and they begin the dance routine.
D. appear on a stage and they are in an intense arm wrestling match.

Reply with exactly one uppercase letter out of A, B, C, or D.
",117
14177.0,Shoveling snow,A small dog is seen standing in snow and a person pushing snow with a shovel. the dog,A,"Context:
""A small dog is seen standing in snow and a person pushing snow with a shovel. the dog""

Which of the following endings best completes the context?

Choices:
A. follows the person shoveling while biting at the shovel and barking at the camera man.
B. pushes himself around along a clearing while people hold it on their hands.
C. moves all around, leads the person also digging.
D. jumps off of the shovel and a lady helps the dog get back in.

Reply with exactly one uppercase letter out of A, B, C, or D.
",119
24589.0,Doing a powerbomb,A wrestler in maroon brief is provoking the black man. The black man attacked the other wrestler but he was knocked down. the wrestler with maroon brief,B,"Context:
""A wrestler in maroon brief is provoking the black man. The black man attacked the other wrestler but he was knocked down. the wrestler with maroon brief""

Which of the following endings best completes the context?

Choices:
A. gets up and the other crashes to the ground.
B. carried the black man and slam him on the floor.
C. is getting was on the ground and fighting back, he has a long hammer and charged the bigger black man.
D. end of the clip.

Reply with exactly one uppercase letter out of A, B, C, or D.
",122
31873.0,Tumbling,Women are making some gymnasic jumps in a hallway. Men and women are in department stores doing gymnastics jumps. woman,C,"Context:
""Women are making some gymnasic jumps in a hallway. Men and women are in department stores doing gymnastics jumps. woman""

Which of the following endings best completes the context?

Choices:
A. is on a work bench in a gyy all shirtless.
B. is standing in the trainer barre talking to the woman in front of her.
C. is making a hand stand ni a parking lot and on stores.
D. is standing in a gyroarena landing on an balance beam.

Reply with exactly one uppercase letter out of A, B, C, or D.
",121
20969.0,Chopping wood,A man splits logs into using an ax in a grassy yard while his wife retrieves the pieces. a man,C,"Context:
""A man splits logs into using an ax in a grassy yard while his wife retrieves the pieces. a man""

Which of the following endings best completes the context?

Choices:
A. cuts a log from the ground without using the ax.
B. split logs as his wife retrieves firewood from a hole in the ground.
C. splits logs in the yard by himself.
D. uses the ax to solve the cube on the backyard while his wife steps over to help him.

Reply with exactly one uppercase letter out of A, B, C, or D.
",117
17456.0,Washing hands,"Once she turns the water on, she begins scrubbing her arms and under her nails for 15 minutes. next she",B,"Context:
""Once she turns the water on, she begins scrubbing her arms and under her nails for 15 minutes. next she""

Which of the following endings best completes the context?

Choices:
A. begins shaving her neck, upper arms and leg.
B. applies the soap and follows the same motions making sure to clean all the way up to her elbows before washing it off.
C. puts lotion on her legs and continues for 20 more minutes.
D. closes the cooler and adjusts the settings on the refrigerator.

Reply with exactly one uppercase letter out of A, B, C, or D.
",125
17652.0,Playing saxophone,A person in the audience flips the pages of a book. People applaud while the musician plays the saxophone. then,B,"Context:
""A person in the audience flips the pages of a book. People applaud while the musician plays the saxophone. then""

Which of the following endings best completes the context?

Choices:
A. , the musician finishes the song and applaud the audience.
B. , the musician end her performance and left the room while people applaud.
C. , the performer stops to walk and sings while playing the saxophone, after he continues.
D. , the musician drops the saxophone and falls on the stage.

Reply with exactly one uppercase letter out of A, B, C, or D.
",121
49857.0,Trimming branches or hedges,The man is shown hedging several locations thick with foliage using different attachments to display the tool versatility. several still images of the trimmer,A,"Context:
""The man is shown hedging several locations thick with foliage using different attachments to display the tool versatility. several still images of the trimmer""

Which of the following endings best completes the context?

Choices:
A. are shown along with a marketing graphic.
B. speak of the tool as the man continue the practice with it sharp and fast.
C. are displayed in various fashions, including graphic on the sides.
D. is shown as the man mills through each location his tools appear.

Reply with exactly one uppercase letter out of A, B, C, or D.
",120
38944.0,Trimming branches or hedges,An older man is shown talking to the camera while placing his hands along a tree bush. the camera,D,"Context:
""An older man is shown talking to the camera while placing his hands along a tree bush. the camera""

Which of the following endings best completes the context?

Choices:
A. has the area in close up follows by a tree being chopped down.
B. then pans all around him and the man shows off his trimmed nails.
C. zooms in on a large tin can and the man uses it to clean a piece of wood.
D. pans around the bush and the man uses scissors to cut the brush up.

Reply with exactly one uppercase letter out of A, B, C, or D.
",126
12159.0,Waterskiing,Several young men board a small powered boat on a very nice and sunny day. The slowly back the boat out to go water skiing. the boat,A,"Context:
""Several young men board a small powered boat on a very nice and sunny day. The slowly back the boat out to go water skiing. the boat""

Which of the following endings best completes the context?

Choices:
A. leaves the dock and they're off.
B. slowly gets pulled one by one, then the boy final skis over a large wave.
C. travels down a very steep and rocky boat trail.
D. floats slowly towards the sreet where they begin their inaugural adventure.

Reply with exactly one uppercase letter out of A, B, C, or D.
",121
18738.0,Kayaking,They manage to break away from each other and continue kayaking. The rough waters push the man into rocks. he,B,"Context:
""They manage to break away from each other and continue kayaking. The rough waters push the man into rocks. he""

Which of the following endings best completes the context?

Choices:
A. makes sure to stay upright on the ground.
B. manages to break away but is pushed by the rough waters into the opposite side of the river, again into some rocks.
C. falls off further than normal.
D. stops paddling and looks up at the sky before continuing sailing.

Reply with exactly one uppercase letter out of A, B, C, or D.
",117
27008.0,Triple jump,A large group of people are seen walking around a track with others watching on the side. One man then stands ready behind the group. the man,D,"Context:
""A large group of people are seen walking around a track with others watching on the side. One man then stands ready behind the group. the man""

Which of the following endings best completes the context?

Choices:
A. makes jumps up and down the beam and ends by clapping his hands in the end.
B. then begins running down the track before dying in the end.
C. begins running down the hill while the camera follows many from a distance.
D. runs down the track into a large sand pit.

Reply with exactly one uppercase letter out of A, B, C, or D.
",125
15414.0,Sailing,Several boats are shown sailing on the water as a man narrates before the start of a boat race. stats,A,"Context:
""Several boats are shown sailing on the water as a man narrates before the start of a boat race. stats""

Which of the following endings best completes the context?

Choices:
A. are shown on the screen as the man explains some of the stats.
B. are shown on the side of the boat.
C. are then shown on the water where men line up to race their boats and ensure.
D. appear on the screen more and more followed by people speaking with one another and then running.

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
37616.0,Making a cake,"Chef judy koh appears is in a professional kitchen, speaking to the camera. she",D,"Context:
""Chef judy koh appears is in a professional kitchen, speaking to the camera. she""

Which of the following endings best completes the context?

Choices:
A. has a rag in her hand and is wiping the black butcher block countertop.
B. is demonstrating a boiled egg, mixing ingredients, and pouring a bowl in to boil.
C. is walking around a kitchen with several little pots, pans, and various plates, rakes, lettuce and stuff.
D. shows off a large metal pot and wisk.

Reply with exactly one uppercase letter out of A, B, C, or D.
",126
13607.0,Fixing the roof,A man stands over a roof of a house and puts a took on the roof. then,B,"Context:
""A man stands over a roof of a house and puts a took on the roof. then""

Which of the following endings best completes the context?

Choices:
A. , the man stretches on the roof and uses a cement cutter.
B. , the man holds the handle of a tool with one hand.
C. , the man puts holes in the roof and continues sanding.
D. , the man put the spot above the roof, to move a sheet and put another one on top.

Reply with exactly one uppercase letter out of A, B, C, or D.
",120
17777.0,Braiding hair,A close up of a girl's hair is seen that leads into her in a room braiding her hair. the girl,A,"Context:
""A close up of a girl's hair is seen that leads into her in a room braiding her hair. the girl""

Which of the following endings best completes the context?

Choices:
A. continues to braid her hair while the camera captures her hand movements.
B. holds hair up and starts braiding another everyone else's hair while others watch.
C. braids her hair from the side down and holds up a suitcase to show.
D. then uses a brush continuously and leads into her speaking into the camera.

Reply with exactly one uppercase letter out of A, B, C, or D.
",126
49791.0,Hitting a pinata,A lady brings a stool for the boy to stand on but the little boy is unable to hit the pinata. the lady,B,"Context:
""A lady brings a stool for the boy to stand on but the little boy is unable to hit the pinata. the lady""

Which of the following endings best completes the context?

Choices:
A. presents the pinata in a display.
B. takes the boy off the stool.
C. throws the pinata and her son chases after it and returns twice.
D. pushes the boy to the floor, picks up and carries him up onto the pinata while the little painting child is watching.

Reply with exactly one uppercase letter out of A, B, C, or D.
",122
12640.0,Skateboarding,They show off their scary yet impressive stunts as the climb up walls and steep ramps without falling. the crowds,B,"Context:
""They show off their scary yet impressive stunts as the climb up walls and steep ramps without falling. the crowds""

Which of the following endings best completes the context?

Choices:
A. of people are cheering and clapping as a person leads with a blue cape.
B. cheer for them and applaud them.
C. gather to cheer about the show as the crowd shakes hands with some officials.
D. move down to the next level and mates watch over the things doing tricks and fighting.

Reply with exactly one uppercase letter out of A, B, C, or D.
",119
28930.0,Playing water polo,A small group of people are seen swimming around a pool chasing a ball around each other. People are watching on the side as one man throws the ball to another. one,C,"Context:
""A small group of people are seen swimming around a pool chasing a ball around each other. People are watching on the side as one man throws the ball to another. one""

Which of the following endings best completes the context?

Choices:
A. person chases down a ball and throws it back to the other.
B. of the team takes it and leads into a game of water polo.
C. catches the ball and continues to play around the pool.
D. man pulls the ball back and throws it again.

Reply with exactly one uppercase letter out of A, B, C, or D.
",125
2356.0,Removing curlers,An ad for vidal sassoon appears. We then see their curling iron and hot roller set. a demonstration,D,"Context:
""An ad for vidal sassoon appears. We then see their curling iron and hot roller set. a demonstration""

Which of the following endings best completes the context?

Choices:
A. of the braking techniques of hitler's first razor.
B. shows how to plan with the round rollers, an which is demonstrated slowly.
C. , they again add iron to hot roller.
D. is shown for how to set and use the hot rollers and iron on a woman's hair.

Reply with exactly one uppercase letter out of A, B, C, or D.
",120
4199.0,Snatch,A man kneels to grab a weight while a man watch him. A topless fat man practice weight lift behind the man. A person lift a weight on back. then,B,"Context:
""A man kneels to grab a weight while a man watch him. A topless fat man practice weight lift behind the man. A person lift a weight on back. then""

Which of the following endings best completes the context?

Choices:
A. holds the weight way out and stretches their arms and legs.
B. , the man lifts the weight, after he drops the weight to the floor.
C. , other woman lift weight on front her and shake hands.
D. , people lift weights alone.

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
38556.0,Hand car wash,Man is vacuuming the seats of a car. Man is cleaning the car holding a hosepipe. car,C,"Context:
""Man is vacuuming the seats of a car. Man is cleaning the car holding a hosepipe. car""

Which of the following endings best completes the context?

Choices:
A. is parked outside next to a parking lot is parked upland a horse is outside.
B. is stopping to clean the floor of a car.
C. enteres in a parking lo and a man is polishing and waxing the car.
D. is being moved in a conveyor belt on the ground.

Reply with exactly one uppercase letter out of A, B, C, or D.
",119
47766.0,Mixing drinks,The bartender reviews the ingredients to be used in the preparation of the drink. The bartender adds two shots of vodka to an orange colored glass. the bartender,D,"Context:
""The bartender reviews the ingredients to be used in the preparation of the drink. The bartender adds two shots of vodka to an orange colored glass. the bartender""

Which of the following endings best completes the context?

Choices:
A. sets down the glass and empties the liquid into another glass.
B. adds the lemon and the one shot of vodka to the drink then pours it into the glass.
C. pours ice into the glass in a straw cup.
D. than adds a sugar mixture and lemon juice to the glass.

Reply with exactly one uppercase letter out of A, B, C, or D.
",126
28509.0,Canoeing,"A rushing white river is shown in the woods. A man in a canoe appears, paddling through the rapids. he",D,"Context:
""A rushing white river is shown in the woods. A man in a canoe appears, paddling through the rapids. he""

Which of the following endings best completes the context?

Choices:
A. pushes past other canoers as they are caught in the current.
B. continues as he kayaks quickly through the numerous rapids.
C. falls off his canoe, though maintains his balance as he paddles.
D. slows down just as he reaches calmer waters.

Reply with exactly one uppercase letter out of A, B, C, or D.
",117
3229.0,Shaving,A black man caresses his beard and face in a loving way. the black man,D,"Context:
""A black man caresses his beard and face in a loving way. the black man""

Which of the following endings best completes the context?

Choices:
A. puts out an oil man's beard, but the non around mans finger touches his bottom lip.
B. begins to shave the beard with a razor attachment that creates shaving falls.
C. reaches a shipboard from the water to touches one of the crew members walk away form the ship.
D. uses a clipper trimmer to trim his beard and face.

Reply with exactly one uppercase letter out of A, B, C, or D.
",125
21381.0,Making a sandwich,Sandwiches are displayed in a slideshow. a person,A,"Context:
""Sandwiches are displayed in a slideshow. a person""

Which of the following endings best completes the context?

Choices:
A. spreads mustard sauce on slices of bread, then the person put on top swiss cheese, jam, sauerkraut and a slice of bread on top.
B. wrap a piece of bread in red paper then carve a sandwich.
C. demonstrates how to grind example flour and ppk it into bowls.
D. is mixing ingredients into a pot.

Reply with exactly one uppercase letter out of A, B, C, or D.
",119
17801.0,Rope skipping,The scene changes once again to the second group performing rope tricks. The scene returns once more to the first group performing rope tricks. the scene,A,"Context:
""The scene changes once again to the second group performing rope tricks. The scene returns once more to the first group performing rope tricks. the scene""

Which of the following endings best completes the context?

Choices:
A. changes one final time to the second group performing rope tricks.
B. switches back to the first group performing rope tricks and the difference between others.
C. goes back to the first group performing rope tricks multiple times.
D. goes back to the first group performing rope tricks at various tasks.

Reply with exactly one uppercase letter out of A, B, C, or D.
",122
14403.0,Beach soccer,Three people are seen standing on a sandy field and lead into one scoring a goal. the men,D,"Context:
""Three people are seen standing on a sandy field and lead into one scoring a goal. the men""

Which of the following endings best completes the context?

Choices:
A. continue to play lacrosse followed by a man scoring a goal and another reacting.
B. bow to one another and walk back over to the goal with a basket and another person scoring the ball.
C. then switch and play a game of croquette as people watch on.
D. celebrate while his clip is shown again several times.

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
17596.0,Playing beach volleyball,"A boy is sitting in front of the camera, then he stands up and joins his team. they",C,"Context:
""A boy is sitting in front of the camera, then he stands up and joins his team. they""

Which of the following endings best completes the context?

Choices:
A. are then shown doing three large stunts, jumping and flipping.
B. continue to compete, riding on batons and throwing balls out in the field.
C. are playing volleyball, and we see him serve the ball numerous times.
D. swing their flag around for a while, then they start with the team playing and riding in the raft.

Reply with exactly one uppercase letter out of A, B, C, or D.
",126
28435.0,Rope skipping,Several shots are shown of people performing jump roping tricks on a large stage in front of an audience. the people,B,"Context:
""Several shots are shown of people performing jump roping tricks on a large stage in front of an audience. the people""

Which of the following endings best completes the context?

Choices:
A. jump, flip, and spin on the stage in several more clips to illustrate their jumps.
B. do several jumps and tricks with each other as well as by themselves.
C. jump in turns and and bounce on the ropes while cheering and celebrating.
D. continue jump roping in the dark area.

Reply with exactly one uppercase letter out of A, B, C, or D.
",121
8360.0,Doing crunches,A woman is seen laying on the floor with a text sitting across her face. the woman,B,"Context:
""A woman is seen laying on the floor with a text sitting across her face. the woman""

Which of the following endings best completes the context?

Choices:
A. continues playing with herself for a bit and ends with her using the phone to reach a camera and dragging herself away.
B. then begins doing sit ups while moving her legs back and fourth.
C. puts an object on the shoe and begins shaving the foot.
D. uses a tool to break the girl's nose.

Reply with exactly one uppercase letter out of A, B, C, or D.
",118
40210.0,High jump,The same high jump is shown slowly to point out mistakes the boy is making. a different boy wearing white,C,"Context:
""The same high jump is shown slowly to point out mistakes the boy is making. a different boy wearing white""

Which of the following endings best completes the context?

Choices:
A. plays with the steps of the jump.
B. stands eye to eye with the coach and watches.
C. does the high jump while other people stand and sit nearby.
D. is shown and the boy that is wearing the blue soccer shirt kneels down and shows the other boys pointing to the permaint achievement.

Reply with exactly one uppercase letter out of A, B, C, or D.
",120
47833.0,Shaving legs,She begins washing her leg with the soap while talking. She then uses a razor to shave her legs. afterward,D,"Context:
""She begins washing her leg with the soap while talking. She then uses a razor to shave her legs. afterward""

Which of the following endings best completes the context?

Choices:
A. , she applies shaving cream to her leg and begins shaving her leg into a near score line.
B. , she draws on her leg, showing off more leg area.
C. , she applies a lotion to her legs and smoking something, or drinking water.
D. , she smooths lotion onto her leg.

Reply with exactly one uppercase letter out of A, B, C, or D.
",121
48046.0,Clean and jerk,"A man is lifting weights in a weight room, pulling a large barbell up to his chest. He stands shaking before lifting it above his head, trying to hold it in place. he",B,"Context:
""A man is lifting weights in a weight room, pulling a large barbell up to his chest. He stands shaking before lifting it above his head, trying to hold it in place. he""

Which of the following endings best completes the context?

Choices:
A. stands and lets it fall slowly to the ground.
B. drops the barbell hard onto the ground.
C. drops the barbell and lowers it down messily.
D. then lifts it over his head to let it land on the floor.

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
17195.0,Getting a tattoo,A man is seen speaking to the camera and leads into him holding his arm out. another man,B,"Context:
""A man is seen speaking to the camera and leads into him holding his arm out. another man""

Which of the following endings best completes the context?

Choices:
A. is seen performing a stunt while riding along alone and stops to speak to the camera.
B. is shown tattooing his arm while looking to the camera.
C. then uses a pair of scissors to cut a piece of his arm.
D. walks in and begins putting plaster onto a wall and moving around.

Reply with exactly one uppercase letter out of A, B, C, or D.
",117
14075.0,Ice fishing,The person made many mid size hole in the ice and have fishing line hanging deep in the water underneath. the person walking to one of the hole,D,"Context:
""The person made many mid size hole in the ice and have fishing line hanging deep in the water underneath. the person walking to one of the hole""

Which of the following endings best completes the context?

Choices:
A. holes and pulled a from a hole in ice and wiped it with a rag.
B. holes and touch the hole with the rod.
C. in the ice for the fish to head for the ice.
D. and checks the fishing line to see if he caught nay fish.

Reply with exactly one uppercase letter out of A, B, C, or D.
",121
22699.0,Powerbocking,He walks over to the side of the road. He then lifts his feet up and down as if in preparation of running. the video,B,"Context:
""He walks over to the side of the road. He then lifts his feet up and down as if in preparation of running. the video""

Which of the following endings best completes the context?

Choices:
A. continues to show his long strides as he also runs flat out.
B. ends as the person recording tilts the camera and covers the lens.
C. then shows the man playing the saxophone very enthusiastically.
D. ends with the closing words your name shown on the screen.

Reply with exactly one uppercase letter out of A, B, C, or D.
",119
10362.0,Cleaning shoes,A man is seen holding onto a pair of shoes while speaking to the camera and spraying them down. the man,C,"Context:
""A man is seen holding onto a pair of shoes while speaking to the camera and spraying them down. the man""

Which of the following endings best completes the context?

Choices:
A. walks away with a face wash and hands the clean clothes to the camera.
B. continues to brush down the shoes while speaking to the camera.
C. scrubs the shoes down with a rag while continuing to speak to the camera.
D. then rubs down both shoes with his hands while stopping to speak to the camera.

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
34852.0,Washing hands,There's a lady doing a tutorial on how to wash hands in her kitchen. she,A,"Context:
""There's a lady doing a tutorial on how to wash hands in her kitchen. she""

Which of the following endings best completes the context?

Choices:
A. walks towards the sink and turns on the tap.
B. plays the bagpipes like a predominately male figure, while she just washes her hands.
C. pours soap in water then puts her hands in the dispenser.
D. begins by turning the water on and wetting them in the sink and washing them quickly.

Reply with exactly one uppercase letter out of A, B, C, or D.
",118
29199.0,Having an ice cream,The camera follows a woman as she joins a queue. The woman the camera is following acquires ice cream from a truck. several individuals,B,"Context:
""The camera follows a woman as she joins a queue. The woman the camera is following acquires ice cream from a truck. several individuals""

Which of the following endings best completes the context?

Choices:
A. are shown at the store.
B. are shown eating ice cream and talking to the camera.
C. stand arms in an embrace as the woman's ice cream container is being taken apart.
D. receive ice cream and rub it in their faces as they sit in a truck.

Reply with exactly one uppercase letter out of A, B, C, or D.
",119
5403.0,Doing karate,A guy comes onto the screen to introduce a video about his character on a kids show. he,D,"Context:
""A guy comes onto the screen to introduce a video about his character on a kids show. he""

Which of the following endings best completes the context?

Choices:
A. begins by introducing a girl named jennifer, who is walking with her dad behind her.
B. shows off a series of leads on how he becomes a professional wrestler.
C. goes to an indoor pool, and shows how to do a splash dunk.
D. begins to show several different clips from the show.

Reply with exactly one uppercase letter out of A, B, C, or D.
",118
4742.0,Getting a tattoo,A person is seen sitting in a chair with his arm out getting a tattoo from a male artist. the men,D,"Context:
""A person is seen sitting in a chair with his arm out getting a tattoo from a male artist. the men""

Which of the following endings best completes the context?

Choices:
A. put the tattoo on his leg and tighten the ring while another woman watches.
B. move all around the shop tattooing his arm.
C. hold up a piece of paper while the man then is seen again in a black shirt.
D. speak back and fourth to one another and the camera zooms in on the arm being done.

Reply with exactly one uppercase letter out of A, B, C, or D.
",126
3365.0,Sumo,Two men in inflatable sumo wrestler costumes entertain the public by street performing in a public square. two men in inflatable sumo wrestler outfits,D,"Context:
""Two men in inflatable sumo wrestler costumes entertain the public by street performing in a public square. two men in inflatable sumo wrestler outfits""

Which of the following endings best completes the context?

Choices:
A. pose and laugh in the middle of the ring with another man, while smiling and rocking in the arena.
B. do a wrestling routine indoors.
C. in an un plaza arena at night.
D. talk to the camera and begin to entertain the people passing by as they stand in a paved public square.

Reply with exactly one uppercase letter out of A, B, C, or D.
",126
49433.0,Playing drums,"Men are setting up band instruments and one of them are playing the drums. Then, a person writes and explains the music synthesizer while people are playing. people",A,"Context:
""Men are setting up band instruments and one of them are playing the drums. Then, a person writes and explains the music synthesizer while people are playing. people""

Which of the following endings best completes the context?

Choices:
A. explains about the instruments and the musicians.
B. are sitting on the inside of a town and sitting to finish off drinks and walk away.
C. are living in a luxury condominium and a woman is smoking a cigarette.
D. are standing holding drums and talking on a stage.

Reply with exactly one uppercase letter out of A, B, C, or D.
",125
32705.0,Mooping floor,A bag of spill master absorbant is shown on the screen. a man,D,"Context:
""A bag of spill master absorbant is shown on the screen. a man""

Which of the following endings best completes the context?

Choices:
A. is shown standing in a room using a paint brush.
B. pours it into a squat metal pot.
C. puts away tools and starts off by putting paste on a substance and rubbing it on the foot and scraping it off with a toothbrush.
D. stands in a warehouse talking to the camera and pours some liquid on the ground.

Reply with exactly one uppercase letter out of A, B, C, or D.
",119
46864.0,Hand washing clothes,"Clothes are in a bucket with detergent, and other clothes are drying in a rope. Then, a person wash the clothes steeping with the feet them. the home of the person",D,"Context:
""Clothes are in a bucket with detergent, and other clothes are drying in a rope. Then, a person wash the clothes steeping with the feet them. the home of the person""

Which of the following endings best completes the context?

Choices:
A. wash the clothes in the empty bucket and have dry the clothes.
B. wash the clothes and empty out a bucket to clean from the floor and the hallway.
C. washing is painted a white color.
D. is dirty and very old.

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
9980.0,Playing lacrosse,Men are on a field playing lacrosse. We see number 17 blocking and following number 26. A green cart drives by. we,B,"Context:
""Men are on a field playing lacrosse. We see number 17 blocking and following number 26. A green cart drives by. we""

Which of the following endings best completes the context?

Choices:
A. increase in number to three and run the ball across the field leaving number 42 blocking.
B. see the men and the coaches on the sideline.
C. see number 2 and number 3 blocking and following number 7.
D. see number 27 block again.

Reply with exactly one uppercase letter out of A, B, C, or D.
",121
