ind,activity_label,ctx,answer,final_prompt,len_tk_phi3_mini_4k_instruct
38419.0,Hand washing clothes,"A woman is standing at a picnic table outside an rv. She is using water from a dispenser, pouring it onto material. she",D,"Context:
""A woman is standing at a picnic table outside an rv. She is using water from a dispenser, pouring it onto material. she""

Which of the following endings best completes the context?

Choices:
A. is making several cups with the liquid, adding them one by one to the plastic cups.
B. puts down the wipes and talks about the material.
C. is using the materials to cook a salad.
D. cleans the pink item with the water.

Reply with exactly one uppercase letter out of A, B, C, or D.
",142
38122.0,Trimming branches or hedges,A man starts up a gas powered hedger and hands it to someone standing on a platform. the man on the platform,B,"Context:
""A man starts up a gas powered hedger and hands it to someone standing on a platform. the man on the platform""

Which of the following endings best completes the context?

Choices:
A. pulls the pipe and the smoke rings out stretched across a board.
B. trims the top of a hedge with the hedge trimmer.
C. uses it as a lasso to catch a fish.
D. beams, someone runs in the woods with a screaming baby.

Reply with exactly one uppercase letter out of A, B, C, or D.
",141
19624.0,Fixing bicycle,The man talks to the camera while stopped on his bike. The man is shown something on his bike using a small tool. the man,C,"Context:
""The man talks to the camera while stopped on his bike. The man is shown something on his bike using a small tool. the man""

Which of the following endings best completes the context?

Choices:
A. uses the tool to repliumatthew the fuel on the bike and used the smaller tool on the motorcycle.
B. uses a roller again.
C. demonstrates how the pedal and chains work.
D. replicates the tool on his bike.

Reply with exactly one uppercase letter out of A, B, C, or D.
",140
38541.0,Bathing dog,A dog is seen sitting in a tub with two women are kneeling above him. He then begins washing a dog and spraying water all over the dog. one woman,C,"Context:
""A dog is seen sitting in a tub with two women are kneeling above him. He then begins washing a dog and spraying water all over the dog. one woman""

Which of the following endings best completes the context?

Choices:
A. then scrubs the dogs tongue and hands.
B. is washing the dog with water from a bag and a hose.
C. then scrubs the dog around with the water.
D. throws him in the pool while the dog swims around.

Reply with exactly one uppercase letter out of A, B, C, or D.
",141
31923.0,Washing hands,There's a man standing in a kitchen and washing his hands in steel kitchen sink. he,D,"Context:
""There's a man standing in a kitchen and washing his hands in steel kitchen sink. he""

Which of the following endings best completes the context?

Choices:
A. is wearing a red apron and mopping the floor.
B. wipes him hands and then then washes them and then coat with body wash.
C. bends forward and is using soapy water from a bucket to rinse his hands.
D. takes a pump from the liquid hand soap from the sink counter.

Reply with exactly one uppercase letter out of A, B, C, or D.
",142
24024.0,Rope skipping,. a man skip rope in a drive way,B,"Context:
"". a man skip rope in a drive way""

Which of the following endings best completes the context?

Choices:
A. , jumps, flips, and does all the moves he is taught on the ski jump.
B. , then the man jumps and skip rope.
C. and draw more visible numbers on the ground so he can give over a pass.
D. , then he hops to the rope and walk down while the man fall on the ground and get back on the floor.

Reply with exactly one uppercase letter out of A, B, C, or D.
",142
5339.0,Archery,The man speaks to her and puts bowing equipment on the woman and holds out the bow for her. he,C,"Context:
""The man speaks to her and puts bowing equipment on the woman and holds out the bow for her. he""

Which of the following endings best completes the context?

Choices:
A. then plays a saxophone and ties the bow.
B. takes his bow and shoots it and she falls onto the ground.
C. teaches her how to properly hold the bow and the woman takes several turns shooting the bow and arrow.
D. walks into a house and introduces a woman.

Reply with exactly one uppercase letter out of A, B, C, or D.
",141
30407.0,Hand car wash,"A man is cleaning a car and talking to the camera. The car is dried and vacuumed, then on to the next car. the customer",D,"Context:
""A man is cleaning a car and talking to the camera. The car is dried and vacuumed, then on to the next car. the customer""

Which of the following endings best completes the context?

Choices:
A. sprays the car with blue water, then dry it.
B. is talking as he shows places.
C. takes the electronic key and is amazed at the mechanics of the machine.
D. is handed his keys and he is on his way with a clean car.

Reply with exactly one uppercase letter out of A, B, C, or D.
",142
44885.0,Getting a tattoo,There's a little boy dressed in a red shirt and blue jeans seated on a black leather recliner. he,C,"Context:
""There's a little boy dressed in a red shirt and blue jeans seated on a black leather recliner. he""

Which of the following endings best completes the context?

Choices:
A. is playing an instrument that is seated on the blue denim sofa.
B. is playing a violin in a room with dripping waterfalls.
C. is sitting with his hands stretched out.
D. is trying to knit and crochet a blue ball of yarn.

Reply with exactly one uppercase letter out of A, B, C, or D.
",142
31089.0,Starting a campfire,We see a pile of sticks to the left and see a flint. The person strikes the flint and a flame sits on he sawdust. the person,D,"Context:
""We see a pile of sticks to the left and see a flint. The person strikes the flint and a flame sits on he sawdust. the person""

Which of the following endings best completes the context?

Choices:
A. moves one stick to the right and flames the flint.
B. sharpens two sticks on the fire.
C. draws an outline on the wooden box.
D. then puts a handful of twigs on the fire.

Reply with exactly one uppercase letter out of A, B, C, or D.
",140
16502.0,Ice fishing,A view is seen of snow covered ground and people on the ice. A man sets up a fishing line in a hole in a lake. he,A,"Context:
""A view is seen of snow covered ground and people on the ice. A man sets up a fishing line in a hole in a lake. he""

Which of the following endings best completes the context?

Choices:
A. then pulls a fish through the hole.
B. reels in the fish and catches a bigger fish.
C. reels in the hook and begins reeling in the fish.
D. stands and catches a fish and throws it in the hole with the other fish.

Reply with exactly one uppercase letter out of A, B, C, or D.
",140
14671.0,Throwing darts,A close up of a woman is seen looking off into the distance and holding a dart. She throws the dart onto the board which is show up close. the woman,B,"Context:
""A close up of a woman is seen looking off into the distance and holding a dart. She throws the dart onto the board which is show up close. the woman""

Which of the following endings best completes the context?

Choices:
A. walks through the room while the camera captures her movements.
B. then clenches her fists and her throw is shown again.
C. takes the dart and puts it down again.
D. continues to fire the dart down the board.

Reply with exactly one uppercase letter out of A, B, C, or D.
",141
30885.0,Doing fencing,A man is dressed in dark medieval armor. several instances of men dressed in different kinds of armor and holding various shields,C,"Context:
""A man is dressed in dark medieval armor. several instances of men dressed in different kinds of armor and holding various shields""

Which of the following endings best completes the context?

Choices:
A. appear and everyone begins reacting like they both weird and animal like animal.
B. seem to involve violence, loss of life, and running so fast it appears like they will do anything to prevent others from finding them.
C. are showing jousting against one another.
D. then fighting with one another.

Reply with exactly one uppercase letter out of A, B, C, or D.
",142
11332.0,Hitting a pinata,A camera pans around a group of people standing around each other with one spinning in circles. a man,C,"Context:
""A camera pans around a group of people standing around each other with one spinning in circles. a man""

Which of the following endings best completes the context?

Choices:
A. walks into frame and bends down to begins hurling.
B. then walks forward with a jack hammering around a piece of wood.
C. pushing the spinning girl around and around and zooms in on a pinata.
D. flips several times and a ladies ref yells at the man.

Reply with exactly one uppercase letter out of A, B, C, or D.
",142
19524.0,Drinking coffee,A young man is seep standing in front of a group of children. The boy then speaks to the group while laughing to one another. the group,A,"Context:
""A young man is seep standing in front of a group of children. The boy then speaks to the group while laughing to one another. the group""

Which of the following endings best completes the context?

Choices:
A. laughs back with the boy.
B. then pulls together and begins to play table tennis with other players.
C. laugh with each other while holding a wipe and handing it to the young man.
D. then assemble and begin marching for a while.

Reply with exactly one uppercase letter out of A, B, C, or D.
",140
7405.0,Polishing forniture,Man pours very hot liquid into two mugs. Man applies a blow torch to a slap of material. man,C,"Context:
""Man pours very hot liquid into two mugs. Man applies a blow torch to a slap of material. man""

Which of the following endings best completes the context?

Choices:
A. uses the blow torch on homes with bicycles to cause them to burn until they smolder.
B. puts crisco in a large mug.
C. wipes down the brown slab of material.
D. takes two coffee cups out and places them on the nozzles.

Reply with exactly one uppercase letter out of A, B, C, or D.
",140
29161.0,BMX,"A group of dirt bikers are prepared at the gate. The gate opens, and they take off. they",D,"Context:
""A group of dirt bikers are prepared at the gate. The gate opens, and they take off. they""

Which of the following endings best completes the context?

Choices:
A. go down a hill in a race car over rocks and trees in the race track.
B. go roaring over turbulent water, flipping over large rocks.
C. go down a hill and across a course of dirt.
D. go over hills and around curves trying to win the race.

Reply with exactly one uppercase letter out of A, B, C, or D.
",140
35616.0,Cutting the grass,A large yard is seen followed by a man moving in and out of frame. the man,C,"Context:
""A large yard is seen followed by a man moving in and out of frame. the man""

Which of the following endings best completes the context?

Choices:
A. then travels through areas while being seen moving all over the yard.
B. moves out of frame multiple times while people play soccer on the beach.
C. uses a lawn mower up and down the yard.
D. then puts a tire on a bike and installs some wheels onto it and parts of the bike.

Reply with exactly one uppercase letter out of A, B, C, or D.
",142
14020.0,Volleyball,A volleyball instructor is giving information about his volleyball skills in salt lake city. He plays with another instructor on the court. he,D,"Context:
""A volleyball instructor is giving information about his volleyball skills in salt lake city. He plays with another instructor on the court. he""

Which of the following endings best completes the context?

Choices:
A. then talks about his technique as well as the specific times.
B. continues coaching another volleyball player on how to play.
C. throws the ball for the other team to catch.
D. just talks and talks for a while about all about it.

Reply with exactly one uppercase letter out of A, B, C, or D.
",140
37792.0,Skiing,"A man is surfing, biking, and mountain climbing. he",D,"Context:
""A man is surfing, biking, and mountain climbing. he""

Which of the following endings best completes the context?

Choices:
A. is riding a surf board, then riding the surf board.
B. goes around a large waterfall and ahead of him there are some other surfers.
C. does all of the acrobatics on the mountain using a surf board.
D. ; is then seen climbing the side of a mountain with skis.

Reply with exactly one uppercase letter out of A, B, C, or D.
",141
44018.0,Hand car wash,"A red mustang is being hosed down. Next, the workers rub soap over the car. after that",C,"Context:
""A red mustang is being hosed down. Next, the workers rub soap over the car. after that""

Which of the following endings best completes the context?

Choices:
A. , a green bucket is removed and caulk is placed into place.
B. , the man washes around the car.
C. , they both work on washing the soap off before applying another soap over the vehicle.
D. , shots are shown of rioters dancing around and cleaning the windows.

Reply with exactly one uppercase letter out of A, B, C, or D.
",140
33109.0,Playing lacrosse,A man is seen standing in front of a goal holding a stick and speaking to the camera. several shots of him speaking,D,"Context:
""A man is seen standing in front of a goal holding a stick and speaking to the camera. several shots of him speaking""

Which of the following endings best completes the context?

Choices:
A. are shown as well as shots of serve and the man speaking.
B. to the camera are shown as well as him demonstrating how to throw the shot put.
C. are shown as well as playing and scores are shown.
D. are shown and he demonstrates how to properly be a goalie.

Reply with exactly one uppercase letter out of A, B, C, or D.
",141
8247.0,Fun sliding down,A couple of kids plays on a jungle gym. they,C,"Context:
""A couple of kids plays on a jungle gym. they""

Which of the following endings best completes the context?

Choices:
A. taste the treats they are given before they continue for a few more gs before being pulled and released.
B. twirl around on one leg and throw their arms around.
C. go down slides, climb around, and use the other equipment.
D. run around the jungle gym and toy with a group of orange cones.

Reply with exactly one uppercase letter out of A, B, C, or D.
",142
33257.0,Elliptical trainer,A young child is seen using an elliptical while watching a computer video in front of her. the girl,A,"Context:
""A young child is seen using an elliptical while watching a computer video in front of her. the girl""

Which of the following endings best completes the context?

Choices:
A. controls the moves on the video using the machine while the camera zooms in and out of the area.
B. continues floating around the room while using the elliptical.
C. continues floating as she's showing how to use the machine.
D. then continues to play the game while speaking to the camera in the end.

Reply with exactly one uppercase letter out of A, B, C, or D.
",142
3779.0,Ping-pong,There are several spectators seated in the stadium. They continue playing a rally for some time. the player in the red shirt,C,"Context:
""There are several spectators seated in the stadium. They continue playing a rally for some time. the player in the red shirt""

Which of the following endings best completes the context?

Choices:
A. joins in and stops the player in the red shirt.
B. again pulls the puck down the ice.
C. misses the ball and gives his opponent a winning point.
D. starts to talk to the camera as the man in pink starts walking toward the green goal.

Reply with exactly one uppercase letter out of A, B, C, or D.
",142
32380.0,Doing a powerbomb,A boy jumps on a trampoline while catching a stuffed doll on his shoulders in the air. the boy,D,"Context:
""A boy jumps on a trampoline while catching a stuffed doll on his shoulders in the air. the boy""

Which of the following endings best completes the context?

Choices:
A. then jumps up high and begins walking on the ground on the end of the trampoline.
B. is then shown climbing a tall ladder inside a house.
C. stands on the pad still holding a doll and turns around.
D. falls back and lands on his back on the trampoline.

Reply with exactly one uppercase letter out of A, B, C, or D.
",142
45962.0,Smoking hookah,A close up of a hookah is shown as well as a camera panning around a girl. the girl,C,"Context:
""A close up of a hookah is shown as well as a camera panning around a girl. the girl""

Which of the following endings best completes the context?

Choices:
A. begins putting a cigarette in her mouth and blowing smoke from between her lips.
B. takes a pipe between her fingers and begins using it at her mouth.
C. is seen holding a hose and smoking from the hookah.
D. then takes a sip of the hookah and smiles.

Reply with exactly one uppercase letter out of A, B, C, or D.
",140
15597.0,Making a cake,"A woman is standing in her kitchen, making a cake. She frosts the cake layers with a knife. she",A,"Context:
""A woman is standing in her kitchen, making a cake. She frosts the cake layers with a knife. she""

Which of the following endings best completes the context?

Choices:
A. then decorates the cake, showing off the finished product.
B. stirs the frosting, showing a guy behind her cutting the cake.
C. pours the icing into a tuber with alcohol.
D. shows how to fit them in arranged bowls.

Reply with exactly one uppercase letter out of A, B, C, or D.
",140
27000.0,Laying tile,A man in a hardhat and goggles stands in a tiled room talking then we see the man cutting tiles with tools. we,A,"Context:
""A man in a hardhat and goggles stands in a tiled room talking then we see the man cutting tiles with tools. we""

Which of the following endings best completes the context?

Choices:
A. see a man tiling and another man looking at blueprints.
B. switch to scenes of different people working outdoors.
C. see the ending sequence and some shots of the man making a template with a piece of wood.
D. see a foot on screen.

Reply with exactly one uppercase letter out of A, B, C, or D.
",140
45775.0,Using the rowing machine,"A man exercise on a rowing machine pulling a handle and moving forward and backward. Then, the man increases the resistance of the machine and continue exercising. the foam seat",B,"Context:
""A man exercise on a rowing machine pulling a handle and moving forward and backward. Then, the man increases the resistance of the machine and continue exercising. the foam seat""

Which of the following endings best completes the context?

Choices:
A. is removed and the man stands on the exercise machine in a green shirt and shorts.
B. is contoured and looks comfortable.
C. is attached to the dryer, holding down the body.
D. is taken from the front.

Reply with exactly one uppercase letter out of A, B, C, or D.
",141
26292.0,Baking cookies,She stands next to a brown dog and talks. She takes the cookies out of the oven and takes a bite. she,A,"Context:
""She stands next to a brown dog and talks. She takes the cookies out of the oven and takes a bite. she""

Which of the following endings best completes the context?

Choices:
A. feeds a bite of the cookie to the dog next to her.
B. continues cooking and speaking to the camera.
C. closes the oven door and grabs an iron and irons the cookies.
D. puts them into a bowl and begins to mix them up.

Reply with exactly one uppercase letter out of A, B, C, or D.
",140
1033.0,Wrapping presents,A blue page with white writing explains that the video is about how to wrap a present. scissors and different types of tape,B,"Context:
""A blue page with white writing explains that the video is about how to wrap a present. scissors and different types of tape""

Which of the following endings best completes the context?

Choices:
A. are used to wrap present wrapping paper with the white writing explaining that we are not going to like how the present is wrapped.
B. are shown, as well as a roll of wrapping paper.
C. are added to the box that presents the present.
D. are used to wrap a present.

Reply with exactly one uppercase letter out of A, B, C, or D.
",140
3617.0,Shot put,"A guy raises a metal ball above his head, spins with a metal ball, and releases the metal ball. a guy",A,"Context:
""A guy raises a metal ball above his head, spins with a metal ball, and releases the metal ball. a guy""

Which of the following endings best completes the context?

Choices:
A. cheers after releasing the metal ball.
B. arrives to a demonstration where two soldiers kneel before a wooden table to play with move.
C. holds up an iron and heats it on a stove.
D. do a spinning jump on the balcony.

Reply with exactly one uppercase letter out of A, B, C, or D.
",141
44103.0,Washing face,"He puts his head in the sink and washes his face angrily. When he looks in the mirror again, it is an old man. he",D,"Context:
""He puts his head in the sink and washes his face angrily. When he looks in the mirror again, it is an old man. he""

Which of the following endings best completes the context?

Choices:
A. puts his hands down and continues washing his face thoroughly.
B. picks up a blow dryer and starts to blow dry his face.
C. picks up a sword and proceeds to show the sword in action at a real sword fight.
D. falls to the floor.

Reply with exactly one uppercase letter out of A, B, C, or D.
",142
44538.0,Baton twirling,We see a lady performs a baton routine in a arena. The lady spins and catches her baton. The lady flips forwards and backwards and catches her baton. the lady,C,"Context:
""We see a lady performs a baton routine in a arena. The lady spins and catches her baton. The lady flips forwards and backwards and catches her baton. the lady""

Which of the following endings best completes the context?

Choices:
A. lets go and spins and catches her baton.
B. spins and flips mid air.
C. spins and catches her baton again.
D. flips around the court.

Reply with exactly one uppercase letter out of A, B, C, or D.
",140
30751.0,Knitting,An old lady knits with a red needle and red wool. An old lady stops knitting and talks continuously. the old lady,A,"Context:
""An old lady knits with a red needle and red wool. An old lady stops knitting and talks continuously. the old lady""

Which of the following endings best completes the context?

Choices:
A. knits again and examines her creation.
B. is finished knitting and talks to the camera.
C. writes on a piece of cloth and ties the ends.
D. grabs the left wool and knits, then she knits on the hardwood floor.

Reply with exactly one uppercase letter out of A, B, C, or D.
",141
49989.0,Preparing pasta,The mother and son cook pasta together. The mother brings the boy a plate. We see the refrigerator list. the mother,B,"Context:
""The mother and son cook pasta together. The mother brings the boy a plate. We see the refrigerator list. the mother""

Which of the following endings best completes the context?

Choices:
A. brings the boy nother plate.
B. takes a bite of the food and salutes the son who takes a bow.
C. shows the other son how to get the best stuff.
D. pours the boy a cup of water and mixes the pasta in a pot.

Reply with exactly one uppercase letter out of A, B, C, or D.
",140
23449.0,Installing carpet,The woman uses a chalk line then tape to mark the floor. The woman sets in the square carpet pieces in place to cover the floor. the woman,B,"Context:
""The woman uses a chalk line then tape to mark the floor. The woman sets in the square carpet pieces in place to cover the floor. the woman""

Which of the following endings best completes the context?

Choices:
A. shows how the decorated floor is moved.
B. shows the finished floor off.
C. draws a circle with blue chalk.
D. sets off for a part of the room that is covered in white squares and next to a plastic backing with blue squares.

Reply with exactly one uppercase letter out of A, B, C, or D.
",141
3021.0,Blowing leaves,The woman speaks to the boy and he walks over to her while she still blows leaves around. in the end,B,"Context:
""The woman speaks to the boy and he walks over to her while she still blows leaves around. in the end""

Which of the following endings best completes the context?

Choices:
A. she clips the leaves that she just blew around.
B. she's seen walking away past a fence.
C. , the boy is shown playing ice hockey very well with one of his teammates.
D. there's only a woman standing over the boys and the band still playing.

Reply with exactly one uppercase letter out of A, B, C, or D.
",141
35723.0,Roof shingle removal,"The man is wearing a shirt, jeans, and shoes as he stands on the roof. he",B,"Context:
""The man is wearing a shirt, jeans, and shoes as he stands on the roof. he""

Which of the following endings best completes the context?

Choices:
A. leans on the edge of the roof as he talks through a bullhorn.
B. uses a large garden fork to lift the top layer of the roof up.
C. rotates several times in circles on the roof using the extendable rope.
D. starts to climb the roof, looking around.

Reply with exactly one uppercase letter out of A, B, C, or D.
",141
24078.0,Camel ride,"The video then cuts, showing the camel come to a stop before dropping down to the ground to let the woman off. she",B,"Context:
""The video then cuts, showing the camel come to a stop before dropping down to the ground to let the woman off. she""

Which of the following endings best completes the context?

Choices:
A. is then shown showing the horses legs as the rider works alongside her and he then leads her back with a rope.
B. pets it and the video ends.
C. then stops on the camel by herself.
D. pauses, showing the camel down again.

Reply with exactly one uppercase letter out of A, B, C, or D.
",140
5389.0,Drinking beer,A close up of a beer is shown that pans up to a man. the man,B,"Context:
""A close up of a beer is shown that pans up to a man. the man""

Which of the following endings best completes the context?

Choices:
A. then drinks the entire pitcher while pausing to spit it out.
B. looks down and begins drinking from the glass.
C. then grabs a breather while in a pogo stick position and then leans forward with weight on his back.
D. drinks more of the beer and grimaces.

Reply with exactly one uppercase letter out of A, B, C, or D.
",141
577.0,Making a cake,The man flips the pancakes. The pancake is placed on a plate and syrup is poured on it. the man,C,"Context:
""The man flips the pancakes. The pancake is placed on a plate and syrup is poured on it. the man""

Which of the following endings best completes the context?

Choices:
A. washes and tastes the pancake.
B. rinses the syrup off.
C. is shown eating a piece of the pancake.
D. peels the meat and put it in the oven and the finished pancake is shredded.

Reply with exactly one uppercase letter out of A, B, C, or D.
",142
37036.0,Disc dog,A person is seen performing tricks with a frisbee and dog. the man,B,"Context:
""A person is seen performing tricks with a frisbee and dog. the man""

Which of the following endings best completes the context?

Choices:
A. do tricks while walking around a yard and chasing frisbees.
B. throws the frisbee all around while the dog jumps around him.
C. runs in an area and jumps into a pile of snow.
D. continues spinning the dog around and around while the dog jumps into his arms.

Reply with exactly one uppercase letter out of A, B, C, or D.
",140
45462.0,Long jump,We see a man run and do a long jump on different tracks repeatedly with his name on a sign occasionally. We see the man on a blue track with ad signs. The man tumbles on his landing. the man,B,"Context:
""We see a man run and do a long jump on different tracks repeatedly with his name on a sign occasionally. We see the man on a blue track with ad signs. The man tumbles on his landing. the man""

Which of the following endings best completes the context?

Choices:
A. is in the green track.
B. lands on his back.
C. falls down and rolls over several times and lands correctly.
D. showers on his previous landing and talks and points over his head.

Reply with exactly one uppercase letter out of A, B, C, or D.
",142
30665.0,Longboarding,A man is riding a skateboard down a suburban road. two more,A,"Context:
""A man is riding a skateboard down a suburban road. two more""

Which of the following endings best completes the context?

Choices:
A. are shown as the camera man is spotting them from behind.
B. teen surfers are seen riding in a beachfront with surf boards and camera panning around them.
C. srf men come into the scene and they're taking turns, going to the very lake.
D. cars are shown with they passengers.

Reply with exactly one uppercase letter out of A, B, C, or D.
",140
46437.0,Throwing darts,A boy in a blue shirt throws a toy dart while other kids watch. A girl in the group throws the dart against the wall. a boy in a green shirt,C,"Context:
""A boy in a blue shirt throws a toy dart while other kids watch. A girl in the group throws the dart against the wall. a boy in a green shirt""

Which of the following endings best completes the context?

Choices:
A. throws darts against a white wall.
B. runs away with a dog and throws another toy dart at the dog.
C. takes his turn to throw the dart.
D. uses his hands to demonstrate action to the group.

Reply with exactly one uppercase letter out of A, B, C, or D.
",141
48389.0,Pole vault,Scenes of various pole vaulters vaulting before audiences are shown. A slow motion video of one of the vaults is shown. Another pole vaulter's vault is shown. the vault,B,"Context:
""Scenes of various pole vaulters vaulting before audiences are shown. A slow motion video of one of the vaults is shown. Another pole vaulter's vault is shown. the vault""

Which of the following endings best completes the context?

Choices:
A. appears in slow motion.
B. is repeated in slow motion.
C. is shown and various individual vaults are shown.
D. stops spinning with a crash, spills onto its floor.

Reply with exactly one uppercase letter out of A, B, C, or D.
",141
22987.0,Mooping floor,"Then, the person puts a cup of detergent in a litter of water, then wet a cloth and attaches to a handle to mop the floor. the person",B,"Context:
""Then, the person puts a cup of detergent in a litter of water, then wet a cloth and attaches to a handle to mop the floor. the person""

Which of the following endings best completes the context?

Choices:
A. give the mop to one person.
B. removes stains on the floor using a cloth with a special solution.
C. is mopping the side and side of the room.
D. uses the mop to clean the right side of the room.

Reply with exactly one uppercase letter out of A, B, C, or D.
",141
6784.0,Playing blackjack,People gamble in a casino on front a man wearing white shirt. the person,B,"Context:
""People gamble in a casino on front a man wearing white shirt. the person""

Which of the following endings best completes the context?

Choices:
A. win and be standing back.
B. on front picks up the poker cards while talking.
C. pushes a ding pong ball at the table for a person to take their turn.
D. shake hands with coaches in a casino till the end, but the cautiously continue gambling.

Reply with exactly one uppercase letter out of A, B, C, or D.
",140
41386.0,Discus throw,"Many judges sit around a field, waiting the performance of an athlete. An athlete approaches the field area. the athlete",A,"Context:
""Many judges sit around a field, waiting the performance of an athlete. An athlete approaches the field area. the athlete""

Which of the following endings best completes the context?

Choices:
A. spins his body around and tosses a disc with maximum force.
B. jumps across the track towards the ball.
C. punches the javelina and jumps in the air.
D. 's throw is shown again, with another person running around the field following his throw.

Reply with exactly one uppercase letter out of A, B, C, or D.
",141
43911.0,Cutting the grass,The men on the field grab their tools. We see men in a field cutting tall grass as other watch. the left man,A,"Context:
""The men on the field grab their tools. We see men in a field cutting tall grass as other watch. the left man""

Which of the following endings best completes the context?

Choices:
A. uses a sickle and takes the lead over the man with the weed wacker.
B. throws the dried up weed in the field.
C. hands clear his board and walks away then back.
D. has his hand on a wheelie and attempts to hold it upright.

Reply with exactly one uppercase letter out of A, B, C, or D.
",140
31302.0,Slacklining,A person is seen walking across the yard leading into a long rope. The man jumps on the rope and attempts to walk across it. he,B,"Context:
""A person is seen walking across the yard leading into a long rope. The man jumps on the rope and attempts to walk across it. he""

Which of the following endings best completes the context?

Choices:
A. attempts again jumping and further jumps are shown.
B. continues walking and leads into him falling off.
C. walks around on the side and leads into another person using the rope to walk across.
D. walks out onto a dirt track while walking back.

Reply with exactly one uppercase letter out of A, B, C, or D.
",141
30153.0,Painting,There's an artist painting a square canvas board with several acrylic colors using a flat brush in a studio. she,D,"Context:
""There's an artist painting a square canvas board with several acrylic colors using a flat brush in a studio. she""

Which of the following endings best completes the context?

Choices:
A. is painting a christmas tree with a piece of acrylic text.
B. moves the brush across the screen several times.
C. shows how to cut the paint with the flat brush when time stops.
D. begins by painting blue strokes with the flat brush on the canvas surface.

Reply with exactly one uppercase letter out of A, B, C, or D.
",141
7810.0,Braiding hair,She holds up a bottle of mouse and puts some in her hair. She starts braiding her hair and pulling it up. she,B,"Context:
""She holds up a bottle of mouse and puts some in her hair. She starts braiding her hair and pulling it up. she""

Which of the following endings best completes the context?

Choices:
A. uses two fingers to high five the camera while crying.
B. shows a bottle of hair spray and sprays it in her hair.
C. lets the hair down and works it through the pins holding it together.
D. holds up a small plush toy cat.

Reply with exactly one uppercase letter out of A, B, C, or D.
",140
29394.0,Horseback riding,We see the horses in the stables . We see the people ride in the woods an in a ring. the lady,D,"Context:
""We see the horses in the stables . We see the people ride in the woods an in a ring. the lady""

Which of the following endings best completes the context?

Choices:
A. counts and gives the go ahead to grab their horns and shoot.
B. stands by the gate picks up her brush and leaves the park.
C. talks to the man in the tent and the dogs follow her.
D. talks and we see people riding horses and in the stables.

Reply with exactly one uppercase letter out of A, B, C, or D.
",141
24030.0,Plataform diving,A view of a very large diving platform with different heights is shown and people around the pool are walking. a person on one of the platforms,A,"Context:
""A view of a very large diving platform with different heights is shown and people around the pool are walking. a person on one of the platforms""

Which of the following endings best completes the context?

Choices:
A. dive into the pool.
B. is doing various dives in slow motion on a platform while people watch.
C. is holding onto a camera as well as several clips of people performing tricks.
D. is holding an arrow ready to shoot in the diving board.

Reply with exactly one uppercase letter out of A, B, C, or D.
",140
32730.0,Having an ice cream,She answers questions about needing to have down time as an actor and enjoying her favorite ice cream bar. the video,B,"Context:
""She answers questions about needing to have down time as an actor and enjoying her favorite ice cream bar. the video""

Which of the following endings best completes the context?

Choices:
A. ends with the same woman putting on makeup and cookies.
B. ends with a decadent chocolate ice cream bar being drizzled with rich chocolate.
C. ends with the closing credits shown on the screen.
D. ends with the closing captions displayed on the screen.

Reply with exactly one uppercase letter out of A, B, C, or D.
",141
18241.0,Getting a haircut,The female hair stylists begins by shampooing the hair of the young man. He sits and has his cut by the hair stylists. she,C,"Context:
""The female hair stylists begins by shampooing the hair of the young man. He sits and has his cut by the hair stylists. she""

Which of the following endings best completes the context?

Choices:
A. demonstrates how long he will be in the video.
B. braids the hair of the girl.
C. sprays a product throughout the hair of the man.
D. continues until the hair styling begins and then comes back and does the same thing again.

Reply with exactly one uppercase letter out of A, B, C, or D.
",141
14231.0,Skiing,Three woman are walking next to a house in a parking lot. People are snowboarding between two fences in a small hall going down a small slope. people,D,"Context:
""Three woman are walking next to a house in a parking lot. People are snowboarding between two fences in a small hall going down a small slope. people""

Which of the following endings best completes the context?

Choices:
A. are going a large snow hill in an area filled with snow.
B. are gathered in a living room eating pizza and showing pictures of a home.
C. are playing bridge in a court.
D. are standing in a snowy mountain in snowboards.

Reply with exactly one uppercase letter out of A, B, C, or D.
",141
21238.0,Zumba,A man is wearing sunglasses inside a building. We see a group of people in the building as they dance aerobically. they,D,"Context:
""A man is wearing sunglasses inside a building. We see a group of people in the building as they dance aerobically. they""

Which of the following endings best completes the context?

Choices:
A. take turns spinning off of the poles while doing so.
B. spin, flip, and toss a disk in the air.
C. cheer as they continue, ducking and kicking.
D. shake in unison, going back and forth and side to side.

Reply with exactly one uppercase letter out of A, B, C, or D.
",142
11985.0,Playing drums,"A man is sitting at a drum set. He is playing the drums and cymbals, and talking to the camera. he",C,"Context:
""A man is sitting at a drum set. He is playing the drums and cymbals, and talking to the camera. he""

Which of the following endings best completes the context?

Choices:
A. continues to speak, and then spoons his face in a bowl of water.
B. continues playing the drums while looking to the camera.
C. shows the mechanics of the pedals and the effects on the drums as he uses them.
D. then finishes and backs away.

Reply with exactly one uppercase letter out of A, B, C, or D.
",140
