ind,activity_label,ctx,answer,final_prompt,len_tk_phi3_mini_4k_instruct
47833.0,Shaving legs,She begins washing her leg with the soap while talking. She then uses a razor to shave her legs. afterward,D,"Context:
""She begins washing her leg with the soap while talking. She then uses a razor to shave her legs. afterward""

Which of the following endings best completes the context?

Choices:
A. , she applies shaving cream to her leg and begins shaving her leg into a near score line.
B. , she draws on her leg, showing off more leg area.
C. , she applies a lotion to her legs and smoking something, or drinking water.
D. , she smooths lotion onto her leg.

Reply with exactly one uppercase letter out of A, B, C, or D.
",150
39597.0,Blowing leaves,He is using it to move all the leaves off of the grass. He blows the leaves with the blower not really making any progress. then he,B,"Context:
""He is using it to move all the leaves off of the grass. He blows the leaves with the blower not really making any progress. then he""

Which of the following endings best completes the context?

Choices:
A. goes back to doing sand sculptures with the blower.
B. freezes in place and stops moving.
C. takes the blower out of his tool box and starts to blow the leaves and the grass with it.
D. moves onto the smaller rake he just blew and he turns in circles.

Reply with exactly one uppercase letter out of A, B, C, or D.
",147
14880.0,Wrapping presents,"She shows off a mug filled with gifts. She places it in cut cellophane, the wraps it around the present. she",B,"Context:
""She shows off a mug filled with gifts. She places it in cut cellophane, the wraps it around the present. she""

Which of the following endings best completes the context?

Choices:
A. stacks paper, tape and ribbon, sealing the gift.
B. then ties it off with colorful ribbons.
C. shows off her bike, using a retractable cable to fasten it onto her.
D. waits for the girl to open hers.

Reply with exactly one uppercase letter out of A, B, C, or D.
",144
32929.0,Painting furniture,A man is seen holding onto a paint machine and spraying it around all the furniture. he,D,"Context:
""A man is seen holding onto a paint machine and spraying it around all the furniture. he""

Which of the following endings best completes the context?

Choices:
A. uses a red hand paint can to paint several curtains as well as posters on the wall.
B. then uses a razor on the wooden furniture as a final finish to the chair.
C. continues spraying the overgrown furniture and spraying the walls and detailing.
D. continues painting around the area while the camera pans around his movements.

Reply with exactly one uppercase letter out of A, B, C, or D.
",153
17163.0,Mixing drinks,The man begins talking to the camera. The man takes a glass and fills the glass with various liquors. the man,D,"Context:
""The man begins talking to the camera. The man takes a glass and fills the glass with various liquors. the man""

Which of the following endings best completes the context?

Choices:
A. lights the match and inspires it to burn.
B. takes more products, pours it around the speaking person, tops them with ice and pours the liqueur in the glass.
C. puts the glass back down and then pours the liquors into a glass.
D. mixes the liquor in a shaker.

Reply with exactly one uppercase letter out of A, B, C, or D.
",147
49823.0,Spinning,A woman is seen speaking to the camera while standing around a group of exercise equipment. the woman,B,"Context:
""A woman is seen speaking to the camera while standing around a group of exercise equipment. the woman""

Which of the following endings best completes the context?

Choices:
A. is then seen riding around moving the equipment in different states.
B. shows how to adjust the exercise equipment then climbs on top and begins using it.
C. begins lady hula hooping with the equipment while flipping around.
D. holds up various objects while holding a set of dumbbells and leads into the woman roller blading around on the equipment.

Reply with exactly one uppercase letter out of A, B, C, or D.
",151
11929.0,Polishing forniture,A close up of a wooden bench is seen followed by a person mixing ingredients together. a person,A,"Context:
""A close up of a wooden bench is seen followed by a person mixing ingredients together. a person""

Which of the following endings best completes the context?

Choices:
A. is then seen holding a rag and wiping down the bench.
B. adds a pan of food into the pan and chickens are shown flying in the air.
C. shaves a piece of wood near the bench.
D. dips a rag in freezer sauce and begins wiping the bench out with the rag.

Reply with exactly one uppercase letter out of A, B, C, or D.
",148
27834.0,Layup drill in basketball,A man tries to stop a man from shooting a basket ball. The ball is passed across the room and men chase it across the court. a boy,A,"Context:
""A man tries to stop a man from shooting a basket ball. The ball is passed across the room and men chase it across the court. a boy""

Which of the following endings best completes the context?

Choices:
A. catches and tosses the ball behind him which is caught by another boy on his team.
B. stands in the middle of the court feeling bad.
C. breaks a basket and and messes with the man's hair.
D. tries to stop a man from playing a nine ball game.

Reply with exactly one uppercase letter out of A, B, C, or D.
",145
27355.0,Washing face,Then he washes it off using the water from the bathroom faucet and he looks in the mirror to know how much of it is gone. in the end,D,"Context:
""Then he washes it off using the water from the bathroom faucet and he looks in the mirror to know how much of it is gone. in the end""

Which of the following endings best completes the context?

Choices:
A. he rinses it off.
B. he puts it all back into the sink and his real shave is shown.
C. there is a contact case and he wipes the back of his hand over it.
D. , he looks again and it is all gone and he stops.

Reply with exactly one uppercase letter out of A, B, C, or D.
",146
24095.0,Getting a tattoo,A man makes tattoos on the back head and neck of a person. then,C,"Context:
""A man makes tattoos on the back head and neck of a person. then""

Which of the following endings best completes the context?

Choices:
A. , the man inserts the tattoo pad into the tattoo os and puts his arm around the person.
B. , he puts the tattoo on the back of head and shows his ear.
C. , the man cleans the head and neck with a white tissue.
D. , the man rings a key on a pole on front tattoos.

Reply with exactly one uppercase letter out of A, B, C, or D.
",147
2751.0,Snow tubing,People are going downhill on their snow tubes wearing winter gear and goggles. Some of them are snow tubing in groups of threes. they,B,"Context:
""People are going downhill on their snow tubes wearing winter gear and goggles. Some of them are snow tubing in groups of threes. they""

Which of the following endings best completes the context?

Choices:
A. were riding their tubes around the bend in the road waiting their turn to go down the hill.
B. are enjoying themselves coming down the slope rapidly.
C. are shown coming out of a tube and climbing down the side.
D. go down the downhill slide very quickly.

Reply with exactly one uppercase letter out of A, B, C, or D.
",151
16886.0,Making a lemonade,A woman starts talking to the camera. The woman then points to a jar full of powder. The woman begins slicing and squeezing lemons. the woman,D,"Context:
""A woman starts talking to the camera. The woman then points to a jar full of powder. The woman begins slicing and squeezing lemons. the woman""

Which of the following endings best completes the context?

Choices:
A. takes the bottom of a bottle and strains it into powder.
B. then adds flour to a brown bag and pours what she is using into a bowl.
C. grans lemons on a chopping block.
D. begins mixing and making lemonade.

Reply with exactly one uppercase letter out of A, B, C, or D.
",148
29878.0,Getting a tattoo,We see a lady sitting in a chair in a tattoo parlor as the tattoo artist is behind her working on her shoulder. we,B,"Context:
""We see a lady sitting in a chair in a tattoo parlor as the tattoo artist is behind her working on her shoulder. we""

Which of the following endings best completes the context?

Choices:
A. see her leg up close.
B. see the design briefly.
C. change to see a page in a tattoo shop where we see a different tattoo artist.
D. see a lady tools a tattoo gun on another lady and then the tattoo artist inks her with the tattoo gun.

Reply with exactly one uppercase letter out of A, B, C, or D.
",150
15854.0,Archery,The man with long hair is talking to the camera and holding a wooden bow. The man picked up the bow and arrow. the man with long hair,C,"Context:
""The man with long hair is talking to the camera and holding a wooden bow. The man picked up the bow and arrow. the man with long hair""

Which of the following endings best completes the context?

Choices:
A. hit a ball with the bow.
B. started playing and sitting next to a barbell.
C. began shooting the arrows to the target, took out the arrows and began shooting the arrow from farther distance.
D. pick up a bow and arrow and put it on the back of his neck.

Reply with exactly one uppercase letter out of A, B, C, or D.
",145
35215.0,Futsal,"The boys run, chasing the ball and fighting to get it away from each other. One boy kicks into the opposing team's goal. It is replayed in slow motion. the boys",A,"Context:
""The boys run, chasing the ball and fighting to get it away from each other. One boy kicks into the opposing team's goal. It is replayed in slow motion. the boys""

Which of the following endings best completes the context?

Choices:
A. continue playing for the remainder of the game.
B. compete again at the blue diamond, taking turns doing throw after throw after throw.
C. play arm wrestling for the camera.
D. return to the goal and fight to get to one another.

Reply with exactly one uppercase letter out of A, B, C, or D.
",148
11068.0,Doing motocross,A close up zooms in on a screen. Several adults and kids are outdoors. The kids are riding dirt bikes in a competition. they,A,"Context:
""A close up zooms in on a screen. Several adults and kids are outdoors. The kids are riding dirt bikes in a competition. they""

Which of the following endings best completes the context?

Choices:
A. are shown racing around a course and over hills and taking sharp turns.
B. race each other over and over.
C. are all riding their bikes around and around.
D. are then shown climbing over a set of uneven bars down a slide.

Reply with exactly one uppercase letter out of A, B, C, or D.
",143
32587.0,Playing water polo,A small group of people are seen swimming around a pool grabbing a ball and throwing it back and fourth. the people,C,"Context:
""A small group of people are seen swimming around a pool grabbing a ball and throwing it back and fourth. the people""

Which of the following endings best completes the context?

Choices:
A. continue kicking the ball around and lead into a competition involving a lot of people.
B. get up, grabbing a ball and one more throws it to the camera.
C. continue playing with one another and throw the ball around.
D. all hit the ball off the wall and continue hitting the ball around the area.

Reply with exactly one uppercase letter out of A, B, C, or D.
",146
34763.0,Removing ice from car,A close up of a car is seen followed by a person holding a scraper. The person pushes ice all along the car while looking to the camera. the person,C,"Context:
""A close up of a car is seen followed by a person holding a scraper. The person pushes ice all along the car while looking to the camera. the person""

Which of the following endings best completes the context?

Choices:
A. pushes their feet under the car and looks all around.
B. keeps scraping the car and ends by turning off the camera.
C. continues clearing off ice with the scraper while the camera captures her movements.
D. continues scraping all along the car.

Reply with exactly one uppercase letter out of A, B, C, or D.
",145
37829.0,Sharpening knives,We see a man teaching others to sharpen a knife in a butcher shop. The man wets the sharpening stone. Two men in the back laugh at something. the instructor,C,"Context:
""We see a man teaching others to sharpen a knife in a butcher shop. The man wets the sharpening stone. Two men in the back laugh at something. the instructor""

Which of the following endings best completes the context?

Choices:
A. shows us a basket of pennies.
B. checks the knives and uses the sharpened knife to sharpen a one.
C. uses a sharpening rod for the knife.
D. puts a paper in the sink.

Reply with exactly one uppercase letter out of A, B, C, or D.
",149
38406.0,Running a marathon,Various shots of a person running after dark are shown ranging from the bridge onto a city as well as a long beach. the person,C,"Context:
""Various shots of a person running after dark are shown ranging from the bridge onto a city as well as a long beach. the person""

Which of the following endings best completes the context?

Choices:
A. runs through various buildings as well as a fire and chases him all around.
B. then runs their hands over the houses while running and singing to the camera.
C. keeps running through the city while the camera captures him from several angles.
D. goes down numerous streets and long hills of a neighborhood and fails onto one particular road.

Reply with exactly one uppercase letter out of A, B, C, or D.
",151
17630.0,Getting a piercing,A young man is seen close up who then lays down on a table and looks around. a woman,C,"Context:
""A young man is seen close up who then lays down on a table and looks around. a woman""

Which of the following endings best completes the context?

Choices:
A. is then seen riding a horse and close ups of a fence is shown.
B. is seen jumping on a skateboard in various shots and other shots.
C. is seen piercings the mans lip an showing it from various angles.
D. then hits a male with a tennis racket and she spins as she does so.

Reply with exactly one uppercase letter out of A, B, C, or D.
",149
28121.0,Longboarding,The man puts the skateboard on the road and begins to ride it. The man stops near the camera and starts talking again. the man,C,"Context:
""The man puts the skateboard on the road and begins to ride it. The man stops near the camera and starts talking again. the man""

Which of the following endings best completes the context?

Choices:
A. rides the skateboard through a park and onto a bridge on a blue background.
B. touches his metal skateboard and talks his fingers while still riding the skateboard.
C. rides toward the camera one last time.
D. adjusts the camera and continues riding it.

Reply with exactly one uppercase letter out of A, B, C, or D.
",146
23148.0,Putting on makeup,A woman sits on her bed and applies makeup to her face. She uses a large brush to apply powder to her face. She puts mascara on her eyelashes. she,B,"Context:
""A woman sits on her bed and applies makeup to her face. She uses a large brush to apply powder to her face. She puts mascara on her eyelashes. she""

Which of the following endings best completes the context?

Choices:
A. puts lip sticks to her lips.
B. puts lipstick on her lips.
C. talks to the camera while sitting on her bed, head down.
D. then applies blush, and panels of eye shadow.

Reply with exactly one uppercase letter out of A, B, C, or D.
",144
36098.0,Playing water polo,"The people are swimming in the pool, then one person threw the ball to one side. The person throw the ball in the goal and went in. the players",A,"Context:
""The people are swimming in the pool, then one person threw the ball to one side. The person throw the ball in the goal and went in. the players""

Which of the following endings best completes the context?

Choices:
A. are swimming towards the other side of the goal and then they started swimming on other side of the goal post.
B. formed spears at pool.
C. climb the slide on the floor and jump to the pool and prepare to swim.
D. are playing on the beach and surfing on big waves.

Reply with exactly one uppercase letter out of A, B, C, or D.
",153
20682.0,Cleaning sink,A person is showing off a scrubbing brush and cleaner and pouring the clearing into a sink. he,A,"Context:
""A person is showing off a scrubbing brush and cleaner and pouring the clearing into a sink. he""

Which of the following endings best completes the context?

Choices:
A. scrubs the sink with the brush creating suds in the water while the facet runs.
B. shows off the powdered water and freshly washed dishes.
C. continue raking the dirt around and cleaning the surface of a sink.
D. drinks beer from a can until he is done.

Reply with exactly one uppercase letter out of A, B, C, or D.
",146
15197.0,Using the pommel horse,"A gymnast prepares to mount a beam. He mounts, then proceeds to do many flips and handsprings. when he",A,"Context:
""A gymnast prepares to mount a beam. He mounts, then proceeds to do many flips and handsprings. when he""

Which of the following endings best completes the context?

Choices:
A. is finished, he dismounts.
B. is done, he dismounts, shaking out his cape before bowing.
C. is done, he lands with his legs spread.
D. is done, he is congratulated, and his coach gives him a medal.

Reply with exactly one uppercase letter out of A, B, C, or D.
",144
4199.0,Snatch,A man kneels to grab a weight while a man watch him. A topless fat man practice weight lift behind the man. A person lift a weight on back. then,B,"Context:
""A man kneels to grab a weight while a man watch him. A topless fat man practice weight lift behind the man. A person lift a weight on back. then""

Which of the following endings best completes the context?

Choices:
A. holds the weight way out and stretches their arms and legs.
B. , the man lifts the weight, after he drops the weight to the floor.
C. , other woman lift weight on front her and shake hands.
D. , people lift weights alone.

Reply with exactly one uppercase letter out of A, B, C, or D.
",146
46079.0,Clean and jerk,A man is seen bending down before a set of weights with others watching him on the side. the man,C,"Context:
""A man is seen bending down before a set of weights with others watching him on the side. the man""

Which of the following endings best completes the context?

Choices:
A. then lifts the weights up around his head and drops them down while others stand on side of the chair and watch.
B. then takes the weights and lifts himself up while others do the same on the sides.
C. lifts up the weights over his head.
D. then lifts up the weight over his head and throws it down towards others.

Reply with exactly one uppercase letter out of A, B, C, or D.
",149
14385.0,Having an ice cream,A food attendant prepares an ice cream cone from a frozen yogurt dispenser. the man,B,"Context:
""A food attendant prepares an ice cream cone from a frozen yogurt dispenser. the man""

Which of the following endings best completes the context?

Choices:
A. sprinkles ice cream on the ice cream cone.
B. happily watches his ice cream being prepared.
C. scoops up a chunk and controls it with his fingers, smiling.
D. demonstrates how to make ice cream on the outside and inside of an ice cream scoop.

Reply with exactly one uppercase letter out of A, B, C, or D.
",143
11774.0,Doing kickboxing,There is another person standing in the same room who is video taping them fight. the boxer in the red shorts,C,"Context:
""There is another person standing in the same room who is video taping them fight. the boxer in the red shorts""

Which of the following endings best completes the context?

Choices:
A. walks towards the mirror and helps the winner stand up on the floor.
B. is doing the same moves with his right hand while the other guy is doing the same thing with his left.
C. punches the boxer in the black shorts.
D. is on his knees, jumping he arms.

Reply with exactly one uppercase letter out of A, B, C, or D.
",145
41730.0,Arm wrestling,A large black male and john cena are in a wrestling ring arm wrestling. the black male,A,"Context:
""A large black male and john cena are in a wrestling ring arm wrestling. the black male""

Which of the following endings best completes the context?

Choices:
A. is beginning to win but john cena uses all of his might to not give in and gains enough strength to push the hand back the other way.
B. keeps his right arm up to win.
C. kicking his feet behind him and the larger hitting his head.
D. loses his hand and instructs the event to the crowd.

Reply with exactly one uppercase letter out of A, B, C, or D.
",147
32304.0,Ice fishing,He gently tries to pull up and then reel the fishing line out of the hole. He dips and lowers while taking a break. he,B,"Context:
""He gently tries to pull up and then reel the fishing line out of the hole. He dips and lowers while taking a break. he""

Which of the following endings best completes the context?

Choices:
A. gets back on his hook and pulls a fish out while just looking at it.
B. tries to reel the line out again.
C. speaks to the camera again in the pitch black.
D. is almost completely in his fishing hole when something catches his eye.

Reply with exactly one uppercase letter out of A, B, C, or D.
",143
49316.0,Removing ice from car,The man talks to the camera then scrapes the ice off the drivers side window. The man turns to the camera for a moment. the man,B,"Context:
""The man talks to the camera then scrapes the ice off the drivers side window. The man turns to the camera for a moment. the man""

Which of the following endings best completes the context?

Choices:
A. then records the ice scraper.
B. then cleans the side mirror.
C. starts to ice cream while talking on his phone and he point smiling to the camera.
D. then smiles and the camera cuts again to the rink truck as a green light is flashing red on the door.

Reply with exactly one uppercase letter out of A, B, C, or D.
",150
45558.0,Horseback riding,A still image of an individual standing by a horse is shown. Two people ride horses down a forest path. One of the people stops the horse and dismounts. the person,A,"Context:
""A still image of an individual standing by a horse is shown. Two people ride horses down a forest path. One of the people stops the horse and dismounts. the person""

Which of the following endings best completes the context?

Choices:
A. remounts the horse and continues riding down the path.
B. enjoys a refreshing drink and makes a final turn and dismounts the horse.
C. then ties up the animals legs.
D. then pulls out a tack and holds onto it while kneeling down.

Reply with exactly one uppercase letter out of A, B, C, or D.
",150
44638.0,Pole vault,. the starting list for the men's pole vault event,A,"Context:
"". the starting list for the men's pole vault event""

Which of the following endings best completes the context?

Choices:
A. is displayed over the background of the competition area.
B. is displayed pages and lettered arrows.
C. appears and the men begin to perform and it includes throwing the ball in the air, doing several belly flops, and grabbing for the ball, while the professional jockey stands in the corner and notices with one hand on his hip how close he came to grabbing it.
D. .

Reply with exactly one uppercase letter out of A, B, C, or D.
",151
14382.0,Getting a haircut,"A hair dresser is cutting a mans hair, starting at the top. then",D,"Context:
""A hair dresser is cutting a mans hair, starting at the top. then""

Which of the following endings best completes the context?

Choices:
A. the shelf and instead of the last one, he starts above the hair dresser and shearing the rest of the hair around.
B. , the hair dresser styles the man's hair, she puts a rubber clamp on his hair to close the hair.
C. the client is cut almost to the curls.
D. , he starts at the back cut and combing back there.

Reply with exactly one uppercase letter out of A, B, C, or D.
",153
49871.0,Mixing drinks,The man pours the shaken liquid into a smaller glass. The man picks up an orange and cuts its skin. the man,A,"Context:
""The man pours the shaken liquid into a smaller glass. The man picks up an orange and cuts its skin. the man""

Which of the following endings best completes the context?

Choices:
A. squeezes the skin above the glass and adds it to the drink.
B. mixes the liquid and a straw.
C. pours the drink into two cups out of an orange dispenser.
D. uses scissors to rip off the top part of a fruit fly from the top of the fruit fly.

Reply with exactly one uppercase letter out of A, B, C, or D.
",149
14773.0,Longboarding,A group of bikers are going down a busy street filled with cars. They are seen with cameras mounted on skateboards before they start boarding in traffic. the man,D,"Context:
""A group of bikers are going down a busy street filled with cars. They are seen with cameras mounted on skateboards before they start boarding in traffic. the man""

Which of the following endings best completes the context?

Choices:
A. on the right takes the group in turns around, giving them fun rides.
B. speeds up on the a pogo stick in the end.
C. in red carries the bike away from the crowd.
D. dismounts his board and takes off his helmet before running.

Reply with exactly one uppercase letter out of A, B, C, or D.
",151
18181.0,Doing kickboxing,One man is seen holding boxing gloves and hitting a man standing in front of him. a man,A,"Context:
""One man is seen holding boxing gloves and hitting a man standing in front of him. a man""

Which of the following endings best completes the context?

Choices:
A. is seen blocking the other with pads while the man continues to punch and kick.
B. then kneels down and hits another man while the men continue punching.
C. watches the boxers fighting from behind a fence.
D. then kicks the other man over and over while he's hiding behind him.

Reply with exactly one uppercase letter out of A, B, C, or D.
",143
39781.0,Arm wrestling,Two men are sitting at the table with their arms positioned to arm wrestle. the young men,D,"Context:
""Two men are sitting at the table with their arms positioned to arm wrestle. the young men""

Which of the following endings best completes the context?

Choices:
A. wrestle and pose with sticks and laughs with each other.
B. pick up a wrestling man in their arms, and throw him onto the table with other individuals.
C. move the chairs back and forth over the table while screaming at each other.
D. are holding each other's hands as they arm wrestle each other.

Reply with exactly one uppercase letter out of A, B, C, or D.
",146
44012.0,Making a lemonade,A woman is giving instructions on how to make her lemonade. she,A,"Context:
""A woman is giving instructions on how to make her lemonade. she""

Which of the following endings best completes the context?

Choices:
A. shows all of the ingredients that she uses and starts to boil them and mix them on a pot on the stove.
B. pours three drinks into a glass and fills it with ice.
C. demonstrates how to brown sugar in a cup and mix it with water to make lemonade.
D. then adds sugar to the cup and stirs.

Reply with exactly one uppercase letter out of A, B, C, or D.
",145
20401.0,Hitting a pinata,A little boy in a yellow shirt is holding a yellow ruffled stick. he,C,"Context:
""A little boy in a yellow shirt is holding a yellow ruffled stick. he""

Which of the following endings best completes the context?

Choices:
A. tries to push it across the field but it doesn't hold up very well.
B. is swinging to and fro, hitting the ball all over the court.
C. tries to hit the batman pinata hanging, he missed then he hit him, he go around the pinata to hit it.
D. tries to hit a ball with it into a corner pocket.

Reply with exactly one uppercase letter out of A, B, C, or D.
",149
3272.0,Playing rubik cube,A man is showing a boy trying to solve a rubix cube. A timer is going to time the boy and other people around him are trying as well. on lookers,B,"Context:
""A man is showing a boy trying to solve a rubix cube. A timer is going to time the boy and other people around him are trying as well. on lookers""

Which of the following endings best completes the context?

Choices:
A. are scrolling through the detail of the puzzle, the boy turning the dial.
B. are going from table to table to watch.
C. he is able to solve the cube.
D. , the young boy has been trying to solve the triple cube 3 times.

Reply with exactly one uppercase letter out of A, B, C, or D.
",144
7314.0,Assembling bicycle,The man replaces the tire on the front rim and pumps it up. The man reinstalls the front tire onto the bike frame. the man,A,"Context:
""The man replaces the tire on the front rim and pumps it up. The man reinstalls the front tire onto the bike frame. the man""

Which of the following endings best completes the context?

Choices:
A. shows an electric piece of equipment then fastens it to the seat post.
B. replaces the bolt back on the chain saw tire.
C. removes the tire from the frame and shows it off.
D. puts the seat and the briefcase inside the bike frame.

Reply with exactly one uppercase letter out of A, B, C, or D.
",146
3998.0,Skateboarding,He throws a rubber tire on the ground. He is standing near a park bench with a skateboard in his hand. he,B,"Context:
""He throws a rubber tire on the ground. He is standing near a park bench with a skateboard in his hand. he""

Which of the following endings best completes the context?

Choices:
A. swiftly slides the tire on the ground.
B. is demonstrating how to do stunts on the skateboard by jumping up on the park bench.
C. walks slowly down the street.
D. is waiting for someone to come and help him dismantle a tire.

Reply with exactly one uppercase letter out of A, B, C, or D.
",147
39536.0,Making a cake,The cake is placed in the oven and the person makes a glaze. The person pokes holes in the cake and pours in the glaze. powdered sugar,A,"Context:
""The cake is placed in the oven and the person makes a glaze. The person pokes holes in the cake and pours in the glaze. powdered sugar""

Which of the following endings best completes the context?

Choices:
A. is sprinkled over the cake.
B. is melted in a mixer and mixed together before baking.
C. is added in a large bowl and sprinkled onto the cake.
D. is added in the pan and melts.

Reply with exactly one uppercase letter out of A, B, C, or D.
",146
18651.0,Preparing pasta,A chef is talking inside a kitchen as he fills a pan with frying oil and water. He boils pasta noodles in a pot. he,B,"Context:
""A chef is talking inside a kitchen as he fills a pan with frying oil and water. He boils pasta noodles in a pot. he""

Which of the following endings best completes the context?

Choices:
A. places the pan in a frying pan, then sets it on a cooling rack.
B. then tastes the noodles when they are done.
C. rolls it out on top of boiled pasta.
D. garnishes it in syrup.

Reply with exactly one uppercase letter out of A, B, C, or D.
",145
9776.0,Using the pommel horse,"A person behind the pommel horse takes pictures to the gymnast. After, the gymnast stands on his hands, turn and jumps to land on the mat, then walks. a man",A,"Context:
""A person behind the pommel horse takes pictures to the gymnast. After, the gymnast stands on his hands, turn and jumps to land on the mat, then walks. a man""

Which of the following endings best completes the context?

Choices:
A. walks holding a paper and pen.
B. draws curlers from the top of the pommel horse.
C. stand on his hands and spins to fall on the mat.
D. with red shirt is also led on stage, and then seated.

Reply with exactly one uppercase letter out of A, B, C, or D.
",152
14557.0,Hand car wash,"A person wet a car with water, then he puts detergent to the car using a long squeegee. The man rinses the car with water. then",D,"Context:
""A person wet a car with water, then he puts detergent to the car using a long squeegee. The man rinses the car with water. then""

Which of the following endings best completes the context?

Choices:
A. , the man holds a toothbrush.
B. , the car has a sponge wash, afterwards the dust is dried.
C. , the guy top the car.
D. , the man cleans again with soap and water the car for the second time.

Reply with exactly one uppercase letter out of A, B, C, or D.
",148
20956.0,Preparing salad,A man and woman are standing at a counter with a pineapple. The man ripped the top of the pineapple. the man,D,"Context:
""A man and woman are standing at a counter with a pineapple. The man ripped the top of the pineapple. the man""

Which of the following endings best completes the context?

Choices:
A. then threw the pineapple on a piece of fruit.
B. peels the skin off the pineapple by spraying it with peililsance.
C. put the pineapple on the sun visor and put his sunglasses back on.
D. sliced the top off the pineapple.

Reply with exactly one uppercase letter out of A, B, C, or D.
",151
30176.0,Dodgeball,"One of the players hits the ball on his opponent. The opponent strikes back at the other player, but he manages to dodge the ball. next",C,"Context:
""One of the players hits the ball on his opponent. The opponent strikes back at the other player, but he manages to dodge the ball. next""

Which of the following endings best completes the context?

Choices:
A. , two teams of younger men hold poles and play.
B. , the two players compete against each other in a foosball tournament.
C. , the player hits another ball directly at his opponent standing opposite him.
D. , they switch places, trying to hit the ball without missing it.

Reply with exactly one uppercase letter out of A, B, C, or D.
",150
38498.0,Grooming dog,A person is seen sitting down in a chair with a dog walking into frame. the person,C,"Context:
""A person is seen sitting down in a chair with a dog walking into frame. the person""

Which of the following endings best completes the context?

Choices:
A. then tattooing him on his back while a man walks in and out of frame.
B. is then seen taking off the shoes of the dog and begin cleaning him off.
C. then begins petting the dog while he makes a funny face.
D. then begins moving his legs in and out of frame while the dog walks on two legs.

Reply with exactly one uppercase letter out of A, B, C, or D.
",148
11894.0,Applying sunscreen,A man is sipping a drink on the beach. A girl is applying squirts of suntan lotion onto their bodies. then,A,"Context:
""A man is sipping a drink on the beach. A girl is applying squirts of suntan lotion onto their bodies. then""

Which of the following endings best completes the context?

Choices:
A. then go into the water, swimming and walking in the surf.
B. , the man arrange the girls shoulders, making sure that he has a nice concentrated spot.
C. another strapping girl removes their suntan lotion.
D. they are shown moving around in a bikini in the sand.

Reply with exactly one uppercase letter out of A, B, C, or D.
",147
26436.0,Kneeling,A woman in a red top is kneeling on a blue mat. The woman rises and stretches forward and back on the mat. the woman,B,"Context:
""A woman in a red top is kneeling on a blue mat. The woman rises and stretches forward and back on the mat. the woman""

Which of the following endings best completes the context?

Choices:
A. sprayies forward mid thrust, stretches again, does flips and lands flat on her stomach.
B. returns to a kneeling position.
C. harnesses to the human body some weights.
D. uses her feet to spread her legs and kneel, the same moves she used on the mat.

Reply with exactly one uppercase letter out of A, B, C, or D.
",152
31432.0,Zumba,They move their hands as they lift their right leg up high while dancing. Then they shake their hips and their heads they lip sync to the song. when the music,D,"Context:
""They move their hands as they lift their right leg up high while dancing. Then they shake their hips and their heads they lip sync to the song. when the music""

Which of the following endings best completes the context?

Choices:
A. ends the group continues dancing with their hips and waving to the audience.
B. is over, they release their legs and continue to dance.
C. slows clip and the men leave the stage with their headsets off.
D. gets faster, they move their hands in a circular motion.

Reply with exactly one uppercase letter out of A, B, C, or D.
",151
34618.0,Swimming,A young man stands on the start line of a swimming pool. then,D,"Context:
""A young man stands on the start line of a swimming pool. then""

Which of the following endings best completes the context?

Choices:
A. , a girl runs to the start line to jump.
B. , the young man spins his legs in circles in the pool before diving in.
C. , the young man dives into a small pool which causes his stomach to hit the water.
D. , the young man gets in the water and swims to the other side of the pull.

Reply with exactly one uppercase letter out of A, B, C, or D.
",143
14572.0,Washing hands,A man wearing surgical clothes demonstrates the proper way to wash hands for surgical procedures and first removes jewelry. the surgeon,D,"Context:
""A man wearing surgical clothes demonstrates the proper way to wash hands for surgical procedures and first removes jewelry. the surgeon""

Which of the following endings best completes the context?

Choices:
A. uses a squeegee to clean the knuckles of a hand under water.
B. is shown in another room with other medical personnel in the background.
C. removes a shredded interior ring of a christmas tree from a side pocket.
D. then wets his hands and ads soap.

Reply with exactly one uppercase letter out of A, B, C, or D.
",148
7424.0,Clean and jerk,A man lifts a barbell with weights from the ground up in a gym with other people nearby. the man,C,"Context:
""A man lifts a barbell with weights from the ground up in a gym with other people nearby. the man""

Which of the following endings best completes the context?

Choices:
A. slowly lifts his weight doing squats on front a barbell and looking back down after he's done lifting it.
B. lifts the barbell continuously with one hand upwards placed on his shoulders.
C. lifts the barbell up above his head.
D. begins to lift the barbell through the air and puts it on his head.

Reply with exactly one uppercase letter out of A, B, C, or D.
",152
2208.0,Installing carpet,Two men are walking down planks with one rolling out paper and putting tape across. other men,B,"Context:
""Two men are walking down planks with one rolling out paper and putting tape across. other men""

Which of the following endings best completes the context?

Choices:
A. are near the river narrating the waterboarding experience.
B. lay down a green sheet of paper and continue taping down the paper.
C. stream in and help a man lug a box in a canoe.
D. are crossing the boards with their canes and measuring out the width of the planks in between them.

Reply with exactly one uppercase letter out of A, B, C, or D.
",143
47039.0,Ironing clothes,A man is showing how to iron a shirt on an ironing board. He is then shown talking about how to iron clothes to the camera. he,D,"Context:
""A man is showing how to iron a shirt on an ironing board. He is then shown talking about how to iron clothes to the camera. he""

Which of the following endings best completes the context?

Choices:
A. then moves the shirt up and down the board while still talking.
B. is shown standing at a sink ironing one shirt after the other.
C. shows off the socks and shoes before moving on to the shirt and underwear.
D. shows the settings and how to do it appropriately.

Reply with exactly one uppercase letter out of A, B, C, or D.
",150
