question,question_concept,_split,answer,final_prompt,len_tk_mistral_7b_base
"Sean was a wreck.  He  loved to build houses, but in his current state, he couldn't do what?",wreck,validation-00000-of-00001,C,"Question:
Sean was a wreck.  He  loved to build houses, but in his current state, he couldn't do what?

Which of the following is the best response to the question?

Choices:
A. stand up
B. produce
C. construct
D. make
E. build

Reply with exactly one uppercase letter out of A, B, C, D or E.
",94
"After his mother saw his report card he knew he was going to be doing housework, what could have prevented this?",doing housework,train-00000-of-00001,E,"Question:
After his mother saw his report card he knew he was going to be doing housework, what could have prevented this?

Which of the following is the best response to the question?

Choices:
A. sneezing
B. fatigue
C. house clean
D. feeling satisfied
E. getting good grades

Reply with exactly one uppercase letter out of A, B, C, D or E.
",97
"The person was always using mouthwash, why were they doing that?",person,train-00000-of-00001,C,"Question:
The person was always using mouthwash, why were they doing that?

Which of the following is the best response to the question?

Choices:
A. headache
B. to quench thirst
C. white teeth
D. source of income
E. fair trial

Reply with exactly one uppercase letter out of A, B, C, D or E.
",91
"The person took a ibuprofen after experiencing a headache, what happened to him next?",person,train-00000-of-00001,A,"Question:
The person took a ibuprofen after experiencing a headache, what happened to him next?

Which of the following is the best response to the question?

Choices:
A. feel relieved
B. cross street
C. learn to swim
D. walk
E. act responsibly

Reply with exactly one uppercase letter out of A, B, C, D or E.
",92
"His favorite general store had most things, and if it didn't it was conveniently located with other shops in the what?",general store,train-00000-of-00001,A,"Question:
His favorite general store had most things, and if it didn't it was conveniently located with other shops in the what?

Which of the following is the best response to the question?

Choices:
A. shopping mall
B. barn
C. salt
D. old west
E. checkers

Reply with exactly one uppercase letter out of A, B, C, D or E.
",96
"His hatred drove him, he rose through the ranks and eventually led the soldiers to the end game of doing what?",hatred,train-00000-of-00001,E,"Question:
His hatred drove him, he rose through the ranks and eventually led the soldiers to the end game of doing what?

Which of the following is the best response to the question?

Choices:
A. judge
B. fight enemy
C. killing
D. advance into battle
E. conquer opponent

Reply with exactly one uppercase letter out of A, B, C, D or E.
",94
"When James flew to see his sister across the country, the first thing he looked for was a bar.   Where might Jame's sister have lived?",bar,train-00000-of-00001,C,"Question:
When James flew to see his sister across the country, the first thing he looked for was a bar.   Where might Jame's sister have lived?

Which of the following is the best response to the question?

Choices:
A. airport
B. salon
C. michigan
D. nightclub
E. public house

Reply with exactly one uppercase letter out of A, B, C, D or E.
",103
"There was a toll road outsied of Hoboke, where was it located?",toll road,train-00000-of-00001,D,"Question:
There was a toll road outsied of Hoboke, where was it located?

Which of the following is the best response to the question?

Choices:
A. massachusetts
B. connecticut
C. new england
D. new jersey
E. west united states

Reply with exactly one uppercase letter out of A, B, C, D or E.
",91
"She was famous for her needlepoint, this one was going to be round so she grabbed her round wooden what?",needlepoint,train-00000-of-00001,D,"Question:
She was famous for her needlepoint, this one was going to be round so she grabbed her round wooden what?

Which of the following is the best response to the question?

Choices:
A. livingroom
B. artscraft store
C. sewing
D. frame
E. artefact

Reply with exactly one uppercase letter out of A, B, C, D or E.
",95
"James thought that the desk was built with solidity, but when he rapped on it he could hear what?",solidity,train-00000-of-00001,C,"Question:
James thought that the desk was built with solidity, but when he rapped on it he could hear what?

Which of the following is the best response to the question?

Choices:
A. openness
B. instability
C. hollowness
D. strange sounds
E. weakness

Reply with exactly one uppercase letter out of A, B, C, D or E.
",96
What would happen to a person if he or she fell down and broke his or her leg?,person,train-00000-of-00001,E,"Question:
What would happen to a person if he or she fell down and broke his or her leg?

Which of the following is the best response to the question?

Choices:
A. get cast
B. try to learn
C. feel proud
D. catch cold
E. need assistance

Reply with exactly one uppercase letter out of A, B, C, D or E.
",91
Dan found a bunch of ball bearings behind a wall when he was doing renovations.  Where might that wall have been?,ball bearing,train-00000-of-00001,D,"Question:
Dan found a bunch of ball bearings behind a wall when he was doing renovations.  Where might that wall have been?

Which of the following is the best response to the question?

Choices:
A. high quality motor
B. skatepark
C. machines
D. church
E. can

Reply with exactly one uppercase letter out of A, B, C, D or E.
",96
"The delivery man was delivering a whole crate of shampoo, they went through a lot of it at the what?",shampoo,train-00000-of-00001,E,"Question:
The delivery man was delivering a whole crate of shampoo, they went through a lot of it at the what?

Which of the following is the best response to the question?

Choices:
A. supermarket
B. motel
C. at hotel
D. shampoo bottle
E. hair salon

Reply with exactly one uppercase letter out of A, B, C, D or E.
",98
"If I have to pass through a ticket booth to ride a roller coaster, where am I likely?",ticket booth,train-00000-of-00001,B,"Question:
If I have to pass through a ticket booth to ride a roller coaster, where am I likely?

Which of the following is the best response to the question?

Choices:
A. train station
B. amusement park
C. venue
D. bank
E. fairgrounds

Reply with exactly one uppercase letter out of A, B, C, D or E.
",93
John played a brass drum very well.  He loved classical music and decided that he wanted to join what?,bass drum,train-00000-of-00001,D,"Question:
John played a brass drum very well.  He loved classical music and decided that he wanted to join what?

Which of the following is the best response to the question?

Choices:
A. low notes
B. rock band
C. sing
D. orchestra
E. drum set

Reply with exactly one uppercase letter out of A, B, C, D or E.
",92
Food on what kind of transport is normally freeze dried or dehydrated?,food,train-00000-of-00001,C,"Question:
Food on what kind of transport is normally freeze dried or dehydrated?

Which of the following is the best response to the question?

Choices:
A. friend's house
B. bicycle
C. space shuttle
D. kitchen
E. disneyland

Reply with exactly one uppercase letter out of A, B, C, D or E.
",91
"He found it odd that while attending lecture the professor got preachy, and even weirder when his fellow students started to what?",attending lecture,train-00000-of-00001,A,"Question:
He found it odd that while attending lecture the professor got preachy, and even weirder when his fellow students started to what?

Which of the following is the best response to the question?

Choices:
A. applaud
B. laughed
C. learning
D. taking notes
E. fall asleep

Reply with exactly one uppercase letter out of A, B, C, D or E.
",97
Jan is a person who works in a zoo and is very well organized.  You might say that he is very what?,person,train-00000-of-00001,C,"Question:
Jan is a person who works in a zoo and is very well organized.  You might say that he is very what?

Which of the following is the best response to the question?

Choices:
A. many people
B. animal
C. put together
D. headache
E. nuisances

Reply with exactly one uppercase letter out of A, B, C, D or E.
",97
James put a divider between arithmetic and English.  This meant that he could continue using what?,divider,train-00000-of-00001,E,"Question:
James put a divider between arithmetic and English.  This meant that he could continue using what?

Which of the following is the best response to the question?

Choices:
A. office suite
B. his textbook
C. binder
D. math class
E. notebook

Reply with exactly one uppercase letter out of A, B, C, D or E.
",94
"He was selling all his collector items even the rare plate, he had bought a lot at the what for the weekend?",plate,train-00000-of-00001,D,"Question:
He was selling all his collector items even the rare plate, he had bought a lot at the what for the weekend?

Which of the following is the best response to the question?

Choices:
A. supermarket
B. kitchen cupboard
C. table
D. flea market
E. dishwasher

Reply with exactly one uppercase letter out of A, B, C, D or E.
",99
"If someone was determined to curb their inability to save for retirement, they might want to look into the what?",curb,train-00000-of-00001,E,"Question:
If someone was determined to curb their inability to save for retirement, they might want to look into the what?

Which of the following is the best response to the question?

Choices:
A. sidewalk
B. under the bed
C. street corner
D. city
E. stockmarket

Reply with exactly one uppercase letter out of A, B, C, D or E.
",94
"He was receiving workman's compensation, he had tripped over a metal rod while building where?",metal rod,train-00000-of-00001,B,"Question:
He was receiving workman's compensation, he had tripped over a metal rod while building where?

Which of the following is the best response to the question?

Choices:
A. factory
B. construction site
C. engine
D. insides of skyscraper's walls
E. shops

Reply with exactly one uppercase letter out of A, B, C, D or E.
",97
"John kept his right hand on the wall, knowing that it's the simplest way to keep from backtracking.  Where is John?",wall,train-00000-of-00001,C,"Question:
John kept his right hand on the wall, knowing that it's the simplest way to keep from backtracking.  Where is John?

Which of the following is the best response to the question?

Choices:
A. corner
B. art show
C. labyrinth
D. classroom
E. prison

Reply with exactly one uppercase letter out of A, B, C, D or E.
",99
John was cleaning up and found pics from his trip to California in something old.  What did he probablt find them in?,pictures,train-00000-of-00001,A,"Question:
John was cleaning up and found pics from his trip to California in something old.  What did he probablt find them in?

Which of the following is the best response to the question?

Choices:
A. suitcase
B. television
C. attic
D. fridge
E. newspaper

Reply with exactly one uppercase letter out of A, B, C, D or E.
",97
James went to Sarah's birthday party on the day after his father died.  He wanted her to be what?,birthday,train-00000-of-00001,C,"Question:
James went to Sarah's birthday party on the day after his father died.  He wanted her to be what?

Which of the following is the best response to the question?

Choices:
A. mourn
B. dead day
C. happy
D. new age
E. funeral

Reply with exactly one uppercase letter out of A, B, C, D or E.
",94
"He dreamed he was wide awake, but in fact he was in the middle of a very what?",awake,train-00000-of-00001,A,"Question:
He dreamed he was wide awake, but in fact he was in the middle of a very what?

Which of the following is the best response to the question?

Choices:
A. deep sleep
B. get to sleep
C. conscious
D. open eyes
E. field

Reply with exactly one uppercase letter out of A, B, C, D or E.
",91
James was an American horse. He thought his home was too hot.  Where might he have lived?,horse,train-00000-of-00001,A,"Question:
James was an American horse. He thought his home was too hot.  Where might he have lived?

Which of the following is the best response to the question?

Choices:
A. arizona
B. farm yard
C. south
D. michigan
E. western movie

Reply with exactly one uppercase letter out of A, B, C, D or E.
",93
"If one needed the bathroom they needed a key, to get it they had to also buy something from the what?",bathroom,validation-00000-of-00001,B,"Question:
If one needed the bathroom they needed a key, to get it they had to also buy something from the what?

Which of the following is the best response to the question?

Choices:
A. school
B. convenience store
C. rest area
D. mall
E. theater

Reply with exactly one uppercase letter out of A, B, C, D or E.
",92
"If a person wants to get coffee without leaving their car, where might they stop?",coffee,train-00000-of-00001,E,"Question:
If a person wants to get coffee without leaving their car, where might they stop?

Which of the following is the best response to the question?

Choices:
A. gas station
B. grocery store
C. friend's house
D. supermarket
E. fast food restaurant

Reply with exactly one uppercase letter out of A, B, C, D or E.
",91
"A student puked in the cafeteria, the janitor retrieved his bucket of sawdust from the what?",bucket,train-00000-of-00001,A,"Question:
A student puked in the cafeteria, the janitor retrieved his bucket of sawdust from the what?

Which of the following is the best response to the question?

Choices:
A. utility closet
B. well
C. garden shed
D. pantry
E. cupboard

Reply with exactly one uppercase letter out of A, B, C, D or E.
",96
Jim's grass didn't get any sunlight because he parked his car over it.  The grass began to do what?,grass,train-00000-of-00001,B,"Question:
Jim's grass didn't get any sunlight because he parked his car over it.  The grass began to do what?

Which of the following is the best response to the question?

Choices:
A. continue to grow
B. turn brown
C. changes color with seasons
D. dry
E. burn

Reply with exactly one uppercase letter out of A, B, C, D or E.
",99
"The small dog had died and, the family treasured him a lot, where did they decide to place it?",small dog,train-00000-of-00001,A,"Question:
The small dog had died and, the family treasured him a lot, where did they decide to place it?

Which of the following is the best response to the question?

Choices:
A. coffin
B. denmark
C. bucket
D. basket
E. new hampshire

Reply with exactly one uppercase letter out of A, B, C, D or E.
",95
"The construction manager was communicating to the concerned financiers of the building, what was he briefing them on?",communicating,train-00000-of-00001,B,"Question:
The construction manager was communicating to the concerned financiers of the building, what was he briefing them on?

Which of the following is the best response to the question?

Choices:
A. collaboration
B. progress
C. bulldozer
D. exchanging ideas
E. static

Reply with exactly one uppercase letter out of A, B, C, D or E.
",94
"I'm watching tv because there is nothing else to do, what do I expect to get from this?",watching tv,train-00000-of-00001,B,"Question:
I'm watching tv because there is nothing else to do, what do I expect to get from this?

Which of the following is the best response to the question?

Choices:
A. erections
B. entertainment
C. boredom
D. get fat
E. sadness

Reply with exactly one uppercase letter out of A, B, C, D or E.
",92
"The cloth's are not yet placed where they belong, where should we put them?",cloth,train-00000-of-00001,A,"Question:
The cloth's are not yet placed where they belong, where should we put them?

Which of the following is the best response to the question?

Choices:
A. linen closet
B. kitchen
C. on the space heater
D. fabric store
E. bedroom

Reply with exactly one uppercase letter out of A, B, C, D or E.
",91
"Stopping being married to one another was a costly task, the lawyers and their what were astronomical?",stopping being married to,train-00000-of-00001,D,"Question:
Stopping being married to one another was a costly task, the lawyers and their what were astronomical?

Which of the following is the best response to the question?

Choices:
A. free time
B. pleasure
C. get divorced
D. legal fees
E. being lonely

Reply with exactly one uppercase letter out of A, B, C, D or E.
",93
James crushed his paper coffee cup and then left it in its proper place.  Where might he have left it?,coffee cup,train-00000-of-00001,E,"Question:
James crushed his paper coffee cup and then left it in its proper place.  Where might he have left it?

Which of the following is the best response to the question?

Choices:
A. coffee
B. desk
C. starbucks
D. cupboard
E. trash

Reply with exactly one uppercase letter out of A, B, C, D or E.
",93
"When someone is talking and you missed something, what can you do to get them to repeat it?",talking,validation-00000-of-00001,B,"Question:
When someone is talking and you missed something, what can you do to get them to repeat it?

Which of the following is the best response to the question?

Choices:
A. walking
B. ask question
C. think
D. write question in crayon
E. sneeze

Reply with exactly one uppercase letter out of A, B, C, D or E.
",93
"Danny was studying statistics in class, and he something disturbing about driving.   It causes a significant number of what?",driving,train-00000-of-00001,A,"Question:
Danny was studying statistics in class, and he something disturbing about driving.   It causes a significant number of what?

Which of the following is the best response to the question?

Choices:
A. deaths
B. moving
C. car wrecks
D. using gas
E. may die

Reply with exactly one uppercase letter out of A, B, C, D or E.
",96
"From state to state gardeners appreciate the bee, it is a popular pollinator where?",bee,train-00000-of-00001,A,"Question:
From state to state gardeners appreciate the bee, it is a popular pollinator where?

Which of the following is the best response to the question?

Choices:
A. united states
B. apiary
C. michigan
D. trees
E. field of flowers

Reply with exactly one uppercase letter out of A, B, C, D or E.
",91
A battleship can be sunk by an unseen torpedo fired by a what?,battleship,train-00000-of-00001,B,"Question:
A battleship can be sunk by an unseen torpedo fired by a what?

Which of the following is the best response to the question?

Choices:
A. patrol boat
B. submarine
C. corvette
D. destroyer
E. frigate

Reply with exactly one uppercase letter out of A, B, C, D or E.
",91
"The police man was waving flares, what did he do with the impatient car?",policeman,train-00000-of-00001,E,"Question:
The police man was waving flares, what did he do with the impatient car?

Which of the following is the best response to the question?

Choices:
A. book robber
B. he had a word with the driver.
C. believe guilty
D. direct traffic
E. wave on

Reply with exactly one uppercase letter out of A, B, C, D or E.
",97
"She loved spending money at the thrift store on knickknacks, this resulted in a lot of what on every shelf in her house?",spending money,validation-00000-of-00001,B,"Question:
She loved spending money at the thrift store on knickknacks, this resulted in a lot of what on every shelf in her house?

Which of the following is the best response to the question?

Choices:
A. poverty
B. clutter
C. getting
D. satisfaction
E. more happiness

Reply with exactly one uppercase letter out of A, B, C, D or E.
",97
"The peanuts were sealed for freshness, so where were they placed?",peanuts,train-00000-of-00001,A,"Question:
The peanuts were sealed for freshness, so where were they placed?

Which of the following is the best response to the question?

Choices:
A. jar
B. peanut shells
C. carnival
D. ballpark
E. bought at grocery store

Reply with exactly one uppercase letter out of A, B, C, D or E.
",92
The projector displayed slides on the wall as the presenter talked to the audience.  Billy wished he didn't come to this event.  Where was he?,projector,train-00000-of-00001,C,"Question:
The projector displayed slides on the wall as the presenter talked to the audience.  Billy wished he didn't come to this event.  Where was he?

Which of the following is the best response to the question?

Choices:
A. movies
B. meeting
C. conference
D. theatre
E. show films

Reply with exactly one uppercase letter out of A, B, C, D or E.
",101
"Bobby had a toothache so he went to the closet dentist office, which was in a strange place.  Where might it be?",dentist office,train-00000-of-00001,B,"Question:
Bobby had a toothache so he went to the closet dentist office, which was in a strange place.  Where might it be?

Which of the following is the best response to the question?

Choices:
A. town
B. office building
C. patient
D. medical center
E. candy shop

Reply with exactly one uppercase letter out of A, B, C, D or E.
",98
James knew that he shouldn't have been buying beer for minors.  He didn't even get paid for it.  Why was this bad?,buying beer,validation-00000-of-00001,D,"Question:
James knew that he shouldn't have been buying beer for minors.  He didn't even get paid for it.  Why was this bad?

Which of the following is the best response to the question?

Choices:
A. lose money
B. fun
C. have no money
D. broken law
E. relaxation

Reply with exactly one uppercase letter out of A, B, C, D or E.
",103
"When you're expressing yourself in simple terms, what sort of reaction would be expected?",expressing yourself,train-00000-of-00001,E,"Question:
When you're expressing yourself in simple terms, what sort of reaction would be expected?

Which of the following is the best response to the question?

Choices:
A. creation of art
B. being slapped
C. laughter
D. embarrassment
E. people will understand

Reply with exactly one uppercase letter out of A, B, C, D or E.
",92
"While her husband golfed the wife preferred the tennis court, they were both happy with their membership where?",tennis court,train-00000-of-00001,C,"Question:
While her husband golfed the wife preferred the tennis court, they were both happy with their membership where?

Which of the following is the best response to the question?

Choices:
A. school
B. park
C. country club
D. wimbledon
E. health club

Reply with exactly one uppercase letter out of A, B, C, D or E.
",92
Most people make stupid assumptions that are based on their prejudices.  What might they do instead to achieve better outcomes?,most people,validation-00000-of-00001,B,"Question:
Most people make stupid assumptions that are based on their prejudices.  What might they do instead to achieve better outcomes?

Which of the following is the best response to the question?

Choices:
A. set table
B. think
C. read books
D. play games
E. lie

Reply with exactly one uppercase letter out of A, B, C, D or E.
",93
"the dog brought a stick back to the house, the man could tell it came from a small area nearby, where was it likely from?",stick,train-00000-of-00001,C,"Question:
the dog brought a stick back to the house, the man could tell it came from a small area nearby, where was it likely from?

Which of the following is the best response to the question?

Choices:
A. grass
B. forest
C. woods
D. yard
E. outside

Reply with exactly one uppercase letter out of A, B, C, D or E.
",94
"The knob of the kitchen drawer wouldn't stay tightened, so he went to buy a new screw where?",knob,train-00000-of-00001,E,"Question:
The knob of the kitchen drawer wouldn't stay tightened, so he went to buy a new screw where?

Which of the following is the best response to the question?

Choices:
A. control panel
B. television
C. opening mailbox
D. supermarket
E. hardware store

Reply with exactly one uppercase letter out of A, B, C, D or E.
",95
"Joe's cat smelled something delicious and jumped into this, causing him to panic and fear for its life. Where might it have jumped?",cat,validation-00000-of-00001,C,"Question:
Joe's cat smelled something delicious and jumped into this, causing him to panic and fear for its life. Where might it have jumped?

Which of the following is the best response to the question?

Choices:
A. meat loaf
B. bedroom
C. microwave
D. living room
E. floor

Reply with exactly one uppercase letter out of A, B, C, D or E.
",100
When he couldn't hear the sickness in her voice over the phone anymore he told the object of his love you what?,object,train-00000-of-00001,B,"Question:
When he couldn't hear the sickness in her voice over the phone anymore he told the object of his love you what?

Which of the following is the best response to the question?

Choices:
A. appear
B. sound well
C. become broken
D. belong to person
E. gain speed

Reply with exactly one uppercase letter out of A, B, C, D or E.
",97
"When people start learning about science and presented with hard science facts, many of them turn to what, despite what they may have learned growing up?",learning about science,train-00000-of-00001,B,"Question:
When people start learning about science and presented with hard science facts, many of them turn to what, despite what they may have learned growing up?

Which of the following is the best response to the question?

Choices:
A. experiment
B. atheism
C. arabic
D. scientific knowledge
E. new ideas

Reply with exactly one uppercase letter out of A, B, C, D or E.
",101
"If I take my heifer out East, where's a place we might end up?",heifer,train-00000-of-00001,A,"Question:
If I take my heifer out East, where's a place we might end up?

Which of the following is the best response to the question?

Choices:
A. new hampshire
B. dairy farm
C. farm field
D. texas
E. county fair

Reply with exactly one uppercase letter out of A, B, C, D or E.
",93
"A small dog is lost in Copenhagen, what is the dogs likely nationality?",small dog,train-00000-of-00001,A,"Question:
A small dog is lost in Copenhagen, what is the dogs likely nationality?

Which of the following is the best response to the question?

Choices:
A. denmark
B. new hampshire
C. backyard
D. danish
E. coffin

Reply with exactly one uppercase letter out of A, B, C, D or E.
",92
James was not good at socializing but he didn't care.  He just wanted to do what?,socialising,train-00000-of-00001,C,"Question:
James was not good at socializing but he didn't care.  He just wanted to do what?

Which of the following is the best response to the question?

Choices:
A. instagating
B. trouble
C. have fun
D. making friends
E. anxiety

Reply with exactly one uppercase letter out of A, B, C, D or E.
",93
Where would you find a parking area near if you're hoping to ride a rollercoaster?,parking area,train-00000-of-00001,B,"Question:
Where would you find a parking area near if you're hoping to ride a rollercoaster?

Which of the following is the best response to the question?

Choices:
A. city
B. amusement park
C. parkade
D. apartment complex
E. people

Reply with exactly one uppercase letter out of A, B, C, D or E.
",91
"The person was shocked when the FBI talked to her about some facebook posts, what did the person want?",person,train-00000-of-00001,E,"Question:
The person was shocked when the FBI talked to her about some facebook posts, what did the person want?

Which of the following is the best response to the question?

Choices:
A. money
B. food and water
C. freedom of information
D. compliments
E. freedom of expression

Reply with exactly one uppercase letter out of A, B, C, D or E.
",95
He fantasied about getting a what while driving to work and the pros and cons of the extra responsibilities and benefits?,driving to work,train-00000-of-00001,B,"Question:
He fantasied about getting a what while driving to work and the pros and cons of the extra responsibilities and benefits?

Which of the following is the best response to the question?

Choices:
A. new car
B. promotion
C. boredom
D. impatience
E. pressure

Reply with exactly one uppercase letter out of A, B, C, D or E.
",94
"Sometimes a human has an office job, being seated all day means they should big a quality and comfortable what?",human,train-00000-of-00001,A,"Question:
Sometimes a human has an office job, being seated all day means they should big a quality and comfortable what?

Which of the following is the best response to the question?

Choices:
A. chair
B. desk
C. workplace
D. internet cafe
E. submarine

Reply with exactly one uppercase letter out of A, B, C, D or E.
",92
"Lance was a hothead, but he was getting better.  He removed himself from the situation and spent some time cooling off.  He didn't need what?",cooling off,train-00000-of-00001,D,"Question:
Lance was a hothead, but he was getting better.  He removed himself from the situation and spent some time cooling off.  He didn't need what?

Which of the following is the best response to the question?

Choices:
A. expansion
B. relaxation
C. soap
D. revenge
E. loss of heat

Reply with exactly one uppercase letter out of A, B, C, D or E.
",103
"The kids were living big in the big city, the went to a nightclub on the lower east side of where?",nightclub,train-00000-of-00001,D,"Question:
The kids were living big in the big city, the went to a nightclub on the lower east side of where?

Which of the following is the best response to the question?

Choices:
A. drink and dance
B. building
C. toronto
D. manhattan
E. downtown area

Reply with exactly one uppercase letter out of A, B, C, D or E.
",95
Billy owned the finest clothing store in the midwest.  Where might Billy live?,clothing store,train-00000-of-00001,C,"Question:
Billy owned the finest clothing store in the midwest.  Where might Billy live?

Which of the following is the best response to the question?

Choices:
A. strip mall
B. heaven
C. ohio
D. city or town
E. shopping mall

Reply with exactly one uppercase letter out of A, B, C, D or E.
",91
What would be the result of going into a deep trance in order to purge the subconscious?,going into trance,train-00000-of-00001,B,"Question:
What would be the result of going into a deep trance in order to purge the subconscious?

Which of the following is the best response to the question?

Choices:
A. loss of control
B. memory loss
C. closed eyes
D. confusion
E. meditation epilepsy

Reply with exactly one uppercase letter out of A, B, C, D or E.
",94
There is a giant enemy crap.  It is too big to fit though doors.  So it is stuck where?,crab,train-00000-of-00001,E,"Question:
There is a giant enemy crap.  It is too big to fit though doors.  So it is stuck where?

Which of the following is the best response to the question?

Choices:
A. virginia
B. cape cod
C. make person sick
D. fish market
E. outside

Reply with exactly one uppercase letter out of A, B, C, D or E.
",97
Where is a good place for a safabed to be so it can also be used for seating?,sofabed,train-00000-of-00001,B,"Question:
Where is a good place for a safabed to be so it can also be used for seating?

Which of the following is the best response to the question?

Choices:
A. garage
B. sitting room
C. spare room
D. livingroom
E. dinning roam

Reply with exactly one uppercase letter out of A, B, C, D or E.
",94
"The family finished dinner, the child's chore was to load the dirty dishes where?",dirty dishes,validation-00000-of-00001,B,"Question:
The family finished dinner, the child's chore was to load the dirty dishes where?

Which of the following is the best response to the question?

Choices:
A. restaurant kitchen
B. dishwasher
C. son's room
D. cabinet
E. party

Reply with exactly one uppercase letter out of A, B, C, D or E.
",92
Joe bought a ficus.  He thought it would look good in what part of his home?,ficus,train-00000-of-00001,A,"Question:
Joe bought a ficus.  He thought it would look good in what part of his home?

Which of the following is the best response to the question?

Choices:
A. family room
B. tropical forest
C. flower garden
D. movie theater
E. hair salon

Reply with exactly one uppercase letter out of A, B, C, D or E.
",93
"The spout was producing hardly a dribble, so fearing germs he began to look for another what?",spout,train-00000-of-00001,C,"Question:
The spout was producing hardly a dribble, so fearing germs he began to look for another what?

Which of the following is the best response to the question?

Choices:
A. kettle
B. teapot
C. water fountain
D. garage
E. gasoline can

Reply with exactly one uppercase letter out of A, B, C, D or E.
",99
"The child was getting many gifts for his birthday, his father reminded him to do what after opening each one?",getting,validation-00000-of-00001,D,"Question:
The child was getting many gifts for his birthday, his father reminded him to do what after opening each one?

Which of the following is the best response to the question?

Choices:
A. show appreciation
B. asking for
C. exchanging
D. say thank
E. smile

Reply with exactly one uppercase letter out of A, B, C, D or E.
",92
"I needed my jeans washed when my electricity was cut off, where did I go?",jeans,train-00000-of-00001,E,"Question:
I needed my jeans washed when my electricity was cut off, where did I go?

Which of the following is the best response to the question?

Choices:
A. thrift store
B. clothing store
C. costume shop
D. shopping mall
E. laundromat

Reply with exactly one uppercase letter out of A, B, C, D or E.
",91
"A person needs to breathe to survive, but they also need what two things to thrive?",person,train-00000-of-00001,E,"Question:
A person needs to breathe to survive, but they also need what two things to thrive?

Which of the following is the best response to the question?

Choices:
A. freedom of expression
B. freedom of information
C. hugs
D. own house
E. food and water

Reply with exactly one uppercase letter out of A, B, C, D or E.
",93
"The goal was to hit the target, but a projectile ball can't hit anything if it isn't in what?",projectile ball,validation-00000-of-00001,A,"Question:
The goal was to hit the target, but a projectile ball can't hit anything if it isn't in what?

Which of the following is the best response to the question?

Choices:
A. motion
B. ocean
C. flintlock
D. arcade
E. tennis court

Reply with exactly one uppercase letter out of A, B, C, D or E.
",96
"After spending a hot summer day running after ball while playing baseball, what might happen to a person's body?",running after ball,train-00000-of-00001,C,"Question:
After spending a hot summer day running after ball while playing baseball, what might happen to a person's body?

Which of the following is the best response to the question?

Choices:
A. physical exertion
B. tiredness
C. sweating
D. injury
E. breathing heavily

Reply with exactly one uppercase letter out of A, B, C, D or E.
",95
"The man pleaded for peace between the two sides, but their what towards each other was too much to abide?",peace,train-00000-of-00001,A,"Question:
The man pleaded for peace between the two sides, but their what towards each other was too much to abide?

Which of the following is the best response to the question?

Choices:
A. hostility
B. turmoil
C. fights
D. fighting
E. love and understanding

Reply with exactly one uppercase letter out of A, B, C, D or E.
",95
"A person made coffee using hot water and coffee grounds, now where should he pour it?",water,train-00000-of-00001,E,"Question:
A person made coffee using hot water and coffee grounds, now where should he pour it?

Which of the following is the best response to the question?

Choices:
A. whirlpool bath
B. glass
C. surface of earth
D. soft drink
E. coffee cup

Reply with exactly one uppercase letter out of A, B, C, D or E.
",91
"After taking my final exams I got my grades back and had  a 4.0 gpa, how did I feel?",taking final exams,train-00000-of-00001,D,"Question:
After taking my final exams I got my grades back and had  a 4.0 gpa, how did I feel?

Which of the following is the best response to the question?

Choices:
A. graduation
B. headaches
C. fail again
D. success
E. failure

Reply with exactly one uppercase letter out of A, B, C, D or E.
",96
"The shrewd investor had a simple plan to fight inflation, and that was to make what?",fight inflation,train-00000-of-00001,E,"Question:
The shrewd investor had a simple plan to fight inflation, and that was to make what?

Which of the following is the best response to the question?

Choices:
A. print money
B. save money
C. lowers standard of living
D. pay less
E. more money

Reply with exactly one uppercase letter out of A, B, C, D or E.
",95
"The teacher told the class they would be taking a lot of notes this semester, he recommended buying a what just for this class?",notes,train-00000-of-00001,C,"Question:
The teacher told the class they would be taking a lot of notes this semester, he recommended buying a what just for this class?

Which of the following is the best response to the question?

Choices:
A. school
B. meeting
C. notebook
D. meeting
E. desk

Reply with exactly one uppercase letter out of A, B, C, D or E.
",93
"The sanctions against the school were a punishing blow, and they seemed to what the efforts the school had made to change?",punishing,train-00000-of-00001,A,"Question:
The sanctions against the school were a punishing blow, and they seemed to what the efforts the school had made to change?

Which of the following is the best response to the question?

Choices:
A. ignore
B. enforce
C. authoritarian
D. yell at
E. avoid

Reply with exactly one uppercase letter out of A, B, C, D or E.
",95
James doesn't like reading books before bed.  He has an active imagination and finds that late night reading gives him what?,reading book,train-00000-of-00001,A,"Question:
James doesn't like reading books before bed.  He has an active imagination and finds that late night reading gives him what?

Which of the following is the best response to the question?

Choices:
A. nightmares
B. enlightenment
C. cramps
D. drowsiness
E. entertainment

Reply with exactly one uppercase letter out of A, B, C, D or E.
",101
You can hear testimony of how spirituality changes lives when you do what?,hear testimony,train-00000-of-00001,A,"Question:
You can hear testimony of how spirituality changes lives when you do what?

Which of the following is the best response to the question?

Choices:
A. go to church
B. appear in court
C. watch soap operas
D. paying attention
E. go into court

Reply with exactly one uppercase letter out of A, B, C, D or E.
",91
